아이티센(124500),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-02-03,0,0,0,14000,0,,
2014-02-04,0,0,0,13900,0,35451.0,2550400.0
2014-02-05,13600,13600,13600,13600,100,34685.0,2550400.0
2014-02-06,0,0,0,13600,0,34685.0,2550400.0
2014-02-07,13600,13600,13600,13600,2000,34685.0,2550400.0
2014-02-10,13550,13550,13550,13550,3000,34558.0,2550400.0
2014-02-11,13400,13400,13400,13400,100,34175.0,2550400.0
2014-02-12,0,0,0,13400,0,34175.0,2550400.0
2014-02-13,0,0,0,13400,0,,
2014-02-14,14100,14100,14100,14100,100,35961.0,2550400.0
2014-02-17,0,0,0,14100,0,35961.0,2550400.0
2014-02-18,13500,14100,13500,14100,700,35961.0,2550400.0
2014-02-19,0,0,0,13900,0,35451.0,2550400.0
2014-02-20,0,0,0,13900,0,35451.0,2550400.0
2014-02-21,13400,13400,13400,13400,100,34175.0,2550400.0
2014-02-24,0,0,0,13400,0,,
2014-02-25,13400,13400,13400,13400,100,34175.0,2550400.0
2014-02-26,13300,13300,13300,13300,1000,33920.0,2550400.0
2014-02-27,13300,13300,13300,13300,100,33920.0,2550400.0
2014-02-28,0,0,0,13300,0,33920.0,2550400.0
2014-03-03,0,0,0,13300,0,,
2014-03-04,0,0,0,13300,0,,
2014-03-05,0,0,0,11400,0,29075.0,2550400.0
2014-03-06,0,0,0,11500,0,29330.0,2550400.0
2014-03-07,11500,11500,11500,11500,100,29330.0,2550400.0
2014-03-10,11300,11300,11300,11300,100,28820.0,2550400.0
2014-03-11,10800,10800,10800,10800,100,27544.0,2550400.0
2014-03-12,10500,10500,10500,10500,100,26779.0,2550400.0
2014-03-13,0,0,0,10500,0,26779.0,2550400.0
2014-03-14,0,0,0,10500,0,,
2014-03-17,0,0,0,10500,0,,
2014-03-18,10500,10500,10500,10500,100,26779.0,2550400.0
2014-03-19,10500,10500,10500,10500,1000,26779.0,2550400.0
2014-03-20,12000,12000,12000,12000,100,30605.0,2550400.0
2014-03-21,0,0,0,11950,0,30477.0,2550400.0
2014-03-24,0,0,0,10800,0,27544.0,2550400.0
2014-03-25,10500,10500,10500,10500,1000,26779.0,2550400.0
2014-03-26,10250,10250,10250,10250,100,26142.0,2550400.0
2014-03-27,0,0,0,10250,0,26142.0,2550400.0
2014-03-28,0,0,0,10250,0,33431.0,3261520.0
2014-03-31,10200,10200,10200,10200,100,33268.0,3261520.0
2014-04-01,10800,10800,10800,10800,100,35224.0,3261520.0
2014-04-02,0,0,0,10700,0,34898.0,3261520.0
2014-04-03,0,0,0,10700,0,34898.0,3261520.0
2014-04-04,0,0,0,10500,0,34246.0,3261520.0
2014-04-07,10500,10500,10500,10500,100,34246.0,3261520.0
2014-04-08,10300,10300,10300,10300,100,33594.0,3261520.0
2014-04-09,10300,10800,10300,10800,200,35224.0,3261520.0
2014-04-10,10500,10500,10500,10500,100,34246.0,3261520.0
2014-04-11,10500,10500,10500,10500,100,,
2014-04-14,10300,10300,10300,10300,100,,
2014-04-15,10200,10200,10200,10200,100,33268.0,3261520.0
2014-04-16,10200,10200,10200,10200,100,33268.0,3261520.0
2014-04-17,10200,10200,10200,10200,100,,
2014-04-18,10200,10200,10200,10200,100,,
2014-04-21,0,0,0,10200,0,33268.0,3261520.0
2014-04-22,10000,10800,10000,10800,600,35224.0,3261520.0
2014-04-23,10000,10500,9900,10500,2100,34246.0,3261520.0
2014-04-24,10800,10800,10800,10800,100,35224.0,3261520.0
2014-04-25,11400,11400,11400,11400,100,37181.0,3261520.0
2014-04-28,10850,10850,10850,10850,100,35387.0,3261520.0
2014-04-29,10300,10300,10300,10300,100,33594.0,3261520.0
2014-04-30,10300,10750,9500,10750,2500,35061.0,3261520.0
2014-05-02,11900,11900,11900,11900,100,38812.0,3261520.0
2014-05-07,10800,12200,10800,12200,8100,39791.0,3261520.0
2014-05-08,10900,10900,10900,10900,100,35551.0,3261520.0
2014-05-09,0,0,0,10900,0,35551.0,3261520.0
2014-05-12,9900,11000,9700,11000,5100,35877.0,3261520.0
2014-05-13,10900,10900,10900,10900,1100,35551.0,3261520.0
2014-05-14,0,0,0,10800,0,35224.0,3261520.0
2014-05-15,0,0,0,10800,0,35224.0,3261520.0
2014-05-16,0,0,0,10800,0,,
2014-05-19,0,0,0,10800,0,,
2014-05-20,0,0,0,10800,0,,
2014-05-21,10550,10550,10550,10550,100,34409.0,3261520.0
2014-05-22,10800,10800,10800,10800,100,35224.0,3261520.0
2014-05-23,10400,10400,10400,10400,100,33920.0,3261520.0
2014-05-26,0,0,0,10400,0,33920.0,3261520.0
2014-05-27,10000,10800,10000,10800,20100,35224.0,3261520.0
2014-05-28,10300,10300,10300,10300,100,33594.0,3261520.0
2014-05-29,10150,10150,10150,10150,100,33104.0,3261520.0
2014-05-30,10100,10100,10100,10100,100,32941.0,3261520.0
2014-06-02,0,0,0,10100,0,32941.0,3261520.0
2014-06-03,10000,10000,10000,10000,100,32615.0,3261520.0
2014-06-05,9500,9500,9500,9500,200,30984.0,3261520.0
2014-06-09,9300,9300,9300,9300,200,30332.0,3261520.0
2014-06-10,10600,10600,10600,10600,100,34572.0,3261520.0
2014-06-11,10000,10600,10000,10600,200,34572.0,3261520.0
2014-06-12,10000,10000,10000,10000,100,32615.0,3261520.0
2014-06-13,9800,10350,9800,10350,300,33757.0,3261520.0
2014-06-16,9950,9950,9950,9950,400,32452.0,3261520.0
2014-06-17,10550,10550,9850,9850,500,32126.0,3261520.0
2014-06-18,9800,9800,9800,9800,400,31963.0,3261520.0
2014-06-19,11000,11000,11000,11000,100,35877.0,3261520.0
2014-06-20,12500,12500,12500,12500,100,40769.0,3261520.0
2014-06-23,11750,11750,11750,11750,100,38323.0,3261520.0
2014-06-24,10500,10500,10500,10500,100,34246.0,3261520.0
2014-06-25,12000,12000,10500,10500,680,34246.0,3261520.0
2014-06-26,11000,11000,11000,11000,100,35877.0,3261520.0
2014-06-27,10400,10400,10400,10400,100,33920.0,3261520.0
2014-06-30,10100,10100,10100,10100,100,32941.0,3261520.0
2014-07-01,11300,11300,9900,11300,400,36855.0,3261520.0
2014-07-02,12800,12800,12800,12800,100,41747.0,3261520.0
2014-07-03,11300,11300,11300,11300,100,36855.0,3261520.0
2014-07-04,10450,10450,10450,10450,100,34083.0,3261520.0
2014-07-07,11800,11800,11800,11800,100,38486.0,3261520.0
2014-07-08,13000,13000,13000,13000,100,42400.0,3261520.0
2014-07-09,11400,11400,11400,11400,100,37181.0,3261520.0
2014-07-10,11950,11950,11950,11950,100,38975.0,3261520.0
2014-07-11,13350,13350,13350,13350,100,43541.0,3261520.0
2014-07-14,11350,11350,11350,11350,1000,37018.0,3261520.0
2014-07-15,11650,11650,11650,11650,100,37997.0,3261520.0
2014-07-16,10550,11100,10550,11100,200,36203.0,3261520.0
2014-07-17,10500,10500,10500,10500,100,34246.0,3261520.0
2014-07-18,10100,10100,10100,10100,100,32941.0,3261520.0
2014-07-21,10000,10500,10000,10500,200,34246.0,3261520.0
2014-07-22,10950,10950,10950,10950,100,35714.0,3261520.0
2014-07-23,10350,10350,10350,10350,100,33757.0,3261520.0
2014-07-24,10750,10750,10750,10750,100,35061.0,3261520.0
2014-07-25,12100,12100,12100,12100,100,39464.0,3261520.0
2014-07-28,10850,10850,10850,10850,100,35387.0,3261520.0
2014-07-29,12450,12450,10000,11250,2600,36692.0,3261520.0
2014-07-30,11550,11550,11550,11550,100,37671.0,3261520.0
2014-07-31,10100,10650,10100,10650,200,34735.0,3261520.0
2014-08-01,10050,10650,10050,10650,200,34735.0,3261520.0
2014-08-04,11700,11700,11700,11700,100,38160.0,3261520.0
2014-08-05,10450,10450,10450,10450,500,34083.0,3261520.0
2014-08-06,10050,10050,10050,10050,100,32778.0,3261520.0
2014-08-07,10000,10000,10000,10000,100,32615.0,3261520.0
2014-08-08,9500,9500,9500,9500,200,,
2014-08-11,9500,9500,9500,9500,0,30984.0,3261520.0
2014-08-12,9300,9300,9300,9300,200,,
2014-08-13,9000,9000,9000,9000,200,29354.0,3261520.0
2014-08-14,9000,9000,9000,9000,0,29354.0,3261520.0
2014-08-18,9000,9000,9000,9000,0,,
2014-08-19,10200,10200,10200,10200,100,33268.0,3261520.0
2014-08-20,9530,9530,9530,9530,200,31082.0,3261520.0
2014-08-21,10100,10100,10100,10100,100,32941.0,3261520.0
2014-08-22,9540,9540,9540,9540,200,31115.0,3261520.0
2014-08-25,9540,9540,9540,9540,0,31115.0,3261520.0
2014-08-26,9540,9540,9540,9540,0,,
2014-08-27,10400,10400,10400,10400,100,33920.0,3261520.0
2014-08-28,9440,9990,8850,8850,1000,28864.0,3261520.0
2014-08-29,8850,8850,8850,8850,0,28864.0,3261520.0
2014-09-01,8850,8850,8850,8850,0,,
2014-09-02,10150,10150,10150,10150,100,33104.0,3261520.0
2014-09-03,10150,10150,10150,10150,0,33104.0,3261520.0
2014-09-04,10000,10000,10000,10000,1200,32615.0,3261520.0
2014-09-05,11450,11450,9000,11450,1900,37344.0,3261520.0
2014-09-11,10550,10550,10550,10550,500,34409.0,3261520.0
2014-09-12,10550,11500,10550,11500,200,37507.0,3261520.0
2014-09-15,11000,11000,11000,11000,1000,35877.0,3261520.0
2014-09-16,11000,11000,11000,11000,0,35877.0,3261520.0
2014-09-17,11000,11000,11000,11000,0,,
2014-09-18,11000,11000,10000,10000,3500,32615.0,3261520.0
2014-09-19,10000,10000,10000,10000,700,32615.0,3261520.0
2014-09-22,9900,9900,9900,9900,1600,32289.0,3261520.0
2014-09-23,9900,9900,9900,9900,0,32289.0,3261520.0
2014-09-24,9900,9900,9900,9900,0,,
2014-09-25,9800,9800,9800,9800,800,31963.0,3261520.0
2014-09-26,10800,10800,10800,10800,100,35224.0,3261520.0
2014-09-29,10000,10000,10000,10000,1000,32615.0,3261520.0
2014-09-30,9900,10800,9900,10800,1100,35224.0,3261520.0
2014-10-01,10200,10200,10200,10200,100,33268.0,3261520.0
2014-10-02,9910,9910,9910,9910,200,32322.0,3261520.0
2014-10-06,9900,9900,9800,9800,1700,31963.0,3261520.0
2014-10-07,9800,9800,9800,9800,0,31963.0,3261520.0
2014-10-08,9800,9800,9700,9700,1600,31637.0,3261520.0
2014-10-10,9700,9700,9700,9700,0,31637.0,3261520.0
2014-10-13,10000,10000,10000,10000,100,32615.0,3261520.0
2014-10-14,10000,10000,10000,10000,0,32615.0,3261520.0
2014-10-15,9630,9630,9630,9630,200,31408.0,3261520.0
2014-10-16,10000,10000,9630,9630,800,31408.0,3261520.0
2014-10-17,9630,9630,9630,9630,0,31408.0,3261520.0
2014-10-20,9600,9600,9500,9500,800,30984.0,3261520.0
2014-10-21,9500,9500,9400,9400,400,30658.0,3261520.0
2014-10-22,9500,9500,9500,9500,0,30984.0,3261520.0
2014-10-23,9500,9500,9500,9500,0,,
2014-10-24,9400,9400,9400,9400,1500,30658.0,3261520.0
2014-10-27,9400,9400,9400,9400,200,30658.0,3261520.0
2014-10-28,9390,9390,9390,9390,0,30626.0,3261520.0
2014-10-29,9300,9300,9300,9300,200,30332.0,3261520.0
2014-10-30,9300,9300,9300,9300,0,30332.0,3261520.0
2014-10-31,9300,9300,9300,9300,0,,
2014-11-03,9300,10400,9300,9300,1600,30332.0,3261520.0
2014-11-04,9300,9300,9300,9300,0,,
2014-11-05,10500,10500,8700,10500,2200,34246.0,3261520.0
2014-11-06,10000,10000,9910,9910,600,32322.0,3261520.0
2014-11-07,9910,9910,9910,9910,0,32322.0,3261520.0
2014-11-10,9910,9910,9910,9910,0,,
2014-11-11,9910,9910,9910,9910,0,,
2014-11-12,9910,9910,9910,9910,0,,
2014-11-13,9910,9910,9910,9910,0,,
2014-11-14,9910,9910,9910,9910,0,,
2014-11-17,9910,9910,9910,9910,0,,
2014-11-18,9910,9910,9910,9910,0,,
2014-11-19,9910,9910,9910,9910,0,,
2014-11-20,10100,10100,10000,10000,700,32615.0,3261520.0
2014-11-21,10000,10000,10000,10000,1000,32615.0,3261520.0
2014-11-24,9860,10450,9860,10450,110,34083.0,3261520.0
2014-11-25,10450,10450,10450,10450,0,34083.0,3261520.0
2014-11-26,10450,10450,10450,10450,0,,
2014-11-27,10450,10450,10450,10450,0,,
2014-11-28,10450,10450,10450,10450,0,,
2014-12-01,10450,10450,10450,10450,0,,
2014-12-02,10450,10450,10450,10450,0,,
2014-12-03,10450,10450,10450,10450,0,,
2014-12-04,10450,10450,10450,10450,0,,
2014-12-05,10450,10450,10450,10450,0,,
2014-12-08,10450,10450,10450,10450,0,,
2014-12-09,10450,10450,10450,10450,0,,
2014-12-10,10450,10450,10450,10450,0,,
2014-12-11,10100,10100,10100,10100,0,32941.0,3261520.0
2014-12-12,10100,10100,10100,10100,0,,
2014-12-15,9800,9800,9800,9800,29,31963.0,3261520.0
2014-12-16,9800,9800,9800,9800,0,,
2014-12-17,10200,10200,10200,10200,0,33268.0,3261520.0
2014-12-18,10200,10200,10200,10200,0,,
2014-12-19,10200,10200,10200,10200,100,,
2014-12-22,10000,10000,10000,10000,100,32615.0,3261520.0
2014-12-23,3637,4049,3159,3770,1979065,37812.0,4311520.0
2014-12-24,3826,3869,3516,3693,439632,37036.0,4311520.0
2014-12-26,3693,3748,3503,3564,135099,35743.0,4311520.0
2014-12-29,3439,3521,3297,3323,127943,33328.0,4311520.0
2014-12-30,3327,3564,3233,3525,77967,35354.0,4311520.0
2015-01-02,3598,3684,3494,3581,98643,35915.0,4311520.0
2015-01-05,3581,3667,3482,3611,38438,36217.0,4311520.0
2015-01-06,3611,3946,3503,3887,154340,38976.0,4311520.0
2015-01-07,3826,4196,3783,3899,146087,39105.0,4311520.0
2015-01-08,3998,3998,3783,3861,62237,38717.0,4311520.0
2015-01-09,3860,4153,3830,4132,80883,41434.0,4311520.0
2015-01-12,4187,4750,4088,4751,342734,47642.0,4311520.0
2015-01-13,4793,4944,4578,4708,165443,47211.0,4311520.0
2015-01-14,4729,4772,4406,4622,132003,46349.0,4311520.0
2015-01-15,4535,5245,4535,4643,242747,46564.0,4311520.0
2015-01-16,4729,5116,4643,4944,129522,49582.0,4311520.0
2015-01-19,5245,5675,5202,5675,183993,56912.0,4311520.0
2015-01-20,5954,6513,5610,5933,286917,59499.0,4311520.0
2015-01-21,6039,6255,5609,6234,189692,62517.0,4311520.0
2015-01-22,6362,6857,6233,6707,176013,67260.0,4311520.0
2015-01-23,6749,7029,6362,6857,135471,68769.0,4311520.0
2015-01-26,6835,7050,6362,6750,97224,67691.0,4311520.0
2015-01-27,6620,6706,6362,6642,59708,66613.0,4311520.0
2015-01-28,6513,7029,6405,6986,53633,70062.0,4311520.0
2015-01-29,6964,6986,6599,6728,36421,67475.0,4311520.0
2015-01-30,6685,6792,6513,6599,41162,66182.0,4311520.0
2015-02-02,6577,6835,6233,6793,46163,68122.0,4311520.0
2015-02-03,6620,6921,6620,6750,28318,67691.0,4311520.0
2015-02-04,6662,7029,6599,6857,78177,68769.0,4311520.0
2015-02-05,7093,7867,6921,7868,287153,78901.0,4311520.0
2015-02-06,8254,8856,7480,7782,369140,78039.0,4311520.0
2015-02-09,7631,7738,7265,7266,114997,72865.0,4311520.0
2015-02-10,7136,7287,6792,6922,145370,69415.0,4311520.0
2015-02-11,6921,7480,6771,7330,87207,73511.0,4311520.0
2015-02-12,7351,7351,7093,7180,19386,72002.0,4311520.0
2015-02-13,7244,7330,6835,7180,55404,72002.0,4311520.0
2015-02-16,7179,7437,6964,7115,56696,71356.0,4311520.0
2015-02-17,7287,7308,6964,7115,30849,71356.0,4311520.0
2015-02-23,7566,7652,7179,7244,28815,72649.0,4311520.0
2015-02-24,7222,7351,6964,7287,36475,74922.0,4420192.0
2015-02-25,7351,7351,6921,7201,51505,74038.0,4420192.0
2015-02-26,7265,7953,7179,7610,143648,78237.0,4420192.0
2015-02-27,7631,8211,7437,8147,101902,83763.0,4420192.0
2015-03-02,8448,8770,7910,7911,99323,81332.0,4420192.0
2015-03-03,8254,9092,8061,9093,183467,93487.0,4420192.0
2015-03-04,9200,10447,9071,9243,354782,95034.0,4420192.0
2015-03-05,9501,9866,8942,9028,101631,92824.0,4420192.0
2015-03-06,9135,10232,9135,9587,110011,98570.0,4420192.0
2015-03-09,9436,10146,9350,9501,94519,97686.0,4420192.0
2015-03-10,9501,9673,8813,9222,67060,94813.0,4420192.0
2015-03-11,8942,9178,8662,9114,76699,93708.0,4420192.0
2015-03-12,9264,9350,8813,9286,37872,95476.0,4420192.0
2015-03-13,9178,9888,8856,9759,68692,100338.0,4420192.0
2015-03-16,9673,9995,9350,9394,43444,96581.0,4420192.0
2015-03-17,9458,9630,8942,9136,59149,93929.0,4420192.0
2015-03-18,9114,9307,8985,9243,34626,95034.0,4420192.0
2015-03-19,9415,9716,9157,9587,45181,98570.0,4420192.0
2015-03-20,9974,10748,9866,10211,154322,104980.0,4420192.0
2015-03-23,10296,10489,9931,9996,38448,102769.0,4420192.0
2015-03-24,10146,10146,9780,9996,34806,102769.0,4420192.0
2015-03-25,9974,10275,9780,9996,55324,102769.0,4420192.0
2015-03-26,9930,10253,9930,10254,43274,105422.0,4420192.0
2015-03-27,10318,10725,9974,10254,62991,105422.0,4420192.0
2015-03-30,10361,10576,10102,10340,32487,106306.0,4420192.0
2015-03-31,10533,10705,10361,10684,33046,109842.0,4420192.0
2015-04-01,11049,11049,10447,10856,44985,111610.0,4420192.0
2015-04-02,10726,11994,10726,11350,55137,116693.0,4420192.0
2015-04-03,11414,11564,10791,11350,41268,116693.0,4420192.0
2015-04-06,11350,11478,11091,11393,24587,117135.0,4420192.0
2015-04-07,11521,11521,11178,11479,27471,118019.0,4420192.0
2015-04-08,11350,12037,11350,11801,27160,121334.0,4420192.0
2015-04-09,11930,12488,11800,11930,70215,122660.0,4420192.0
2015-04-10,12037,12317,11736,12210,42377,125533.0,4420192.0
2015-04-13,12639,12682,12209,12317,30968,126639.0,4420192.0
2015-04-14,12553,12553,11285,12081,77916,124207.0,4420192.0
2015-04-15,11994,12252,11736,11952,21340,122881.0,4420192.0
2015-04-16,12123,12123,11457,11608,40510,119345.0,4420192.0
2015-04-17,11779,11865,11500,11737,23144,120671.0,4420192.0
2015-04-20,11607,11887,11242,11887,32932,122218.0,4420192.0
2015-04-21,11887,11887,11607,11758,28896,120892.0,4420192.0
2015-04-22,11779,12016,10877,11393,27329,117135.0,4420192.0
2015-04-23,11672,11672,10360,10748,56901,110505.0,4420192.0
2015-04-24,10425,10963,10232,10856,29865,111610.0,4420192.0
2015-04-27,10855,11156,10253,10877,41281,111831.0,4420192.0
2015-04-28,10705,10855,10490,10576,27336,108737.0,4420192.0
2015-04-29,10576,10748,10060,10318,25354,106085.0,4420192.0
