대신밸런스제6호스팩(307750),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-06-13,2135,2185,2105,2120,61773,10621.0,5010000.0
2019-06-14,2130,2145,2105,2125,26027,10646.0,5010000.0
2019-06-17,2140,2140,2120,2140,2185,10721.0,5010000.0
2019-06-18,2180,2180,2130,2160,2140,10822.0,5010000.0
2019-06-19,2185,2185,2125,2160,224,10822.0,5010000.0
2019-06-20,2170,2170,2155,2160,2536,10822.0,5010000.0
2019-06-21,2160,2160,2135,2155,1414,10797.0,5010000.0
2019-06-24,2160,2160,2140,2140,1604,10721.0,5010000.0
2019-06-25,2160,2160,2130,2130,42655,10671.0,5010000.0
2019-06-26,2165,2165,2130,2150,61900,10772.0,5010000.0
2019-06-27,2135,2150,2135,2150,1583,10772.0,5010000.0
2019-06-28,2160,2160,2125,2155,8008,10797.0,5010000.0
2019-07-01,2160,2160,2135,2135,582,10696.0,5010000.0
2019-07-02,2160,2160,2125,2155,1172,10797.0,5010000.0
2019-07-03,2155,2155,2150,2150,5,10772.0,5010000.0
2019-07-04,2150,2150,2115,2145,28859,10746.0,5010000.0
2019-07-05,2145,2145,2125,2125,2177,10646.0,5010000.0
2019-07-08,2125,2125,2105,2120,20027,10621.0,5010000.0
2019-07-09,2175,2175,2115,2155,12399,10797.0,5010000.0
2019-07-10,2155,2165,2155,2155,14827,10797.0,5010000.0
2019-07-11,2165,2165,2130,2150,17901,10772.0,5010000.0
2019-07-12,2155,2155,2125,2125,30518,10646.0,5010000.0
2019-07-15,2155,2155,2125,2145,19043,10746.0,5010000.0
2019-07-16,2155,2155,2150,2150,675,10772.0,5010000.0
2019-07-17,2150,2150,2140,2140,9105,10721.0,5010000.0
2019-07-18,2145,2155,2145,2150,15301,10772.0,5010000.0
2019-07-19,2155,2170,2150,2170,6514,10872.0,5010000.0
2019-07-22,2180,2215,2160,2170,26838,10872.0,5010000.0
2019-07-23,2185,2185,2165,2170,4393,10872.0,5010000.0
2019-07-24,2175,2175,2175,2175,308,10897.0,5010000.0
2019-07-25,2175,2175,2145,2175,65,10897.0,5010000.0
2019-07-26,2180,2180,2130,2175,11,10897.0,5010000.0
2019-07-29,2180,2180,2140,2165,7233,10847.0,5010000.0
2019-07-30,2180,2180,2140,2175,1280,10897.0,5010000.0
2019-07-31,2155,2155,2145,2150,9703,10772.0,5010000.0
2019-08-01,2145,2165,2145,2165,1849,10847.0,5010000.0
2019-08-02,2145,2165,2145,2165,38,10847.0,5010000.0
2019-08-05,2145,2145,2130,2130,5669,10671.0,5010000.0
2019-08-06,2140,2140,2115,2125,43955,10646.0,5010000.0
2019-08-07,2120,2125,2120,2125,2856,10646.0,5010000.0
2019-08-08,2115,2130,2115,2130,16326,10671.0,5010000.0
2019-08-09,2125,2125,2125,2125,652,10646.0,5010000.0
2019-08-12,2125,2125,2125,2125,500,10646.0,5010000.0
2019-08-13,2120,2125,2120,2125,501,10646.0,5010000.0
2019-08-14,2130,2130,2120,2120,479,10621.0,5010000.0
2019-08-16,2120,2125,2115,2125,13363,10646.0,5010000.0
2019-08-19,2125,2125,2120,2120,4741,10621.0,5010000.0
2019-08-20,2170,2170,2170,2170,5,10872.0,5010000.0
2019-08-21,2170,2170,2170,2170,27,10872.0,5010000.0
2019-08-22,2145,2145,2145,2145,200,10746.0,5010000.0
2019-08-23,2170,2170,2145,2170,204,10872.0,5010000.0
2019-08-26,2115,2170,2115,2170,5,10872.0,5010000.0
2019-08-27,2170,2170,2170,2170,3,10872.0,5010000.0
2019-08-28,2125,2160,2120,2160,749,10822.0,5010000.0
2019-08-29,2165,2165,2125,2165,276,10847.0,5010000.0
2019-08-30,2125,2125,2120,2120,21018,10621.0,5010000.0
2019-09-02,2145,2145,2110,2120,46613,10621.0,5010000.0
2019-09-03,2105,2115,2100,2100,22630,10521.0,5010000.0
2019-09-04,2100,2130,2100,2130,2580,10671.0,5010000.0
2019-09-05,2095,2105,2095,2100,2548,10521.0,5010000.0
2019-09-06,2100,2135,2100,2135,1736,10696.0,5010000.0
2019-09-09,2100,2105,2100,2100,1752,10521.0,5010000.0
2019-09-10,2095,2140,2095,2140,6639,10721.0,5010000.0
2019-09-11,2120,2120,2120,2120,1,10621.0,5010000.0
2019-09-16,2115,2115,2115,2115,2250,10596.0,5010000.0
2019-09-17,2120,2120,2095,2100,14041,10521.0,5010000.0
2019-09-18,2100,2140,2100,2115,30527,10596.0,5010000.0
2019-09-19,2110,2110,2105,2105,233,10546.0,5010000.0
2019-09-20,2110,2130,2110,2130,1001,10671.0,5010000.0
2019-09-23,2110,2115,2110,2115,32433,10596.0,5010000.0
2019-09-24,2115,2115,2115,2115,0,10596.0,5010000.0
2019-09-25,2100,2120,2100,2120,19221,10621.0,5010000.0
2019-09-26,2115,2115,2110,2110,2432,10571.0,5010000.0
2019-09-27,2110,2115,2110,2110,2397,10571.0,5010000.0
2019-09-30,2105,2130,2105,2110,11618,10571.0,5010000.0
2019-10-01,2110,2135,2110,2135,6549,10696.0,5010000.0
2019-10-02,2125,2125,2110,2110,10298,10571.0,5010000.0
2019-10-04,2105,2140,2105,2140,101,10721.0,5010000.0
2019-10-07,2110,2110,2090,2090,3560,10471.0,5010000.0
