모바일리더(100030),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-09-06,11500,11750,11500,11500,22531,37763.0,3283714.0
2010-09-07,11500,11600,11300,11400,16953,37434.0,3283714.0
2010-09-08,11050,11550,11050,11350,10336,37270.0,3283714.0
2010-09-09,11400,12000,11150,11650,40902,38255.0,3283714.0
2010-09-10,11700,11900,11500,11850,21426,38912.0,3283714.0
2010-09-13,12000,12800,11850,12550,89023,41211.0,3283714.0
2010-09-14,12550,12700,11850,11850,31492,38912.0,3283714.0
2010-09-15,12100,12100,11600,11850,23358,38912.0,3283714.0
2010-09-16,11700,11850,11500,11750,30293,38584.0,3283714.0
2010-09-17,11650,11950,11550,11850,18220,38912.0,3283714.0
2010-09-20,11950,11950,11600,11800,16175,38748.0,3283714.0
2010-09-24,11900,11900,11600,11650,9494,38255.0,3283714.0
2010-09-27,11850,11850,11200,11250,27711,36942.0,3283714.0
2010-09-28,11250,11550,10950,11450,43323,37599.0,3283714.0
2010-09-29,11450,11550,11300,11400,12548,37434.0,3283714.0
2010-09-30,11400,11900,11400,11800,24557,38748.0,3283714.0
2010-10-01,11800,12650,11800,12250,192249,40225.0,3283714.0
2010-10-04,12350,12400,11850,11900,38111,39076.0,3283714.0
2010-10-05,11850,12100,11700,11900,20520,39076.0,3283714.0
2010-10-06,12150,12150,11800,11950,34682,39240.0,3283714.0
2010-10-07,12100,13150,12050,12350,127430,40554.0,3283714.0
2010-10-08,12400,12750,12200,12500,48289,41046.0,3283714.0
2010-10-11,12700,12800,12300,12300,36461,40390.0,3283714.0
2010-10-12,12400,12500,12000,12300,39200,40390.0,3283714.0
2010-10-13,12400,12400,12050,12400,22270,40718.0,3283714.0
2010-10-14,12550,12600,12200,12200,18838,40061.0,3283714.0
2010-10-15,12350,12900,12200,12800,80717,42032.0,3283714.0
2010-10-18,13000,13300,12700,13150,71739,43181.0,3283714.0
2010-10-19,13800,15100,13800,15100,692717,49584.0,3283714.0
2010-10-20,15200,15500,14650,15300,535347,50241.0,3283714.0
2010-10-21,15350,15700,14900,15400,267600,50569.0,3283714.0
2010-10-22,15600,15900,14850,14850,180517,48763.0,3283714.0
2010-10-25,14800,14800,14200,14600,147839,47942.0,3283714.0
2010-10-26,14700,14850,14300,14350,115215,47121.0,3283714.0
2010-10-27,14350,15300,14150,14150,256275,46465.0,3283714.0
2010-10-28,14100,14300,13700,14000,124512,45972.0,3283714.0
2010-10-29,14050,14200,13700,14050,88509,46136.0,3283714.0
2010-11-01,14300,15250,14200,14850,381587,48763.0,3283714.0
2010-11-02,15100,15800,14800,14800,257916,48599.0,3283714.0
2010-11-03,15200,15200,14450,14450,116918,47450.0,3283714.0
2010-11-04,14450,15150,14100,15150,103909,49748.0,3283714.0
2010-11-05,15400,15400,14300,14350,116774,47121.0,3283714.0
2010-11-08,14350,14500,14100,14250,43892,46793.0,3283714.0
2010-11-09,14450,14450,13350,13350,114617,43838.0,3283714.0
2010-11-10,13250,13600,13150,13200,66174,43345.0,3283714.0
2010-11-11,13200,13500,13150,13300,39891,43673.0,3283714.0
2010-11-12,13400,13550,12300,12500,90017,41046.0,3283714.0
2010-11-15,12500,12600,12100,12350,35420,40554.0,3283714.0
2010-11-16,12350,12400,11550,11750,59929,38584.0,3283714.0
2010-11-17,11450,11950,11450,11950,21676,39240.0,3283714.0
2010-11-18,11900,12250,11850,12100,36676,39733.0,3283714.0
2010-11-19,12400,12450,12150,12400,17985,40718.0,3283714.0
2010-11-22,12650,12650,11900,11950,20431,39240.0,3283714.0
2010-11-23,12000,12150,11650,11800,33615,38748.0,3283714.0
2010-11-24,10800,11600,10450,11600,53955,38091.0,3283714.0
2010-11-25,11800,11800,11350,11500,25040,37763.0,3283714.0
2010-11-26,11600,11600,11000,11250,38987,36942.0,3283714.0
2010-11-29,11050,11550,11050,11350,10496,37270.0,3283714.0
2010-11-30,11100,11600,11100,11400,17826,37434.0,3283714.0
2010-12-01,11450,11850,11300,11800,20765,38748.0,3283714.0
2010-12-02,11850,12000,11550,11750,14501,38584.0,3283714.0
2010-12-03,12200,13500,12200,12300,356832,40390.0,3283714.0
2010-12-06,12450,12750,12100,12100,60824,39733.0,3283714.0
2010-12-07,12300,12600,12100,12400,33982,40718.0,3283714.0
2010-12-08,12400,12500,11850,11850,46022,38912.0,3283714.0
2010-12-09,12150,12650,12100,12450,52490,40882.0,3283714.0
2010-12-10,12550,12600,12250,12600,19301,41375.0,3283714.0
2010-12-13,12500,12700,12350,12550,17797,41211.0,3283714.0
2010-12-14,12550,12650,12250,12600,30312,41375.0,3283714.0
2010-12-15,12600,13100,12400,12500,38463,41046.0,3283714.0
2010-12-16,12500,12700,12050,12150,22673,39897.0,3283714.0
2010-12-17,12300,12600,12000,12400,36880,40718.0,3283714.0
2010-12-20,12300,12300,11800,12050,39468,39569.0,3283714.0
2010-12-21,12350,12350,11850,12050,49207,39569.0,3283714.0
2010-12-22,12300,13700,12200,13000,252373,42688.0,3283714.0
2010-12-23,13300,13300,12750,13000,72104,42688.0,3283714.0
2010-12-24,13300,13900,13100,13250,107733,43509.0,3283714.0
2010-12-27,13250,13500,12850,13150,43731,43181.0,3283714.0
2010-12-28,13250,13700,13050,13100,53571,43017.0,3283714.0
2010-12-29,13200,13650,13100,13650,36297,44823.0,3283714.0
2010-12-30,13850,13950,13400,13400,43608,44002.0,3283714.0
2011-01-03,13700,15000,13600,14300,180176,46957.0,3283714.0
2011-01-04,14300,14350,14050,14300,51162,46957.0,3283714.0
2011-01-05,14300,14800,14000,14550,61278,47778.0,3283714.0
2011-01-06,14700,15000,14100,14200,50755,46629.0,3283714.0
2011-01-07,14200,14400,13600,14000,76564,45972.0,3283714.0
2011-01-10,13900,14350,13800,13900,28050,45644.0,3283714.0
2011-01-11,14200,14450,13800,13800,57128,45315.0,3283714.0
2011-01-12,13900,14000,13500,13500,46810,44330.0,3283714.0
2011-01-13,13650,13750,13350,13600,30108,44659.0,3283714.0
2011-01-14,14000,14150,13600,14100,35357,46300.0,3283714.0
2011-01-17,14200,14250,13650,13750,30559,45151.0,3283714.0
2011-01-18,13750,13850,13400,13600,22609,44659.0,3283714.0
2011-01-19,13550,13800,13300,13350,18181,43838.0,3283714.0
2011-01-20,13300,13700,13150,13700,25142,44987.0,3283714.0
2011-01-21,13800,13850,13000,13100,26826,43017.0,3283714.0
2011-01-24,13100,13300,12750,12750,34329,41867.0,3283714.0
2011-01-25,13000,13300,12800,13250,26526,43509.0,3283714.0
2011-01-26,13300,13300,13000,13300,15578,43673.0,3283714.0
2011-01-27,13150,13900,13150,13600,64609,44659.0,3283714.0
2011-01-28,13800,13850,13400,13650,28393,44823.0,3283714.0
2011-01-31,13550,14050,13250,13900,47420,45644.0,3283714.0
2011-02-01,13950,14200,13700,13850,44065,45479.0,3283714.0
2011-02-07,13850,14200,13750,13800,66345,45315.0,3283714.0
2011-02-08,13850,14350,13650,13750,48320,45151.0,3283714.0
2011-02-09,13750,14000,13250,13300,32477,43673.0,3283714.0
2011-02-10,13250,13550,13200,13300,16135,43673.0,3283714.0
2011-02-11,13300,13650,13150,13200,22093,43345.0,3283714.0
2011-02-14,13450,13850,13200,13450,37440,44166.0,3283714.0
2011-02-15,13350,13450,12550,12600,55684,41375.0,3283714.0
2011-02-16,12700,12800,12150,12450,43737,40882.0,3283714.0
2011-02-17,12450,12650,12150,12300,36182,40390.0,3283714.0
2011-02-18,12300,12850,12150,12800,25184,42032.0,3283714.0
2011-02-21,12800,13450,12600,13400,45888,44002.0,3283714.0
2011-02-22,13350,13350,13000,13150,21478,43181.0,3283714.0
2011-02-23,13150,13350,12550,13000,26357,42688.0,3283714.0
2011-02-24,12900,13000,12400,12900,26762,42360.0,3283714.0
2011-02-25,12900,13000,12650,12800,8612,42032.0,3283714.0
2011-02-28,13000,13000,12550,12700,5503,41703.0,3283714.0
2011-03-02,12500,12700,12300,12500,20725,41046.0,3283714.0
2011-03-03,12500,12700,11900,12450,36103,40882.0,3283714.0
2011-03-04,12500,12650,12400,12650,9987,41539.0,3283714.0
2011-03-07,13000,13000,12400,12600,16221,41375.0,3283714.0
2011-03-08,12400,12750,12300,12450,25515,40882.0,3283714.0
2011-03-09,12450,12500,12150,12350,30937,40554.0,3283714.0
2011-03-10,12200,12350,12150,12250,13870,40225.0,3283714.0
2011-03-11,12150,12250,11900,12100,14405,39733.0,3283714.0
2011-03-14,11900,12250,11250,11900,13744,39076.0,3283714.0
2011-03-15,11500,11900,10800,11500,10765,37763.0,3283714.0
2011-03-16,11000,11950,10950,11150,19548,36613.0,3283714.0
2011-03-17,10900,10900,10500,10900,31742,35792.0,3283714.0
2011-03-18,10850,11500,10850,11050,16774,36285.0,3283714.0
2011-03-21,11200,11300,10950,11150,26446,36613.0,3283714.0
2011-03-22,11200,11700,11150,11700,27080,38419.0,3283714.0
2011-03-23,12050,12500,12000,12400,62935,40718.0,3283714.0
2011-03-24,12550,12650,12000,12550,31518,41211.0,3283714.0
2011-03-25,12450,12900,12350,12800,21907,42032.0,3283714.0
2011-03-28,12900,12900,12600,12800,15778,42032.0,3283714.0
2011-03-29,13000,13200,12800,13100,20478,43017.0,3283714.0
2011-03-30,13100,13400,13050,13100,18208,43017.0,3283714.0
2011-03-31,13300,13350,13050,13300,18529,43673.0,3283714.0
2011-04-01,13350,13550,13200,13450,28495,44166.0,3283714.0
2011-04-04,13250,13550,13150,13400,10837,44002.0,3283714.0
2011-04-05,13400,13400,13000,13250,15247,43509.0,3283714.0
2011-04-06,13200,13250,12750,12900,20021,42360.0,3283714.0
2011-04-07,13000,13000,12700,12700,2747,41703.0,3283714.0
2011-04-08,12900,12900,12550,12600,11391,41375.0,3283714.0
2011-04-11,12500,12850,12450,12450,12854,40882.0,3283714.0
2011-04-12,12650,12800,12100,12350,17879,40554.0,3283714.0
2011-04-13,12500,12500,11850,12000,28052,39405.0,3283714.0
2011-04-14,12000,12000,11650,11900,17426,39076.0,3283714.0
2011-04-15,11950,12050,11800,11850,13399,38912.0,3283714.0
2011-04-18,11950,12000,11550,11650,15093,38255.0,3283714.0
2011-04-19,11500,11800,11300,11700,15784,38419.0,3283714.0
2011-04-20,11850,12300,11650,12050,31711,39569.0,3283714.0
2011-04-21,12250,12350,11550,11750,54296,38584.0,3283714.0
2011-04-22,11600,11850,11150,11250,24462,36942.0,3283714.0
2011-04-25,11250,11600,11100,11450,22276,37599.0,3283714.0
2011-04-26,11500,11500,10900,10950,15586,35957.0,3283714.0
2011-04-27,11050,11300,10950,11250,14650,36942.0,3283714.0
2011-04-28,11050,11600,11050,11200,16326,36778.0,3283714.0
2011-04-29,11250,11500,11200,11300,13013,37106.0,3283714.0
2011-05-02,11550,11700,11300,11500,21779,37763.0,3283714.0
2011-05-03,11550,11600,11000,11500,15123,37763.0,3283714.0
2011-05-04,11450,11850,11150,11550,32161,37927.0,3283714.0
2011-05-06,11600,11700,11300,11350,8346,37270.0,3283714.0
2011-05-09,11450,11550,11300,11500,7551,37763.0,3283714.0
2011-05-11,11650,11650,11350,11600,8641,38091.0,3283714.0
2011-05-12,11500,11650,11350,11600,17987,38091.0,3283714.0
2011-05-13,11700,11700,11500,11650,15020,38255.0,3283714.0
2011-05-16,11650,11750,11550,11700,11780,38419.0,3283714.0
2011-05-17,11700,11750,11450,11450,11270,37599.0,3283714.0
2011-05-18,11450,11600,10900,10900,48307,35792.0,3283714.0
2011-05-19,11000,11050,9810,10500,38919,34479.0,3283714.0
2011-05-20,10400,10500,9850,9850,25347,32345.0,3283714.0
2011-05-23,9840,9930,9140,9150,32543,30046.0,3283714.0
2011-05-24,8930,9300,8920,9020,19563,29619.0,3283714.0
2011-05-25,8990,9280,8450,8660,40607,28437.0,3283714.0
2011-05-26,8780,9220,8680,9220,26500,30276.0,3283714.0
2011-05-27,9250,9850,9200,9750,24045,32016.0,3283714.0
2011-05-30,9700,10150,9650,9960,15313,32706.0,3283714.0
2011-05-31,10000,10000,9700,9810,4422,32213.0,3283714.0
2011-06-01,9940,9950,9560,9910,10259,32542.0,3283714.0
2011-06-02,9860,9990,9590,9990,12607,32804.0,3283714.0
2011-06-03,9770,10200,9500,9740,5277,31983.0,3283714.0
2011-06-07,9830,9830,9320,9680,5320,31786.0,3283714.0
2011-06-08,9480,9970,9430,9740,3774,31983.0,3283714.0
2011-06-09,9710,10100,9640,9800,17672,32180.0,3283714.0
2011-06-10,9980,9980,9460,9680,12065,31786.0,3283714.0
2011-06-13,9410,9600,9110,9360,12121,30736.0,3283714.0
2011-06-14,9130,9530,9130,9480,11128,31130.0,3283714.0
2011-06-15,9400,9760,9400,9690,5420,31819.0,3283714.0
2011-06-16,9700,9700,9360,9690,7620,31819.0,3283714.0
2011-06-17,9700,9780,9460,9660,3493,31721.0,3283714.0
2011-06-20,9460,9710,9420,9690,8434,31819.0,3283714.0
2011-06-21,9700,9740,9510,9550,14906,31359.0,3283714.0
2011-06-22,9550,9700,9410,9490,23860,31162.0,3283714.0
2011-06-23,9490,9560,9420,9510,11196,31228.0,3283714.0
2011-06-24,9490,9600,9390,9430,16525,30965.0,3283714.0
2011-06-27,9430,9510,9370,9440,30677,30998.0,3283714.0
2011-06-28,9420,9500,9300,9420,14036,30933.0,3283714.0
2011-06-29,9440,9460,9130,9200,18657,30210.0,3283714.0
2011-06-30,9340,9340,9000,9200,13431,30210.0,3283714.0
2011-07-01,9300,9320,9180,9300,8161,30539.0,3283714.0
2011-07-04,9390,9650,9300,9540,18491,31327.0,3283714.0
2011-07-05,9550,9650,9550,9590,6962,31491.0,3283714.0
2011-07-06,9660,9790,9560,9610,9962,31556.0,3283714.0
2011-07-07,9650,9750,9530,9620,25446,31589.0,3283714.0
2011-07-08,9760,9760,9600,9700,7706,31852.0,3283714.0
2011-07-11,9740,9740,9590,9640,9439,31655.0,3283714.0
2011-07-12,9510,9630,9420,9530,10058,31294.0,3283714.0
2011-07-13,9600,9680,9480,9570,5903,31425.0,3283714.0
2011-07-14,9600,9600,9420,9570,9122,31425.0,3283714.0
2011-07-15,9620,9620,9430,9550,9135,31359.0,3283714.0
2011-07-18,9550,9780,9500,9760,15664,32049.0,3283714.0
2011-07-19,9800,11200,9800,11200,227728,36778.0,3283714.0
2011-07-20,11300,11350,10700,10750,90303,35300.0,3283714.0
2011-07-21,10800,10800,10300,10600,68492,34807.0,3283714.0
2011-07-22,10750,10750,10200,10300,61667,33822.0,3283714.0
2011-07-25,10400,10500,10100,10150,57521,33330.0,3283714.0
2011-07-26,10200,11000,10200,10850,74965,35628.0,3283714.0
2011-07-27,10750,10850,10400,10700,30249,35136.0,3283714.0
2011-07-28,10600,11100,10600,10850,29682,35628.0,3283714.0
2011-07-29,10850,10900,10300,10450,37243,34315.0,3283714.0
2011-08-01,10450,10600,10350,10600,22313,34807.0,3283714.0
2011-08-02,10500,10600,10250,10450,13960,34315.0,3283714.0
2011-08-03,10450,10450,9900,9920,26259,32574.0,3283714.0
2011-08-04,10000,10050,9700,9890,18178,32476.0,3283714.0
2011-08-05,9000,9580,8650,8720,20248,28634.0,3283714.0
2011-08-08,8710,8710,7770,8000,40838,26270.0,3283714.0
2011-08-09,7430,7800,6800,7260,29165,23840.0,3283714.0
2011-08-10,7500,7740,7400,7640,10861,25088.0,3283714.0
2011-08-11,7000,7890,6810,7760,12054,25482.0,3283714.0
2011-08-12,7820,8120,7610,7760,16049,25482.0,3283714.0
2011-08-16,7950,8340,7800,8090,25423,26565.0,3283714.0
2011-08-17,8090,8100,7850,8090,16296,26565.0,3283714.0
2011-08-18,8150,8370,7850,8130,46302,26697.0,3283714.0
2011-08-19,7980,7980,7150,7350,27081,24135.0,3283714.0
2011-08-22,7500,7500,6860,6920,20116,22723.0,3283714.0
2011-08-23,6960,7500,6960,7090,13944,23282.0,3283714.0
2011-08-24,7200,7380,6970,7120,17613,23380.0,3283714.0
2011-08-25,7140,7260,6850,7050,34608,23150.0,3283714.0
2011-08-26,6950,7050,6870,7000,6954,22986.0,3283714.0
2011-08-29,7020,7200,7020,7040,9300,23117.0,3283714.0
2011-08-30,7130,7360,7100,7270,21368,23873.0,3283714.0
2011-08-31,7430,7430,7200,7280,7117,23905.0,3283714.0
2011-09-01,7310,7700,7300,7510,24926,24661.0,3283714.0
2011-09-02,7510,7700,7450,7540,8786,24759.0,3283714.0
2011-09-05,7530,7530,7020,7280,17486,23905.0,3283714.0
2011-09-06,7250,7250,6340,6550,51270,21508.0,3283714.0
2011-09-07,6600,7530,6600,6900,198579,22658.0,3283714.0
2011-09-08,6900,7050,6440,6530,61247,21443.0,3283714.0
2011-09-09,6530,6650,6490,6590,13135,21640.0,3283714.0
2011-09-14,6590,6740,6210,6250,19014,20523.0,3283714.0
2011-09-15,6350,6500,6080,6240,24827,20490.0,3283714.0
2011-09-16,6300,6350,6140,6240,10902,20490.0,3283714.0
2011-09-19,6390,6660,6250,6460,18360,21213.0,3283714.0
2011-09-20,6410,6550,6310,6550,7077,21508.0,3283714.0
2011-09-21,6550,6590,6410,6550,10239,21508.0,3283714.0
2011-09-22,6350,6510,6280,6490,8275,21311.0,3283714.0
2011-09-23,6380,6380,5880,5900,15708,19374.0,3283714.0
2011-09-26,5810,6190,5020,5020,67748,16484.0,3283714.0
2011-09-27,5030,5400,5030,5370,13248,17634.0,3283714.0
2011-09-28,5370,5600,5270,5490,11935,18028.0,3283714.0
2011-09-29,5360,5500,5230,5410,6744,17765.0,3283714.0
2011-09-30,5410,5980,5410,5660,10442,18586.0,3283714.0
2011-10-04,5570,5860,5300,5680,11666,18651.0,3283714.0
2011-10-05,5680,5780,5420,5700,22486,18717.0,3283714.0
2011-10-06,5900,6130,5760,5990,31300,19669.0,3283714.0
2011-10-07,6150,6880,6150,6750,51193,22165.0,3283714.0
2011-10-10,6760,7760,6710,7600,145812,24956.0,3283714.0
2011-10-11,7900,7900,7310,7330,70638,24070.0,3283714.0
2011-10-12,7700,7700,7160,7300,29001,23971.0,3283714.0
2011-10-13,7400,7750,7250,7560,35085,24825.0,3283714.0
2011-10-14,7600,7680,7300,7520,20275,24694.0,3283714.0
2011-10-17,7780,7900,7300,7300,27263,23971.0,3283714.0
2011-10-18,7120,7240,6910,6930,29408,22756.0,3283714.0
2011-10-19,7120,7120,6930,7030,6392,23085.0,3283714.0
2011-10-20,7030,7060,6810,7000,19515,22986.0,3283714.0
2011-10-21,7010,7300,6980,7250,20784,23807.0,3283714.0
2011-10-24,7420,7420,7180,7230,23154,23741.0,3283714.0
2011-10-25,7280,7380,7100,7290,12119,23938.0,3283714.0
2011-10-26,7390,7390,7050,7160,15917,23511.0,3283714.0
2011-10-27,7210,7280,7060,7200,12484,23643.0,3283714.0
2011-10-28,7300,7300,7000,7100,16895,23314.0,3283714.0
2011-10-31,7130,7270,7090,7140,14954,23446.0,3283714.0
2011-11-01,7110,7650,7050,7580,35198,24891.0,3283714.0
2011-11-02,7490,7490,7200,7430,19954,24398.0,3283714.0
2011-11-03,7430,7520,7250,7290,15221,23938.0,3283714.0
2011-11-04,7350,7540,7320,7400,21968,24299.0,3283714.0
2011-11-07,7450,7480,7260,7470,16726,24529.0,3283714.0
2011-11-08,7550,7550,7310,7430,21416,24398.0,3283714.0
2011-11-09,7470,7520,7350,7360,8244,24168.0,3283714.0
2011-11-10,7200,7200,6740,6900,21669,22658.0,3283714.0
2011-11-11,7050,7050,6860,7040,10927,23117.0,3283714.0
2011-11-14,7090,7100,6950,6970,13723,22887.0,3283714.0
2011-11-15,7020,7030,6900,6930,6851,22756.0,3283714.0
2011-11-16,6930,7040,6620,6620,8805,21738.0,3283714.0
2011-11-17,6760,6760,6600,6600,4013,21673.0,3283714.0
2011-11-18,6600,6710,6440,6690,5406,21968.0,3283714.0
2011-11-21,6700,6750,6520,6600,4167,21673.0,3283714.0
2011-11-22,6580,6720,6460,6600,5618,21673.0,3283714.0
2011-11-23,6600,6710,6140,6200,19334,20359.0,3283714.0
2011-11-24,6200,6230,6000,6000,14069,19702.0,3283714.0
2011-11-25,5790,6250,5790,5980,9438,19637.0,3283714.0
2011-11-28,5980,6010,5910,6000,5510,19702.0,3283714.0
2011-11-29,6000,6540,6000,6280,15793,20622.0,3283714.0
2011-11-30,6290,6400,6020,6170,5522,20261.0,3283714.0
2011-12-01,6220,6370,6170,6290,7888,20655.0,3283714.0
2011-12-02,6390,6390,6180,6290,4174,20655.0,3283714.0
2011-12-05,6320,6460,6160,6390,7518,20983.0,3283714.0
2011-12-06,6400,6500,6210,6210,8788,20392.0,3283714.0
2011-12-07,6230,6460,6230,6430,3562,21114.0,3283714.0
2011-12-08,6430,6570,6360,6570,3068,21574.0,3283714.0
2011-12-09,6570,6600,6060,6580,1520,21607.0,3283714.0
2011-12-12,6580,6890,6390,6830,12445,22428.0,3283714.0
2011-12-13,7000,7190,6620,6890,9311,22625.0,3283714.0
2011-12-14,6890,6970,6760,6900,2448,22658.0,3283714.0
2011-12-15,6800,6900,6570,6900,7078,22658.0,3283714.0
2011-12-16,6940,6940,6700,6930,3828,22756.0,3283714.0
2011-12-19,6940,6940,6300,6790,7860,22296.0,3283714.0
2011-12-20,6780,7000,6590,6790,4552,22296.0,3283714.0
2011-12-21,6900,7160,6600,7020,39522,23052.0,3283714.0
2011-12-22,7200,7270,7000,7100,17315,23314.0,3283714.0
2011-12-23,7120,7200,6920,7000,10094,22986.0,3283714.0
2011-12-26,7000,7150,6750,6900,10507,22658.0,3283714.0
2011-12-27,7190,7190,6600,6600,7053,21673.0,3283714.0
2011-12-28,6720,6720,6380,6430,11010,21114.0,3283714.0
2011-12-29,6430,6640,6310,6640,6135,21804.0,3283714.0
2012-01-02,6600,6690,6520,6690,29030,21968.0,3283714.0
2012-01-03,6690,6870,6600,6780,15904,22264.0,3283714.0
2012-01-04,6780,7790,6780,7790,113558,25580.0,3283714.0
2012-01-05,8070,8950,8050,8950,193402,29389.0,3283714.0
2012-01-06,9500,10250,8950,9250,852714,30374.0,3283714.0
2012-01-09,9110,10600,8490,10600,439402,34807.0,3283714.0
2012-01-10,10600,11700,10300,10700,704955,35136.0,3283714.0
2012-01-11,10700,10850,9850,10200,218988,33494.0,3283714.0
2012-01-12,10450,10500,9190,9300,134483,30539.0,3283714.0
2012-01-13,9900,10650,9900,10650,466967,34972.0,3283714.0
2012-01-16,10900,11650,10300,10300,773776,33822.0,3283714.0
2012-01-17,10900,11800,10850,11800,194659,38748.0,3283714.0
2012-01-18,12400,12450,10100,10600,789486,34807.0,3283714.0
2012-01-19,10750,12150,10500,12150,753797,39897.0,3283714.0
2012-01-20,11850,13300,11450,12500,1092693,41046.0,3283714.0
2012-01-25,12500,14350,12150,13950,1111991,45808.0,3283714.0
2012-01-26,14050,15000,13550,14100,992284,46300.0,3283714.0
2012-01-27,14400,14500,13600,13750,513501,45151.0,3283714.0
2012-01-30,13250,13550,12550,13250,394752,43509.0,3283714.0
