바이오리더스(142760),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-05-04,19500,19650,18500,18600,570570,296304.0,15930310.0
2018-05-08,18700,19150,16750,16750,574106,266833.0,15930310.0
2018-05-09,17100,20900,16200,18600,2374507,296304.0,15930310.0
2018-05-10,18250,18300,17500,17900,469358,285153.0,15930310.0
2018-05-11,18050,18750,17700,18000,374741,286746.0,15930310.0
2018-05-14,18000,18300,16800,17550,556980,279577.0,15930310.0
2018-05-15,17800,18100,17100,17300,329622,275594.0,15930310.0
2018-05-16,17450,18150,17200,17350,531559,276391.0,15930310.0
2018-05-17,17600,17850,16850,16950,342863,270019.0,15930310.0
2018-05-18,17100,17550,16850,17200,273062,274001.0,15930310.0
2018-05-21,17350,18350,17100,17700,352138,281966.0,15930310.0
2018-05-23,17900,18000,17000,17050,343549,271612.0,15930310.0
2018-05-24,17200,17350,16900,17250,234467,274798.0,15930310.0
2018-05-25,17000,18100,16950,17750,471518,282763.0,15930310.0
2018-05-28,17100,17400,16650,17200,505358,274001.0,15930310.0
2018-05-29,17400,17400,16850,16850,302869,268426.0,15930310.0
2018-05-30,16950,17000,15900,16300,490637,259664.0,15930310.0
2018-05-31,16450,16450,15800,16350,282277,260461.0,15930310.0
2018-06-01,16550,18100,16250,17800,671451,283560.0,15930310.0
2018-06-04,17950,18750,17500,17800,570001,283560.0,15930310.0
2018-06-05,18150,18950,17700,18700,682854,297897.0,15930310.0
2018-06-07,18850,19150,18250,18500,393251,294711.0,15930310.0
2018-06-08,18250,18300,17250,17800,396577,283560.0,15930310.0
2018-06-11,17950,18100,17050,17100,187916,272408.0,15930310.0
2018-06-12,17050,17600,16600,16800,294973,267629.0,15930310.0
2018-06-14,16650,17200,16300,16800,176090,267629.0,15930310.0
2018-06-15,17000,17600,16900,16900,178488,269222.0,15930310.0
2018-06-18,16900,17250,15650,16250,253436,258868.0,15930310.0
2018-06-19,16000,16350,14950,15150,276056,241344.0,15930310.0
2018-06-20,15100,16150,14900,15350,259976,244530.0,15930310.0
2018-06-21,15350,15550,14850,14850,178047,236565.0,15930310.0
2018-06-22,14700,15400,14000,15400,263666,245327.0,15930310.0
2018-06-25,16000,16250,15550,15750,261555,250902.0,15930310.0
2018-06-26,15350,15400,14950,15350,186895,244530.0,15930310.0
2018-06-27,15350,15650,14950,15000,174155,238955.0,15930310.0
2018-06-28,14750,14950,14050,14200,223888,226210.0,15930310.0
2018-06-29,14150,14700,13400,13950,248431,222228.0,15930310.0
2018-07-02,13950,14150,12900,13000,223709,207094.0,15930310.0
2018-07-03,13400,13450,12100,12900,290094,205501.0,15930310.0
2018-07-04,12700,15450,12550,14250,690138,227007.0,15930310.0
2018-07-05,14100,14250,13200,13450,232104,214263.0,15930310.0
2018-07-06,13450,15550,12900,14000,678632,223024.0,15930310.0
2018-07-09,14050,15100,14000,14250,294186,227007.0,15930310.0
2018-07-10,14450,14650,14150,14500,116610,230989.0,15930310.0
2018-07-11,14350,14450,13900,13900,121964,221431.0,15930310.0
2018-07-12,14000,14200,13500,14100,118061,224617.0,15930310.0
2018-07-13,13900,14500,13800,14350,112903,228600.0,15930310.0
2018-07-16,14450,14600,14250,14350,85218,228600.0,15930310.0
2018-07-17,14300,14650,14250,14300,93302,227803.0,15930310.0
2018-07-18,14400,14500,13500,13600,237683,216652.0,15930310.0
2018-07-19,13600,13850,13000,13150,151510,209484.0,15930310.0
2018-07-20,13150,13400,12850,13050,120560,208282.0,15960310.0
2018-07-23,12950,13150,11800,11800,214966,188332.0,15960310.0
2018-07-24,11700,12350,11500,11900,146884,189928.0,15960310.0
2018-07-25,12000,12100,10850,11000,368960,175563.0,15960310.0
2018-07-26,11200,11450,10700,11300,217524,180352.0,15960310.0
2018-07-27,11150,11800,11150,11750,123369,187534.0,15960310.0
2018-07-30,11550,12500,11450,12100,163072,193120.0,15960310.0
2018-07-31,12000,12300,11750,12300,95648,196312.0,15960310.0
2018-08-01,12300,12900,12200,12750,170935,203494.0,15960310.0
2018-08-02,12650,12800,12100,12300,98561,196312.0,15960310.0
2018-08-03,12400,13000,12300,12750,132561,203494.0,15960310.0
2018-08-06,12950,14350,12900,13200,572088,210676.0,15960310.0
2018-08-07,13200,13700,12950,13500,151712,215464.0,15960310.0
2018-08-08,13650,13750,13050,13050,127093,208282.0,15960310.0
2018-08-09,13150,13800,12900,13650,235104,217858.0,15960310.0
2018-08-10,13800,14850,13750,14150,495817,225838.0,15960310.0
2018-08-13,13900,14150,13200,13200,182865,210676.0,15960310.0
2018-08-14,13350,13600,13050,13400,109935,213868.0,15960310.0
2018-08-16,12950,13450,12800,13450,77824,214666.0,15960310.0
2018-08-17,14000,14250,13800,13900,219028,221848.0,15960310.0
2018-08-20,14250,14600,13900,14050,300902,224242.0,15960310.0
2018-08-21,14150,14500,14050,14500,220281,231424.0,15960310.0
2018-08-22,14450,14500,14250,14450,113958,230626.0,15960310.0
2018-08-23,14500,14650,13800,14400,233576,229828.0,15960310.0
2018-08-24,14500,15000,14250,14750,278298,235415.0,15960310.0
2018-08-27,14800,15150,14600,15050,200095,240203.0,15960310.0
2018-08-28,15350,15450,15050,15150,173431,241799.0,15960310.0
2018-08-29,15200,15250,14900,15000,109059,239405.0,15960310.0
2018-08-30,15100,15250,14700,15200,138928,242597.0,15960310.0
2018-08-31,15300,16000,15200,15800,375065,252173.0,15960310.0
2018-09-03,15800,16050,15450,15750,226486,251375.0,15960310.0
2018-09-04,15700,15850,15550,15850,119113,252971.0,15960310.0
2018-09-05,15900,15900,15300,15300,161732,244193.0,15960310.0
2018-09-06,15150,15600,14750,15550,197952,248183.0,15960310.0
2018-09-07,15550,15550,14850,14950,145516,238607.0,15960310.0
2018-09-10,14950,15100,14150,14200,210548,226636.0,15960310.0
2018-09-11,14100,14650,14050,14350,123060,229030.0,15960310.0
2018-09-12,14350,15300,14100,15300,330916,244193.0,15960310.0
2018-09-13,15350,15550,14900,15000,158367,239405.0,15960310.0
2018-09-14,15150,15350,14700,15100,161711,241001.0,15960310.0
2018-09-17,15000,15500,14800,15000,174796,239405.0,15960310.0
2018-09-18,14700,15350,14500,15350,222179,244991.0,15960310.0
2018-09-19,15800,16000,15350,15550,387492,248183.0,15960310.0
2018-09-20,15700,16250,15300,15300,588251,244193.0,15960310.0
2018-09-21,15500,15750,15250,15450,174347,246587.0,15960310.0
2018-09-27,15250,15800,15050,15700,230525,250577.0,15960310.0
2018-09-28,15850,17100,15600,16300,721712,260153.0,15960310.0
2018-10-01,16500,17300,15900,16250,515267,259355.0,15960310.0
2018-10-02,16250,16800,15100,15250,326792,243395.0,15960310.0
2018-10-04,15250,15500,14500,14850,209319,237011.0,15960310.0
2018-10-05,14600,15000,13950,14200,244528,226636.0,15960310.0
2018-10-08,13900,14300,13500,13500,152073,215464.0,15960310.0
2018-10-10,13400,13600,12700,12800,202312,204292.0,15960310.0
2018-10-11,12100,12550,11850,12050,235874,192322.0,15960310.0
2018-10-12,11800,13100,11800,12900,293350,205888.0,15960310.0
2018-10-15,12900,13150,12200,12350,131748,197110.0,15960310.0
2018-10-16,12350,12800,12300,12550,108006,200302.0,15960310.0
2018-10-17,12950,13150,12300,12550,133765,200302.0,15960310.0
2018-10-18,12450,12750,12200,12450,71531,198706.0,15960310.0
2018-10-19,12250,12700,12150,12600,74629,201100.0,15960310.0
2018-10-22,12600,12750,12350,12550,71595,200302.0,15960310.0
2018-10-23,12500,12650,11850,11900,104741,189928.0,15960310.0
2018-10-24,12100,12250,10900,11250,122228,179553.0,15960310.0
2018-10-25,10750,11050,10350,10900,194477,173967.0,15960310.0
2018-10-26,11050,11100,10250,10400,146933,165987.0,15960310.0
2018-10-29,10150,10650,9900,9910,174038,158167.0,15960310.0
2018-10-30,9610,10350,9560,10350,182478,165189.0,15960310.0
2018-10-31,10550,10550,10050,10350,86520,165189.0,15960310.0
2018-11-01,10450,11100,10400,10450,144349,166785.0,15960310.0
2018-11-02,11000,11500,10950,11350,194391,181150.0,15960310.0
2018-11-05,11350,11950,11050,11750,121800,187534.0,15960310.0
2018-11-06,12000,12450,11800,12050,166601,192322.0,15960310.0
2018-11-07,12100,12350,11800,11900,133630,189928.0,15960310.0
2018-11-08,12050,12200,11850,11850,78315,189130.0,15960310.0
2018-11-09,12000,12000,11050,11500,109257,183544.0,15960310.0
2018-11-12,11200,11450,10550,10550,136140,168381.0,15960310.0
2018-11-13,10150,11150,10000,11100,171237,177159.0,15960310.0
2018-11-14,10950,11400,10900,11150,80159,177957.0,15960310.0
2018-11-15,10900,11400,10800,11300,120183,180352.0,15960310.0
2018-11-16,11350,11950,11250,11950,119695,190726.0,15960310.0
2018-11-19,11950,12400,11900,12200,107161,194716.0,15960310.0
2018-11-20,11900,12450,11700,12400,112200,197908.0,15960310.0
2018-11-21,12150,12600,11900,12450,85455,198706.0,15960310.0
2018-11-22,12500,13150,12300,12700,203438,202696.0,15960310.0
2018-11-23,12850,12950,12250,12350,110686,197110.0,15960310.0
2018-11-26,12400,12700,12150,12700,78286,202696.0,15960310.0
2018-11-27,12850,13000,12600,12750,84841,203494.0,15960310.0
2018-11-28,12950,13300,12600,12750,222490,203494.0,15960310.0
2018-11-29,13000,13150,12200,12350,114806,197110.0,15960310.0
2018-11-30,12200,12500,12050,12250,65980,195514.0,15960310.0
2018-12-03,12350,12700,12200,12450,89371,198706.0,15960310.0
2018-12-04,12400,12550,12200,12300,70316,196312.0,15960310.0
2018-12-05,12000,12150,11650,11700,152649,186736.0,15960310.0
2018-12-06,11700,11700,11000,11150,129772,177957.0,15960310.0
2018-12-07,11350,11500,11150,11400,54883,181948.0,15960310.0
2018-12-10,11100,11350,10950,11100,49680,177159.0,15960310.0
2018-12-11,11400,11400,10850,10900,64086,173967.0,15960310.0
2018-12-12,10750,11150,10750,11000,67576,175563.0,15960310.0
2018-12-13,11000,11300,10750,11000,66378,175563.0,15960310.0
2018-12-14,11000,11200,10300,10450,167546,166785.0,15960310.0
2018-12-17,10250,10350,9950,10050,145416,160401.0,15960310.0
2018-12-18,9730,10250,9730,10000,101466,159603.0,15960310.0
2018-12-19,9940,10550,9940,10400,113060,165987.0,15960310.0
2018-12-20,10300,10650,10100,10200,67108,162795.0,15960310.0
2018-12-21,10150,10450,10100,10300,62990,164391.0,15960310.0
2018-12-24,10400,10500,9980,10100,109128,161199.0,15960310.0
2018-12-26,9900,11650,9810,11600,719711,185140.0,15960310.0
2018-12-27,11750,12150,11250,11750,406817,187534.0,15960310.0
2018-12-28,11950,12450,11800,12350,146640,197110.0,15960310.0
2019-01-02,12600,13200,12150,12350,211976,197110.0,15960310.0
2019-01-03,12400,12700,11700,11850,150806,189130.0,15960310.0
2019-01-04,11650,12450,11300,12350,156165,197110.0,15960310.0
2019-01-07,12650,12700,12050,12200,110733,194716.0,15960310.0
2019-01-08,12350,12350,11700,11850,104933,189130.0,15960310.0
2019-01-09,11850,12050,11550,12000,181724,191524.0,15960310.0
2019-01-10,12200,12350,11600,12050,138627,192322.0,15960310.0
2019-01-11,12150,12300,11800,12000,87985,191524.0,15960310.0
2019-01-14,11850,12050,11750,11900,72279,189928.0,15960310.0
2019-01-15,12000,12000,11700,11900,89741,189928.0,15960310.0
2019-01-16,11800,11900,11400,11450,121442,182746.0,15960310.0
2019-01-17,11250,12050,11250,11950,233437,190726.0,15960310.0
2019-01-18,12050,12200,11750,11950,158822,190726.0,15960310.0
2019-01-21,11950,12450,11850,12200,129676,194716.0,15960310.0
2019-01-22,12800,13900,12550,13650,1016780,217858.0,15960310.0
2019-01-23,13550,13550,13000,13100,324651,209080.0,15960310.0
2019-01-24,13050,13300,12700,12900,210246,205888.0,15960310.0
2019-01-25,12900,13250,12750,13000,149590,207484.0,15960310.0
2019-01-28,13150,13450,12800,13150,220138,209878.0,15960310.0
2019-01-29,13150,14700,12850,13550,1522758,216262.0,15960310.0
2019-01-30,13500,13550,13000,13050,246181,208282.0,15960310.0
2019-01-31,12750,13200,12700,12950,238634,206686.0,15960310.0
2019-02-01,12800,13000,12500,12800,198301,204292.0,15960310.0
2019-02-07,12850,13000,12300,12800,174184,204292.0,15960310.0
2019-02-08,12700,13400,12700,13350,221810,213070.0,15960310.0
2019-02-11,13350,13900,13300,13550,323705,216262.0,15960310.0
2019-02-12,13450,13500,13150,13300,123663,212272.0,15960310.0
2019-02-13,13400,13700,13350,13450,222231,214666.0,15960310.0
2019-02-14,13450,13700,13250,13600,158939,217060.0,15960310.0
2019-02-15,13650,13650,13200,13450,119611,214666.0,15960310.0
2019-02-18,13400,13650,13200,13450,123656,214666.0,15960310.0
2019-02-19,13850,14150,13650,14000,537628,223444.0,15960310.0
2019-02-20,13900,14000,13700,13700,154314,218656.0,15960310.0
2019-02-21,13750,13800,13300,13600,146175,217060.0,15960310.0
2019-02-22,13550,13700,13100,13200,151653,210676.0,15960310.0
2019-02-25,13300,13600,13100,13250,108608,211474.0,15960310.0
2019-02-26,13400,13400,12700,12850,429034,205090.0,15960310.0
2019-02-27,12950,13250,12650,13250,285989,211474.0,15960310.0
2019-02-28,13300,13600,12700,12700,249924,202696.0,15960310.0
2019-03-04,13050,14050,12950,13850,448002,221050.0,15960310.0
2019-03-05,14950,17150,14700,15300,4117419,244193.0,15960310.0
2019-03-06,15550,16150,15100,16150,822990,257759.0,15960310.0
2019-03-07,15950,16000,14900,15300,554905,244193.0,15960310.0
2019-03-08,14900,15200,14500,15050,423024,240203.0,15960310.0
2019-03-11,14900,15150,14500,15150,246480,241799.0,15960310.0
2019-03-12,15250,15350,14800,15100,289649,241001.0,15960310.0
2019-03-13,15100,15250,14600,14650,318334,233819.0,15960310.0
2019-03-14,14650,15600,14550,15300,506723,244193.0,15960310.0
2019-03-15,15450,15600,15050,15150,401978,241799.0,15960310.0
2019-03-18,15300,15900,15300,15450,288183,246587.0,15960310.0
2019-03-19,15350,15400,14800,14950,249256,238607.0,15960310.0
2019-03-20,14900,15900,14600,15400,590440,245789.0,15960310.0
2019-03-21,15300,15400,14800,14950,253192,238607.0,15960310.0
2019-03-22,15050,15050,14600,14700,195330,234617.0,15960310.0
2019-03-25,14600,14650,13500,13500,290555,215464.0,15960310.0
2019-03-26,13700,14100,13500,13850,194153,221050.0,15960310.0
2019-03-27,13700,14050,13300,13550,188957,216262.0,15960310.0
2019-03-28,13650,13750,13100,13200,132784,210676.0,15960310.0
2019-03-29,13200,13500,12350,13150,227440,209878.0,15960310.0
2019-04-01,13000,13450,12750,13350,167661,213070.0,15960310.0
2019-04-02,13300,13700,13050,13200,148910,210676.0,15960310.0
2019-04-03,13200,13550,13050,13150,168638,209878.0,15960310.0
2019-04-04,13250,14250,13050,13700,488601,218656.0,15960310.0
2019-04-05,13700,13800,13200,13200,171060,210676.0,15960310.0
2019-04-08,13100,13250,12800,12800,153109,204292.0,15960310.0
2019-04-09,12900,12950,12150,12300,353654,196312.0,15960310.0
2019-04-10,12300,12550,12050,12400,145774,197908.0,15960310.0
2019-04-11,12350,12350,11900,12150,404120,214848.0,17682985.0
2019-04-12,12100,12400,11500,11750,479108,207775.0,17682985.0
2019-04-15,11850,11900,10400,11450,973802,202470.0,17682985.0
2019-04-16,11400,11850,11100,11850,275681,209543.0,17682985.0
2019-04-17,11850,12350,11450,11800,644207,208659.0,17682985.0
2019-04-18,11700,11850,11350,11350,260246,200702.0,17682985.0
2019-04-19,11350,11650,11350,11550,115859,204238.0,17682985.0
2019-04-22,11600,12100,11400,12000,278764,212196.0,17682985.0
2019-04-23,12200,12350,11850,12300,243651,217501.0,17682985.0
2019-04-24,12200,12300,11900,12050,143712,213080.0,17682985.0
2019-04-25,12000,12100,11450,11950,110516,211312.0,17682985.0
2019-04-26,11900,12250,11600,12000,195355,212196.0,17682985.0
2019-04-29,12250,12400,11950,12000,137777,212196.0,17682985.0
2019-04-30,12100,12300,11900,12200,177021,215732.0,17682985.0
2019-05-02,12200,12600,12100,12350,211863,218385.0,17682985.0
2019-05-03,12500,12700,12200,12350,160570,218385.0,17682985.0
2019-05-07,12200,12450,12000,12300,137766,217501.0,17682985.0
2019-05-08,12100,12850,12000,12350,246490,218385.0,17682985.0
2019-05-09,12350,12350,11600,11700,221322,206891.0,17682985.0
2019-05-10,11700,12300,11550,11850,212765,209543.0,17682985.0
2019-05-13,11900,12000,11500,11500,103795,203354.0,17682985.0
2019-05-14,11100,11600,11100,11300,169650,199818.0,17682985.0
2019-05-15,11400,11550,11250,11350,110974,200702.0,17682985.0
2019-05-16,11350,11450,10900,10900,104796,192745.0,17682985.0
2019-05-17,11050,11200,10800,10850,83381,191860.0,17682985.0
2019-05-20,10850,11000,10300,10450,122898,184787.0,17682985.0
2019-05-21,10450,10800,10250,10500,97946,185671.0,17682985.0
2019-05-22,10600,11000,10500,10900,105930,192745.0,17682985.0
2019-05-23,11850,11850,10900,10950,270302,193629.0,17682985.0
2019-05-24,10850,11100,10550,10550,90223,186555.0,17682985.0
2019-05-27,10600,10750,10250,10500,82989,185671.0,17682985.0
2019-05-28,10650,10850,10450,10800,104683,190976.0,17682985.0
2019-05-29,10700,11750,10200,10900,591672,192745.0,17682985.0
2019-05-30,10900,10950,10450,10850,152482,191860.0,17682985.0
2019-05-31,10800,11300,10650,11200,142876,198049.0,17682985.0
2019-06-03,11050,11300,10900,10950,100649,193629.0,17682985.0
2019-06-04,10950,11350,10900,11100,159731,196281.0,17682985.0
2019-06-05,12200,12750,11250,11300,1485505,199818.0,17682985.0
2019-06-07,11500,11500,10800,11000,254727,194513.0,17682985.0
2019-06-10,11100,11250,10850,11000,201421,194513.0,17682985.0
2019-06-11,11050,11250,10900,11050,144731,195397.0,17682985.0
2019-06-12,11050,11150,10800,10950,116615,193629.0,17682985.0
2019-06-13,10950,11950,10900,11250,561326,198934.0,17682985.0
2019-06-14,11300,11350,10950,11100,174904,196281.0,17682985.0
2019-06-17,11100,11550,10900,11100,284622,196281.0,17682985.0
2019-06-18,11000,11150,10700,10800,155419,190976.0,17682985.0
2019-06-19,10850,11000,10650,10800,132924,190976.0,17682985.0
2019-06-20,10900,11100,10700,10850,110996,191860.0,17682985.0
2019-06-21,10850,11250,10650,10900,307843,192745.0,17682985.0
2019-06-24,11000,11100,10850,10850,109641,191860.0,17682985.0
2019-06-25,10900,10950,10550,10600,118301,187440.0,17682985.0
2019-06-26,10450,10650,10350,10400,137505,183903.0,17682985.0
2019-06-27,10450,10700,9970,10100,225955,178598.0,17682985.0
2019-06-28,10050,10150,9900,9990,187436,176653.0,17682985.0
2019-07-01,9950,10300,9950,10100,96729,178598.0,17682985.0
2019-07-02,10000,10200,9990,10050,79423,177714.0,17682985.0
2019-07-03,10050,10200,9930,9970,107134,176299.0,17682985.0
2019-07-04,9940,10000,8710,9240,872734,163391.0,17682985.0
2019-07-05,8650,9290,8650,9250,152511,163568.0,17682985.0
2019-07-08,9260,9340,8620,8670,179339,153311.0,17682985.0
2019-07-09,8770,8800,8340,8340,191774,147476.0,17682985.0
2019-07-10,8340,8590,8300,8530,125397,150836.0,17682985.0
2019-07-11,8450,8600,8260,8580,117510,151720.0,17682985.0
2019-07-12,8590,8880,8470,8660,109011,153135.0,17682985.0
2019-07-15,8740,8740,8440,8470,60081,149775.0,17682985.0
2019-07-16,8450,8700,8450,8640,57162,152781.0,17682985.0
2019-07-17,8650,8710,8420,8480,69873,149952.0,17682985.0
2019-07-18,8560,8880,8430,8750,84713,154726.0,17682985.0
2019-07-19,8780,8980,8700,8980,63604,158793.0,17682985.0
2019-07-22,8900,9180,8800,9130,61238,161446.0,17682985.0
2019-07-23,9130,9230,8880,8890,88647,157202.0,17682985.0
2019-07-24,8850,8950,8560,8610,80778,152251.0,17682985.0
2019-07-25,8670,8770,8420,8770,75968,155080.0,17682985.0
2019-07-26,8550,8740,8410,8410,91953,148714.0,17682985.0
2019-07-29,8410,8590,7840,7840,114472,138635.0,17682985.0
2019-07-30,7840,8190,7610,8030,83287,141994.0,17682985.0
2019-07-31,8180,8270,7800,8210,66968,145177.0,17682985.0
2019-08-01,8210,8680,8130,8330,124226,147299.0,17682985.0
2019-08-02,8130,8480,7910,8240,114175,145708.0,17682985.0
2019-08-05,8070,8240,7050,7070,145132,125019.0,17682985.0
2019-08-06,6510,7190,5900,6830,254382,120775.0,17682985.0
2019-08-07,6850,7090,6720,6830,106051,120775.0,17682985.0
2019-08-08,6910,7040,6610,6930,185105,122543.0,17682985.0
2019-08-09,6930,7040,6730,6920,79379,122366.0,17682985.0
2019-08-12,6830,7220,6760,6950,106012,122897.0,17682985.0
2019-08-13,6950,7940,6950,7370,629530,130324.0,17682985.0
2019-08-14,7250,7550,7240,7370,103192,130324.0,17682985.0
2019-08-16,7240,7340,7030,7170,106204,126787.0,17682985.0
2019-08-19,7280,7280,7100,7120,57961,125903.0,17682985.0
2019-08-20,7160,7830,7120,7320,283697,129439.0,17682985.0
2019-08-21,7280,8000,7280,7800,509094,137927.0,17682985.0
2019-08-22,7750,7890,7300,7320,265217,129439.0,17682985.0
2019-08-23,7270,7500,7060,7200,140529,127317.0,17682985.0
2019-08-26,7020,7090,6850,6870,98189,121482.0,17682985.0
2019-08-27,6930,7060,6800,6850,79747,121128.0,17682985.0
2019-08-28,6810,7310,6750,7160,154822,126610.0,17682985.0
2019-08-29,7160,7380,6980,7030,103267,124311.0,17682985.0
2019-08-30,7060,7280,6980,7020,177545,124135.0,17682985.0
2019-09-02,7090,7400,7040,7190,191329,127141.0,17682985.0
2019-09-03,7240,7460,7170,7430,163245,131385.0,17682985.0
2019-09-04,7430,7470,7270,7370,78798,130324.0,17682985.0
2019-09-05,7370,7440,7300,7320,96203,129439.0,17682985.0
2019-09-06,7400,7400,7200,7240,53834,128025.0,17682985.0
2019-09-09,7180,7640,7180,7510,220590,132799.0,17682985.0
2019-09-10,7490,7530,7220,7300,163571,129086.0,17682985.0
2019-09-11,7260,7420,7250,7410,51071,131031.0,17682985.0
2019-09-16,7410,7560,7360,7540,81922,133330.0,17682985.0
2019-09-17,7910,8700,7810,8170,1120764,144470.0,17682985.0
2019-09-18,8160,8170,7890,7940,238616,140403.0,17682985.0
2019-09-19,7940,8900,7930,8150,639666,144116.0,17682985.0
2019-09-20,8040,8510,8040,8360,308518,147830.0,17682985.0
2019-09-23,8270,8300,8100,8130,143625,143763.0,17682985.0
2019-09-24,8000,8080,7210,7710,429741,136336.0,17682985.0
2019-09-25,7670,7680,7400,7440,169450,131561.0,17682985.0
2019-09-26,7520,7880,7450,7650,206910,135275.0,17682985.0
2019-09-27,7630,7770,7360,7480,80062,132269.0,17682985.0
2019-09-30,7590,7590,7150,7210,97579,127494.0,17682985.0
2019-10-01,7200,7500,7130,7490,112149,132446.0,17682985.0
2019-10-02,7480,7550,7290,7300,75151,129086.0,17682985.0
2019-10-04,7300,7300,7120,7220,98424,127671.0,17682985.0
2019-10-07,7240,7860,7180,7650,333742,135275.0,17682985.0
