바이오리더스(142760),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-05-15,7980,7980,7980,7980,1,57010.0,7144089.0
2015-05-18,7590,7590,6790,7560,302,54009.0,7144089.0
2015-05-19,8260,8260,8260,8260,100,59010.0,7144089.0
2015-05-20,7200,7200,7030,7030,400,50223.0,7144089.0
2015-05-21,7030,7390,7030,7340,8776,52438.0,7144089.0
2015-05-22,6500,7620,6500,7620,25714,54438.0,7144089.0
2015-05-26,8300,8300,6480,7790,34556,55652.0,7144089.0
2015-05-27,7790,7790,6630,6990,316,49937.0,7144089.0
2015-05-28,6990,7390,6990,7390,501,52795.0,7144089.0
2015-05-29,7000,7000,7000,7000,200,50009.0,7144089.0
2015-06-01,7300,7300,6300,7290,702,52080.0,7144089.0
2015-06-02,7000,7270,7000,7270,1840,51938.0,7144089.0
2015-06-03,7300,7820,7250,7300,23803,52152.0,7144089.0
2015-06-04,7300,7890,7000,7280,6752,52009.0,7144089.0
2015-06-05,7700,7700,7050,7470,2084,53366.0,7144089.0
2015-06-08,7000,7470,7000,7470,401,53366.0,7144089.0
2015-06-09,7600,7700,7530,7600,4545,54295.0,7144089.0
2015-06-10,7500,7750,7250,7750,2753,55367.0,7144089.0
2015-06-11,7510,7740,7250,7740,3081,55295.0,7144089.0
2015-06-12,7800,7850,7620,7850,2955,56081.0,7144089.0
2015-06-15,8250,8250,7500,7900,1555,56438.0,7144089.0
2015-06-16,7600,8200,7600,7960,6506,56867.0,7144089.0
2015-06-17,8290,8290,7600,8020,12581,57296.0,7144089.0
2015-06-18,7800,8020,7800,8000,4206,57153.0,7144089.0
2015-06-19,8000,8800,7900,8800,13921,62868.0,7144089.0
2015-06-22,8350,9500,8300,9000,26644,64297.0,7144089.0
2015-06-23,8500,8800,8500,8600,10451,61439.0,7144089.0
2015-06-24,8750,9000,8600,8880,25557,63440.0,7144089.0
2015-06-25,9000,9990,9000,9490,39954,67797.0,7144089.0
2015-06-26,9550,10100,9500,10000,35413,71441.0,7144089.0
2015-06-29,10200,10200,9500,9940,27383,71012.0,7144089.0
2015-06-30,9400,9800,9400,9800,3901,70012.0,7144089.0
2015-07-01,9200,9900,9100,9800,12399,70012.0,7144089.0
2015-07-02,9990,10200,9980,10000,22407,71441.0,7144089.0
2015-07-03,10450,11100,10000,10950,51624,78228.0,7144089.0
2015-07-06,10850,11000,10100,10800,45588,77156.0,7144089.0
2015-07-07,11450,12400,9220,10000,47919,71441.0,7144089.0
2015-07-08,11000,11000,9010,10500,40315,75013.0,7144089.0
2015-07-09,9500,10850,9350,10850,29699,77513.0,7144089.0
2015-07-10,11000,12450,11000,11800,85031,84300.0,7144089.0
2015-07-13,11950,11950,11500,11900,7804,85015.0,7144089.0
2015-07-14,13650,13650,11800,12400,40051,88587.0,7144089.0
2015-07-15,12400,12900,11700,12500,86219,89301.0,7144089.0
2015-07-16,12900,13450,12300,13450,43266,96088.0,7144089.0
2015-07-17,13500,14800,13050,14200,66398,150876.0,10625039.0
2015-07-20,14700,14700,13950,14600,13814,155126.0,10625039.0
2015-07-21,15000,16000,14400,16000,74487,170001.0,10625039.0
2015-07-22,16500,16650,15300,16400,40114,174251.0,10625039.0
2015-07-23,16700,18100,16000,17800,49001,189126.0,10625039.0
2015-07-24,18500,18500,17500,17850,15491,192207.0,10767897.0
2015-07-27,17800,17800,15200,16300,27944,175517.0,10767897.0
2015-07-28,15300,16600,14000,15800,18732,170133.0,10767897.0
2015-07-29,16850,16850,14800,15700,43629,169056.0,10767897.0
2015-07-30,15850,15850,13700,14750,12320,158826.0,10767897.0
2015-07-31,13250,14850,13250,14800,12092,163747.0,11063963.0
2015-08-03,15000,15300,14000,15300,7247,169279.0,11063963.0
2015-08-04,15000,15300,14700,15000,15321,165959.0,11063963.0
2015-08-05,15100,15100,14850,15050,12776,166513.0,11063963.0
2015-08-06,16500,16500,14100,14800,9791,163747.0,11063963.0
2015-08-07,14500,14800,14150,14800,17306,164551.0,11118310.0
2015-08-10,16500,16500,13550,14800,4471,164551.0,11118310.0
2015-08-11,15200,15300,13950,14800,14610,164551.0,11118310.0
2015-08-12,15400,15400,12600,13700,44901,152321.0,11118310.0
2015-08-13,14750,14750,12150,12600,28465,140091.0,11118310.0
2015-08-17,13500,13500,10750,12600,16803,140091.0,11118310.0
2015-08-18,11200,12700,11200,12000,8787,133420.0,11118310.0
2015-08-19,13400,13400,10500,11600,10901,128972.0,11118310.0
2015-08-20,12900,12900,10050,11600,1863,128972.0,11118310.0
2015-08-21,12000,12000,9900,10600,35599,117854.0,11118310.0
2015-08-24,10600,10600,10100,10350,6837,115075.0,11118310.0
2015-08-25,10250,11400,9650,11400,25283,126749.0,11118310.0
2015-08-26,11000,11400,10900,10900,2188,121190.0,11118310.0
2015-08-27,10000,12350,10000,11950,13829,132864.0,11118310.0
2015-08-28,12400,12400,11400,11700,1041,130084.0,11118310.0
2015-08-31,12000,12000,9950,10000,8210,111183.0,11118310.0
2015-09-01,10900,10900,9550,9710,4338,107959.0,11118310.0
2015-09-02,10450,10450,10000,10300,3192,114519.0,11118310.0
2015-09-03,11750,11750,11750,11750,1,130640.0,11118310.0
2015-09-04,11000,11000,10000,10000,4064,111183.0,11118310.0
2015-09-07,9800,10450,9000,10450,4110,116186.0,11118310.0
2015-09-08,10350,10350,8900,9860,7629,109627.0,11118310.0
2015-09-09,10000,10000,9500,9870,3113,109738.0,11118310.0
2015-09-10,11050,11050,9400,10600,2253,117854.0,11118310.0
2015-09-11,9460,10450,9410,10450,4101,116186.0,11118310.0
2015-09-14,9500,10100,9010,10100,2157,112295.0,11118310.0
2015-09-15,11400,11400,9500,10150,607,112851.0,11118310.0
2015-09-16,10350,10350,10000,10200,1830,113407.0,11118310.0
2015-09-17,10950,10950,9800,9890,5542,109960.0,11118310.0
2015-09-18,10150,10150,9800,10100,3387,112295.0,11118310.0
2015-09-21,9990,10900,9210,10500,12056,116742.0,11118310.0
2015-09-22,11850,11850,9700,10150,6030,112851.0,11118310.0
2015-09-23,10150,10400,9610,10150,2282,112851.0,11118310.0
2015-09-24,11250,11650,10250,11350,41311,126193.0,11118310.0
2015-09-25,12300,12300,11350,11650,19216,129528.0,11118310.0
2015-09-30,11400,11400,10050,11000,4189,122301.0,11118310.0
2015-10-01,11550,11550,10400,10500,10843,116742.0,11118310.0
2015-10-02,11200,11200,10250,10500,8100,116742.0,11118310.0
2015-10-05,10200,10800,10000,10500,7610,116742.0,11118310.0
2015-10-06,10900,10900,9000,10350,5285,115075.0,11118310.0
2015-10-07,10000,10850,10000,10300,2562,114519.0,11118310.0
2015-10-08,10800,10800,9700,10250,4204,113963.0,11118310.0
2015-10-12,10000,10450,9110,10400,4162,115630.0,11118310.0
2015-10-13,10450,10450,10350,10350,110,115075.0,11118310.0
2015-10-14,10350,10500,9800,10300,2974,114519.0,11118310.0
2015-10-15,9010,10500,9010,10150,446,112851.0,11118310.0
2015-10-16,10150,10150,9550,9990,1314,111072.0,11118310.0
2015-10-19,10300,10300,9900,9950,563,110627.0,11118310.0
2015-10-20,10050,10050,9500,9970,858,110850.0,11118310.0
2015-10-21,10000,10000,9600,9940,370,110516.0,11118310.0
2015-10-22,9930,9930,9500,9590,4629,106625.0,11118310.0
2015-10-23,9580,9580,9000,9450,6513,105068.0,11118310.0
2015-10-26,9300,9970,8400,9950,21830,110627.0,11118310.0
2015-10-27,9500,9900,8460,9400,6536,104512.0,11118310.0
2015-10-28,9300,9400,9100,9100,9914,101177.0,11118310.0
2015-10-29,9300,9300,8770,8970,2727,99731.0,11118310.0
2015-10-30,9400,10300,8450,9000,19934,100065.0,11118310.0
2015-11-02,9000,9000,7650,7650,29584,85055.0,11118310.0
2015-11-03,7800,7800,6510,6510,18253,72380.0,11118310.0
2015-11-04,5550,7000,5550,6900,8572,76716.0,11118310.0
2015-11-05,7000,7000,6300,6920,6979,76939.0,11118310.0
2015-11-06,6990,6990,5890,6990,4818,77717.0,11118310.0
2015-11-09,7000,7000,6800,6990,4225,77717.0,11118310.0
2015-11-10,7000,7500,6800,7500,7157,83387.0,11118310.0
2015-11-11,6380,7000,6380,6380,9623,70935.0,11118310.0
2015-11-12,6300,6900,5430,6900,13775,76716.0,11118310.0
2015-11-13,6700,6700,5870,6400,3295,71157.0,11118310.0
2015-11-16,6400,6400,5440,5990,15650,66599.0,11118310.0
2015-11-17,6390,6800,5700,6600,5340,73381.0,11118310.0
2015-11-18,6750,6750,5810,6500,1230,72269.0,11118310.0
2015-11-19,6700,6700,6450,6450,4919,71713.0,11118310.0
2015-11-20,6800,6900,6800,6900,2299,76716.0,11118310.0
2015-11-23,6900,6900,6500,6890,1424,76605.0,11118310.0
2015-11-24,6900,6900,5860,6840,1002,76049.0,11118310.0
2015-11-25,6800,6840,5820,6800,1879,75605.0,11118310.0
2015-11-26,6780,6780,5900,6690,205,74381.0,11118310.0
2015-11-27,6690,7680,6690,7680,11557,85389.0,11118310.0
2015-11-30,7850,8830,7850,8690,8535,96618.0,11118310.0
2015-12-01,8780,8780,8000,8500,348,94506.0,11118310.0
2015-12-02,9000,9000,7230,8000,4045,88946.0,11118310.0
2015-12-03,7900,8100,6800,8100,3642,90058.0,11118310.0
2015-12-04,8100,8190,7500,7990,1925,88835.0,11118310.0
2015-12-07,7550,7790,6950,7490,2211,83276.0,11118310.0
2015-12-08,7600,7600,7000,7590,451,84388.0,11118310.0
2015-12-09,8600,8600,6470,7500,617,83387.0,11118310.0
2015-12-10,8500,8500,6380,7450,2597,82831.0,11118310.0
2015-12-11,7700,7700,7000,7390,2227,82164.0,11118310.0
2015-12-14,7890,7890,7350,7380,747,82053.0,11118310.0
2015-12-15,7280,7280,6970,7270,709,80830.0,11118310.0
2015-12-16,7890,7890,7300,7300,511,81164.0,11118310.0
2015-12-17,7300,7300,6990,7290,702,81052.0,11118310.0
2015-12-18,7290,7490,6900,7450,253,82831.0,11118310.0
2015-12-21,7890,7890,6500,7300,840,81164.0,11118310.0
2015-12-22,7300,7300,6410,6800,410,75605.0,11118310.0
2015-12-23,7400,7400,6300,7200,4922,80052.0,11118310.0
2015-12-24,7400,7400,6990,7090,1788,78829.0,11118310.0
2015-12-28,7400,7400,6500,6500,3685,72269.0,11118310.0
2015-12-29,7200,7200,6990,6990,578,77717.0,11118310.0
2015-12-30,7000,7000,6700,6980,9395,77606.0,11118310.0
2016-01-04,7300,7300,6800,6800,3313,75605.0,11118310.0
2016-01-05,7000,7000,6910,6910,778,76828.0,11118310.0
2016-01-06,7790,7790,6950,6990,203,77717.0,11118310.0
2016-01-07,7000,7000,6500,6990,3019,77717.0,11118310.0
2016-01-08,7000,7800,6900,7790,1348,86612.0,11118310.0
2016-01-11,7000,7900,6980,6990,2124,77717.0,11118310.0
2016-01-12,8030,8030,6720,7000,656,77828.0,11118310.0
2016-01-13,7000,7200,6910,7200,3573,80052.0,11118310.0
2016-01-14,7490,7490,6800,7400,4190,82275.0,11118310.0
2016-01-15,8490,8490,6970,7400,8568,82275.0,11118310.0
2016-01-18,7400,7400,7290,7350,240,81720.0,11118310.0
2016-01-19,7400,7400,7000,7280,143881,80941.0,11118310.0
2016-01-20,7380,7380,7000,7180,2636,79829.0,11118310.0
2016-01-21,7000,7100,6850,7070,4670,78606.0,11118310.0
2016-01-22,7350,7350,6900,7150,2715,79496.0,11118310.0
2016-01-25,7100,7150,7000,7130,1739,79274.0,11118310.0
2016-01-26,6950,7100,6900,7000,5990,77828.0,11118310.0
2016-01-27,7200,7200,6950,7100,5772,78940.0,11118310.0
2016-01-28,7730,7740,7000,7200,763,80052.0,11118310.0
2016-01-29,7690,7720,7010,7720,1241,85833.0,11118310.0
2016-02-01,8100,8100,7310,7790,4567,86612.0,11118310.0
2016-02-02,8900,8900,8000,8500,9593,94506.0,11118310.0
2016-02-03,8880,9100,8600,9100,13436,101177.0,11118310.0
2016-02-04,9510,10000,9510,9900,19489,110071.0,11118310.0
2016-02-05,9730,9990,9700,9890,5156,109960.0,11118310.0
2016-02-11,9790,9790,9000,9490,2475,105513.0,11118310.0
2016-02-12,9450,9450,8070,9450,12457,105068.0,11118310.0
2016-02-15,9700,9700,8700,8700,1239,96729.0,11118310.0
2016-02-16,9900,9900,8990,9200,118,102288.0,11118310.0
2016-02-17,9290,9290,8510,8730,1052,97063.0,11118310.0
2016-02-18,9000,9000,8700,8900,2249,98953.0,11118310.0
2016-02-19,9100,9100,8600,8900,1740,98953.0,11118310.0
2016-02-22,9080,9100,8160,8950,627,99509.0,11118310.0
2016-02-23,9080,9090,8520,8890,2721,98842.0,11118310.0
2016-02-24,9400,9400,8300,8980,5540,99842.0,11118310.0
2016-02-25,9000,9000,8400,8900,973,98953.0,11118310.0
2016-02-26,9000,10200,8470,9900,10772,110071.0,11118310.0
2016-02-29,10000,11300,9900,9950,3951,110627.0,11118310.0
2016-03-02,9510,10100,9300,9430,3190,104846.0,11118310.0
2016-03-03,9900,9900,9340,9780,8923,108737.0,11118310.0
2016-03-04,9950,9950,9200,9390,8372,104401.0,11118310.0
2016-03-07,10450,10450,9400,9790,7385,108848.0,11118310.0
2016-03-08,10100,10100,9480,9930,4585,110405.0,11118310.0
2016-03-09,9970,9970,9200,9500,14078,105624.0,11118310.0
2016-03-10,9590,9800,9500,9690,1954,107736.0,11118310.0
2016-03-11,9660,9760,9410,9660,3290,107403.0,11118310.0
2016-03-14,9670,9680,9350,9490,3134,105513.0,11118310.0
2016-03-15,9500,9500,9250,9430,2401,104846.0,11118310.0
2016-03-16,9600,9680,9500,9630,4132,107069.0,11118310.0
2016-03-17,9680,9680,9570,9650,2744,107292.0,11118310.0
2016-03-18,9500,9600,9280,9540,9362,106069.0,11118310.0
2016-03-21,9210,9600,9210,9600,2875,106736.0,11118310.0
2016-03-22,9650,9650,9350,9400,3597,104512.0,11118310.0
2016-03-23,9630,9700,9060,9340,4883,103845.0,11118310.0
2016-03-24,9130,9500,9130,9400,693,104512.0,11118310.0
2016-03-25,9400,9500,9300,9500,3054,105624.0,11118310.0
2016-03-28,9450,9500,9410,9500,2377,105624.0,11118310.0
2016-03-29,9450,9450,9010,9300,928,103400.0,11118310.0
2016-03-30,9450,9450,9100,9100,360,101177.0,11118310.0
2016-03-31,9380,9380,8800,9100,4877,101177.0,11118310.0
2016-04-01,9390,9390,8990,9000,889,100065.0,11118310.0
2016-04-04,9000,9000,8350,8900,10483,98953.0,11118310.0
2016-04-05,9000,9000,8930,8990,2404,99954.0,11118310.0
2016-04-06,8510,9400,8510,9400,9635,104512.0,11118310.0
2016-04-07,9400,9600,9200,9500,11366,105624.0,11118310.0
2016-04-08,9450,9450,9100,9450,5641,105068.0,11118310.0
2016-04-11,9450,9500,9200,9390,14286,104401.0,11118310.0
2016-04-12,9390,9400,9150,9150,4652,101733.0,11118310.0
2016-04-14,9400,9700,9200,9700,12594,107848.0,11118310.0
2016-04-15,9700,11000,9700,10800,27282,120078.0,11118310.0
2016-04-18,10800,11000,10450,10950,24776,121745.0,11118310.0
2016-04-19,11000,11000,10000,10350,111702,115075.0,11118310.0
2016-04-20,10500,11000,10100,10900,27569,121190.0,11118310.0
2016-04-21,10500,10900,10400,10650,10919,118410.0,11118310.0
2016-04-22,10850,10950,10100,10800,26505,120078.0,11118310.0
2016-04-25,10750,10800,10000,10800,24206,120078.0,11118310.0
2016-04-26,10300,10500,10000,10000,19086,111183.0,11118310.0
2016-04-27,10000,10800,10000,10600,11333,117854.0,11118310.0
2016-04-28,10800,10800,10500,10750,11037,119522.0,11118310.0
2016-04-29,10900,10900,10500,10700,19665,118966.0,11118310.0
2016-05-02,10700,11500,10700,11000,69413,122301.0,11118310.0
2016-05-03,11700,11700,11000,11050,30496,122857.0,11118310.0
2016-05-04,11050,12300,11050,11950,55339,132864.0,11118310.0
2016-05-09,12250,12300,11500,11500,40782,127861.0,11118310.0
2016-05-10,11550,11650,11300,11650,13676,129528.0,11118310.0
2016-05-11,11600,12700,11600,12650,51638,140647.0,11118310.0
2016-05-12,12350,13800,12350,13000,49555,144538.0,11118310.0
2016-05-13,13550,14100,13400,13850,48010,153989.0,11118310.0
2016-05-16,14000,14800,13050,13050,35555,145094.0,11118310.0
2016-05-17,13050,14000,13050,13400,28611,148985.0,11118310.0
2016-05-18,13500,14000,13300,13700,21950,152321.0,11118310.0
2016-05-19,13750,14250,13650,13900,27819,154545.0,11118310.0
2016-05-20,14950,15000,13750,14000,49590,155656.0,11118310.0
2016-05-23,14000,14000,13150,13400,24627,148985.0,11118310.0
2016-05-24,13400,14000,13250,14000,11782,155656.0,11118310.0
2016-05-25,13950,14000,13350,13700,16755,152321.0,11118310.0
2016-05-26,13700,13800,11650,12950,23031,143982.0,11118310.0
2016-05-27,11600,13200,11600,13200,4968,146762.0,11118310.0
2016-05-30,13850,13850,13050,13400,4245,148985.0,11118310.0
2016-05-31,13200,13300,12700,13300,11180,147874.0,11118310.0
2016-06-01,13650,13650,13000,13450,11134,149541.0,11118310.0
2016-06-02,13700,13700,13000,13650,28854,151765.0,11118310.0
2016-06-03,14000,14950,13300,14500,39832,161215.0,11118310.0
2016-06-07,14900,14900,13850,13900,22911,154545.0,11118310.0
2016-06-08,13500,14400,13500,14200,5843,157880.0,11118310.0
2016-06-09,14000,14700,13950,14600,17140,162327.0,11118310.0
2016-06-10,14600,14900,14200,14350,29263,159548.0,11118310.0
2016-06-13,14900,14900,14300,14300,16021,158992.0,11118310.0
2016-06-14,14100,14850,14100,14800,52025,164551.0,11118310.0
2016-06-15,14700,14800,14350,14700,9820,163439.0,11118310.0
2016-06-16,14800,14850,14300,14700,18228,163439.0,11118310.0
2016-06-17,14800,14850,14500,14550,20917,161771.0,11118310.0
2016-06-20,14400,16000,14400,15400,48215,171222.0,11118310.0
2016-06-21,15900,16300,15800,16300,152138,181228.0,11118310.0
2016-06-22,16300,17100,16300,17000,85468,189011.0,11118310.0
2016-06-23,17500,19000,17100,18450,119233,205133.0,11118310.0
2016-06-24,18550,19900,17200,19000,130804,211248.0,11118310.0
2016-06-27,18750,19950,18500,19350,76321,215139.0,11118310.0
2016-06-28,19800,20250,19350,20000,62519,222366.0,11118310.0
2016-06-29,20500,21400,20400,21000,70354,233485.0,11118310.0
2016-06-30,21950,22000,20150,21200,35982,235708.0,11118310.0
2016-07-01,21350,21700,20600,20950,19502,232929.0,11118310.0
2016-07-04,21100,21100,19500,19950,66405,221810.0,11118310.0
2016-07-05,20000,20900,19950,20650,80013,229593.0,11118310.0
2016-07-06,20650,20850,19950,20450,81399,227369.0,11118310.0
2016-07-07,17100,17900,14000,14200,5071844,175431.0,12354310.0
2016-07-08,14200,16500,14200,15050,3713222,185932.0,12354310.0
2016-07-11,15250,15400,14300,14650,749737,180991.0,12354310.0
2016-07-12,14750,15150,14200,14600,700615,180373.0,12354310.0
2016-07-13,14850,14850,14200,14300,514874,176667.0,12354310.0
2016-07-14,14450,14700,14050,14150,485181,174813.0,12354310.0
2016-07-15,14200,14200,12700,13000,803357,160606.0,12354310.0
2016-07-18,12900,13150,12200,12400,436314,153193.0,12354310.0
2016-07-19,12400,12650,11700,12150,552650,150105.0,12354310.0
2016-07-20,12300,13350,12250,13000,814352,160606.0,12354310.0
2016-07-21,13200,13600,12950,13100,389018,161841.0,12354310.0
2016-07-22,13050,13600,12700,13150,214217,162459.0,12354310.0
2016-07-25,13150,13750,12750,13600,337296,168019.0,12354310.0
2016-07-26,13850,14900,13450,14300,763384,176667.0,12354310.0
2016-07-27,14300,14700,13800,14050,293130,173578.0,12354310.0
2016-07-28,14200,14250,13450,13900,285472,171725.0,12354310.0
2016-07-29,13900,14300,13450,14150,202953,174813.0,12354310.0
2016-08-01,14250,14350,13250,13250,228266,163695.0,12354310.0
2016-08-02,13300,13400,12350,12650,317423,156282.0,12354310.0
2016-08-03,12550,13450,12400,13200,174703,163077.0,12354310.0
2016-08-04,13350,13350,12850,12850,131781,158753.0,12354310.0
2016-08-05,12850,12850,12250,12250,182983,151340.0,12354310.0
2016-08-08,12200,13100,12000,13050,292446,161224.0,12354310.0
2016-08-09,13050,13550,12800,13000,182226,160606.0,12354310.0
2016-08-10,13000,13100,12500,12800,230728,158135.0,12354310.0
2016-08-11,12950,13150,12500,12650,210727,156282.0,12354310.0
2016-08-12,12800,12800,12300,12650,170414,156282.0,12354310.0
