러셀(217500),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-12-28,1625,1625,1550,1555,98863,49468.0,31812000.0
2019-01-02,1590,1600,1555,1560,29596,49627.0,31812000.0
2019-01-03,1575,1575,1510,1510,50925,48036.0,31812000.0
2019-01-04,1510,1560,1465,1550,117509,49309.0,31812000.0
2019-01-07,1560,1585,1510,1535,239195,48831.0,31812000.0
2019-01-08,1535,1565,1510,1545,169615,49150.0,31812000.0
2019-01-09,1575,1835,1575,1640,4932344,52172.0,31812000.0
2019-01-10,1655,1660,1600,1655,506285,52649.0,31812000.0
2019-01-11,1660,2070,1640,1790,13894454,56943.0,31812000.0
2019-01-14,1790,1920,1765,1825,3267414,58057.0,31812000.0
2019-01-15,1895,2160,1860,2000,11724857,63624.0,31812000.0
2019-01-16,2010,2040,1925,1980,1965534,62988.0,31812000.0
2019-01-17,1990,2090,1935,1935,4101447,61556.0,31812000.0
2019-01-18,1890,1900,1830,1865,1388945,59329.0,31812000.0
2019-01-21,1865,2055,1865,2025,4265981,64419.0,31812000.0
2019-01-22,2025,2035,1890,1920,1031710,61079.0,31812000.0
2019-01-23,1930,1980,1895,1975,669453,62829.0,31812000.0
2019-01-24,1980,2010,1930,1940,537308,61715.0,31812000.0
2019-01-25,1970,1970,1935,1955,313776,62192.0,31812000.0
2019-01-28,1955,1965,1905,1915,312523,60920.0,31812000.0
2019-01-29,1915,2010,1890,1935,1316941,61556.0,31812000.0
2019-01-30,1935,1940,1885,1910,332488,60761.0,31812000.0
2019-01-31,1900,1970,1880,1880,387254,59807.0,31812000.0
2019-02-01,1910,1910,1850,1885,243019,59966.0,31812000.0
2019-02-07,1900,1970,1870,1965,459644,62511.0,31812000.0
2019-02-08,1990,2020,1945,1955,811287,62192.0,31812000.0
2019-02-11,1985,1985,1915,1920,227123,61079.0,31812000.0
2019-02-12,1940,1980,1900,1980,532671,62988.0,31812000.0
2019-02-13,1985,2080,1975,2020,2390355,64260.0,31812000.0
2019-02-14,2040,2315,2020,2185,11948350,69509.0,31812000.0
2019-02-15,2160,2220,2135,2190,1869258,69668.0,31812000.0
2019-02-18,2185,2215,2100,2100,1109057,66805.0,31812000.0
2019-02-19,2115,2530,2105,2280,20086574,72531.0,31812000.0
2019-02-20,2280,2320,2210,2320,2705359,73804.0,31812000.0
2019-02-21,2285,2290,2130,2215,1868295,70464.0,31812000.0
2019-02-22,2215,2250,2070,2095,1621060,66646.0,31812000.0
2019-02-25,2120,2380,2110,2230,8864588,70941.0,31812000.0
2019-02-26,2230,2325,2165,2185,2405243,69509.0,31812000.0
2019-02-27,2180,2265,2140,2190,1896942,69668.0,31812000.0
2019-02-28,2340,2340,2100,2125,2959306,67600.0,31812000.0
2019-03-04,2130,2255,2130,2170,1292388,69032.0,31812000.0
2019-03-05,2195,2195,2050,2070,862882,65851.0,31812000.0
2019-03-06,2045,2105,1975,2000,787918,63624.0,31812000.0
2019-03-07,1995,2000,1915,2000,762015,63624.0,31812000.0
2019-03-08,2025,2080,1955,1970,602975,62670.0,31812000.0
2019-03-11,1955,1970,1860,1970,513519,62670.0,31812000.0
2019-03-12,1975,2055,1925,2035,581494,64737.0,31812000.0
2019-03-13,2030,2055,1990,2005,266658,63783.0,31812000.0
2019-03-14,2015,2150,2005,2070,804840,65851.0,31812000.0
2019-03-15,2070,2115,2025,2075,435536,66010.0,31812000.0
2019-03-18,2085,2155,2065,2065,798713,65692.0,31812000.0
2019-03-19,2120,2120,2040,2080,363843,66169.0,31812000.0
2019-03-20,2095,2100,2030,2030,236464,64578.0,31812000.0
2019-03-21,2060,2100,2005,2005,350038,63783.0,31812000.0
2019-03-22,2020,2040,1940,1960,296072,62352.0,31812000.0
2019-03-25,1905,1950,1845,1870,349767,59488.0,31812000.0
2019-03-26,1865,1895,1810,1840,233725,58534.0,31812000.0
2019-03-27,1900,1900,1820,1845,157812,58693.0,31812000.0
2019-03-28,1845,1865,1745,1790,202910,56943.0,31812000.0
2019-03-29,1775,1815,1725,1795,110892,57103.0,31812000.0
2019-04-01,1790,1860,1790,1850,161133,58852.0,31812000.0
2019-04-02,1860,1885,1835,1860,105101,59170.0,31812000.0
2019-04-03,1860,1890,1825,1865,153666,59329.0,31812000.0
2019-04-04,1870,2185,1860,2010,7450309,63942.0,31812000.0
2019-04-05,2010,2070,1990,2050,1194661,65215.0,31812000.0
2019-04-08,2075,2075,2010,2040,716775,64896.0,31812000.0
2019-04-09,2010,2040,1990,2005,682438,63783.0,31812000.0
2019-04-10,2010,2020,1950,2000,398174,63624.0,31812000.0
2019-04-11,2020,2065,2000,2030,667330,64578.0,31812000.0
2019-04-12,2090,2090,2015,2030,302042,64578.0,31812000.0
2019-04-15,2015,2040,1995,2015,319659,64101.0,31812000.0
2019-04-16,2015,2020,1970,1990,290331,63306.0,31812000.0
2019-04-17,2010,2065,1995,2045,585328,65056.0,31812000.0
2019-04-18,2040,2110,2005,2005,564673,63783.0,31812000.0
2019-04-19,2000,2060,1990,2030,295195,64578.0,31812000.0
2019-04-22,2150,2160,2020,2025,846020,64419.0,31812000.0
2019-04-23,2010,2035,1995,2005,214676,63783.0,31812000.0
2019-04-24,2020,2030,1950,1965,284862,62511.0,31812000.0
2019-04-25,1975,2015,1910,1970,243103,62670.0,31812000.0
2019-04-26,1955,1970,1900,1910,207318,60761.0,31812000.0
2019-04-29,1910,1945,1885,1910,140184,60761.0,31812000.0
2019-04-30,1910,1930,1880,1915,133838,60920.0,31812000.0
2019-05-02,1895,1980,1895,1955,219117,62192.0,31812000.0
2019-05-03,1980,2150,1950,2075,2261019,66010.0,31812000.0
2019-05-07,2030,2090,2000,2040,454413,64896.0,31812000.0
2019-05-08,2040,2120,2010,2075,529876,66010.0,31812000.0
2019-05-09,2075,2135,1965,2000,589199,63624.0,31812000.0
2019-05-10,2025,2090,1950,2015,447846,64101.0,31812000.0
2019-05-13,2060,2130,1980,2095,1622632,66646.0,31812000.0
2019-05-14,2060,2145,2050,2130,1233805,67760.0,31812000.0
2019-05-15,2130,2220,2085,2180,1735657,69350.0,31812000.0
2019-05-16,2175,2250,2070,2075,1960942,66010.0,31812000.0
2019-05-17,2075,2140,1995,1995,663790,63465.0,31812000.0
2019-05-20,1995,2050,1900,1910,600476,60761.0,31812000.0
2019-05-21,1890,1950,1890,1925,259938,61238.0,31812000.0
2019-05-22,1925,1955,1890,1915,258451,60920.0,31812000.0
2019-05-23,1900,1920,1815,1815,372529,57739.0,31812000.0
2019-05-24,1770,1810,1745,1785,295105,56784.0,31812000.0
2019-05-27,1760,1840,1760,1795,167942,57103.0,31812000.0
2019-05-28,1805,1880,1790,1855,208043,59011.0,31812000.0
2019-05-29,1850,1855,1795,1820,101717,57898.0,31812000.0
2019-05-30,1800,1825,1780,1795,128718,57103.0,31812000.0
2019-05-31,1775,1960,1770,1890,562154,60125.0,31812000.0
2019-06-03,1880,1910,1855,1875,117735,59648.0,31812000.0
2019-06-04,1855,1895,1855,1880,97935,59807.0,31812000.0
2019-06-05,1890,1920,1875,1890,109033,60125.0,31812000.0
2019-06-07,1900,1990,1895,1965,395262,62511.0,31812000.0
2019-06-10,1980,2005,1945,1995,226471,63465.0,31812000.0
2019-06-11,2005,2005,1975,1995,131350,63465.0,31812000.0
2019-06-12,1990,2080,1970,2040,500462,64896.0,31812000.0
2019-06-13,2290,2290,2045,2080,3781124,66169.0,31812000.0
2019-06-14,2085,2110,2015,2050,741634,65215.0,31812000.0
2019-06-17,2045,2160,1990,2125,1853546,67600.0,31812000.0
2019-06-18,2115,2180,2065,2120,881802,67441.0,31812000.0
2019-06-19,2130,2180,2095,2115,383714,67282.0,31812000.0
2019-06-20,2120,2185,2110,2180,919193,69350.0,31812000.0
2019-06-21,2180,2265,2145,2200,1294188,69986.0,31812000.0
2019-06-24,2190,2225,2120,2180,479759,69350.0,31812000.0
2019-06-25,2160,2255,2120,2180,704154,69350.0,31812000.0
2019-06-26,2220,2245,2145,2180,445078,69350.0,31812000.0
2019-06-27,2210,2210,2070,2075,545741,66010.0,31812000.0
2019-06-28,2075,2180,2065,2165,362082,68873.0,31812000.0
2019-07-01,2185,2185,2090,2120,360858,67441.0,31812000.0
2019-07-02,2125,2145,2090,2095,217554,66646.0,31812000.0
2019-07-03,2110,2675,2100,2475,30550213,78735.0,31812000.0
2019-07-04,2520,2595,2365,2525,9611671,80325.0,31812000.0
2019-07-05,2535,2805,2390,2410,14235406,76667.0,31812000.0
2019-07-08,2410,2650,2375,2460,10284293,78258.0,31812000.0
2019-07-09,2400,2435,2275,2315,3144482,73645.0,31812000.0
2019-07-10,2320,2600,2300,2525,12858465,80325.0,31812000.0
2019-07-11,2560,2720,2470,2500,7274856,79530.0,31812000.0
2019-07-12,2500,2600,2400,2455,2530882,78098.0,31812000.0
2019-07-15,2515,2750,2490,2580,15577804,82075.0,31812000.0
2019-07-16,2630,2890,2530,2645,11160433,84143.0,31812000.0
2019-07-17,2580,2630,2520,2575,2835281,81916.0,31812000.0
2019-07-18,2610,2750,2420,2525,5588419,80325.0,31812000.0
2019-07-19,2510,2545,2400,2435,1521974,77462.0,31812000.0
2019-07-22,2460,2515,2380,2470,1126230,78576.0,31812000.0
2019-07-23,2450,2640,2445,2470,2852788,78576.0,31812000.0
2019-07-24,2490,2585,2470,2495,1789481,79371.0,31812000.0
2019-07-25,2525,2715,2505,2715,5026157,86370.0,31812000.0
2019-07-26,2670,2800,2485,2540,5969579,80802.0,31812000.0
2019-07-29,2530,2630,2310,2310,1845369,73486.0,31812000.0
2019-07-30,2275,2490,2275,2345,1334408,74599.0,31812000.0
2019-07-31,2335,2450,2330,2410,1111527,76667.0,31812000.0
2019-08-01,2380,2410,2255,2260,801940,71895.0,31812000.0
2019-08-02,2260,2290,2170,2245,481309,71418.0,31812000.0
2019-08-05,2300,2315,2010,2050,1012986,65215.0,31812000.0
2019-08-06,1955,2190,1855,1975,1168687,62829.0,31812000.0
2019-08-07,1985,2110,1985,2080,777719,66169.0,31812000.0
2019-08-08,2135,2150,2055,2150,529046,68396.0,31812000.0
2019-08-09,2200,2205,2075,2095,508255,66646.0,31812000.0
2019-08-12,2095,2170,2050,2170,451943,69032.0,31812000.0
2019-08-13,2150,2275,2120,2225,793060,70782.0,31812000.0
2019-08-14,2295,2515,2210,2345,3976501,74599.0,31812000.0
2019-08-16,2280,2335,2250,2300,555024,73168.0,31812000.0
2019-08-19,2320,2355,2255,2315,489471,73645.0,31812000.0
2019-08-20,2340,2415,2315,2315,973007,73645.0,31812000.0
2019-08-21,2325,2400,2315,2370,637020,75394.0,31812000.0
2019-08-22,2410,2415,2320,2320,460129,73804.0,31812000.0
2019-08-23,2280,2360,2255,2285,348881,72690.0,31812000.0
2019-08-26,2220,2260,2170,2190,472032,69668.0,31812000.0
2019-08-27,2195,2275,2190,2215,232631,70464.0,31812000.0
2019-08-28,2215,2330,2215,2290,421334,72849.0,31812000.0
2019-08-29,2275,2330,2240,2275,283493,72372.0,31812000.0
2019-08-30,2295,2330,2280,2280,309875,72531.0,31812000.0
2019-09-02,2250,2320,2250,2285,153728,72690.0,31812000.0
2019-09-03,2285,2320,2260,2295,236806,73009.0,31812000.0
2019-09-04,2295,2380,2275,2370,573273,75394.0,31812000.0
2019-09-05,2380,2430,2360,2380,792613,75713.0,31812000.0
2019-09-06,2410,2410,2335,2340,267707,74440.0,31812000.0
2019-09-09,2340,2470,2320,2460,1588431,78258.0,31812000.0
2019-09-10,2440,2460,2255,2355,731484,74917.0,31812000.0
2019-09-11,2340,2395,2300,2350,297055,74758.0,31812000.0
2019-09-16,2400,2425,2350,2360,443743,75076.0,31812000.0
2019-09-17,2330,2405,2315,2375,346091,75554.0,31812000.0
2019-09-18,2370,2380,2340,2350,217227,74758.0,31812000.0
2019-09-19,2335,2400,2335,2355,201808,74917.0,31812000.0
2019-09-20,2395,2395,2330,2350,173916,74758.0,31812000.0
2019-09-23,2350,2380,2325,2345,167957,74599.0,31812000.0
2019-09-24,2310,2355,2310,2330,108219,74122.0,31812000.0
2019-09-25,2315,2345,2195,2200,605970,69986.0,31812000.0
2019-09-26,2210,2255,2150,2215,189816,70464.0,31812000.0
2019-09-27,2250,2250,2170,2205,191552,70145.0,31812000.0
2019-09-30,2180,2200,2090,2155,237716,68555.0,31812000.0
2019-10-01,2145,2155,2100,2150,140646,68396.0,31812000.0
2019-10-02,2110,2165,2100,2150,120543,68396.0,31812000.0
2019-10-04,2120,2150,2100,2130,118871,67760.0,31812000.0
2019-10-07,2095,2140,2025,2040,251099,64896.0,31812000.0
