러셀(217500),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-09-10,2308,2319,2287,2309,10428,10165.0,4750000.0
2015-09-11,2308,2308,2297,2303,1330,10141.0,4750000.0
2015-09-14,2297,2319,2276,2319,7190,10212.0,4750000.0
2015-09-15,2270,2303,2260,2303,4293,10141.0,4750000.0
2015-09-16,2276,2287,2265,2271,14910,9999.0,4750000.0
2015-09-17,2297,2297,2265,2266,11892,9975.0,4750000.0
2015-09-18,2276,2297,2260,2271,15958,9999.0,4750000.0
2015-09-21,2265,2297,2260,2266,36697,9975.0,4750000.0
2015-09-22,2292,2292,2233,2287,11722,10070.0,4750000.0
2015-09-23,2265,2276,2243,2276,4032,10022.0,4750000.0
2015-09-24,2254,2270,2254,2271,3601,9999.0,4750000.0
2015-09-25,2254,2276,2254,2276,6734,10022.0,4750000.0
2015-09-30,2281,2281,2243,2266,19483,9975.0,4750000.0
2015-10-01,2265,2276,2265,2276,845,10022.0,4750000.0
2015-10-02,2265,2276,2265,2266,13492,9975.0,4750000.0
2015-10-05,2265,2287,2265,2287,832,10070.0,4750000.0
2015-10-06,2270,2297,2270,2292,3450,10094.0,4750000.0
2015-10-07,2270,2292,2265,2287,20949,10070.0,4750000.0
2015-10-08,2287,2287,2287,2287,19,10070.0,4750000.0
2015-10-12,2287,2287,2270,2271,724,9999.0,4750000.0
2015-10-13,2270,2276,2270,2276,4452,10022.0,4750000.0
2015-10-14,2254,2276,2254,2276,4518,10022.0,4750000.0
2015-10-15,2265,2281,2265,2282,11513,10046.0,4750000.0
2015-10-16,2270,2287,2265,2287,2902,10070.0,4750000.0
2015-10-19,2287,2292,2287,2292,251,10094.0,4750000.0
2015-10-20,2265,2281,2265,2282,843,10046.0,4750000.0
2015-10-21,2265,2276,2260,2276,4409,10022.0,4750000.0
2015-10-22,2265,2276,2265,2266,4344,9975.0,4750000.0
2015-10-23,2276,2276,2276,2276,4,10022.0,4750000.0
2015-10-26,2270,2270,2260,2266,9845,9975.0,4750000.0
2015-10-27,2260,2265,2260,2266,882,9975.0,4750000.0
2015-10-28,2265,2265,2265,2266,7619,9975.0,4750000.0
2015-10-29,2265,2281,2265,2271,29342,9999.0,4750000.0
2015-10-30,2249,2314,2222,2266,2330,9975.0,4750000.0
2015-11-02,2260,2260,2260,2260,3090,9951.0,4750000.0
2015-11-03,2260,2260,2238,2239,2114,9856.0,4750000.0
2015-11-04,2254,2254,2222,2228,3342,9809.0,4750000.0
2015-11-05,2222,2233,2211,2233,13411,9832.0,4750000.0
2015-11-06,2211,2233,2190,2206,32527,9714.0,4750000.0
2015-11-09,2206,2216,2200,2217,6161,9761.0,4750000.0
2015-11-10,2216,2216,2173,2185,9364,9619.0,4750000.0
2015-11-11,2184,2200,2184,2190,8112,9642.0,4750000.0
2015-11-12,2184,2200,2184,2201,9320,9690.0,4750000.0
2015-11-13,2200,2200,2190,2195,26320,9666.0,4750000.0
2015-11-16,2168,2190,2163,2168,19054,9548.0,4750000.0
2015-11-17,2168,2179,2168,2179,9180,9595.0,4750000.0
2015-11-18,2179,2184,2168,2185,513,9619.0,4750000.0
2015-11-19,2168,2168,2163,2163,2565,9524.0,4750000.0
2015-11-20,2168,2168,2163,2163,4600,9524.0,4750000.0
2015-11-23,2163,2168,2157,2168,5217,9548.0,4750000.0
2015-11-24,2168,2168,2163,2168,2050,9548.0,4750000.0
2015-11-25,2168,2168,2163,2168,4662,9548.0,4750000.0
2015-11-26,2157,2173,2157,2163,12120,9524.0,4750000.0
2015-11-27,2163,2168,2163,2163,1224,9524.0,4750000.0
2015-11-30,2163,2168,2157,2168,8180,9548.0,4750000.0
2015-12-01,2163,2168,2157,2168,4691,9548.0,4750000.0
2015-12-02,2168,2168,2157,2163,21239,9524.0,4750000.0
2015-12-03,2157,2163,2157,2158,3297,9500.0,4750000.0
2015-12-04,2157,2157,2157,2158,2000,9500.0,4750000.0
2015-12-07,2157,2179,2157,2179,2168,9595.0,4750000.0
2015-12-08,2163,2179,2157,2158,2438,9500.0,4750000.0
2015-12-09,2157,2157,2157,2158,5176,9500.0,4750000.0
2015-12-10,2157,2157,2157,2158,2897,9500.0,4750000.0
2015-12-11,2157,2157,2157,2158,1489,9500.0,4750000.0
2015-12-14,2157,2157,2152,2152,19129,9476.0,4750000.0
2015-12-15,2157,2157,2157,2158,0,9500.0,4750000.0
2015-12-16,2152,2157,2152,2158,469,9500.0,4750000.0
2015-12-17,2152,2152,2152,2152,164,9476.0,4750000.0
2015-12-18,2152,2157,2152,2152,3100,9476.0,4750000.0
2015-12-21,2152,2163,2152,2152,6006,9476.0,4750000.0
2015-12-22,2157,2163,2152,2158,4314,9500.0,4750000.0
2015-12-23,2146,2157,2146,2158,665,9500.0,4750000.0
2015-12-24,2157,2157,2152,2158,3872,9500.0,4750000.0
2015-12-28,2152,2163,2152,2158,2351,9500.0,4750000.0
2015-12-29,2157,2157,2157,2158,0,9500.0,4750000.0
2015-12-30,2157,2157,2146,2158,22,9500.0,4750000.0
2016-01-04,2184,2184,2179,2179,6009,9595.0,4750000.0
2016-01-05,2157,2157,2146,2158,25780,9500.0,4750000.0
2016-01-06,2168,2168,2157,2158,4000,9500.0,4750000.0
2016-01-07,2152,2152,2152,2152,19245,9476.0,4750000.0
2016-01-08,2152,2173,2152,2152,3374,9476.0,4750000.0
2016-01-11,2163,2163,2152,2163,4539,9524.0,4750000.0
2016-01-12,2163,2163,2163,2163,290,9524.0,4750000.0
2016-01-13,2163,2168,2163,2168,23,9548.0,4750000.0
2016-01-14,2163,2163,2152,2152,2005,9476.0,4750000.0
2016-01-15,2163,2184,2163,2185,108,9619.0,4750000.0
2016-01-18,2146,2146,2146,2147,203,9452.0,4750000.0
2016-01-19,2146,2146,2146,2147,353,9452.0,4750000.0
2016-01-20,2146,2163,2141,2163,1704,9524.0,4750000.0
2016-01-21,2157,2157,2157,2158,519,9500.0,4750000.0
2016-01-22,2152,2168,2152,2158,2141,9500.0,4750000.0
2016-01-25,2152,2152,2136,2136,2714,9405.0,4750000.0
2016-01-26,2152,2152,2152,2152,9,9476.0,4750000.0
2016-01-27,2146,2157,2141,2152,1377,9476.0,4750000.0
2016-01-28,2152,2157,2152,2158,715,9500.0,4750000.0
2016-01-29,2168,2168,2168,2168,1100,9548.0,4750000.0
2016-02-01,2168,2168,2168,2168,0,9548.0,4750000.0
2016-02-02,2157,2157,2146,2152,1286,9476.0,4750000.0
2016-02-03,2157,2157,2157,2158,600,9500.0,4750000.0
2016-02-04,2146,2157,2146,2158,7539,9500.0,4750000.0
2016-02-05,2146,2152,2141,2141,712,9429.0,4750000.0
2016-02-11,2146,2146,2146,2147,336,9452.0,4750000.0
2016-02-12,2157,2184,2152,2152,5421,9476.0,4750000.0
2016-02-15,2157,2157,2157,2158,830,9500.0,4750000.0
2016-02-16,2157,2157,2152,2158,2179,9500.0,4750000.0
2016-02-17,2152,2152,2146,2147,437,9452.0,4750000.0
2016-02-18,2152,2157,2152,2158,450,9500.0,4750000.0
2016-02-19,2152,2157,2146,2158,6,9500.0,4750000.0
2016-02-22,2146,2157,2146,2158,2702,9500.0,4750000.0
2016-02-23,2146,2146,2146,2147,14,9452.0,4750000.0
2016-02-24,2146,2146,2146,2147,0,9452.0,4750000.0
2016-02-25,2146,2157,2141,2158,488,9500.0,4750000.0
2016-02-26,2136,2157,2136,2158,504,9500.0,4750000.0
2016-02-29,2136,2157,2136,2147,494,9452.0,4750000.0
2016-03-02,2146,2157,2146,2158,2211,9500.0,4750000.0
2016-03-03,2146,2146,2130,2136,657,9405.0,4750000.0
2016-03-04,2146,2157,2114,2120,125164,9334.0,4750000.0
2016-03-07,2146,2146,2114,2136,6228,9405.0,4750000.0
2016-03-08,2136,2141,2119,2141,1711,9429.0,4750000.0
2016-03-09,2141,2141,2141,2141,3,9429.0,4750000.0
2016-03-10,2141,2141,2119,2136,3775,9405.0,4750000.0
2016-03-11,2136,2136,2125,2131,2308,9381.0,4750000.0
2016-03-14,2146,2146,2119,2120,24,9334.0,4750000.0
2016-03-15,2146,2146,2119,2131,6297,9381.0,4750000.0
2016-03-16,2130,2130,2114,2120,1016,9334.0,4750000.0
2016-03-17,2119,2130,2119,2131,6127,9381.0,4750000.0
2016-03-18,2136,2136,2125,2125,4527,9358.0,4750000.0
2016-03-21,2114,2114,2114,2114,63,9310.0,4750000.0
2016-03-22,2103,2114,2103,2114,15450,9310.0,4750000.0
2016-03-23,2109,2114,2109,2109,5,9286.0,4750000.0
2016-03-24,2109,2141,2109,2141,16,9429.0,4750000.0
2016-03-25,2141,2152,2125,2125,2619,9358.0,4750000.0
2016-03-28,2157,2157,2146,2152,2683,9476.0,4750000.0
2016-03-29,2157,2157,2114,2125,861,9358.0,4750000.0
2016-03-30,2141,2141,2119,2120,48,9334.0,4750000.0
2016-03-31,2136,2136,2114,2136,54,9405.0,4750000.0
2016-04-01,2114,2152,2114,2152,3655,9476.0,4750000.0
2016-04-04,2152,2152,2125,2125,6,9358.0,4750000.0
2016-04-05,2125,2146,2125,2147,3340,9452.0,4750000.0
2016-04-06,2152,2157,2125,2152,1979,9476.0,4750000.0
2016-04-07,2152,2152,2152,2152,0,9476.0,4750000.0
2016-04-08,2152,2152,2114,2120,1996,9334.0,4750000.0
2016-04-11,2136,2136,2119,2131,154,9381.0,4750000.0
2016-04-12,2136,2136,2136,2136,1,9405.0,4750000.0
2016-04-14,2136,2136,2125,2131,1003,9381.0,4750000.0
2016-04-15,2141,2146,2109,2147,619,9452.0,4750000.0
2016-04-18,2141,2141,2114,2114,470,9310.0,4750000.0
2016-04-19,2114,2125,2114,2114,5616,9310.0,4750000.0
2016-04-20,2136,2136,2114,2125,529,9358.0,4750000.0
2016-04-21,2103,2109,2092,2109,21118,9286.0,4750000.0
2016-04-22,2114,2114,2098,2109,5531,9286.0,4750000.0
2016-04-25,2098,2125,2092,2104,8398,9262.0,4750000.0
2016-04-26,2092,2114,2092,2098,10554,9239.0,4750000.0
2016-04-27,2098,2109,2087,2104,11653,9262.0,4750000.0
2016-04-28,2114,2125,2114,2125,899,9358.0,4750000.0
2016-04-29,2098,2125,2098,2125,1254,9358.0,4750000.0
2016-05-02,2109,2114,2098,2114,3002,9310.0,4750000.0
2016-05-03,2125,2125,2109,2109,1179,9286.0,4750000.0
2016-05-04,2109,2141,2109,2131,2071,9381.0,4750000.0
2016-05-09,2109,2125,2109,2125,656,9358.0,4750000.0
2016-05-10,2103,2146,2103,2147,1410,9452.0,4750000.0
2016-05-11,2130,2130,2130,2131,0,9381.0,4750000.0
2016-05-12,2125,2130,2114,2131,5022,9381.0,4750000.0
2016-05-13,2109,2130,2103,2131,7720,9381.0,4750000.0
2016-05-16,2136,2136,2130,2136,1012,9405.0,4750000.0
2016-05-17,2130,2136,2114,2136,313,9405.0,4750000.0
2016-05-18,2119,2130,2114,2131,213,9381.0,4750000.0
2016-05-19,2119,2163,2119,2147,20600,9452.0,4750000.0
2016-05-20,2130,2146,2125,2141,1444,9429.0,4750000.0
2016-05-23,2130,2130,2130,2131,5313,9381.0,4750000.0
2016-05-24,2125,2136,2109,2131,1677,9381.0,4750000.0
2016-05-25,2109,2136,2109,2136,9988,9405.0,4750000.0
2016-05-26,2119,2136,2119,2136,12281,9405.0,4750000.0
2016-05-27,2109,2136,2109,2131,1989,9381.0,4750000.0
2016-05-30,2114,2130,2103,2131,5732,9381.0,4750000.0
2016-05-31,2103,2125,2098,2125,42613,9358.0,4750000.0
2016-06-01,2103,2103,2092,2104,959,9262.0,4750000.0
2016-06-02,2103,2114,2092,2114,8645,9310.0,4750000.0
2016-06-03,2098,2119,2098,2120,2,9334.0,4750000.0
2016-06-07,2114,2114,2006,2098,413971,9239.0,4750000.0
2016-06-08,2136,2136,2049,2104,21686,9262.0,4750000.0
2016-06-09,2109,2109,2109,2109,1,9286.0,4750000.0
2016-06-10,2092,2125,2087,2104,3629,9262.0,4750000.0
2016-06-13,2076,2103,2076,2104,4370,9262.0,4750000.0
2016-06-14,2082,2109,2082,2109,73,9286.0,4750000.0
2016-06-15,2103,2103,2103,2104,2345,9262.0,4750000.0
2016-06-16,2103,2109,2103,2109,1349,9286.0,4750000.0
2016-06-17,2092,2109,2092,2109,2790,9286.0,4750000.0
2016-06-20,2103,2103,2103,2104,4,9262.0,4750000.0
2016-06-21,2103,2109,2103,2109,22257,9286.0,4750000.0
2016-06-22,2109,2109,2103,2109,1034,9286.0,4750000.0
2016-06-23,2103,2109,2103,2109,20980,9286.0,4750000.0
2016-06-24,2103,2125,2098,2125,21208,9358.0,4750000.0
2016-06-27,2103,2125,2098,2125,5066,9358.0,4750000.0
2016-06-28,2103,2125,2103,2125,11213,9358.0,4750000.0
2016-06-29,2125,2125,2109,2109,3200,9286.0,4750000.0
2016-06-30,2125,2130,2109,2131,6353,9381.0,4750000.0
2016-07-01,2152,2173,2152,2152,52535,9476.0,4750000.0
2016-07-04,2152,2173,2146,2168,11750,9548.0,4750000.0
2016-07-05,2179,2179,2152,2179,4339,9595.0,4750000.0
2016-07-06,2157,2168,2152,2168,2199,9548.0,4750000.0
2016-07-07,2146,2168,2146,2168,14847,9548.0,4750000.0
2016-07-08,2168,2168,2168,2168,0,,
2016-07-11,2146,2168,2146,2168,57,9548.0,4750000.0
2016-07-12,2184,2184,2184,2185,1,9619.0,4750000.0
2016-07-13,2157,2168,2157,2168,89,9548.0,4750000.0
2016-07-14,2152,2179,2146,2168,3337,9548.0,4750000.0
2016-07-15,2146,2195,2146,2168,2798,9548.0,4750000.0
2016-07-18,2173,2173,2152,2174,967,9571.0,4750000.0
2016-07-19,2173,2179,2146,2179,2138,9595.0,4750000.0
2016-07-20,2152,2157,2152,2158,101,9500.0,4750000.0
2016-07-21,2146,2190,2146,2190,2,9642.0,4750000.0
2016-07-22,2168,2168,2168,2168,0,9548.0,4750000.0
2016-07-25,2146,2146,2146,2147,103,9452.0,4750000.0
2016-07-26,2152,2152,2146,2147,1700,9452.0,4750000.0
2016-07-27,2152,2152,2152,2152,1166,9476.0,4750000.0
2016-07-28,2146,2146,2146,2147,2,9452.0,4750000.0
2016-07-29,2157,2157,2152,2158,5337,9500.0,4750000.0
2016-08-01,2152,2190,2152,2190,46,9642.0,4750000.0
2016-08-02,2157,2179,2152,2158,1183,9500.0,4750000.0
2016-08-03,2152,2157,2152,2158,552,9500.0,4750000.0
2016-08-04,2152,2168,2136,2168,1771,9548.0,4750000.0
2016-08-05,2141,2190,2141,2190,344,9642.0,4750000.0
2016-08-08,2141,2184,2141,2185,2582,9619.0,4750000.0
2016-08-09,2179,2179,2179,2179,0,9595.0,4750000.0
2016-08-10,2190,2190,2190,2190,1000,9642.0,4750000.0
2016-08-11,2184,2184,2184,2185,0,9619.0,4750000.0
2016-08-12,2141,2179,2141,2141,1526,9429.0,4750000.0
2016-08-16,2141,2157,2136,2147,8794,9452.0,4750000.0
2016-08-17,2136,2152,2136,2152,5814,9476.0,4750000.0
2016-08-18,2152,2152,2146,2147,6,9452.0,4750000.0
2016-08-19,2141,2157,2141,2158,899,9500.0,4750000.0
2016-08-22,2141,2157,2141,2158,1663,9500.0,4750000.0
2016-08-23,2152,2152,2152,2152,520,9476.0,4750000.0
2016-08-24,2141,2141,2130,2136,11066,9405.0,4750000.0
2016-08-25,2136,2152,2125,2141,41857,9429.0,4750000.0
2016-08-26,2141,2168,2141,2152,19249,9476.0,4750000.0
2016-08-29,2136,2168,2136,2136,15670,9405.0,4750000.0
2016-08-30,2141,2173,2141,2163,11526,9524.0,4750000.0
2016-08-31,2141,2157,2141,2158,8405,9500.0,4750000.0
2016-09-01,2157,2168,2157,2158,3643,9500.0,4750000.0
2016-09-02,2163,2184,2157,2185,5567,9619.0,4750000.0
2016-09-05,2157,2190,2152,2158,3989,9500.0,4750000.0
2016-09-06,2157,2206,2152,2168,5523,9548.0,4750000.0
2016-09-07,2157,2168,2157,2168,4313,9548.0,4750000.0
2016-09-08,2157,2157,2152,2152,2250,9476.0,4750000.0
2016-09-09,2157,2163,2152,2152,3640,9476.0,4750000.0
2016-09-12,2152,2157,2146,2158,7237,9500.0,4750000.0
2016-09-13,2146,2190,2146,2185,1849,9619.0,4750000.0
2016-09-19,2146,2173,2146,2174,1133,9571.0,4750000.0
2016-09-20,2152,2168,2152,2168,510,9548.0,4750000.0
2016-09-21,2157,2157,2157,2158,760,9500.0,4750000.0
2016-09-22,2146,2157,2146,2147,6601,9452.0,4750000.0
2016-09-23,2152,2152,2141,2141,5603,9429.0,4750000.0
2016-09-26,2168,2168,2152,2152,3246,9476.0,4750000.0
2016-09-27,2152,2152,2136,2152,5561,9476.0,4750000.0
2016-09-28,2152,2157,2146,2158,3469,9500.0,4750000.0
2016-09-29,2146,2157,2146,2158,1936,9500.0,4750000.0
2016-09-30,2136,2157,2136,2158,4641,9500.0,4750000.0
2016-10-04,2141,2157,2141,2141,1103,9429.0,4750000.0
2016-10-05,2141,2157,2141,2158,540,9500.0,4750000.0
2016-10-06,2146,2146,2146,2147,1019,9452.0,4750000.0
2016-10-07,2136,2157,2136,2141,901,9429.0,4750000.0
2016-10-10,2136,2141,2125,2141,5104,9429.0,4750000.0
2016-10-11,2152,2152,2152,2152,1,9476.0,4750000.0
2016-10-12,2141,2152,2141,2152,732,9476.0,4750000.0
2016-10-13,2141,2157,2136,2158,20469,9500.0,4750000.0
2016-10-14,2141,2152,2141,2152,1010,9476.0,4750000.0
2016-10-17,2136,2152,2136,2152,1534,9476.0,4750000.0
2016-10-18,2141,2152,2141,2152,368,9476.0,4750000.0
2016-10-19,2136,2152,2136,2152,1210,9476.0,4750000.0
2016-10-20,2146,2146,2141,2141,900,9429.0,4750000.0
2016-10-21,2136,2136,2136,2136,262,9405.0,4750000.0
2016-10-24,2141,2146,2141,2147,6591,9452.0,4750000.0
2016-10-25,2146,2146,2146,2147,397,9452.0,4750000.0
2016-10-26,2141,2141,2136,2141,3087,9429.0,4750000.0
2016-10-27,2141,2146,2136,2147,12605,9452.0,4750000.0
2016-10-28,2141,2146,2136,2147,9441,9452.0,4750000.0
2016-10-31,2136,2152,2136,2147,1881,9452.0,4750000.0
2016-11-01,2141,2146,2130,2147,24054,9452.0,4750000.0
2016-11-02,2146,2146,2125,2147,6434,9452.0,4750000.0
2016-11-03,2146,2152,2141,2147,2900,9452.0,4750000.0
2016-11-04,2130,2157,2130,2158,2,9500.0,4750000.0
2016-11-07,2136,2152,2125,2152,15481,9476.0,4750000.0
2016-11-08,2130,2152,2125,2152,3308,9476.0,4750000.0
2016-11-09,2130,2136,2130,2136,6389,9405.0,4750000.0
2016-11-10,2130,2130,2130,2131,737,9381.0,4750000.0
2016-11-11,2130,2141,2130,2141,20112,9429.0,4750000.0
2016-11-14,2119,2146,2119,2147,14865,9452.0,4750000.0
2016-11-15,2125,2141,2125,2141,2469,9429.0,4750000.0
2016-11-16,2125,2141,2125,2141,24039,9429.0,4750000.0
2016-11-17,2130,2130,2130,2131,709,9381.0,4750000.0
2016-11-18,2130,2152,2130,2152,6461,9476.0,4750000.0
2016-11-21,2130,2141,2114,2141,15885,9429.0,4750000.0
2016-11-22,2125,2141,2114,2141,1282,9429.0,4750000.0
2016-11-23,2141,2141,2119,2120,9649,9334.0,4750000.0
2016-11-24,2125,2125,2119,2120,1908,9334.0,4750000.0
2016-11-25,2119,2152,2119,2120,2370,9334.0,4750000.0
2016-11-28,2119,2136,2119,2136,1252,9405.0,4750000.0
2016-11-29,2119,2141,2119,2141,3797,9429.0,4750000.0
2016-11-30,2141,2141,2141,2141,0,9429.0,4750000.0
2016-12-01,2152,2152,2152,2152,2,9476.0,4750000.0
2016-12-02,2125,2146,2125,2147,181,9452.0,4750000.0
2016-12-05,2146,2146,2125,2147,2235,9452.0,4750000.0
2016-12-06,2125,2152,2125,2152,291,9476.0,4750000.0
2016-12-07,2125,2152,2125,2125,3440,9358.0,4750000.0
2016-12-08,2152,2152,2152,2152,10,9476.0,4750000.0
2016-12-09,2136,2152,2136,2152,223,9476.0,4750000.0
2016-12-12,2146,2146,2146,2147,0,9452.0,4750000.0
2016-12-13,2152,2152,2152,2152,10,9476.0,4750000.0
2016-12-14,2125,2146,2125,2147,81,9452.0,4750000.0
2016-12-15,2114,2146,2114,2147,1159,9452.0,4750000.0
2016-12-16,2119,2146,2119,2147,1052,9452.0,4750000.0
2016-12-19,2119,2146,2119,2147,124,9452.0,4750000.0
2016-12-20,2119,2146,2119,2147,1225,9452.0,4750000.0
2016-12-21,2136,2136,2136,2136,0,9405.0,4750000.0
2016-12-22,2136,2136,2119,2136,1060,9405.0,4750000.0
2016-12-23,2136,2136,2125,2136,868,9405.0,4750000.0
2016-12-26,2136,2136,2130,2136,513,9405.0,4750000.0
2016-12-27,2114,2136,2114,2136,367,9405.0,4750000.0
2016-12-28,2114,2136,2114,2136,373,9405.0,4750000.0
2016-12-29,2119,2136,2119,2136,204,9405.0,4750000.0
2017-01-02,2119,2130,2114,2131,729,9381.0,4750000.0
2017-01-03,2114,2130,2114,2131,893,9381.0,4750000.0
2017-01-04,2114,2146,2114,2141,746,9429.0,4750000.0
2017-01-05,2119,2141,2119,2141,4773,9429.0,4750000.0
2017-01-06,2136,2136,2125,2136,359,9405.0,4750000.0
2017-01-09,2119,2130,2119,2131,991,9381.0,4750000.0
2017-01-10,2114,2125,2109,2125,4944,9358.0,4750000.0
2017-01-11,2130,2130,2109,2125,3785,9358.0,4750000.0
2017-01-12,2103,2136,2103,2136,2805,9405.0,4750000.0
2017-01-13,2109,2130,2109,2125,3228,9358.0,4750000.0
2017-01-16,2109,2114,2103,2114,7713,9310.0,4750000.0
2017-01-17,2130,2130,2109,2125,1629,9358.0,4750000.0
2017-01-18,2119,2125,2109,2125,624,9358.0,4750000.0
2017-01-19,2109,2130,2109,2131,3745,9381.0,4750000.0
2017-01-20,2125,2125,2125,2125,440,9358.0,4750000.0
2017-01-23,2119,2119,2103,2114,2380,9310.0,4750000.0
2017-01-24,2092,2114,2092,2104,5912,9262.0,4750000.0
2017-01-25,2098,2109,2098,2109,13180,9286.0,4750000.0
2017-01-26,2092,2103,2092,2104,7424,9262.0,4750000.0
2017-01-31,2114,2114,2098,2104,7767,9262.0,4750000.0
2017-02-01,2103,2119,2103,2104,14173,9262.0,4750000.0
2017-02-02,2119,2119,2119,2120,1300,9334.0,4750000.0
2017-02-03,2119,2119,2114,2114,1305,9310.0,4750000.0
2017-02-06,2103,2114,2098,2114,6417,9310.0,4750000.0
2017-02-07,2098,2103,2092,2104,3596,9262.0,4750000.0
2017-02-08,2103,2109,2087,2109,40497,9286.0,4750000.0
2017-02-09,2109,2119,2092,2104,2314,9262.0,4750000.0
2017-02-10,2092,2109,2092,2109,2276,9286.0,4750000.0
2017-02-13,2119,2119,2092,2093,4827,9215.0,4750000.0
2017-02-14,2092,2098,2092,2093,1389,9215.0,4750000.0
2017-02-15,2087,2103,2087,2104,676,9262.0,4750000.0
2017-02-16,2092,2103,2092,2104,2078,9262.0,4750000.0
2017-02-17,2092,2098,2087,2093,5507,9215.0,4750000.0
2017-02-20,2092,2125,2087,2120,22862,9334.0,4750000.0
2017-02-21,2114,2114,2098,2114,1827,9310.0,4750000.0
2017-02-22,2092,2103,2087,2098,13593,9239.0,4750000.0
2017-02-23,2087,2098,2087,2098,8716,9239.0,4750000.0
2017-02-24,2087,2098,2082,2098,155370,9239.0,4750000.0
2017-02-27,2087,2098,2087,2088,19597,9191.0,4750000.0
2017-02-28,2092,2103,2087,2104,12985,9262.0,4750000.0
2017-03-02,2087,2125,2087,2120,18430,9334.0,4750000.0
2017-03-03,2146,2146,2092,2114,2710,9310.0,4750000.0
