효성오앤비(097870),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-07-08,4152,4283,3919,4112,78514,34800.0,5800000.0
2008-07-09,4152,4721,4084,4413,100961,37352.0,5800000.0
2008-07-10,4447,4522,4173,4413,29394,37352.0,5800000.0
2008-07-11,4331,4550,4317,4427,23799,37468.0,5800000.0
2008-07-14,4351,4618,4351,4427,32959,37468.0,5800000.0
2008-07-15,4289,4427,4111,4167,43920,35264.0,5800000.0
2008-07-16,4146,4241,3810,3906,59622,33060.0,5800000.0
2008-07-17,3981,4214,3906,4091,32547,34626.0,5800000.0
2008-07-18,4146,4317,4084,4098,22870,34684.0,5800000.0
2008-07-21,4043,4406,4043,4317,25986,36540.0,5800000.0
2008-07-22,4317,4331,4187,4283,18147,36250.0,5800000.0
2008-07-23,4194,4831,4194,4729,96332,40020.0,5800000.0
2008-07-24,4831,5105,4660,4729,209785,40020.0,5800000.0
2008-07-25,4646,4721,4468,4544,29867,38454.0,5800000.0
2008-07-28,4481,4605,4317,4523,31227,38280.0,5800000.0
2008-07-29,4399,4447,3844,3845,302122,32538.0,5800000.0
2008-07-30,3906,4098,3680,3845,209709,32538.0,5800000.0
2008-07-31,3906,4002,3775,3776,246246,31958.0,5800000.0
2008-08-01,3775,3823,3686,3714,99328,31436.0,5800000.0
2008-08-04,3666,3734,3395,3396,138371,28739.0,5800000.0
2008-08-05,3395,3460,3244,3245,120368,27463.0,5800000.0
2008-08-06,3351,3357,3172,3255,111800,27550.0,5800000.0
2008-08-07,3255,3344,3220,3248,94749,27492.0,5800000.0
2008-08-08,3227,3255,3190,3221,102549,27260.0,5800000.0
2008-08-11,3292,3378,3244,3245,92191,27463.0,5800000.0
2008-08-12,3214,3385,3200,3255,61564,27550.0,5800000.0
2008-08-13,3262,3323,3241,3259,31242,27579.0,5800000.0
2008-08-14,3220,3289,3104,3146,40285,26622.0,5800000.0
2008-08-18,3118,3159,3046,3056,42158,25868.0,5800000.0
2008-08-19,2987,3049,2933,2960,29443,25056.0,5800000.0
2008-08-20,2933,2957,2850,2902,23251,24563.0,5800000.0
2008-08-21,2881,2984,2806,2841,17425,24041.0,5800000.0
2008-08-22,2802,2802,2415,2604,99024,22040.0,5800000.0
2008-08-25,2586,2741,2586,2738,24795,23171.0,5800000.0
2008-08-26,2648,2686,2569,2570,36425,21750.0,5800000.0
2008-08-27,2559,2617,2521,2577,20083,21808.0,5800000.0
2008-08-28,2576,2638,2497,2597,20159,21982.0,5800000.0
2008-08-29,2573,2713,2569,2714,24671,22968.0,5800000.0
2008-09-01,2713,2730,2422,2553,32018,21605.0,5800000.0
2008-09-02,2477,2583,2189,2190,53160,18531.0,5800000.0
2008-09-03,2055,2323,2055,2323,101957,19662.0,5800000.0
2008-09-04,2323,2669,2271,2669,79743,22591.0,5800000.0
2008-09-05,2669,2809,2501,2775,46834,23490.0,5800000.0
2008-09-08,2775,2847,2720,2844,25555,24070.0,5800000.0
2008-09-09,2878,2895,2761,2841,16126,24041.0,5800000.0
2008-09-10,2840,2854,2737,2851,28848,24128.0,5800000.0
2008-09-11,2785,2898,2785,2878,13006,24360.0,5800000.0
2008-09-12,2857,3042,2830,2981,31203,25230.0,5800000.0
2008-09-16,2741,2871,2549,2638,58597,22330.0,5800000.0
2008-09-17,2638,2933,2638,2854,29037,24157.0,5800000.0
2008-09-18,2878,2878,2710,2861,26000,24215.0,5800000.0
2008-09-19,3001,3001,2809,2892,17924,24476.0,5800000.0
2008-09-22,2953,2953,2744,2782,11778,23548.0,5800000.0
2008-09-23,2782,2843,2741,2786,21333,23577.0,5800000.0
2008-09-24,2741,2864,2713,2820,7476,23867.0,5800000.0
2008-09-25,2819,2837,2748,2817,21341,23838.0,5800000.0
2008-09-26,2823,2843,2765,2817,19014,23838.0,5800000.0
2008-09-29,2823,2864,2748,2748,38085,23258.0,5800000.0
2008-09-30,2604,2676,2494,2628,26497,22243.0,5800000.0
2008-10-01,2631,2727,2631,2673,9013,22620.0,5800000.0
2008-10-02,2631,2761,2631,2680,11820,22678.0,5800000.0
2008-10-06,2634,2741,2357,2570,17351,21750.0,5800000.0
2008-10-07,2377,2604,2377,2597,11995,21982.0,5800000.0
2008-10-08,2604,2604,2306,2491,25143,21083.0,5800000.0
2008-10-09,2508,2508,2323,2460,30444,20822.0,5800000.0
2008-10-10,2261,2449,2093,2094,82611,17719.0,5800000.0
2008-10-13,2097,2213,2097,2179,26091,18444.0,5800000.0
2008-10-14,2213,2371,2213,2344,49884,19836.0,5800000.0
2008-10-15,2316,2436,2192,2368,14693,20039.0,5800000.0
2008-10-16,2090,2528,2086,2327,45160,19691.0,5800000.0
2008-10-17,2364,2463,2295,2330,24133,19720.0,5800000.0
2008-10-20,2336,2446,2282,2330,13295,19720.0,5800000.0
2008-10-21,2333,2384,2261,2327,13714,19691.0,5800000.0
2008-10-22,2165,2480,2165,2265,17576,19169.0,5800000.0
2008-10-23,2172,2251,1994,2190,13929,18531.0,5800000.0
2008-10-24,1994,2192,1864,1946,21631,16472.0,5800000.0
2008-10-27,1678,1949,1658,1850,72144,15660.0,5800000.0
2008-10-28,1610,1816,1576,1679,56424,14210.0,5800000.0
2008-10-29,1774,1826,1476,1621,72437,13717.0,5800000.0
2008-10-30,1651,1836,1610,1819,55878,15399.0,5800000.0
2008-10-31,1819,2055,1747,1953,44622,16530.0,5800000.0
2008-11-03,1870,2090,1870,2076,51312,17574.0,5800000.0
2008-11-04,2090,2158,1987,2097,54153,17748.0,5800000.0
2008-11-05,2216,2377,2103,2200,65440,18618.0,5800000.0
2008-11-06,2227,2227,1963,1987,40019,16820.0,5800000.0
2008-11-07,1918,2055,1816,2052,21525,17371.0,5800000.0
2008-11-10,2038,2192,2038,2186,14653,18502.0,5800000.0
2008-11-11,2213,2258,2055,2227,18898,18850.0,5800000.0
2008-11-12,2220,2220,2069,2162,8391,18299.0,5800000.0
2008-11-13,2158,2158,2028,2142,12272,18125.0,5800000.0
2008-11-14,2395,2395,2090,2090,21535,17690.0,5800000.0
2008-11-17,2090,2090,1973,1974,35141,16704.0,5800000.0
2008-11-18,1977,2014,1918,1929,27386,16327.0,5800000.0
2008-11-19,1925,1973,1768,1813,29295,15341.0,5800000.0
2008-11-20,1973,1973,1675,1775,21780,15022.0,5800000.0
2008-11-21,1774,1809,1644,1789,16667,15138.0,5800000.0
2008-11-24,1816,1918,1720,1727,17292,14616.0,5800000.0
2008-11-25,1905,1905,1713,1713,11353,14500.0,5800000.0
2008-11-26,1860,1860,1648,1782,21243,15080.0,5800000.0
2008-11-27,1747,2042,1737,1905,34022,16124.0,5800000.0
2008-11-28,1905,2042,1850,1919,26385,16240.0,5800000.0
2008-12-01,2042,2042,1857,1933,18603,16356.0,5800000.0
2008-12-02,1877,1877,1685,1816,11241,15370.0,5800000.0
2008-12-03,1905,2004,1785,1833,2902,15515.0,5800000.0
2008-12-04,1884,1891,1805,1843,6702,15602.0,5800000.0
2008-12-05,1884,1884,1768,1871,8584,15834.0,5800000.0
2008-12-08,1918,1980,1750,1974,7119,16704.0,5800000.0
2008-12-09,2021,2038,1959,2015,4429,17052.0,5800000.0
2008-12-10,2090,2090,1983,2063,6698,17458.0,5800000.0
2008-12-11,2083,2083,2035,2063,4339,17458.0,5800000.0
2008-12-12,2059,2158,1980,2063,18735,17458.0,5800000.0
2008-12-15,2124,2196,2124,2196,13779,18589.0,5800000.0
2008-12-16,2261,2261,2055,2261,8000,19140.0,5800000.0
2008-12-17,2343,2343,2268,2292,5682,19401.0,5800000.0
2008-12-18,2360,2391,2295,2361,11345,19981.0,5800000.0
2008-12-19,2432,2432,2333,2364,6480,20010.0,5800000.0
2008-12-22,2432,2432,2330,2364,3738,20010.0,5800000.0
2008-12-23,2364,2364,2162,2166,9804,18328.0,5800000.0
2008-12-24,2227,2227,2134,2162,4577,18299.0,5800000.0
2008-12-26,2234,2234,1987,2104,24209,17806.0,5800000.0
2008-12-29,2165,2323,2007,2227,8862,18850.0,5800000.0
2008-12-30,2285,2364,2213,2268,4760,19198.0,5800000.0
2009-01-02,2333,2336,2189,2193,6053,18560.0,5800000.0
2009-01-05,2261,2306,2192,2265,8194,19169.0,5800000.0
2009-01-06,2343,2364,2268,2275,14184,19256.0,5800000.0
2009-01-07,2275,2316,2192,2244,11364,18995.0,5800000.0
2009-01-08,2282,2282,2179,2258,6718,19111.0,5800000.0
2009-01-09,2309,2309,2258,2268,6559,19198.0,5800000.0
2009-01-12,2329,2329,2234,2303,4824,19488.0,5800000.0
2009-01-13,2330,2343,2196,2330,8564,19720.0,5800000.0
2009-01-14,2357,2364,2288,2333,2409,19749.0,5800000.0
2009-01-15,2360,2360,2186,2186,9761,18502.0,5800000.0
2009-01-16,2179,2309,2148,2186,13459,18502.0,5800000.0
2009-01-19,2254,2353,2131,2272,14401,19227.0,5800000.0
2009-01-20,2350,2350,2264,2337,7062,19778.0,5800000.0
2009-01-21,2206,2333,2172,2200,14158,18618.0,5800000.0
2009-01-22,2285,2323,2227,2265,5223,19169.0,5800000.0
2009-01-23,2264,2268,2234,2265,3550,19169.0,5800000.0
2009-01-28,2330,2330,2254,2261,13414,19140.0,5800000.0
2009-01-29,2316,2316,2261,2309,3812,19546.0,5800000.0
2009-01-30,2309,2463,2288,2316,68432,19604.0,5800000.0
2009-02-02,2330,2395,2261,2368,12448,20039.0,5800000.0
2009-02-03,2377,2415,2326,2333,10220,19749.0,5800000.0
2009-02-04,2302,2391,2268,2357,6874,19952.0,5800000.0
2009-02-05,2357,2357,2261,2323,14177,19662.0,5800000.0
2009-02-06,2316,2669,2316,2625,37061,22214.0,5800000.0
2009-02-09,2624,2816,2617,2734,20051,23142.0,5800000.0
2009-02-10,2744,2878,2686,2796,19433,23664.0,5800000.0
2009-02-11,2796,2843,2693,2748,14340,23258.0,5800000.0
2009-02-12,2878,2885,2672,2673,18340,22620.0,5800000.0
2009-02-13,2741,2741,2549,2594,16958,21953.0,5800000.0
2009-02-16,2727,2727,2487,2501,14153,21170.0,5800000.0
2009-02-17,2583,2583,2330,2330,9352,19720.0,5800000.0
2009-02-18,2330,2429,2199,2268,7050,19198.0,5800000.0
2009-02-19,2295,2371,2206,2306,8448,19517.0,5800000.0
2009-02-20,2251,2323,2165,2220,7109,18792.0,5800000.0
2009-02-23,2103,2282,2090,2227,5835,18850.0,5800000.0
2009-02-24,2227,2227,2117,2159,7546,18270.0,5800000.0
2009-02-25,2261,2261,2090,2090,12401,17690.0,5800000.0
2009-02-26,2059,2100,1977,1977,29422,16733.0,5800000.0
2009-02-27,1953,2049,1918,2046,7961,17313.0,5800000.0
2009-03-02,2052,2055,1816,1977,4270,16733.0,5800000.0
2009-03-03,1747,1959,1747,1823,16001,15428.0,5800000.0
2009-03-04,1822,1898,1761,1898,173293,16066.0,5800000.0
2009-03-05,2007,2007,1864,1878,9421,15892.0,5800000.0
2009-03-06,1850,1857,1795,1850,4622,15660.0,5800000.0
2009-03-09,1822,2127,1822,2128,28320,18009.0,5800000.0
2009-03-10,2138,2189,2055,2063,16532,17458.0,5800000.0
2009-03-11,2144,2158,2055,2114,17201,17893.0,5800000.0
2009-03-12,2148,2429,2076,2337,86674,19778.0,5800000.0
2009-03-13,2336,2665,2336,2364,38964,20010.0,5800000.0
2009-03-16,2309,2717,2309,2467,33480,20880.0,5800000.0
2009-03-17,2535,2837,2535,2837,110657,24012.0,5800000.0
2009-03-18,3241,3262,3124,3262,50707,27608.0,5800000.0
2009-03-19,3748,3748,3748,3749,64437,31726.0,5800000.0
2009-03-20,4310,4310,3707,3886,725732,32886.0,5800000.0
2009-03-23,3885,4207,3762,3968,464322,33582.0,5800000.0
2009-03-24,4008,4084,3769,3858,164506,32654.0,5800000.0
2009-03-25,3803,3851,3563,3714,220737,31436.0,5800000.0
2009-03-26,3741,3892,3542,3653,319801,30914.0,5800000.0
2009-03-27,3700,3734,3508,3543,201788,29986.0,5800000.0
2009-03-30,3529,3611,3303,3372,158864,28536.0,5800000.0
2009-03-31,3426,3515,3330,3468,123031,29348.0,5800000.0
2009-04-01,3529,3570,3416,3416,99492,28913.0,5800000.0
2009-04-02,3467,3604,3433,3461,137509,29290.0,5800000.0
2009-04-03,3481,3728,3447,3570,227931,30218.0,5800000.0
2009-04-06,3570,3632,3460,3461,99476,29290.0,5800000.0
2009-04-07,3426,3488,3344,3468,116817,29348.0,5800000.0
2009-04-08,3488,3837,3412,3426,275633,29000.0,5800000.0
2009-04-09,3522,3700,3460,3632,159672,30740.0,5800000.0
2009-04-10,3755,3755,3577,3584,97716,30334.0,5800000.0
2009-04-13,3714,4118,3645,4119,143811,34858.0,5800000.0
2009-04-14,4454,4522,3597,3872,247856,32770.0,5800000.0
2009-04-15,3803,3803,3296,3447,194158,29174.0,5800000.0
2009-04-16,3529,3584,3405,3426,81316,29000.0,5800000.0
2009-04-17,3440,3625,3138,3289,59885,27840.0,5800000.0
2009-04-20,3289,3495,3258,3426,40951,29000.0,5800000.0
2009-04-21,3495,3803,3433,3639,704925,30798.0,5800000.0
2009-04-22,3775,4166,3632,4043,268144,34220.0,5800000.0
2009-04-23,3981,4036,3851,3920,103199,33176.0,5800000.0
2009-04-24,3899,4221,3775,4105,144955,34742.0,5800000.0
2009-04-27,4146,4351,3995,4064,218110,34394.0,5800000.0
2009-04-28,4180,4207,3638,3783,110449,32016.0,5800000.0
2009-04-29,3837,4070,3741,4071,73972,34452.0,5800000.0
2009-04-30,4084,4187,3967,4180,88933,35380.0,5800000.0
2009-05-04,4337,4358,4015,4084,98746,34568.0,5800000.0
2009-05-06,4050,4111,3913,3940,70561,33350.0,5800000.0
2009-05-07,4043,4070,3837,3940,69919,33350.0,5800000.0
2009-05-08,4132,4331,3981,4317,288072,36540.0,5800000.0
2009-05-11,4399,4420,4214,4317,122532,36540.0,5800000.0
2009-05-12,4296,4317,4022,4112,89923,34800.0,5800000.0
2009-05-13,4125,4194,3981,4043,64225,34220.0,5800000.0
2009-05-14,4029,4152,3974,4071,58205,34452.0,5800000.0
2009-05-15,4077,4166,4002,4002,88988,33872.0,5800000.0
2009-05-18,4002,4002,3782,3831,58973,32422.0,5800000.0
2009-05-19,3892,4036,3837,3886,46584,32886.0,5800000.0
2009-05-20,3871,4022,3837,3872,89782,32770.0,5800000.0
2009-05-21,3878,3892,3817,3845,44948,32538.0,5800000.0
2009-05-22,3789,4056,3775,3879,52902,32828.0,5800000.0
2009-05-25,3844,3906,3303,3639,62442,30798.0,5800000.0
2009-05-26,3563,3673,3460,3509,73525,29696.0,5800000.0
2009-05-27,3515,3645,3433,3509,33522,29696.0,5800000.0
2009-05-28,3361,3488,3227,3379,31074,28594.0,5800000.0
2009-05-29,3481,3495,3378,3474,10850,29406.0,5800000.0
2009-06-01,3495,3666,3357,3598,16230,30450.0,5800000.0
2009-06-02,3618,3686,3556,3618,11277,30624.0,5800000.0
2009-06-03,3693,3693,3549,3550,10477,30044.0,5800000.0
2009-06-04,3632,3632,3440,3454,7026,29232.0,5800000.0
2009-06-05,3453,3495,3399,3468,5408,29348.0,5800000.0
2009-06-08,3395,3522,3395,3420,21414,28942.0,5800000.0
2009-06-09,3231,3481,3231,3413,12363,28884.0,5800000.0
2009-06-10,3419,3447,3351,3389,11356,28681.0,5800000.0
2009-06-11,3361,3570,3361,3481,10586,29464.0,5800000.0
2009-06-12,3536,3632,3426,3618,17613,30624.0,5800000.0
2009-06-15,3604,3604,3467,3468,6961,29348.0,5800000.0
2009-06-16,3378,3529,3378,3426,15204,29000.0,5800000.0
2009-06-17,3440,3495,3405,3488,16988,29522.0,5800000.0
2009-06-18,3488,3734,3447,3488,19835,29522.0,5800000.0
2009-06-19,3625,3625,3419,3426,13247,29000.0,5800000.0
2009-06-22,3426,3734,3426,3687,44663,31204.0,5800000.0
2009-06-23,3803,3851,3625,3769,56197,31900.0,5800000.0
2009-06-24,3769,3796,3666,3755,37792,31784.0,5800000.0
2009-06-25,3769,3926,3769,3851,87882,32596.0,5800000.0
2009-06-26,3906,4043,3803,4030,45632,34104.0,5800000.0
2009-06-29,3940,4077,3885,3913,68640,33118.0,5800000.0
2009-06-30,3940,4022,3508,3858,45514,32654.0,5800000.0
2009-07-01,3789,3871,3707,3762,12358,31842.0,5800000.0
2009-07-02,3741,3782,3597,3612,39184,30566.0,5800000.0
2009-07-03,3508,4029,3508,3639,76602,30798.0,5800000.0
2009-07-06,3693,3693,3611,3632,20198,30740.0,5800000.0
2009-07-07,3632,3693,3584,3632,18435,30740.0,5800000.0
2009-07-08,3529,3618,3529,3536,8809,29928.0,5800000.0
2009-07-09,3481,3638,3481,3564,14117,30160.0,5800000.0
2009-07-10,3563,3625,3495,3557,8642,30102.0,5800000.0
2009-07-13,3501,3542,3426,3440,27680,29116.0,5800000.0
2009-07-14,3392,3522,3303,3433,16920,29058.0,5800000.0
2009-07-15,3378,3529,3378,3502,5504,29638.0,5800000.0
2009-07-16,3460,3563,3447,3509,1850,29696.0,5800000.0
2009-07-17,3433,3597,3433,3495,1885,29580.0,5800000.0
2009-07-20,3426,3542,3426,3516,9024,29754.0,5800000.0
2009-07-21,3467,3618,3467,3557,4326,30102.0,5800000.0
2009-07-22,3563,3597,3395,3557,26447,30102.0,5800000.0
2009-07-23,3481,3659,3481,3570,13843,30218.0,5800000.0
2009-07-24,3638,3638,3460,3495,8421,29580.0,5800000.0
2009-07-27,3481,3556,3460,3461,8481,29290.0,5800000.0
2009-07-28,3467,3467,3426,3454,58278,29232.0,5800000.0
2009-07-29,3426,3460,3392,3413,9918,28884.0,5800000.0
2009-07-30,3412,3447,3357,3399,11778,28768.0,5800000.0
2009-07-31,3399,3597,3399,3557,29141,30102.0,5800000.0
2009-08-03,3501,3529,3426,3447,13977,29174.0,5800000.0
2009-08-04,3447,3522,3447,3488,9836,29522.0,5800000.0
2009-08-05,3604,3604,3433,3468,7660,29348.0,5800000.0
2009-08-06,3447,3508,3423,3426,8317,29000.0,5800000.0
2009-08-07,3433,3460,3419,3433,14839,29058.0,5800000.0
2009-08-10,3460,3508,3423,3423,17483,28971.0,5800000.0
2009-08-11,3460,3460,3412,3426,14859,29000.0,5800000.0
2009-08-12,3385,3460,3385,3399,14144,28768.0,5800000.0
2009-08-13,3392,3680,3392,3591,42343,30392.0,5800000.0
2009-08-14,3570,3789,3481,3701,73803,31320.0,5800000.0
2009-08-17,3652,3714,3495,3495,14804,29580.0,5800000.0
2009-08-18,3495,3522,3433,3440,13625,29116.0,5800000.0
2009-08-19,3556,3563,3460,3536,7510,29928.0,5800000.0
2009-08-20,3426,3590,3426,3591,17787,30392.0,5800000.0
2009-08-21,3625,3625,3488,3495,11264,29580.0,5800000.0
2009-08-24,3495,3563,3426,3447,12941,29174.0,5800000.0
2009-08-25,3433,3563,3433,3433,14466,29058.0,5800000.0
2009-08-26,3440,3515,3426,3440,5258,29116.0,5800000.0
2009-08-27,3440,3515,3371,3372,10872,28536.0,5800000.0
2009-08-28,3460,3460,3357,3358,9146,28420.0,5800000.0
2009-08-31,3357,3501,3268,3269,7190,27666.0,5800000.0
2009-09-01,3320,3378,3227,3320,4844,28101.0,5800000.0
2009-09-02,3333,3357,3227,3235,11465,27376.0,5800000.0
2009-09-03,3231,3405,3231,3235,3693,27376.0,5800000.0
2009-09-04,3323,3405,3234,3341,14809,28275.0,5800000.0
2009-09-07,3303,3364,3275,3351,8700,28362.0,5800000.0
2009-09-08,3330,3426,3296,3296,7976,27898.0,5800000.0
2009-09-09,3299,3361,3262,3289,4989,27840.0,5800000.0
2009-09-10,3289,3447,3244,3423,15182,28971.0,5800000.0
2009-09-11,3423,3447,3323,3379,2484,28594.0,5800000.0
2009-09-14,3440,3440,3333,3334,4160,28217.0,5800000.0
2009-09-15,3412,3412,3220,3289,9681,27840.0,5800000.0
2009-09-16,3289,3340,3289,3289,9969,27840.0,5800000.0
2009-09-17,3354,3354,3262,3265,10589,27637.0,5800000.0
2009-09-18,3289,3303,3265,3293,3873,27869.0,5800000.0
2009-09-21,3306,3306,3262,3296,3982,27898.0,5800000.0
2009-09-22,3344,3344,3285,3334,5332,28217.0,5800000.0
2009-09-23,3327,3327,3220,3235,12485,27376.0,5800000.0
2009-09-24,3234,3303,3210,3289,17156,27840.0,5800000.0
2009-09-25,3316,3316,3090,3152,12730,26680.0,5800000.0
2009-09-28,3124,3244,3056,3094,8095,26187.0,5800000.0
2009-09-29,3152,3152,3025,3074,4450,26013.0,5800000.0
2009-09-30,3070,3203,2953,3098,25115,26216.0,5800000.0
2009-10-01,3049,3186,3049,3084,372,26100.0,5800000.0
2009-10-05,3049,3138,3015,3060,1355,25897.0,5800000.0
2009-10-06,3059,3083,3015,3060,3945,25897.0,5800000.0
2009-10-07,3059,3083,2967,2967,4057,25114.0,5800000.0
2009-10-08,2967,3138,2967,3084,1944,26100.0,5800000.0
2009-10-09,3118,3118,3015,3108,1470,26303.0,5800000.0
2009-10-12,3049,3107,3015,3015,2508,25520.0,5800000.0
2009-10-13,3008,3066,2994,3036,1598,25694.0,5800000.0
2009-10-14,3035,3070,3022,3029,5340,25636.0,5800000.0
2009-10-15,3042,3076,3018,3050,6008,25810.0,5800000.0
2009-10-16,3066,3419,3018,3080,22827,26071.0,5800000.0
2009-10-19,3080,3135,3015,3135,8877,26535.0,5800000.0
2009-10-20,3135,3172,3131,3173,6323,26854.0,5800000.0
2009-10-21,3214,3214,3090,3176,1855,26883.0,5800000.0
2009-10-22,3176,3176,3022,3029,2181,25636.0,5800000.0
2009-10-23,3097,3138,3056,3094,3670,26187.0,5800000.0
2009-10-26,3118,3118,3022,3036,3118,25694.0,5800000.0
2009-10-27,3083,3083,3015,3063,1909,25926.0,5800000.0
2009-10-28,3076,3076,2782,3063,17836,25926.0,5800000.0
2009-10-29,3015,3083,2809,2991,19462,25317.0,5800000.0
2009-10-30,3056,3111,2977,3056,917,25868.0,5800000.0
2009-11-02,3025,3052,3005,3050,113,25810.0,5800000.0
2009-11-03,3070,3124,2816,2823,4460,23896.0,5800000.0
2009-11-04,2891,2991,2823,2878,4019,24360.0,5800000.0
2009-11-05,2878,2981,2847,2947,2076,24940.0,5800000.0
2009-11-06,2946,2981,2885,2947,539,24940.0,5800000.0
2009-11-09,2974,2974,2847,2878,2492,24360.0,5800000.0
2009-11-10,2905,2905,2823,2830,5051,23954.0,5800000.0
2009-11-11,2878,2946,2408,2913,7309,24650.0,5800000.0
2009-11-12,2926,3347,2809,2810,362046,23780.0,5800000.0
2009-11-13,2789,2850,2672,2810,32016,23780.0,5800000.0
2009-11-16,2840,2840,2634,2659,17693,22504.0,5800000.0
2009-11-17,2638,2727,2607,2645,7058,22388.0,5800000.0
2009-11-18,2590,2641,2566,2566,8225,21721.0,5800000.0
2009-11-19,2648,2648,2539,2625,8525,22214.0,5800000.0
2009-11-20,2648,2734,2573,2673,17929,22620.0,5800000.0
2009-11-23,2802,2802,2610,2700,6792,22852.0,5800000.0
2009-11-24,2734,2737,2655,2703,1259,22881.0,5800000.0
2009-11-25,2737,2737,2302,2707,10679,22910.0,5800000.0
2009-11-26,2720,2758,2573,2577,9235,21808.0,5800000.0
2009-11-27,2563,2604,2480,2532,2607,21431.0,5800000.0
2009-11-30,2521,2535,2497,2536,10154,21460.0,5800000.0
2009-12-01,2569,2569,2511,2553,264,21605.0,5800000.0
2009-12-02,2604,2604,2532,2536,817,21460.0,5800000.0
2009-12-03,2539,2600,2504,2536,2247,21460.0,5800000.0
2009-12-04,2583,2583,2521,2563,1492,21692.0,5800000.0
2009-12-07,2580,2580,2504,2515,8453,21286.0,5800000.0
2009-12-08,2535,2720,2467,2518,5136,21315.0,5800000.0
2009-12-09,2532,2590,2532,2590,1813,21924.0,5800000.0
