아이진(185490),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-05-18,9470,9470,9120,9170,30247,92039.0,10037000.0
2017-05-19,9120,9350,9040,9160,37766,91939.0,10037000.0
2017-05-22,9240,9240,8990,9100,36440,91337.0,10037000.0
2017-05-23,9030,9450,9030,9380,27557,94147.0,10037000.0
2017-05-24,9240,9700,9240,9700,36044,97359.0,10037000.0
2017-05-25,9900,9900,9480,9480,27934,95151.0,10037000.0
2017-05-26,9480,9780,9480,9740,23620,97760.0,10037000.0
2017-05-29,9750,9950,9640,9770,28791,98061.0,10037000.0
2017-05-30,9700,9900,9650,9660,21486,96957.0,10037000.0
2017-05-31,9790,10550,9650,10300,137085,103381.0,10037000.0
2017-06-01,10250,11200,10100,10900,203011,109403.0,10037000.0
2017-06-02,10800,11650,10650,11450,166104,114924.0,10037000.0
2017-06-05,11450,12150,11200,12000,159158,120444.0,10037000.0
2017-06-07,12350,12350,11650,11650,95274,116931.0,10037000.0
2017-06-08,11900,11950,10850,11650,141545,116931.0,10037000.0
2017-06-09,11650,13700,11650,12950,444200,129979.0,10037000.0
2017-06-12,13000,13150,12250,12900,138841,129477.0,10037000.0
2017-06-13,13000,13350,12650,13150,134524,131987.0,10037000.0
2017-06-14,13550,13700,12950,12950,86078,129979.0,10037000.0
2017-06-15,13550,13550,12450,12950,89824,129979.0,10037000.0
2017-06-16,13000,13100,12350,12550,127883,125964.0,10037000.0
2017-06-19,12350,12850,11950,12500,129350,125462.0,10037000.0
2017-06-20,12500,12500,11700,11700,83848,117433.0,10037000.0
2017-06-21,11500,12600,11500,11950,95713,119942.0,10037000.0
2017-06-22,12450,13650,11800,13150,193611,131987.0,10037000.0
2017-06-23,13250,13500,12450,12900,90865,129477.0,10037000.0
2017-06-26,12700,13000,12150,12300,90237,123455.0,10037000.0
2017-06-27,12300,12850,12250,12750,56309,127972.0,10037000.0
2017-06-28,12700,12950,12400,12400,42104,124459.0,10037000.0
2017-06-29,12450,12750,12300,12450,32722,124961.0,10037000.0
2017-06-30,12700,12700,12150,12450,33310,124961.0,10037000.0
2017-07-03,12500,12500,11400,11700,96043,117543.0,10046430.0
2017-07-04,11650,12250,11450,11600,59859,116539.0,10046430.0
2017-07-05,11950,11950,11550,11750,28963,118046.0,10046430.0
2017-07-06,11500,11950,11500,11750,21727,118046.0,10046430.0
2017-07-07,11550,11800,11550,11650,23301,117041.0,10046430.0
2017-07-10,11600,11950,11600,11750,38635,118046.0,10046430.0
2017-07-11,11900,11900,11500,11550,20243,116036.0,10046430.0
2017-07-12,11550,11750,10600,11000,64162,110511.0,10046430.0
2017-07-13,11150,11350,10300,10700,62568,107497.0,10046430.0
2017-07-14,10850,11500,10450,11200,54628,112520.0,10046430.0
2017-07-17,11200,11700,11150,11450,20758,115032.0,10046430.0
2017-07-18,11700,11700,11250,11300,19710,113525.0,10046430.0
2017-07-19,11350,11500,10750,11350,29430,114027.0,10046430.0
2017-07-20,11450,11650,11150,11550,40205,116036.0,10046430.0
2017-07-21,11400,11700,11350,11600,24816,116539.0,10046430.0
2017-07-24,11700,11700,11250,11500,20303,115534.0,10046430.0
2017-07-25,11600,11600,11050,11150,21898,112018.0,10046430.0
2017-07-26,11200,11300,10650,10650,32612,106994.0,10046430.0
2017-07-27,10700,11300,10600,11200,40758,112520.0,10046430.0
2017-07-28,11200,11250,10700,10950,23069,110008.0,10046430.0
2017-07-31,10700,10800,10300,10550,30930,105990.0,10046430.0
2017-08-01,10450,11400,10450,11000,22773,110511.0,10046430.0
2017-08-02,11000,11550,11000,11500,38379,115534.0,10046430.0
2017-08-03,11650,11650,10500,11100,42671,111515.0,10046430.0
2017-08-04,11150,11350,10650,10950,22701,110008.0,10046430.0
2017-08-07,11250,12350,10900,11850,89004,119050.0,10046430.0
2017-08-08,12000,12050,11500,11600,33248,116539.0,10046430.0
2017-08-09,11600,11650,11250,11450,20980,115032.0,10046430.0
2017-08-10,11300,12350,11300,12300,144150,123571.0,10046430.0
2017-08-11,12100,13350,11850,12450,374808,125078.0,10046430.0
2017-08-14,12450,12850,12200,12800,79445,128594.0,10046430.0
2017-08-16,12900,13150,12550,12750,107151,128092.0,10046430.0
2017-08-17,12650,12700,11750,12000,164238,120557.0,10046430.0
2017-08-18,11950,12200,11550,12000,45757,120557.0,10046430.0
2017-08-21,12200,12350,11800,11950,47031,120055.0,10046430.0
2017-08-22,12000,12100,11650,11950,51034,120055.0,10046430.0
2017-08-23,11950,13250,11700,12850,175201,129097.0,10046430.0
2017-08-24,13200,13450,12550,12750,145594,128092.0,10046430.0
2017-08-25,12600,12900,12400,12650,88020,127087.0,10046430.0
2017-08-28,12500,12900,12350,12350,86049,124073.0,10046430.0
2017-08-29,12350,12550,12050,12300,71926,123571.0,10046430.0
2017-08-30,12500,12600,11800,12000,62930,120557.0,10046430.0
2017-08-31,12100,12500,11800,11950,57251,120055.0,10046430.0
2017-09-01,11950,13300,11900,13200,258554,132613.0,10046430.0
2017-09-04,12700,13850,12700,13300,227071,133618.0,10046430.0
2017-09-05,13600,13600,12800,12850,142413,129097.0,10046430.0
2017-09-06,13000,13250,12650,13050,87350,131106.0,10046430.0
2017-09-07,13150,14350,13100,14350,297410,144166.0,10046430.0
2017-09-08,14300,14650,13950,14450,184362,145171.0,10046430.0
2017-09-11,14900,15900,14850,15600,760071,156724.0,10046430.0
2017-09-12,15800,15850,14850,15500,224695,155720.0,10046430.0
2017-09-13,15450,15750,14950,15700,148994,157729.0,10046430.0
2017-09-14,15800,19400,15500,18750,943352,188371.0,10046430.0
2017-09-15,19500,21700,19300,20400,1187261,204947.0,10046430.0
2017-09-18,19950,20250,18950,19400,496615,194901.0,10046430.0
2017-09-19,19100,21450,17900,20600,778990,206956.0,10046430.0
2017-09-20,20600,21000,19600,19600,353417,196910.0,10046430.0
2017-09-21,19200,19800,16700,17400,584056,174808.0,10046430.0
2017-09-22,17800,17950,16700,17400,246738,174808.0,10046430.0
2017-09-25,17150,18350,17000,17700,197174,177857.0,10048430.0
2017-09-26,17650,17800,16350,16400,254782,164794.0,10048430.0
2017-09-27,16900,17850,16200,17450,225983,175345.0,10048430.0
2017-09-28,17600,18200,16450,16450,224773,165297.0,10048430.0
2017-09-29,16450,17150,16150,16650,136106,167699.0,10072000.0
2017-10-10,17000,17500,16350,16350,173036,164677.0,10072000.0
2017-10-11,16200,16700,14900,15300,310961,154102.0,10072000.0
2017-10-12,15400,15700,14700,15100,246124,152087.0,10072000.0
2017-10-13,15150,15600,14650,14850,167199,149569.0,10072000.0
2017-10-16,15100,15200,14150,15000,104602,151080.0,10072000.0
2017-10-17,14850,15150,14050,14400,186015,145037.0,10072000.0
2017-10-18,14550,15850,14500,15000,271259,151080.0,10072000.0
2017-10-19,14950,15850,14600,15000,136739,151680.0,10112000.0
2017-10-20,15150,15400,14550,15000,79523,151680.0,10112000.0
2017-10-23,15000,17500,15000,17100,414938,172915.0,10112000.0
2017-10-24,17000,18450,16600,17050,404293,172410.0,10112000.0
2017-10-25,16850,17950,16550,17950,183695,181510.0,10112000.0
2017-10-26,17600,18300,17250,18050,207296,182522.0,10112000.0
2017-10-27,18150,19150,17650,18000,258070,182016.0,10112000.0
2017-10-30,18200,18800,17650,17650,173924,178477.0,10112000.0
2017-10-31,17700,18600,17100,18450,193071,186566.0,10112000.0
2017-11-01,18750,19950,18300,19750,354070,199712.0,10112000.0
2017-11-02,19950,20350,18950,19300,232130,195162.0,10112000.0
2017-11-03,19250,20300,19000,20000,311706,202240.0,10112000.0
2017-11-06,20400,20750,19500,20000,218179,202240.0,10112000.0
2017-11-07,19850,19850,17900,18000,368323,182016.0,10112000.0
2017-11-08,18100,19100,17550,19100,218837,193139.0,10112000.0
2017-11-09,19000,19450,18300,18650,247183,188589.0,10112000.0
2017-11-10,18700,19900,18550,19400,206986,196173.0,10112000.0
2017-11-13,19300,20300,19200,19900,262359,201229.0,10112000.0
2017-11-14,19950,20350,19450,19750,275392,199712.0,10112000.0
2017-11-15,19650,19650,18500,19200,403682,194150.0,10112000.0
2017-11-16,19300,19650,18650,19550,167300,197690.0,10112000.0
2017-11-17,19900,22600,19550,20400,1186359,206285.0,10112000.0
2017-11-20,20400,21500,20000,21200,341025,214438.0,10115000.0
2017-11-21,21300,21850,19900,20000,535289,202300.0,10115000.0
2017-11-22,19850,20000,17600,18000,518700,182070.0,10115000.0
2017-11-23,18350,19200,18100,18800,206304,190162.0,10115000.0
2017-11-24,18800,18950,17850,18000,173450,182070.0,10115000.0
2017-11-27,17450,18200,16550,17250,249052,174484.0,10115000.0
2017-11-28,17350,18350,17250,17550,274563,177518.0,10115000.0
2017-11-29,18350,19500,17750,18450,365031,186622.0,10115000.0
2017-11-30,18750,18950,18300,18350,133822,185610.0,10115000.0
2017-12-01,18650,19450,18150,18800,241254,190162.0,10115000.0
2017-12-04,19000,19050,17900,18750,184290,189656.0,10115000.0
2017-12-05,18600,18600,17100,17150,271580,173472.0,10115000.0
2017-12-06,17000,17300,15750,16200,236898,163863.0,10115000.0
2017-12-07,16200,17150,15150,16750,302390,169426.0,10115000.0
2017-12-08,17050,17050,15750,16200,126108,163863.0,10115000.0
2017-12-11,15900,17000,15750,16650,104351,168415.0,10115000.0
2017-12-12,16850,16850,15800,16000,147610,161840.0,10115000.0
2017-12-13,17000,17750,16500,17450,266079,176507.0,10115000.0
2017-12-14,17800,19200,17450,18950,343934,191679.0,10115000.0
2017-12-15,18800,19300,17700,18050,211227,182576.0,10115000.0
2017-12-18,17850,18400,17450,17650,92516,178530.0,10115000.0
2017-12-19,17900,17900,16600,16800,112354,169932.0,10115000.0
2017-12-20,17000,17100,16500,16650,60500,168415.0,10115000.0
2017-12-21,16900,17800,16750,17450,132967,176507.0,10115000.0
2017-12-22,17300,18300,17000,18300,164290,185104.0,10115000.0
2017-12-26,18550,18700,17900,17950,164567,181564.0,10115000.0
2017-12-27,18300,18750,17800,18150,307947,183587.0,10115000.0
2017-12-28,18450,19800,18100,19500,456707,197242.0,10115000.0
2018-01-02,19700,20600,19500,20400,359968,223713.0,10966342.0
2018-01-03,20700,20850,19500,20000,216934,219327.0,10966342.0
2018-01-04,19900,20850,19550,20400,316395,223713.0,10966342.0
2018-01-05,20400,20650,19900,20450,160634,224262.0,10966342.0
2018-01-08,20500,20550,19300,19800,221925,217134.0,10966342.0
2018-01-09,19850,20400,19300,19550,151894,214392.0,10966342.0
2018-01-10,19700,20000,18850,19700,125432,216037.0,10966342.0
2018-01-11,19900,22150,19650,22150,667458,242904.0,10966342.0
2018-01-12,22100,23000,20000,20950,481761,229745.0,10966342.0
2018-01-15,21250,22900,20600,22900,329458,251129.0,10966342.0
2018-01-16,22900,23250,21600,22600,334170,247839.0,10966342.0
2018-01-17,22700,22950,21500,21700,171032,237970.0,10966342.0
2018-01-18,21700,22600,21250,22550,146737,247291.0,10966342.0
2018-01-19,22650,23950,21300,22000,347251,241260.0,10966342.0
2018-01-22,22000,24400,21600,23750,522522,260451.0,10966342.0
2018-01-23,23750,24050,23150,23550,208599,258257.0,10966342.0
2018-01-24,23300,24500,23300,24050,338227,263741.0,10966342.0
2018-01-25,24350,25350,23700,24250,393901,265934.0,10966342.0
2018-01-26,24450,25400,24350,25400,236135,278545.0,10966342.0
2018-01-29,25450,27150,25350,25900,316909,284028.0,10966342.0
2018-01-30,25550,26400,24800,25100,292286,275255.0,10966342.0
2018-01-31,24450,26050,23700,25800,387162,282932.0,10966342.0
2018-02-01,26100,26500,23250,24750,472438,271417.0,10966342.0
2018-02-02,23800,24500,23200,23700,225854,259902.0,10966342.0
2018-02-05,23000,23350,21000,21000,267319,230293.0,10966342.0
2018-02-06,19700,21000,19000,20600,393534,225907.0,10966342.0
2018-02-07,21650,21650,19700,19800,163744,217134.0,10966342.0
2018-02-08,19800,20800,19400,20550,89236,225358.0,10966342.0
2018-02-09,19300,20350,19150,20200,160379,221520.0,10966342.0
2018-02-12,20500,20700,20000,20550,120765,225430.0,10969842.0
2018-02-13,20600,21100,19650,19650,107088,215557.0,10969842.0
2018-02-14,19650,20900,19500,20900,116550,229270.0,10969842.0
2018-02-19,20850,22200,20750,21200,147309,232561.0,10969842.0
2018-02-20,21200,21950,20700,21700,177857,238046.0,10969842.0
2018-02-21,21850,21850,21150,21400,118056,234755.0,10969842.0
2018-02-22,21350,22200,21150,22050,185535,241885.0,10969842.0
2018-02-23,22250,22250,21650,22150,128558,242982.0,10969842.0
2018-02-26,22300,22500,21800,22400,91199,245724.0,10969842.0
2018-02-27,22500,22600,21500,22000,116598,241337.0,10969842.0
2018-02-28,21950,21950,19850,20700,218788,227076.0,10969842.0
2018-03-02,20000,21050,19900,21050,79094,230915.0,10969842.0
2018-03-05,21100,21250,20000,20050,106463,219945.0,10969842.0
2018-03-06,20150,21250,20150,21050,89931,230915.0,10969842.0
2018-03-07,21100,21800,20600,20900,125185,229270.0,10969842.0
2018-03-08,20950,21950,20800,21900,128525,240240.0,10969842.0
2018-03-09,21550,22450,21500,21950,135956,240788.0,10969842.0
2018-03-12,22250,22650,22100,22550,106305,247370.0,10969842.0
2018-03-13,22550,22550,21800,22000,91155,241337.0,10969842.0
2018-03-14,21650,22150,21350,21800,79882,239143.0,10969842.0
2018-03-15,21800,23600,21800,23050,283266,252855.0,10969842.0
2018-03-16,23100,24200,22950,23550,131025,258340.0,10969842.0
2018-03-19,23550,23650,22200,22600,173519,247918.0,10969842.0
2018-03-20,22550,23250,22000,22950,92734,251758.0,10969842.0
2018-03-21,22750,24400,22750,24000,284334,263276.0,10969842.0
2018-03-22,24100,24750,22800,22900,241255,251209.0,10969842.0
2018-03-23,21850,22300,19850,20350,334298,223236.0,10969842.0
2018-03-26,20200,21900,19800,21500,225435,235852.0,10969842.0
2018-03-27,22000,23250,21600,22800,237821,250112.0,10969842.0
2018-03-28,22200,23600,22150,23000,456308,252306.0,10969842.0
2018-03-29,23400,23550,22300,22550,235155,247370.0,10969842.0
2018-03-30,22800,22850,22250,22400,214086,245724.0,10969842.0
2018-04-02,23200,25250,23100,25200,1102615,276440.0,10969842.0
2018-04-03,24500,25950,24400,25450,501778,279182.0,10969842.0
2018-04-04,25450,26300,24200,25000,466328,274246.0,10969842.0
2018-04-05,25350,25950,24500,25500,336160,279731.0,10969842.0
2018-04-06,25650,27500,25150,26000,737621,285216.0,10969842.0
2018-04-09,26450,33000,26400,32800,1808378,359811.0,10969842.0
2018-04-10,31800,33700,30850,33050,748526,362553.0,10969842.0
2018-04-11,33500,37600,31250,32400,1256978,355423.0,10969842.0
2018-04-12,32050,33300,30150,31450,549238,345002.0,10969842.0
2018-04-13,30900,32450,29600,32050,521947,351583.0,10969842.0
2018-04-16,32700,35500,32300,33900,913519,371878.0,10969842.0
2018-04-17,34950,35350,32050,33700,558543,369684.0,10969842.0
2018-04-18,33250,34950,31550,32000,392402,351035.0,10969842.0
2018-04-19,30750,31500,28700,29050,475798,318674.0,10969842.0
2018-04-20,29050,30900,28450,30700,283685,336774.0,10969842.0
2018-04-23,30600,32700,28900,32450,413401,355971.0,10969842.0
2018-04-24,32000,33350,31500,31500,197696,345550.0,10969842.0
2018-04-25,30900,32450,30000,31600,174544,346647.0,10969842.0
2018-04-26,32000,33450,31650,33400,276824,366393.0,10969842.0
2018-04-27,33850,33850,32300,33250,190119,364747.0,10969842.0
2018-04-30,32650,32650,30200,31400,257387,344453.0,10969842.0
2018-05-02,29500,31600,28850,30500,289426,334580.0,10969842.0
2018-05-03,31000,31200,29850,29850,151901,327450.0,10969842.0
2018-05-04,29350,29600,27400,29400,372500,323168.0,10992092.0
2018-05-08,29800,30250,28350,28400,152110,312175.0,10992092.0
2018-05-09,28400,30050,27200,30000,213287,329763.0,10992092.0
2018-05-10,30000,30450,28600,28800,111316,316572.0,10992092.0
2018-05-11,28800,30150,28350,29200,80258,320969.0,10992092.0
2018-05-14,28850,29000,27000,27700,252508,304481.0,10992092.0
2018-05-15,27750,28650,26900,27300,108947,300084.0,10992092.0
2018-05-16,27750,27850,26400,26750,156755,294038.0,10992092.0
2018-05-17,26750,27200,25700,25900,181579,284695.0,10992092.0
2018-05-18,26250,27450,26000,27000,218764,296786.0,10992092.0
2018-05-21,26900,29400,26900,28150,231113,309427.0,10992092.0
2018-05-23,28500,28500,26350,26350,190481,289642.0,10992092.0
2018-05-24,26500,27150,24900,26350,87701,289642.0,10992092.0
2018-05-25,25950,27200,25650,27150,84094,298435.0,10992092.0
2018-05-28,26100,26650,25650,25800,158233,283596.0,10992092.0
2018-05-29,26000,26400,24950,24950,106092,274253.0,10992092.0
2018-05-30,25100,25850,24700,25450,108232,279749.0,10992092.0
2018-05-31,25850,26300,24800,26250,89000,288542.0,10992092.0
2018-06-01,26200,27100,25750,26750,94419,294038.0,10992092.0
2018-06-04,26900,27100,24850,25250,82321,277550.0,10992092.0
2018-06-05,25600,25750,24500,24600,77559,270405.0,10992092.0
2018-06-07,24600,25500,24400,25300,78138,278100.0,10992092.0
2018-06-08,25200,26150,25200,25600,82251,281398.0,10992092.0
2018-06-11,25600,25650,24300,24450,91431,268757.0,10992092.0
2018-06-12,24450,25100,23800,24150,106369,265459.0,10992092.0
2018-06-14,24350,24650,22350,22800,135767,250620.0,10992092.0
2018-06-15,22850,23400,22750,23100,90737,253917.0,10992092.0
2018-06-18,23100,23200,20800,22000,162383,241826.0,10992092.0
2018-06-19,21300,22450,21050,21600,123150,237429.0,10992092.0
2018-06-20,22150,23050,22000,22850,177928,251169.0,10992092.0
2018-06-21,22900,23300,21850,23000,108500,252818.0,10992092.0
2018-06-22,23000,24900,22150,24500,185496,269306.0,10992092.0
2018-06-25,24800,25700,24250,24650,145459,270955.0,10992092.0
2018-06-26,24200,25150,23300,25150,119286,276451.0,10992092.0
2018-06-27,25150,25300,24150,24150,104073,265459.0,10992092.0
2018-06-28,23550,24250,22350,22700,101186,249520.0,10992092.0
2018-06-29,22850,23500,21700,22750,77655,250070.0,10992092.0
2018-07-02,22600,22800,21250,21750,107523,239078.0,10992092.0
2018-07-03,22350,22600,21300,21750,84003,239078.0,10992092.0
2018-07-04,21750,23700,21500,23500,131356,258314.0,10992092.0
2018-07-05,23750,23750,22350,22950,95154,252269.0,10992092.0
2018-07-06,22700,23350,22300,23350,72148,256665.0,10992092.0
2018-07-09,23350,24400,22850,24250,108191,266558.0,10992092.0
2018-07-10,24250,24450,23850,24100,46732,264909.0,10992092.0
2018-07-11,23850,23850,22800,22800,89859,250620.0,10992092.0
2018-07-12,22850,23400,22450,23000,75766,252818.0,10992092.0
2018-07-13,22750,24100,22750,24100,118569,264909.0,10992092.0
2018-07-16,23900,25150,23900,24750,133304,272054.0,10992092.0
2018-07-17,24750,24850,23700,23800,76481,261612.0,10992092.0
2018-07-18,23950,24550,23200,23250,71258,255566.0,10992092.0
2018-07-19,23300,23450,21950,22500,94430,247322.0,10992092.0
2018-07-20,22650,22700,21950,21950,71473,241276.0,10992092.0
2018-07-23,21900,22150,20000,20000,105308,219842.0,10992092.0
2018-07-24,20000,20900,20000,20000,87875,219842.0,10992092.0
2018-07-25,20000,20400,18350,18950,176303,208300.0,10992092.0
2018-07-26,19000,19600,18350,19050,88532,209399.0,10992092.0
2018-07-27,19100,19500,18800,19200,33705,211048.0,10992092.0
2018-07-30,19100,19400,18450,19050,55663,209399.0,10992092.0
2018-07-31,18900,19650,18900,19500,68052,214346.0,10992092.0
2018-08-01,19600,20600,19550,20600,82552,226437.0,10992092.0
2018-08-02,20650,20850,19500,19900,74964,218743.0,10992092.0
2018-08-03,20100,20950,19750,20750,59435,228086.0,10992092.0
2018-08-06,20600,20950,19650,19850,45220,218213.0,10993092.0
2018-08-07,20200,20250,19600,20150,45999,221511.0,10993092.0
2018-08-08,20200,20950,20100,20400,65627,224259.0,10993092.0
2018-08-09,20400,20600,20000,20550,42215,225908.0,10993092.0
2018-08-10,20550,21150,20100,20200,61352,222060.0,10993092.0
2018-08-13,20050,20150,18800,18850,85133,207220.0,10993092.0
2018-08-14,19150,19600,18850,19000,54146,208869.0,10993092.0
2018-08-16,18850,19100,17800,18600,89461,204472.0,10993092.0
2018-08-17,18950,20000,18900,20000,86524,219862.0,10993092.0
2018-08-20,20400,22000,20200,20950,211393,230305.0,10993092.0
2018-08-21,21050,21750,20600,21350,101769,234703.0,10993092.0
2018-08-22,21350,22550,21350,22000,130150,241848.0,10993092.0
2018-08-23,22000,22250,21000,21600,113845,237451.0,10993092.0
2018-08-24,21600,22400,21250,22150,138842,243497.0,10993092.0
2018-08-27,22350,22750,22000,22300,134792,245146.0,10993092.0
2018-08-28,22500,22550,21800,22000,70317,241848.0,10993092.0
2018-08-29,21900,22900,21500,22700,128683,249543.0,10993092.0
2018-08-30,22700,23450,22300,22900,95859,251742.0,10993092.0
2018-08-31,23000,23450,22550,23350,79718,256689.0,10993092.0
2018-09-03,23400,24150,23050,24000,141510,263834.0,10993092.0
2018-09-04,24000,24200,23600,24100,75447,264934.0,10993092.0
2018-09-05,24000,24600,23650,23950,143154,263285.0,10993092.0
2018-09-06,24150,24150,23050,23500,102486,258338.0,10993092.0
2018-09-07,23600,24100,23300,23500,88270,258338.0,10993092.0
2018-09-10,23650,23850,22650,22750,85323,250093.0,10993092.0
2018-09-11,22950,23950,22700,23800,122314,261636.0,10993092.0
2018-09-12,24100,24250,23650,23950,86580,263285.0,10993092.0
2018-09-13,24300,24300,23050,23500,68034,258338.0,10993092.0
2018-09-14,23600,24250,23000,23800,102218,261636.0,10993092.0
2018-09-17,23750,25250,23700,25200,302407,277026.0,10993092.0
2018-09-18,24950,26350,24700,25550,220521,280874.0,10993092.0
2018-09-19,25650,26100,25150,25550,132823,280874.0,10993092.0
2018-09-20,25650,27000,25100,25500,279025,280324.0,10993092.0
2018-09-21,26000,26800,25550,25750,165540,283072.0,10993092.0
2018-09-27,25900,26550,24900,25900,241818,284721.0,10993092.0
2018-09-28,26100,26350,25300,25400,128220,279225.0,10993092.0
2018-10-01,25700,25700,24600,25400,142822,279225.0,10993092.0
2018-10-02,25150,26100,24900,25000,145338,274827.0,10993092.0
2018-10-04,24850,26000,24850,25200,166292,277026.0,10993092.0
2018-10-05,25200,25350,23250,23300,187845,256139.0,10993092.0
2018-10-08,23100,24050,22850,23200,82749,255040.0,10993092.0
2018-10-10,23400,23400,21850,21950,154147,241298.0,10993092.0
2018-10-11,21000,21450,20550,20550,185257,225908.0,10993092.0
2018-10-12,20300,21300,20200,21200,133985,233054.0,10993092.0
2018-10-15,21350,21350,19800,19850,110318,218213.0,10993092.0
2018-10-16,19900,20600,19850,20300,62404,223160.0,10993092.0
2018-10-17,20700,20900,19800,20200,85541,222060.0,10993092.0
2018-10-18,20150,20500,19800,20500,75517,225358.0,10993092.0
2018-10-19,20100,21300,19700,21000,112660,230855.0,10993092.0
2018-10-22,20950,21150,20500,20850,65992,229206.0,10993092.0
2018-10-23,20750,20750,19400,19600,98654,215465.0,10993092.0
2018-10-24,19800,20100,18300,18500,100585,203372.0,10993092.0
2018-10-25,17500,18350,17150,18050,98836,198425.0,10993092.0
2018-10-26,18150,18350,16500,16850,131880,185234.0,10993092.0
2018-10-29,16700,17500,15800,15850,134529,174241.0,10993092.0
2018-10-30,15450,16700,15150,16600,144562,182485.0,10993092.0
2018-10-31,17200,17450,16350,16650,144243,183035.0,10993092.0
2018-11-01,17000,17500,16800,17150,78152,188532.0,10993092.0
2018-11-02,17350,18300,17250,18300,126107,201174.0,10993092.0
2018-11-05,18450,18900,17750,18650,89625,205021.0,10993092.0
2018-11-06,18950,19000,18000,18300,59286,201174.0,10993092.0
2018-11-07,18550,19300,18000,18700,108481,205571.0,10993092.0
2018-11-08,19100,19500,18850,19000,54484,208869.0,10993092.0
2018-11-09,19300,19300,18000,18500,43966,203372.0,10993092.0
2018-11-12,17950,18150,16700,16850,107604,185234.0,10993092.0
2018-11-13,16450,17950,16350,17650,80403,194028.0,10993092.0
2018-11-14,17550,18750,17500,18150,86035,199525.0,10993092.0
2018-11-15,18150,18600,17900,18350,61472,201723.0,10993092.0
2018-11-16,18250,19250,18150,19200,88995,211067.0,10993092.0
2018-11-19,19450,19750,19150,19350,64106,212716.0,10993092.0
2018-11-20,18750,20500,18600,19450,71485,213816.0,10993092.0
2018-11-21,18950,20250,18650,20250,110981,222610.0,10993092.0
2018-11-22,20250,20300,19350,19750,94886,217114.0,10993092.0
2018-11-23,19550,20150,19200,19200,57033,211067.0,10993092.0
2018-11-26,19200,20150,19200,19900,78167,218763.0,10993092.0
2018-11-27,20100,20600,19950,20100,138581,220961.0,10993092.0
2018-11-28,20100,20250,19500,19850,62785,218213.0,10993092.0
2018-11-29,20100,20350,19400,19600,56183,215465.0,10993092.0
2018-11-30,19450,20200,19450,20150,75522,221511.0,10993092.0
2018-12-03,20000,20200,18050,18650,537419,205021.0,10993092.0
2018-12-04,18650,18650,17050,17800,349372,195677.0,10993092.0
2018-12-05,17400,18100,17200,17800,105830,195677.0,10993092.0
2018-12-06,17850,18000,16250,16750,221129,184134.0,10993092.0
2018-12-07,16850,17300,15700,16450,210566,180836.0,10993092.0
2018-12-10,15950,16400,15650,16050,69575,176439.0,10993092.0
2018-12-11,16250,16450,15500,15500,75070,170393.0,10993092.0
2018-12-12,15500,15700,15200,15650,91954,172042.0,10993092.0
2018-12-13,15750,15750,15200,15700,58045,172592.0,10993092.0
2018-12-14,15700,15700,14500,14550,109258,159949.0,10993092.0
2018-12-17,14350,14400,13350,13900,170537,152804.0,10993092.0
2018-12-18,13850,14900,13450,13900,144578,152804.0,10993092.0
2018-12-19,14150,14300,13800,14100,85843,155003.0,10993092.0
2018-12-20,14150,14150,13450,13650,96838,150056.0,10993092.0
2018-12-21,13450,14250,13350,13900,93554,152804.0,10993092.0
2018-12-24,13850,13850,13300,13600,54301,149506.0,10993092.0
2018-12-26,13200,13400,12850,13000,121907,142910.0,10993092.0
2018-12-27,13650,13950,12950,13750,115784,151176.0,10994592.0
2018-12-28,13850,14450,13850,14350,74539,157772.0,10994592.0
2019-01-02,14500,14850,13450,13800,116359,151725.0,10994592.0
2019-01-03,13850,14050,13050,13150,110936,144579.0,10994592.0
2019-01-04,13000,13700,12900,13500,61154,148427.0,10994592.0
2019-01-07,13850,13900,13000,13250,90902,145678.0,10994592.0
2019-01-08,13300,13600,13150,13300,56317,146228.0,10994592.0
2019-01-09,13600,13900,13500,13800,59293,151725.0,10994592.0
2019-01-10,13950,13950,13200,13750,67103,151176.0,10994592.0
2019-01-11,13850,14150,13550,13650,57038,150076.0,10994592.0
2019-01-14,13650,13750,13350,13600,38183,149526.0,10994592.0
2019-01-15,13600,13800,13450,13550,46067,148977.0,10994592.0
2019-01-16,13700,13800,13400,13500,48937,148427.0,10994592.0
2019-01-17,13550,14000,13400,13550,85388,148977.0,10994592.0
2019-01-18,13600,14050,13600,14000,85650,153924.0,10994592.0
2019-01-21,14200,14200,13700,13700,55200,150626.0,10994592.0
2019-01-22,13650,13900,13600,13600,38410,149526.0,10994592.0
2019-01-23,13650,13800,13450,13600,39002,149526.0,10994592.0
2019-01-24,13600,13700,13300,13600,105879,149526.0,10994592.0
2019-01-25,13700,14200,13450,14000,167639,153924.0,10994592.0
2019-01-28,14200,14600,14000,14400,112362,158322.0,10994592.0
2019-01-29,14450,14650,14000,14150,79561,155573.0,10994592.0
2019-01-30,14200,14400,13950,14050,58916,154474.0,10994592.0
2019-01-31,14200,14750,14050,14700,106124,161621.0,10994592.0
2019-02-01,14800,15500,14400,14750,189130,162170.0,10994592.0
2019-02-07,14800,15250,14650,15150,76682,166568.0,10994592.0
2019-02-08,15150,15300,14800,15150,75135,166568.0,10994592.0
2019-02-11,15350,15550,15100,15250,110583,167668.0,10994592.0
