아이에스이커머스(069920),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-08-05,2250,2285,2200,2245,1319,27273.0,12148146.0
2008-08-06,2375,2375,2200,2280,214,27698.0,12148146.0
2008-08-07,2300,2345,2255,2345,10775,28487.0,12148146.0
2008-08-08,2345,2345,2235,2280,24336,27698.0,12148146.0
2008-08-11,2295,2300,2250,2295,7385,27880.0,12148146.0
2008-08-12,2340,2340,2320,2325,201,28244.0,12148146.0
2008-08-13,2340,2370,2225,2300,15125,27941.0,12148146.0
2008-08-14,2375,2375,2205,2295,416,27880.0,12148146.0
2008-08-18,2295,2295,2000,2000,41748,24296.0,12148146.0
2008-08-19,2020,2020,1900,1950,9527,23689.0,12148146.0
2008-08-20,1850,2045,1850,2030,12972,24661.0,12148146.0
2008-08-21,2000,2000,1765,1890,17631,22960.0,12148146.0
2008-08-22,1950,1950,1660,1750,20971,21259.0,12148146.0
2008-08-25,1880,1950,1740,1800,23014,21867.0,12148146.0
2008-08-26,1885,1885,1675,1870,229,22717.0,12148146.0
2008-08-27,1780,1940,1760,1925,5187,23385.0,12148146.0
2008-08-28,1930,1930,1710,1900,8276,23081.0,12148146.0
2008-08-29,1925,1925,1830,1900,651,23081.0,12148146.0
2008-09-01,1670,1890,1650,1865,2191,22656.0,12148146.0
2008-09-02,1715,1860,1590,1590,22076,19316.0,12148146.0
2008-09-03,1670,1670,1355,1375,30024,16704.0,12148146.0
2008-09-04,1395,1565,1370,1565,9448,19012.0,12148146.0
2008-09-05,1665,1670,1555,1660,3027,20166.0,12148146.0
2008-09-08,1750,1750,1600,1740,3127,21138.0,12148146.0
2008-09-09,1745,1745,1555,1710,561,20773.0,12148146.0
2008-09-10,1710,1710,1620,1660,424,20166.0,12148146.0
2008-09-11,1820,1820,1550,1675,2210,20348.0,12148146.0
2008-09-12,1700,1800,1700,1735,135,21077.0,12148146.0
2008-09-16,1735,1735,1510,1670,1791,20287.0,12148146.0
2008-09-17,1570,1725,1570,1700,4416,20652.0,12148146.0
2008-09-18,1700,1705,1510,1660,3618,20166.0,12148146.0
2008-09-19,1680,1680,1550,1560,21493,18951.0,12148146.0
2008-09-22,1600,1625,1330,1440,28628,17493.0,12148146.0
2008-09-23,1450,1620,1395,1550,5878,18830.0,12148146.0
2008-09-24,1540,1540,1500,1535,302,18647.0,12148146.0
2008-09-25,1610,1650,1460,1650,11986,20044.0,12148146.0
2008-09-26,1650,1700,1570,1590,6245,19354.0,12172146.0
2008-09-29,1610,1610,1565,1565,1561,19049.0,12172146.0
2008-09-30,1565,1780,1490,1555,11438,18928.0,12172146.0
2008-10-01,1650,1650,1460,1620,1963,19719.0,12172146.0
2008-10-02,1695,1695,1545,1640,102,19962.0,12172146.0
2008-10-06,1690,1690,1525,1635,24,19901.0,12172146.0
2008-10-07,1440,1590,1430,1590,7200,19354.0,12172146.0
2008-10-08,1585,1585,1460,1530,5905,18623.0,12172146.0
2008-10-09,1610,1610,1440,1500,5991,18258.0,12172146.0
2008-10-10,1550,1550,1335,1510,11435,18380.0,12172146.0
2008-10-13,1595,1600,1365,1530,2536,18623.0,12172146.0
2008-10-14,1625,1630,1445,1490,6197,18136.0,12172146.0
2008-10-15,1530,1530,1420,1485,980,18076.0,12172146.0
2008-10-16,1485,1535,1400,1510,12759,18380.0,12172146.0
2008-10-17,1545,1545,1335,1490,11,18136.0,12172146.0
2008-10-20,1490,1490,1305,1325,17946,16128.0,12172146.0
2008-10-21,1460,1495,1320,1450,20195,17650.0,12172146.0
2008-10-22,1505,1600,1345,1505,1329,18319.0,12172146.0
2008-10-23,1590,1590,1280,1380,18023,16798.0,12172146.0
2008-10-24,1400,1500,1200,1435,8780,17467.0,12172146.0
2008-10-27,1250,1430,1220,1415,20035,17224.0,12172146.0
2008-10-28,1300,1500,1205,1500,11383,18258.0,12172146.0
2008-10-29,1500,1520,1325,1490,5248,18136.0,12172146.0
2008-10-30,1330,1500,1330,1415,984,17224.0,12172146.0
2008-10-31,1425,1500,1355,1460,4015,17771.0,12172146.0
2008-11-03,1525,1590,1380,1420,10165,17284.0,12172146.0
2008-11-04,1450,1450,1350,1420,850,17284.0,12172146.0
2008-11-05,1420,1525,1355,1490,5196,18136.0,12172146.0
2008-11-06,1570,1570,1365,1490,2312,18136.0,12172146.0
2008-11-07,1450,1490,1310,1480,4372,18015.0,12172146.0
2008-11-10,1520,1520,1380,1500,5556,18258.0,12172146.0
2008-11-11,1400,1500,1385,1490,786,18136.0,12172146.0
2008-11-12,1400,1400,1330,1330,4809,16189.0,12172146.0
2008-11-13,1170,1330,1170,1330,14771,16189.0,12172146.0
2008-11-14,1340,1465,1300,1420,5856,17284.0,12172146.0
2008-11-17,1505,1505,1315,1400,717,17041.0,12172146.0
2008-11-18,1400,1475,1310,1450,238,17650.0,12172146.0
2008-11-19,1440,1450,1240,1440,3353,17528.0,12172146.0
2008-11-20,1300,1435,1250,1250,1691,15215.0,12172146.0
2008-11-21,1225,1405,1215,1395,4132,16980.0,12172146.0
2008-11-24,1400,1440,1380,1435,1605,17467.0,12172146.0
2008-11-25,1490,1490,1280,1435,25762,17467.0,12172146.0
2008-11-26,1480,1500,1290,1450,14610,17650.0,12172146.0
2008-11-27,1350,1465,1320,1450,6815,17650.0,12172146.0
2008-11-28,1495,1495,1425,1480,529,18015.0,12172146.0
2008-12-01,1540,1540,1355,1500,3066,18258.0,12172146.0
2008-12-02,1490,1490,1310,1360,4047,16554.0,12172146.0
2008-12-03,1325,1390,1305,1340,5172,16311.0,12172146.0
2008-12-04,1320,1410,1270,1410,5362,17163.0,12172146.0
2008-12-05,1400,1465,1280,1450,3723,17650.0,12172146.0
2008-12-08,1395,1470,1350,1455,1651,17710.0,12172146.0
2008-12-09,1455,1470,1325,1385,4896,16858.0,12172146.0
2008-12-10,1435,1435,1330,1420,2992,17284.0,12172146.0
2008-12-11,1485,1485,1370,1425,8284,17345.0,12172146.0
2008-12-12,1420,1420,1350,1380,954,16798.0,12172146.0
2008-12-15,1460,1460,1355,1420,1841,17284.0,12172146.0
2008-12-16,1420,1445,1370,1445,812,17589.0,12172146.0
2008-12-17,1340,1445,1300,1405,8734,17102.0,12172146.0
2008-12-18,1350,1445,1350,1435,3171,17467.0,12172146.0
2008-12-19,1405,1550,1305,1500,4484,18258.0,12172146.0
2008-12-22,1525,1525,1410,1520,475,18502.0,12172146.0
2008-12-23,1400,1520,1365,1490,210,18136.0,12172146.0
2008-12-24,1525,1525,1435,1515,340,18441.0,12172146.0
2008-12-26,1410,1515,1410,1510,618,18380.0,12172146.0
2008-12-29,1390,1490,1380,1490,812,18136.0,12172146.0
2008-12-30,1480,1485,1375,1485,357,18076.0,12172146.0
2009-01-02,1420,1500,1420,1500,706,18258.0,12172146.0
2009-01-05,1405,1500,1405,1500,52,18258.0,12172146.0
2009-01-06,1355,1490,1355,1425,532,17345.0,12172146.0
2009-01-07,1500,1500,1350,1470,5832,17893.0,12172146.0
2009-01-08,1470,1470,1400,1400,497,17041.0,12172146.0
2009-01-09,1350,1490,1350,1425,692,17345.0,12172146.0
2009-01-12,1440,1460,1340,1460,990,17771.0,12172146.0
2009-01-13,1380,1465,1320,1465,2358,17832.0,12172146.0
2009-01-14,1355,1680,1350,1405,30503,17102.0,12172146.0
2009-01-15,1390,1390,1310,1310,6093,15946.0,12172146.0
2009-01-16,1300,1400,1280,1290,3010,15702.0,12172146.0
2009-01-19,1275,1325,1275,1325,2087,16128.0,12172146.0
2009-01-20,1280,1495,1275,1490,4903,18136.0,12172146.0
2009-01-21,1330,1490,1330,1490,1074,18136.0,12172146.0
2009-01-22,1380,1480,1380,1415,691,17224.0,12172146.0
2009-01-23,1490,1490,1335,1335,709,16250.0,12172146.0
2009-01-28,1445,1495,1350,1450,766,17650.0,12172146.0
2009-01-29,1450,1495,1370,1450,2219,17650.0,12172146.0
2009-01-30,1380,1450,1380,1450,496,17650.0,12172146.0
2009-02-02,1450,1450,1380,1445,1569,17589.0,12172146.0
2009-02-03,1385,1420,1385,1420,113,17284.0,12172146.0
2009-02-04,1410,1440,1380,1435,3759,17467.0,12172146.0
2009-02-05,1400,1465,1400,1465,1052,17832.0,12172146.0
2009-02-06,1420,1450,1405,1445,3478,17589.0,12172146.0
2009-02-09,1440,1445,1370,1445,3179,17589.0,12172146.0
2009-02-10,1455,1465,1455,1460,22,17771.0,12172146.0
2009-02-11,1485,1485,1365,1440,1655,17528.0,12172146.0
2009-02-12,1415,1440,1390,1425,812,17345.0,12172146.0
2009-02-13,1375,1450,1375,1425,7479,17345.0,12172146.0
2009-02-16,1420,1420,1380,1400,5108,17041.0,12172146.0
2009-02-17,1400,1400,1330,1390,18019,16919.0,12172146.0
2009-02-18,1330,1375,1300,1340,4436,16311.0,12172146.0
2009-02-19,1340,1350,1295,1295,7858,15763.0,12172146.0
2009-02-20,1250,1325,1200,1260,13577,15337.0,12172146.0
2009-02-23,1210,1375,1140,1150,27233,13998.0,12172146.0
2009-02-24,1150,1320,1100,1320,26783,16067.0,12172146.0
2009-02-25,1420,1440,1250,1265,7380,15398.0,12172146.0
2009-02-26,1390,1390,1210,1290,1446,15702.0,12172146.0
2009-02-27,1380,1380,1290,1310,1910,15946.0,12172146.0
2009-03-02,1300,1430,1250,1365,5463,16615.0,12172146.0
2009-03-03,1200,1370,1200,1365,18797,16615.0,12172146.0
2009-03-04,1495,1495,1235,1345,5973,16372.0,12172146.0
2009-03-05,1350,1350,1290,1305,12995,15885.0,12172146.0
2009-03-06,1220,1350,1220,1300,935,15824.0,12172146.0
2009-03-09,1300,1320,1290,1300,1849,15824.0,12172146.0
2009-03-10,1340,1340,1300,1325,4226,16128.0,12172146.0
2009-03-11,1315,1420,1300,1420,11151,17284.0,12172146.0
2009-03-12,1365,1430,1330,1420,22580,17284.0,12172146.0
2009-03-13,1400,1420,1365,1400,19819,17041.0,12172146.0
2009-03-16,1400,1400,1300,1300,3742,15824.0,12172146.0
2009-03-17,1350,1355,1320,1350,1187,16432.0,12172146.0
2009-03-18,1350,1410,1310,1370,39,16676.0,12172146.0
2009-03-19,1310,1445,1305,1310,11181,15946.0,12172146.0
2009-03-20,1310,1385,1310,1350,1882,16432.0,12172146.0
2009-03-23,1305,1490,1305,1350,4804,16432.0,12172146.0
2009-03-24,1390,1390,1310,1310,11960,15946.0,12172146.0
2009-03-25,1330,1370,1300,1330,4202,16189.0,12172146.0
2009-03-26,1395,1395,1330,1335,324,16250.0,12172146.0
2009-03-27,1385,1385,1335,1370,1463,16676.0,12172146.0
2009-03-30,1370,1390,1330,1375,2406,16737.0,12172146.0
2009-03-31,1345,1490,1325,1435,19989,17467.0,12172146.0
2009-04-01,1380,1470,1380,1460,8711,17771.0,12172146.0
2009-04-02,1430,1480,1430,1460,3490,17771.0,12172146.0
2009-04-03,1465,1485,1420,1425,5854,17345.0,12172146.0
2009-04-06,1410,1550,1400,1425,29651,17345.0,12172146.0
2009-04-07,1410,1500,1400,1480,20939,18015.0,12172146.0
2009-04-08,1490,1545,1440,1480,3892,18015.0,12172146.0
2009-04-09,1465,1530,1465,1520,6296,18502.0,12172146.0
2009-04-10,1560,1560,1460,1480,11131,18015.0,12172146.0
2009-04-13,1530,1600,1460,1600,30114,19475.0,12172146.0
2009-04-14,1600,1620,1520,1545,8055,18806.0,12172146.0
2009-04-15,1480,1590,1480,1575,8183,19171.0,12172146.0
2009-04-16,1570,1645,1540,1620,27498,19719.0,12172146.0
2009-04-17,1630,1690,1620,1675,17547,20388.0,12172146.0
2009-04-20,1685,1800,1570,1645,17903,20023.0,12172146.0
2009-04-21,1640,1645,1570,1630,4729,19841.0,12172146.0
2009-04-22,1600,1645,1600,1630,1313,19841.0,12172146.0
2009-04-23,1605,1645,1510,1530,25611,18623.0,12172146.0
2009-04-24,1540,1580,1530,1560,2564,18989.0,12172146.0
2009-04-27,1575,1650,1550,1585,3840,19293.0,12172146.0
2009-04-28,1595,1600,1430,1560,32855,18989.0,12172146.0
2009-04-29,1560,1590,1480,1565,13183,19049.0,12172146.0
2009-04-30,1655,1655,1530,1600,8452,19475.0,12172146.0
2009-05-04,1650,1685,1580,1610,5279,19597.0,12172146.0
2009-05-06,1675,1690,1565,1645,5754,20023.0,12172146.0
2009-05-07,1600,1745,1600,1670,11586,20327.0,12172146.0
2009-05-08,1610,1695,1610,1695,2882,20632.0,12172146.0
2009-05-11,1710,1750,1680,1750,11566,21301.0,12172146.0
2009-05-12,1790,1790,1630,1685,4100,20510.0,12172146.0
2009-05-13,1670,1705,1610,1705,10634,20754.0,12172146.0
2009-05-14,1715,1780,1675,1725,15399,20997.0,12172146.0
2009-05-15,1800,1895,1645,1645,4279,20023.0,12172146.0
2009-05-18,1620,1660,1560,1620,12597,19719.0,12172146.0
2009-05-19,1745,1745,1600,1615,499,19658.0,12172146.0
2009-05-20,1630,1790,1610,1685,3631,20510.0,12172146.0
2009-05-21,1740,1740,1625,1700,18056,20693.0,12172146.0
2009-05-22,1850,1850,1600,1650,15300,20084.0,12172146.0
2009-05-25,1650,1650,1430,1505,35810,18319.0,12172146.0
2009-05-26,1540,1550,1500,1550,2466,18867.0,12172146.0
2009-05-27,1500,1600,1500,1500,2412,18258.0,12172146.0
2009-05-28,1500,1540,1390,1460,14601,17771.0,12172146.0
2009-05-29,1465,1625,1460,1610,3420,19597.0,12172146.0
2009-06-01,1610,1645,1605,1620,151,19719.0,12172146.0
2009-06-02,1565,1690,1560,1615,4323,19658.0,12172146.0
2009-06-03,1575,1640,1575,1595,3117,19415.0,12172146.0
2009-06-04,1595,1600,1450,1590,6300,19354.0,12172146.0
2009-06-05,1625,1625,1530,1595,625,19415.0,12172146.0
2009-06-08,1605,1605,1500,1525,6717,18563.0,12172146.0
2009-06-09,1540,1565,1530,1540,522,18745.0,12172146.0
2009-06-10,1575,1575,1460,1550,2227,18867.0,12172146.0
2009-06-11,1550,1575,1490,1565,558,19049.0,12172146.0
2009-06-12,1620,1620,1510,1580,2825,19232.0,12172146.0
2009-06-15,1650,1650,1510,1585,1867,19293.0,12172146.0
2009-06-16,1585,1585,1540,1585,380,19293.0,12172146.0
2009-06-17,1615,1615,1615,1615,10,19658.0,12172146.0
2009-06-18,1590,1590,1510,1555,15620,18928.0,12172146.0
2009-06-19,1550,1550,1485,1510,10220,18380.0,12172146.0
2009-06-22,1470,1595,1400,1595,3713,19415.0,12172146.0
2009-06-23,1540,1590,1440,1515,3591,18441.0,12172146.0
2009-06-24,1470,1545,1470,1540,533,18745.0,12172146.0
2009-06-25,1540,1550,1500,1500,616,18258.0,12172146.0
2009-06-26,1550,1550,1470,1525,4250,18563.0,12172146.0
2009-06-29,1500,1545,1420,1440,24454,17528.0,12172146.0
2009-06-30,1500,1535,1380,1490,2362,18136.0,12172146.0
2009-07-01,1490,1510,1470,1500,814,18258.0,12172146.0
2009-07-02,1540,1540,1500,1530,8787,18623.0,12172146.0
2009-07-03,1530,1530,1450,1520,644,18502.0,12172146.0
2009-07-06,1490,1550,1400,1440,21177,17528.0,12172146.0
2009-07-07,1410,1500,1405,1500,12499,18258.0,12172146.0
2009-07-08,1480,1525,1430,1500,6360,18258.0,12172146.0
2009-07-09,1515,1515,1450,1485,3203,18076.0,12172146.0
2009-07-10,1445,1525,1435,1525,4968,18563.0,12172146.0
2009-07-13,1480,1520,1400,1455,6478,17710.0,12172146.0
2009-07-14,1500,1515,1455,1455,1096,17710.0,12172146.0
2009-07-15,1455,1535,1435,1480,55158,18015.0,12172146.0
2009-07-16,1495,1520,1455,1520,2745,18502.0,12172146.0
2009-07-17,1515,1520,1440,1490,10863,18136.0,12172146.0
2009-07-20,1490,1490,1430,1490,22501,18136.0,12172146.0
2009-07-21,1460,1460,1420,1460,13033,17771.0,12172146.0
2009-07-22,1450,1500,1450,1500,1365,18258.0,12172146.0
2009-07-23,1465,1500,1465,1500,1891,18258.0,12172146.0
2009-07-24,1515,1515,1445,1480,9637,18015.0,12172146.0
2009-07-27,1470,1485,1465,1485,405,18076.0,12172146.0
2009-07-28,1470,1485,1440,1480,2507,18015.0,12172146.0
2009-07-29,1455,1530,1455,1485,5916,18076.0,12172146.0
2009-07-30,1475,1475,1430,1430,4812,17406.0,12172146.0
2009-07-31,1455,1530,1435,1495,1632,18197.0,12172146.0
2009-08-03,1530,1530,1425,1425,7939,17345.0,12172146.0
2009-08-04,1490,1490,1445,1445,955,17589.0,12172146.0
2009-08-05,1470,1470,1405,1405,8010,17102.0,12172146.0
2009-08-06,1440,1450,1405,1430,653,17406.0,12172146.0
2009-08-07,1450,1500,1430,1495,8887,18197.0,12172146.0
2009-08-10,1495,1500,1440,1500,2557,18258.0,12172146.0
2009-08-11,1505,1505,1450,1505,4871,18319.0,12172146.0
2009-08-12,1525,1525,1470,1495,1028,18197.0,12172146.0
2009-08-13,1495,1500,1480,1495,358,18197.0,12172146.0
2009-08-14,1495,1520,1430,1510,9774,18380.0,12172146.0
2009-08-17,1500,1510,1495,1500,895,18258.0,12172146.0
2009-08-18,1515,1520,1445,1520,20879,18502.0,12172146.0
