아이에스이커머스(069920),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-04-27,1275,1310,1250,1250,5254,15662.0,12529936.0
2011-04-28,1260,1295,1250,1290,5262,16164.0,12529936.0
2011-04-29,1285,1300,1255,1290,451,16164.0,12529936.0
2011-05-02,1315,1345,1290,1340,2450,16790.0,12529936.0
2011-05-03,1335,1335,1290,1310,2865,16414.0,12529936.0
2011-05-04,1330,1330,1295,1295,4244,16226.0,12529936.0
2011-05-06,1290,1340,1250,1275,55338,15976.0,12529936.0
2011-05-09,1275,1275,1270,1275,1387,15976.0,12529936.0
2011-05-11,1270,1355,1240,1260,19356,15788.0,12529936.0
2011-05-12,1250,1345,1205,1240,18905,15537.0,12529936.0
2011-05-13,1240,1300,1210,1240,16056,15537.0,12529936.0
2011-05-16,1235,1255,1235,1240,7614,15537.0,12529936.0
2011-05-17,1240,1250,1220,1240,16828,15537.0,12529936.0
2011-05-18,1235,1255,1230,1240,9191,15537.0,12529936.0
2011-05-19,1240,1250,1230,1250,10381,15662.0,12529936.0
2011-05-20,1250,1250,1160,1240,23099,15537.0,12529936.0
2011-05-23,1240,1250,1220,1240,3334,15537.0,12529936.0
2011-05-24,1230,1245,1210,1240,6705,15537.0,12529936.0
2011-05-25,1245,1245,1200,1240,1036,15537.0,12529936.0
2011-05-26,1215,1330,1185,1240,15917,15537.0,12529936.0
2011-05-27,1240,1270,1165,1270,50003,15913.0,12529936.0
2011-05-30,1225,1410,1180,1410,80346,17667.0,12529936.0
2011-05-31,1315,1470,1315,1470,16958,18419.0,12529936.0
2011-06-01,1400,1460,1270,1430,58953,17918.0,12529936.0
2011-06-02,1350,1445,1315,1435,28914,17980.0,12529936.0
2011-06-03,1400,1520,1350,1520,98021,19046.0,12529936.0
2011-06-07,1500,1500,1350,1350,23063,16915.0,12529936.0
2011-06-08,1305,1385,1280,1280,11244,16038.0,12529936.0
2011-06-09,1280,1330,1235,1260,27626,15788.0,12529936.0
2011-06-10,1230,1295,1225,1250,7131,15662.0,12529936.0
2011-06-13,1245,1250,1230,1250,2742,15662.0,12529936.0
2011-06-14,1225,1250,1220,1225,11983,15349.0,12529936.0
2011-06-15,1220,1225,1200,1225,10218,15349.0,12529936.0
2011-06-16,1200,1245,1190,1190,17013,14911.0,12529936.0
2011-06-17,1190,1235,1180,1205,8508,15099.0,12529936.0
2011-06-20,1180,1225,1120,1210,12304,15161.0,12529936.0
2011-06-21,1180,1230,1180,1210,5066,15161.0,12529936.0
2011-06-22,1200,1200,1160,1165,14710,14597.0,12529936.0
2011-06-23,1165,1210,1140,1195,9465,14973.0,12529936.0
2011-06-24,1160,1190,1095,1120,33439,14034.0,12529936.0
2011-06-27,1150,1200,1130,1200,20712,15036.0,12529936.0
2011-06-28,1200,1200,1135,1155,7743,14472.0,12529936.0
2011-06-29,1155,1185,1130,1170,12255,14660.0,12529936.0
2011-06-30,1140,1175,1140,1170,9559,14660.0,12529936.0
2011-07-01,1175,1175,1135,1165,1584,14597.0,12529936.0
2011-07-04,1140,1170,1125,1130,11647,14159.0,12529936.0
2011-07-05,1125,1170,1110,1150,11554,14409.0,12529936.0
2011-07-06,1150,1150,1125,1150,2436,14409.0,12529936.0
2011-07-07,1130,1150,1130,1150,1591,14409.0,12529936.0
2011-07-08,1150,1195,1130,1150,21213,14409.0,12529936.0
2011-07-11,1180,1180,1140,1175,1452,14723.0,12529936.0
2011-07-12,1180,1180,1160,1170,1645,14660.0,12529936.0
2011-07-13,1150,1170,1145,1160,5299,14535.0,12529936.0
2011-07-14,1165,1175,1155,1155,1171,14472.0,12529936.0
2011-07-15,1150,1195,1150,1195,9232,14973.0,12529936.0
2011-07-18,1170,1275,1170,1275,26942,15976.0,12529936.0
2011-07-19,1260,1260,1220,1250,10660,15662.0,12529936.0
2011-07-20,1230,1260,1230,1255,3168,15725.0,12529936.0
2011-07-21,1220,1285,1220,1260,11087,15788.0,12529936.0
2011-07-22,1230,1310,1225,1265,11100,15850.0,12529936.0
2011-07-25,1250,1325,1250,1325,9425,16602.0,12529936.0
2011-07-26,1300,1350,1295,1350,3842,16915.0,12529936.0
2011-07-27,1305,1400,1305,1375,14042,17229.0,12529936.0
2011-07-28,1375,1400,1350,1370,8302,17166.0,12529936.0
2011-07-29,1395,1395,1265,1265,16281,15850.0,12529936.0
2011-08-01,1330,1330,1240,1270,8548,15913.0,12529936.0
2011-08-02,1270,1270,1205,1230,4299,15412.0,12529936.0
2011-08-03,1190,1260,1190,1230,8156,15412.0,12529936.0
2011-08-04,1205,1275,1200,1200,10809,15036.0,12529936.0
2011-08-05,1050,1195,1050,1155,24130,14472.0,12529936.0
2011-08-08,1130,1220,1100,1160,16556,14535.0,12529936.0
2011-08-09,1065,1180,1035,1120,36290,14034.0,12529936.0
2011-08-10,1060,1200,1060,1185,1825,14848.0,12529936.0
2011-08-11,1100,1230,1100,1175,2403,14723.0,12529936.0
2011-08-12,1165,1275,1115,1165,798,14597.0,12529936.0
2011-08-16,1150,1200,1145,1145,50,14347.0,12529936.0
2011-08-17,1150,1250,1150,1215,6665,15224.0,12529936.0
2011-08-18,1160,1300,1160,1205,9215,15099.0,12529936.0
2011-08-19,1215,1230,1140,1175,16881,14723.0,12529936.0
2011-08-22,1140,1185,1075,1130,10303,14159.0,12529936.0
2011-08-23,1130,1255,1080,1120,16326,14034.0,12529936.0
2011-08-24,1145,1170,1090,1100,2686,13783.0,12529936.0
2011-08-25,1135,1160,1110,1120,3293,14034.0,12529936.0
2011-08-26,1125,1170,1125,1165,750,14597.0,12529936.0
2011-08-29,1255,1255,1140,1155,5810,14472.0,12529936.0
2011-08-30,1155,1280,1090,1160,18771,14535.0,12529936.0
2011-08-31,1240,1260,1145,1165,19868,14597.0,12529936.0
2011-09-01,1145,1215,1140,1165,8131,14597.0,12529936.0
2011-09-02,1175,1175,1140,1165,6,14597.0,12529936.0
2011-09-05,1160,1160,1105,1130,6271,14159.0,12529936.0
2011-09-06,1120,1140,1055,1060,9369,13282.0,12529936.0
2011-09-07,1050,1120,1050,1100,198,13783.0,12529936.0
2011-09-08,1095,1135,1035,1110,6173,13908.0,12529936.0
2011-09-09,1120,1165,1110,1150,21595,14409.0,12529936.0
2011-09-14,1165,1165,1125,1150,25,14409.0,12529936.0
2011-09-15,1145,1145,1070,1120,14025,14034.0,12529936.0
2011-09-16,1160,1245,1110,1200,29964,15036.0,12529936.0
2011-09-19,1215,1235,1175,1195,15219,14973.0,12529936.0
2011-09-20,1190,1205,1145,1200,2932,15036.0,12529936.0
2011-09-21,1195,1215,1155,1200,15939,15036.0,12529936.0
2011-09-22,1295,1295,1075,1100,37475,13783.0,12529936.0
2011-09-23,1090,1090,1020,1070,16238,13407.0,12529936.0
2011-09-26,1010,1155,990,1025,21804,12843.0,12529936.0
2011-09-27,1025,1095,1020,1065,1829,13344.0,12529936.0
2011-09-28,1075,1120,1020,1090,5626,13658.0,12529936.0
2011-09-29,1080,1090,1055,1055,2147,13219.0,12529936.0
2011-09-30,1080,1115,1055,1110,1629,13908.0,12529936.0
2011-10-04,1105,1105,1105,1105,50,13846.0,12529936.0
2011-10-05,1255,1255,956,1100,1523,13783.0,12529936.0
2011-10-06,1090,1100,1080,1100,248,13783.0,12529936.0
2011-10-07,1095,1100,1060,1100,667,13783.0,12529936.0
2011-10-10,1095,1155,1050,1110,1877,13908.0,12529936.0
2011-10-11,1110,1125,1095,1095,4523,13720.0,12529936.0
2011-10-12,1100,1100,1060,1090,3531,13658.0,12529936.0
2011-10-13,1095,1105,1065,1080,4778,13532.0,12529936.0
2011-10-14,1060,1085,1060,1070,58,13407.0,12529936.0
2011-10-17,1060,1155,1035,1110,1755,13908.0,12529936.0
2011-10-18,1110,1115,1065,1100,9777,13783.0,12529936.0
2011-10-19,1080,1110,1080,1085,7,13595.0,12529936.0
2011-10-20,1070,1105,1060,1095,2084,13720.0,12529936.0
2011-10-21,1070,1105,1070,1090,1611,13658.0,12529936.0
2011-10-24,1105,1110,1055,1090,307,13658.0,12529936.0
2011-10-25,1075,1200,1035,1175,9616,14723.0,12529936.0
2011-10-26,1220,1230,1065,1105,16716,13846.0,12529936.0
2011-10-27,1105,1105,1065,1090,6033,13658.0,12529936.0
2011-10-28,1130,1130,1085,1110,231,13908.0,12529936.0
2011-10-31,1115,1120,1085,1105,618,13846.0,12529936.0
2011-11-01,1105,1115,1085,1110,6141,13908.0,12529936.0
2011-11-02,1105,1105,1090,1100,4090,13783.0,12529936.0
2011-11-03,1090,1200,1085,1105,8061,13846.0,12529936.0
2011-11-04,1200,1200,1145,1145,1666,14347.0,12529936.0
2011-11-07,1160,1160,1095,1150,2891,14409.0,12529936.0
2011-11-08,1110,1155,1110,1155,2735,14472.0,12529936.0
2011-11-09,1185,1185,1140,1175,468,14723.0,12529936.0
2011-11-10,1110,1180,1090,1120,6388,14034.0,12529936.0
2011-11-11,1080,1195,1080,1195,1518,14973.0,12529936.0
2011-11-14,1130,1185,1130,1180,2596,14785.0,12529936.0
2011-11-15,1180,1180,1125,1130,709,14159.0,12529936.0
2011-11-16,1180,1180,1125,1135,2839,14221.0,12529936.0
2011-11-17,1160,1165,1105,1165,767,14597.0,12529936.0
2011-11-18,1165,1165,1155,1165,513,14597.0,12529936.0
2011-11-21,1160,1165,1105,1160,460,14535.0,12529936.0
2011-11-22,1160,1300,1125,1300,9833,16289.0,12529936.0
2011-11-23,1465,1480,1135,1135,30463,14221.0,12529936.0
2011-11-24,1100,1180,1100,1115,3253,13971.0,12529936.0
2011-11-25,1055,1170,1055,1105,8758,13846.0,12529936.0
2011-11-28,1080,1160,1080,1135,3532,14221.0,12529936.0
2011-11-29,1160,1160,1090,1090,6770,13658.0,12529936.0
2011-11-30,1095,1200,1080,1150,7051,14409.0,12529936.0
2011-12-01,1170,1210,1100,1125,6508,14096.0,12529936.0
2011-12-02,1115,1155,1105,1140,1325,14284.0,12529936.0
2011-12-05,1115,1175,1115,1145,1368,14347.0,12529936.0
2011-12-06,1125,1180,1095,1095,2928,13720.0,12529936.0
2011-12-07,1095,1130,977,1030,49146,12906.0,12529936.0
2011-12-08,1030,1080,1000,1070,41461,13407.0,12529936.0
2011-12-09,1030,1050,993,1020,39721,12781.0,12529936.0
2011-12-12,1020,1030,1005,1020,6435,12781.0,12529936.0
2011-12-13,992,1020,901,1020,11009,12781.0,12529936.0
2011-12-14,982,1030,982,1030,2722,12906.0,12529936.0
2011-12-15,1030,1030,981,1015,681,12718.0,12529936.0
2011-12-16,1025,1070,990,1055,10042,13219.0,12529936.0
2011-12-19,1055,1150,1005,1055,4237,13219.0,12529936.0
2011-12-20,1015,1090,1015,1090,3259,13658.0,12529936.0
2011-12-21,1090,1090,1030,1060,413,13282.0,12529936.0
2011-12-22,1040,1100,1040,1095,10829,13720.0,12529936.0
2011-12-23,1130,1130,1055,1055,202,13219.0,12529936.0
2011-12-26,1035,1115,1035,1065,6667,13344.0,12529936.0
2011-12-27,1065,1110,1045,1070,1790,13407.0,12529936.0
2011-12-28,1085,1120,1055,1095,5098,13720.0,12529936.0
2011-12-29,1095,1160,1045,1095,936,13720.0,12529936.0
2012-01-02,1120,1120,1040,1080,2758,13532.0,12529936.0
2012-01-03,1080,1080,1075,1075,11,13470.0,12529936.0
2012-01-04,1085,1085,1035,1060,7189,13282.0,12529936.0
2012-01-05,1070,1085,1035,1070,1476,13407.0,12529936.0
2012-01-06,1100,1100,1030,1065,5637,13344.0,12529936.0
2012-01-09,1065,1065,1050,1055,699,13219.0,12529936.0
2012-01-10,1065,1065,1000,1050,4679,13156.0,12529936.0
2012-01-11,1035,1080,1035,1055,10835,13219.0,12529936.0
2012-01-12,1070,1070,1010,1035,23149,12968.0,12529936.0
2012-01-13,1060,1070,1030,1040,4848,13031.0,12529936.0
2012-01-16,1095,1190,1025,1080,274783,13532.0,12529936.0
2012-01-17,1050,1130,1050,1070,8350,13407.0,12529936.0
2012-01-18,1095,1165,1050,1080,21318,13532.0,12529936.0
2012-01-19,1095,1115,1050,1100,20820,13783.0,12529936.0
2012-01-20,1090,1105,1075,1100,2936,13783.0,12529936.0
2012-01-25,1110,1110,1025,1040,19636,13031.0,12529936.0
2012-01-26,1035,1080,1030,1080,7653,13532.0,12529936.0
2012-01-27,1050,1090,1045,1090,517,13658.0,12529936.0
2012-01-30,1050,1085,1025,1065,19522,13344.0,12529936.0
2012-01-31,1060,1060,1030,1040,13819,13031.0,12529936.0
2012-02-01,1030,1050,1030,1035,14967,12968.0,12529936.0
2012-02-02,1035,1040,1030,1040,13589,13031.0,12529936.0
2012-02-03,1040,1050,1035,1040,5516,13031.0,12529936.0
2012-02-06,1045,1050,1035,1040,3209,13031.0,12529936.0
2012-02-07,1035,1095,1035,1050,10753,13156.0,12529936.0
2012-02-08,1040,1045,1030,1040,8439,13031.0,12529936.0
2012-02-09,1050,1050,1040,1050,3504,13156.0,12529936.0
2012-02-10,1050,1075,1040,1075,9890,13470.0,12529936.0
2012-02-13,1050,1065,1040,1060,20567,13282.0,12529936.0
2012-02-14,1055,1115,1055,1075,7914,13470.0,12529936.0
2012-02-15,1070,1085,1065,1080,4876,13532.0,12529936.0
2012-02-16,1090,1180,1080,1130,35730,14159.0,12529936.0
2012-02-17,1130,1145,1085,1145,13775,14347.0,12529936.0
2012-02-20,1150,1305,1145,1150,40115,14409.0,12529936.0
2012-02-21,1190,1320,1135,1320,141321,16540.0,12529936.0
2012-02-22,1295,1440,1190,1315,113920,16477.0,12529936.0
2012-02-23,1280,1295,1200,1200,55433,15036.0,12529936.0
2012-02-24,1200,1245,1170,1230,12524,15412.0,12529936.0
2012-02-27,1225,1410,1120,1265,659422,15850.0,12529936.0
2012-02-28,1255,1440,1210,1370,117472,17166.0,12529936.0
2012-02-29,1530,1575,1300,1315,300758,16477.0,12529936.0
2012-03-02,1405,1510,1315,1330,363004,16665.0,12529936.0
2012-03-05,1310,1310,1140,1230,132237,15412.0,12529936.0
2012-03-06,1255,1410,1205,1410,323229,17667.0,12529936.0
2012-03-07,1360,1500,1320,1415,270757,17730.0,12529936.0
2012-03-08,1455,1545,1360,1360,281153,17041.0,12529936.0
2012-03-09,1480,1560,1345,1560,488390,19547.0,12529936.0
2012-03-12,1485,1530,1430,1485,181924,18607.0,12529936.0
2012-03-13,1495,1550,1375,1400,63113,17542.0,12529936.0
2012-03-14,1380,1515,1375,1425,61265,17855.0,12529936.0
2012-03-15,1450,1450,1390,1400,23691,17542.0,12529936.0
2012-03-16,1425,1425,1310,1380,22963,17291.0,12529936.0
2012-03-19,1370,1460,1320,1380,88275,17291.0,12529936.0
2012-03-20,1355,1395,1205,1210,119204,15161.0,12529936.0
2012-03-21,1220,1270,1215,1260,27313,15788.0,12529936.0
2012-03-22,1280,1280,1200,1200,50230,15036.0,12529936.0
2012-03-23,1170,1375,1160,1335,138538,16727.0,12529936.0
2012-03-26,1300,1355,1295,1335,10832,16727.0,12529936.0
2012-03-27,1350,1350,1235,1240,14179,15537.0,12529936.0
2012-03-28,1265,1270,1200,1255,9022,15725.0,12529936.0
2012-03-29,1220,1255,1165,1210,30814,15161.0,12529936.0
2012-03-30,1255,1255,1190,1200,2631,15036.0,12529936.0
2012-04-02,1190,1215,1180,1200,10619,15036.0,12529936.0
2012-04-03,1265,1265,1155,1210,17561,15161.0,12529936.0
2012-04-04,1230,1230,1160,1185,8390,14848.0,12529936.0
2012-04-05,1220,1240,1160,1175,2174,14723.0,12529936.0
2012-04-06,1215,1215,1175,1205,396,15099.0,12529936.0
2012-04-09,1225,1225,1150,1200,3313,15036.0,12529936.0
2012-04-10,1160,1240,1160,1235,5972,15474.0,12529936.0
2012-04-12,1210,1255,1190,1245,2409,15600.0,12529936.0
2012-04-13,1255,1430,1155,1325,259432,16602.0,12529936.0
2012-04-16,1295,1365,1250,1260,27354,15788.0,12529936.0
2012-04-17,1265,1330,1225,1285,42461,16101.0,12529936.0
2012-04-18,1335,1335,1230,1235,44751,15474.0,12529936.0
2012-04-19,1235,1255,1200,1210,20150,15161.0,12529936.0
2012-04-20,1220,1220,1175,1195,9461,14973.0,12529936.0
2012-04-23,1185,1290,1180,1275,58356,15976.0,12529936.0
2012-04-24,1235,1340,1220,1295,18670,16226.0,12529936.0
2012-04-25,1295,1305,1235,1245,9339,15600.0,12529936.0
2012-04-26,1250,1280,1210,1250,21249,15662.0,12529936.0
2012-04-27,1215,1280,1075,1235,16847,15474.0,12529936.0
2012-04-30,1235,1250,1175,1225,7456,15349.0,12529936.0
2012-05-02,1225,1305,1185,1240,48152,15537.0,12529936.0
2012-05-03,1235,1425,1235,1425,338091,17855.0,12529936.0
2012-05-04,1445,1475,1365,1430,139461,17918.0,12529936.0
2012-05-07,1425,1425,1335,1400,54719,17542.0,12529936.0
2012-05-08,1430,1610,1385,1610,726572,20173.0,12529936.0
2012-05-09,1580,1595,1490,1555,198260,19484.0,12529936.0
2012-05-10,1570,1720,1405,1550,267853,19421.0,12529936.0
2012-05-11,1580,1580,1450,1495,51467,18732.0,12529936.0
2012-05-14,1490,1590,1420,1420,54847,17793.0,12529936.0
2012-05-15,1370,1415,1250,1280,69156,16038.0,12529936.0
2012-05-16,1250,1270,1180,1220,61544,15287.0,12529936.0
2012-05-17,1215,1300,1165,1295,65158,16226.0,12529936.0
2012-05-18,1290,1325,1180,1250,21824,15662.0,12529936.0
2012-05-21,1210,1290,1185,1210,24782,15161.0,12529936.0
2012-05-22,1215,1295,1200,1265,28491,15850.0,12529936.0
2012-05-23,1285,1285,1175,1205,52623,15099.0,12529936.0
2012-05-24,1205,1240,1150,1150,22812,14409.0,12529936.0
2012-05-25,1165,1290,1130,1225,58125,15349.0,12529936.0
2012-05-29,1260,1260,1185,1190,23688,14911.0,12529936.0
2012-05-30,1170,1210,1150,1190,11983,14911.0,12529936.0
2012-05-31,1175,1255,1110,1120,32592,14034.0,12529936.0
2012-06-01,1140,1160,1120,1125,16764,14096.0,12529936.0
2012-06-04,1085,1145,1070,1115,28297,13971.0,12529936.0
2012-06-05,1090,1175,1090,1105,12573,13846.0,12529936.0
2012-06-07,1110,1155,1105,1140,14476,14284.0,12529936.0
2012-06-08,1150,1240,1135,1170,15193,14660.0,12529936.0
2012-06-11,1180,1190,1110,1140,22594,14284.0,12529936.0
2012-06-12,1105,1200,1105,1180,38520,14785.0,12529936.0
2012-06-13,1195,1250,1145,1180,8164,14785.0,12529936.0
2012-06-14,1175,1240,1160,1180,15461,14785.0,12529936.0
2012-06-15,1205,1210,1155,1180,12376,14785.0,12529936.0
2012-06-18,1220,1330,1185,1225,24230,15349.0,12529936.0
2012-06-19,1225,1280,1210,1250,31626,15662.0,12529936.0
2012-06-20,1250,1390,1250,1320,74910,16540.0,12529936.0
2012-06-21,1285,1360,1210,1325,19391,16602.0,12529936.0
2012-06-22,1325,1330,1230,1325,19576,16602.0,12529936.0
2012-06-25,1380,1380,1285,1330,8529,16665.0,12529936.0
2012-06-26,1340,1340,1255,1255,11216,15725.0,12529936.0
2012-06-27,1230,1275,1220,1270,13135,15913.0,12529936.0
2012-06-28,1310,1315,1240,1290,7492,16164.0,12529936.0
2012-06-29,1310,1315,1250,1315,19821,16477.0,12529936.0
2012-07-02,1315,1360,1285,1325,9646,16602.0,12529936.0
2012-07-03,1370,1370,1260,1260,16740,15788.0,12529936.0
2012-07-04,1265,1290,1255,1290,2633,16164.0,12529936.0
2012-07-05,1260,1310,1255,1255,17634,15725.0,12529936.0
2012-07-06,1280,1315,1255,1305,9464,16352.0,12529936.0
2012-07-09,1300,1450,1280,1360,38697,17041.0,12529936.0
2012-07-10,1400,1560,1390,1560,1110699,19547.0,12529936.0
2012-07-11,1640,1715,1420,1470,700747,18419.0,12529936.0
2012-07-12,1475,1690,1475,1690,935633,21176.0,12529936.0
2012-07-13,1640,1940,1500,1550,2534780,19421.0,12529936.0
2012-07-16,1545,1665,1500,1600,907341,20048.0,12529936.0
2012-07-17,1640,1760,1570,1640,1092213,20549.0,12529936.0
2012-07-18,1645,1700,1490,1565,621267,19609.0,12529936.0
2012-07-19,1590,1625,1415,1450,488223,18168.0,12529936.0
2012-07-20,1465,1510,1440,1500,326090,18795.0,12529936.0
2012-07-23,1510,1515,1350,1350,302929,16915.0,12529936.0
2012-07-24,1310,1415,1310,1325,206334,16602.0,12529936.0
2012-07-25,1325,1350,1250,1280,57228,16038.0,12529936.0
2012-07-26,1280,1470,1280,1470,766277,18419.0,12529936.0
2012-07-27,1690,1690,1350,1350,2576639,16915.0,12529936.0
2012-07-30,1390,1395,1340,1380,430678,17291.0,12529936.0
2012-07-31,1385,1560,1380,1535,1258965,19233.0,12529936.0
2012-08-01,1490,1565,1475,1540,290804,19296.0,12529936.0
2012-08-02,1510,1650,1510,1630,452198,20424.0,12529936.0
2012-08-03,1600,1625,1560,1565,176284,19609.0,12529936.0
2012-08-06,1590,1595,1495,1515,135347,18983.0,12529936.0
2012-08-07,1515,1685,1490,1535,548251,19233.0,12529936.0
2012-08-08,1530,1575,1430,1435,175748,17980.0,12529936.0
2012-08-09,1420,1455,1375,1410,170464,17667.0,12529936.0
2012-08-10,1415,1575,1355,1480,342143,18544.0,12529936.0
2012-08-13,1480,1535,1430,1490,103973,18670.0,12529936.0
2012-08-14,1510,1710,1510,1710,1459608,21426.0,12529936.0
2012-08-16,1825,1840,1670,1750,2199504,21927.0,12529936.0
2012-08-17,1755,1810,1725,1800,1560990,22554.0,12529936.0
2012-08-20,1875,2065,1710,1750,1462434,21927.0,12529936.0
2012-08-21,1705,1755,1680,1740,372243,21802.0,12529936.0
2012-08-22,1750,1850,1690,1745,1025556,21865.0,12529936.0
2012-08-23,1795,1795,1535,1600,758317,20048.0,12529936.0
2012-08-24,1650,1670,1600,1650,371625,20674.0,12529936.0
2012-08-27,1670,1735,1575,1690,394401,21176.0,12529936.0
2012-08-28,1745,1800,1655,1735,682170,21739.0,12529936.0
2012-08-29,1735,1775,1690,1750,368573,21927.0,12529936.0
2012-08-30,1780,1825,1700,1740,519660,21802.0,12529936.0
2012-08-31,1725,1770,1660,1750,243855,21927.0,12529936.0
2012-09-03,1755,1760,1685,1715,143986,21489.0,12529936.0
2012-09-04,1720,1750,1660,1715,144492,21489.0,12529936.0
2012-09-05,1725,1825,1680,1825,638041,22867.0,12529936.0
2012-09-06,1820,1880,1750,1780,417331,22303.0,12529936.0
2012-09-07,1790,1800,1730,1800,153541,22554.0,12529936.0
2012-09-10,1840,1930,1615,1650,665982,20674.0,12529936.0
2012-09-11,1605,1660,1555,1640,210856,20549.0,12529936.0
2012-09-12,1650,1655,1565,1600,270519,20048.0,12529936.0
2012-09-13,1605,1605,1545,1595,180997,19985.0,12529936.0
2012-09-14,1575,1600,1490,1580,141856,19797.0,12529936.0
2012-09-17,1555,1580,1500,1575,69975,19735.0,12529936.0
2012-09-18,1550,1565,1505,1530,63010,19171.0,12529936.0
2012-09-19,1545,1610,1530,1595,81166,19985.0,12529936.0
2012-09-20,1570,1615,1545,1615,102405,20236.0,12529936.0
2012-09-21,1615,1615,1470,1490,145683,18670.0,12529936.0
2012-09-24,1495,1540,1400,1465,60719,18356.0,12529936.0
2012-09-25,1450,1500,1400,1485,81193,18607.0,12529936.0
2012-09-26,1410,1500,1350,1400,180982,17542.0,12529936.0
2012-09-27,1405,1405,1290,1310,115458,16414.0,12529936.0
2012-09-28,1315,1345,1310,1330,70104,16665.0,12529936.0
2012-10-02,1330,1365,1310,1350,54075,16915.0,12529936.0
2012-10-04,1325,1375,1310,1365,58680,17103.0,12529936.0
2012-10-05,1395,1395,1330,1340,60380,16790.0,12529936.0
2012-10-08,1385,1385,1290,1345,79718,16853.0,12529936.0
2012-10-09,1315,1360,1305,1320,52831,16540.0,12529936.0
2012-10-10,1315,1325,1270,1300,89536,16289.0,12529936.0
2012-10-11,1300,1350,1250,1350,104034,16915.0,12529936.0
2012-10-12,1330,1550,1330,1550,437438,19421.0,12529936.0
2012-10-15,1760,1760,1470,1470,2067587,18419.0,12529936.0
2012-10-16,1440,1560,1430,1540,360540,19296.0,12529936.0
2012-10-17,1535,1570,1430,1430,193838,17918.0,12529936.0
2012-10-18,1435,1440,1300,1305,243175,16352.0,12529936.0
2012-10-19,1290,1310,1125,1300,237696,16289.0,12529936.0
2012-10-22,1255,1300,1220,1280,92223,16038.0,12529936.0
2012-10-23,1285,1295,1235,1265,133399,15850.0,12529936.0
2012-10-24,1260,1320,1250,1255,176501,15725.0,12529936.0
2012-10-25,1275,1430,1270,1395,604787,17479.0,12529936.0
2012-10-26,1395,1395,1245,1260,283154,15788.0,12529936.0
2012-10-29,1270,1305,1225,1255,85698,15725.0,12529936.0
2012-10-30,1255,1255,1125,1150,127545,14409.0,12529936.0
2012-10-31,1175,1235,1160,1185,150928,14848.0,12529936.0
2012-11-01,1200,1200,1155,1165,63177,14597.0,12529936.0
2012-11-02,1210,1220,1150,1180,79329,14785.0,12529936.0
2012-11-05,1185,1240,1165,1200,85989,15036.0,12529936.0
2012-11-06,1180,1225,1180,1220,19614,15287.0,12529936.0
2012-11-07,1230,1250,1180,1180,30029,14785.0,12529936.0
2012-11-08,1160,1200,1145,1150,52746,14409.0,12529936.0
2012-11-09,1175,1175,1100,1160,94220,14535.0,12529936.0
2012-11-12,1170,1180,1150,1160,32346,14535.0,12529936.0
2012-11-13,1230,1230,1135,1155,67087,14472.0,12529936.0
2012-11-14,1140,1200,1140,1150,73063,14409.0,12529936.0
2012-11-15,1150,1150,1015,1090,67701,13658.0,12529936.0
2012-11-16,1050,1150,1035,1090,105185,13658.0,12529936.0
2012-11-19,1075,1145,1075,1120,27565,14034.0,12529936.0
2012-11-20,1150,1155,1120,1150,16145,14409.0,12529936.0
2012-11-21,1170,1170,1090,1090,20260,13658.0,12529936.0
2012-11-22,1125,1130,1070,1090,30879,13658.0,12529936.0
2012-11-23,1100,1125,1075,1090,22323,13658.0,12529936.0
2012-11-26,1105,1215,1105,1145,166870,14347.0,12529936.0
2012-11-27,1170,1170,1120,1150,53155,14409.0,12529936.0
2012-11-28,1170,1170,1070,1080,97073,13532.0,12529936.0
2012-11-29,1070,1145,1070,1130,50982,14159.0,12529936.0
2012-11-30,1165,1165,1075,1095,80943,13720.0,12529936.0
2012-12-03,1095,1130,1085,1115,34565,13971.0,12529936.0
2012-12-04,1135,1135,1095,1120,36194,14034.0,12529936.0
2012-12-05,1140,1145,1110,1110,33270,13908.0,12529936.0
2012-12-06,1130,1130,1100,1110,12417,13908.0,12529936.0
2012-12-07,1220,1220,1110,1130,24121,14159.0,12529936.0
2012-12-10,1145,1260,1135,1210,183122,15161.0,12529936.0
2012-12-11,1160,1220,1160,1210,16331,15161.0,12529936.0
2012-12-12,1220,1390,1150,1200,560079,15036.0,12529936.0
2012-12-13,1165,1270,1165,1220,78782,15287.0,12529936.0
2012-12-14,1220,1220,1175,1200,29655,15036.0,12529936.0
2012-12-17,1250,1270,1180,1200,18482,15036.0,12529936.0
2012-12-18,1225,1225,1160,1165,22378,14597.0,12529936.0
2012-12-20,1180,1300,1175,1270,95714,15913.0,12529936.0
2012-12-21,1270,1295,1225,1240,24741,15537.0,12529936.0
2012-12-24,1260,1260,1185,1215,15650,15224.0,12529936.0
2012-12-26,1300,1395,1280,1395,144262,17479.0,12529936.0
2012-12-27,1600,1600,1375,1385,1353261,17354.0,12529936.0
2012-12-28,1420,1420,1265,1265,279085,15850.0,12529936.0
2013-01-02,1270,1300,1240,1260,149290,15788.0,12529936.0
2013-01-03,1270,1300,1225,1255,120627,15725.0,12529936.0
2013-01-04,1250,1270,1220,1265,97439,15850.0,12529936.0
2013-01-07,1280,1280,1215,1230,68021,15412.0,12529936.0
2013-01-08,1230,1245,1195,1195,108070,14973.0,12529936.0
