웹젠(069080),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-07-10,44197,44534,41666,42341,92590,439250.0,3500000.0
2003-07-11,41160,43859,41160,42341,99478,439250.0,3500000.0
2003-07-14,42510,47402,42510,46558,401592,483000.0,3500000.0
2003-07-15,47570,49595,46558,46895,249064,486500.0,3500000.0
2003-07-16,47908,51788,44365,50944,352721,528500.0,3500000.0
2003-07-18,48920,50269,46896,47570,164358,493500.0,3500000.0
2003-07-21,47064,48414,42004,44196,162998,458500.0,3500000.0
2003-07-22,43218,43893,38933,40890,141085,424200.0,3500000.0
2003-07-23,38967,40485,36504,38731,394512,401800.0,3500000.0
2003-07-24,38562,40587,38562,39844,271350,413350.0,3500000.0
2003-07-25,38967,41396,38900,40249,250555,417550.0,3500000.0
2003-07-28,42307,44500,41869,44500,236529,461650.0,3500000.0
2003-07-29,43927,44635,42510,43623,129229,452550.0,3500000.0
2003-07-30,45377,45816,44365,44533,218625,462000.0,3500000.0
2003-07-31,44028,45209,42543,43184,207758,448000.0,3500000.0
2003-08-01,43522,44365,42746,43184,120390,448000.0,3500000.0
2003-08-04,42004,42847,39811,40822,105262,423500.0,3500000.0
2003-08-05,41329,44433,41329,43589,213281,452200.0,3500000.0
2003-08-06,45209,48313,44197,48143,480600,499450.0,3500000.0
2003-08-07,48414,48650,45985,47570,244590,493500.0,3500000.0
2003-08-08,48549,49460,46896,48076,274747,498750.0,3500000.0
2003-08-11,48043,48414,45749,46558,156161,483000.0,3500000.0
2003-08-12,46896,47166,45647,45714,109721,474250.0,3500000.0
2003-08-13,45715,48245,45715,47536,200950,493150.0,3500000.0
2003-08-14,47739,50202,46828,47233,295303,490000.0,3500000.0
2003-08-18,47233,47402,44939,45377,199436,470750.0,3500000.0
2003-08-19,46018,46390,44365,44365,136061,460250.0,3500000.0
2003-08-20,44365,44568,42206,42206,146345,437850.0,3500000.0
2003-08-21,42341,44095,42341,42543,118948,441350.0,3500000.0
2003-08-22,42577,43488,40519,40856,119566,423850.0,3500000.0
2003-08-25,40249,44467,39878,43859,194019,455000.0,3500000.0
2003-08-26,44770,45546,43353,44162,147407,458150.0,3500000.0
2003-08-27,44770,44939,43859,44702,174579,463750.0,3500000.0
2003-08-28,45546,46086,44467,45107,143178,467950.0,3500000.0
2003-08-29,45209,45816,44871,44871,192653,465500.0,3500000.0
2003-09-01,45209,46794,45209,46052,145079,477750.0,3500000.0
2003-09-02,46896,48920,46558,47502,233588,492800.0,3500000.0
2003-09-03,47503,48515,47098,47199,134995,489650.0,3500000.0
2003-09-04,48110,48245,46558,47030,81028,487900.0,3500000.0
2003-09-05,47267,47908,45985,46220,77970,479500.0,3500000.0
2003-09-08,45883,46727,44197,44399,58085,460600.0,3500000.0
2003-09-09,44568,45141,44028,44736,73750,464100.0,3500000.0
2003-09-15,44197,45512,43724,44365,55347,460250.0,3500000.0
2003-09-16,44332,45344,43623,44871,67764,465500.0,3500000.0
2003-09-17,45479,45614,44433,44432,66530,460950.0,3500000.0
2003-09-18,44028,45141,43724,43724,78903,453600.0,3500000.0
2003-09-19,44871,46187,44264,45681,190604,473900.0,3500000.0
2003-09-22,46390,46525,42510,44365,180922,460250.0,3500000.0
2003-09-23,44365,47402,44062,47401,229568,491750.0,3500000.0
2003-09-24,48481,51349,48481,49594,389462,514500.0,3500000.0
2003-09-25,48279,51113,47469,51112,253007,530250.0,3500000.0
2003-09-26,50607,51956,48245,49054,185854,508900.0,3500000.0
2003-09-29,49257,50101,46659,47401,142671,491750.0,3500000.0
2003-09-30,47604,48313,46390,46524,121841,482650.0,3500000.0
2003-10-01,45175,47267,45141,47266,103428,490350.0,3500000.0
2003-10-02,47975,48650,47233,47233,104784,490000.0,3500000.0
2003-10-06,48751,52496,48178,50842,270531,527450.0,3500000.0
2003-10-07,51956,52462,50438,51618,192212,535500.0,3500000.0
2003-10-08,52631,54082,51450,51922,322012,538650.0,3500000.0
2003-10-09,52091,52699,51147,52226,145480,541800.0,3500000.0
2003-10-10,51821,51956,49156,49729,257579,515900.0,3500000.0
2003-10-13,49493,50775,48987,50168,105580,520450.0,3500000.0
2003-10-14,50337,50877,49628,49932,80595,518000.0,3500000.0
2003-10-15,50101,50674,49190,49257,88821,511000.0,3500000.0
2003-10-16,48583,50607,48583,50606,108136,525000.0,3500000.0
2003-10-17,50607,50910,47233,47502,192251,492800.0,3500000.0
2003-10-20,47435,48583,47267,47705,83004,494900.0,3500000.0
2003-10-21,48076,48717,46659,48717,155089,505400.0,3500000.0
2003-10-22,48144,49089,47773,47772,87389,495600.0,3500000.0
2003-10-23,46896,47233,46390,46389,74859,481250.0,3500000.0
2003-10-24,46221,47064,45614,46963,64359,487200.0,3500000.0
2003-10-27,47402,50202,46929,49830,157972,516950.0,3500000.0
2003-10-28,49730,49831,46626,46895,220439,486500.0,3500000.0
2003-10-29,47402,48481,46086,46220,141131,479500.0,3500000.0
2003-10-30,46693,47334,46255,46389,114435,481250.0,3500000.0
2003-10-31,46322,46693,44500,45107,100629,467950.0,3500000.0
2003-11-03,45108,46221,44399,45917,71421,476350.0,3500000.0
2003-11-04,46052,46659,44871,45040,81478,467250.0,3500000.0
2003-11-05,45108,45209,42881,43994,120429,456400.0,3500000.0
2003-11-06,45209,45276,43184,43319,82365,449400.0,3500000.0
2003-11-07,43825,48211,43319,47604,321923,493850.0,3500000.0
2003-11-10,47975,48414,45546,46220,93075,479500.0,3500000.0
2003-11-11,46255,46896,44601,44905,76958,465850.0,3500000.0
2003-11-12,44601,45647,44601,45175,77116,468650.0,3500000.0
2003-11-13,45209,45681,43792,43926,202881,455700.0,3500000.0
2003-11-14,43792,44838,43792,44533,95804,462000.0,3500000.0
2003-11-17,44871,45816,43421,43859,192393,455000.0,3500000.0
2003-11-18,43421,44264,43421,44264,73435,459200.0,3500000.0
2003-11-19,43556,44028,42510,42509,64336,441000.0,3500000.0
2003-11-20,42341,43083,41160,41666,87749,432250.0,3500000.0
2003-11-21,40857,42746,40857,41767,52436,433300.0,3500000.0
2003-11-24,40553,42341,37786,37786,102233,392000.0,3500000.0
2003-11-25,38461,39777,38427,39776,85733,412650.0,3500000.0
2003-11-26,39743,40485,39473,40013,54692,415100.0,3500000.0
2003-11-27,40013,40384,39844,40046,35962,415450.0,3500000.0
2003-11-28,40114,41160,40081,40148,45087,416500.0,3500000.0
2003-12-01,40317,43657,40317,43083,81528,446950.0,3500000.0
2003-12-02,44028,46120,43859,45883,253559,476000.0,3500000.0
2003-12-03,46153,46221,44601,46220,95185,479500.0,3500000.0
2003-12-04,46221,49628,46221,48278,234967,500850.0,3500000.0
2003-12-05,48616,50101,48414,49324,166582,511700.0,3500000.0
2003-12-08,49325,49325,47199,47840,40731,496300.0,3500000.0
2003-12-09,48245,49527,47638,48076,31061,498750.0,3500000.0
2003-12-10,46963,48009,46963,47469,63042,492450.0,3500000.0
2003-12-11,47267,51619,47267,49932,91212,518000.0,3500000.0
2003-12-12,51417,53609,51315,53474,153135,554750.0,3500000.0
2003-12-15,54993,55296,52024,52293,167665,542500.0,3500000.0
2003-12-16,50944,51821,48076,48582,134722,504000.0,3500000.0
2003-12-17,46558,46761,43252,44736,310870,464100.0,3500000.0
2003-12-18,44838,45512,43657,44027,315527,456750.0,3500000.0
2003-12-19,44703,45175,43927,43926,102774,455700.0,3500000.0
2003-12-22,43184,43859,41767,42037,120463,436100.0,3500000.0
2003-12-23,42172,42813,40789,41328,101382,428750.0,3500000.0
2003-12-24,41835,43117,41025,42509,114318,550620.0,4370000.0
2003-12-26,42004,42847,41059,41396,61047,536199.0,4370000.0
2003-12-29,41194,42982,41194,42847,65921,554990.0,4370000.0
2003-12-30,43454,44028,42442,43521,91661,563730.0,4370000.0
2004-01-02,43556,43623,42341,42509,66150,550620.0,4370000.0
2004-01-05,42341,43050,41835,42610,58925,551931.0,4370000.0
2004-01-06,42847,43184,42341,42341,66713,548435.0,4370000.0
2004-01-07,42240,43016,42240,42475,62284,550183.0,4370000.0
2004-01-08,42543,42847,41228,41497,95996,537510.0,4370000.0
2004-01-09,41599,42678,41059,41565,144677,538384.0,4370000.0
2004-01-12,41835,44635,41835,44432,163912,575529.0,4370000.0
2004-01-13,44332,44534,42408,42678,98706,552805.0,4370000.0
2004-01-14,42712,43623,42678,43251,59725,560234.0,4370000.0
2004-01-15,43589,43657,42206,42408,56722,549309.0,4370000.0
2004-01-16,42442,43589,42442,43015,60321,557175.0,4370000.0
2004-01-19,43184,44298,42206,42273,73274,547561.0,4370000.0
2004-01-20,41835,43151,41666,42847,47851,554990.0,4370000.0
2004-01-26,47739,47975,45985,47570,499640,616170.0,4370000.0
2004-01-27,47537,48245,45749,46558,101894,603060.0,4370000.0
2004-01-28,46896,48178,45917,46996,81537,608741.0,4370000.0
2004-01-29,46997,47908,46558,46558,70002,603060.0,4370000.0
2004-01-30,45917,46423,44905,45377,57579,587765.0,4370000.0
2004-02-02,45850,45850,44905,45377,30672,587765.0,4370000.0
2004-02-03,45377,45715,44028,44196,38896,572470.0,4370000.0
2004-02-04,43522,44534,43522,44533,40239,576840.0,4370000.0
2004-02-05,44871,47570,44838,46760,98126,605682.0,4370000.0
2004-02-06,47233,47233,45276,46558,63163,603060.0,4370000.0
2004-02-09,47233,47908,46727,47233,41404,611800.0,4370000.0
2004-02-10,47908,50202,47874,49965,196386,647197.0,4370000.0
2004-02-11,51788,53238,49730,50640,217748,655937.0,4370000.0
2004-02-12,50944,51045,48987,49932,55697,646760.0,4370000.0
2004-02-13,50742,51180,50033,50910,46374,659433.0,4370000.0
2004-02-16,50303,50674,49763,50066,40813,648508.0,4370000.0
2004-02-17,49932,51417,44871,45242,231253,586017.0,4370000.0
2004-02-18,44871,45715,44568,45208,87609,585580.0,4370000.0
2004-02-19,44871,45040,43859,44061,64305,570722.0,4370000.0
2004-02-20,42678,44197,42678,43892,39221,568537.0,4370000.0
2004-02-23,42948,43522,42341,42341,85682,548435.0,4370000.0
2004-02-24,41835,41869,39440,39675,118419,513912.0,4370000.0
2004-02-25,41835,41835,40182,40316,130204,522215.0,4370000.0
2004-02-26,39811,41093,39743,40417,51331,523526.0,4370000.0
2004-02-27,39338,40992,38731,40991,75847,530955.0,4370000.0
2004-03-02,40755,41430,40216,40991,47311,530955.0,4370000.0
2004-03-03,40485,40890,40283,40384,34987,523089.0,4370000.0
2004-03-04,39338,39777,38562,39473,83973,511290.0,4370000.0
2004-03-05,39473,39473,38124,38697,93023,501239.0,4370000.0
2004-03-08,38664,39237,38562,38832,45445,502987.0,4370000.0
2004-03-09,38326,38731,37989,37988,38088,492062.0,4370000.0
2004-03-10,37989,39338,35425,39034,157257,505609.0,4370000.0
2004-03-11,38158,38529,36606,37111,78457,480700.0,4370000.0
2004-03-12,37112,38023,33232,35559,124352,460598.0,4370000.0
2004-03-15,35526,36100,35054,35627,46073,461472.0,4370000.0
2004-03-16,34683,35020,33670,33771,105267,437437.0,4370000.0
2004-03-17,34008,34345,33940,34176,69259,442681.0,4370000.0
2004-03-18,34952,37415,34581,36234,134309,469338.0,4370000.0
2004-03-19,36066,36234,34615,34918,69937,452295.0,4370000.0
2004-03-22,34885,35256,33738,33737,63834,437000.0,4370000.0
2004-03-23,32861,33873,32861,33872,48691,438748.0,4370000.0
2004-03-24,34075,35054,34075,34783,57397,450547.0,4370000.0
2004-03-25,35054,35863,34581,34615,57026,448362.0,4370000.0
2004-03-26,35863,36606,35020,35289,90061,457102.0,4370000.0
2004-03-29,34615,39035,34615,38090,220699,493373.0,4370000.0
2004-03-30,38630,38664,37145,37449,99807,485070.0,4370000.0
2004-03-31,37145,37179,36268,36706,98003,475456.0,4370000.0
2004-04-01,35796,36606,34548,35492,110457,459724.0,4370000.0
2004-04-02,35121,36842,35087,36369,80089,471086.0,4370000.0
2004-04-06,36471,36943,35830,35930,100107,465405.0,4370000.0
2004-04-07,35931,36606,35155,35289,83844,457102.0,4370000.0
2004-04-08,35695,35830,34750,34783,57449,450547.0,4370000.0
2004-04-09,34750,35087,34514,34682,25284,449236.0,4370000.0
2004-04-12,34446,34784,34446,34682,38409,449236.0,4370000.0
2004-04-13,34514,34683,34042,34075,47185,441370.0,4370000.0
2004-04-14,33738,34716,33738,34480,36696,446614.0,4370000.0
2004-04-16,34278,35324,34278,34345,43686,444866.0,4370000.0
2004-04-19,34109,34817,33873,34075,36103,441370.0,4370000.0
2004-04-20,34109,35830,34008,35694,83121,462346.0,4370000.0
2004-04-21,35492,36606,35425,35492,51555,459724.0,4370000.0
2004-04-22,35593,36504,35593,36099,54016,467590.0,4370000.0
2004-04-23,36842,38023,36201,36942,105011,478515.0,4370000.0
2004-04-26,38090,38158,37112,37111,70410,480700.0,4370000.0
2004-04-27,37213,37449,35796,36504,45948,472834.0,4370000.0
2004-04-28,36774,36774,34784,35154,61428,455354.0,4370000.0
2004-04-29,34075,34683,33468,33636,62731,435689.0,4370000.0
2004-04-30,31039,32355,30735,31140,82638,403351.0,4370000.0
2004-05-03,31275,32118,31275,31409,44316,406847.0,4370000.0
2004-05-04,31342,31882,30263,30971,90983,401166.0,4370000.0
2004-05-06,30701,32220,30263,30397,87208,393737.0,4370000.0
2004-05-07,30229,30769,29386,30195,47449,391115.0,4370000.0
2004-05-10,29588,29993,26585,26990,75505,349600.0,4370000.0
2004-05-11,26990,28340,26653,27496,72228,356155.0,4370000.0
2004-05-12,28137,28542,27665,28542,48211,369702.0,4370000.0
2004-05-13,27395,28407,27159,27158,61713,351785.0,4370000.0
2004-05-14,27631,27733,25371,26011,63905,336927.0,4370000.0
2004-05-17,24325,25944,22908,22908,66104,296723.0,4370000.0
2004-05-18,22436,23279,21289,22806,126033,295412.0,4370000.0
2004-05-19,23380,24966,23380,24493,98143,317262.0,4370000.0
2004-05-20,24123,26046,23313,24662,110076,319447.0,4370000.0
2004-05-21,25101,25270,24460,24966,42920,323380.0,4370000.0
2004-05-24,25472,26147,25371,25505,46992,330372.0,4370000.0
2004-05-25,25000,25270,24359,24459,40148,316825.0,4370000.0
2004-05-27,25033,25641,24865,25033,50139,324254.0,4370000.0
2004-05-28,25067,25438,23853,23987,70005,310707.0,4370000.0
2004-05-31,24291,24966,24089,24831,60391,321632.0,4370000.0
2004-06-01,24932,27800,24865,27800,160771,360088.0,4370000.0
2004-06-02,29318,31039,29116,30026,279485,388930.0,4370000.0
2004-06-03,31275,31916,30027,30600,214882,396359.0,4370000.0
2004-06-04,30904,31039,29352,30431,92348,394174.0,4370000.0
2004-06-07,30195,30634,29183,29790,123865,385871.0,4370000.0
2004-06-08,29791,30330,28576,28845,120954,373635.0,4370000.0
2004-06-09,28981,31545,28239,29824,208637,386308.0,4370000.0
2004-06-10,29858,33400,28880,33400,239240,432630.0,4370000.0
2004-06-11,34244,35020,31916,32253,492042,417772.0,4370000.0
2004-06-14,31714,32321,30533,30566,236290,395922.0,4370000.0
2004-06-15,30735,31208,29419,29959,144084,388056.0,4370000.0
2004-06-16,28677,30533,28677,29486,153063,381938.0,4370000.0
2004-06-17,29284,30094,29150,29486,111051,381938.0,4370000.0
2004-06-18,29521,30229,29082,29216,147105,378442.0,4370000.0
2004-06-21,29217,29453,27328,27361,177320,354407.0,4370000.0
2004-06-22,27631,28002,27058,27327,129505,353970.0,4370000.0
2004-06-23,27328,27699,26788,27024,115521,350037.0,4370000.0
2004-06-24,27092,28576,26822,27800,196315,360088.0,4370000.0
2004-06-25,29250,30900,28500,28900,277414,126293.0,4370000.0
2004-06-28,28900,29250,27900,28000,124292,122360.0,4370000.0
2004-06-29,28000,28350,27500,28050,121330,122578.0,4370000.0
2004-06-30,28100,28350,27850,27950,109068,122142.0,4370000.0
2004-07-01,28000,29650,28000,29000,193665,126730.0,4370000.0
2004-07-02,28050,28200,27600,27700,125754,121049.0,4370000.0
2004-07-05,27700,28000,26100,27050,111096,118208.0,4370000.0
2004-07-06,26750,28700,26550,27250,172771,119082.0,4370000.0
2004-07-07,26100,26600,25850,26250,125400,114712.0,4370000.0
2004-07-08,25800,26400,25500,25700,89906,112309.0,4370000.0
2004-07-09,25300,25900,25300,25400,47997,110998.0,4370000.0
2004-07-12,25500,26400,25150,25150,76105,109906.0,4370000.0
2004-07-13,25100,25450,24750,25100,72989,109687.0,4370000.0
2004-07-14,24750,24850,23750,23750,107736,103788.0,4370000.0
2004-07-15,23900,24350,22400,23650,90887,103350.0,4370000.0
2004-07-16,23650,24550,23600,23700,110775,103569.0,4370000.0
2004-07-19,23700,24950,23700,24750,157047,108158.0,4370000.0
2004-07-20,23950,24400,23700,24000,247651,311280.0,12970000.0
2004-07-21,24850,24900,24200,24300,200315,315171.0,12970000.0
2004-07-22,23500,23700,22600,22600,248838,293122.0,12970000.0
2004-07-23,22400,23900,22350,23250,344843,301552.0,12970000.0
2004-07-26,22500,22800,21700,21800,292392,282746.0,12970000.0
2004-07-27,21550,21900,20250,20600,290551,267182.0,12970000.0
2004-07-28,21200,21350,20000,20050,271355,260048.0,12970000.0
2004-07-29,20000,20700,19100,19200,281490,249024.0,12970000.0
2004-07-30,19600,20200,19350,19550,353984,253564.0,12970000.0
2004-08-02,20000,20500,20000,20300,348042,263291.0,12970000.0
2004-08-03,20600,22700,20500,22150,700678,287286.0,12970000.0
2004-08-04,22150,22750,21650,22600,394581,293122.0,12970000.0
2004-08-05,22900,25300,21850,22300,919058,289231.0,12970000.0
2004-08-06,21900,23950,21650,22550,413300,292474.0,12970000.0
2004-08-09,22000,22800,21700,22350,185790,289880.0,12970000.0
2004-08-10,22200,23000,21600,21600,369973,280152.0,12970000.0
2004-08-11,20900,21100,19650,19800,733865,256806.0,12970000.0
2004-08-12,20150,21900,19900,21300,516468,276261.0,12970000.0
2004-08-13,21500,21800,21150,21500,257346,278855.0,12970000.0
2004-08-16,21500,22050,21350,21750,169394,282098.0,12970000.0
2004-08-17,22400,23200,22100,22100,336957,286637.0,12970000.0
2004-08-18,22000,23000,22000,22800,270088,295716.0,12970000.0
2004-08-19,23250,23450,22700,22750,243306,295068.0,12970000.0
2004-08-20,22700,23450,22550,23250,247006,301552.0,12970000.0
2004-08-23,23800,23900,23050,23200,181818,300904.0,12970000.0
2004-08-24,23300,23600,23200,23450,136447,304146.0,12970000.0
2004-08-25,23600,23700,23250,23450,141661,304146.0,12970000.0
2004-08-26,23650,24400,23550,23650,199713,306740.0,12970000.0
2004-08-27,24000,24150,23550,23800,133434,308686.0,12970000.0
2004-08-30,23650,24100,23300,23300,120123,302201.0,12970000.0
2004-08-31,23250,23600,22950,23600,137190,306092.0,12970000.0
2004-09-01,24100,25900,24100,25450,552921,330086.0,12970000.0
2004-09-02,25800,25850,25000,25400,248224,329438.0,12970000.0
2004-09-03,25500,25850,24600,24800,188582,321656.0,12970000.0
2004-09-06,24400,24800,24400,24450,107167,317116.0,12970000.0
2004-09-07,24300,25050,24300,24450,132302,317116.0,12970000.0
2004-09-08,25000,25900,25000,25250,365942,327492.0,12970000.0
2004-09-09,25650,26700,25200,26150,350210,339166.0,12970000.0
2004-09-10,26400,26500,25600,25600,172713,332032.0,12970000.0
2004-09-13,25700,26100,25300,26000,175922,337220.0,12970000.0
2004-09-14,26050,26200,25200,25200,181287,326844.0,12970000.0
2004-09-15,25300,25900,25200,25200,160636,326844.0,12970000.0
2004-09-16,25100,25500,24900,25100,113968,325547.0,12970000.0
2004-09-17,25200,25800,25000,25500,160408,330735.0,12970000.0
2004-09-20,25300,25600,24800,24950,135894,323602.0,12970000.0
2004-09-21,25050,25600,24950,25100,179764,325547.0,12970000.0
2004-09-22,25150,25350,23850,24250,196142,314522.0,12970000.0
2004-09-23,23500,23750,23100,23350,139960,302850.0,12970000.0
2004-09-24,23200,24050,22800,24050,147948,311928.0,12970000.0
2004-09-30,23650,24300,23150,23900,158040,309983.0,12970000.0
2004-10-01,23350,23750,23300,23550,111943,305444.0,12970000.0
2004-10-04,24000,24750,23850,24600,280437,319062.0,12970000.0
2004-10-05,24750,25450,24500,25100,232149,325547.0,12970000.0
2004-10-06,25250,25350,24750,24750,103812,321008.0,12970000.0
2004-10-07,24750,24950,24100,24100,120891,312577.0,12970000.0
2004-10-08,24450,24850,24000,24250,144262,314522.0,12970000.0
2004-10-11,24000,24450,23800,23900,81002,309983.0,12970000.0
2004-10-12,24100,24400,23350,23400,106093,303498.0,12970000.0
2004-10-13,23450,24100,23450,23550,92040,305444.0,12970000.0
2004-10-14,23300,23650,23050,23250,83753,301552.0,12970000.0
2004-10-15,23000,23500,23000,23300,62221,302201.0,12970000.0
2004-10-18,23300,24250,23000,23850,164512,309334.0,12970000.0
2004-10-19,24300,24400,23600,23650,76492,306740.0,12970000.0
2004-10-20,23600,23650,22650,22750,114508,295068.0,12970000.0
2004-10-21,22550,23000,22050,22050,67441,285988.0,12970000.0
2004-10-22,21800,22400,21650,22000,92909,285340.0,12970000.0
2004-10-25,21500,21900,21350,21400,77778,277558.0,12970000.0
2004-10-26,21600,22150,21400,21900,80328,284043.0,12970000.0
2004-10-27,21950,22050,21100,21100,82212,273667.0,12970000.0
2004-10-28,21400,21450,20700,21100,121101,273667.0,12970000.0
2004-10-29,20400,20550,19900,20100,261556,260697.0,12970000.0
2004-11-01,19900,20650,19900,20650,153796,267830.0,12970000.0
2004-11-02,20150,20500,19950,20250,162199,262642.0,12970000.0
2004-11-03,20150,20250,19900,20200,131083,261994.0,12970000.0
2004-11-04,20400,20650,20200,20400,136484,264588.0,12970000.0
2004-11-05,20600,21300,20550,20900,209060,271073.0,12970000.0
2004-11-08,21100,21100,20450,20450,81378,265236.0,12970000.0
2004-11-09,20500,20550,20100,20250,74348,262642.0,12970000.0
2004-11-10,20250,20950,20250,20800,108862,269776.0,12970000.0
2004-11-11,21300,22750,21300,22000,267112,285340.0,12970000.0
2004-11-12,22350,23200,22300,23000,260439,298310.0,12970000.0
2004-11-15,23450,23700,22550,22950,264781,297662.0,12970000.0
2004-11-16,22900,23900,22800,23500,199363,304795.0,12970000.0
2004-11-17,23500,24550,23200,24300,235914,315171.0,12970000.0
2004-11-18,25000,25900,24500,24500,493227,317765.0,12970000.0
2004-11-19,24950,25300,24500,24700,132206,320359.0,12970000.0
2004-11-22,24000,24500,23700,24000,116136,311280.0,12970000.0
2004-11-23,24100,24500,23450,23800,178751,308686.0,12970000.0
2004-11-24,23700,24350,23300,23950,200517,310632.0,12970000.0
2004-11-25,23600,24150,23150,23200,146309,300904.0,12970000.0
2004-11-26,22900,23400,22100,22200,190642,287934.0,12970000.0
2004-11-29,22200,22300,21300,21500,182673,278855.0,12970000.0
2004-11-30,21150,22400,21150,22300,232842,289231.0,12970000.0
2004-12-01,22300,24950,22250,24950,1089710,323602.0,12970000.0
2004-12-02,25850,27900,24600,27400,1355629,355378.0,12970000.0
2004-12-03,27200,28650,26600,26600,847349,345002.0,12970000.0
2004-12-06,26500,28200,26150,27050,579991,350838.0,12970000.0
2004-12-07,26500,26900,23850,23850,837066,309334.0,12970000.0
2004-12-08,23100,23600,22700,23100,378648,299607.0,12970000.0
2004-12-09,23400,24450,23350,23900,383959,309983.0,12970000.0
2004-12-10,24050,24400,23400,24000,233332,311280.0,12970000.0
2004-12-13,23800,24450,23100,23100,189814,299607.0,12970000.0
2004-12-14,23400,23600,23100,23500,137688,304795.0,12970000.0
2004-12-15,23500,24250,23300,24150,197111,313226.0,12970000.0
2004-12-16,24550,25400,23900,24000,279146,311280.0,12970000.0
2004-12-17,23800,24300,23600,24050,144808,311928.0,12970000.0
2004-12-20,24050,24650,23550,23600,206145,306092.0,12970000.0
2004-12-21,23400,23600,22700,22900,227282,297013.0,12970000.0
2004-12-22,22900,23150,22200,22350,219287,289880.0,12970000.0
2004-12-23,22100,22700,22100,22200,102469,287934.0,12970000.0
2004-12-24,22250,23000,22200,22450,143130,291176.0,12970000.0
2004-12-27,22150,22900,22150,22250,77225,288582.0,12970000.0
2004-12-28,22500,22600,22100,22200,124267,287934.0,12970000.0
2004-12-29,22000,23150,22000,22700,160987,294419.0,12970000.0
2004-12-30,22900,23450,22550,23250,120413,301552.0,12970000.0
2005-01-03,23200,23600,22850,23200,124808,300904.0,12970000.0
2005-01-04,23100,23650,23000,23000,192367,298310.0,12970000.0
2005-01-05,22850,23050,22500,22950,168796,297662.0,12970000.0
2005-01-06,22950,24600,22400,23500,610884,304795.0,12970000.0
2005-01-07,24250,24300,22950,23150,299597,300256.0,12970000.0
2005-01-10,23300,24600,23250,23950,523085,310632.0,12970000.0
2005-01-11,24600,25000,24050,24050,363657,311928.0,12970000.0
2005-01-12,24050,24550,23350,23350,248597,302850.0,12970000.0
2005-01-13,23600,23800,23250,23450,169555,304146.0,12970000.0
2005-01-14,22950,23750,22950,23200,177998,300904.0,12970000.0
2005-01-17,23350,24950,23350,24400,556354,316468.0,12970000.0
2005-01-18,24850,25300,24150,24600,490835,319062.0,12970000.0
2005-01-19,24750,25050,24300,24350,331537,315820.0,12970000.0
2005-01-20,24000,24150,23100,23700,385772,307389.0,12970000.0
2005-01-21,23400,24100,23400,23700,263656,307389.0,12970000.0
2005-01-24,23800,23800,23300,23400,213990,303498.0,12970000.0
2005-01-25,23400,23450,22500,22500,273592,291825.0,12970000.0
2005-01-26,22550,22900,22000,22450,346254,291176.0,12970000.0
2005-01-27,22500,22800,21700,22000,261657,285340.0,12970000.0
2005-01-28,21800,22550,21650,22000,356888,285340.0,12970000.0
2005-01-31,21550,21800,21200,21250,377898,275612.0,12970000.0
2005-02-01,21250,21550,20350,20500,430308,265885.0,12970000.0
