SBS콘텐츠허브(046140),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-11-19,12750,12750,11700,12650,190399,140460.0,11103533.0
2003-11-20,12650,12800,12150,12450,142725,138239.0,11103533.0
2003-11-21,12100,12450,11850,12450,122953,138239.0,11103533.0
2003-11-24,12200,12500,11000,11600,144753,128801.0,11103533.0
2003-11-25,11700,12150,11500,11500,188042,127691.0,11103533.0
2003-11-26,11500,11600,11000,11450,149385,127135.0,11103533.0
2003-11-27,11500,12000,11300,11600,126557,128801.0,11103533.0
2003-11-28,11900,11950,11550,11750,122455,130467.0,11103533.0
2003-12-01,12050,13150,11850,13150,314015,146011.0,11103533.0
2003-12-02,13400,13550,12950,13200,320236,146567.0,11103533.0
2003-12-03,13200,13600,12750,13600,163611,151008.0,11103533.0
2003-12-04,13500,13900,13200,13200,197365,146567.0,11103533.0
2003-12-05,13400,13450,12600,12600,92542,139905.0,11103533.0
2003-12-08,12300,12550,12000,12000,80155,133242.0,11103533.0
2003-12-09,12250,12400,12050,12250,58556,136018.0,11103533.0
2003-12-10,12000,12450,11950,12100,59023,134353.0,11103533.0
2003-12-11,12150,13250,12150,12800,234917,142125.0,11103533.0
2003-12-12,13200,13200,12400,12700,123525,141015.0,11103533.0
2003-12-15,12950,13100,12600,12750,115971,141570.0,11103533.0
2003-12-16,12600,12650,12100,12100,80994,134353.0,11103533.0
2003-12-17,12050,12650,12050,12050,147401,133798.0,11103533.0
2003-12-18,12050,13000,12050,13000,221874,144346.0,11103533.0
2003-12-19,13050,13050,12500,12600,104218,139905.0,11103533.0
2003-12-22,12850,12850,11500,12200,136944,135463.0,11103533.0
2003-12-23,12050,12250,11350,12000,205504,133242.0,11103533.0
2003-12-24,12000,12100,11000,11550,292360,128246.0,11103533.0
2003-12-26,11400,11550,11150,11200,84075,124360.0,11103533.0
2003-12-29,11150,12000,10800,11800,126308,131022.0,11103533.0
2003-12-30,12200,12200,11550,11700,81447,129911.0,11103533.0
2004-01-02,11700,11900,11550,11600,136426,128801.0,11103533.0
2004-01-05,11550,11700,11300,11350,79617,126025.0,11103533.0
2004-01-06,11400,11450,11000,11150,56441,123804.0,11103533.0
2004-01-07,11250,11300,10850,10850,76030,120473.0,11103533.0
2004-01-08,10800,11150,10350,10400,91030,115477.0,11103533.0
2004-01-09,10500,10900,10200,10650,84745,118253.0,11103533.0
2004-01-12,10550,11100,10400,10850,107487,120473.0,11103533.0
2004-01-13,10850,11400,10850,10900,90195,121029.0,11103533.0
2004-01-14,11200,11350,10900,11000,97182,122139.0,11103533.0
2004-01-15,11050,11050,10500,10550,59627,117142.0,11103533.0
2004-01-16,10700,10700,10250,10250,87501,113811.0,11103533.0
2004-01-19,10250,10500,10100,10100,44083,112146.0,11103533.0
2004-01-20,10000,10200,9820,10100,69115,112146.0,11103533.0
2004-01-26,10000,10300,9990,10050,69473,111591.0,11103533.0
2004-01-27,10100,10600,9980,10400,75952,115477.0,11103533.0
2004-01-28,10400,11000,10300,10650,121737,118253.0,11103533.0
2004-01-29,10900,11200,10550,10800,81357,119918.0,11103533.0
2004-01-30,11000,11000,10550,10550,55045,117142.0,11103533.0
2004-02-02,10400,10450,10150,10350,60241,114922.0,11103533.0
2004-02-03,10250,10300,9820,10150,75574,112701.0,11103533.0
2004-02-04,10050,10600,10050,10500,67658,116587.0,11103533.0
2004-02-05,10350,11200,10350,11000,138429,122139.0,11103533.0
2004-02-06,11050,11900,11000,11300,75174,125470.0,11103533.0
2004-02-09,11600,11600,11150,11300,58081,125470.0,11103533.0
2004-02-10,11300,12300,11200,12100,106503,134353.0,11103533.0
2004-02-11,12250,12650,12050,12200,84135,135463.0,11103533.0
2004-02-12,12500,12600,12200,12500,51505,138794.0,11103533.0
2004-02-13,12350,13050,12350,12950,88690,143791.0,11103533.0
2004-02-16,13200,13300,12950,12950,64107,143791.0,11103533.0
2004-02-17,12350,12900,11950,12400,104683,137684.0,11103533.0
2004-02-18,12300,12550,12100,12250,80103,136018.0,11103533.0
2004-02-19,12300,12850,12300,12500,75614,138794.0,11103533.0
2004-02-20,12300,12900,12300,12700,81440,141015.0,11103533.0
2004-02-23,12700,14000,12700,13550,242885,150453.0,11103533.0
2004-02-24,13600,13650,13100,13500,95276,149898.0,11103533.0
2004-02-25,13400,13600,12900,13000,81289,144346.0,11103533.0
2004-02-26,12800,13050,12600,12700,79240,141015.0,11103533.0
2004-02-27,12500,13100,12400,13100,60879,145456.0,11103533.0
2004-03-02,13300,14300,13300,14000,173190,155449.0,11103533.0
2004-03-03,14250,15400,13700,14000,305445,155449.0,11103533.0
2004-03-04,14100,14400,13800,14000,68628,155449.0,11103533.0
2004-03-05,14050,14900,14050,14700,95136,163222.0,11103533.0
2004-03-08,15000,15500,14800,15350,108818,170439.0,11103533.0
2004-03-09,15300,15850,15050,15700,99933,174325.0,11103533.0
2004-03-10,15900,16100,15350,15900,158619,176546.0,11103533.0
2004-03-11,15800,16250,15500,16200,95586,179877.0,11103533.0
2004-03-12,16200,16300,14400,15500,127607,172105.0,11103533.0
2004-03-15,15750,16950,15600,16750,123927,185984.0,11103533.0
2004-03-16,16700,17100,16500,16800,70414,186539.0,11103533.0
2004-03-17,16900,16900,16150,16400,77714,182098.0,11103533.0
2004-03-18,16350,16400,15300,15450,98032,171550.0,11103533.0
2004-03-19,15450,15800,15050,15200,91348,169798.0,11170933.0
2004-03-22,15200,15550,14950,15200,78598,169798.0,11170933.0
2004-03-23,14900,15750,14900,15450,86277,172591.0,11170933.0
2004-03-24,15450,16050,15400,15900,73814,177618.0,11170933.0
2004-03-25,15900,16150,15200,15500,47014,173149.0,11170933.0
2004-03-26,15650,15800,15000,15000,48220,167564.0,11170933.0
2004-03-29,14800,15050,13800,13800,85225,154159.0,11170933.0
2004-03-30,13900,13950,13300,13800,132356,154159.0,11170933.0
2004-03-31,14150,14250,13650,14250,57648,159186.0,11170933.0
2004-04-01,14100,14550,13900,14350,76521,160303.0,11170933.0
2004-04-02,14600,14800,14250,14700,50684,164213.0,11170933.0
2004-04-06,14800,15000,14600,14700,60330,164213.0,11170933.0
2004-04-07,14900,14900,14250,14450,59997,161420.0,11170933.0
2004-04-08,14550,14800,14300,14450,42620,161420.0,11170933.0
2004-04-09,14600,14600,13600,14450,112363,161420.0,11170933.0
2004-04-12,14700,15000,14550,14950,58748,167005.0,11170933.0
2004-04-13,14750,15000,14450,14600,67535,163096.0,11170933.0
2004-04-14,14300,14750,14250,14500,71561,161979.0,11170933.0
2004-04-16,14750,14750,14300,14500,48010,161979.0,11170933.0
2004-04-19,14500,14650,14200,14600,44782,163096.0,11170933.0
2004-04-20,14800,15750,14800,15600,84149,174267.0,11170933.0
2004-04-21,15450,15900,15400,15400,64350,172032.0,11170933.0
2004-04-22,15400,16050,15350,16000,84819,178735.0,11170933.0
2004-04-23,16050,16450,15750,15900,73294,177618.0,11170933.0
2004-04-26,15900,15950,15200,15200,70984,169798.0,11170933.0
2004-04-27,15550,15550,14900,15450,55531,172591.0,11170933.0
2004-04-28,15500,15550,15200,15350,42077,171474.0,11170933.0
2004-04-29,14900,15600,14700,15000,40863,167564.0,11170933.0
2004-04-30,14650,15300,14350,15200,38132,169798.0,11170933.0
2004-05-03,15000,15400,14950,15150,26513,169240.0,11170933.0
2004-05-04,15400,15400,14700,15000,41011,167564.0,11170933.0
2004-05-06,15300,15400,14700,14700,25440,164213.0,11170933.0
2004-05-07,14850,15100,13800,15000,28147,167564.0,11170933.0
2004-05-10,14900,14950,14300,14900,59493,166447.0,11170933.0
2004-05-11,14900,14900,14550,14900,20324,166447.0,11170933.0
2004-05-12,15100,15800,14800,15800,63054,176501.0,11170933.0
2004-05-13,15600,15900,15300,15500,44442,173149.0,11170933.0
2004-05-14,15600,15700,14800,14950,39324,167005.0,11170933.0
2004-05-17,14500,15100,13800,14000,68099,156393.0,11170933.0
2004-05-18,13400,14300,13400,14100,51919,157510.0,11170933.0
2004-05-19,14100,14450,14050,14300,38165,159744.0,11170933.0
2004-05-20,13900,14450,13900,14300,45583,159744.0,11170933.0
2004-05-21,14300,15200,14200,14800,30164,165330.0,11170933.0
2004-05-24,15200,15200,14200,14800,190647,165330.0,11170933.0
2004-05-25,14800,14800,14400,14400,12301,160861.0,11170933.0
2004-05-27,14700,14800,14500,14700,32928,164213.0,11170933.0
2004-05-28,14900,15250,14700,15200,45401,169798.0,11170933.0
2004-05-31,15300,15300,14900,15100,16244,168681.0,11170933.0
2004-06-01,14950,15250,14750,14900,18793,166447.0,11170933.0
2004-06-02,15000,15400,14700,15350,24464,171474.0,11170933.0
2004-06-03,15350,15400,14700,14800,28427,165330.0,11170933.0
2004-06-04,14900,14900,14500,14650,15327,163654.0,11170933.0
2004-06-07,14800,15050,14550,14950,18416,167005.0,11170933.0
2004-06-08,14900,15100,14700,14950,24044,167005.0,11170933.0
2004-06-09,14700,14950,14300,14650,22211,163654.0,11170933.0
2004-06-10,14600,14700,14300,14350,22330,160303.0,11170933.0
2004-06-11,14200,14500,13800,14000,24269,156393.0,11170933.0
2004-06-14,14000,14050,13650,13800,20405,154159.0,11170933.0
2004-06-15,13700,14150,13500,13950,56599,155835.0,11170933.0
2004-06-16,14150,14150,13700,13800,13663,154159.0,11170933.0
2004-06-17,13900,14300,13600,14200,19628,158627.0,11170933.0
2004-06-18,13900,14200,13800,13900,52928,155276.0,11170933.0
2004-06-21,13900,13900,13500,13600,14784,151925.0,11170933.0
2004-06-22,13550,13550,12800,13300,28563,148573.0,11170933.0
2004-06-23,13100,13400,12750,12900,62042,144105.0,11170933.0
2004-06-24,13150,13400,12900,13400,8335,149691.0,11170933.0
2004-06-25,13400,13600,13100,13600,17714,151925.0,11170933.0
2004-06-28,13300,13400,12950,12950,45512,144664.0,11170933.0
2004-06-29,13050,13700,12750,13700,35385,153042.0,11170933.0
2004-06-30,13800,13950,13700,13800,30138,154159.0,11170933.0
2004-07-01,13950,14000,13700,14000,22256,156393.0,11170933.0
2004-07-02,13800,14100,13800,14000,19636,156393.0,11170933.0
2004-07-05,13900,14100,13900,14000,9148,156393.0,11170933.0
2004-07-06,13700,14700,13700,14200,57852,158627.0,11170933.0
2004-07-07,14100,14150,13700,14100,17534,157510.0,11170933.0
2004-07-08,14300,14400,14000,14100,23570,157510.0,11170933.0
2004-07-09,14400,14400,14000,14150,32473,158069.0,11170933.0
2004-07-12,14200,14200,13800,14150,24110,158069.0,11170933.0
2004-07-13,14150,14300,13900,14050,25971,156952.0,11170933.0
2004-07-14,13700,14050,13700,14050,17524,156952.0,11170933.0
2004-07-15,14450,14550,14000,14550,47853,162537.0,11170933.0
2004-07-16,14700,14700,14500,14550,23704,162537.0,11170933.0
2004-07-19,14200,14550,14200,14300,12860,159744.0,11170933.0
2004-07-20,14400,14650,14200,14400,9978,160861.0,11170933.0
2004-07-21,14400,14500,14300,14400,13321,160861.0,11170933.0
2004-07-22,14300,14500,14100,14400,8718,160861.0,11170933.0
2004-07-23,14550,14550,14100,14400,23155,160861.0,11170933.0
2004-07-26,14300,14550,14300,14300,13943,159744.0,11170933.0
2004-07-27,14300,14400,14100,14250,20068,159186.0,11170933.0
2004-07-28,14250,14350,14100,14200,14868,158627.0,11170933.0
2004-07-29,13900,14300,13600,14150,30294,158069.0,11170933.0
2004-07-30,13900,14050,13800,13800,4449,154159.0,11170933.0
2004-08-02,13800,13950,13150,13550,18997,151366.0,11170933.0
2004-08-03,13600,13600,12950,13100,13708,146339.0,11170933.0
2004-08-04,12600,13500,12100,13500,19348,150808.0,11170933.0
2004-08-05,13500,13600,12950,13200,22126,147456.0,11170933.0
2004-08-06,12950,13250,12750,13200,18443,147456.0,11170933.0
2004-08-09,13200,13200,12800,12950,6583,144664.0,11170933.0
2004-08-10,12700,13200,12700,13100,20187,146339.0,11170933.0
2004-08-11,13050,13150,12900,13000,17833,145222.0,11170933.0
2004-08-12,13150,13200,12950,13000,12494,145222.0,11170933.0
2004-08-13,12850,13450,12850,13300,33592,148573.0,11170933.0
2004-08-16,13300,13450,12850,13200,9901,147456.0,11170933.0
2004-08-17,13000,13200,12900,13050,13110,145781.0,11170933.0
2004-08-18,13050,13100,12850,12850,14585,143546.0,11170933.0
2004-08-19,12850,13250,12800,13150,22415,146898.0,11170933.0
2004-08-20,13200,13350,12950,13100,15640,146339.0,11170933.0
2004-08-23,13050,13350,12900,13350,37722,149132.0,11170933.0
2004-08-24,13150,13300,12950,13150,11363,146898.0,11170933.0
2004-08-25,13200,13200,13000,13050,13087,145781.0,11170933.0
2004-08-26,13200,13350,13050,13150,15644,146898.0,11170933.0
2004-08-27,13200,13500,13000,13300,17266,148573.0,11170933.0
2004-08-30,13150,13300,12950,13050,8337,145781.0,11170933.0
2004-08-31,13000,13000,12850,13000,13624,145222.0,11170933.0
2004-09-01,13000,13450,12850,13400,28211,149691.0,11170933.0
2004-09-02,13400,13450,13000,13150,28652,146898.0,11170933.0
2004-09-03,13250,13400,12950,13050,43674,145781.0,11170933.0
2004-09-06,13000,13200,12950,12950,32037,144664.0,11170933.0
2004-09-07,13000,13050,12900,13000,13094,145222.0,11170933.0
2004-09-08,13150,13150,12700,13000,30709,145222.0,11170933.0
2004-09-09,12750,12950,12550,12550,29409,140195.0,11170933.0
2004-09-10,12650,12650,12250,12400,24674,138520.0,11170933.0
2004-09-13,12300,12550,12300,12400,12800,138520.0,11170933.0
2004-09-14,12400,12500,12250,12250,18138,136844.0,11170933.0
2004-09-15,12100,12450,12100,12150,27555,135727.0,11170933.0
2004-09-16,12150,12400,12100,12350,17927,137961.0,11170933.0
2004-09-17,12350,12500,12100,12150,22600,135836.0,11179933.0
2004-09-20,12150,12600,11650,12350,57284,138072.0,11179933.0
2004-09-21,12250,12350,12000,12300,14496,137513.0,11179933.0
2004-09-22,12100,12600,11900,12600,71086,140867.0,11179933.0
2004-09-23,12500,13100,12500,12850,38651,143662.0,11179933.0
2004-09-24,12850,13200,12850,13000,23774,145339.0,11179933.0
2004-09-30,13200,13200,12850,12900,6818,144221.0,11179933.0
2004-10-01,12700,13300,12700,13200,31369,147575.0,11179933.0
2004-10-04,13100,13400,13050,13100,15331,146457.0,11179933.0
2004-10-05,13100,13300,12900,13150,20844,147016.0,11179933.0
2004-10-06,13050,13250,12850,13100,22556,146457.0,11179933.0
2004-10-07,13200,13500,12800,13500,26639,150929.0,11179933.0
2004-10-08,13500,14800,13200,14300,31195,159873.0,11179933.0
2004-10-11,14000,15050,13900,14900,27281,166581.0,11179933.0
2004-10-12,15000,15150,14600,14900,24755,166581.0,11179933.0
2004-10-13,14800,15600,14800,15400,26262,172171.0,11179933.0
2004-10-14,15250,15700,14900,14900,15120,166581.0,11179933.0
2004-10-15,14700,15100,14700,15100,32782,168817.0,11179933.0
2004-10-18,14850,15300,14700,14700,12620,164345.0,11179933.0
