서전기전(189860),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-04-20,8000,8550,7950,8275,158856,80257.0,4849390.0
2015-04-21,8250,8250,8025,8075,80546,78318.0,4849390.0
2015-04-22,8125,8250,7400,7800,151841,75650.0,4849390.0
2015-04-23,7800,7825,7400,7825,121579,75893.0,4849390.0
2015-04-24,7750,7924,7575,7850,46775,76135.0,4849390.0
2015-04-27,7950,8349,7950,8150,111150,79045.0,4849390.0
2015-04-28,8150,8775,8025,8650,156798,83894.0,4849390.0
2015-04-29,8775,8775,8425,8750,93568,84864.0,4849390.0
2015-04-30,8700,8950,8400,8900,79122,86319.0,4849390.0
2015-05-04,9000,9000,8450,8450,87558,81955.0,4849390.0
2015-05-06,8300,8325,7800,7950,145789,77105.0,4849390.0
2015-05-07,7825,8225,7650,8200,54854,79530.0,4849390.0
2015-05-08,8100,8325,8000,8075,43328,78318.0,4849390.0
2015-05-11,8049,8250,7800,7825,78353,75893.0,4849390.0
2015-05-12,7800,7949,7725,7775,39180,75408.0,4849390.0
2015-05-13,7800,7875,7475,7500,117986,72741.0,4849390.0
2015-05-14,7525,8275,7525,8000,77274,77590.0,4849390.0
2015-05-15,8100,8175,7825,7900,42680,76620.0,4849390.0
2015-05-18,7874,7874,7525,7750,47534,75166.0,4849390.0
2015-05-19,7750,7800,7575,7800,32385,75650.0,4849390.0
2015-05-20,7900,7950,7650,7850,61446,76135.0,4849390.0
2015-05-21,7775,7950,7675,7700,29930,74681.0,4849390.0
2015-05-22,7649,7725,7449,7525,73119,72983.0,4849390.0
2015-05-26,7724,7724,7324,7450,35107,72256.0,4849390.0
2015-05-27,7550,7550,7250,7400,21256,71771.0,4849390.0
2015-05-28,7400,7775,7400,7700,42625,74681.0,4849390.0
2015-05-29,7700,7700,6550,6550,289059,63527.0,4849390.0
2015-06-01,6425,6850,6100,6675,487043,64739.0,4849390.0
2015-06-02,6800,6975,6675,6900,88804,66922.0,4849390.0
2015-06-03,6875,6950,6724,6850,54929,66437.0,4849390.0
2015-06-04,6800,7525,6750,7300,91999,70801.0,4849390.0
2015-06-05,7375,7450,7150,7300,38142,70801.0,4849390.0
2015-06-08,7225,7350,7050,7100,29563,68861.0,4849390.0
2015-06-09,7050,7125,6875,6900,43690,66922.0,4849390.0
2015-06-10,6875,7000,6875,6925,19881,67164.0,4849390.0
2015-06-11,6974,6974,6350,6550,72437,63527.0,4849390.0
2015-06-12,6550,6800,6550,6750,40633,65467.0,4849390.0
2015-06-15,6600,6900,6525,6800,21097,65952.0,4849390.0
2015-06-16,6700,7075,6650,7050,46125,68376.0,4849390.0
2015-06-17,6900,7025,6625,6800,59484,65952.0,4849390.0
2015-06-18,6700,6725,6550,6625,34034,64254.0,4849390.0
2015-06-19,6600,6600,6400,6400,59388,62072.0,4849390.0
2015-06-22,6400,6474,6250,6350,27838,61587.0,4849390.0
2015-06-23,6400,6425,6275,6300,23742,61102.0,4849390.0
2015-06-24,6350,6600,6225,6500,43532,63042.0,4849390.0
2015-06-25,6475,6575,6200,6250,65160,60617.0,4849390.0
2015-06-26,6200,6349,6100,6275,46531,60860.0,4849390.0
2015-06-29,6250,6250,5900,5950,31906,57708.0,4849390.0
2015-06-30,5849,6225,5849,6125,18237,59405.0,4849390.0
2015-07-01,6150,6325,6125,6300,26960,61102.0,4849390.0
2015-07-02,6275,6425,6200,6325,19953,61345.0,4849390.0
2015-07-03,6324,6350,6150,6250,20109,60617.0,4849390.0
2015-07-06,6200,6225,6000,6225,17519,60375.0,4849390.0
2015-07-07,6125,6200,5849,6025,38836,58435.0,4849390.0
2015-07-08,6025,6075,5850,5900,11158,57223.0,4849390.0
2015-07-09,5900,5900,5575,5575,60639,54071.0,4849390.0
2015-07-10,5600,5700,5500,5675,13076,55041.0,4849390.0
2015-07-13,5650,6000,5650,5900,16773,57223.0,4849390.0
2015-07-14,6000,6049,5925,5925,14083,57465.0,4849390.0
2015-07-15,6050,6050,5900,6000,14430,58193.0,4849390.0
2015-07-16,6075,6075,5750,5775,36396,56010.0,4849390.0
2015-07-17,5700,5925,5700,5800,16883,56253.0,4849390.0
2015-07-20,5800,5875,5650,5725,24272,55526.0,4849390.0
2015-07-21,5700,5800,5700,5775,13803,56010.0,4849390.0
2015-07-22,5725,6000,5725,5875,21977,56980.0,4849390.0
2015-07-23,5924,5924,5700,5850,16349,56738.0,4849390.0
2015-07-24,5850,5850,5625,5675,23722,55041.0,4849390.0
2015-07-27,5700,5725,5375,5450,22217,52858.0,4849390.0
2015-07-28,5375,5475,5200,5375,28586,52131.0,4849390.0
2015-07-29,5375,5575,5300,5325,14451,51646.0,4849390.0
2015-07-30,5325,5500,5150,5325,13375,51646.0,4849390.0
2015-07-31,5250,5500,5200,5500,17363,53343.0,4849390.0
2015-08-03,5425,5550,5400,5450,7124,52858.0,4849390.0
2015-08-04,5325,5525,5325,5475,6970,53101.0,4849390.0
2015-08-05,5525,5525,5350,5400,9096,52373.0,4849390.0
2015-08-06,5375,5450,5275,5400,10360,52373.0,4849390.0
2015-08-07,5375,5525,5350,5450,7381,52858.0,4849390.0
2015-08-10,5500,5500,5350,5425,5666,52616.0,4849390.0
2015-08-11,5425,5550,5425,5450,11174,52858.0,4849390.0
2015-08-12,5525,5525,5250,5375,17364,52131.0,4849390.0
2015-08-13,5275,5450,5275,5450,3881,52858.0,4849390.0
2015-08-17,5400,5700,5400,5700,21465,55283.0,4849390.0
2015-08-18,5700,5725,5525,5650,21786,54798.0,4849390.0
2015-08-19,5575,5675,5525,5600,31716,54313.0,4849390.0
2015-08-20,5650,5875,5550,5825,25829,56495.0,4849390.0
2015-08-21,5600,5850,5500,5575,46508,54071.0,4849390.0
2015-08-24,5550,5575,4985,5000,48170,48494.0,4849390.0
2015-08-25,5000,5200,4925,5150,28484,49949.0,4849390.0
2015-08-26,5150,5225,4740,4865,91159,47185.0,4849390.0
2015-08-27,4955,4995,4865,4905,24894,47573.0,4849390.0
2015-08-28,4990,6375,4960,6375,398895,61830.0,4849390.0
2015-08-31,6650,6975,6300,6575,368459,63769.0,4849390.0
2015-09-01,6575,6850,6350,6650,215820,64497.0,4849390.0
2015-09-02,6700,7050,6650,6650,189585,64497.0,4849390.0
2015-09-03,6850,6850,6275,6275,97315,60860.0,4849390.0
2015-09-04,6350,6350,5825,5900,83836,57223.0,4849390.0
2015-09-07,5900,5925,5325,5450,72489,52858.0,4849390.0
2015-09-08,5450,5550,5250,5325,43351,51646.0,4849390.0
2015-09-09,5375,5575,5350,5425,30811,52616.0,4849390.0
2015-09-10,5350,5525,5300,5500,21987,53343.0,4849390.0
2015-09-11,5400,5575,5400,5475,24416,53101.0,4849390.0
2015-09-14,5425,5525,5350,5400,18577,52373.0,4849390.0
2015-09-15,5350,5450,5275,5400,16807,52373.0,4849390.0
2015-09-16,5400,5500,5350,5425,10507,52616.0,4849390.0
2015-09-17,5425,5525,5400,5475,19284,53101.0,4849390.0
2015-09-18,5575,5775,5425,5775,34847,56010.0,4849390.0
2015-09-21,5725,5825,5625,5825,24538,56495.0,4849390.0
2015-09-22,5800,5800,5650,5725,17794,55526.0,4849390.0
2015-09-23,5700,5750,5400,5450,20077,52858.0,4849390.0
2015-09-24,5450,5525,5275,5375,17131,52131.0,4849390.0
2015-09-25,5350,5400,5225,5300,9237,51404.0,4849390.0
2015-09-30,5275,5325,5200,5300,9922,51404.0,4849390.0
2015-10-01,5275,5525,5250,5450,8684,52858.0,4849390.0
2015-10-02,5450,5625,5450,5525,9704,53586.0,4849390.0
2015-10-05,5600,5725,5475,5600,13060,54313.0,4849390.0
2015-10-06,5775,5775,5550,5600,6768,54313.0,4849390.0
2015-10-07,5600,5625,5475,5575,6477,54071.0,4849390.0
2015-10-08,5600,5700,5525,5550,9301,53828.0,4849390.0
2015-10-12,5550,5675,5525,5600,8589,54313.0,4849390.0
2015-10-13,5575,5625,5550,5600,9320,54313.0,4849390.0
2015-10-14,5650,5925,5650,5725,31853,55526.0,4849390.0
2015-10-15,5700,5800,5650,5700,3043,55283.0,4849390.0
2015-10-16,5775,5775,5600,5675,9391,55041.0,4849390.0
2015-10-19,5650,5700,5500,5575,14767,54071.0,4849390.0
2015-10-20,5525,5575,5400,5450,16254,52858.0,4849390.0
2015-10-21,5450,5475,5300,5375,20699,52131.0,4849390.0
2015-10-22,5375,5450,5075,5125,34461,49706.0,4849390.0
2015-10-23,5150,5175,5075,5150,48789,49949.0,4849390.0
2015-10-26,5150,5175,5050,5175,8821,50191.0,4849390.0
2015-10-27,5150,5175,5050,5100,22697,49464.0,4849390.0
2015-10-28,5100,5125,4985,5025,22006,48736.0,4849390.0
2015-10-29,5025,5075,4925,4925,22168,47766.0,4849390.0
2015-10-30,4900,4995,4850,4870,20540,47233.0,4849390.0
2015-11-02,4890,4950,4825,4825,8081,46797.0,4849390.0
2015-11-03,4805,4975,4785,4865,14262,47185.0,4849390.0
2015-11-04,4815,5000,4815,4930,5509,47815.0,4849390.0
2015-11-05,4980,5125,4940,4940,11321,47912.0,4849390.0
2015-11-06,4985,5000,4850,4895,10719,47476.0,4849390.0
2015-11-09,4900,4900,4745,4745,15401,46021.0,4849390.0
2015-11-10,4685,4730,4550,4585,19123,44469.0,4849390.0
2015-11-11,4585,4735,4585,4665,6715,45245.0,4849390.0
2015-11-12,4665,4715,4625,4700,3263,45584.0,4849390.0
2015-11-13,4700,4700,4555,4645,5395,45051.0,4849390.0
2015-11-16,4545,4590,4440,4495,17301,43596.0,4849390.0
2015-11-17,4550,4550,4435,4490,6425,43548.0,4849390.0
2015-11-18,4460,4500,4445,4495,6884,43596.0,4849390.0
2015-11-19,4495,4550,4490,4535,2214,43984.0,4849390.0
2015-11-20,4580,4580,4495,4535,6568,43984.0,4849390.0
2015-11-23,4540,4585,4530,4540,5697,44032.0,4849390.0
2015-11-24,4510,4560,4495,4510,11548,43741.0,4849390.0
2015-11-25,4510,4530,4445,4485,10048,43499.0,4849390.0
2015-11-26,4485,4500,4400,4450,7224,43160.0,4849390.0
2015-11-27,4450,4620,4425,4545,10879,44081.0,4849390.0
2015-11-30,4130,4250,3960,3975,172249,38553.0,4849390.0
2015-12-01,3975,4000,3865,3895,61027,37777.0,4849390.0
2015-12-02,3895,3930,3840,3850,26154,37340.0,4849390.0
2015-12-03,3840,3885,3830,3855,14962,37389.0,4849390.0
2015-12-04,3875,3960,3805,3870,12724,37534.0,4849390.0
2015-12-07,3905,3910,3820,3855,8573,37389.0,4849390.0
2015-12-08,3800,3850,3680,3720,16473,36079.0,4849390.0
2015-12-09,3625,3715,3585,3585,22088,34770.0,4849390.0
2015-12-10,3580,3645,3535,3585,7490,34770.0,4849390.0
2015-12-11,3585,3590,3390,3520,28513,34140.0,4849390.0
2015-12-14,3520,3520,3370,3450,8054,33461.0,4849390.0
2015-12-15,3450,3530,3450,3515,5192,34091.0,4849390.0
2015-12-16,3495,3635,3495,3575,7942,34673.0,4849390.0
2015-12-17,3575,3720,3575,3690,10346,35788.0,4849390.0
2015-12-18,3610,3715,3610,3690,2840,35788.0,4849390.0
2015-12-21,3685,3685,3600,3650,6173,35401.0,4849390.0
2015-12-22,3645,3700,3575,3670,7461,35595.0,4849390.0
2015-12-23,3695,3695,3630,3675,2664,35643.0,4849390.0
2015-12-24,3665,3700,3630,3680,9482,35692.0,4849390.0
2015-12-28,3610,3685,3610,3660,8097,35498.0,4849390.0
2015-12-29,3735,3735,3600,3645,4814,35352.0,4849390.0
2015-12-30,3645,3705,3645,3700,2213,35885.0,4849390.0
2016-01-04,3700,3700,3640,3650,5238,35401.0,4849390.0
2016-01-05,3570,3650,3530,3610,11271,35013.0,4849390.0
2016-01-06,3650,3650,3530,3560,4947,34528.0,4849390.0
2016-01-07,3500,3520,3480,3505,6959,33994.0,4849390.0
2016-01-08,3540,3540,3350,3495,4397,33897.0,4849390.0
2016-01-11,3495,3500,3365,3365,8694,32636.0,4849390.0
2016-01-12,3310,3480,3310,3410,8051,33073.0,4849390.0
2016-01-13,3410,3475,3405,3410,4444,33073.0,4849390.0
2016-01-14,3410,3410,3350,3410,3469,33073.0,4849390.0
2016-01-15,3410,3465,3395,3410,1457,33073.0,4849390.0
2016-01-18,3350,3435,3335,3430,9858,33267.0,4849390.0
2016-01-19,3460,3460,3350,3400,1844,32976.0,4849390.0
2016-01-20,3400,3400,3200,3275,12229,31764.0,4849390.0
2016-01-21,3275,3275,3115,3150,11915,30551.0,4849390.0
2016-01-22,3165,3250,3140,3140,6102,30454.0,4849390.0
2016-01-25,3205,3205,3140,3190,10018,30939.0,4849390.0
2016-01-26,3155,3195,3130,3195,4700,30988.0,4849390.0
2016-01-27,3170,3200,3150,3180,6559,30842.0,4849390.0
2016-01-28,3155,3210,3140,3185,6687,30891.0,4849390.0
2016-01-29,3185,3210,3130,3195,8701,30988.0,4849390.0
2016-02-01,3185,3325,3185,3315,9158,32151.0,4849390.0
2016-02-02,3340,3340,3250,3275,4118,31764.0,4849390.0
2016-02-03,3220,3280,3200,3275,10822,31764.0,4849390.0
2016-02-04,3230,3295,3230,3285,1450,31860.0,4849390.0
2016-02-05,3250,3300,3250,3300,4252,32006.0,4849390.0
2016-02-11,3270,3270,3135,3150,11891,30551.0,4849390.0
2016-02-12,3150,3150,2950,3100,18958,30066.0,4849390.0
2016-02-15,3100,3175,3100,3175,7448,30794.0,4849390.0
2016-02-16,3175,3200,3150,3195,6337,30988.0,4849390.0
2016-02-17,3135,3250,3135,3230,3169,31327.0,4849390.0
2016-02-18,3250,3300,3205,3250,2814,31521.0,4849390.0
2016-02-19,3300,3300,3210,3210,3617,31133.0,4849390.0
2016-02-22,3175,3285,3175,3285,3479,31860.0,4849390.0
2016-02-23,3285,3305,3235,3295,2074,31957.0,4849390.0
2016-02-24,3310,3530,3310,3455,9561,33509.0,4849390.0
2016-02-25,3460,3640,3460,3515,9814,34091.0,4849390.0
2016-02-26,3515,3635,3450,3510,7380,34043.0,4849390.0
2016-02-29,3515,3550,3460,3470,7361,33655.0,4849390.0
2016-03-02,3500,3500,3445,3450,8953,33461.0,4849390.0
2016-03-03,3450,3500,3400,3450,4630,33461.0,4849390.0
2016-03-04,3450,3450,3405,3425,1492,33218.0,4849390.0
2016-03-07,3505,3620,3400,3590,15488,34819.0,4849390.0
2016-03-08,3565,3590,3505,3565,3351,34576.0,4849390.0
2016-03-09,3605,3740,3595,3690,7976,35788.0,4849390.0
2016-03-10,3690,3730,3600,3700,8456,35885.0,4849390.0
2016-03-11,3680,3700,3620,3685,1422,35740.0,4849390.0
2016-03-14,3675,3680,3625,3660,3241,35498.0,4849390.0
2016-03-15,3680,3680,3580,3590,3205,34819.0,4849390.0
2016-03-16,3595,3625,3545,3590,2048,34819.0,4849390.0
2016-03-17,3590,3600,3510,3555,3897,34479.0,4849390.0
2016-03-18,3555,3615,3515,3515,7399,34091.0,4849390.0
2016-03-21,3495,3525,3470,3515,9786,34091.0,4849390.0
2016-03-22,3515,3575,3495,3525,6043,34188.0,4849390.0
2016-03-23,3525,3625,3525,3585,5075,34770.0,4849390.0
2016-03-24,3605,3660,3525,3635,9421,35255.0,4849390.0
2016-03-25,3635,3660,3500,3545,7339,34382.0,4849390.0
2016-03-28,3545,3605,3435,3605,3151,34964.0,4849390.0
2016-03-29,3575,3615,3500,3570,2635,34625.0,4849390.0
2016-03-30,3570,3570,3500,3560,3183,34528.0,4849390.0
2016-03-31,3560,3575,3500,3570,5512,34625.0,4849390.0
2016-04-01,3570,3620,3515,3570,3013,34625.0,4849390.0
2016-04-04,3570,3625,3525,3625,6237,35158.0,4849390.0
2016-04-05,3560,3655,3560,3645,10048,35352.0,4849390.0
2016-04-06,3630,3735,3630,3735,11358,36225.0,4849390.0
2016-04-07,3750,4195,3750,3880,112411,37631.0,4849390.0
2016-04-08,3920,3945,3760,3890,29953,37728.0,4849390.0
2016-04-11,3860,4020,3830,3845,13590,37292.0,4849390.0
2016-04-12,3885,3995,3805,3965,20555,38456.0,4849390.0
2016-04-14,4000,4050,3865,3920,6351,38019.0,4849390.0
2016-04-15,3920,3960,3840,3860,4871,37437.0,4849390.0
2016-04-18,3815,3940,3765,3900,34247,37825.0,4849390.0
2016-04-19,3900,3930,3815,3825,12543,37098.0,4849390.0
2016-04-20,3825,3880,3775,3840,8277,37243.0,4849390.0
2016-04-21,3840,3870,3790,3840,6059,37243.0,4849390.0
2016-04-22,3840,3880,3830,3875,3753,37583.0,4849390.0
2016-04-25,3875,3880,3840,3870,11294,37534.0,4849390.0
2016-04-26,3885,3940,3870,3890,15891,37728.0,4849390.0
2016-04-27,3880,3970,3865,3920,11419,38019.0,4849390.0
2016-04-28,3960,4030,3925,3995,20774,38747.0,4849390.0
2016-04-29,4000,4194,4000,4035,12895,39135.0,4849390.0
2016-05-02,4035,4185,3955,4120,34238,39959.0,4849390.0
2016-05-03,4150,4315,4025,4100,58860,39765.0,4849390.0
2016-05-04,4080,4240,3950,4185,45341,40589.0,4849390.0
2016-05-09,4105,4225,4000,4080,34305,39571.0,4849390.0
2016-05-10,4080,4165,3920,3970,9658,38504.0,4849390.0
2016-05-11,3970,3995,3810,3850,23079,37340.0,4849390.0
2016-05-12,3845,3845,3625,3700,49587,35885.0,4849390.0
2016-05-13,3680,3740,3675,3740,8110,36273.0,4849390.0
2016-05-16,3730,3840,3650,3815,8975,37001.0,4849390.0
2016-05-17,3770,3890,3700,3810,12589,36952.0,4849390.0
2016-05-18,3740,3835,3465,3465,27694,33606.0,4849390.0
2016-05-19,3450,3450,3275,3320,25574,32200.0,4849390.0
2016-05-20,3275,3455,3275,3360,7696,32588.0,4849390.0
2016-05-23,3360,3425,3345,3390,7780,32879.0,4849390.0
2016-05-24,3390,3390,3330,3370,6398,32685.0,4849390.0
2016-05-25,3370,3395,3300,3370,7796,32685.0,4849390.0
2016-05-26,3405,3405,3315,3315,4248,32151.0,4849390.0
2016-05-27,3280,3425,3245,3410,11471,33073.0,4849390.0
2016-05-30,3445,3445,3325,3430,10591,33267.0,4849390.0
2016-05-31,3465,3465,3350,3430,6738,33267.0,4849390.0
2016-06-01,3375,3500,3365,3500,6638,33946.0,4849390.0
2016-06-02,3535,3535,3475,3480,4022,33752.0,4849390.0
2016-06-03,3500,3520,3430,3480,5984,33752.0,4849390.0
2016-06-07,3500,3535,3415,3510,11489,34043.0,4849390.0
2016-06-08,3545,3545,3470,3475,3112,33703.0,4849390.0
2016-06-09,3475,3500,3355,3415,6323,33121.0,4849390.0
2016-06-10,3415,3450,3330,3350,11739,32491.0,4849390.0
2016-06-13,3350,3380,3250,3300,8795,32006.0,4849390.0
2016-06-14,3300,3360,3290,3350,3678,32491.0,4849390.0
2016-06-15,3350,3440,3300,3440,15826,33364.0,4849390.0
2016-06-16,3390,3500,3310,3415,6591,33121.0,4849390.0
2016-06-17,3360,3420,3340,3370,6302,32685.0,4849390.0
2016-06-20,3370,3370,3300,3330,5935,32297.0,4849390.0
2016-06-21,3310,3335,3300,3325,2526,32248.0,4849390.0
2016-06-22,3325,3330,3300,3325,2581,32248.0,4849390.0
2016-06-23,3325,3325,3250,3280,4566,31812.0,4849390.0
2016-06-24,3280,3280,2995,3010,24380,29193.0,4849390.0
2016-06-27,2775,3065,2775,3065,13424,29727.0,4849390.0
2016-06-28,3065,3145,3015,3105,3502,30115.0,4849390.0
2016-06-29,3055,3175,3055,3150,6540,30551.0,4849390.0
2016-06-30,3155,3185,3125,3150,5199,30551.0,4849390.0
2016-07-01,3175,3375,3170,3335,10513,32345.0,4849390.0
2016-07-04,3335,3385,3270,3360,1643,32588.0,4849390.0
2016-07-05,3360,3390,3250,3270,7870,31715.0,4849390.0
2016-07-06,3285,3305,3225,3270,3500,31715.0,4849390.0
2016-07-07,3235,3300,3215,3250,4323,31521.0,4849390.0
2016-07-08,3220,3275,3210,3250,4043,31521.0,4849390.0
2016-07-11,3250,3250,3050,3050,41470,29581.0,4849390.0
2016-07-12,3050,3115,3020,3035,14968,29436.0,4849390.0
2016-07-13,3070,3115,3055,3100,7397,30066.0,4849390.0
2016-07-14,3090,3135,3090,3125,6330,30309.0,4849390.0
2016-07-15,3100,3160,3100,3125,3153,30309.0,4849390.0
2016-07-18,3060,3155,3060,3140,13681,30454.0,4849390.0
2016-07-19,3130,3160,3125,3135,7229,30406.0,4849390.0
2016-07-20,3165,3165,3115,3130,3837,30357.0,4849390.0
2016-07-21,3130,3245,3130,3190,7935,30939.0,4849390.0
2016-07-22,3225,3225,3175,3205,2560,31085.0,4849390.0
2016-07-25,3240,3270,3185,3190,5298,30939.0,4849390.0
2016-07-26,3185,3215,3125,3175,9939,30794.0,4849390.0
2016-07-27,3160,3175,3125,3140,2333,30454.0,4849390.0
2016-07-28,3140,3230,3140,3215,4721,31182.0,4849390.0
2016-07-29,3300,3300,3160,3185,14704,30891.0,4849390.0
2016-08-01,3170,3195,3150,3165,5663,30697.0,4849390.0
2016-08-02,3180,3400,3170,3315,20513,32151.0,4849390.0
2016-08-03,3300,3385,3230,3280,13370,31812.0,4849390.0
2016-08-04,3295,3335,3265,3330,5075,32297.0,4849390.0
2016-08-05,3350,3475,3310,3440,25986,33364.0,4849390.0
2016-08-08,3440,3510,3420,3455,8074,33509.0,4849390.0
2016-08-09,3450,3510,3410,3410,10353,33073.0,4849390.0
2016-08-10,3410,3445,3325,3370,7485,32685.0,4849390.0
2016-08-11,3370,3425,3315,3330,7506,32297.0,4849390.0
2016-08-12,3330,3425,3280,3425,8212,33218.0,4849390.0
2016-08-16,3460,3460,3280,3345,14163,32442.0,4849390.0
2016-08-17,3340,3340,3200,3230,16413,31327.0,4849390.0
2016-08-18,3230,3260,3210,3230,5428,31327.0,4849390.0
2016-08-19,3230,3475,3230,3300,12147,32006.0,4849390.0
2016-08-22,3300,3885,3300,3715,159252,36031.0,4849390.0
2016-08-23,3685,3685,3565,3615,43438,35061.0,4849390.0
2016-08-24,3615,3630,3545,3570,17412,34625.0,4849390.0
2016-08-25,3530,3575,3530,3555,8565,34479.0,4849390.0
2016-08-26,3590,3590,3505,3580,11291,34722.0,4849390.0
2016-08-29,3620,3620,3410,3470,20229,33655.0,4849390.0
2016-08-30,3520,3540,3335,3465,8022,33606.0,4849390.0
2016-08-31,3465,3465,3315,3360,14347,32588.0,4849390.0
2016-09-01,3360,3420,3345,3395,4406,32927.0,4849390.0
2016-09-02,3395,3505,3375,3425,5091,33218.0,4849390.0
2016-09-05,3410,3625,3410,3550,27134,34431.0,4849390.0
2016-09-06,3590,3590,3500,3515,9228,34091.0,4849390.0
2016-09-07,3525,3590,3500,3550,9422,34431.0,4849390.0
