케이알피앤이(060900),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-12-11,1094655,1141905,1053308,1141910,92558,16212.0,8400000.0
2002-12-12,1141963,1242740,1088800,1153784,20908,16380.0,8400000.0
2002-12-13,1171644,1171644,1065203,1147898,59783,16296.0,8400000.0
2002-12-16,1165714,1165714,1112433,1153784,11555,16380.0,8400000.0
2002-12-17,1165653,1165653,1100682,1112378,54419,15792.0,8400000.0
2002-12-18,1100766,1130296,1071113,1118367,14770,15876.0,8400000.0
2002-12-20,1124391,1154046,1071113,1118367,36442,15876.0,8400000.0
2002-12-23,1000078,1094711,988259,1017692,71240,14448.0,8400000.0
2002-12-24,958544,1088729,958544,1035452,26599,14700.0,8400000.0
2002-12-26,976353,1035536,946700,1011807,32420,14364.0,8400000.0
2002-12-27,893458,1035450,893458,1035452,10576,14700.0,8400000.0
2002-12-30,958633,1029633,935006,1011807,54237,14364.0,8400000.0
2003-01-02,1106611,1106611,1011863,1053212,13725,14952.0,8400000.0
2003-01-03,1065197,1065197,1017833,1065087,51625,15120.0,8400000.0
2003-01-06,1035450,1059083,1035450,1035452,3793,14700.0,8400000.0
2003-01-07,1064989,1064989,994104,1005818,50839,14280.0,8400000.0
2003-01-08,952690,1059141,952690,1023578,14044,14532.0,8400000.0
2003-01-09,1053267,1053267,999989,1041338,21608,14784.0,8400000.0
2003-01-10,1035460,1053296,917200,1005818,41352,14280.0,8400000.0
2003-01-13,1023784,1035475,946755,976287,19270,13860.0,8400000.0
2003-01-14,923009,1000038,911316,999932,55290,14196.0,8400000.0
2003-01-15,994187,1006002,964649,988161,9921,14028.0,8400000.0
2003-01-16,1035519,1035519,887600,1017692,3153,14448.0,8400000.0
2003-01-17,964649,1006002,911369,988161,30413,14028.0,8400000.0
2003-01-20,1106699,1106699,958669,1029567,13636,14616.0,8400000.0
2003-01-21,1011854,1106605,923009,999932,50429,14196.0,8400000.0
2003-01-22,1035657,1035657,887736,988161,21290,14028.0,8400000.0
2003-01-23,982256,994073,905351,958527,37122,13608.0,8400000.0
2003-01-24,994062,994062,905235,905246,12025,12852.0,8400000.0
2003-01-27,952741,952741,863903,928995,10705,13188.0,8400000.0
2003-01-28,840141,982256,840141,958527,10100,13608.0,8400000.0
2003-01-29,923092,1017722,917188,952641,11070,13524.0,8400000.0
2003-01-30,1000185,1000185,917245,964515,10494,13692.0,8400000.0
2003-02-03,917170,982256,911258,958527,13564,13608.0,8400000.0
2003-02-04,994090,994090,946725,952641,12613,13524.0,8400000.0
2003-02-05,929116,964675,911394,928995,11304,13188.0,8400000.0
2003-02-06,976225,976225,840141,905246,30003,12852.0,8400000.0
2003-02-07,946754,952666,858035,917121,64233,13020.0,8400000.0
2003-02-10,917222,946878,893589,946755,45860,13440.0,8400000.0
2003-02-11,964713,964713,946878,946755,38225,13440.0,8400000.0
2003-02-12,988216,988216,893478,976287,53261,13860.0,8400000.0
2003-02-13,946878,1006059,940962,946755,46461,13440.0,8400000.0
2003-02-14,976236,1059160,863892,958527,150531,13608.0,8400000.0
2003-02-17,958560,958560,899378,923006,15031,13104.0,8400000.0
2003-02-18,952656,952656,905281,923006,45400,13104.0,8400000.0
2003-02-19,917187,934909,887533,899361,35510,12768.0,8400000.0
2003-02-20,893497,923033,887592,887486,71492,12600.0,8400000.0
2003-02-21,911254,922947,875698,905246,38912,12852.0,8400000.0
2003-02-24,929004,929004,887533,899361,37010,12768.0,8400000.0
2003-02-25,917279,917279,875809,881601,31864,12516.0,8400000.0
2003-02-26,869780,905347,869780,881601,30770,12516.0,8400000.0
2003-02-27,881687,905311,858051,887486,12440,12600.0,8400000.0
2003-02-28,893531,899436,869780,881601,8065,12516.0,8400000.0
2003-03-03,922975,946717,869812,899361,50961,12768.0,8400000.0
2003-03-04,875773,893497,858051,887486,5488,12600.0,8400000.0
2003-03-05,875809,881712,828434,881601,67547,12516.0,8400000.0
2003-03-06,869930,875835,828584,846184,13330,12012.0,8400000.0
2003-03-07,846181,881615,792903,822435,39506,11676.0,8400000.0
2003-03-10,781074,828562,763351,792904,35548,11256.0,8400000.0
2003-03-11,769353,804794,769353,804675,18341,11424.0,8400000.0
2003-03-12,798822,822457,798822,816549,40735,11592.0,8400000.0
2003-03-13,816672,846324,781114,810664,19060,11508.0,8400000.0
2003-03-14,816614,887737,798892,798789,51853,11340.0,8400000.0
2003-03-17,798950,816672,763393,810664,27152,11508.0,8400000.0
2003-03-18,834448,840351,799004,828424,29080,11760.0,8400000.0
2003-03-19,869893,869893,828547,852070,17801,12096.0,8400000.0
2003-03-20,875723,905255,846072,899361,21223,12768.0,8400000.0
2003-03-21,899350,917187,893436,899361,29866,12768.0,8400000.0
2003-03-24,899325,905235,846045,905246,11892,12852.0,8400000.0
2003-03-25,923155,923155,858058,857955,20890,12180.0,8400000.0
2003-03-26,852027,893492,852027,863841,11183,12264.0,8400000.0
2003-03-27,923151,923151,834420,834310,7231,11844.0,8400000.0
2003-03-28,881603,905235,834352,905246,12960,12852.0,8400000.0
2003-03-31,952720,952720,881712,881601,2267,12516.0,8400000.0
2003-04-01,875809,887625,834454,881601,17450,12516.0,8400000.0
2003-04-02,875773,887592,875773,887486,5010,12600.0,8400000.0
2003-04-03,875723,899350,875723,899361,14180,12768.0,8400000.0
2003-04-04,911254,911254,887516,905246,8800,12852.0,8400000.0
2003-04-07,893531,911365,858087,881601,22116,12516.0,8400000.0
2003-04-08,911306,911306,858028,869726,7822,12348.0,8400000.0
2003-04-09,875835,893548,875835,875715,10918,12432.0,8400000.0
2003-04-10,869962,893589,869962,893475,13850,12684.0,8400000.0
2003-04-11,887592,887592,875773,887486,10363,12600.0,8400000.0
2003-04-14,881856,887643,828584,846184,10601,12012.0,8400000.0
2003-04-15,846117,869751,846117,863841,13271,12264.0,8400000.0
2003-04-16,863894,863894,780970,822435,39783,11676.0,8400000.0
2003-04-17,810646,917209,804857,840195,56656,11928.0,8400000.0
2003-04-18,840216,887592,822495,887486,27920,12600.0,8400000.0
2003-04-21,858088,875807,852174,852070,4148,12096.0,8400000.0
2003-04-22,852174,887739,828547,852070,4769,12096.0,8400000.0
2003-04-23,840208,858056,828518,834310,3114,11844.0,8400000.0
2003-04-24,834396,846087,786904,786915,5521,11172.0,8400000.0
2003-04-25,798921,798921,769259,769155,1126,10920.0,8400000.0
2003-04-28,692348,769259,692348,769155,10740,10920.0,8400000.0
2003-04-29,822535,822535,745624,745509,1052,10584.0,8400000.0
2003-04-30,816560,816560,745552,786915,2208,11172.0,8400000.0
2003-05-02,786985,793006,739728,792904,2161,11256.0,8400000.0
2003-05-06,781168,804916,769350,775144,5045,11004.0,8400000.0
2003-05-07,775378,775378,775378,775144,181,11004.0,8400000.0
2003-05-09,775205,786904,751578,786915,3890,11172.0,8400000.0
2003-05-12,757391,781018,745574,781029,14357,11088.0,8400000.0
2003-05-13,775258,792978,751517,751395,8679,10668.0,8400000.0
2003-05-14,763271,786904,739646,786915,6298,11172.0,8400000.0
2003-05-15,775258,804794,763324,804675,8235,11424.0,8400000.0
2003-05-16,804797,816614,781055,798789,3724,11340.0,8400000.0
2003-05-19,816614,816614,786960,798789,3181,11340.0,8400000.0
2003-05-20,751632,798892,739700,798789,12836,11340.0,8400000.0
2003-05-21,769185,786904,763271,786915,5567,11172.0,8400000.0
2003-05-22,775378,870012,751628,775144,7994,11004.0,8400000.0
2003-05-23,763351,793006,763351,792904,8802,11256.0,8400000.0
2003-05-26,822433,822433,804711,822435,3366,11676.0,8400000.0
2003-05-27,810704,852174,781048,852070,21022,12096.0,8400000.0
2003-05-28,852285,875918,799004,828424,3339,11760.0,8400000.0
2003-05-29,828501,905404,798963,893475,28511,12684.0,8400000.0
2003-05-30,893479,1000038,804751,999932,19371,14196.0,8400000.0
2003-06-02,999995,1118362,952737,1065087,222353,15120.0,8400000.0
2003-06-03,1183574,1183574,1006015,1065087,89951,15120.0,8400000.0
2003-06-04,1005956,1076961,970512,1076858,74307,15288.0,8400000.0
2003-06-05,1035442,1118365,1035442,1088733,75223,15456.0,8400000.0
2003-06-09,1088767,1088767,982212,1053212,20184,14952.0,8400000.0
2003-06-10,1047383,1142007,1000017,1035452,74309,14700.0,8400000.0
2003-06-11,1047364,1047364,1041333,1041338,12753,14784.0,8400000.0
2003-06-12,1041561,1041561,976349,988161,30709,14028.0,8400000.0
2003-06-13,1006002,1100752,934995,988161,59293,14028.0,8400000.0
2003-06-16,1005938,1005938,934937,976287,10713,13860.0,8400000.0
2003-06-17,982380,1006004,935005,982275,24936,13944.0,8400000.0
2003-06-18,988255,1041544,964630,994047,18056,14112.0,8400000.0
2003-06-19,1029628,1094849,958746,988161,4047,14028.0,8400000.0
2003-06-20,988337,988337,899503,946755,11724,13440.0,8400000.0
2003-06-23,946700,988160,928978,958527,3057,13608.0,8400000.0
2003-06-24,946898,964744,946898,964515,9190,13692.0,8400000.0
2003-06-25,952662,1005825,899384,999932,3614,14196.0,8400000.0
2003-06-26,1000017,1023644,1000017,1005818,12009,14280.0,8400000.0
2003-06-27,988200,1005804,952643,1005818,13834,14280.0,8400000.0
2003-06-30,988255,1017908,964630,994047,10482,14112.0,8400000.0
2003-07-01,982380,982380,982380,982275,1050,13944.0,8400000.0
2003-07-02,929070,1029614,911348,1017692,51167,14448.0,8400000.0
2003-07-03,964603,1053326,964603,1053212,20288,14952.0,8400000.0
2003-07-04,1035442,1136087,1035442,1088733,359688,15456.0,8400000.0
2003-07-07,1100704,1118434,1059242,1076858,68350,15288.0,8400000.0
2003-07-08,1076979,1082892,1035519,1070973,12936,15204.0,8400000.0
2003-07-09,1041490,1130209,1017863,1112378,38194,15792.0,8400000.0
2003-07-10,1094680,1112401,1053326,1053212,10683,14952.0,8400000.0
2003-07-11,1041482,1059087,1005924,1059098,4428,15036.0,8400000.0
2003-07-14,1065086,1094616,1041459,1094618,5943,15540.0,8400000.0
2003-07-15,1082836,1124309,1065106,1112378,22858,15792.0,8400000.0
2003-07-16,1112335,1153798,1070991,1094618,16307,15540.0,8400000.0
2003-07-18,1071111,1224919,1059178,1065087,50008,15120.0,8400000.0
2003-07-21,1041520,1094683,1041520,1076858,24060,15288.0,8400000.0
2003-07-22,1082895,1153896,1082895,1153784,30896,16380.0,8400000.0
2003-07-23,1171547,1277989,1150872,1278001,30144,18144.0,8400000.0
2003-07-24,1301849,1429082,1301849,1428961,21854,20286.0,8400000.0
2003-07-25,1597723,1597723,1420159,1479247,195198,21000.0,8400000.0
2003-07-28,1526561,1582904,1390461,1414093,44319,20076.0,8400000.0
2003-07-29,1402367,1449618,1307620,1390447,24878,19740.0,8400000.0
2003-07-30,1449767,1449767,1310721,1384561,8469,19656.0,8400000.0
2003-07-31,1360914,1479281,1325470,1443727,24220,20496.0,8400000.0
2003-08-01,1461618,1615560,1390619,1538413,76628,21840.0,8400000.0
2003-08-04,1437835,1532586,1378768,1384561,3156,19656.0,8400000.0
2003-08-05,1431995,1514926,1301812,1420081,14570,20160.0,8400000.0
2003-08-06,1384672,1384672,1254479,1301750,16615,18480.0,8400000.0
2003-08-07,1420113,1455673,1366950,1384561,11967,19656.0,8400000.0
2003-08-08,1437827,1550172,1390454,1550184,12427,22008.0,8400000.0
2003-08-11,1544377,1639002,1464397,1526538,2714,21672.0,8400000.0
2003-08-12,1508968,1597689,1508968,1514768,2784,21504.0,8400000.0
2003-08-13,1508856,1695276,1508856,1689270,47770,23982.0,8400000.0
2003-08-14,1662669,1733784,1618363,1695156,9182,24066.0,8400000.0
2003-08-18,1671567,1807652,1541384,1615339,4468,22932.0,8400000.0
2003-08-19,1621285,1621285,1526533,1526538,30195,21672.0,8400000.0
2003-08-20,1497066,1639072,1485250,1562059,13903,22176.0,8400000.0
2003-08-21,1562242,1597801,1529754,1529533,9956,21714.0,8400000.0
2003-08-22,1544518,1656863,1538607,1627213,7964,23100.0,8400000.0
2003-08-25,1627213,1686398,1627213,1680390,11313,23856.0,8400000.0
2003-08-26,1727688,1727688,1562063,1668516,32592,23688.0,8400000.0
2003-08-27,1668675,1668675,1579839,1588699,15908,22554.0,8400000.0
2003-08-28,1568259,1654026,1568259,1627213,17895,23100.0,8400000.0
2003-08-29,1573979,1662698,1573979,1630105,58844,23142.0,8400000.0
2003-09-01,1656867,1680493,1582917,1612345,19801,22890.0,8400000.0
2003-09-02,1650998,1781072,1606574,1659636,50458,23562.0,8400000.0
2003-09-03,1715888,1775074,1627286,1775076,94112,25200.0,8400000.0
2003-09-04,1677511,1881657,1597656,1715910,470577,24360.0,8400000.0
2003-09-05,1787009,1787009,1559251,1730676,140742,24570.0,8400000.0
2003-09-08,1642154,1775181,1523665,1523544,28069,21630.0,8400000.0
2003-09-09,1420136,1597700,1390485,1567944,27100,22260.0,8400000.0
2003-09-15,1482376,1651075,1482376,1627213,23261,23100.0,8400000.0
2003-09-16,1630094,1630094,1568074,1630105,38042,23142.0,8400000.0
2003-09-17,1594720,1775228,1594720,1656745,21780,23520.0,8400000.0
2003-09-18,1550250,1662714,1550250,1638985,8888,23268.0,8400000.0
2003-09-19,1615518,1645170,1568259,1627213,10350,23100.0,8400000.0
2003-09-22,1603630,1645090,1515022,1538413,6851,21840.0,8400000.0
2003-09-23,1532745,1538648,1503092,1508882,9248,21420.0,8400000.0
2003-09-24,1680653,1680653,1485252,1485133,5888,21084.0,8400000.0
2003-09-25,1455657,1662630,1455657,1662630,71897,23604.0,8400000.0
2003-09-26,1662871,1855198,1662871,1763305,53383,25032.0,8400000.0
2003-09-29,1798766,1798766,1627229,1689270,25775,23982.0,8400000.0
2003-09-30,1689473,1710145,1538606,1710025,21348,30788.0,10653115.0
2003-10-01,1630262,1689442,1571076,1618333,12700,29136.0,10653115.0
2003-10-02,1653892,1653892,1559266,1647865,20642,29669.0,10653115.0
2003-10-06,1609510,1656884,1585888,1621225,11393,29190.0,10653115.0
2003-10-07,1621260,1621260,1491198,1585704,21501,28550.0,10653115.0
2003-10-08,1710198,1710198,1508880,1562059,7033,28124.0,10653115.0
2003-10-09,1585866,1650962,1479310,1650859,16852,29722.0,10653115.0
2003-10-10,1556228,1627351,1526574,1597579,9995,28763.0,10653115.0
2003-10-13,1621302,1621302,1408300,1535419,47804,27645.0,10653115.0
2003-10-14,1600632,1600632,1405344,1505887,16096,27112.0,10653115.0
2003-10-15,1568207,1568207,1437908,1473362,12510,26526.0,10653115.0
2003-10-16,1426147,1503049,1426147,1491122,10010,26846.0,10653115.0
2003-10-17,1503049,1503049,1491241,1491122,2635,26846.0,10653115.0
2003-10-20,1423078,1514868,1420127,1461487,10232,26313.0,10653115.0
2003-10-21,1479370,1479370,1402465,1420081,2989,25567.0,10653115.0
2003-10-22,1390549,1390549,1292856,1360916,8009,24502.0,10653115.0
2003-10-23,1325526,1360968,1198287,1198184,63254,21573.0,10653115.0
2003-10-24,1171618,1207185,1130274,1207064,2502,21732.0,10653115.0
2003-10-27,1207186,1207186,1201281,1201179,602,21626.0,10653115.0
2003-10-28,1162774,1210152,1065197,1065087,7393,19176.0,10653115.0
2003-10-29,1056248,1124288,1005920,1035452,14314,18643.0,10653115.0
2003-10-30,1077024,1077024,1000004,1073967,2500,19335.0,10653115.0
2003-10-31,1065086,1106549,1065086,1094618,3591,19708.0,10653115.0
2003-11-03,1112401,1112401,1106613,1106493,1600,19921.0,10653115.0
2003-11-04,1112335,1124269,1005902,1094618,16097,19708.0,10653115.0
2003-11-05,1094656,1094656,1023771,1044332,5176,18803.0,10653115.0
2003-11-06,1059162,1065074,920239,1011807,13952,18217.0,10653115.0
2003-11-07,952724,1006004,946821,982275,9277,17684.0,10653115.0
2003-11-10,982440,1097734,920296,1091727,14180,19655.0,10653115.0
2003-11-11,1100766,1130296,1100766,1118367,9150,20134.0,10653115.0
2003-11-12,1118253,1183465,1118253,1171544,10950,21093.0,10653115.0
2003-11-13,1153899,1278187,1153899,1207064,6841,21732.0,10653115.0
2003-11-14,1171599,1236812,1171599,1212950,14378,21839.0,10653115.0
2003-11-17,1171715,1213177,1159899,1183419,6203,21306.0,10653115.0
2003-11-18,1142031,1201214,1142031,1195190,5458,21519.0,10653115.0
2003-11-19,1189466,1207185,1183552,1207064,5000,21732.0,10653115.0
2003-11-20,1218933,1248470,1159865,1195190,4918,21519.0,10653115.0
2003-11-21,1337309,1337309,1183492,1195190,15369,21519.0,10653115.0
2003-11-24,1218906,1218906,1059072,1171544,8530,21093.0,10653115.0
2003-11-25,1153962,1183615,1118404,1165658,7319,20987.0,10653115.0
2003-11-26,1159808,1171625,1112433,1153784,11739,20774.0,10653115.0
2003-11-27,1148019,1165741,1136087,1147898,17465,20667.0,10653115.0
2003-11-28,1130359,1153990,1112522,1130138,19306,20347.0,10653115.0
2003-12-01,1130397,1130397,1047579,1109487,11511,19975.0,10653115.0
2003-12-02,1094765,1106573,1059323,1082847,14867,19495.0,10653115.0
2003-12-03,1112335,1124269,1082808,1094618,4896,19708.0,10653115.0
2003-12-04,1094738,1124389,1017833,1065087,9214,19176.0,10653115.0
2003-12-05,1153968,1153968,1065131,1121258,6611,20188.0,10653115.0
2003-12-08,1153979,1153979,1053326,1106493,7866,19921.0,10653115.0
2003-12-09,1124299,1124299,1059087,1059098,25020,19069.0,10653115.0
2003-12-10,1044360,1094683,934958,1062093,43257,19122.0,10653115.0
2003-12-11,1085900,1088853,1017853,1082847,5963,19495.0,10653115.0
2003-12-12,1103480,1112347,1035442,1088733,1561,19602.0,10653115.0
2003-12-15,1071208,1094835,958739,1002927,65476,18057.0,10653115.0
2003-12-16,985248,1035450,908219,1035452,49881,18643.0,10653115.0
2003-12-17,1047364,1047364,1005891,1041338,21941,18749.0,10653115.0
2003-12-18,1059087,1059087,961504,1059098,29728,19069.0,10653115.0
2003-12-19,1074063,1074063,982273,1065087,24598,19176.0,10653115.0
2003-12-22,1059141,1065163,976322,1023578,61956,18430.0,10653115.0
2003-12-23,1026731,1085923,940962,946755,46267,17045.0,10653115.0
2003-12-24,908258,958584,887702,931886,90895,16779.0,10653115.0
2003-12-26,902399,1005881,887516,905246,33728,16299.0,10653115.0
2003-12-29,937971,937971,887646,928995,5466,16725.0,10653115.0
2003-12-30,1008955,1008955,917168,982275,5838,17684.0,10653115.0
2004-01-02,1047451,1047451,937817,1017692,7299,18323.0,10653115.0
2004-01-05,1006002,1121433,905466,934881,18442,16832.0,10653115.0
2004-01-06,943785,961508,881644,908241,20735,16353.0,10653115.0
2004-01-07,932073,932073,801888,801784,127370,14435.0,10653115.0
2004-01-08,781054,795941,707217,707098,191736,12730.0,10653115.0
2004-01-09,727784,727784,624286,624183,484224,11239.0,10653115.0
2004-01-12,650949,698207,594710,698218,578327,12571.0,10653115.0
2004-01-13,751603,781018,745574,781029,204139,14062.0,10653115.0
2004-01-14,822469,822469,689325,689338,203422,12411.0,10653115.0
2004-01-15,650950,683553,615392,630172,222537,11346.0,10653115.0
2004-01-16,633252,642107,568149,639052,48421,11505.0,10653115.0
2004-01-19,594903,615584,568200,574001,112683,10334.0,10653115.0
2004-01-20,562279,580124,550462,565121,39806,10174.0,10653115.0
2004-01-26,535553,576899,532592,571006,43739,10280.0,10653115.0
2004-01-27,580049,591865,571076,591761,25281,10653.0,10653115.0
2004-01-28,573887,627165,541398,627178,41260,11292.0,10653115.0
2004-01-29,609635,701430,603721,701212,60585,12624.0,10653115.0
2004-01-30,719022,784236,701303,775144,70450,13956.0,10653115.0
2004-02-02,727756,863974,727756,789909,85421,14222.0,10653115.0
2004-02-03,789968,822458,718852,763269,44495,13743.0,10653115.0
2004-02-04,730866,786981,730866,769155,22203,13849.0,10653115.0
2004-02-05,742510,757403,742510,742515,3444,13370.0,10653115.0
2004-02-06,739700,792978,736747,751395,20977,13529.0,10653115.0
2004-02-09,751549,828471,692357,754389,33891,13583.0,10653115.0
2004-02-10,757535,784236,727880,775144,37906,13956.0,10653115.0
2004-02-11,760413,840153,751555,822435,21588,14808.0,10653115.0
2004-02-12,810689,905437,781035,843190,78624,15181.0,10653115.0
2004-02-13,884691,884691,846297,846184,32696,15234.0,10653115.0
2004-02-16,834364,849133,792903,822435,35354,14808.0,10653115.0
2004-02-17,813773,881821,781167,828424,39748,14914.0,10653115.0
2004-02-18,881695,881695,790015,789909,20282,14222.0,10653115.0
2004-02-19,780987,828478,780987,816549,12538,14701.0,10653115.0
2004-02-20,872904,872904,810646,840195,8028,15127.0,10653115.0
2004-02-23,870004,870004,775256,828424,43624,14914.0,10653115.0
2004-02-24,828658,834448,796054,828424,12207,14914.0,10653115.0
2004-02-25,828490,840182,810646,840195,7136,15127.0,10653115.0
2004-02-26,828418,940888,816600,872721,12185,15713.0,10653115.0
2004-02-27,872832,875793,837276,872721,2668,15713.0,10653115.0
2004-03-02,917282,917282,864004,866835,11014,15607.0,10653115.0
2004-03-03,861105,914262,861105,893475,4339,16086.0,10653115.0
2004-03-04,946717,946717,860956,899361,17489,16193.0,10653115.0
2004-03-05,884691,946711,869807,875715,12141,15767.0,10653115.0
2004-03-08,884593,917200,881641,914126,8981,16459.0,10653115.0
2004-03-09,896508,914221,875835,875715,2459,15767.0,10653115.0
2004-03-10,864031,899590,828590,855064,15057,15394.0,10653115.0
2004-03-11,843280,869751,843280,863841,1396,15554.0,10653115.0
2004-03-12,834448,834448,798892,798789,2860,14382.0,10653115.0
2004-03-15,810721,816739,713126,730744,3075,13157.0,10653115.0
2004-03-16,807689,816545,656823,763269,7079,13743.0,10653115.0
2004-03-17,707137,780974,707137,778035,894,14009.0,10653115.0
2004-03-18,810567,840222,742510,742515,1070,13370.0,10653115.0
2004-03-19,816628,828561,710195,710092,1260,12784.0,10653115.0
2004-03-22,793006,793006,689408,792904,5912,14275.0,10653115.0
2004-03-23,887672,887672,769421,810664,2507,14595.0,10653115.0
2004-03-24,834448,834448,798892,798789,3005,14382.0,10653115.0
2004-03-25,816589,858058,739677,857955,13819,15447.0,10653115.0
2004-03-26,846201,863925,784068,840195,10497,15127.0,10653115.0
2004-03-29,828447,846169,789939,807669,14792,14542.0,10653115.0
2004-03-30,840351,840351,822631,828424,1301,14914.0,10653115.0
2004-03-31,846169,846169,786985,792904,43476,14275.0,10653115.0
2004-04-01,798849,825427,787033,825429,24055,14861.0,10653115.0
2004-04-02,858072,858072,784115,804675,16194,14488.0,10653115.0
2004-04-06,792935,822474,772147,772149,12475,13902.0,10653115.0
2004-04-07,757368,795762,757368,786915,14540,14169.0,10653115.0
2004-04-08,769259,790057,763354,769155,25095,13849.0,10653115.0
2004-04-09,798921,798921,769259,769155,3011,13849.0,10653115.0
2004-04-12,718934,784152,718934,769155,13151,13849.0,10653115.0
2004-04-13,790057,790057,757443,769155,3201,13849.0,10653115.0
2004-04-14,757443,769259,757443,769155,4073,13849.0,10653115.0
2004-04-16,792919,816546,757363,816549,5200,14701.0,10653115.0
2004-04-19,849150,849150,778150,816549,2974,14701.0,10653115.0
2004-04-20,804794,813652,748555,804675,2529,14488.0,10653115.0
2004-04-21,793003,793003,710195,710092,12932,12784.0,10653115.0
2004-04-22,710129,760456,677638,704104,7837,12677.0,10653115.0
2004-04-23,733870,766361,695359,757384,4781,13636.0,10653115.0
2004-04-26,692407,742620,686381,704104,8674,12677.0,10653115.0
2004-04-27,704112,745696,642083,698218,9147,12571.0,10653115.0
2004-04-28,730870,730870,710195,710092,2,12784.0,10653115.0
2004-04-29,733820,733820,636128,710092,470,12784.0,10653115.0
2004-04-30,662754,704100,662754,704104,23,12677.0,10653115.0
2004-05-03,656731,727738,656731,727749,2173,13103.0,10653115.0
2004-05-04,739725,739725,707243,710092,1294,12784.0,10653115.0
2004-05-06,736775,736775,642148,710092,9803,12784.0,10653115.0
