다원시스(068240),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-02-08,6170,6170,6019,6063,121874,93450.0,6675000.0
2011-02-09,6106,6128,5781,5891,128042,90780.0,6675000.0
2011-02-10,5845,5910,5738,5804,81031,89445.0,6675000.0
2011-02-11,5673,5802,5478,5522,135008,85106.0,6675000.0
2011-02-14,5564,5673,5521,5587,55287,86108.0,6675000.0
2011-02-15,5521,5608,5370,5500,84445,84772.0,6675000.0
2011-02-16,5629,5802,5521,5631,197137,86775.0,6675000.0
2011-02-17,5629,5673,5088,5219,208197,80434.0,6675000.0
2011-02-18,5240,5998,5240,5998,410802,92449.0,6675000.0
2011-02-21,5998,6084,5802,5977,256303,92115.0,6675000.0
2011-02-22,5932,6214,5802,6150,380539,94785.0,6675000.0
2011-02-23,6128,6236,5889,6042,229539,93116.0,6675000.0
2011-02-24,6084,6387,5954,6107,502719,94118.0,6675000.0
2011-02-25,6128,6214,5976,6063,121727,93450.0,6675000.0
2011-02-28,5976,6063,5759,5804,132948,89445.0,6675000.0
2011-03-02,5673,5998,5673,5869,78881,90446.0,6675000.0
2011-03-03,5824,6214,5824,6150,170538,94785.0,6675000.0
2011-03-04,6257,6691,6171,6497,522374,100125.0,6675000.0
2011-03-07,6539,6691,6344,6453,263677,99458.0,6675000.0
2011-03-08,6647,6799,6452,6453,353874,99458.0,6675000.0
2011-03-09,6496,6560,6236,6388,237327,98456.0,6675000.0
2011-03-10,6452,6603,6366,6540,286176,100792.0,6675000.0
2011-03-11,6366,6582,6301,6497,206415,100125.0,6675000.0
2011-03-14,6668,6756,6171,6193,489912,95452.0,6675000.0
2011-03-15,6149,6300,5543,5869,431607,90446.0,6675000.0
2011-03-16,5998,6106,5694,6063,206716,93450.0,6675000.0
2011-03-17,5802,5954,5802,5847,74946,90112.0,6675000.0
2011-03-18,5889,5976,5716,5717,120609,88110.0,6675000.0
2011-03-21,5716,5911,5694,5826,138211,89779.0,6675000.0
2011-03-22,5845,5889,5673,5674,157779,87442.0,6675000.0
2011-03-23,5629,5846,5521,5847,159282,90112.0,6675000.0
2011-03-24,6019,6041,5781,5782,199027,89111.0,6675000.0
2011-03-25,5846,5889,5738,5847,71367,90112.0,6675000.0
2011-03-28,5911,5932,5802,5847,63767,90112.0,6675000.0
2011-03-29,5802,5867,5759,5804,74395,89445.0,6675000.0
2011-03-30,5802,6106,5715,5998,257675,92449.0,6675000.0
2011-03-31,6041,6128,5910,5933,206231,91448.0,6675000.0
2011-04-01,5976,6214,5889,6150,199299,94785.0,6675000.0
2011-04-04,6214,6452,6128,6150,386705,94785.0,6675000.0
2011-04-05,6171,6171,6019,6085,129469,93784.0,6675000.0
2011-04-06,6149,6300,5802,5933,254569,91448.0,6675000.0
2011-04-07,5910,5954,5780,5869,157344,90446.0,6675000.0
2011-04-08,5867,5932,5780,5869,116401,90446.0,6675000.0
2011-04-11,5911,5954,5802,5891,82572,90780.0,6675000.0
2011-04-12,5932,6106,5911,6020,387311,92782.0,6675000.0
2011-04-13,6019,6128,5932,5956,160541,91781.0,6675000.0
2011-04-14,5932,5954,5802,5869,95142,90446.0,6675000.0
2011-04-15,5867,5976,5738,5977,141625,92115.0,6675000.0
2011-04-18,6041,6063,5694,5696,257852,87776.0,6675000.0
2011-04-19,5651,5759,5456,5631,164866,86775.0,6675000.0
2011-04-20,5694,5781,5543,5587,112638,86108.0,6675000.0
2011-04-21,5586,5629,5521,5522,107906,85106.0,6675000.0
2011-04-22,5608,5608,5348,5413,141469,83438.0,6675000.0
2011-04-25,5456,5716,5456,5696,128387,87776.0,6675000.0
2011-04-26,5673,5694,5543,5696,86580,87776.0,6675000.0
2011-04-27,5694,5738,5521,5543,56310,85440.0,6675000.0
2011-04-28,5564,5586,5413,5457,65258,84105.0,6675000.0
2011-04-29,5456,5586,5392,5565,62478,85774.0,6675000.0
2011-05-02,5629,5629,5478,5500,39860,84772.0,6675000.0
2011-05-03,5478,5715,5348,5349,152541,82436.0,6675000.0
2011-05-04,5327,5434,5196,5241,95527,80768.0,6675000.0
2011-05-06,5240,5240,5001,5046,73248,77764.0,6675000.0
2011-05-09,5088,5153,5023,5024,42379,77430.0,6675000.0
2011-05-11,5066,5262,5066,5111,56571,78765.0,6675000.0
2011-05-12,5109,5196,5109,5176,31292,79766.0,6675000.0
2011-05-13,5218,5218,4958,5024,66642,77430.0,6675000.0
2011-05-16,4979,5044,4937,4959,22460,76429.0,6675000.0
2011-05-17,4914,5001,4742,4764,104886,73425.0,6675000.0
2011-05-18,4850,4937,4612,4938,85121,76095.0,6675000.0
2011-05-19,4893,4893,4612,4634,47689,71422.0,6675000.0
2011-05-20,4547,4742,4547,4656,44084,71756.0,6675000.0
2011-05-23,4569,4763,4291,4331,130843,66750.0,6675000.0
2011-05-24,4352,4373,4265,4296,62204,66216.0,6675000.0
2011-05-25,4296,4417,4269,4275,67915,65882.0,6675000.0
2011-05-26,4274,4417,4274,4331,43355,66750.0,6675000.0
2011-05-27,4373,4438,4308,4331,37336,66750.0,6675000.0
2011-05-30,4395,4482,4330,4331,32483,66750.0,6675000.0
2011-05-31,4395,4395,3698,3994,107442,61544.0,6675000.0
2011-06-01,4031,4031,3810,3937,106989,60676.0,6675000.0
2011-06-02,3901,3962,3784,3898,80940,60075.0,6675000.0
2011-06-03,3858,4482,3858,4210,217925,64881.0,6675000.0
2011-06-07,4192,4330,4113,4171,52952,64280.0,6675000.0
2011-06-08,4170,4243,4105,4188,56747,64547.0,6675000.0
2011-06-09,4113,4243,4070,4180,40457,64414.0,6675000.0
2011-06-10,4200,4243,3862,3876,70230,59741.0,6675000.0
2011-06-13,3810,3984,3793,3919,55987,60409.0,6675000.0
2011-06-14,3793,3953,3763,3898,55104,60075.0,6675000.0
2011-06-15,3936,4170,3936,4127,85381,63613.0,6675000.0
2011-06-16,4070,4373,4070,4374,106292,67418.0,6675000.0
2011-06-17,4373,4525,4243,4331,95952,66750.0,6675000.0
2011-06-20,4352,4417,4278,4309,47853,66416.0,6675000.0
2011-06-21,4287,4417,4278,4331,83861,66750.0,6675000.0
2011-06-22,4373,4612,4352,4569,87242,70421.0,6675000.0
2011-06-23,4590,4828,4569,4721,80090,72758.0,6675000.0
2011-06-24,4720,5109,4720,5111,171225,78765.0,6675000.0
2011-06-27,4958,5153,4914,5089,143951,78431.0,6675000.0
2011-06-28,5196,5327,4937,4938,85439,76095.0,6675000.0
2011-06-29,4937,5023,4590,4591,243380,70755.0,6675000.0
2011-06-30,4720,4785,4633,4677,77176,72090.0,6675000.0
2011-07-01,4720,4763,4612,4677,72158,72090.0,6675000.0
2011-07-04,4677,4914,4655,4916,96955,75761.0,6675000.0
2011-07-05,4958,4958,4850,4938,72763,76095.0,6675000.0
2011-07-06,4937,5348,4937,5111,369979,78765.0,6675000.0
2011-07-07,5174,5240,4979,5046,98361,77764.0,6675000.0
2011-07-08,5153,5153,5044,5132,60630,79099.0,6675000.0
2011-07-11,5131,5174,5001,5089,97560,78431.0,6675000.0
2011-07-12,4958,5109,4893,4938,174498,76095.0,6675000.0
2011-07-13,5157,5255,4969,5068,174657,52065.0,6675000.0
2011-07-14,5131,5619,5073,5392,103227,55402.0,6675000.0
2011-07-15,5489,5521,5327,5522,62970,56738.0,6675000.0
2011-07-18,5709,5709,5456,5457,62177,56070.0,6675000.0
2011-07-19,5392,5521,5327,5496,54714,56470.0,6675000.0
2011-07-20,5574,5612,5463,5476,36157,56270.0,6675000.0
2011-07-21,5495,5554,5443,5476,32314,56270.0,6675000.0
2011-07-22,5495,5755,5476,5704,72322,58606.0,6675000.0
2011-07-25,5781,5807,5677,5717,73319,58740.0,6675000.0
2011-07-26,5768,5788,5651,5698,64753,58540.0,6675000.0
2011-07-27,5665,5937,5665,5893,125024,60542.0,6675000.0
2011-07-28,5885,6171,5827,6035,140371,62011.0,6675000.0
2011-07-29,6035,6483,5541,5620,857155,57739.0,6675000.0
2011-08-01,5586,5619,5398,5418,185485,55670.0,6675000.0
2011-08-02,5320,5547,5242,5457,321065,84105.0,10012500.0
2011-08-03,5333,5378,5157,5178,153334,79800.0,10012500.0
2011-08-04,5131,5262,4781,4866,213047,74994.0,10012500.0
2011-08-05,4397,4567,4164,4418,208555,68085.0,10012500.0
2011-08-08,4157,4411,3754,3768,426045,58072.0,10012500.0
2011-08-09,3371,4222,3313,3768,378518,58072.0,10012500.0
2011-08-10,4085,4092,3884,3911,210907,60275.0,10012500.0
2011-08-11,3586,4014,3572,3931,156281,60576.0,10012500.0
2011-08-12,4150,4397,4066,4099,215441,63179.0,10012500.0
2011-08-16,4235,4709,3994,4541,608238,69987.0,10012500.0
2011-08-17,4612,4787,4547,4548,276193,70088.0,10012500.0
2011-08-18,4553,4612,4320,4483,137018,69086.0,10012500.0
2011-08-19,4099,4274,3923,3963,166171,61076.0,10012500.0
2011-08-22,3962,4040,3852,3866,77529,59574.0,10012500.0
2011-08-23,3962,4020,3865,3969,83136,61176.0,10012500.0
2011-08-24,4073,4352,3982,3996,195634,61577.0,10012500.0
2011-08-25,4079,4157,3982,4015,60723,61877.0,10012500.0
2011-08-26,4059,4059,3871,3976,50561,61276.0,10012500.0
2011-08-29,4014,4073,3982,4028,60470,62078.0,10012500.0
2011-08-30,4079,4150,3962,3982,72130,61377.0,10012500.0
2011-08-31,4008,4047,3975,4028,46411,62078.0,10012500.0
2011-09-01,4027,4157,3982,4054,142338,62478.0,10012500.0
2011-09-02,3994,4073,3962,4015,46025,61877.0,10012500.0
2011-09-05,3923,3923,3722,3736,92575,57572.0,10012500.0
2011-09-06,3605,3696,3442,3599,93680,55469.0,10012500.0
2011-09-07,3579,3702,3572,3658,83710,56370.0,10012500.0
2011-09-08,3702,3754,3507,3534,70453,54468.0,10012500.0
2011-09-09,3533,3533,3377,3463,32396,53367.0,10012500.0
2011-09-14,3397,3462,3202,3248,74964,50062.0,10012500.0
2011-09-15,3319,3365,3150,3248,67162,50062.0,10012500.0
2011-09-16,3416,3631,3319,3482,117479,53667.0,10012500.0
2011-09-19,3507,3644,3488,3489,55065,53767.0,10012500.0
2011-09-20,3559,3618,3514,3514,67062,54168.0,10012500.0
2011-09-21,3488,3579,3442,3573,59218,55069.0,10012500.0
2011-09-22,3456,3546,3313,3352,74732,51664.0,10012500.0
2011-09-23,3150,3248,3098,3118,85747,48060.0,10012500.0
2011-09-26,3076,3232,2942,2988,147161,46058.0,10012500.0
2011-09-27,2968,3163,2968,3050,46210,47009.0,10012500.0
2011-09-28,3056,3248,3020,3177,95798,48961.0,10012500.0
2011-09-29,3137,3228,3118,3180,49403,49011.0,10012500.0
2011-09-30,3183,3416,3157,3313,94117,51064.0,10012500.0
2011-10-04,3078,3293,3078,3122,35597,48110.0,10012500.0
2011-10-05,3150,3228,2942,2943,73776,45357.0,10012500.0
2011-10-06,3001,3078,2988,3034,42799,46758.0,10012500.0
2011-10-07,3066,3211,3066,3132,28473,48260.0,10012500.0
2011-10-10,3137,3218,3118,3154,43370,48611.0,10012500.0
2011-10-11,3215,3274,3183,3242,53006,49962.0,10012500.0
2011-10-12,3244,3313,3183,3307,73823,50964.0,10012500.0
2011-10-13,3404,3404,3319,3365,80844,51865.0,10012500.0
2011-10-14,3377,3832,3319,3696,284797,56971.0,10012500.0
2011-10-17,3644,3761,3644,3723,91011,57372.0,10012500.0
2011-10-18,3683,3884,3605,3755,150763,57872.0,10012500.0
2011-10-19,3865,4034,3768,3931,119169,60576.0,10012500.0
2011-10-20,3897,3962,3637,3664,79494,56470.0,10012500.0
2011-10-21,3735,3826,3670,3781,44420,58273.0,10012500.0
2011-10-24,3884,3975,3800,3898,96224,60075.0,10012500.0
2011-10-25,3943,4020,3838,3872,60534,59674.0,10012500.0
2011-10-26,3832,3903,3813,3885,52070,59875.0,10012500.0
2011-10-27,3903,4125,3903,3963,108992,61076.0,10012500.0
2011-10-28,4053,4144,3994,4015,62993,61877.0,10012500.0
2011-10-31,4085,4085,3572,3807,67728,58673.0,10012500.0
2011-11-01,3683,3949,3677,3833,108473,59074.0,10012500.0
2011-11-02,3709,4027,3702,3982,65773,61377.0,10012500.0
2011-11-03,4059,4092,3897,3898,68799,60075.0,10012500.0
2011-11-04,3975,4449,3962,4164,605992,64180.0,10012500.0
2011-11-07,4222,4222,4047,4106,117589,63279.0,10012500.0
2011-11-08,4190,4696,4111,4483,562395,69086.0,10012500.0
2011-11-09,4514,4573,4306,4476,171847,68986.0,10012500.0
2011-11-10,4320,4346,4092,4145,141673,63880.0,10012500.0
2011-11-11,4183,4267,4085,4151,88157,63980.0,10012500.0
2011-11-14,4202,4417,4190,4307,133568,66383.0,10012500.0
2011-11-15,4313,4502,4255,4398,129267,67785.0,10012500.0
2011-11-16,4378,4437,4222,4255,96038,65582.0,10012500.0
2011-11-17,4229,4281,4131,4242,56550,65382.0,10012500.0
2011-11-18,4176,4255,4085,4164,41009,64180.0,10012500.0
2011-11-21,4157,4196,3929,3937,107725,60676.0,10012500.0
2011-11-22,3826,4138,3826,4138,72747,63780.0,10012500.0
2011-11-23,4170,4170,3897,3957,43509,60976.0,10012500.0
2011-11-24,3884,3994,3871,3917,37009,60375.0,10012500.0
2011-11-25,3988,4417,3838,4080,292467,62878.0,10012500.0
2011-11-28,4150,4150,3929,3976,76495,61276.0,10012500.0
2011-11-29,4020,4053,3891,3969,57900,61176.0,10012500.0
2011-11-30,3923,4027,3858,3866,52151,59574.0,10012500.0
2011-12-01,3956,3994,3865,3905,67909,60175.0,10012500.0
2011-12-02,3994,4027,3858,3859,75923,59474.0,10012500.0
2011-12-05,3891,3956,3871,3917,35911,60375.0,10012500.0
2011-12-06,3917,3962,3858,3878,45801,59775.0,10012500.0
2011-12-07,3929,4092,3910,4041,96885,62278.0,10012500.0
2011-12-08,4047,4059,3975,4028,28166,62078.0,10012500.0
2011-12-09,4014,4014,3871,3911,64293,60275.0,10012500.0
2011-12-12,3988,4040,3943,3996,43182,61577.0,10012500.0
2011-12-13,3903,3988,3903,3931,40438,60576.0,10012500.0
2011-12-14,3910,3956,3897,3911,33941,60275.0,10012500.0
2011-12-15,3962,3962,3852,3898,31870,60075.0,10012500.0
2011-12-16,3865,3969,3865,3917,25678,60375.0,10012500.0
2011-12-19,3878,3949,3592,3729,85409,57472.0,10012500.0
2011-12-20,3598,3793,3598,3690,33176,56871.0,10012500.0
2011-12-21,3793,3826,3709,3768,35808,58072.0,10012500.0
2011-12-22,3806,3826,3761,3761,12389,57972.0,10012500.0
2011-12-23,3819,4034,3819,3957,100325,60976.0,10012500.0
2011-12-26,3994,4027,3903,3911,56732,60275.0,10012500.0
2011-12-27,3975,3975,3806,3833,49033,59074.0,10012500.0
2011-12-28,3832,3975,3768,3917,32791,60375.0,10012500.0
2011-12-29,3962,3975,3852,3911,24515,60275.0,10012500.0
2012-01-02,3923,4144,3910,4028,154498,62078.0,10012500.0
2012-01-03,4014,4631,3956,4632,821514,71389.0,10012500.0
2012-01-04,4774,5060,4658,4807,1607318,74092.0,10012500.0
2012-01-05,4904,5443,4742,5003,2799605,77096.0,10012500.0
2012-01-06,4943,5164,4794,4931,544884,75995.0,10012500.0
2012-01-09,5040,5255,4963,5132,529374,79099.0,10012500.0
2012-01-10,5066,5112,4898,4977,293405,76696.0,10012500.0
2012-01-11,4956,5099,4768,4821,242690,74293.0,10012500.0
2012-01-12,4852,4995,4722,4977,287231,76696.0,10012500.0
2012-01-13,4969,5021,4761,4847,150916,74693.0,10012500.0
2012-01-16,4807,4937,4553,4554,306288,70188.0,10012500.0
2012-01-17,4599,4696,4560,4691,123251,72290.0,10012500.0
2012-01-18,4742,4781,4495,4535,201415,69887.0,10012500.0
2012-01-19,4612,4664,4495,4580,120348,70588.0,10012500.0
2012-01-20,4599,4664,4449,4509,120628,69487.0,10012500.0
2012-01-25,4469,4508,4306,4339,140490,66884.0,10012500.0
2012-01-26,4339,4430,4313,4353,89445,67084.0,10012500.0
2012-01-27,4411,4502,4352,4444,93819,68486.0,10012500.0
2012-01-30,4391,4495,4267,4314,106873,66483.0,10012500.0
2012-01-31,4326,4423,4241,4405,79243,67885.0,10012500.0
2012-02-01,4430,4482,4365,4385,73679,67584.0,10012500.0
2012-02-02,4326,4371,4164,4197,252039,64681.0,10012500.0
2012-02-03,4196,4300,4059,4113,179389,63379.0,10012500.0
2012-02-06,4150,4164,3975,4041,158687,62278.0,10012500.0
2012-02-07,4040,4085,3962,4041,87377,62278.0,10012500.0
2012-02-08,4053,4222,4008,4125,200678,63579.0,10012500.0
2012-02-09,4099,4222,4099,4151,138527,63980.0,10012500.0
2012-02-10,4170,4215,4099,4106,106370,63279.0,10012500.0
2012-02-13,4105,4144,4034,4099,85739,63179.0,10012500.0
2012-02-14,4079,4099,4053,4073,87521,62778.0,10012500.0
2012-02-15,4053,4222,4053,4190,163780,64581.0,10012500.0
2012-02-16,4190,4215,4079,4087,156477,62979.0,10012500.0
2012-02-17,4118,4229,4059,4099,172604,63179.0,10012500.0
2012-02-20,4157,4371,4144,4353,337430,67084.0,10012500.0
2012-02-21,4384,4417,4267,4339,172826,66884.0,10012500.0
2012-02-22,4365,4469,4332,4333,270778,66783.0,10012500.0
2012-02-23,4352,4638,4261,4470,562471,68886.0,10012500.0
2012-02-24,4502,4508,4358,4483,114642,69086.0,10012500.0
2012-02-27,4872,5151,4696,4756,1526310,73292.0,10012500.0
2012-02-28,4670,4690,4443,4450,441187,68586.0,10012500.0
2012-02-29,4488,4579,4365,4476,174357,68986.0,10012500.0
2012-03-02,4534,4670,4456,4651,190523,71690.0,10012500.0
2012-03-05,4651,4781,4618,4710,230687,72591.0,10012500.0
2012-03-06,4696,4728,4449,4489,263837,69186.0,10012500.0
2012-03-07,4365,4761,4358,4613,498184,71089.0,10012500.0
2012-03-08,4716,4742,4547,4580,271750,70588.0,10012500.0
2012-03-09,4644,4651,4476,4515,178290,69587.0,10012500.0
2012-03-12,4625,4781,4593,4736,371456,72991.0,10012500.0
2012-03-13,4761,4774,4658,4742,198758,73091.0,10012500.0
2012-03-14,4742,4794,4612,4619,223505,71189.0,10012500.0
2012-03-15,4670,4677,4417,4515,197155,69587.0,10012500.0
2012-03-16,4469,4514,4320,4366,234595,67284.0,10012500.0
2012-03-19,4391,4404,4196,4236,205733,65282.0,10012500.0
2012-03-20,4241,4274,4099,4178,155228,64380.0,10012500.0
2012-03-21,4131,4300,4027,4301,113203,66283.0,10012500.0
2012-03-22,4267,4391,4209,4210,106305,64881.0,10012500.0
2012-03-23,4261,4306,4176,4262,88922,65682.0,10012500.0
2012-03-26,4287,4320,3988,3996,229344,61577.0,10012500.0
2012-03-27,4020,4047,3806,3807,185003,58673.0,10012500.0
2012-03-28,3747,3832,3702,3814,115434,58773.0,10012500.0
2012-03-29,3832,3832,3637,3670,97399,56571.0,10012500.0
2012-03-30,3670,3747,3644,3664,31456,56470.0,10012500.0
2012-04-02,3677,3774,3677,3729,40231,57472.0,10012500.0
2012-04-03,3793,3793,3702,3703,52543,57071.0,10012500.0
2012-04-04,3702,3715,3553,3580,73489,55169.0,10012500.0
2012-04-05,3442,3618,3442,3573,36597,55069.0,10012500.0
2012-04-06,3546,3650,3495,3605,46833,55569.0,10012500.0
2012-04-09,3650,3650,3449,3495,42546,53867.0,10012500.0
2012-04-10,3390,3514,3390,3476,44499,53567.0,10012500.0
2012-04-12,3468,3475,3377,3443,30316,53066.0,10012500.0
2012-04-13,3462,3605,3462,3573,38547,55069.0,10012500.0
2012-04-16,3566,3586,3488,3586,17353,55269.0,10012500.0
2012-04-17,3586,3709,3566,3684,44252,56771.0,10012500.0
2012-04-18,3722,3754,3644,3677,30825,56671.0,10012500.0
2012-04-19,3677,3696,3586,3586,19300,55269.0,10012500.0
2012-04-20,3546,3605,3507,3573,28614,55069.0,10012500.0
2012-04-23,3546,3624,3501,3508,13750,54068.0,10012500.0
2012-04-24,3436,3462,3377,3385,52556,52165.0,10012500.0
2012-04-25,3475,3475,3332,3333,20512,51364.0,10012500.0
2012-04-26,3280,3365,3222,3248,27858,50062.0,10012500.0
2012-04-27,3189,3260,3130,3132,41012,48260.0,10012500.0
2012-04-30,3176,3176,3118,3118,40993,48060.0,10012500.0
2012-05-02,3118,3280,3118,3274,40767,50463.0,10012500.0
2012-05-03,3254,3416,3254,3313,25139,51064.0,10012500.0
2012-05-04,3319,3377,3234,3313,27918,51064.0,10012500.0
2012-05-07,3306,3306,3215,3274,17263,50463.0,10012500.0
2012-05-08,3280,3293,3169,3248,18550,50062.0,10012500.0
2012-05-09,3248,3274,3173,3213,15047,49512.0,10012500.0
2012-05-10,3160,3241,3160,3235,14977,49862.0,10012500.0
2012-05-11,3254,3254,3192,3216,24782,49562.0,10012500.0
2012-05-14,3332,3566,3215,3437,73910,52966.0,10012500.0
2012-05-15,3468,3468,3313,3385,29682,52165.0,10012500.0
2012-05-16,3384,3384,3209,3307,28441,50964.0,10012500.0
2012-05-17,3248,3300,3209,3229,23102,49762.0,10012500.0
2012-05-18,3199,3199,3059,3060,37445,47159.0,10012500.0
2012-05-21,2942,3114,2942,3057,27897,47109.0,10012500.0
2012-05-22,3088,3186,3088,3157,17185,48661.0,10012500.0
2012-05-23,3202,3202,3104,3157,15236,48661.0,10012500.0
