셀트리온헬스케어(091990),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-04-26,86051,87228,85069,86542,986836,12371928.0,140271288.0
2018-04-27,88307,91643,86541,91251,1163493,13045230.0,140271288.0
2018-04-30,90662,91545,87032,88112,900024,12596362.0,140271288.0
2018-05-02,86443,88994,84481,85561,883805,12231656.0,140271288.0
2018-05-03,86051,88307,85168,85168,670450,12175548.0,140271288.0
2018-05-04,85462,85952,80948,80949,858061,11572381.0,140271288.0
2018-05-08,81243,83990,75552,75552,1128245,10800889.0,140271288.0
2018-05-09,75846,87621,75846,86444,2591298,12357900.0,140271288.0
2018-05-10,87719,89877,86051,89485,1462061,12792741.0,140271288.0
2018-05-11,88896,91643,88209,89387,1011758,12801028.0,140516224.0
2018-05-14,89681,90270,85953,86149,850804,12337324.0,140516224.0
2018-05-15,88209,92527,87915,91546,1717832,13110164.0,140516224.0
2018-05-16,93213,94587,90957,91153,1192936,13053957.0,140516224.0
2018-05-17,92330,92625,89583,91251,654562,13068009.0,140516224.0
2018-05-18,92036,93900,91447,92331,710485,13222577.0,140516224.0
2018-05-21,92625,92919,90858,90859,527450,13011802.0,140516224.0
2018-05-23,91055,91251,87522,88602,808858,12688615.0,140516224.0
2018-05-24,88798,91742,88700,90270,627893,12927493.0,140516224.0
2018-05-25,91938,98512,91938,96746,2348619,13854900.0,140516224.0
2018-05-28,95176,98316,93704,97433,1344665,13953261.0,140516224.0
2018-05-29,98512,101455,95863,95863,1343633,13728435.0,140516224.0
2018-05-30,97138,98708,94685,98610,1114059,14121881.0,140516224.0
2018-05-31,100572,100670,96746,97924,852091,14023519.0,140516224.0
2018-06-01,96844,100572,96844,99690,766418,14276448.0,140516224.0
2018-06-04,99101,99297,96157,96157,706455,13770590.0,140516224.0
2018-06-05,97334,98217,94685,95667,430095,13700332.0,140516224.0
2018-06-07,96648,97727,94881,97727,496736,13995416.0,140516224.0
2018-06-08,97236,98708,97138,97237,368866,13925158.0,140516224.0
2018-06-11,97236,98119,96059,97335,279056,13939209.0,140516224.0
2018-06-12,98512,102535,98512,101750,1697590,14571532.0,140516224.0
2018-06-14,102240,106460,101652,106460,1705479,15246010.0,140516224.0
2018-06-15,106656,112837,106460,110875,2045671,15878333.0,140516224.0
2018-06-18,112347,114800,109109,111072,1545746,15906437.0,140516224.0
2018-06-19,111267,111267,102633,102633,1656199,14697997.0,140516224.0
2018-06-20,104203,109599,104007,109502,1134166,15681611.0,140516224.0
2018-06-21,109698,110679,105773,106754,926988,15288165.0,140516224.0
2018-06-22,106460,109305,105478,109306,828991,15653507.0,140516224.0
2018-06-25,110777,111071,107441,108226,643745,15498940.0,140516224.0
2018-06-26,105969,108226,103908,107736,795508,15428681.0,140516224.0
2018-06-27,107637,110482,106656,106951,675894,15316268.0,140516224.0
2018-06-28,106656,108324,104497,105086,405988,15049288.0,140516224.0
2018-06-29,106754,109305,104988,108815,769998,15583249.0,140516224.0
2018-07-02,109207,111071,105576,107441,784473,15386527.0,140516224.0
2018-07-03,108814,109403,103614,105283,812206,15077391.0,140516224.0
2018-07-04,105282,106558,99297,100278,999137,14360758.0,140516224.0
2018-07-05,100180,100769,96157,98905,783335,14164035.0,140516224.0
2018-07-06,99297,103222,96942,102143,658630,14627739.0,140516224.0
2018-07-09,101554,102731,99886,100278,438738,14360758.0,140516224.0
2018-07-10,101554,101750,98316,98414,458814,14093777.0,140516224.0
2018-07-11,98414,98708,95078,95863,766447,13728435.0,140516224.0
2018-07-12,95863,97727,95568,96354,622451,13798693.0,140516224.0
2018-07-13,96059,98512,95274,97924,548599,14023519.0,140516224.0
2018-07-16,98806,101063,98414,99592,515186,14262397.0,140516224.0
2018-07-17,100082,100670,98414,99003,330355,14178087.0,140516224.0
2018-07-18,100180,101554,97923,98120,505944,14051622.0,140516224.0
2018-07-19,98806,99199,96157,97531,535617,13967313.0,140516224.0
2018-07-20,97531,98414,96255,96354,353727,13798693.0,140516224.0
2018-07-23,96451,97040,86541,86640,1975760,12407583.0,140516224.0
2018-07-24,87326,89681,85462,86640,889983,12407583.0,140516224.0
2018-07-25,86247,87032,80654,81636,1833257,11690950.0,140516224.0
2018-07-26,82911,84971,80163,83598,1057790,11971982.0,140516224.0
2018-07-27,83794,84481,81831,83009,708398,11887673.0,140516224.0
2018-07-30,81930,84971,81047,83304,596958,11929827.0,140516224.0
2018-07-31,83401,89779,83303,89583,1056229,12829131.0,140516224.0
2018-08-01,91349,94587,90662,92233,1126360,13208525.0,140516224.0
2018-08-02,93311,93508,89289,91546,588955,13110164.0,140516224.0
2018-08-03,92134,93017,90172,91448,378651,13096112.0,140516224.0
2018-08-06,91251,91938,88013,88798,407061,12716718.0,140516224.0
2018-08-07,88504,89975,85756,88897,661726,12730770.0,140516224.0
2018-08-08,89681,91938,88994,89583,552445,12829131.0,140516224.0
2018-08-09,87228,89092,86149,88406,767967,12660512.0,140516224.0
2018-08-10,88504,90957,87130,87523,578331,12534047.0,140516224.0
2018-08-13,87032,87522,83401,83696,686266,11986034.0,140516224.0
2018-08-14,83303,85756,83303,84874,422875,12154653.0,140516224.0
2018-08-16,84284,87621,82813,87621,566149,12548099.0,140516224.0
2018-08-17,88209,90270,88111,88406,603473,12660992.0,140521549.0
2018-08-20,89485,89975,87719,87915,309488,12590731.0,140521549.0
2018-08-21,89289,92723,88406,92036,877529,13180921.0,140521549.0
2018-08-22,92723,94096,91251,92233,628460,13209026.0,140521549.0
2018-08-23,91840,92625,90368,91840,491684,13152817.0,140521549.0
2018-08-24,91643,93213,90760,92429,506143,13237130.0,140521549.0
2018-08-27,93213,93508,90858,90957,528691,13026348.0,140521549.0
2018-08-28,91643,91938,87719,87719,901174,12562626.0,140521549.0
2018-08-29,87326,88700,87228,87425,604223,12520470.0,140521549.0
2018-08-30,87130,87424,85069,86149,1035622,12337792.0,140521549.0
2018-08-31,85756,89289,85756,88700,964388,12703148.0,140521549.0
2018-09-03,88209,88994,86149,86542,751020,12394001.0,140521549.0
2018-09-04,87817,94783,87522,94293,2261384,13504121.0,140521549.0
2018-09-05,94587,95274,90858,91350,1232711,13082556.0,140521549.0
2018-09-06,91938,94293,90172,93018,996191,13321443.0,140521549.0
2018-09-07,93017,93606,91447,92135,529254,13194973.0,140521549.0
2018-09-10,92134,92625,90074,90270,461877,12927983.0,140521549.0
2018-09-11,90368,91938,90172,90957,462103,13026348.0,140521549.0
2018-09-12,91251,94980,91153,93999,1037467,13461964.0,140521549.0
2018-09-13,95078,97138,93802,95863,1061841,13728955.0,140521549.0
2018-09-14,95961,97629,94293,95471,748473,13672747.0,140521549.0
2018-09-17,97629,99101,96451,97139,930229,13911633.0,140521549.0
2018-09-18,96549,98119,95961,97139,668439,13911633.0,140521549.0
2018-09-19,91349,94293,91251,93508,8109936,13391704.0,140521549.0
2018-09-20,93410,95863,89387,90565,2418952,12970139.0,140521549.0
2018-09-21,91153,92134,90858,91840,678541,13152817.0,140521549.0
2018-09-27,91251,93115,91251,92233,589816,13209026.0,140521549.0
2018-09-28,92821,93311,90172,90467,628174,12956087.0,140521549.0
2018-10-01,90074,91349,88111,88406,719347,12660992.0,140521549.0
2018-10-02,88602,89289,85364,85364,973012,12225375.0,140521549.0
2018-10-04,85854,87326,82911,84481,1339501,12098905.0,140521549.0
2018-10-05,85168,86443,84186,84677,789831,12127010.0,140521549.0
2018-10-08,84481,84971,83500,84285,463380,12070801.0,140521549.0
2018-10-10,84579,85168,82813,82813,653789,11860019.0,140521549.0
2018-10-11,82813,83696,78495,78986,1458582,11311985.0,140521549.0
2018-10-12,78692,81047,78005,80556,888803,11536819.0,140521549.0
2018-10-15,81047,81341,77024,77711,724692,11129307.0,140521549.0
2018-10-16,77514,79280,76827,77417,652539,11087150.0,140521549.0
2018-10-17,79378,79771,77220,78986,511283,11311985.0,140521549.0
2018-10-18,79477,79477,76435,76632,557949,10974733.0,140521549.0
2018-10-19,76042,79182,73884,78986,950679,11311985.0,140521549.0
2018-10-22,78201,79378,76337,78692,442088,11269828.0,140521549.0
2018-10-23,75650,77024,72804,73001,1271244,10454803.0,140521549.0
2018-10-24,73688,74669,67898,67899,1475514,9724091.0,140521549.0
2018-10-25,64562,70940,63876,69665,2116065,9977030.0,140521549.0
2018-10-26,70155,70842,66819,67310,1073129,9639778.0,140521549.0
2018-10-29,68095,69861,66132,66133,1183346,9471152.0,140521549.0
2018-10-30,65936,68193,64562,67997,1356853,9738143.0,140521549.0
2018-10-31,68095,68193,61619,62502,2324942,8951223.0,140521549.0
2018-11-01,63483,67702,62306,64759,2397191,9274422.0,140521549.0
2018-11-02,67212,69665,66132,69665,1436456,9977030.0,140521549.0
2018-11-05,70057,71627,69272,70843,1135769,10145656.0,140521549.0
2018-11-06,71725,71921,69370,70941,739044,10159708.0,140521549.0
2018-11-07,71136,71627,68291,68684,891251,9836508.0,140521549.0
2018-11-08,70155,70351,67898,69469,1222000,9948926.0,140521549.0
2018-11-09,68487,68585,64857,65740,1442103,9414944.0,140521549.0
2018-11-12,62306,63091,58970,58970,1836038,8445345.0,140521549.0
2018-11-13,57792,60932,57498,59461,1929814,8515606.0,140521549.0
2018-11-14,59068,64562,59068,61423,2040074,8796649.0,140521549.0
2018-11-15,64759,66525,63385,66525,1898045,9527361.0,140521549.0
2018-11-16,67113,74080,66819,71235,2885137,10202227.0,140526549.0
2018-11-19,72903,76827,71235,76043,2852022,10890808.0,140526549.0
2018-11-20,75552,77710,74865,75945,1517486,10876755.0,140526549.0
2018-11-21,74472,78790,72216,78398,1555807,11228071.0,140526549.0
2018-11-22,78986,79182,76729,78496,987799,11242124.0,140526549.0
2018-11-23,78299,80458,77416,77417,866479,11087545.0,140526549.0
2018-11-26,77514,82813,77122,82519,1483380,11818283.0,140526549.0
2018-11-27,83205,83205,79771,80262,1317265,11495072.0,140526549.0
2018-11-28,80752,80948,78103,78496,1144303,11242124.0,140526549.0
2018-11-29,82028,82322,76435,76533,1926103,10961071.0,140526549.0
2018-11-30,76631,77220,75454,77220,2388015,11059439.0,140526549.0
2018-12-03,78299,79182,77416,78300,858794,11214019.0,140526549.0
2018-12-04,78005,79280,77024,77515,913838,11101597.0,140526549.0
2018-12-05,76042,77710,74472,77122,713921,11045387.0,140526549.0
2018-12-06,76533,77514,74571,74571,658538,10680018.0,140526549.0
2018-12-07,75356,80458,75061,79870,1589429,11438861.0,140526549.0
2018-12-10,78888,81733,77612,79870,1337545,11438861.0,140526549.0
2018-12-11,77710,77710,69370,70254,4185624,10061701.0,140526549.0
2018-12-12,70744,74571,70351,73296,1386270,10497333.0,140526549.0
2018-12-13,73393,73884,69861,71529,1778406,10244385.0,140526549.0
2018-12-14,70744,70842,67997,68684,1159478,9836858.0,140526549.0
2018-12-17,69370,70646,64759,69861,1219982,10005490.0,140526549.0
2018-12-18,68683,74080,68487,72707,1045271,10413017.0,140526549.0
2018-12-19,73393,78790,73197,78692,1447118,11270229.0,140526549.0
2018-12-20,78495,83794,78103,80949,2218001,11593440.0,140526549.0
2018-12-21,82224,83107,79182,80655,1000765,11551282.0,140526549.0
2018-12-24,80654,80948,78299,79477,1432413,11382650.0,140526549.0
2018-12-26,78103,83500,77612,83500,2955404,11958809.0,140526549.0
2018-12-27,85600,85700,76800,76900,3135679,10806492.0,140526549.0
2018-12-28,77300,78700,74000,75300,1311185,10581649.0,140526549.0
2019-01-02,76500,77300,72500,72500,876842,10188175.0,140526549.0
2019-01-03,72300,74200,70900,71600,841445,10061701.0,140526549.0
2019-01-04,72500,75100,71000,74600,996376,10483281.0,140526549.0
2019-01-07,77200,78800,74000,74900,1063491,10525439.0,140526549.0
2019-01-08,75100,75200,72300,73200,618983,10286543.0,140526549.0
2019-01-09,73400,74100,71500,73500,727455,10328701.0,140526549.0
2019-01-10,73400,75100,73100,73900,793024,10384912.0,140526549.0
2019-01-11,74200,74600,73000,73500,388093,10328701.0,140526549.0
2019-01-14,72800,72800,71000,71100,572651,9991438.0,140526549.0
2019-01-15,71400,71800,68500,69100,1101050,9710385.0,140526549.0
2019-01-16,69500,69600,66000,66300,1799686,9316910.0,140526549.0
2019-01-17,66300,67300,63600,63800,1489337,8965594.0,140526549.0
2019-01-18,64200,66600,63800,66500,1348884,9345016.0,140526549.0
2019-01-21,66200,66300,64400,65200,645213,9162331.0,140526549.0
2019-01-22,65500,66700,65400,65700,400324,9232594.0,140526549.0
2019-01-23,65500,66100,65200,65300,327302,9176384.0,140526549.0
2019-01-24,65500,69800,65400,69800,1553987,9808753.0,140526549.0
2019-01-25,69800,72000,68400,71300,977021,10019543.0,140526549.0
2019-01-28,72000,74400,71800,72800,992116,10230333.0,140526549.0
2019-01-29,73000,73100,70600,72300,744655,10160069.0,140526549.0
2019-01-30,72400,74400,72000,73800,696055,10370859.0,140526549.0
2019-01-31,74700,75500,73500,74400,730839,10455175.0,140526549.0
2019-02-01,74900,75200,72900,73100,431872,10272491.0,140526549.0
2019-02-07,73100,74500,71700,74300,507745,10441123.0,140526549.0
2019-02-08,74000,75700,73300,73300,611867,10300596.0,140526549.0
2019-02-11,73900,74900,73400,74600,342559,10483281.0,140526549.0
2019-02-12,74700,75000,73700,74200,460612,10427070.0,140526549.0
2019-02-13,74600,75100,74100,74300,547912,10441123.0,140526549.0
2019-02-14,74400,74600,72200,72900,539048,10244385.0,140526549.0
2019-02-15,72700,73600,71700,72400,603664,10174122.0,140526549.0
2019-02-18,72800,73800,72600,72900,380078,10244385.0,140526549.0
2019-02-19,73100,74300,72400,73700,433736,10356807.0,140526549.0
2019-02-20,74000,74100,72900,73200,317124,10286543.0,140526549.0
2019-02-21,73200,73200,69300,70500,1174719,9907122.0,140526549.0
2019-02-22,70500,70800,69700,69900,513373,9822806.0,140526549.0
2019-02-25,68000,70700,67800,68700,1183977,9654174.0,140526549.0
2019-02-26,69200,70500,68700,69000,548413,9696332.0,140526549.0
2019-02-27,69100,69600,68700,69100,252228,9710385.0,140526549.0
2019-02-28,69500,70500,69000,69800,697390,9808753.0,140526549.0
2019-03-04,70300,71500,70200,71400,529032,10033596.0,140526549.0
2019-03-05,71500,74300,71000,72500,998492,10188175.0,140526549.0
2019-03-06,73200,73600,70700,71100,520526,9991438.0,140526549.0
2019-03-07,71200,71500,69900,69900,344136,9822806.0,140526549.0
2019-03-08,69500,71700,69300,71400,557048,10033596.0,140526549.0
2019-03-11,71100,72500,70100,72500,448134,10188175.0,140526549.0
2019-03-12,73300,75200,73200,75100,1595927,10553544.0,140526549.0
2019-03-13,75300,75800,74000,75000,601581,10539491.0,140526549.0
2019-03-14,75300,76200,73000,73100,843274,10272491.0,140526549.0
2019-03-15,73100,73100,70200,70200,825740,9864964.0,140526549.0
2019-03-18,70900,71500,70200,70300,300804,9879016.0,140526549.0
2019-03-19,70400,72700,70400,70700,449678,9935227.0,140526549.0
2019-03-20,71000,71200,69500,70700,385104,9935227.0,140526549.0
2019-03-21,71000,71100,70000,70400,259766,9893069.0,140526549.0
2019-03-22,70400,71000,69900,70100,245095,9850911.0,140526549.0
2019-03-25,69200,70600,69200,69300,338218,9738490.0,140526549.0
2019-03-26,69900,70200,68100,68300,393905,9597963.0,140526549.0
