교보7호스팩(267320),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-11-23,1990,2000,1985,2000,551,8040.0,4020000.0
2017-11-24,1995,2005,1990,2005,6031,8060.0,4020000.0
2017-11-27,1990,2010,1990,2000,4020,8040.0,4020000.0
2017-11-28,1970,2010,1970,2010,5841,8080.0,4020000.0
2017-11-29,1990,2010,1975,1990,18682,8000.0,4020000.0
2017-11-30,2010,2010,1970,2010,13494,8080.0,4020000.0
2017-12-01,1980,2010,1980,2010,513,8080.0,4020000.0
2017-12-04,2010,2010,1995,2005,802,8060.0,4020000.0
2017-12-05,1990,2010,1970,2010,2525,8080.0,4020000.0
2017-12-06,1990,2010,1970,2010,1016,8080.0,4020000.0
2017-12-07,2000,2015,1960,2000,2338,8040.0,4020000.0
2017-12-08,1970,2010,1970,2010,1865,8080.0,4020000.0
2017-12-11,1990,2000,1970,2000,1399,8040.0,4020000.0
2017-12-12,1970,1985,1970,1985,1439,7980.0,4020000.0
2017-12-13,1985,2015,1985,2015,1426,8100.0,4020000.0
2017-12-14,1965,2005,1965,1995,1903,8020.0,4020000.0
2017-12-15,1965,2010,1965,2010,2564,8080.0,4020000.0
2017-12-18,1980,2005,1980,1980,2133,7960.0,4020000.0
2017-12-19,1980,2000,1965,2000,21723,8040.0,4020000.0
2017-12-20,1995,2000,1970,1970,18041,7919.0,4020000.0
2017-12-21,1965,2015,1965,2015,14900,8100.0,4020000.0
2017-12-22,1970,2010,1970,1975,5709,7940.0,4020000.0
2017-12-26,2000,2000,1975,2000,2270,8040.0,4020000.0
2017-12-27,2010,2010,1965,2000,1839,8040.0,4020000.0
2017-12-28,1995,1995,1975,1995,364,8020.0,4020000.0
2018-01-02,1975,1985,1975,1980,321,7960.0,4020000.0
2018-01-03,1975,2010,1975,1980,1251,7960.0,4020000.0
2018-01-04,1970,2005,1970,2005,6478,8060.0,4020000.0
2018-01-05,2005,2010,1980,2010,3814,8080.0,4020000.0
2018-01-08,1990,2000,1990,1995,3018,8020.0,4020000.0
2018-01-09,1975,2000,1975,2000,4401,8040.0,4020000.0
2018-01-10,1995,2005,1995,2000,4705,8040.0,4020000.0
2018-01-11,2000,2005,1995,2000,8132,8040.0,4020000.0
2018-01-12,2000,2010,2000,2010,3495,8080.0,4020000.0
2018-01-15,1985,2010,1985,2010,9849,8080.0,4020000.0
2018-01-16,1985,2010,1985,2000,18638,8040.0,4020000.0
2018-01-17,2000,2005,2000,2005,12048,8060.0,4020000.0
2018-01-18,1995,2000,1985,1990,16762,8000.0,4020000.0
2018-01-19,1995,1995,1995,1995,4058,8020.0,4020000.0
2018-01-22,1990,2010,1990,2010,9332,8080.0,4020000.0
2018-01-23,2010,2010,1995,2000,7604,8040.0,4020000.0
2018-01-24,2015,2015,2005,2015,1464,8100.0,4020000.0
2018-01-25,1995,2020,1995,2020,6625,8120.0,4020000.0
2018-01-26,2020,2020,1995,2005,2394,8060.0,4020000.0
2018-01-29,1995,2010,1990,2010,21843,8080.0,4020000.0
2018-01-30,2010,2010,1995,2000,1292,8040.0,4020000.0
2018-01-31,2015,2015,2015,2015,2101,8100.0,4020000.0
2018-02-01,2005,2015,2005,2015,11,8100.0,4020000.0
2018-02-02,2015,2020,2015,2015,3657,8100.0,4020000.0
2018-02-05,2020,2020,2010,2010,2,8080.0,4020000.0
2018-02-06,2000,2020,2000,2020,52,8120.0,4020000.0
2018-02-07,2025,2025,2025,2025,1902,8140.0,4020000.0
2018-02-08,2025,2025,2025,2025,0,8140.0,4020000.0
2018-02-09,2025,2025,1995,2010,9722,8080.0,4020000.0
2018-02-12,2015,2015,2015,2015,513,8100.0,4020000.0
2018-02-13,2025,2025,2025,2025,3,8140.0,4020000.0
2018-02-14,2025,2025,2005,2005,51,8060.0,4020000.0
2018-02-19,2025,2025,1995,2020,3019,8120.0,4020000.0
2018-02-20,2030,2030,2020,2020,6,8120.0,4020000.0
2018-02-21,2020,2020,2010,2010,13,8080.0,4020000.0
2018-02-22,2020,2025,1995,2020,2724,8120.0,4020000.0
2018-02-23,2020,2025,2000,2020,628,8120.0,4020000.0
2018-02-26,2035,2035,2030,2030,3,8161.0,4020000.0
2018-02-27,2035,2035,2030,2030,3,8161.0,4020000.0
2018-02-28,2035,2035,2005,2005,100,8060.0,4020000.0
2018-03-02,2035,2035,2000,2000,17998,8040.0,4020000.0
2018-03-05,2035,2035,2000,2000,13110,8040.0,4020000.0
2018-03-06,2040,2040,2015,2035,538,8181.0,4020000.0
2018-03-07,2005,2080,2005,2025,3055,8140.0,4020000.0
2018-03-08,2025,2095,2025,2050,2823,8241.0,4020000.0
2018-03-09,2010,2045,2010,2040,10280,8201.0,4020000.0
2018-03-12,2045,2045,2015,2025,6449,8140.0,4020000.0
2018-03-13,2010,2050,2010,2050,441,8241.0,4020000.0
2018-03-14,2055,2055,2015,2030,3105,8161.0,4020000.0
2018-03-15,2025,2035,2015,2035,1855,8181.0,4020000.0
2018-03-16,2035,2080,2035,2060,286,8281.0,4020000.0
2018-03-19,2095,2095,2065,2065,8,8301.0,4020000.0
2018-03-20,2055,2055,2040,2050,1369,8241.0,4020000.0
2018-03-21,2050,2050,2050,2050,439,8241.0,4020000.0
2018-03-22,2075,2075,2060,2070,844,8321.0,4020000.0
2018-03-23,2060,2075,2060,2075,4001,8342.0,4020000.0
2018-03-26,2090,2090,2075,2075,602,8342.0,4020000.0
2018-03-27,2075,2080,2055,2080,11235,8362.0,4020000.0
2018-03-28,2100,2100,2050,2085,1347,8382.0,4020000.0
2018-03-29,2085,2085,2085,2085,150,8382.0,4020000.0
2018-03-30,2140,2140,2045,2105,352,8462.0,4020000.0
2018-04-02,2045,2085,2045,2050,4261,8241.0,4020000.0
2018-04-03,2040,2060,2040,2040,1070,8201.0,4020000.0
2018-04-04,2045,2045,2005,2040,7650,8201.0,4020000.0
2018-04-05,2045,2095,2045,2095,1001,8422.0,4020000.0
2018-04-06,2085,2085,2030,2060,15554,8281.0,4020000.0
2018-04-09,2030,2045,2030,2045,5558,8221.0,4020000.0
2018-04-10,2020,2045,2015,2020,6504,8120.0,4020000.0
2018-04-11,2020,2035,2005,2035,4973,8181.0,4020000.0
2018-04-12,2020,2060,2020,2045,1555,8221.0,4020000.0
2018-04-13,2020,2050,2020,2025,1044,8140.0,4020000.0
2018-04-16,2010,2045,2005,2030,13177,8161.0,4020000.0
2018-04-17,2035,2035,2010,2035,8545,8181.0,4020000.0
2018-04-18,2020,2045,2020,2045,1351,8221.0,4020000.0
2018-04-19,2020,2055,2020,2020,2160,8120.0,4020000.0
2018-04-20,2020,2050,2015,2040,2146,8201.0,4020000.0
2018-04-23,2015,2045,2015,2045,4198,8221.0,4020000.0
2018-04-24,2020,2040,2015,2040,1073,8201.0,4020000.0
2018-04-25,2005,2035,2005,2035,984,8181.0,4020000.0
2018-04-26,2005,2035,2005,2025,3504,8140.0,4020000.0
2018-04-27,2005,2025,2005,2025,1169,8140.0,4020000.0
2018-04-30,2005,2030,2005,2025,2695,8140.0,4020000.0
2018-05-02,2005,2030,2000,2030,3541,8161.0,4020000.0
2018-05-03,2025,2030,2005,2030,1210,8161.0,4020000.0
2018-05-04,2030,2030,2005,2025,1339,8140.0,4020000.0
2018-05-08,1990,2025,1990,2025,10630,8140.0,4020000.0
2018-05-09,2020,2020,1980,2010,11232,8080.0,4020000.0
2018-05-10,2015,2020,1995,2020,2697,8120.0,4020000.0
2018-05-11,2020,2020,1990,2015,2560,8100.0,4020000.0
2018-05-14,2020,2020,2015,2015,714,8100.0,4020000.0
2018-05-15,2025,2025,1995,2015,21762,8100.0,4020000.0
2018-05-16,2030,2035,2030,2030,730,8161.0,4020000.0
2018-05-17,1995,2030,1995,2030,2017,8161.0,4020000.0
2018-05-18,2030,2030,1995,2030,31316,8161.0,4020000.0
2018-05-21,2025,2025,2000,2025,7670,8140.0,4020000.0
2018-05-23,2025,2030,2020,2030,4677,8161.0,4020000.0
2018-05-24,2030,2050,2015,2045,2664,8221.0,4020000.0
2018-05-25,2050,2100,2045,2065,3102,8301.0,4020000.0
2018-05-28,2075,2080,2015,2015,5537,8100.0,4020000.0
2018-05-29,2015,2055,2010,2035,5370,8181.0,4020000.0
2018-05-30,2065,2065,2035,2045,1065,8221.0,4020000.0
2018-05-31,2040,2075,2015,2055,1034,8261.0,4020000.0
2018-06-01,2080,2080,2060,2060,3628,8281.0,4020000.0
2018-06-04,2055,2070,2055,2065,3612,8301.0,4020000.0
2018-06-05,2070,2070,2060,2070,3242,8321.0,4020000.0
2018-06-07,2025,2075,2025,2070,53,8321.0,4020000.0
2018-06-08,2070,2070,2060,2065,2155,8301.0,4020000.0
2018-06-11,2070,2070,2015,2065,2099,8301.0,4020000.0
2018-06-12,2025,2065,2020,2045,3133,8221.0,4020000.0
2018-06-14,2055,2055,2025,2025,710,8140.0,4020000.0
2018-06-15,2025,2055,2025,2050,837,8241.0,4020000.0
2018-06-18,2050,2050,2035,2035,40,8181.0,4020000.0
2018-06-19,2030,2055,2030,2055,1375,8261.0,4020000.0
2018-06-20,2065,2065,2040,2055,10293,8261.0,4020000.0
2018-06-21,2060,2060,2055,2055,504,8261.0,4020000.0
2018-06-22,2010,2055,2010,2055,10490,8261.0,4020000.0
2018-06-25,2050,2050,2025,2045,551,8221.0,4020000.0
2018-06-26,2050,2050,2020,2050,162,8241.0,4020000.0
2018-06-27,2010,2040,2010,2040,7122,8201.0,4020000.0
2018-06-28,2040,2040,2040,2040,0,8201.0,4020000.0
2018-06-29,2010,2040,2010,2040,15030,8201.0,4020000.0
2018-07-02,2035,2035,2035,2035,1,8181.0,4020000.0
2018-07-03,2035,2050,2020,2035,77263,8181.0,4020000.0
2018-07-04,2030,2040,2030,2040,4422,8201.0,4020000.0
2018-07-05,2030,2055,2025,2050,33886,8241.0,4020000.0
2018-07-06,2035,2050,2035,2050,114,8241.0,4020000.0
2018-07-09,2030,2050,2030,2050,1460,8241.0,4020000.0
2018-07-10,2040,2055,2035,2055,3562,8261.0,4020000.0
2018-07-11,2055,2075,2055,2075,1556,8342.0,4020000.0
2018-07-12,2075,2095,2075,2095,167,8422.0,4020000.0
2018-07-13,2080,2100,2080,2100,7534,8442.0,4020000.0
2018-07-16,2050,2100,2050,2100,3354,8442.0,4020000.0
2018-07-17,2050,2090,2050,2050,2609,8241.0,4020000.0
2018-07-18,2050,2055,2050,2050,2711,8241.0,4020000.0
2018-07-19,2050,2060,2050,2055,2580,8261.0,4020000.0
2018-07-20,2050,2060,2050,2050,1670,8241.0,4020000.0
2018-07-23,2095,2095,2050,2085,609,8382.0,4020000.0
2018-07-24,2050,2090,2050,2055,746,8261.0,4020000.0
2018-07-25,2090,2090,2050,2050,37213,8241.0,4020000.0
2018-07-26,2100,2100,2025,2045,36902,8221.0,4020000.0
2018-07-27,2065,2065,2035,2050,384,8241.0,4020000.0
2018-07-30,2055,2055,2055,2055,1,8261.0,4020000.0
2018-07-31,2035,2065,2035,2065,1112,8301.0,4020000.0
2018-08-01,2040,2065,2040,2065,2,8301.0,4020000.0
2018-08-02,2050,2075,2050,2075,3524,8342.0,4020000.0
2018-08-03,2035,2065,2035,2065,55,8301.0,4020000.0
2018-08-06,2065,2065,2065,2065,0,8301.0,4020000.0
2018-08-07,2035,2060,2035,2060,28,8281.0,4020000.0
2018-08-08,2065,2070,2060,2070,511,8321.0,4020000.0
2018-08-09,2065,2070,2065,2070,1027,8321.0,4020000.0
2018-08-10,2045,2070,2045,2070,70,8321.0,4020000.0
2018-08-13,2065,2090,2045,2070,15955,8321.0,4020000.0
2018-08-14,2055,2070,2040,2060,16804,8281.0,4020000.0
2018-08-16,2040,2060,2040,2060,2,8281.0,4020000.0
2018-08-17,2060,2060,2040,2060,14283,8281.0,4020000.0
2018-08-20,2065,2065,2050,2060,1001,8281.0,4020000.0
2018-08-21,2060,2070,2045,2070,5197,8321.0,4020000.0
2018-08-22,2045,2070,2045,2065,3,8301.0,4020000.0
2018-08-23,2070,2070,2045,2065,902,8301.0,4020000.0
2018-08-24,2070,2070,2060,2065,51,8301.0,4020000.0
2018-08-27,2050,2065,2050,2065,13003,8301.0,4020000.0
2018-08-28,2070,2075,2060,2065,75103,8301.0,4020000.0
2018-08-29,2070,2070,2065,2070,10921,8321.0,4020000.0
2018-08-30,2065,2075,2065,2070,6018,8321.0,4020000.0
2018-08-31,2065,2090,2065,2090,1481,8402.0,4020000.0
2018-09-03,2080,2090,2080,2085,471,8382.0,4020000.0
2018-09-04,2090,2090,2080,2090,15365,8402.0,4020000.0
2018-09-05,2100,2100,2080,2090,18027,8402.0,4020000.0
2018-09-06,2080,2090,2080,2085,6909,8382.0,4020000.0
2018-09-07,2090,2090,2060,2080,11066,8362.0,4020000.0
2018-09-10,2090,2090,2055,2080,30501,8362.0,4020000.0
2018-09-11,2075,2080,2075,2080,300,8362.0,4020000.0
2018-09-12,2075,2080,2075,2080,28,8362.0,4020000.0
2018-09-13,2080,2085,2075,2085,7416,8382.0,4020000.0
2018-09-14,2080,2080,2075,2080,3286,8362.0,4020000.0
2018-09-17,2075,2080,2075,2075,2273,8342.0,4020000.0
2018-09-18,2080,2080,2075,2080,29,8362.0,4020000.0
2018-09-19,2060,2080,2060,2070,2028,8321.0,4020000.0
2018-09-20,2080,2085,2080,2085,4110,8382.0,4020000.0
2018-09-21,2060,2085,2060,2060,76,8281.0,4020000.0
2018-09-27,2085,2085,2060,2060,3629,8281.0,4020000.0
2018-09-28,2080,2080,2055,2080,42,8362.0,4020000.0
2018-10-01,2080,2085,2080,2080,1301,8362.0,4020000.0
2018-10-02,2060,2075,2060,2075,21,8342.0,4020000.0
2018-10-04,2075,2075,2075,2075,1000,8342.0,4020000.0
2018-10-05,2060,2075,2060,2075,28,8342.0,4020000.0
2018-10-08,2075,2075,2075,2075,900,8342.0,4020000.0
2018-10-10,2060,2070,2060,2070,529,8321.0,4020000.0
2018-10-11,2060,2075,2050,2075,4596,8342.0,4020000.0
2018-10-12,2075,2075,2025,2075,13798,8342.0,4020000.0
2018-10-15,2075,2075,2040,2075,419,8342.0,4020000.0
2018-10-16,2080,2080,2080,2080,2,8362.0,4020000.0
2018-10-17,2060,2080,2060,2080,501,8362.0,4020000.0
2018-10-18,2075,2075,2075,2075,0,8342.0,4020000.0
2018-10-19,2085,2085,2050,2070,462,8321.0,4020000.0
2018-10-22,2075,2075,2045,2070,504,8321.0,4020000.0
2018-10-23,2065,2075,2065,2075,768,8342.0,4020000.0
2018-10-24,2065,2065,2050,2065,313,8301.0,4020000.0
2018-10-25,2050,2060,2050,2060,5640,8281.0,4020000.0
2018-10-26,2055,2055,2040,2055,11085,8261.0,4020000.0
2018-10-29,2050,2060,2050,2060,1277,8281.0,4020000.0
2018-10-30,2050,2065,2050,2065,8287,8301.0,4020000.0
2018-10-31,2040,2060,2040,2060,1424,8281.0,4020000.0
2018-11-01,2065,2065,2065,2065,60,8301.0,4020000.0
2018-11-02,2065,2065,2060,2060,500,8281.0,4020000.0
2018-11-05,2065,2065,2065,2065,1,8301.0,4020000.0
2018-11-06,2065,2065,2065,2065,502,8301.0,4020000.0
2018-11-07,2040,2065,2040,2065,983,8301.0,4020000.0
2018-11-08,2060,2065,2060,2065,1154,8301.0,4020000.0
2018-11-09,2065,2065,2065,2065,301,8301.0,4020000.0
2018-11-12,2040,2065,2040,2060,656,8281.0,4020000.0
2018-11-13,2060,2065,2060,2065,101,8301.0,4020000.0
2018-11-14,2040,2060,2040,2040,813,8201.0,4020000.0
2018-11-15,2065,2065,2060,2065,501,8301.0,4020000.0
2018-11-16,2065,2065,2060,2060,300,8281.0,4020000.0
2018-11-19,2060,2060,2055,2055,301,8261.0,4020000.0
2018-11-20,2055,2065,2055,2055,10302,8261.0,4020000.0
2018-11-21,2065,2065,2065,2065,2,8301.0,4020000.0
2018-11-22,2055,2065,2055,2065,10076,8301.0,4020000.0
2018-11-23,2065,2075,2065,2075,399,8342.0,4020000.0
2018-11-26,2080,2080,2080,2080,1,8362.0,4020000.0
2018-11-27,2055,2075,2055,2075,1962,8342.0,4020000.0
2018-11-28,2040,2070,2040,2070,491,8321.0,4020000.0
2018-11-29,2060,2065,2055,2065,7061,8301.0,4020000.0
2018-11-30,2040,2065,2040,2065,11,8301.0,4020000.0
2018-12-03,2065,2095,2065,2095,268,8422.0,4020000.0
2018-12-04,2085,2085,2080,2080,588,8362.0,4020000.0
2018-12-05,2070,2070,2060,2070,10414,8321.0,4020000.0
2018-12-06,2110,2110,2060,2085,2595,8382.0,4020000.0
2018-12-07,2080,2080,2075,2075,400,8342.0,4020000.0
2018-12-10,2085,2085,2075,2075,601,8342.0,4020000.0
2018-12-11,2135,2135,2065,2075,20960,8342.0,4020000.0
2018-12-12,2095,2095,2080,2080,601,8362.0,4020000.0
2018-12-13,2080,2080,2075,2075,602,8342.0,4020000.0
2018-12-14,2100,2100,2065,2085,6232,8382.0,4020000.0
2018-12-17,2080,2080,2080,2080,0,8362.0,4020000.0
2018-12-18,2080,2080,2080,2080,0,8362.0,4020000.0
2018-12-19,2070,2080,2070,2080,20288,8362.0,4020000.0
2018-12-20,2070,2075,2045,2070,15051,8321.0,4020000.0
2018-12-21,2070,2070,2070,2070,0,8321.0,4020000.0
2018-12-24,2045,2055,2000,2055,66534,8261.0,4020000.0
2018-12-26,2040,2040,2040,2040,0,8201.0,4020000.0
2018-12-27,2040,2055,2030,2030,5039,8161.0,4020000.0
2018-12-28,2050,2055,2050,2055,108,8261.0,4020000.0
2019-01-02,2050,2050,2030,2030,7318,8161.0,4020000.0
2019-01-03,2055,2055,2030,2045,4713,8221.0,4020000.0
2019-01-04,2050,2050,2050,2050,3,8241.0,4020000.0
2019-01-07,2055,2055,2055,2055,1,,
2019-01-08,2030,2050,2030,2050,2021,8241.0,4020000.0
2019-01-09,2045,2045,2045,2045,0,8221.0,4020000.0
2019-01-10,2040,2045,2040,2045,4,8221.0,4020000.0
2019-01-11,2025,2045,2025,2045,3,8221.0,4020000.0
2019-01-14,2025,2045,2025,2045,9,8221.0,4020000.0
2019-01-15,2025,2055,2025,2055,105,8261.0,4020000.0
2019-01-16,2055,2055,2050,2055,10111,8261.0,4020000.0
2019-01-17,2040,2055,2040,2055,11,8261.0,4020000.0
2019-01-18,2055,2060,2055,2060,471,8281.0,4020000.0
2019-01-21,2060,2060,2060,2060,972,8281.0,4020000.0
2019-01-22,2080,2080,2080,2080,1,8362.0,4020000.0
2019-01-23,2080,2080,2080,2080,10001,8362.0,4020000.0
2019-01-24,2040,2080,2040,2080,276,8362.0,4020000.0
2019-01-25,2080,2080,2080,2080,0,,
2019-01-28,2075,2075,2075,2075,0,,
2019-01-29,2050,2080,2050,2080,665,8362.0,4020000.0
2019-01-30,2080,2090,2080,2090,12587,8402.0,4020000.0
2019-01-31,2085,2085,2085,2085,1000,8382.0,4020000.0
2019-02-01,2090,2100,2080,2100,21251,8442.0,4020000.0
2019-02-07,2100,2100,2100,2100,0,8442.0,4020000.0
2019-02-08,2070,2100,2070,2100,4895,8442.0,4020000.0
2019-02-11,2100,2100,2100,2100,4694,8442.0,4020000.0
2019-02-12,2100,2100,2100,2100,4694,,
2019-02-13,2095,2100,2095,2100,4706,8442.0,4020000.0
2019-02-14,2095,2095,2090,2090,4806,8402.0,4020000.0
2019-02-15,2095,2095,2090,2095,102,8422.0,4020000.0
2019-02-18,2050,2095,2050,2095,10001,8422.0,4020000.0
2019-02-19,2090,2090,2090,2090,2054,8402.0,4020000.0
2019-02-20,2085,2090,2085,2085,586,8382.0,4020000.0
2019-02-21,2090,2090,2085,2090,27635,8402.0,4020000.0
2019-02-22,2090,2090,2090,2090,0,8402.0,4020000.0
2019-02-25,2090,2090,2090,2090,17,8402.0,4020000.0
2019-02-26,2090,2090,2090,2090,3515,8402.0,4020000.0
2019-02-27,2075,2090,2070,2090,31001,8402.0,4020000.0
2019-02-28,2045,2090,2045,2065,1550,8301.0,4020000.0
2019-03-04,2065,2145,2065,2065,20875,8301.0,4020000.0
2019-03-05,2070,2070,2065,2070,15003,8321.0,4020000.0
2019-03-06,2060,2065,2060,2060,1300,8281.0,4020000.0
2019-03-07,2040,2105,2040,2095,23708,8422.0,4020000.0
2019-03-08,2090,2090,2090,2090,0,8402.0,4020000.0
2019-03-11,2075,2090,2075,2090,111,8402.0,4020000.0
2019-03-12,2080,2090,2080,2090,11469,8402.0,4020000.0
2019-03-13,2090,2090,2090,2090,5050,8402.0,4020000.0
2019-03-14,2090,2090,2085,2090,8415,8402.0,4020000.0
2019-03-15,2105,2105,2080,2080,10938,8362.0,4020000.0
2019-03-18,2110,2110,2080,2080,205,8362.0,4020000.0
2019-03-19,2105,2105,2085,2090,202,8402.0,4020000.0
2019-03-20,2105,2110,2090,2095,4253,8422.0,4020000.0
2019-03-21,2135,2135,2080,2105,7,8462.0,4020000.0
2019-03-22,2080,2100,2065,2100,6181,8442.0,4020000.0
