코미코(183300),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-07-05,22900,24500,22900,24250,213300,195819.0,8075000.0
2017-07-06,24500,24700,23750,23900,122303,192992.0,8075000.0
2017-07-07,23900,24600,23600,23900,167765,192992.0,8075000.0
2017-07-10,24200,24350,23850,24150,94751,195011.0,8075000.0
2017-07-11,24750,25450,24550,24850,385625,200664.0,8075000.0
2017-07-12,25100,25150,24200,24300,187483,196222.0,8075000.0
2017-07-13,24400,25250,22000,23200,445932,187340.0,8075000.0
2017-07-14,24100,24250,23000,23550,231469,190166.0,8075000.0
2017-07-17,23750,24550,23500,24300,172565,196222.0,8075000.0
2017-07-18,24300,25950,24150,25850,380924,208739.0,8075000.0
2017-07-19,26000,27350,25400,25650,484552,207124.0,8075000.0
2017-07-20,25800,26200,25400,25650,256096,207124.0,8075000.0
2017-07-21,25850,26400,25450,26000,322279,209950.0,8075000.0
2017-07-24,26250,27000,26200,26650,366654,215199.0,8075000.0
2017-07-25,26950,27200,26350,26700,343899,215602.0,8075000.0
2017-07-26,26800,27100,25050,25600,375722,206720.0,8075000.0
2017-07-27,25850,26150,25100,25800,146873,208335.0,8075000.0
2017-07-28,25600,25750,24100,24650,209912,199049.0,8075000.0
2017-07-31,24400,24550,23350,24350,163484,196626.0,8075000.0
2017-08-01,24400,25100,24100,24700,111027,199452.0,8075000.0
2017-08-02,24950,26250,24750,26100,159655,210758.0,8075000.0
2017-08-03,26100,26150,24900,25650,264418,207124.0,8075000.0
2017-08-04,25700,26100,24400,24550,183562,198241.0,8075000.0
2017-08-07,24400,24550,23650,23850,126372,192589.0,8075000.0
2017-08-08,24500,24650,23850,24200,83470,195415.0,8075000.0
2017-08-09,24200,24450,23350,23650,110071,190974.0,8075000.0
2017-08-10,23500,24500,22900,24000,160969,193800.0,8075000.0
2017-08-11,23400,24650,23200,23400,144467,188955.0,8075000.0
2017-08-14,23650,24100,23300,23650,93453,190974.0,8075000.0
2017-08-16,24050,24350,23850,24300,85376,196222.0,8075000.0
2017-08-17,24400,24600,24200,24300,76392,196222.0,8075000.0
2017-08-18,23750,24300,23550,24300,85329,196222.0,8075000.0
2017-08-21,24350,25150,24300,24750,141827,199856.0,8075000.0
2017-08-22,24900,25350,24550,24950,95997,201471.0,8075000.0
2017-08-23,25250,25300,24700,24950,75477,201471.0,8075000.0
2017-08-24,24900,25000,24400,24600,94671,198645.0,8075000.0
2017-08-25,24650,24950,24000,24900,89178,201068.0,8075000.0
2017-08-28,24850,25050,24450,24500,58508,197838.0,8075000.0
2017-08-29,24100,24400,23350,23800,141889,192185.0,8075000.0
2017-08-30,23950,24300,23650,24200,88643,195415.0,8075000.0
2017-08-31,24300,24300,23500,23700,77251,191378.0,8075000.0
2017-09-01,23700,23800,22950,23100,118415,186532.0,8075000.0
2017-09-04,22100,22750,22050,22250,117934,179669.0,8075000.0
2017-09-05,22350,22700,21750,22500,74794,181688.0,8075000.0
2017-09-06,22450,23300,22100,23100,59242,186532.0,8075000.0
2017-09-07,23050,23450,23050,23300,49268,188148.0,8075000.0
2017-09-08,23500,23600,22650,22700,67946,183302.0,8075000.0
2017-09-11,22800,23050,22200,22350,62465,180476.0,8075000.0
2017-09-12,22600,23750,22600,23550,133746,190166.0,8075000.0
2017-09-13,23750,23850,23250,23400,65882,188955.0,8075000.0
2017-09-14,23300,23700,23100,23450,56301,189359.0,8075000.0
2017-09-15,23500,23700,23200,23600,52500,190570.0,8075000.0
2017-09-18,23800,24150,23600,23950,101587,193396.0,8075000.0
2017-09-19,24000,24050,23250,23650,72411,190974.0,8075000.0
2017-09-20,23800,23850,23050,23250,66367,187744.0,8075000.0
2017-09-21,23400,23400,22800,23400,51465,188955.0,8075000.0
2017-09-22,23000,23450,22800,23250,41412,187744.0,8075000.0
2017-09-25,22950,23150,22250,22700,83019,183302.0,8075000.0
2017-09-26,22450,22800,22050,22650,45222,182899.0,8075000.0
2017-09-27,22600,22800,22300,22550,43888,182091.0,8075000.0
2017-09-28,22750,22750,21750,22100,90849,178458.0,8075000.0
2017-09-29,21950,22500,21900,22500,43792,181688.0,8075000.0
2017-10-10,22850,23650,22650,23650,78247,190974.0,8075000.0
2017-10-11,23300,23800,23200,23500,44318,189762.0,8075000.0
2017-10-12,23550,23600,22850,23100,48817,186532.0,8075000.0
2017-10-13,22850,22950,22400,22850,80642,184514.0,8075000.0
2017-10-16,22550,22800,22150,22600,52272,182495.0,8075000.0
2017-10-17,22600,23000,22400,22750,39589,199631.0,8775000.0
2017-10-18,22750,22750,22200,22500,38986,197438.0,8775000.0
2017-10-19,22600,22600,22000,22350,64264,196121.0,8775000.0
2017-10-20,22250,22600,22150,22600,28329,198315.0,8775000.0
2017-10-23,22600,22800,22350,22700,35996,199192.0,8775000.0
2017-10-24,22700,22900,22500,22900,30544,200948.0,8775000.0
2017-10-25,23000,24050,22950,24000,107665,210600.0,8775000.0
2017-10-26,24000,24050,23300,23900,99987,209722.0,8775000.0
2017-10-27,23700,24250,23600,24250,77774,212794.0,8775000.0
2017-10-30,24500,24500,24000,24200,53638,212355.0,8775000.0
2017-10-31,24100,24500,23400,23700,47274,207968.0,8775000.0
2017-11-01,24000,24350,23700,23950,46360,210161.0,8775000.0
2017-11-02,24100,24100,23550,23550,28909,206651.0,8775000.0
2017-11-03,23600,23950,23550,23700,34969,207968.0,8775000.0
2017-11-06,23400,23950,23400,23950,36461,210161.0,8775000.0
2017-11-07,23900,24300,23800,24100,42256,211478.0,8775000.0
2017-11-08,24100,24800,24100,24650,85955,216304.0,8775000.0
2017-11-09,24700,25850,24350,25650,209799,225079.0,8775000.0
2017-11-10,26100,26200,25350,25800,146823,226395.0,8775000.0
2017-11-13,25650,27000,25600,27000,198798,236925.0,8775000.0
2017-11-14,26000,26000,25150,25300,2758405,222008.0,8775000.0
2017-11-15,26250,26850,25850,26700,920008,234292.0,8775000.0
2017-11-16,26900,27300,25650,26400,478483,231660.0,8775000.0
2017-11-17,26300,26300,25700,26100,209704,229028.0,8775000.0
2017-11-20,25950,26200,25600,25900,170317,227272.0,8775000.0
2017-11-21,25950,26800,25750,26400,264183,231660.0,8775000.0
2017-11-22,26600,28350,26400,28200,506023,247455.0,8775000.0
2017-11-23,28600,28650,27950,28250,306546,247894.0,8775000.0
2017-11-24,28600,29550,28150,29300,287895,257108.0,8775000.0
2017-11-27,29300,29300,27800,28800,229077,252720.0,8775000.0
2017-11-28,28800,28900,27150,27600,270722,242190.0,8775000.0
2017-11-29,27450,28400,27400,28350,148320,248771.0,8775000.0
2017-11-30,27500,27950,26900,27500,268596,241312.0,8775000.0
2017-12-01,27800,27800,27150,27700,131479,243068.0,8775000.0
2017-12-04,27600,28200,26900,27550,139362,241751.0,8775000.0
2017-12-05,27300,27650,27050,27550,95846,241751.0,8775000.0
2017-12-06,27550,28650,27100,27300,147991,239558.0,8775000.0
2017-12-07,27200,27400,25600,26250,162471,230344.0,8775000.0
2017-12-08,26400,26550,25600,25700,79455,225518.0,8775000.0
2017-12-11,25900,26450,25700,26400,54939,231660.0,8775000.0
2017-12-12,26200,26550,25700,25800,43250,226395.0,8775000.0
2017-12-13,26000,26350,25700,26300,81743,230782.0,8775000.0
2017-12-14,26300,26300,25700,26150,72528,229466.0,8775000.0
2017-12-15,26150,26150,25150,25600,91301,224640.0,8775000.0
2017-12-18,25600,25650,24900,25200,76374,221130.0,8775000.0
2017-12-19,25200,25500,24750,25150,67207,220691.0,8775000.0
2017-12-20,24900,25150,24700,25100,64872,220252.0,8775000.0
2017-12-21,24950,25050,24150,24400,90324,214110.0,8775000.0
2017-12-22,24400,25050,24000,24900,53427,218498.0,8775000.0
2017-12-26,24900,25050,24450,24750,98311,217181.0,8775000.0
2017-12-27,24750,25550,24450,25500,58926,223762.0,8775000.0
2017-12-28,25500,25700,24950,25650,104822,225079.0,8775000.0
2018-01-02,25550,25800,25050,25400,82568,222885.0,8775000.0
2018-01-03,25400,25800,25100,25550,93556,224201.0,8775000.0
2018-01-04,25550,25600,24650,25000,89777,219375.0,8775000.0
2018-01-05,25200,25450,24700,25050,102772,219814.0,8775000.0
2018-01-08,24950,25000,23600,24300,196427,213232.0,8775000.0
2018-01-09,24100,24800,23950,24650,60377,216304.0,8775000.0
2018-01-10,24700,25000,23400,23950,175267,210161.0,8775000.0
2018-01-11,23950,24350,23750,24250,64485,212794.0,8775000.0
2018-01-12,24250,24400,23400,23800,100381,208845.0,8775000.0
2018-01-15,23800,24200,23400,23800,73750,208845.0,8775000.0
2018-01-16,23700,24600,23500,24600,103541,215865.0,8775000.0
2018-01-17,24600,24600,22900,23700,118108,207968.0,8775000.0
2018-01-18,23850,24700,23700,24650,119239,216304.0,8775000.0
2018-01-19,24550,24650,24250,24500,58842,214988.0,8775000.0
2018-01-22,24550,24650,23550,23800,103607,208845.0,8775000.0
2018-01-23,23850,23850,23500,23750,57911,208406.0,8775000.0
2018-01-24,23900,24450,23650,24350,68627,213671.0,8775000.0
2018-01-25,24450,24500,23800,23900,81638,209722.0,8775000.0
2018-01-26,24000,24500,23750,24400,62419,214110.0,8775000.0
2018-01-29,24450,24900,24300,24550,77389,215426.0,8775000.0
2018-01-30,24350,24550,23950,24400,112369,214110.0,8775000.0
2018-01-31,24300,24350,23900,24300,66599,213232.0,8775000.0
2018-02-01,24250,24500,24000,24300,48494,213232.0,8775000.0
2018-02-02,24350,24350,23750,24250,51580,212794.0,8775000.0
2018-02-05,23500,23650,22800,23100,92001,202702.0,8775000.0
2018-02-06,22000,23250,21450,23150,167341,203141.0,8775000.0
2018-02-07,23800,24150,23000,23150,95014,203141.0,8775000.0
2018-02-08,23050,24600,23000,24600,120516,215865.0,8775000.0
2018-02-09,23850,25400,23650,25100,169248,220252.0,8775000.0
2018-02-12,25200,26250,24950,25700,177587,225518.0,8775000.0
2018-02-13,25700,26000,25250,25650,102370,225079.0,8775000.0
2018-02-14,25650,26050,25300,26000,66983,228150.0,8775000.0
2018-02-19,26200,26600,26000,26500,111594,232538.0,8775000.0
2018-02-20,26400,26500,25800,25800,61551,226395.0,8775000.0
2018-02-21,25800,26200,25500,26100,37865,229028.0,8775000.0
2018-02-22,26050,26600,25800,26400,86905,231660.0,8775000.0
2018-02-23,26500,27900,26400,27850,221016,244384.0,8775000.0
2018-02-26,28150,28400,27350,27500,115520,241312.0,8775000.0
2018-02-27,27450,27850,27200,27550,36511,241751.0,8775000.0
2018-02-28,27350,27900,27100,27900,74500,244822.0,8775000.0
2018-03-02,27600,28250,27250,27900,80235,244822.0,8775000.0
2018-03-05,27550,27950,26750,27000,112196,236925.0,8775000.0
2018-03-06,27350,28150,27200,28050,101302,246139.0,8775000.0
2018-03-07,28150,28150,27450,27700,66291,243068.0,8775000.0
2018-03-08,27850,28250,27550,27700,44563,243068.0,8775000.0
2018-03-09,28100,29100,27800,28650,154234,251404.0,8775000.0
2018-03-12,29000,29450,28650,28850,94037,253159.0,8775000.0
2018-03-13,29100,29300,28650,28950,68133,254036.0,8775000.0
2018-03-14,28950,29050,28750,29000,52250,254475.0,8775000.0
2018-03-15,29100,29200,28700,28900,56434,253598.0,8775000.0
2018-03-16,29000,29550,28900,29300,65340,257108.0,8775000.0
2018-03-19,29850,31500,29600,31400,242876,275535.0,8775000.0
2018-03-20,31350,31750,30700,31150,111795,273341.0,8775000.0
2018-03-21,31100,32150,30850,31600,110069,277290.0,8775000.0
2018-03-22,31500,32450,31100,31800,86581,279045.0,8775000.0
2018-03-23,31000,31300,29300,30400,167623,266760.0,8775000.0
2018-03-26,29800,30700,28500,30200,90453,265005.0,8775000.0
2018-03-27,31250,31800,30700,31600,120431,277290.0,8775000.0
2018-03-28,31500,32850,31000,32500,113779,285188.0,8775000.0
2018-03-29,32700,32700,30400,31000,154793,272025.0,8775000.0
2018-03-30,31250,31300,30000,30300,71416,265882.0,8775000.0
2018-04-02,30700,30700,28800,29350,106389,257546.0,8775000.0
2018-04-03,28900,30300,28900,30200,85216,265005.0,8775000.0
2018-04-04,30400,30700,29800,30300,93909,265882.0,8775000.0
2018-04-05,30400,30950,30150,30550,78868,268076.0,8775000.0
2018-04-06,30200,30550,29850,30550,50125,268076.0,8775000.0
2018-04-09,30200,30850,29700,30650,45618,268954.0,8775000.0
2018-04-10,30750,31600,29950,31000,45687,272025.0,8775000.0
2018-04-11,31200,36000,31000,33000,245805,289575.0,8775000.0
2018-04-12,32900,33000,31850,32850,417806,288259.0,8775000.0
2018-04-13,33800,34650,32950,33050,169784,290014.0,8775000.0
2018-04-16,33050,33950,33050,33850,129365,297034.0,8775000.0
2018-04-17,34150,35000,34000,34350,164554,301421.0,8775000.0
2018-04-18,34600,36200,34150,36150,269254,317216.0,8775000.0
2018-04-19,36300,37000,35850,37000,260028,324675.0,8775000.0
2018-04-20,36800,38500,36400,37050,210595,325114.0,8775000.0
2018-04-23,36700,38650,36650,37900,160505,332572.0,8775000.0
2018-04-24,38200,39000,38000,38700,125151,339592.0,8775000.0
2018-04-25,38300,38300,35900,36000,229856,315900.0,8775000.0
2018-04-26,36400,36800,35950,36700,74622,322042.0,8775000.0
2018-04-27,37100,37850,36800,37500,65009,329062.0,8775000.0
2018-04-30,37300,38050,36550,38000,132675,333450.0,8775000.0
2018-05-02,37600,38450,36200,37500,143596,329062.0,8775000.0
2018-05-03,37400,37900,36300,36600,56963,321165.0,8775000.0
2018-05-04,36200,36900,35450,36100,55166,316778.0,8775000.0
2018-05-08,37000,37000,34550,35550,60022,311951.0,8775000.0
2018-05-09,35750,36750,34750,36500,94122,320288.0,8775000.0
2018-05-10,36500,36500,34900,35750,72585,313706.0,8775000.0
2018-05-11,36000,36450,35550,36350,66193,318971.0,8775000.0
2018-05-14,36350,36350,33500,33850,165552,297034.0,8775000.0
2018-05-15,34000,34050,32700,33900,151576,297472.0,8775000.0
2018-05-16,33850,34250,32750,33050,87613,290014.0,8775000.0
2018-05-17,33350,34450,32750,34000,59448,298350.0,8775000.0
2018-05-18,34400,35000,33200,35000,47914,307125.0,8775000.0
2018-05-21,35250,35250,33050,33300,104934,292208.0,8775000.0
2018-05-23,33300,34200,32500,33550,202102,294401.0,8775000.0
2018-05-24,33600,34650,33600,34200,36287,300105.0,8775000.0
2018-05-25,34200,34650,33450,34500,35561,302738.0,8775000.0
2018-05-28,34400,34800,33700,33950,33458,297911.0,8775000.0
2018-05-29,33700,33700,32300,32500,107094,285188.0,8775000.0
2018-05-30,32700,32700,30950,31450,82639,275974.0,8775000.0
2018-05-31,31500,33050,31500,32700,59735,286942.0,8775000.0
2018-06-01,32600,32600,30950,31450,80407,275974.0,8775000.0
2018-06-04,31450,32150,30400,31800,88047,279045.0,8775000.0
2018-06-05,31500,32100,31100,31450,40114,275974.0,8775000.0
2018-06-07,32500,32500,31400,31500,129863,276412.0,8775000.0
2018-06-08,31550,32100,31250,31450,136180,275974.0,8775000.0
2018-06-11,31650,31700,30750,31000,66271,272025.0,8775000.0
2018-06-12,31150,31300,30100,30400,75440,266760.0,8775000.0
2018-06-14,30500,30700,29750,29750,50448,261056.0,8775000.0
2018-06-15,29750,30200,29200,29900,47629,262372.0,8775000.0
2018-06-18,29800,29950,27600,28600,91623,250965.0,8775000.0
2018-06-19,28450,28600,27800,27900,40645,244822.0,8775000.0
2018-06-20,28000,28650,27550,28250,59058,247894.0,8775000.0
2018-06-21,28050,28400,27250,27600,47846,242190.0,8775000.0
2018-06-22,27550,29900,27100,29450,99085,258424.0,8775000.0
2018-06-25,29350,29350,27950,28600,50130,250965.0,8775000.0
2018-06-26,27650,29500,27650,29050,60013,254914.0,8775000.0
2018-06-27,29450,29450,28400,28450,41828,249649.0,8775000.0
2018-06-28,28350,29150,27500,28000,46676,245700.0,8775000.0
2018-06-29,28000,28500,27500,28450,32702,249649.0,8775000.0
2018-07-02,28000,28400,26350,26600,83058,233415.0,8775000.0
2018-07-03,26650,28150,26650,28100,56374,246578.0,8775000.0
2018-07-04,27850,29100,27750,28600,26221,250965.0,8775000.0
2018-07-05,28550,28900,28100,28600,22363,250965.0,8775000.0
2018-07-06,28500,28600,27600,28500,47149,250088.0,8775000.0
2018-07-09,28700,29750,28500,29350,62363,257546.0,8775000.0
2018-07-10,29600,30550,28900,30450,58634,267199.0,8775000.0
2018-07-11,30100,30100,29050,29200,63059,256230.0,8775000.0
2018-07-12,29150,30250,28800,29750,32652,261056.0,8775000.0
2018-07-13,29950,30500,29300,30450,39669,267199.0,8775000.0
2018-07-16,30500,30750,30050,30700,34008,269392.0,8775000.0
2018-07-17,30650,30650,29400,29850,46159,261934.0,8775000.0
2018-07-18,29850,32100,29850,31500,152663,276412.0,8775000.0
2018-07-19,31850,32400,31050,31350,99238,275096.0,8775000.0
2018-07-20,31700,32850,31100,32400,78037,284310.0,8775000.0
2018-07-23,32550,32550,30150,30500,115132,267638.0,8775000.0
2018-07-24,30500,31700,30500,31400,49459,275535.0,8775000.0
2018-07-25,31350,31750,30250,30400,71844,266760.0,8775000.0
2018-07-26,30600,31350,30300,31000,42213,272025.0,8775000.0
2018-07-27,31100,33200,30850,33150,111330,290891.0,8775000.0
2018-07-30,33150,33150,31800,32000,46832,280800.0,8775000.0
2018-07-31,31800,32350,31500,32150,32410,282116.0,8775000.0
2018-08-01,32100,32200,31550,31950,29917,280361.0,8775000.0
2018-08-02,32150,32150,31200,31800,30146,279045.0,8775000.0
2018-08-03,31900,32800,31600,32650,43153,286504.0,8775000.0
2018-08-06,32750,32750,31650,31800,41255,279045.0,8775000.0
2018-08-07,31700,31900,31400,31700,30732,278168.0,8775000.0
2018-08-08,31950,32000,31400,31500,21248,276412.0,8775000.0
2018-08-09,32050,32950,31800,31900,71527,279922.0,8775000.0
2018-08-10,31650,31900,30050,30700,100447,269392.0,8775000.0
2018-08-13,30300,30800,29750,30350,56442,266321.0,8775000.0
2018-08-14,30600,30800,30000,30300,20365,265882.0,8775000.0
2018-08-16,30000,30300,28950,30150,39939,264566.0,8775000.0
2018-08-17,30200,30450,29900,30000,20211,263250.0,8775000.0
2018-08-20,30050,30100,29600,29650,18836,260179.0,8775000.0
2018-08-21,29550,30100,28850,29700,41585,260618.0,8775000.0
2018-08-22,29650,30150,29650,29850,15616,261934.0,8775000.0
2018-08-23,29850,30100,29650,29900,40651,262372.0,8775000.0
2018-08-24,29950,30850,29900,30650,35013,268954.0,8775000.0
2018-08-27,30700,31100,30000,30350,30460,266321.0,8775000.0
2018-08-28,31000,31200,30250,30650,27252,268954.0,8775000.0
2018-08-29,30650,30650,30200,30300,15480,265882.0,8775000.0
2018-08-30,30550,30550,29950,30150,21118,264566.0,8775000.0
2018-08-31,30100,30850,30050,30600,19826,268515.0,8775000.0
2018-09-03,30650,31650,30550,31000,29362,272025.0,8775000.0
2018-09-04,31000,31500,30550,31100,31518,272902.0,8775000.0
2018-09-05,30950,31450,30600,31050,54120,272464.0,8775000.0
2018-09-06,31100,31200,30750,30800,18810,270270.0,8775000.0
2018-09-07,30350,30650,29600,29900,55755,262372.0,8775000.0
2018-09-10,29800,30200,29250,29800,56430,261495.0,8775000.0
2018-09-11,29600,30200,29400,29650,34396,260179.0,8775000.0
2018-09-12,29600,29950,29250,29800,34825,261495.0,8775000.0
2018-09-13,29850,29850,29300,29550,34318,259301.0,8775000.0
2018-09-14,29600,30400,29550,30000,40034,263250.0,8775000.0
2018-09-17,30100,30150,29400,29650,20865,260179.0,8775000.0
2018-09-18,29650,29650,29100,29250,30756,256669.0,8775000.0
2018-09-19,29150,29550,29000,29550,37934,259301.0,8775000.0
2018-09-20,31100,31200,29700,30250,87058,265444.0,8775000.0
2018-09-21,30500,30650,29700,29900,26856,262372.0,8775000.0
2018-09-27,29600,29650,29250,29400,30235,257985.0,8775000.0
2018-09-28,29400,29400,28400,29050,33948,254914.0,8775000.0
2018-10-01,28700,28800,27950,28400,42704,249210.0,8775000.0
2018-10-02,28500,28700,27650,27800,26756,243945.0,8775000.0
2018-10-04,27800,28100,26750,26800,28562,235170.0,8775000.0
2018-10-05,26800,27150,26400,27000,20816,236925.0,8775000.0
2018-10-08,27100,27800,27000,27000,14811,236925.0,8775000.0
2018-10-10,27000,27150,26200,26400,53051,231660.0,8775000.0
2018-10-11,25300,25350,24550,24850,76352,218059.0,8775000.0
2018-10-12,24050,25350,24050,25150,21292,220691.0,8775000.0
2018-10-15,25250,26000,24750,25300,22624,222008.0,8775000.0
2018-10-16,25300,26000,25050,25050,13296,219814.0,8775000.0
2018-10-17,25400,26100,25400,25750,19064,225956.0,8775000.0
2018-10-18,25750,25850,24650,24900,50962,218498.0,8775000.0
2018-10-19,24800,29500,24500,26800,96328,235170.0,8775000.0
2018-10-22,26600,26650,26150,26350,17200,231221.0,8775000.0
2018-10-23,26150,26550,25500,25800,28728,226395.0,8775000.0
2018-10-24,26050,26350,24950,25700,54421,225518.0,8775000.0
2018-10-25,25100,25100,23850,24550,62667,215426.0,8775000.0
2018-10-26,24750,24850,22500,23200,61666,203580.0,8775000.0
2018-10-29,23200,23950,22350,22550,45628,197876.0,8775000.0
2018-10-30,22200,23350,22000,23200,43077,203580.0,8775000.0
2018-10-31,23250,24150,22800,24100,33472,211478.0,8775000.0
2018-11-01,24100,24450,23350,23350,45464,204896.0,8775000.0
2018-11-02,23550,25150,23550,25000,37949,219375.0,8775000.0
2018-11-05,24900,24900,23900,24800,12205,217620.0,8775000.0
2018-11-06,24750,24750,24000,24200,17828,212355.0,8775000.0
2018-11-07,24050,24400,23200,23200,21026,203580.0,8775000.0
2018-11-08,23550,24250,23250,23300,23960,204458.0,8775000.0
2018-11-09,23650,23650,22500,22900,41580,200948.0,8775000.0
2018-11-12,22650,23800,22550,23250,22632,204019.0,8775000.0
2018-11-13,22600,22850,22050,22550,23447,197876.0,8775000.0
2018-11-14,22550,23200,22500,22800,13689,200070.0,8775000.0
2018-11-15,22800,23150,22350,23150,9391,203141.0,8775000.0
2018-11-16,23100,23700,22950,22950,14993,201386.0,8775000.0
2018-11-19,23250,23250,22500,22500,16748,197438.0,8775000.0
2018-11-20,22050,22250,21250,21450,43256,188224.0,8775000.0
2018-11-21,21100,21650,20550,21450,38151,188224.0,8775000.0
2018-11-22,21500,21750,21050,21050,45074,184714.0,8775000.0
2018-11-23,21050,21900,21050,21800,25861,191295.0,8775000.0
2018-11-26,21650,22000,21450,21900,19923,192172.0,8775000.0
2018-11-27,21900,22150,21400,21450,19332,188224.0,8775000.0
2018-11-28,21450,21900,21400,21700,31317,190418.0,8775000.0
2018-11-29,22150,22500,21800,22050,38530,193489.0,8775000.0
2018-11-30,21850,22150,21550,21700,29265,190418.0,8775000.0
2018-12-03,21750,22700,21750,22550,31318,197876.0,8775000.0
2018-12-04,22500,23000,22300,22350,16984,196121.0,8775000.0
2018-12-05,21700,22850,21450,22600,40936,198315.0,8775000.0
2018-12-06,22550,22550,21800,21950,31426,192611.0,8775000.0
2018-12-07,22200,22200,21650,22050,13175,193489.0,8775000.0
2018-12-10,21700,22000,21200,21250,26980,186469.0,8775000.0
2018-12-11,21400,22300,21000,21000,36134,184275.0,8775000.0
2018-12-12,21000,21350,20950,21200,16132,186030.0,8775000.0
