대원(007680),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-04-06,12500,12550,11950,12100,41095,133705.0,11050000.0
2018-04-09,12000,12100,11750,11800,40098,130390.0,11050000.0
2018-04-10,11800,11800,11350,11500,76498,127075.0,11050000.0
2018-04-11,11550,11650,11400,11400,23234,125970.0,11050000.0
2018-04-12,11350,11500,11150,11250,53296,124312.0,11050000.0
2018-04-13,11250,11450,11250,11400,13210,125970.0,11050000.0
2018-04-16,11500,11500,11150,11200,21262,123760.0,11050000.0
2018-04-17,11200,11250,10950,11050,23519,122102.0,11050000.0
2018-04-18,11100,11250,11000,11150,20825,123208.0,11050000.0
2018-04-19,11150,12000,11150,11700,85088,129285.0,11050000.0
2018-04-20,11800,11850,11400,11400,35031,125970.0,11050000.0
2018-04-23,11500,12800,11400,12300,193787,135915.0,11050000.0
2018-04-24,12350,12450,12000,12300,47861,135915.0,11050000.0
2018-04-25,12250,12500,11850,11950,41253,132048.0,11050000.0
2018-04-26,12000,12100,11700,11700,37773,129285.0,11050000.0
2018-04-27,11700,11900,11650,11800,19302,130390.0,11050000.0
2018-04-30,11800,12100,11600,11650,92419,128732.0,11050000.0
2018-05-02,11950,12300,11800,12300,129005,135915.0,11050000.0
2018-05-03,12600,12900,12050,12150,112836,134258.0,11050000.0
2018-05-04,12200,12350,12000,12350,39940,136468.0,11050000.0
2018-05-08,12500,12800,12150,12350,57526,136468.0,11050000.0
2018-05-09,12350,12450,11700,11750,71665,129838.0,11050000.0
2018-05-10,11800,11850,11600,11650,41591,128732.0,11050000.0
2018-05-11,11700,11950,11650,11700,48433,129285.0,11050000.0
2018-05-14,11800,12500,11650,12400,137950,137020.0,11050000.0
2018-05-15,12850,15300,12650,14050,1639118,155252.0,11050000.0
2018-05-16,13550,15100,13450,14400,554988,159120.0,11050000.0
2018-05-17,14600,14750,13900,14200,259758,156910.0,11050000.0
2018-05-18,14100,14800,13950,14300,216514,158015.0,11050000.0
2018-05-21,14050,14400,14000,14050,82719,155252.0,11050000.0
2018-05-23,14100,14200,13500,13550,139363,149728.0,11050000.0
2018-05-24,13450,13500,12800,13100,155395,144755.0,11050000.0
2018-05-25,12650,13000,12450,12700,99422,140335.0,11050000.0
2018-05-28,13050,14250,12950,13700,295547,151385.0,11050000.0
2018-05-29,13650,13750,13150,13200,124174,145860.0,11050000.0
2018-05-30,13100,13650,12850,13400,119792,148070.0,11050000.0
2018-05-31,13600,13800,12950,13050,114360,144202.0,11050000.0
2018-06-01,13050,13200,12800,12900,58481,142545.0,11050000.0
2018-06-04,12950,13000,12450,12550,60200,138678.0,11050000.0
2018-06-05,12550,13000,12450,12500,37164,138125.0,11050000.0
2018-06-07,12500,12900,12500,12600,25454,139230.0,11050000.0
2018-06-08,12600,12900,12450,12850,26740,141992.0,11050000.0
2018-06-11,13050,13050,12700,12800,51956,141440.0,11050000.0
2018-06-12,12900,13350,12850,12900,93247,142545.0,11050000.0
2018-06-14,12850,12900,12400,12550,48748,138678.0,11050000.0
2018-06-15,12600,12650,12300,12350,28794,136468.0,11050000.0
2018-06-18,12600,12600,11500,11750,55868,129838.0,11050000.0
2018-06-19,11600,12000,11450,11500,41743,127075.0,11050000.0
2018-06-20,11300,11750,11300,11650,28042,128732.0,11050000.0
2018-06-21,11600,11850,11400,11650,13144,128732.0,11050000.0
2018-06-22,11650,12000,11400,11850,25332,130942.0,11050000.0
2018-06-25,12000,12550,11950,11950,30611,132048.0,11050000.0
2018-06-26,11800,12500,11750,12400,44430,137020.0,11050000.0
2018-06-27,12500,12600,12050,12100,23917,133705.0,11050000.0
2018-06-28,11900,12500,11750,11950,31092,132048.0,11050000.0
2018-06-29,11900,12450,11750,12150,21036,134258.0,11050000.0
2018-07-02,12150,12300,11800,12000,15045,132600.0,11050000.0
2018-07-03,11850,12000,11450,11600,32145,128180.0,11050000.0
2018-07-04,11600,11650,11300,11400,16198,125970.0,11050000.0
2018-07-05,11200,11350,10900,11050,32005,122102.0,11050000.0
2018-07-06,11000,11700,10900,11500,12343,127075.0,11050000.0
2018-07-09,11550,11800,11150,11750,19316,129838.0,11050000.0
2018-07-10,11700,12100,11600,11950,24967,132048.0,11050000.0
2018-07-11,11900,12900,11700,12250,102641,135362.0,11050000.0
2018-07-12,12450,12450,12050,12100,21196,133705.0,11050000.0
2018-07-13,12300,12450,12100,12350,22497,136468.0,11050000.0
2018-07-16,12550,12600,12250,12300,13983,135915.0,11050000.0
2018-07-17,12250,12400,12100,12250,11850,135362.0,11050000.0
2018-07-18,12200,12400,11550,11550,28045,127628.0,11050000.0
2018-07-19,11700,12050,11650,11750,17045,129838.0,11050000.0
2018-07-20,11750,12000,11600,11800,9586,130390.0,11050000.0
2018-07-23,11650,11850,11550,11700,13959,129285.0,11050000.0
2018-07-24,11450,11800,11400,11500,27664,127075.0,11050000.0
2018-07-25,11450,11600,11350,11450,16341,126522.0,11050000.0
2018-07-26,11450,11700,11350,11450,8905,126522.0,11050000.0
2018-07-27,11350,11650,11350,11550,5777,127628.0,11050000.0
2018-07-30,11550,12000,11500,11550,7426,127628.0,11050000.0
2018-07-31,11500,11650,11500,11650,6288,128732.0,11050000.0
2018-08-01,11550,12650,11550,12400,63363,137020.0,11050000.0
2018-08-02,12400,12500,11650,12050,45800,133152.0,11050000.0
2018-08-03,12000,12500,11950,12500,23713,138125.0,11050000.0
2018-08-06,12450,12550,12050,12200,25954,134810.0,11050000.0
2018-08-07,12000,12150,11800,12000,23276,132600.0,11050000.0
2018-08-08,12100,12200,11900,12000,30395,132600.0,11050000.0
2018-08-09,12000,12650,11900,12550,97372,138678.0,11050000.0
2018-08-10,12450,12550,12100,12450,38681,137572.0,11050000.0
2018-08-13,12200,12550,11950,12400,36733,137020.0,11050000.0
2018-08-14,12250,12500,12050,12400,29389,137020.0,11050000.0
2018-08-16,12500,12550,12300,12400,32899,137020.0,11050000.0
2018-08-17,12300,12450,12000,12150,32149,134258.0,11050000.0
2018-08-20,12000,12250,11900,12200,37233,134810.0,11050000.0
2018-08-21,12150,12300,11850,12100,44463,133705.0,11050000.0
2018-08-22,12000,12200,11900,12100,27745,133705.0,11050000.0
2018-08-23,12000,12300,11850,11900,29688,131495.0,11050000.0
2018-08-24,12000,12200,11750,11950,34787,132048.0,11050000.0
2018-08-27,11750,12050,11700,11950,41571,132048.0,11050000.0
2018-08-28,11850,11950,11800,11900,18826,131495.0,11050000.0
2018-08-29,11800,12150,11650,12000,50148,132600.0,11050000.0
2018-08-30,12050,12400,12050,12400,76854,137020.0,11050000.0
2018-08-31,12300,12650,12250,12500,63060,138125.0,11050000.0
2018-09-03,12400,12900,12300,12900,76783,142545.0,11050000.0
2018-09-04,13000,13400,12950,13150,92642,145308.0,11050000.0
2018-09-05,13350,13400,12850,12950,41368,143098.0,11050000.0
2018-09-06,12850,13300,12850,13100,47273,144755.0,11050000.0
2018-09-07,13000,13250,13000,13150,39369,145308.0,11050000.0
2018-09-10,13100,13400,13000,13350,47292,147518.0,11050000.0
2018-09-11,13250,13500,12900,13150,52885,145308.0,11050000.0
2018-09-12,13050,13300,12800,13250,34253,146412.0,11050000.0
2018-09-13,13200,13350,13100,13350,21389,147518.0,11050000.0
2018-09-14,13150,13400,13100,13300,33073,146965.0,11050000.0
2018-09-17,13200,13300,12950,13200,25868,145860.0,11050000.0
2018-09-18,13200,13300,13050,13100,21155,144755.0,11050000.0
2018-09-19,13250,13300,13050,13100,38824,144755.0,11050000.0
2018-09-20,13100,13200,12800,12900,33795,142545.0,11050000.0
2018-09-21,12950,13300,12850,13150,35523,145308.0,11050000.0
2018-09-27,13100,13500,13100,13300,23212,146965.0,11050000.0
2018-09-28,13200,13450,13050,13450,46794,148622.0,11050000.0
2018-10-01,13450,14200,13200,13850,101685,153042.0,11050000.0
2018-10-02,13700,14000,13500,13500,34656,149175.0,11050000.0
2018-10-04,13550,14000,13500,13950,33519,154148.0,11050000.0
2018-10-05,13900,14450,13600,13600,102015,150280.0,11050000.0
2018-10-08,13550,13850,13050,13200,40691,145860.0,11050000.0
2018-10-10,13050,13050,12300,12500,56269,138125.0,11050000.0
2018-10-11,12000,12250,11700,11700,56238,129285.0,11050000.0
2018-10-12,11500,12300,11500,12150,22577,134258.0,11050000.0
2018-10-15,12150,12400,11800,12200,9531,134810.0,11050000.0
2018-10-16,12150,12500,12050,12250,13342,135362.0,11050000.0
2018-10-17,12300,12700,12150,12250,11885,135362.0,11050000.0
2018-10-18,12200,12750,12000,12350,42294,136468.0,11050000.0
2018-10-19,12350,12500,12050,12350,11945,136468.0,11050000.0
2018-10-22,12350,12550,11850,11950,25765,132048.0,11050000.0
2018-10-23,11800,12000,11450,11950,34020,132048.0,11050000.0
2018-10-24,11900,12100,11600,12000,20547,132600.0,11050000.0
2018-10-25,11550,12500,11400,12100,31633,133705.0,11050000.0
2018-10-26,12250,12300,11500,11650,48033,128732.0,11050000.0
2018-10-29,11450,11750,10500,11000,38442,121550.0,11050000.0
2018-10-30,10300,11200,10300,11200,45846,123760.0,11050000.0
2018-10-31,11150,11800,10900,11500,15350,127075.0,11050000.0
2018-11-01,11450,12000,11300,11700,28731,129285.0,11050000.0
2018-11-02,11550,12000,11250,11900,19496,131495.0,11050000.0
2018-11-05,11750,11850,11600,11850,7076,130942.0,11050000.0
2018-11-06,12000,12050,11600,11600,8364,128180.0,11050000.0
2018-11-07,11700,11950,11500,11650,8153,128732.0,11050000.0
2018-11-08,11600,11900,11600,11750,10685,129838.0,11050000.0
2018-11-09,11650,11750,11300,11650,36282,128732.0,11050000.0
2018-11-12,11550,11700,11500,11650,7431,128732.0,11050000.0
2018-11-13,11250,11500,11250,11450,15536,126522.0,11050000.0
2018-11-14,11350,11700,11250,11700,8850,129285.0,11050000.0
2018-11-15,11550,11600,11350,11400,9414,125970.0,11050000.0
2018-11-16,11400,11450,11250,11450,8245,126522.0,11050000.0
2018-11-19,11400,13050,11400,12450,180489,137572.0,11050000.0
2018-11-20,12150,12400,12000,12000,22227,132600.0,11050000.0
2018-11-21,11750,12250,11750,12050,20221,133152.0,11050000.0
2018-11-22,11950,12000,11700,11750,13045,129838.0,11050000.0
2018-11-23,11750,11800,11600,11600,8543,128180.0,11050000.0
2018-11-26,11600,11800,11600,11700,14859,129285.0,11050000.0
2018-11-27,11700,11850,11650,11800,14245,130390.0,11050000.0
2018-11-28,11800,12000,11700,11750,12680,129838.0,11050000.0
2018-11-29,11850,12450,11850,12250,38414,135362.0,11050000.0
2018-11-30,12450,12650,12100,12250,29104,135362.0,11050000.0
2018-12-03,12300,12500,12200,12350,15403,136468.0,11050000.0
2018-12-04,12300,12500,12150,12450,17526,137572.0,11050000.0
2018-12-05,12150,12400,12050,12100,9464,133705.0,11050000.0
2018-12-06,12200,12200,11700,11950,26650,132048.0,11050000.0
2018-12-07,11900,12050,11800,12050,10567,133152.0,11050000.0
2018-12-10,11950,12000,11650,11700,8439,129285.0,11050000.0
2018-12-11,11700,11950,11300,11300,20523,124865.0,11050000.0
2018-12-12,11200,11900,11200,11850,17434,130942.0,11050000.0
2018-12-13,11650,11950,11650,11850,10378,130942.0,11050000.0
2018-12-14,11650,11850,11350,11450,11764,126522.0,11050000.0
2018-12-17,11300,11950,11200,11750,20004,129838.0,11050000.0
2018-12-18,11450,11800,11400,11450,14156,126522.0,11050000.0
2018-12-19,11400,11800,11400,11550,12621,127628.0,11050000.0
2018-12-20,11500,11700,11450,11550,9389,127628.0,11050000.0
2018-12-21,11500,11700,11450,11450,11129,126522.0,11050000.0
2018-12-24,11400,11600,11350,11550,9418,127628.0,11050000.0
2018-12-26,11400,11600,11250,11400,12155,125970.0,11050000.0
2018-12-27,11550,11550,11350,11400,5087,125970.0,11050000.0
2018-12-28,11400,11650,11400,11500,10444,127075.0,11050000.0
2019-01-02,11550,11600,11350,11400,6179,125970.0,11050000.0
2019-01-03,11450,11450,11050,11250,14218,124312.0,11050000.0
2019-01-04,11250,11250,10950,11050,11005,122102.0,11050000.0
2019-01-07,11250,11300,11050,11300,6777,124865.0,11050000.0
2019-01-08,11300,11400,11000,11100,13843,122655.0,11050000.0
2019-01-09,11100,11300,11100,11200,20156,123760.0,11050000.0
2019-01-10,11200,11500,11150,11400,14362,125970.0,11050000.0
2019-01-11,11350,11600,11300,11500,10626,127075.0,11050000.0
2019-01-14,11500,11650,11300,11350,9759,125418.0,11050000.0
2019-01-15,11350,11550,11300,11500,3101,127075.0,11050000.0
2019-01-16,11500,11850,11500,11800,15855,130390.0,11050000.0
2019-01-17,11650,11800,11500,11550,7725,127628.0,11050000.0
2019-01-18,11500,11950,11500,11550,12882,127628.0,11050000.0
2019-01-21,11650,11650,11500,11600,8391,128180.0,11050000.0
2019-01-22,11550,11700,11450,11500,5040,127075.0,11050000.0
2019-01-23,11400,11550,11400,11450,8759,126522.0,11050000.0
2019-01-24,11400,11500,11200,11350,38514,125418.0,11050000.0
2019-01-25,11300,11350,11100,11200,27308,123760.0,11050000.0
2019-01-28,11250,11300,11150,11250,11622,124312.0,11050000.0
2019-01-29,11250,11350,10900,11000,28205,121550.0,11050000.0
2019-01-30,11050,11250,11000,11150,14451,123208.0,11050000.0
2019-01-31,11150,11350,11000,11250,29485,124312.0,11050000.0
2019-02-01,11250,11400,11200,11400,14000,125970.0,11050000.0
2019-02-07,11400,11900,11400,11900,50240,131495.0,11050000.0
2019-02-08,11800,12100,11700,12050,42301,133152.0,11050000.0
2019-02-11,11900,11900,11700,11700,20735,129285.0,11050000.0
2019-02-12,11800,11950,11700,11850,28700,130942.0,11050000.0
2019-02-13,11950,12300,11900,12100,37026,133705.0,11050000.0
2019-02-14,12050,12200,11850,12200,31716,134810.0,11050000.0
2019-02-15,12600,13500,12500,12700,346139,140335.0,11050000.0
2019-02-18,12900,12950,12400,12700,78231,140335.0,11050000.0
2019-02-19,12550,12950,12400,12500,62143,138125.0,11050000.0
2019-02-20,12400,13100,12350,12850,83677,141992.0,11050000.0
2019-02-21,12850,13050,12600,12900,43807,142545.0,11050000.0
2019-02-22,12750,13000,12500,12700,74039,140335.0,11050000.0
2019-02-25,12500,13000,12500,13000,38475,143650.0,11050000.0
2019-02-26,13000,13150,12900,13050,37587,144202.0,11050000.0
2019-02-27,13050,13250,12950,13150,58507,145308.0,11050000.0
2019-02-28,13150,13950,12750,12850,242770,141992.0,11050000.0
2019-03-04,12800,14300,12800,14000,202016,154700.0,11050000.0
2019-03-05,14000,14150,13600,14000,70286,154700.0,11050000.0
2019-03-06,14000,14200,13700,13850,37628,153042.0,11050000.0
2019-03-07,13850,14250,13750,13900,100483,153595.0,11050000.0
2019-03-08,13700,14050,13400,13550,56229,149728.0,11050000.0
2019-03-11,13400,13950,13000,13950,62358,154148.0,11050000.0
2019-03-12,13800,14000,13700,14000,34090,154700.0,11050000.0
2019-03-13,13850,14200,13800,14200,55767,156910.0,11050000.0
2019-03-14,14050,14600,13900,14200,99668,156910.0,11050000.0
2019-03-15,14000,14200,13900,14000,44293,154700.0,11050000.0
2019-03-18,13900,14200,13700,14050,39784,155252.0,11050000.0
2019-03-19,14000,14300,13900,14150,66041,156358.0,11050000.0
2019-03-20,14000,14400,14000,14400,49932,159120.0,11050000.0
2019-03-21,14350,14550,14050,14150,32537,156358.0,11050000.0
2019-03-22,14000,14250,13950,14150,33006,156358.0,11050000.0
2019-03-25,14000,14300,13900,14150,41530,156358.0,11050000.0
2019-03-26,14000,14400,13900,14300,44903,158015.0,11050000.0
2019-03-27,14350,14550,13950,13950,47736,154148.0,11050000.0
2019-03-28,13950,14150,13700,13900,50175,153595.0,11050000.0
2019-03-29,13600,14000,13500,13900,57195,153595.0,11050000.0
2019-04-01,13750,13950,13650,13700,22504,151385.0,11050000.0
2019-04-02,13650,13800,13400,13500,32937,149175.0,11050000.0
2019-04-03,13400,13600,13250,13350,24209,147518.0,11050000.0
2019-04-04,13300,13350,13250,13350,10221,147518.0,11050000.0
2019-04-05,13300,13450,13150,13350,20225,147518.0,11050000.0
2019-04-08,13350,13800,13200,13700,41786,151385.0,11050000.0
2019-04-09,13850,13950,13550,13800,31549,152490.0,11050000.0
2019-04-10,13800,14000,13500,13600,33035,150280.0,11050000.0
2019-04-11,13500,13500,13150,13150,37340,145308.0,11050000.0
2019-04-12,13100,13550,12950,13300,37282,146965.0,11050000.0
2019-04-15,13300,13600,13100,13350,23426,147518.0,11050000.0
2019-04-16,13250,13250,13050,13150,18496,145308.0,11050000.0
2019-04-17,13150,13350,12950,13250,18133,146412.0,11050000.0
2019-04-18,13100,13300,13000,13100,26308,144755.0,11050000.0
2019-04-19,13100,13450,13000,13400,22982,148070.0,11050000.0
2019-04-22,13350,13450,13150,13300,21716,146965.0,11050000.0
2019-04-23,13100,13300,13000,13300,29258,146965.0,11050000.0
2019-04-24,13250,13400,13100,13400,12021,148070.0,11050000.0
2019-04-25,13450,13450,13150,13400,11520,148070.0,11050000.0
2019-04-26,13100,13500,13000,13400,29664,148070.0,11050000.0
2019-04-29,13400,13500,13250,13400,11541,148070.0,11050000.0
2019-04-30,13250,13450,13200,13400,17960,148070.0,11050000.0
2019-05-02,13350,13800,13350,13800,50779,152490.0,11050000.0
2019-05-03,13700,14050,13550,14050,56812,155252.0,11050000.0
2019-05-07,14000,14200,13950,14200,50419,156910.0,11050000.0
2019-05-08,14200,15600,14200,15300,295251,169065.0,11050000.0
2019-05-09,15300,15500,15000,15300,118794,169065.0,11050000.0
2019-05-10,15200,15300,14800,15200,63202,167960.0,11050000.0
2019-05-13,15250,15650,15100,15400,98619,170170.0,11050000.0
2019-05-14,15450,16000,15450,15750,106156,174038.0,11050000.0
2019-05-15,15950,16000,15700,16000,71768,176800.0,11050000.0
2019-05-16,15950,16400,15850,16050,70618,177352.0,11050000.0
2019-05-17,16050,16700,15750,16450,113826,181772.0,11050000.0
2019-05-20,16450,16700,16250,16500,48615,182325.0,11050000.0
2019-05-21,16450,16600,16150,16400,47333,181220.0,11050000.0
2019-05-22,16250,16900,16050,16650,81780,183982.0,11050000.0
2019-05-23,16600,17050,16450,17050,78524,188402.0,11050000.0
2019-05-24,16900,17900,16700,17800,117877,196690.0,11050000.0
2019-05-27,17800,18350,17650,18150,84766,200558.0,11050000.0
2019-05-28,18000,19900,17900,19500,251162,215475.0,11050000.0
2019-05-29,19250,19750,19000,19600,153987,216580.0,11050000.0
2019-05-30,19550,21450,19450,21350,185873,235918.0,11050000.0
2019-05-31,20850,21150,18550,18800,181518,207740.0,11050000.0
2019-06-03,18100,18300,17000,17150,163254,189508.0,11050000.0
2019-06-04,17200,17450,15600,15700,287675,173485.0,11050000.0
2019-06-05,15750,15800,14150,14250,383453,157462.0,11050000.0
2019-06-07,14250,14350,13550,14000,323853,154700.0,11050000.0
2019-06-10,14150,14600,13900,14600,232907,161330.0,11050000.0
2019-06-11,14650,14700,14350,14500,119966,160225.0,11050000.0
2019-06-12,14400,14600,14150,14200,76193,156910.0,11050000.0
2019-06-13,14150,14300,14000,14100,74387,155805.0,11050000.0
2019-06-14,14200,14550,14050,14550,97832,160778.0,11050000.0
2019-06-17,14550,15050,14400,14700,125858,162435.0,11050000.0
2019-06-18,14700,14700,14300,14400,52959,159120.0,11050000.0
2019-06-19,14400,14450,14150,14350,58794,158568.0,11050000.0
2019-06-20,14400,14400,14150,14200,44448,156910.0,11050000.0
2019-06-21,14200,14350,14050,14200,30062,156910.0,11050000.0
2019-06-24,14200,14200,13600,13700,85341,151385.0,11050000.0
2019-06-25,13550,13700,13000,13100,100972,144755.0,11050000.0
2019-06-26,12900,13300,12900,12950,51276,143098.0,11050000.0
2019-06-27,12900,13100,12800,13000,36048,143650.0,11050000.0
2019-06-28,12850,13100,12700,13100,39464,144755.0,11050000.0
2019-07-01,12950,13100,12600,12700,31139,140335.0,11050000.0
2019-07-02,12650,13050,12350,13050,78621,144202.0,11050000.0
2019-07-03,13100,13300,12850,13050,27958,144202.0,11050000.0
2019-07-04,12900,13200,12850,12900,17844,142545.0,11050000.0
2019-07-05,12950,12950,12600,12700,21558,140335.0,11050000.0
2019-07-08,12550,12850,12300,12300,33977,135915.0,11050000.0
2019-07-09,12200,12600,12000,12500,24692,138125.0,11050000.0
2019-07-10,12350,12650,12250,12650,19890,139782.0,11050000.0
2019-07-11,12600,12750,12400,12650,20443,139782.0,11050000.0
2019-07-12,12550,12750,12450,12750,22604,140888.0,11050000.0
2019-07-15,12600,12800,12500,12750,26294,140888.0,11050000.0
2019-07-16,12600,12700,12400,12650,75575,139782.0,11050000.0
2019-07-17,12550,16350,12400,13950,1154998,154148.0,11050000.0
2019-07-18,13700,14350,13700,13700,175945,151385.0,11050000.0
2019-07-19,13400,13500,12650,12650,225859,139782.0,11050000.0
2019-07-22,13100,13550,12850,13300,143886,146965.0,11050000.0
2019-07-23,13500,14450,13450,14000,294311,154700.0,11050000.0
2019-07-24,14100,14450,13600,13850,148418,153042.0,11050000.0
2019-07-25,13700,14000,13300,13850,81862,153042.0,11050000.0
2019-07-26,13650,13850,13450,13700,52457,151385.0,11050000.0
2019-07-29,13850,13850,12550,12550,81281,138678.0,11050000.0
2019-07-30,12300,12700,12250,12350,51669,136468.0,11050000.0
2019-07-31,12400,13300,12400,13000,140776,143650.0,11050000.0
2019-08-01,12900,13150,12600,12750,56740,140888.0,11050000.0
2019-08-02,12450,12850,12150,12450,64268,137572.0,11050000.0
2019-08-05,12300,12450,10500,11050,175176,122102.0,11050000.0
2019-08-06,10000,11200,10000,10950,153287,120998.0,11050000.0
2019-08-07,10600,11800,10600,11550,88389,127628.0,11050000.0
2019-08-08,11550,11800,11350,11650,35100,128732.0,11050000.0
2019-08-09,11550,12050,11400,12050,39578,133152.0,11050000.0
2019-08-12,11850,12800,11800,12800,41000,141440.0,11050000.0
2019-08-13,12800,12900,12250,12250,49092,135362.0,11050000.0
2019-08-14,12400,12600,12250,12300,20926,135915.0,11050000.0
2019-08-16,11950,12600,11950,12100,25958,133705.0,11050000.0
2019-08-19,12050,12400,11800,12000,33197,132600.0,11050000.0
2019-08-20,12000,12400,12000,12400,21693,137020.0,11050000.0
2019-08-21,12200,12650,12200,12400,22462,137020.0,11050000.0
