헬릭스미스(084990),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2007-09-10,7211,7211,7051,7067,28453,97724.0,10599101.0
2007-09-11,7067,7204,6958,6998,38689,96770.0,10599101.0
2007-09-12,7036,7112,6822,6869,39394,94968.0,10599101.0
2007-09-13,6966,6966,6706,6830,45904,94438.0,10599101.0
2007-09-14,6852,7036,6806,6937,18946,95922.0,10599101.0
2007-09-17,6936,7012,6836,6845,23052,94650.0,10599101.0
2007-09-18,6783,6898,6744,6861,25929,94862.0,10599101.0
2007-09-19,6951,6951,6775,6838,38047,94544.0,10599101.0
2007-09-20,6822,6852,6629,6646,52477,91894.0,10599101.0
2007-09-21,6629,6683,6438,6477,49131,89562.0,10599101.0
2007-09-27,6445,6537,6131,6171,107472,85323.0,10599101.0
2007-09-28,6169,6284,6131,6133,53406,84793.0,10599101.0
2007-10-01,6208,6323,6131,6217,56761,85959.0,10599101.0
2007-10-02,6323,6491,6216,6485,48425,89668.0,10599101.0
2007-10-04,6491,6491,6323,6339,31980,87655.0,10599101.0
2007-10-05,6514,6514,6292,6477,25099,89562.0,10599101.0
2007-10-08,6537,6537,6323,6416,32574,88714.0,10599101.0
2007-10-09,6361,6476,6216,6255,26870,86489.0,10599101.0
2007-10-10,6269,6346,6169,6171,26193,85323.0,10599101.0
2007-10-11,6169,6300,6116,6178,26316,85429.0,10599101.0
2007-10-12,6208,6453,6139,6455,53061,89244.0,10599101.0
2007-10-15,6514,6514,6246,6393,35241,88397.0,10599101.0
2007-10-16,6691,6737,6200,6270,107557,86701.0,10599101.0
2007-10-17,6185,6208,5886,5886,75239,81401.0,10599101.0
2007-10-18,5908,6031,5901,5941,26729,82143.0,10599101.0
2007-10-19,6024,6667,5940,6669,102813,92212.0,10599101.0
2007-10-22,6300,6944,6200,6822,78284,94332.0,10599101.0
2007-10-23,6974,6974,6361,6363,115594,87973.0,10599101.0
2007-10-24,6392,6445,6031,6133,54413,84793.0,10599101.0
2007-10-25,6100,6192,5963,6109,63127,84475.0,10599101.0
2007-10-26,6108,6108,5901,5933,79939,82037.0,10599101.0
2007-10-29,5901,6024,5901,6017,30101,83203.0,10599101.0
2007-10-30,5955,6055,5901,5902,26808,81613.0,10599101.0
2007-10-31,5901,6039,5886,5894,50648,81507.0,10599101.0
2007-11-01,5978,6055,5824,5880,52871,81295.0,10599101.0
2007-11-02,5786,5817,5595,5633,97332,77903.0,10599101.0
2007-11-05,5633,5687,5364,5405,66001,74724.0,10599101.0
2007-11-06,5402,5434,5203,5266,90075,72816.0,10599101.0
2007-11-07,5311,5479,5250,5412,76450,74830.0,10599101.0
2007-11-08,5157,5350,5043,5282,105731,73028.0,10599101.0
2007-11-09,5188,5311,5157,5236,31168,72392.0,10599101.0
2007-11-12,5135,5250,5058,5121,44606,70802.0,10599101.0
2007-11-13,5073,5211,5058,5121,45007,70802.0,10599101.0
2007-11-14,5250,5272,5181,5197,30360,71862.0,10599101.0
2007-11-15,5211,5372,5211,5374,26147,74300.0,10599101.0
2007-11-16,5334,5556,5242,5427,53234,75042.0,10599101.0
2007-11-19,5525,5525,5288,5405,32635,74724.0,10599101.0
2007-11-20,5388,5388,5188,5205,30400,71968.0,10599101.0
2007-11-21,5250,5288,5073,5136,25396,71014.0,10599101.0
2007-11-22,5111,5464,5058,5274,51353,72922.0,10599101.0
2007-11-23,5280,5587,5135,5266,115444,72816.0,10599101.0
2007-11-26,5350,5350,5104,5296,61030,73240.0,10599101.0
2007-11-27,5203,5280,5097,5113,26983,70696.0,10599101.0
2007-11-28,5127,5181,5089,5136,33626,71014.0,10599101.0
2007-11-29,5166,5402,5065,5289,62076,73134.0,10599101.0
2007-11-30,5388,5388,5181,5289,17057,73134.0,10599101.0
2007-12-03,5226,5318,5196,5266,36745,72816.0,10599101.0
2007-12-04,5219,5334,5157,5282,29467,73028.0,10599101.0
2007-12-05,5219,5457,5211,5443,52899,75254.0,10599101.0
2007-12-06,5441,5556,5326,5366,29611,74194.0,10599101.0
2007-12-07,5372,6085,5326,5826,161144,80553.0,10599101.0
2007-12-10,5824,6085,5747,5795,65184,80129.0,10599101.0
2007-12-11,5747,5878,5479,5527,39518,76420.0,10599101.0
2007-12-12,5395,5525,5326,5350,38466,73982.0,10599101.0
2007-12-13,5326,5671,5326,5542,56325,76632.0,10599101.0
2007-12-14,5571,5817,5556,5596,67668,77373.0,10599101.0
2007-12-17,5633,5633,5350,5504,58677,76102.0,10599101.0
2007-12-18,5380,5901,5380,5757,97641,79599.0,10599101.0
2007-12-20,5824,6469,5802,5910,195976,81719.0,10599101.0
2007-12-21,5839,6154,5747,5941,91796,82143.0,10599101.0
2007-12-24,5940,6116,5740,5757,56362,79599.0,10599101.0
2007-12-26,5863,6039,5824,5956,71552,82355.0,10599101.0
2007-12-27,5839,6047,5633,5672,49672,78433.0,10599101.0
2007-12-28,5671,5970,5633,5902,76482,81613.0,10599101.0
2008-01-02,5832,6246,5832,6133,82503,84793.0,10599101.0
2008-01-03,6077,6124,5901,5979,36493,82673.0,10599101.0
2008-01-04,5978,6246,5932,6017,52792,83203.0,10599101.0
2008-01-07,5970,6169,5940,6025,44486,83309.0,10599101.0
2008-01-08,6108,6246,6024,6133,71316,84793.0,10599101.0
2008-01-09,6192,6216,6055,6055,55070,83733.0,10599101.0
2008-01-10,6024,6062,5924,6010,29003,83097.0,10599101.0
2008-01-11,6008,6039,5824,5826,62025,80553.0,10599101.0
2008-01-14,5694,5771,5426,5711,95665,78963.0,10599101.0
2008-01-15,5571,5747,5434,5750,71906,79493.0,10599101.0
2008-01-16,5655,6092,5648,5750,2051595,79493.0,10599101.0
2008-01-17,5886,6606,5886,6608,435102,91364.0,10599101.0
2008-01-18,6621,6744,6154,6477,430863,89562.0,10599101.0
2008-01-21,6514,6944,6461,6623,319995,91576.0,10599101.0
2008-01-22,6621,6621,5802,5826,192676,80682.0,10616101.0
2008-01-23,6085,6208,5747,5802,77263,80364.0,10616101.0
2008-01-24,5940,6667,5863,6669,522725,92360.0,10616101.0
2008-01-25,6898,7112,6461,6892,355495,95439.0,10616101.0
2008-01-28,6752,6874,6361,6592,148010,91298.0,10616101.0
2008-01-29,6744,7235,6561,6677,385835,92466.0,10616101.0
2008-01-30,6783,7089,6223,6455,211018,89388.0,10616101.0
2008-01-31,6553,6553,6284,6363,66410,88114.0,10616101.0
2008-02-01,6545,6621,6361,6477,83343,89706.0,10616101.0
2008-02-04,6599,6599,6361,6592,114991,91298.0,10616101.0
2008-02-05,6629,7051,6484,7053,122075,97668.0,10616101.0
2008-02-11,6944,7350,6920,7267,243591,100641.0,10616101.0
2008-02-12,7319,7633,7075,7398,339696,102445.0,10616101.0
2008-02-13,7358,7358,6898,6899,238162,95545.0,10616101.0
2008-02-14,6936,7159,6836,7061,81139,97774.0,10616101.0
2008-02-15,6944,7166,6898,7121,61457,98624.0,10616101.0
2008-02-18,7075,7181,6997,7029,41673,97350.0,10616101.0
2008-02-19,6958,7120,6898,7037,36477,97456.0,10616101.0
2008-02-20,7089,7419,7020,7420,132613,102764.0,10616101.0
2008-02-21,7419,7703,7365,7581,165687,104993.0,10616101.0
2008-02-22,7656,7703,7365,7604,88846,105312.0,10616101.0
2008-02-25,7664,7894,7549,7819,132792,108284.0,10616101.0
2008-02-26,7932,8048,7741,7857,111488,108815.0,10616101.0
2008-02-27,7894,7933,7633,7665,82761,106161.0,10616101.0
2008-02-28,7703,8661,7588,8394,311543,116246.0,10616101.0
2008-02-29,8392,8737,8124,8317,205851,115185.0,10616101.0
2008-03-03,8278,8968,8239,8930,260855,123678.0,10616101.0
2008-03-04,9082,9427,7626,7627,1032975,105630.0,10616101.0
2008-03-05,7703,7741,7335,7512,163532,104038.0,10616101.0
2008-03-06,7595,7656,7358,7651,97767,105949.0,10616101.0
2008-03-07,7664,8009,7549,7819,115812,108284.0,10616101.0
2008-03-10,7817,7856,7396,7450,80549,103189.0,10616101.0
2008-03-11,7281,7434,7051,7436,62559,102976.0,10616101.0
2008-03-12,7595,7664,7342,7366,49883,102021.0,10616101.0
2008-03-13,7211,7472,6936,7006,89185,97031.0,10616101.0
2008-03-14,7005,7143,6920,6983,71302,96713.0,10616101.0
2008-03-17,7051,7189,6645,6669,86841,92360.0,10616101.0
2008-03-18,6667,6874,6629,6822,57105,94483.0,10616101.0
2008-03-19,6898,7204,6822,6983,47946,96713.0,10616101.0
2008-03-20,6898,7159,6898,7129,55796,98730.0,10616101.0
2008-03-21,7211,7281,6974,7129,57023,98730.0,10616101.0
2008-03-24,7143,7204,6990,6998,51194,96925.0,10616101.0
2008-03-25,7028,7173,6920,6983,64353,96713.0,10616101.0
2008-03-26,7089,7089,6645,6646,104281,92042.0,10616101.0
2008-03-27,6645,6997,6484,6906,78019,95651.0,10616101.0
2008-03-28,6906,6966,6744,6914,42849,95757.0,10616101.0
2008-03-31,6829,6997,6822,6953,29655,96288.0,10616101.0
2008-04-01,6913,6997,6806,6869,36541,95120.0,10616101.0
2008-04-02,6966,6966,6752,6822,54044,94483.0,10616101.0
2008-04-03,6822,7051,6722,6761,63031,93634.0,10616101.0
2008-04-04,6759,6814,6675,6692,33062,92679.0,10616101.0
2008-04-07,6783,7281,6759,7129,106719,98730.0,10616101.0
2008-04-08,7127,7197,6997,7121,35593,98624.0,10616101.0
2008-04-10,7127,7542,7067,7412,58144,102658.0,10616101.0
2008-04-11,7442,7534,7319,7405,49488,102552.0,10616101.0
2008-04-14,7211,7396,7089,7098,50427,98305.0,10616101.0
2008-04-15,7204,7235,7028,7121,28557,98624.0,10616101.0
2008-04-16,7235,7235,7012,7053,25653,97668.0,10616101.0
2008-04-17,7089,7166,7028,7145,28562,98942.0,10616101.0
2008-04-18,7235,7243,6990,6998,21290,96925.0,10616101.0
2008-04-21,6997,7051,6920,6937,50076,96076.0,10616101.0
2008-04-22,6920,6997,6867,6953,66552,96288.0,10616101.0
2008-04-23,6936,6982,6890,6899,43108,95545.0,10616101.0
2008-04-24,6898,6982,6836,6976,39391,96607.0,10616101.0
2008-04-25,6982,7005,6882,6961,20036,96394.0,10616101.0
2008-04-28,6906,6982,6859,6899,38677,95545.0,10616101.0
2008-04-29,6898,7005,6867,7006,28303,97031.0,10616101.0
2008-04-30,7051,8048,7051,7635,647287,105736.0,10616101.0
2008-05-02,7664,7779,7365,7436,149230,102976.0,10616101.0
2008-05-06,7434,7894,7311,7857,235799,108815.0,10616101.0
2008-05-07,8009,8354,7703,7819,280742,108284.0,10616101.0
2008-05-08,7703,8929,7703,8547,889696,118370.0,10616101.0
2008-05-09,8584,8661,8086,8356,216319,115716.0,10616101.0
2008-05-13,8623,8852,8315,8317,192841,115185.0,10616101.0
2008-05-14,8315,8430,7595,7742,348364,107223.0,10616101.0
2008-05-15,7664,7817,7534,7703,106848,106692.0,10616101.0
2008-05-16,7741,8124,7603,7857,155473,108815.0,10616101.0
2008-05-19,7703,8162,7703,8011,100781,110938.0,10616101.0
2008-05-20,7970,8124,7894,8048,57517,111469.0,10616101.0
2008-05-21,8086,8775,8048,8317,499031,115185.0,10616101.0
2008-05-22,8430,8775,8201,8585,370758,118900.0,10616101.0
2008-05-23,8584,8699,8315,8317,198877,115185.0,10616101.0
2008-05-26,8048,8315,7664,8048,133412,111469.0,10616101.0
2008-05-27,8124,8162,7817,7972,91591,110407.0,10616101.0
2008-05-28,7933,8392,7894,8202,128295,113592.0,10616101.0
2008-05-29,8239,8392,8009,8087,104787,112000.0,10616101.0
2008-05-30,8086,8086,7741,7780,129592,107753.0,10616101.0
2008-06-02,7932,7970,7779,7857,65167,108815.0,10616101.0
2008-06-03,7741,7894,7564,7619,121883,105524.0,10616101.0
2008-06-04,7572,7703,7511,7581,56377,104993.0,10616101.0
2008-06-05,7588,7856,7588,7742,51923,107223.0,10616101.0
2008-06-09,7648,7741,7442,7703,49865,106692.0,10616101.0
2008-06-10,7703,7894,7488,7489,75038,103719.0,10616101.0
2008-06-11,7511,7641,7472,7520,41830,104144.0,10616101.0
2008-06-12,7365,7703,7365,7505,51722,103932.0,10616101.0
2008-06-13,7442,7587,7135,7137,64670,98836.0,10616101.0
2008-06-16,7181,7258,7075,7098,47271,98305.0,10616101.0
2008-06-17,7067,7173,7020,7098,35168,98305.0,10616101.0
2008-06-18,6982,7127,6958,6976,31015,96607.0,10616101.0
2008-06-19,6928,7127,6844,6845,33904,94802.0,10616101.0
2008-06-20,6890,6890,6744,6822,35173,94483.0,10616101.0
2008-06-23,6744,6806,6621,6761,29011,93634.0,10616101.0
2008-06-24,6759,6822,6553,6730,15312,93209.0,10616101.0
2008-06-25,6621,6790,6621,6708,19029,92891.0,10616101.0
2008-06-26,6675,6958,6675,6776,26924,93846.0,10616101.0
2008-06-27,6744,6982,6591,6899,48623,95545.0,10616101.0
2008-06-30,6906,7542,6867,6892,182940,95439.0,10616101.0
2008-07-01,6898,6974,6653,6738,38556,93316.0,10616101.0
2008-07-02,6737,6737,6292,6301,58666,87264.0,10616101.0
2008-07-03,6139,6300,5357,6286,61848,87052.0,10616101.0
2008-07-04,6384,6461,6284,6339,30292,87795.0,10616101.0
2008-07-07,6208,6338,6116,6133,12196,84929.0,10616101.0
2008-07-08,6131,6261,5402,6017,21378,83336.0,10616101.0
2008-07-09,6016,6092,5978,6033,25910,83549.0,10616101.0
2008-07-10,5901,6261,5571,6133,9047,84929.0,10616101.0
2008-07-11,6246,6246,5993,6140,29445,85035.0,10616101.0
2008-07-14,6055,6284,6016,6286,12297,87052.0,10616101.0
2008-07-15,6100,6323,6100,6286,16623,87052.0,10616101.0
2008-07-16,6284,6438,6200,6232,14953,86309.0,10616101.0
2008-07-17,6246,6414,6238,6286,14320,87052.0,10616101.0
2008-07-18,6361,6422,6284,6316,21932,87477.0,10616101.0
2008-07-21,6323,6361,6147,6255,33506,86627.0,10616101.0
2008-07-22,6253,6330,6169,6255,14575,86627.0,10616101.0
2008-07-23,6223,6377,6216,6347,34383,87901.0,10616101.0
2008-07-24,6361,6822,6330,6592,119476,91298.0,10616101.0
2008-07-25,6553,6553,6369,6386,20855,88432.0,10616101.0
2008-07-28,6499,7036,6499,6991,100960,96819.0,10616101.0
2008-07-29,6951,6951,6629,6684,34576,92572.0,10616101.0
2008-07-30,6653,6729,6438,6439,24325,89175.0,10616101.0
2008-07-31,6361,6430,6223,6363,21376,88114.0,10616101.0
2008-08-01,6284,6514,6284,6500,22870,90025.0,10616101.0
2008-08-04,6499,6545,6161,6186,23742,85672.0,10616101.0
2008-08-05,6139,6246,5364,5902,35164,81744.0,10616101.0
2008-08-06,5916,6124,5824,5979,18977,82806.0,10616101.0
2008-08-07,5924,6108,5924,6017,19414,83336.0,10616101.0
2008-08-08,6016,6200,5924,6025,18240,83443.0,10616101.0
2008-08-11,6185,6185,6008,6094,24364,84398.0,10616101.0
2008-08-12,6000,6131,5908,5910,14023,81850.0,10616101.0
2008-08-13,5878,5978,5794,5802,15458,80364.0,10616101.0
2008-08-14,5755,5970,5710,5810,23222,80470.0,10616101.0
2008-08-18,5755,6108,5755,5894,6605,81638.0,10616101.0
2008-08-19,5894,5894,5755,5826,13443,80682.0,10616101.0
2008-08-20,5901,5901,5732,5734,11797,79408.0,10616101.0
2008-08-21,5732,5809,5671,5734,7593,79408.0,10616101.0
2008-08-22,5380,5817,5380,5596,13792,77498.0,10616101.0
2008-08-25,5549,5595,5402,5405,21771,74844.0,10616101.0
2008-08-26,5258,5479,5258,5381,15318,74525.0,10616101.0
2008-08-27,5303,6131,5303,5473,64206,75799.0,10616101.0
2008-08-28,5494,5549,5219,5350,20713,74100.0,10616101.0
2008-08-29,5388,5434,5311,5405,17671,74844.0,10616101.0
2008-09-01,5402,5402,4598,4944,60271,68474.0,10616101.0
2008-09-02,4774,5058,4598,4760,22837,65926.0,10616101.0
2008-09-03,4705,4920,4652,4814,30762,66669.0,10616101.0
2008-09-04,4667,4966,4667,4868,33329,67412.0,10616101.0
2008-09-05,4752,4981,4690,4959,10679,68686.0,10616101.0
2008-09-08,5019,5288,5013,5197,20309,71977.0,10616101.0
2008-09-09,5119,5970,5111,5971,228094,82699.0,10616101.0
2008-09-10,6407,6744,5603,5680,644712,78665.0,10616101.0
2008-09-11,5771,5886,5525,5657,89532,78347.0,10616101.0
2008-09-12,5710,6139,5671,5994,140133,83018.0,10616101.0
2008-09-16,5395,5556,5173,5174,85490,71659.0,10616101.0
2008-09-17,5518,5947,5510,5826,452966,80682.0,10616101.0
2008-09-18,5603,5747,5441,5549,63155,76861.0,10616101.0
2008-09-19,5755,5932,5641,5925,54593,82062.0,10616101.0
2008-09-22,5924,6177,5824,5826,63864,80682.0,10616101.0
2008-09-23,5771,5824,5641,5826,27768,80682.0,10616101.0
2008-09-24,5755,5878,5364,5802,35206,80364.0,10616101.0
2008-09-25,5778,5824,5671,5742,10325,79515.0,10616101.0
2008-09-26,5747,5747,5525,5527,24894,76542.0,10616101.0
2008-09-29,5533,5702,5372,5381,24244,74525.0,10616101.0
2008-09-30,4981,5350,4882,5312,20738,73570.0,10616101.0
2008-10-01,5487,5487,5226,5389,11589,74631.0,10616101.0
2008-10-02,5518,5518,5318,5389,5829,74631.0,10616101.0
2008-10-06,5357,5357,5005,5244,28209,72614.0,10616101.0
2008-10-07,4981,5318,4981,5205,15256,72083.0,10616101.0
2008-10-08,4950,5978,4950,5060,463532,70066.0,10616101.0
2008-10-09,5104,5280,4981,5067,61651,70172.0,10616101.0
2008-10-10,4828,5135,4636,4944,33777,68474.0,10616101.0
2008-10-13,4889,5173,4889,5144,39319,71234.0,10616101.0
2008-10-14,5434,5434,5234,5320,37672,73676.0,10616101.0
2008-10-15,5166,5472,5149,5397,24776,74737.0,10616101.0
2008-10-16,5272,5272,4905,4983,38472,69005.0,10616101.0
2008-10-17,5127,5203,4858,4913,12970,68049.0,10616101.0
2008-10-20,4844,4981,4652,4730,27252,65501.0,10616101.0
2008-10-21,4774,4905,4675,4738,18973,65608.0,10616101.0
2008-10-22,4675,4805,4429,4446,34444,61573.0,10616101.0
2008-10-23,4307,4307,3832,4055,52653,56159.0,10616101.0
2008-10-24,3977,4368,3449,3449,136959,47772.0,10616101.0
2008-10-27,3122,3678,2931,3331,96120,46127.0,10616101.0
2008-10-28,2988,3537,2988,3335,173255,46180.0,10616101.0
2008-10-29,3456,3655,2835,2986,145899,41350.0,10616101.0
2008-10-30,3161,3349,3042,3350,205803,46392.0,10616101.0
2008-10-31,3256,3449,3226,3403,121483,47135.0,10616101.0
2008-11-03,3402,3640,3372,3549,118254,49153.0,10616101.0
2008-11-04,3678,4077,3487,4077,264788,56478.0,10616101.0
2008-11-05,4368,4667,4176,4485,300564,62104.0,10616101.0
2008-11-06,4215,4782,4085,4085,400196,56584.0,10616101.0
2008-11-07,4085,4690,3923,4691,104599,64971.0,10616101.0
2008-11-10,5288,5388,5135,5389,272022,74631.0,10616101.0
2008-11-11,5250,5364,4889,5044,146919,69854.0,10616101.0
2008-11-12,4866,5043,4521,4646,127549,64334.0,10616101.0
2008-11-13,4391,5173,4115,4116,439903,57008.0,10616101.0
2008-11-14,4330,4506,4246,4262,100980,59026.0,10616101.0
2008-11-17,4276,4338,4092,4316,44359,59769.0,10616101.0
2008-11-18,4222,4950,4222,4232,67235,58601.0,10616101.0
2008-11-19,4260,4368,4077,4170,40485,57752.0,10616101.0
2008-11-20,3923,4199,3754,3871,63073,53611.0,10616101.0
2008-11-21,3670,4138,3541,3985,86332,55204.0,10616101.0
2008-11-24,3923,4291,3832,4293,105311,59450.0,10616101.0
2008-11-25,4414,4475,4184,4208,80676,58282.0,10616101.0
2008-11-26,4283,4836,4215,4837,708785,66988.0,10616101.0
2008-11-27,4897,5019,4605,4768,255894,66032.0,10616101.0
2008-11-28,4897,5019,4521,4599,153385,63697.0,10616101.0
2008-12-01,4667,4667,4444,4446,117983,61573.0,10616101.0
2008-12-02,4146,4330,4085,4270,92817,59132.0,10616101.0
2008-12-03,4399,4513,4138,4162,55570,57645.0,10616101.0
2008-12-04,4199,4368,3832,3985,117965,55204.0,10616101.0
2008-12-05,3916,4085,3838,4009,51287,55522.0,10616101.0
2008-12-08,4092,4383,4085,4238,69751,58707.0,10616101.0
2008-12-09,4315,4399,4215,4246,43267,58813.0,10616101.0
2008-12-10,4253,4506,4215,4446,85199,61573.0,10616101.0
2008-12-11,4444,4981,4345,4491,327338,62210.0,10616101.0
2008-12-12,4506,4752,4307,4446,165947,61573.0,10616101.0
2008-12-15,4575,4652,4407,4591,63671,63590.0,10616101.0
2008-12-16,4598,4697,4521,4584,62823,63484.0,10616101.0
2008-12-17,4744,4844,4560,4622,141624,64015.0,10616101.0
2008-12-18,4636,4760,4513,4630,89769,64121.0,10616101.0
2008-12-19,4828,4905,4629,4683,109790,64864.0,10616101.0
2008-12-22,4766,4790,4598,4599,73964,63697.0,10616101.0
2008-12-23,4598,4728,4552,4554,91755,63060.0,10616101.0
2008-12-24,4544,4544,4291,4308,97824,59662.0,10616101.0
2008-12-26,4452,4521,4215,4300,46547,59556.0,10616101.0
2008-12-29,4260,4291,3962,4077,65567,56478.0,10616101.0
2008-12-30,4222,4222,4061,4124,25747,57115.0,10616101.0
2009-01-02,4123,4283,4061,4208,19400,58282.0,10616101.0
2009-01-05,4299,4444,4230,4400,44472,60936.0,10616101.0
2009-01-06,4444,4483,4345,4400,20368,60936.0,10616101.0
2009-01-07,4407,4506,4352,4454,49049,61680.0,10616101.0
2009-01-08,4444,4483,4376,4438,33547,61467.0,10616101.0
2009-01-09,4560,4583,4437,4454,47297,61680.0,10616101.0
2009-01-12,4475,4475,4207,4216,21144,58389.0,10616101.0
2009-01-13,4222,4283,4131,4232,34730,58601.0,10616101.0
2009-01-14,4230,4429,4215,4369,41875,60512.0,10616101.0
2009-01-15,4291,4299,3954,4040,50802,55947.0,10616101.0
2009-01-16,4069,4199,4030,4193,37693,58070.0,10616101.0
2009-01-19,4154,4352,4138,4346,60937,60193.0,10616101.0
2009-01-20,4283,4330,4138,4201,29479,58176.0,10616101.0
2009-01-21,4176,4176,3993,4116,31071,57008.0,10616101.0
2009-01-22,4191,4238,4123,4124,42752,57115.0,10616101.0
2009-01-23,4069,4123,3901,3909,45071,54142.0,10616101.0
2009-01-28,3993,4061,3908,4032,30272,55841.0,10616101.0
2009-01-29,4030,4176,3985,4009,54959,55522.0,10616101.0
2009-01-30,3985,4199,3954,4109,80093,56902.0,10616101.0
2009-02-02,4099,4376,4061,4270,90315,59132.0,10616101.0
2009-02-03,4291,4407,4253,4323,44387,59875.0,10616101.0
2009-02-04,4368,4521,4291,4385,78605,60724.0,10616101.0
2009-02-05,4368,5027,4352,4752,433330,65820.0,10616101.0
2009-02-06,4744,4905,4636,4791,148587,66351.0,10616101.0
2009-02-09,4790,4928,4568,4676,147160,64758.0,10616101.0
2009-02-10,4752,4782,4521,4522,62796,62635.0,10616101.0
2009-02-11,4376,4652,4322,4653,44494,64440.0,10616101.0
2009-02-12,4690,4697,4560,4653,52146,64440.0,10616101.0
2009-02-13,4697,5035,4613,4860,235643,67306.0,10616101.0
2009-02-16,5005,5019,4682,4783,124164,66244.0,10616101.0
2009-02-17,4760,4866,4491,4584,129464,63484.0,10616101.0
2009-02-18,4513,5266,4452,5266,982042,72933.0,10616101.0
2009-02-19,5266,5525,4682,4738,585022,65608.0,10616101.0
2009-02-20,4736,4805,4222,4407,181830,61043.0,10616101.0
