해성산업(034810),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-04-02,13950,13950,13700,13800,39674,134964.0,9780000.0
2010-04-05,13650,14100,13550,14000,71135,136920.0,9780000.0
2010-04-06,14000,14350,13800,14350,26725,140343.0,9780000.0
2010-04-07,14400,16100,14400,15850,175467,155013.0,9780000.0
2010-04-08,15700,15850,15100,15300,48732,149634.0,9780000.0
2010-04-09,15300,15700,14600,15050,58743,147189.0,9780000.0
2010-04-12,15050,15400,14650,14900,33252,145722.0,9780000.0
2010-04-13,15000,15150,14450,14850,18835,145233.0,9780000.0
2010-04-14,14700,14700,14350,14600,25981,142788.0,9780000.0
2010-04-15,14450,15350,14400,14600,88661,142788.0,9780000.0
2010-04-16,14600,15150,14600,15000,38983,146700.0,9780000.0
2010-04-19,15000,15200,14400,14850,40260,145233.0,9780000.0
2010-04-20,15000,15700,14850,15500,34367,151590.0,9780000.0
2010-04-21,15650,16400,15600,16000,76009,156480.0,9780000.0
2010-04-22,16250,16600,15600,15950,55655,155991.0,9780000.0
2010-04-23,16500,17300,16000,17300,113747,169194.0,9780000.0
2010-04-26,17500,19000,17150,18750,97042,183375.0,9780000.0
2010-04-27,18650,19750,18400,18850,68743,184353.0,9780000.0
2010-04-28,18100,19300,18100,19100,27729,186798.0,9780000.0
2010-04-29,19500,19650,18700,19250,41870,188265.0,9780000.0
2010-04-30,19350,19500,18700,19400,41232,189732.0,9780000.0
2010-05-03,19500,19500,18850,19350,12267,189243.0,9780000.0
2010-05-04,19400,19650,19000,19650,54455,192177.0,9780000.0
2010-05-06,19200,20400,19200,20100,64790,196578.0,9780000.0
2010-05-07,19800,20100,19650,20000,59795,195600.0,9780000.0
2010-05-10,20000,21500,19700,21150,56788,206847.0,9780000.0
2010-05-11,21600,23200,20900,23200,78283,226896.0,9780000.0
2010-05-12,23450,25400,23200,23500,107151,229830.0,9780000.0
2010-05-13,23950,24500,23500,24300,32259,237654.0,9780000.0
2010-05-14,24300,25000,24000,24350,37077,238143.0,9780000.0
2010-05-17,21150,22000,20700,20700,81022,202446.0,9780000.0
2010-05-18,18500,21600,18200,20100,133105,196578.0,9780000.0
2010-05-19,19750,20500,19750,20200,69021,197556.0,9780000.0
2010-05-20,20300,20650,20100,20450,80778,200001.0,9780000.0
2010-05-24,20200,21500,19900,21450,60053,209781.0,9780000.0
2010-05-25,21450,21450,20000,20700,31799,202446.0,9780000.0
2010-05-26,20150,21000,20000,20850,33950,203913.0,9780000.0
2010-05-27,20850,21300,20600,20650,24471,201957.0,9780000.0
2010-05-28,20950,21450,20700,21400,29978,209292.0,9780000.0
2010-05-31,21200,21500,21050,21200,15173,207336.0,9780000.0
2010-06-01,21200,21600,20600,20900,25213,204402.0,9780000.0
2010-06-03,20650,21350,20600,20900,15949,204402.0,9780000.0
2010-06-04,21150,21150,20600,20900,14887,204402.0,9780000.0
2010-06-07,20600,20750,19700,20750,22257,202935.0,9780000.0
2010-06-08,20750,21300,20600,21000,34322,205380.0,9780000.0
2010-06-09,20700,21100,20650,21000,18512,205380.0,9780000.0
2010-06-10,21100,21250,20950,21250,15874,207825.0,9780000.0
2010-06-11,21900,21900,21200,21650,16427,211737.0,9780000.0
2010-06-14,21650,21650,20900,21400,22261,209292.0,9780000.0
2010-06-15,21400,21450,20800,21300,23015,208314.0,9780000.0
2010-06-16,21300,21450,21050,21250,6035,207825.0,9780000.0
2010-06-17,20950,21300,20950,21150,13949,206847.0,9780000.0
2010-06-18,21250,21650,21000,21300,11470,208314.0,9780000.0
2010-06-21,21500,21500,20700,21100,8914,206358.0,9780000.0
2010-06-22,21250,21900,21100,21200,33020,207336.0,9780000.0
2010-06-23,21200,21500,20900,20950,6668,204891.0,9780000.0
2010-06-24,21100,21100,20700,20850,18905,203913.0,9780000.0
2010-06-25,20150,21300,20100,21250,22792,207825.0,9780000.0
2010-06-28,21600,21600,20650,20900,6328,204402.0,9780000.0
2010-06-29,20650,21100,17800,19550,36169,191199.0,9780000.0
2010-06-30,19550,19550,16650,16650,68239,162837.0,9780000.0
2010-07-01,15600,18600,15500,18500,107938,180930.0,9780000.0
2010-07-02,18500,19000,18000,18400,44596,179952.0,9780000.0
2010-07-05,18400,18400,16700,17250,38542,168705.0,9780000.0
2010-07-06,17250,17250,14700,14700,38950,143766.0,9780000.0
2010-07-07,14700,14950,12500,12500,214307,122250.0,9780000.0
2010-07-08,11850,12250,10650,10650,818910,104157.0,9780000.0
2010-07-09,10800,11750,10450,11000,755964,107580.0,9780000.0
2010-07-12,11050,11300,10800,11000,155657,107580.0,9780000.0
2010-07-13,11050,11050,9350,9430,749076,92225.0,9780000.0
2010-07-14,9540,9820,8900,9370,442535,91639.0,9780000.0
2010-07-15,9420,9650,9310,9490,197264,92812.0,9780000.0
2010-07-16,9470,9710,9440,9560,163852,93497.0,9780000.0
2010-07-19,9560,10850,9560,10300,514751,100734.0,9780000.0
2010-07-20,10450,10850,10150,10400,157520,101712.0,9780000.0
2010-07-21,10500,10600,10350,10500,108827,102690.0,9780000.0
2010-07-22,10500,11300,10400,10800,222660,105624.0,9780000.0
2010-07-23,11000,11150,10800,11000,108147,107580.0,9780000.0
2010-07-26,11250,11800,11150,11600,109342,113448.0,9780000.0
2010-07-27,11850,12200,11600,12200,150466,119316.0,9780000.0
2010-07-28,12400,14000,12350,13200,460178,129096.0,9780000.0
2010-07-29,12900,13500,12650,13300,154391,130074.0,9780000.0
2010-07-30,13300,13550,13000,13550,83919,132519.0,9780000.0
2010-08-02,13350,14200,13350,13800,79306,134964.0,9780000.0
2010-08-03,13900,14100,12300,13000,111282,127140.0,9780000.0
2010-08-04,12650,12800,11050,11050,406916,108069.0,9780000.0
2010-08-05,11300,12500,11000,12400,238207,121272.0,9780000.0
2010-08-06,12400,12600,11550,12400,86623,121272.0,9780000.0
2010-08-09,12000,12400,11900,12200,43602,119316.0,9780000.0
2010-08-10,12000,13450,12000,12950,116972,126651.0,9780000.0
2010-08-11,12950,13700,12950,13100,94207,128118.0,9780000.0
2010-08-12,13150,13300,12650,13050,51757,127629.0,9780000.0
2010-08-13,13100,13400,12800,13050,61406,127629.0,9780000.0
2010-08-16,12900,13050,11100,12100,260914,118338.0,9780000.0
2010-08-17,11700,12200,11500,11950,39647,116871.0,9780000.0
2010-08-18,12000,12150,11500,11900,70602,116382.0,9780000.0
2010-08-19,12100,12100,11700,11950,67341,116871.0,9780000.0
2010-08-20,11750,12750,11750,12500,135328,122250.0,9780000.0
2010-08-23,12500,13200,12400,13050,83384,127629.0,9780000.0
2010-08-24,13100,13800,12850,13700,112451,133986.0,9780000.0
2010-08-25,13700,14500,13550,14100,107977,137898.0,9780000.0
2010-08-26,14000,14300,12500,13800,73707,134964.0,9780000.0
2010-08-27,13800,13900,13500,13900,49475,135942.0,9780000.0
2010-08-30,13900,14000,13500,13700,25446,133986.0,9780000.0
2010-08-31,13500,13700,13250,13400,21327,131052.0,9780000.0
2010-09-01,13300,13700,13250,13700,31088,133986.0,9780000.0
2010-09-02,13900,13900,13450,13650,27142,133497.0,9780000.0
2010-09-03,13750,14450,13750,14000,60119,136920.0,9780000.0
2010-09-06,14300,14300,13500,14050,48469,137409.0,9780000.0
2010-09-07,14050,14050,13650,13850,14411,135453.0,9780000.0
2010-09-08,13850,14100,13650,13900,26381,135942.0,9780000.0
2010-09-09,14000,14000,13700,13700,22831,133986.0,9780000.0
2010-09-10,13800,13900,13650,13850,13396,135453.0,9780000.0
2010-09-13,14000,14700,14000,14450,87777,141321.0,9780000.0
2010-09-14,14600,15050,14450,14750,68027,144255.0,9780000.0
2010-09-15,14900,15550,14800,15400,83778,150612.0,9780000.0
2010-09-16,15500,16000,15500,15950,66207,155991.0,9780000.0
2010-09-17,16050,16300,15600,15950,28400,155991.0,9780000.0
2010-09-20,16100,18100,16100,16800,46123,164304.0,9780000.0
2010-09-24,16850,17250,16050,16450,30365,160881.0,9780000.0
2010-09-27,16200,16500,15100,15550,44591,152079.0,9780000.0
2010-09-28,15300,15700,14750,15450,30734,151101.0,9780000.0
2010-09-29,15700,16400,15550,16250,28502,158925.0,9780000.0
2010-09-30,16250,16500,15600,15750,24321,154035.0,9780000.0
2010-10-01,15900,16000,15150,15750,20254,154035.0,9780000.0
2010-10-04,15850,16200,15600,15750,15693,154035.0,9780000.0
2010-10-05,15750,15900,15450,15900,9084,155502.0,9780000.0
2010-10-06,16100,16100,15800,15950,11195,155991.0,9780000.0
2010-10-07,16150,16150,15650,15950,8154,155991.0,9780000.0
2010-10-08,15750,16500,15750,16200,36484,158436.0,9780000.0
2010-10-11,16050,16300,15950,16200,34382,158436.0,9780000.0
2010-10-12,16200,17250,16000,16850,47364,164793.0,9780000.0
2010-10-13,17000,17150,16750,16900,12754,165282.0,9780000.0
2010-10-14,17000,17000,16600,16750,13205,163815.0,9780000.0
2010-10-15,16800,17750,16600,17550,33242,171639.0,9780000.0
2010-10-18,17850,18100,17300,18100,23233,177018.0,9780000.0
2010-10-19,18100,18500,17800,18400,22611,179952.0,9780000.0
2010-10-20,18050,18400,18000,18100,14539,177018.0,9780000.0
2010-10-21,18300,18300,17700,18150,24597,177507.0,9780000.0
2010-10-22,18150,18200,17300,17600,17186,172128.0,9780000.0
2010-10-25,17600,17800,17000,17000,18207,166260.0,9780000.0
2010-10-26,17400,17800,17100,17800,22355,174084.0,9780000.0
2010-10-27,17950,18050,17600,17850,8277,174573.0,9780000.0
2010-10-28,18100,18100,17500,17900,4498,175062.0,9780000.0
2010-10-29,18050,18050,17000,17500,7387,171150.0,9780000.0
2010-11-01,17600,17700,17050,17600,10739,172128.0,9780000.0
2010-11-02,17600,17700,17150,17500,18868,171150.0,9780000.0
2010-11-03,17500,17750,17000,17500,14842,171150.0,9780000.0
2010-11-04,17500,17950,17250,17900,24855,175062.0,9780000.0
2010-11-05,17800,18550,17750,18500,38942,180930.0,9780000.0
2010-11-08,18900,18900,18100,18400,20001,179952.0,9780000.0
2010-11-09,18400,18450,18200,18450,23661,180441.0,9780000.0
2010-11-10,18350,18450,18300,18400,12245,179952.0,9780000.0
2010-11-11,18400,18400,18100,18200,10011,177996.0,9780000.0
2010-11-12,18200,18500,18000,18500,26970,180930.0,9780000.0
2010-11-15,18500,18750,18300,18550,6539,181419.0,9780000.0
2010-11-16,18600,18650,17150,18350,12936,179463.0,9780000.0
2010-11-17,18350,18350,17400,17400,15024,170172.0,9780000.0
2010-11-18,17500,17900,17200,17900,12280,175062.0,9780000.0
2010-11-19,18000,18000,17200,17650,8288,172617.0,9780000.0
2010-11-22,17900,17950,17650,17700,6191,173106.0,9780000.0
2010-11-23,17700,18050,17400,17800,9608,174084.0,9780000.0
2010-11-24,16500,17550,16500,17250,20825,168705.0,9780000.0
2010-11-25,17500,17500,17100,17300,3469,169194.0,9780000.0
2010-11-26,17400,17400,14750,16950,81555,165771.0,9780000.0
2010-11-29,16500,17200,16500,16950,8380,165771.0,9780000.0
2010-11-30,16600,17250,16600,16950,10424,165771.0,9780000.0
2010-12-01,16950,18000,16850,18000,78052,176040.0,9780000.0
2010-12-02,18000,18350,17950,18150,19101,177507.0,9780000.0
2010-12-03,18200,18400,18050,18050,3136,176529.0,9780000.0
2010-12-06,17900,18250,17850,18100,1969,177018.0,9780000.0
2010-12-07,17950,18200,17450,17850,3690,174573.0,9780000.0
2010-12-08,18200,18200,17450,17700,9406,173106.0,9780000.0
2010-12-09,17950,18000,17400,18000,6161,176040.0,9780000.0
2010-12-10,18100,18650,18000,18300,23502,178974.0,9780000.0
2010-12-13,18300,18450,17900,18350,21126,179463.0,9780000.0
2010-12-14,18350,18400,18000,18300,21932,178974.0,9780000.0
2010-12-15,18100,18200,17850,18200,4712,177996.0,9780000.0
2010-12-16,18200,18400,17500,18300,82982,178974.0,9780000.0
2010-12-17,18000,18300,17750,18050,6994,176529.0,9780000.0
2010-12-20,17400,18250,17000,18150,13729,177507.0,9780000.0
2010-12-21,18200,18200,17750,18100,13494,177018.0,9780000.0
2010-12-22,18150,18150,17750,18000,1340,176040.0,9780000.0
2010-12-23,18050,18150,17600,18050,26332,176529.0,9780000.0
2010-12-24,17850,18100,17800,18000,856,176040.0,9780000.0
2010-12-27,18000,18000,17250,17800,11532,174084.0,9780000.0
2010-12-28,17850,17850,17200,17500,7729,171150.0,9780000.0
2010-12-29,17900,17900,17400,17500,2285,171150.0,9780000.0
2010-12-30,17950,17950,16500,17850,14334,174573.0,9780000.0
2011-01-03,17950,17950,17500,17750,3064,173595.0,9780000.0
2011-01-04,17500,17650,17450,17600,17155,172128.0,9780000.0
2011-01-05,17600,17800,17400,17750,11569,173595.0,9780000.0
2011-01-06,17850,18300,17350,18300,23265,178974.0,9780000.0
2011-01-07,18200,18450,18200,18300,5722,178974.0,9780000.0
2011-01-10,18300,18650,18000,18600,14933,181908.0,9780000.0
2011-01-11,18650,19100,18350,18450,11521,180441.0,9780000.0
2011-01-12,18500,18800,18050,18700,43311,182886.0,9780000.0
2011-01-13,18500,19000,18250,19000,16297,185820.0,9780000.0
2011-01-14,19000,19450,18700,19400,26788,189732.0,9780000.0
2011-01-17,19450,19850,19250,19450,20186,190221.0,9780000.0
2011-01-18,19450,19550,19000,19550,21941,191199.0,9780000.0
2011-01-19,19600,19600,19400,19550,3728,191199.0,9780000.0
2011-01-20,19550,19650,19250,19550,19735,191199.0,9780000.0
2011-01-21,19150,19600,19150,19550,34788,191199.0,9780000.0
2011-01-24,19600,19600,19400,19450,3637,190221.0,9780000.0
2011-01-25,19450,19600,19100,19350,4333,189243.0,9780000.0
2011-01-26,19500,19600,19000,19600,15621,191688.0,9780000.0
2011-01-27,19700,20000,19250,19950,54174,195111.0,9780000.0
2011-01-28,20000,20500,19850,20500,13323,200490.0,9780000.0
2011-01-31,20550,21700,20550,21300,18974,208314.0,9780000.0
2011-02-01,21700,22000,21250,22000,21021,215160.0,9780000.0
2011-02-07,22150,23000,22000,22450,23314,219561.0,9780000.0
2011-02-08,22500,23750,19100,22600,47927,221028.0,9780000.0
2011-02-09,22600,22800,22100,22600,8821,221028.0,9780000.0
2011-02-10,22800,22800,22150,22600,8352,221028.0,9780000.0
2011-02-11,22500,22800,22350,22650,18106,221517.0,9780000.0
2011-02-14,23000,23300,22650,23300,28693,227874.0,9780000.0
2011-02-15,23000,24200,23000,24150,23035,236187.0,9780000.0
2011-02-16,23800,24900,23800,24550,79698,240099.0,9780000.0
2011-02-17,24300,24500,24000,24400,13861,238632.0,9780000.0
2011-02-18,24400,24850,24000,24850,12705,243033.0,9780000.0
2011-02-21,25000,25500,24850,25350,27215,247923.0,9780000.0
2011-02-22,25350,25450,25000,25350,14745,247923.0,9780000.0
2011-02-23,25350,25500,25000,25500,9681,249390.0,9780000.0
2011-02-24,25500,26300,25450,25750,25509,251835.0,9780000.0
2011-02-25,25400,26050,25400,26000,10271,254280.0,9780000.0
2011-02-28,26000,26400,25900,26050,9640,254769.0,9780000.0
2011-03-02,26000,26050,25050,25750,26034,251835.0,9780000.0
2011-03-03,25700,25900,25400,25850,8944,252813.0,9780000.0
2011-03-04,25850,25850,25150,25850,14590,252813.0,9780000.0
2011-03-07,25850,25850,25250,25650,3488,250857.0,9780000.0
2011-03-08,25250,25700,24600,25600,18238,250368.0,9780000.0
2011-03-09,25300,25500,24850,25350,5935,247923.0,9780000.0
2011-03-10,25050,25350,24750,25200,8625,246456.0,9780000.0
2011-03-11,25150,25200,24250,24800,7962,242544.0,9780000.0
2011-03-14,24400,24950,23850,24400,15392,238632.0,9780000.0
2011-03-15,24750,24750,22150,23400,9203,228852.0,9780000.0
2011-03-16,22900,23350,20400,21750,47840,212715.0,9780000.0
2011-03-17,20750,20800,18500,18500,61848,180930.0,9780000.0
2011-03-18,17000,21000,16800,21000,112805,205380.0,9780000.0
2011-03-21,20800,22000,20600,21300,17913,208314.0,9780000.0
2011-03-22,21300,21700,21050,21450,3431,209781.0,9780000.0
2011-03-23,21700,21750,21350,21650,21219,211737.0,9780000.0
2011-03-24,21450,22300,21200,22300,14748,218094.0,9780000.0
2011-03-25,21850,22500,21850,22400,9083,219072.0,9780000.0
2011-03-28,22400,22400,21850,22100,3220,216138.0,9780000.0
2011-03-29,21700,22200,21450,22050,29418,215649.0,9780000.0
2011-03-30,22300,22300,21550,21700,6017,212226.0,9780000.0
2011-03-31,22000,22000,21400,21700,7429,212226.0,9780000.0
2011-04-01,21700,22350,21250,22250,15635,217605.0,9780000.0
2011-04-04,22450,22450,21700,22300,5266,218094.0,9780000.0
2011-04-05,22250,22400,21750,22100,15116,216138.0,9780000.0
2011-04-06,22100,22350,21850,22000,3764,215160.0,9780000.0
2011-04-07,22350,23150,22100,23000,54869,224940.0,9780000.0
2011-04-08,22600,23250,22600,23000,20676,224940.0,9780000.0
2011-04-11,23000,23400,22800,22950,14534,224451.0,9780000.0
2011-04-12,23350,23350,22500,22850,3117,223473.0,9780000.0
2011-04-13,22800,22900,22200,22800,10237,222984.0,9780000.0
2011-04-14,23150,23150,22500,22750,2699,222495.0,9780000.0
2011-04-15,22800,22800,21950,22450,7519,219561.0,9780000.0
2011-04-18,22450,22850,21150,22350,9879,218583.0,9780000.0
2011-04-19,22300,22300,21100,21100,14224,206358.0,9780000.0
2011-04-20,21000,22800,21000,22450,26925,219561.0,9780000.0
2011-04-21,22500,22700,21350,22000,14225,215160.0,9780000.0
2011-04-22,21550,22150,21050,21050,8105,205869.0,9780000.0
2011-04-25,21050,21550,21050,21050,5469,205869.0,9780000.0
2011-04-26,21000,21500,20800,21500,15951,210270.0,9780000.0
2011-04-27,21500,21500,21000,21100,2310,206358.0,9780000.0
2011-04-28,21100,21100,20650,21000,3390,205380.0,9780000.0
2011-04-29,20800,21500,20500,21450,13257,209781.0,9780000.0
2011-05-02,21450,21700,20950,21350,4613,208803.0,9780000.0
2011-05-03,21000,21650,21000,21400,6486,209292.0,9780000.0
2011-05-04,21400,21550,21100,21550,2579,210759.0,9780000.0
2011-05-06,21000,21550,21000,21350,2891,208803.0,9780000.0
2011-05-09,21050,21850,20900,21850,5408,213693.0,9780000.0
2011-05-11,22200,22200,21450,21900,3005,214182.0,9780000.0
2011-05-12,21700,21900,21300,21900,2815,214182.0,9780000.0
2011-05-13,21500,22000,21300,21700,3863,212226.0,9780000.0
2011-05-16,21800,21800,21100,21250,3563,207825.0,9780000.0
2011-05-17,21150,21400,20650,21150,8278,206847.0,9780000.0
2011-05-18,21100,21300,20700,21100,5388,206358.0,9780000.0
2011-05-19,20500,21200,20500,20800,7639,203424.0,9780000.0
2011-05-20,20800,20900,20000,20700,8031,202446.0,9780000.0
2011-05-23,20200,20650,19600,19900,8834,194622.0,9780000.0
2011-05-24,19850,19850,18550,18600,11578,181908.0,9780000.0
2011-05-25,18900,20400,18750,19800,2327,193644.0,9780000.0
2011-05-26,19800,20800,19800,20300,1581,198534.0,9780000.0
2011-05-27,20350,21350,20150,20350,815,199023.0,9780000.0
2011-05-30,20300,20350,19350,20000,1975,195600.0,9780000.0
2011-05-31,19950,19950,18750,19450,6973,190221.0,9780000.0
2011-06-01,19450,20300,16550,19300,13054,188754.0,9780000.0
2011-06-02,19350,19350,18200,18900,9809,184842.0,9780000.0
2011-06-03,18850,19700,18850,19350,43765,189243.0,9780000.0
2011-06-07,19450,19500,18750,18800,4406,183864.0,9780000.0
2011-06-08,18850,19850,18850,19800,14410,193644.0,9780000.0
2011-06-09,19950,21900,19950,20350,3153,199023.0,9780000.0
2011-06-10,20350,20600,19300,19850,3722,194133.0,9780000.0
2011-06-13,19850,20250,19000,19600,5972,191688.0,9780000.0
2011-06-14,19400,19850,19000,19850,9319,194133.0,9780000.0
2011-06-15,20000,20000,19250,19800,2973,193644.0,9780000.0
2011-06-16,19700,19700,19300,19500,3387,190710.0,9780000.0
2011-06-17,19300,19700,19000,19300,950,188754.0,9780000.0
2011-06-20,19700,19750,18900,19500,9415,190710.0,9780000.0
2011-06-21,19500,20100,19500,19850,1454,194133.0,9780000.0
2011-06-22,19700,20000,19000,19750,3524,193155.0,9780000.0
2011-06-23,19700,19800,19050,19600,1987,191688.0,9780000.0
2011-06-24,19750,20550,19200,20500,7964,200490.0,9780000.0
2011-06-27,20950,20950,20100,20450,269,200001.0,9780000.0
2011-06-28,20300,20500,20000,20400,3562,199512.0,9780000.0
2011-06-29,20400,20700,20250,20450,10205,200001.0,9780000.0
2011-06-30,20000,20950,19900,20950,8747,204891.0,9780000.0
2011-07-01,20850,21200,18500,20950,6139,204891.0,9780000.0
2011-07-04,20850,21450,20050,20650,3204,201957.0,9780000.0
2011-07-05,20950,20950,20450,20900,3613,204402.0,9780000.0
2011-07-06,20700,21400,20250,21100,8927,206358.0,9780000.0
2011-07-07,20700,21100,20700,20900,2697,204402.0,9780000.0
2011-07-08,20650,21250,20650,21050,2685,205869.0,9780000.0
2011-07-11,20900,21150,20150,20300,2962,198534.0,9780000.0
2011-07-12,20700,20700,19950,20450,849,200001.0,9780000.0
2011-07-13,20400,20700,20000,20250,3661,198045.0,9780000.0
2011-07-14,20100,20500,19500,19500,4697,190710.0,9780000.0
2011-07-15,19100,19950,19100,19800,9645,193644.0,9780000.0
2011-07-18,19200,20000,19200,19700,3135,192666.0,9780000.0
2011-07-19,19700,19700,19200,19600,4255,191688.0,9780000.0
2011-07-20,19500,19850,19250,19600,3173,191688.0,9780000.0
2011-07-21,19400,19900,19300,19800,2800,193644.0,9780000.0
2011-07-22,19400,21200,19300,21200,26175,207336.0,9780000.0
2011-07-25,21500,21800,21000,21250,21198,207825.0,9780000.0
2011-07-26,21250,21350,20750,21200,19913,207336.0,9780000.0
2011-07-27,21250,22100,21200,21900,4185,214182.0,9780000.0
2011-07-28,21900,22000,21650,21950,8269,214671.0,9780000.0
2011-07-29,21950,23600,21500,23150,25129,226407.0,9780000.0
2011-08-01,23150,24300,23000,23750,33422,232275.0,9780000.0
2011-08-02,23700,24300,22900,23750,12852,232275.0,9780000.0
2011-08-03,23750,23750,22700,23150,3945,226407.0,9780000.0
2011-08-04,23050,23400,22500,23200,15137,226896.0,9780000.0
2011-08-05,21900,23600,21800,23200,26478,226896.0,9780000.0
2011-08-08,23100,23600,22700,23200,27684,226896.0,9780000.0
2011-08-09,22850,25700,22600,25700,24780,251346.0,9780000.0
2011-08-10,26000,27900,26000,27650,40732,270417.0,9780000.0
2011-08-11,27650,28700,26900,27800,38716,271884.0,9780000.0
2011-08-12,27900,28000,26500,27800,101382,271884.0,9780000.0
2011-08-16,28000,28750,27750,28450,20923,278241.0,9780000.0
2011-08-17,28750,28750,27500,28750,11396,281175.0,9780000.0
2011-08-18,28750,29000,26600,28700,23324,280686.0,9780000.0
2011-08-19,28500,28900,27100,28650,11337,280197.0,9780000.0
2011-08-22,28650,29000,27300,28200,12926,275796.0,9780000.0
2011-08-23,28150,28150,26550,27950,18971,273351.0,9780000.0
2011-08-24,28000,28000,27000,27450,6125,268461.0,9780000.0
2011-08-25,27400,27450,26500,27250,15861,266505.0,9780000.0
2011-08-26,27100,28000,26700,27700,14989,270906.0,9780000.0
2011-08-29,28450,28450,27350,27450,10920,268461.0,9780000.0
2011-08-30,27450,27800,27050,27400,9646,267972.0,9780000.0
2011-08-31,27400,27650,26400,26400,23476,258192.0,9780000.0
2011-09-01,25500,26600,23500,25100,42130,245478.0,9780000.0
2011-09-02,25000,27650,24900,27650,17181,270417.0,9780000.0
2011-09-05,27400,27750,26650,27100,3260,265038.0,9780000.0
2011-09-06,27000,27000,25500,26600,3458,260148.0,9780000.0
2011-09-07,26400,27500,25450,26450,8293,258681.0,9780000.0
2011-09-08,26600,29250,26200,26800,8073,262104.0,9780000.0
2011-09-09,26650,27750,26650,27750,20169,271395.0,9780000.0
2011-09-14,27900,27950,27350,27350,1874,267483.0,9780000.0
2011-09-15,27600,27700,25300,27000,14179,264060.0,9780000.0
2011-09-16,27000,27450,26900,27100,34843,265038.0,9780000.0
2011-09-19,27100,27350,26500,27150,20306,265527.0,9780000.0
2011-09-20,26900,27300,26750,27000,9464,264060.0,9780000.0
2011-09-21,26900,27100,26200,26450,11554,258681.0,9780000.0
2011-09-22,26450,27250,25000,26650,10797,260637.0,9780000.0
2011-09-23,25250,26800,25250,26400,6399,258192.0,9780000.0
2011-09-26,26000,26900,23200,25900,7554,253302.0,9780000.0
2011-09-27,25800,26800,25800,26450,42571,258681.0,9780000.0
2011-09-28,26500,26900,26100,26550,5513,259659.0,9780000.0
2011-09-29,26300,26850,26050,26400,4225,258192.0,9780000.0
2011-09-30,26100,26700,25550,26200,4033,256236.0,9780000.0
2011-10-04,26100,26450,25500,26200,30010,256236.0,9780000.0
2011-10-05,25550,26800,25200,26300,17474,257214.0,9780000.0
2011-10-06,25500,26300,25100,25800,13733,252324.0,9780000.0
2011-10-07,25350,26300,25350,26250,19237,256725.0,9780000.0
2011-10-10,25500,26300,25500,26200,3548,256236.0,9780000.0
2011-10-11,25600,26500,25350,25700,13017,251346.0,9780000.0
2011-10-12,25300,25900,24700,24700,4138,241566.0,9780000.0
2011-10-13,25000,26600,24950,26500,22989,259170.0,9780000.0
2011-10-14,25900,26900,25800,26550,8617,259659.0,9780000.0
2011-10-17,26500,26600,25100,25100,8205,245478.0,9780000.0
2011-10-18,25450,25700,25000,25250,13704,246945.0,9780000.0
2011-10-19,24700,25450,24700,25200,3247,246456.0,9780000.0
2011-10-20,24850,25850,24250,24800,4351,242544.0,9780000.0
2011-10-21,24450,25600,23900,24550,8058,240099.0,9780000.0
2011-10-24,24100,24500,22800,22800,15441,222984.0,9780000.0
2011-10-25,22750,23800,22500,23650,12034,231297.0,9780000.0
2011-10-26,23100,23800,23100,23650,3661,231297.0,9780000.0
2011-10-27,23400,24650,23250,24250,5259,237165.0,9780000.0
2011-10-28,23900,24900,23800,24250,7834,237165.0,9780000.0
2011-10-31,24000,24850,23750,23950,7429,234231.0,9780000.0
2011-11-01,24050,24050,23400,23650,2626,231297.0,9780000.0
2011-11-02,23400,23650,22500,23100,4374,225918.0,9780000.0
2011-11-03,23000,24500,22950,24250,21888,237165.0,9780000.0
2011-11-04,24200,24900,23700,24800,9816,242544.0,9780000.0
2011-11-07,25000,25300,24250,24700,6049,241566.0,9780000.0
2011-11-08,24600,24700,24200,24600,10062,240588.0,9780000.0
2011-11-09,24550,24700,24500,24600,10048,240588.0,9780000.0
2011-11-10,24600,24900,23650,24250,7987,237165.0,9780000.0
2011-11-11,24350,24500,23300,24300,26081,237654.0,9780000.0
2011-11-14,24000,24550,24000,24400,15791,238632.0,9780000.0
2011-11-15,24000,25450,24000,24750,14961,242055.0,9780000.0
2011-11-16,24850,25000,23000,24900,57546,243522.0,9780000.0
2011-11-17,24550,25050,24550,25050,28658,244989.0,9780000.0
2011-11-18,25150,25150,24450,25050,7354,244989.0,9780000.0
2011-11-21,24500,25250,24500,24500,8804,239610.0,9780000.0
2011-11-22,24450,24800,24150,24650,27785,241077.0,9780000.0
2011-11-23,24450,24650,23600,24050,9963,235209.0,9780000.0
2011-11-24,24050,25000,21950,23250,48767,227385.0,9780000.0
2011-11-25,23600,23850,22800,23850,15471,233253.0,9780000.0
2011-11-28,23700,24900,22900,23350,25477,228363.0,9780000.0
2011-11-29,23300,23600,22800,23250,5874,227385.0,9780000.0
2011-11-30,22800,24200,22800,24000,70378,234720.0,9780000.0
2011-12-01,24700,24700,23850,24200,21042,236676.0,9780000.0
2011-12-02,23800,26100,23800,25700,53707,251346.0,9780000.0
2011-12-05,25350,26800,25350,26450,39893,258681.0,9780000.0
2011-12-06,26500,26850,26300,26550,13443,259659.0,9780000.0
2011-12-07,26500,26600,26050,26400,20263,258192.0,9780000.0
2011-12-08,26250,27050,26200,27000,30250,264060.0,9780000.0
2011-12-09,27000,27000,26350,26650,20434,260637.0,9780000.0
