현대바이오(048410),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-01-08,100291,102789,100291,100906,429786,69005.0,42860000.0
2003-01-09,99039,100924,98411,99026,388218,67719.0,42860000.0
2003-01-10,100284,102155,96515,97772,812554,66862.0,42860000.0
2003-01-13,94651,108430,94651,100906,1769328,69005.0,42860000.0
2003-01-14,100921,102163,99035,100279,542890,68576.0,42860000.0
2003-01-15,100293,101535,99664,100279,268740,68576.0,42860000.0
2003-01-16,99664,101535,99035,100279,190348,68576.0,42860000.0
2003-01-17,99663,103418,99034,100906,440500,69005.0,42860000.0
2003-01-20,102162,109687,101534,106547,1418752,72862.0,42860000.0
2003-01-21,106553,107181,102156,103413,869650,70719.0,42860000.0
2003-01-22,100925,105937,97784,98399,1125202,67290.0,42860000.0
2003-01-23,97154,100295,97154,99026,288054,67719.0,42860000.0
2003-01-24,99029,99657,91505,97146,514496,66433.0,42860000.0
2003-01-27,90884,95267,90884,94011,310212,64290.0,42860000.0
2003-01-28,92769,95267,92769,94011,175390,64290.0,42860000.0
2003-01-29,93387,99027,92131,92132,637558,63004.0,42860000.0
2003-01-30,92764,101531,92764,95892,1372662,65576.0,42860000.0
2003-02-03,97773,99029,95260,97146,576086,66433.0,42860000.0
2003-02-04,99033,99033,94020,95892,1607738,65576.0,42860000.0
2003-02-05,94028,95270,91515,92758,612212,63433.0,42860000.0
2003-02-06,92137,93393,89624,89624,405562,61290.0,42860000.0
2003-02-07,87755,89012,82743,82730,852586,56575.0,42860000.0
2003-02-10,82745,85244,78348,82103,1027890,56147.0,42860000.0
2003-02-11,82738,83981,78341,78970,647436,54004.0,42860000.0
2003-02-12,77721,79606,73338,75209,788876,51432.0,42860000.0
2003-02-13,74593,80233,73964,75836,1374598,51861.0,42860000.0
2003-02-14,75843,79598,74587,78343,783688,53575.0,42860000.0
2003-02-17,83351,83351,78339,79597,975840,54432.0,42860000.0
2003-02-18,80855,80855,77086,78343,420802,53575.0,42860000.0
2003-02-19,79605,79605,75849,75836,365608,51861.0,42860000.0
2003-02-20,76482,76482,73969,73956,424732,50575.0,42860000.0
2003-02-21,72077,77089,72077,77090,479644,52718.0,42860000.0
2003-02-24,77711,85863,77083,85864,2259662,58718.0,42860000.0
2003-02-25,85865,91506,82110,90878,1052938,62147.0,42860000.0
2003-02-26,90883,93396,86499,88371,1479128,60433.0,42860000.0
2003-02-27,85247,87132,80235,80851,574722,55289.0,42860000.0
2003-02-28,80855,82111,78342,78343,336938,53575.0,42860000.0
2003-03-03,77085,83981,75842,78970,579168,54004.0,42860000.0
2003-03-04,78978,78978,75223,75209,217194,51432.0,42860000.0
2003-03-05,72085,75225,72085,73956,319230,50575.0,42860000.0
2003-03-06,75846,77089,73333,77090,670262,52718.0,42860000.0
2003-03-07,77083,77083,72072,73329,447126,50146.0,42860000.0
2003-03-10,72083,72711,67070,68942,392852,47146.0,42860000.0
2003-03-11,67699,69583,64557,68942,365630,47146.0,42860000.0
2003-03-12,72713,77097,70213,73956,1536004,50575.0,42860000.0
2003-03-13,74588,74588,65179,65808,2159286,45003.0,42860000.0
2003-03-14,70827,70827,67071,68315,552592,46717.0,42860000.0
2003-03-17,66435,71446,60167,60168,1269684,41146.0,42860000.0
2003-03-18,61421,63305,60164,61421,570928,42003.0,42860000.0
2003-03-19,60167,62680,60167,60168,410322,41146.0,42860000.0
2003-03-20,60800,63941,60800,63928,667672,43717.0,42860000.0
2003-03-21,64553,71450,63311,70822,1595222,48432.0,42860000.0
2003-03-24,69583,73967,67699,68942,796070,47146.0,42860000.0
2003-03-25,65186,68955,63943,68942,387904,47146.0,42860000.0
2003-03-26,69582,75223,68954,75209,899350,51432.0,42860000.0
2003-03-27,72706,73963,70822,70822,330062,48432.0,42860000.0
2003-03-28,71448,72704,70206,71449,202710,48860.0,42860000.0
2003-03-31,70215,71457,67701,67689,261104,46289.0,42860000.0
2003-04-01,66443,68957,65815,68315,107214,46717.0,42860000.0
2003-04-02,67696,70823,67696,70196,302018,48003.0,42860000.0
2003-04-03,72079,75221,70208,70196,1224236,48003.0,42860000.0
2003-04-04,69582,70824,68954,69569,204674,47575.0,42860000.0
2003-04-07,72703,72703,70204,72076,270895,49289.0,42860000.0
2003-04-08,70820,72076,70820,71449,114709,48860.0,42860000.0
2003-04-09,70815,73328,70201,73329,147027,50146.0,42860000.0
2003-04-10,72711,74595,71455,74583,187855,51003.0,42860000.0
2003-04-11,73341,75225,73341,73956,75659,50575.0,42860000.0
2003-04-14,73960,74588,72074,72076,83314,49289.0,42860000.0
2003-04-15,73341,78981,73341,73956,715888,50575.0,42860000.0
2003-04-16,75223,77721,73966,75209,343649,51432.0,42860000.0
2003-04-17,74590,77089,73333,77090,219251,52718.0,42860000.0
2003-04-18,77723,85248,77723,80223,1707015,54861.0,42860000.0
2003-04-21,81485,89624,77088,89624,1630333,61290.0,42860000.0
2003-04-22,94016,94016,79596,85864,1325321,58718.0,42860000.0
2003-04-23,85870,89011,83985,88998,623274,60861.0,42860000.0
2003-04-24,90258,90886,85875,87117,394600,59575.0,42860000.0
2003-04-25,83357,84614,77089,77090,556305,52718.0,42860000.0
2003-04-28,70213,75854,70213,73956,193875,50575.0,42860000.0
2003-04-29,75842,80226,75842,78970,360423,54004.0,42860000.0
2003-04-30,77088,79600,77088,77716,272026,53146.0,42860000.0
2003-05-02,77713,81482,77085,78970,268835,54004.0,42860000.0
2003-05-06,81480,82736,78967,79597,268861,54432.0,42860000.0
2003-05-07,82117,82117,80232,82103,277744,56147.0,42860000.0
2003-05-09,80858,86497,80229,83357,904439,57004.0,42860000.0
2003-05-12,85247,86504,82749,86491,454402,59147.0,42860000.0
2003-05-13,87122,87751,82111,84610,328234,57861.0,42860000.0
2003-05-14,83353,85866,82111,84610,171550,57861.0,42860000.0
2003-05-15,83982,89007,83353,84610,321113,57861.0,42860000.0
2003-05-16,83358,85243,81487,82730,359576,56575.0,42860000.0
2003-05-19,81491,81491,77722,80851,210495,55289.0,42860000.0
2003-05-20,78341,80854,77713,78970,103867,54004.0,42860000.0
2003-05-21,78342,79598,78342,78343,204470,53575.0,42860000.0
2003-05-22,77719,78975,75848,76463,218508,52289.0,42860000.0
2003-05-23,76477,77720,75849,75836,231759,51861.0,42860000.0
2003-05-26,75846,78973,75846,77090,308481,52718.0,42860000.0
2003-05-27,78967,79596,77711,79597,263820,54432.0,42860000.0
2003-05-28,82119,84617,79605,81477,570156,55718.0,42860000.0
2003-05-29,82108,82108,78339,79597,162560,54432.0,42860000.0
2003-05-30,78967,80852,78967,79597,242211,54432.0,42860000.0
2003-06-02,79607,81491,79607,80851,120301,55289.0,42860000.0
2003-06-03,81482,81482,78969,78970,166418,54004.0,42860000.0
2003-06-04,80856,83983,78971,83984,339869,57432.0,42860000.0
2003-06-05,83987,94025,83987,94011,3870331,64290.0,42860000.0
2003-06-09,97142,100911,92131,92132,3477510,63004.0,42860000.0
2003-06-10,89622,95262,88380,90252,1564722,61718.0,42860000.0
2003-06-11,93387,93387,89618,92132,1136397,63004.0,42860000.0
2003-06-12,94018,95261,89621,90878,657523,62147.0,42860000.0
2003-06-13,90880,91509,87124,89624,563005,61290.0,42860000.0
2003-06-16,87122,92134,86493,90878,793927,62147.0,42860000.0
2003-06-17,92132,92132,88377,91505,611832,62576.0,42860000.0
2003-06-18,90257,90257,85244,87745,541697,60004.0,42860000.0
2003-06-19,87756,90255,85871,88371,425638,60433.0,42860000.0
2003-06-20,87129,89628,86501,87745,217015,60004.0,42860000.0
2003-06-23,87752,92135,87123,90252,332913,61718.0,42860000.0
2003-06-24,90250,90250,90250,90252,0,61718.0,42860000.0
2003-06-25,88378,99657,87750,97146,1199006,66433.0,42860000.0
2003-06-26,94025,94653,90884,94011,315555,64290.0,42860000.0
2003-06-27,94645,94645,90248,91505,338061,62576.0,42860000.0
2003-06-30,89621,92762,89006,90878,164555,62147.0,42860000.0
2003-07-01,90253,91509,87754,88998,219265,60861.0,42860000.0
2003-07-02,89017,89631,86504,86491,370157,59147.0,42860000.0
2003-07-03,89004,92131,85863,85864,552585,58718.0,42860000.0
2003-07-04,86503,87759,85245,87117,220425,59575.0,42860000.0
2003-07-07,88384,89013,87128,88371,356043,60433.0,42860000.0
2003-07-08,92765,92765,89010,89624,387103,61290.0,42860000.0
2003-07-09,89628,90885,86501,87745,350091,60004.0,42860000.0
2003-07-10,87131,87759,85875,87117,258327,59575.0,42860000.0
2003-07-11,85875,87132,85247,86491,135204,59147.0,42860000.0
2003-07-14,86504,88389,85875,86491,122826,59147.0,42860000.0
2003-07-15,87120,87748,85235,85864,197222,58718.0,42860000.0
2003-07-16,85864,86492,85236,85238,118922,58290.0,42860000.0
2003-07-18,85244,85244,82117,82103,145961,56147.0,42860000.0
2003-07-21,80861,83110,76227,81477,601865,55718.0,42860000.0
2003-07-22,77089,78973,75595,77090,188532,52718.0,42860000.0
2003-07-23,76228,78098,75223,75209,194208,51432.0,42860000.0
2003-07-24,75220,77216,75220,76212,84383,52075.0,42860000.0
2003-07-25,75600,76842,74594,75209,100433,51432.0,42860000.0
2003-07-28,75975,76604,74594,75585,131432,51646.0,42860000.0
2003-07-29,74965,75593,71446,72076,318990,49289.0,42860000.0
2003-07-30,72832,72832,70584,70572,168711,48218.0,42860000.0
2003-07-31,70578,73328,69573,73329,158289,50146.0,42860000.0
2003-08-01,71824,76835,70582,71825,480618,49075.0,42860000.0
2003-08-04,72201,72452,69577,71825,73384,49075.0,42860000.0
2003-08-05,70583,71826,70583,71198,114476,48646.0,42860000.0
2003-08-06,69958,71200,69581,69945,86173,47789.0,42860000.0
2003-08-07,70205,73457,69953,71825,315191,49075.0,42860000.0
2003-08-08,74334,74334,70816,73079,108083,49932.0,42860000.0
2003-08-11,72700,73705,71443,73705,178663,50360.0,42860000.0
2003-08-12,72700,73705,71820,73705,87018,50360.0,42860000.0
2003-08-13,72073,73958,71822,72702,209661,49718.0,42860000.0
2003-08-14,73713,75849,72457,75836,266867,51861.0,42860000.0
2003-08-18,78090,84986,77085,84986,666273,58075.0,42860000.0
2003-08-19,90886,91514,80233,81477,772681,55718.0,42860000.0
2003-08-20,79605,82119,77092,81477,327207,55718.0,42860000.0
2003-08-21,80228,82490,77716,77716,276034,53146.0,42860000.0
2003-08-22,76836,79098,76222,77466,252234,52932.0,42860000.0
2003-08-25,77473,80362,76482,79973,170349,54646.0,42860000.0
2003-08-26,80986,80986,76225,76212,190041,52075.0,42860000.0
2003-08-27,76839,78095,76225,76463,100454,52289.0,42860000.0
2003-08-28,77093,78726,75223,75209,128283,51432.0,42860000.0
2003-08-29,77216,77216,74592,76212,168419,52075.0,42860000.0
2003-09-01,75598,77469,75598,75836,113733,51861.0,42860000.0
2003-09-02,76222,78721,76222,77716,142500,53146.0,42860000.0
2003-09-03,77719,78975,74592,76463,145547,52289.0,42860000.0
2003-09-04,75223,77093,74594,75209,70813,51432.0,42860000.0
2003-09-05,74586,75214,70817,72702,138083,49718.0,42860000.0
2003-09-08,71198,73082,71198,71198,83923,48646.0,42860000.0
2003-09-09,71825,73333,70820,71449,99261,48860.0,42860000.0
2003-09-15,71576,72204,70584,70572,91486,48218.0,42860000.0
2003-09-16,70579,73454,70202,73079,119031,49932.0,42860000.0
2003-09-17,73705,74961,73077,73705,64314,50360.0,42860000.0
2003-09-18,74346,74974,72713,73956,56932,50575.0,42860000.0
2003-09-19,77095,77095,73716,74583,72828,51003.0,42860000.0
2003-09-22,74084,75341,71446,72452,98029,49503.0,42860000.0
2003-09-23,73335,73335,68324,70196,86361,48003.0,42860000.0
2003-09-24,70580,73330,68947,72702,85315,49718.0,42860000.0
2003-09-25,70825,72083,68327,68942,151426,47146.0,42860000.0
2003-09-26,68329,69585,66820,68315,96037,46717.0,42860000.0
2003-09-29,67065,67694,65180,65182,120374,44574.0,42860000.0
2003-09-30,65176,67437,65176,67438,94235,46074.0,42860000.0
2003-10-01,66814,66814,63688,64930,56482,44360.0,42860000.0
2003-10-02,66433,70816,65553,67062,330402,45860.0,42860000.0
2003-10-06,68946,68946,65806,66435,62718,45432.0,42860000.0
2003-10-07,67692,68069,64551,65808,125924,45003.0,42860000.0
2003-10-08,65559,66187,64317,64554,128318,44146.0,42860000.0
2003-10-09,65182,66438,64554,64554,30479,44146.0,42860000.0
2003-10-10,64553,66186,64553,64930,73753,44360.0,42860000.0
2003-10-13,65180,66814,64552,65182,39257,44574.0,42860000.0
2003-10-14,64928,67190,64551,65558,89389,44789.0,42860000.0
2003-10-15,66184,66184,64551,65808,54143,45003.0,42860000.0
2003-10-16,65182,66438,64554,64554,69411,44146.0,42860000.0
2003-10-17,65938,65938,63313,63677,74683,43503.0,42860000.0
2003-10-20,64318,64933,63313,63928,87160,43717.0,42860000.0
2003-10-21,67065,71448,65180,71449,320049,48860.0,42860000.0
2003-10-22,73328,77083,68945,73329,943503,50146.0,42860000.0
2003-10-23,74965,74965,69324,72076,169259,49289.0,42860000.0
2003-10-24,71454,74971,70211,74959,484476,51218.0,42860000.0
2003-10-27,73708,77212,71824,71825,258669,49075.0,42860000.0
2003-10-28,71828,73084,69329,70196,138761,48003.0,42860000.0
2003-10-29,70210,71201,69582,69569,140289,47575.0,42860000.0
2003-10-30,69959,71453,68954,69569,141562,47575.0,42860000.0
2003-10-31,70584,70584,68700,70572,144863,48218.0,42860000.0
2003-11-03,70207,72706,70207,70822,133551,48432.0,42860000.0
2003-11-04,70827,70827,68077,68315,136536,46717.0,42860000.0
2003-11-05,68318,68946,65806,66435,147740,45432.0,42860000.0
2003-11-06,66191,72208,65563,68691,503944,46932.0,42860000.0
2003-11-07,70202,70202,66810,67062,54866,45860.0,42860000.0
2003-11-10,67692,67692,65808,65808,83121,45003.0,42860000.0
2003-11-11,64930,67191,64553,64930,120773,44360.0,42860000.0
2003-11-12,65180,66185,64929,65182,41703,44574.0,42860000.0
2003-11-13,65553,69070,65553,67438,78919,46074.0,42860000.0
2003-11-14,68077,68705,67071,68315,55768,46717.0,42860000.0
2003-11-17,67447,70211,66819,68942,135845,47146.0,42860000.0
2003-11-18,71198,77089,71198,77090,1080979,52718.0,42860000.0
2003-11-19,77090,82116,75848,76463,985917,52289.0,42860000.0
2003-11-20,78978,80235,73715,75209,330328,51432.0,42860000.0
2003-11-21,72074,76835,71446,72076,286737,49289.0,42860000.0
2003-11-24,71577,72457,69330,69945,604618,47789.0,42860000.0
2003-11-25,71825,72453,70206,71449,263495,48860.0,42860000.0
2003-11-26,71455,74345,70589,74332,320033,50789.0,42860000.0
2003-11-27,77462,78969,72702,72702,881836,49718.0,42860000.0
2003-11-28,73330,74586,72702,72702,198770,49718.0,42860000.0
2003-12-01,73960,73960,72074,72076,136320,49289.0,42860000.0
2003-12-02,72452,73457,70582,71825,141538,49075.0,42860000.0
2003-12-03,73078,73078,71445,72702,113280,49718.0,42860000.0
2003-12-04,72074,73079,72074,72452,58141,49503.0,42860000.0
2003-12-05,72461,75601,72084,74332,190939,50789.0,42860000.0
2003-12-08,75847,80356,75847,76839,427316,52504.0,42860000.0
2003-12-09,78095,78471,74968,76839,129242,52504.0,42860000.0
2003-12-10,75219,77215,75219,76839,121757,52504.0,42860000.0
2003-12-11,77845,80358,76225,76212,140904,52075.0,42860000.0
2003-12-12,76837,77089,75595,77090,132376,52718.0,42860000.0
2003-12-15,76226,77469,75221,75836,124518,51861.0,42860000.0
2003-12-16,75214,75842,72702,72702,111626,49718.0,42860000.0
2003-12-17,72454,73459,70821,71198,56771,48646.0,42860000.0
2003-12-18,72702,73707,71194,72702,110945,49718.0,42860000.0
2003-12-19,72076,73709,71197,71449,50684,48860.0,42860000.0
2003-12-22,69957,72079,69580,70196,66287,48003.0,42860000.0
2003-12-23,69955,71450,69955,70822,24049,48432.0,42860000.0
2003-12-24,70336,71579,68954,69318,104454,47360.0,42860000.0
2003-12-26,70824,70824,68702,69569,103311,47575.0,42860000.0
2003-12-29,68950,70822,68950,70822,18350,48432.0,42860000.0
2003-12-30,70817,73078,70817,72702,49469,49718.0,42860000.0
2004-01-02,72701,73706,72449,73079,28345,49932.0,42860000.0
2004-01-05,73335,79101,73335,76212,454349,52075.0,42860000.0
2004-01-06,76477,76840,74341,75836,128929,51861.0,42860000.0
2004-01-07,75841,75841,73077,73329,115885,50146.0,42860000.0
2004-01-08,72450,73958,72073,72702,142212,49718.0,42860000.0
2004-01-09,73708,73708,72074,72452,82197,49503.0,42860000.0
2004-01-12,72451,73708,72074,72452,99708,49503.0,42860000.0
2004-01-13,73341,73969,72713,73956,50626,50575.0,42860000.0
2004-01-14,76482,79610,73341,73956,722894,50575.0,42860000.0
2004-01-15,73964,76226,73085,75836,233827,51861.0,42860000.0
2004-01-16,77095,81493,76481,80223,398862,54861.0,42860000.0
2004-01-19,81234,81234,77088,77466,164396,52932.0,42860000.0
2004-01-20,76841,79102,72709,75585,169950,51646.0,42860000.0
2004-01-26,77713,79095,75842,78719,206921,53789.0,42860000.0
2004-01-27,79730,79730,76225,76212,118527,52075.0,42860000.0
2004-01-28,75848,77216,75220,76212,86829,52075.0,42860000.0
2004-01-29,75846,78094,75595,77090,53915,52718.0,42860000.0
2004-01-30,78473,78473,75220,76212,101203,52075.0,42860000.0
2004-02-02,77085,79597,75842,78970,185098,54004.0,42860000.0
2004-02-03,80226,83353,78718,78970,681251,54004.0,42860000.0
2004-02-04,80605,84360,77088,77716,655678,53146.0,42860000.0
2004-02-05,77088,78972,75845,77716,197136,53146.0,42860000.0
2004-02-06,76475,77843,76224,76839,94096,52504.0,42860000.0
2004-02-09,78722,79601,77089,77090,291138,52718.0,42860000.0
2004-02-10,77846,77846,75222,75585,173881,51646.0,42860000.0
2004-02-11,75598,76840,75598,75836,87177,51861.0,42860000.0
2004-02-12,75848,76602,75597,76212,47532,52075.0,42860000.0
2004-02-13,74340,76225,74340,76212,88136,52075.0,42860000.0
2004-02-16,76222,77464,75594,77466,59445,52932.0,42860000.0
2004-02-17,77720,77720,75598,75836,31768,51861.0,42860000.0
2004-02-18,76227,76227,75599,75585,55034,51646.0,42860000.0
2004-02-19,75598,75849,75221,75836,37510,51861.0,42860000.0
2004-02-20,75849,78725,74969,75836,159896,51861.0,42860000.0
2004-02-23,76472,80603,75843,78343,380170,53575.0,42860000.0
2004-02-24,78350,82748,78099,80851,1089213,55289.0,42860000.0
2004-02-25,81480,81480,78088,79597,257563,54432.0,42860000.0
2004-02-26,79609,79986,78101,79973,170595,54646.0,42860000.0
2004-02-27,79356,80614,78728,80223,125667,54861.0,42860000.0
2004-03-02,80604,83983,79348,83984,280119,57432.0,42860000.0
2004-03-03,84737,84737,82113,83734,188457,57218.0,42860000.0
2004-03-04,83362,84368,80863,80851,231038,55289.0,42860000.0
2004-03-05,82872,82872,80611,81227,112258,55504.0,42860000.0
2004-03-08,83107,84363,81864,82730,138209,56575.0,42860000.0
2004-03-09,81616,82872,80862,81227,59475,55504.0,42860000.0
2004-03-10,81242,81870,80237,80223,65885,54861.0,42860000.0
2004-03-11,80607,84363,79351,82730,92335,56575.0,42860000.0
2004-03-12,83101,83101,76471,78719,175026,53789.0,42860000.0
2004-03-15,78725,83110,78725,81477,106469,55718.0,42860000.0
2004-03-16,81493,82749,79986,80223,42439,54861.0,42860000.0
2004-03-17,81239,82495,80611,81227,114888,55504.0,42860000.0
2004-03-18,82116,82493,80859,82480,106146,56361.0,42860000.0
2004-03-19,82872,84995,80611,81227,451984,55504.0,42860000.0
2004-03-22,81489,82871,80609,81853,120610,55932.0,42860000.0
2004-03-23,81490,82495,80610,81477,95788,55718.0,42860000.0
2004-03-24,81488,83107,80859,82480,42384,56361.0,42860000.0
2004-03-25,82492,83107,81235,82730,88699,56575.0,42860000.0
2004-03-26,83361,88764,83110,87117,442818,59575.0,42860000.0
2004-03-29,87755,88760,86248,88747,255671,60647.0,42860000.0
2004-03-30,89751,90003,87504,88747,268459,60647.0,42860000.0
2004-03-31,89367,93387,89004,92132,628705,63004.0,42860000.0
2004-04-01,91508,98403,91508,95892,255137,65576.0,42860000.0
2004-04-02,95263,102913,95025,101909,291571,69648.0,42860000.0
2004-04-06,103165,105049,100289,101909,285796,69648.0,42860000.0
2004-04-07,103418,104046,100291,100906,212852,69005.0,42860000.0
2004-04-08,100912,100912,95887,97772,291592,66862.0,42860000.0
2004-04-09,96527,100673,92520,92758,540622,63433.0,42860000.0
2004-04-12,93392,96519,93392,95892,108663,65576.0,42860000.0
2004-04-13,95394,97278,93775,93761,109111,64076.0,42860000.0
2004-04-14,92135,98529,92135,96268,351380,65790.0,42860000.0
2004-04-16,95648,100925,95648,98399,366611,67290.0,42860000.0
2004-04-19,98400,99656,97143,97772,192694,66862.0,42860000.0
2004-04-20,97772,97772,97772,97772,0,66862.0,42860000.0
2004-04-21,97772,97772,97772,97772,0,,
2004-04-22,97772,97772,97772,97772,0,,
