뉴지랩(214870),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-03-25,4905,5200,4850,5000,509088,79196.0,15839103.0
2019-03-26,4960,5000,4905,4960,160100,78562.0,15839103.0
2019-03-27,4950,5150,4945,5030,324084,79671.0,15839103.0
2019-03-28,4995,5230,4995,5160,492066,81730.0,15839103.0
2019-03-29,5160,5300,5050,5150,278686,81571.0,15839103.0
2019-04-01,5150,5930,5140,5820,1506821,92184.0,15839103.0
2019-04-02,5740,6090,5730,5820,925212,92184.0,15839103.0
2019-04-03,5820,6730,5650,6400,1651164,101370.0,15839103.0
2019-04-04,6570,7200,6560,7190,1364342,113883.0,15839103.0
2019-04-05,7260,7770,6940,7520,1774794,119110.0,15839103.0
2019-04-08,7530,7730,7220,7390,806906,117051.0,15839103.0
2019-04-09,7120,8110,7020,7630,1313976,120852.0,15839103.0
2019-04-10,7630,7800,7550,7700,336612,121961.0,15839103.0
2019-04-11,7630,8000,7590,7940,357145,125762.0,15839103.0
2019-04-12,8000,8540,7890,8470,720203,134157.0,15839103.0
2019-04-15,8480,8860,8070,8500,751074,134632.0,15839103.0
2019-04-16,8500,8560,8080,8150,552941,129089.0,15839103.0
2019-04-17,8130,8430,8130,8390,352379,132890.0,15839103.0
2019-04-18,8390,8570,8250,8500,248758,134632.0,15839103.0
2019-04-19,8360,8850,8360,8510,257148,134791.0,15839103.0
2019-04-22,8470,8700,8340,8420,285533,133365.0,15839103.0
2019-04-23,8420,8680,8380,8600,289058,136216.0,15839103.0
2019-04-24,8630,9130,8550,8740,689164,138434.0,15839103.0
2019-04-25,8810,9140,8810,9120,679295,144453.0,15839103.0
2019-04-26,9140,9270,8990,9140,400855,144769.0,15839103.0
2019-04-29,9140,10300,9140,9980,917567,158074.0,15839103.0
2019-04-30,10000,10450,9190,10200,1023108,161559.0,15839103.0
2019-05-02,10350,11800,10300,11800,561436,186901.0,15839103.0
2019-05-03,11950,12650,11500,12150,670752,192445.0,15839103.0
2019-05-07,12150,13500,11500,13400,570968,212244.0,15839103.0
2019-05-08,13550,13800,12250,13000,640337,205908.0,15839103.0
2019-05-09,13000,13350,12400,12850,321834,203532.0,15839103.0
2019-05-10,13050,13550,12050,12850,552994,203532.0,15839103.0
2019-05-13,13000,13100,12600,12750,234200,201949.0,15839103.0
2019-05-14,12300,13000,12300,12700,350290,201157.0,15839103.0
2019-05-15,12900,12900,12000,12350,295649,195613.0,15839103.0
2019-05-16,12350,12800,11400,11700,350468,185318.0,15839103.0
2019-05-17,11650,12350,9470,12200,1740256,237249.0,19446607.0
2019-05-20,12250,12700,10500,11400,566767,221691.0,19446607.0
2019-05-21,11100,11250,10000,10100,546753,196411.0,19446607.0
2019-05-22,9990,9990,8550,9450,1552159,183770.0,19446607.0
2019-05-23,9500,10200,9190,9740,732673,189410.0,19446607.0
2019-05-24,9810,9890,9030,9370,505722,182215.0,19446607.0
2019-05-27,9370,9590,8990,9010,266082,175214.0,19446607.0
2019-05-28,8830,9100,7800,8700,1273369,169185.0,19446607.0
2019-05-29,8720,9120,8550,8710,484729,169380.0,19446607.0
2019-05-30,8790,8790,8150,8280,377738,161018.0,19446607.0
2019-05-31,8300,8320,7680,8150,637930,158490.0,19446607.0
2019-06-03,8170,9210,8170,8470,1063468,164713.0,19446607.0
2019-06-04,8430,9150,8350,9100,678383,176964.0,19446607.0
2019-06-05,10650,11100,8080,8080,3963588,157129.0,19446607.0
2019-06-07,7950,8410,7630,7900,1168879,153628.0,19446607.0
2019-06-10,7790,7880,6160,7090,2119853,137876.0,19446607.0
2019-06-11,7080,7080,6580,7000,1099906,136126.0,19446607.0
2019-06-12,7030,7350,6910,7100,582763,138071.0,19446607.0
2019-06-13,7000,7180,6790,6970,505894,135543.0,19446607.0
2019-06-14,6960,7030,6630,6890,547324,133987.0,19446607.0
2019-06-17,6890,8000,6800,7770,1964433,151100.0,19446607.0
2019-06-18,7820,9660,7820,9450,3390831,183770.0,19446607.0
2019-06-19,9470,9890,8530,8970,1490631,174436.0,19446607.0
2019-06-20,8900,8950,8300,8800,965523,171130.0,19446607.0
2019-06-21,8800,9170,8500,8630,721298,167824.0,19446607.0
2019-06-24,8500,10500,8500,10200,3127761,198355.0,19446607.0
2019-06-25,10000,10600,8540,8780,2413823,170741.0,19446607.0
2019-06-26,9310,10000,9030,10000,2192330,247807.0,24780651.0
2019-06-27,10000,11000,9690,10400,2413531,257719.0,24780651.0
2019-06-28,10500,11100,10200,10950,1034094,271348.0,24780651.0
2019-07-01,10700,11350,10400,11000,688953,272587.0,24780651.0
2019-07-02,10950,12100,10900,12000,1088025,297368.0,24780651.0
2019-07-03,12000,12150,10850,11850,1167330,293651.0,24780651.0
2019-07-04,11850,12500,11250,11700,1091971,289934.0,24780651.0
2019-07-05,11750,12250,11550,12150,458929,301085.0,24780651.0
2019-07-08,11950,12150,11600,11850,498554,293651.0,24780651.0
2019-07-09,11900,12350,10600,10900,877676,270109.0,24780651.0
2019-07-10,10900,11450,10850,11200,315583,277543.0,24780651.0
2019-07-11,11100,11300,10350,10650,442423,263914.0,24780651.0
2019-07-12,10600,10900,9720,10750,1045606,266392.0,24780651.0
2019-07-15,10800,11100,9880,9920,666900,245824.0,24780651.0
2019-07-16,9920,9920,8950,9310,937032,230708.0,24780651.0
2019-07-17,9400,9760,8970,8970,429670,222282.0,24780651.0
2019-07-18,8970,9400,8370,9320,547899,230956.0,24780651.0
2019-07-19,9160,9800,9060,9700,415193,240372.0,24780651.0
2019-07-22,9680,10150,9530,9700,305296,240372.0,24780651.0
2019-07-23,9700,9800,9070,9650,406644,239133.0,24780651.0
2019-07-24,9410,9600,9100,9400,278157,232938.0,24780651.0
2019-07-25,9390,9390,8910,9000,276815,223026.0,24780651.0
2019-07-26,8970,9050,8270,9000,530358,223026.0,24780651.0
2019-07-29,8860,9010,8200,8270,404435,204936.0,24780651.0
2019-07-30,8230,8550,8180,8280,266583,205184.0,24780651.0
2019-07-31,8280,8470,7620,8300,457484,205679.0,24780651.0
2019-08-01,8240,8490,8000,8340,262127,206671.0,24780651.0
2019-08-02,8030,8430,8000,8300,212361,205679.0,24780651.0
2019-08-05,8150,8310,7400,8000,473435,198245.0,24780651.0
2019-08-06,7600,7830,7110,7750,608998,192050.0,24780651.0
2019-08-07,7750,7950,7200,7580,382977,187837.0,24780651.0
2019-08-08,7450,9000,7400,8900,811730,220548.0,24780651.0
2019-08-09,8800,9550,8790,9330,622126,231203.0,24780651.0
2019-08-12,9330,9480,8960,9130,398225,226247.0,24780651.0
2019-08-13,9050,10650,9050,10200,1587501,252763.0,24780651.0
2019-08-14,10200,10600,9890,10100,599660,250285.0,24780651.0
2019-08-16,10100,10150,9510,10000,609230,247807.0,24780651.0
2019-08-19,10050,10450,9960,10000,550167,247807.0,24780651.0
2019-08-20,10200,10300,9720,9900,422379,245328.0,24780651.0
2019-08-21,9900,9930,9420,9910,454972,245576.0,24780651.0
2019-08-22,10000,10250,9840,9990,418533,247559.0,24780651.0
2019-08-23,10100,10350,9950,10000,461266,247807.0,24780651.0
2019-08-26,9560,9750,9180,9500,459216,235416.0,24780651.0
2019-08-27,9590,10400,9240,10000,1106518,247807.0,24780651.0
2019-08-28,9990,9990,9500,9500,353281,235416.0,24780651.0
2019-08-29,9450,9500,8960,9470,378552,234673.0,24780651.0
2019-08-30,9330,9390,9090,9110,297117,225752.0,24780651.0
2019-09-02,9220,9220,8590,8670,330533,214848.0,24780651.0
2019-09-03,8510,8600,8250,8340,386130,206671.0,24780651.0
2019-09-04,8450,8510,7890,8350,337882,206918.0,24780651.0
2019-09-05,8120,8580,8100,8350,305623,206918.0,24780651.0
2019-09-06,8360,8460,8100,8270,194973,204936.0,24780651.0
2019-09-09,8270,8340,8000,8230,206659,203945.0,24780651.0
2019-09-10,8200,8220,7900,7960,398841,197254.0,24780651.0
2019-09-11,8030,8300,7910,8300,383636,205679.0,24780651.0
2019-09-16,8450,8930,8230,8750,305475,216831.0,24780651.0
2019-09-17,8750,9070,8700,8760,199801,217079.0,24780651.0
2019-09-18,8850,8860,8500,8500,160109,210636.0,24780651.0
2019-09-19,8500,8720,8230,8400,128565,208157.0,24780651.0
2019-09-20,8450,8520,8210,8230,229376,203945.0,24780651.0
2019-09-23,8300,8460,8000,8120,250358,201219.0,24780651.0
2019-09-24,8200,8300,7950,8120,185798,201219.0,24780651.0
2019-09-25,8190,8190,7980,8040,125532,199236.0,24780651.0
2019-09-26,7970,8130,7910,7920,158302,196263.0,24780651.0
2019-09-27,7900,8020,7800,7900,114860,195767.0,24780651.0
2019-09-30,7960,8000,7610,8000,201264,198245.0,24780651.0
2019-10-01,8030,8260,7780,8200,181581,203201.0,24780651.0
2019-10-02,8030,8200,7900,7990,149320,197997.0,24780651.0
2019-10-04,7990,8010,7760,8000,92300,198245.0,24780651.0
2019-10-07,7900,8110,7780,8000,166578,,
