뉴지랩(214870),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-07-12,2750,2765,2715,2750,6786,32356.0,5882914.0
2016-07-13,2775,2920,2760,2820,94721,33180.0,5882914.0
2016-07-14,2840,2840,2775,2800,34620,32944.0,5882914.0
2016-07-15,2800,2820,2750,2760,32782,32474.0,5882914.0
2016-07-18,2765,2785,2690,2745,25753,32297.0,5882914.0
2016-07-19,2745,2830,2705,2830,179124,33297.0,5882914.0
2016-07-20,2780,2820,2720,2750,65177,32356.0,5882914.0
2016-07-21,2765,2770,2700,2700,16206,31768.0,5882914.0
2016-07-22,2685,2775,2650,2710,25117,31885.0,5882914.0
2016-07-25,2690,2745,2680,2700,13804,31768.0,5882914.0
2016-07-26,2655,2725,2620,2650,48353,31179.0,5882914.0
2016-07-27,2650,2685,2645,2655,15530,31238.0,5882914.0
2016-07-28,2655,2695,2655,2680,13026,31532.0,5882914.0
2016-07-29,2690,2800,2670,2695,77512,31709.0,5882914.0
2016-08-01,2710,2785,2570,2660,98808,31297.0,5882914.0
2016-08-02,2660,2720,2660,2670,25652,31415.0,5882914.0
2016-08-03,2675,2780,2640,2775,30709,32650.0,5882914.0
2016-08-04,2775,2785,2720,2725,57987,32062.0,5882914.0
2016-08-05,2740,2775,2685,2750,41711,32356.0,5882914.0
2016-08-08,2770,2825,2760,2775,43615,32650.0,5882914.0
2016-08-09,2775,2825,2770,2800,32385,32944.0,5882914.0
2016-08-10,2800,2995,2800,2835,103814,33356.0,5882914.0
2016-08-11,2850,2890,2785,2860,51917,33650.0,5882914.0
2016-08-12,2850,2890,2835,2850,37244,33533.0,5882914.0
2016-08-16,2880,2885,2780,2825,55842,33238.0,5882914.0
2016-08-17,2825,2825,2730,2805,52001,33003.0,5882914.0
2016-08-18,2780,2810,2745,2785,33456,32768.0,5882914.0
2016-08-19,2785,2840,2775,2780,27884,32709.0,5882914.0
2016-08-22,2765,2785,2725,2765,15012,32533.0,5882914.0
2016-08-23,2740,2845,2730,2845,262828,33474.0,5882914.0
2016-08-24,3105,3115,2805,2805,607596,33003.0,5882914.0
2016-08-25,2765,2820,2710,2820,86942,33180.0,5882914.0
2016-08-26,2820,2825,2760,2775,39663,32650.0,5882914.0
2016-08-29,2755,2810,2735,2750,45503,32356.0,5882914.0
2016-08-30,2770,2785,2720,2745,18787,32297.0,5882914.0
2016-08-31,2740,2770,2605,2710,107708,31885.0,5882914.0
2016-09-01,2710,2740,2650,2660,23762,31297.0,5882914.0
2016-09-02,2670,2710,2660,2665,52544,31356.0,5882914.0
2016-09-05,2685,2690,2630,2650,14075,31179.0,5882914.0
2016-09-06,2690,2690,2610,2650,18335,31179.0,5882914.0
2016-09-07,2660,2675,2625,2625,17194,30885.0,5882914.0
2016-09-08,2630,2655,2560,2585,28886,30415.0,5882914.0
2016-09-09,2600,2620,2525,2535,27330,29826.0,5882914.0
2016-09-12,2492,2530,2490,2500,24090,29415.0,5882914.0
2016-09-13,2560,2700,2550,2585,20262,30415.0,5882914.0
2016-09-19,2585,2690,2510,2610,15424,30709.0,5882914.0
2016-09-20,2610,2650,2580,2640,3808,31062.0,5882914.0
2016-09-21,2640,2675,2610,2615,16099,30768.0,5882914.0
2016-09-22,2645,2660,2590,2635,11253,31003.0,5882914.0
2016-09-23,2635,2700,2625,2680,13160,31532.0,5882914.0
2016-09-26,2680,2680,2620,2665,7496,31356.0,5882914.0
2016-09-27,2625,2675,2580,2615,34809,30768.0,5882914.0
2016-09-28,2615,2670,2610,2635,37018,31003.0,5882914.0
2016-09-29,2640,2710,2640,2665,43692,31356.0,5882914.0
2016-09-30,2690,2715,2670,2695,13170,31709.0,5882914.0
2016-10-04,2665,2715,2665,2710,11262,31885.0,5882914.0
2016-10-05,2715,2715,2645,2680,30818,31532.0,5882914.0
2016-10-06,2705,2715,2680,2715,16532,31944.0,5882914.0
2016-10-07,2720,2840,2700,2740,78831,32238.0,5882914.0
2016-10-10,2770,2770,2725,2755,16132,32415.0,5882914.0
2016-10-11,2785,3025,2760,2855,1027716,33591.0,5882914.0
2016-10-12,2885,2885,2785,2810,137953,33062.0,5882914.0
2016-10-13,2810,2900,2735,2765,119893,32533.0,5882914.0
2016-10-14,2765,2835,2735,2815,64791,33121.0,5882914.0
2016-10-17,2805,2920,2775,2895,74430,34062.0,5882914.0
2016-10-18,2910,2910,2840,2870,58614,33768.0,5882914.0
2016-10-19,2850,2900,2795,2825,27603,33238.0,5882914.0
2016-10-20,2825,2835,2770,2800,18417,32944.0,5882914.0
2016-10-21,2780,2830,2755,2810,19822,33062.0,5882914.0
2016-10-24,2790,2885,2775,2855,41913,33591.0,5882914.0
2016-10-25,2845,2875,2735,2775,76569,32650.0,5882914.0
2016-10-26,2800,2800,2730,2755,42270,32415.0,5882914.0
2016-10-27,2760,2845,2760,2825,27495,33238.0,5882914.0
2016-10-28,2825,2860,2760,2820,23024,33180.0,5882914.0
2016-10-31,2800,2800,2565,2630,36984,30944.0,5882914.0
2016-11-01,2610,2660,2495,2525,51522,29709.0,5882914.0
2016-11-02,2525,2535,2435,2435,36256,28650.0,5882914.0
2016-11-03,2325,2447,2300,2348,133516,27620.0,5882914.0
2016-11-04,2397,2397,2265,2340,43992,27532.0,5882914.0
2016-11-07,2340,2377,2337,2360,21156,27767.0,5882914.0
2016-11-08,2375,2375,2285,2325,46472,27356.0,5882914.0
2016-11-09,2317,2345,2052,2155,71128,25355.0,5882914.0
2016-11-10,2175,2237,2175,2205,22993,25944.0,5882914.0
2016-11-11,2205,2402,2195,2403,118497,28267.0,5882914.0
2016-11-14,2427,2520,2380,2410,80172,28356.0,5882914.0
2016-11-15,2350,2407,2335,2365,30342,27826.0,5882914.0
2016-11-16,2470,2925,2450,2605,2479004,30650.0,5882914.0
2016-11-17,2580,2850,2505,2750,507554,32356.0,5882914.0
2016-11-18,2750,2870,2715,2835,451542,33356.0,5882914.0
2016-11-21,2835,2910,2700,2800,225888,32944.0,5882914.0
2016-11-22,2805,2880,2755,2845,145551,33474.0,5882914.0
2016-11-23,2860,2940,2730,2750,159371,32356.0,5882914.0
2016-11-24,2750,2930,2705,2900,375424,34121.0,5882914.0
2016-11-25,2950,3030,2805,2870,369916,33768.0,5882914.0
2016-11-28,2870,3170,2830,3135,659244,36886.0,5882914.0
2016-11-29,3135,3205,2955,3190,370819,37533.0,5882914.0
2016-11-30,3190,3295,3090,3230,248541,38004.0,5882914.0
2016-12-01,3235,3475,3155,3400,453020,40004.0,5882914.0
2016-12-02,3400,3490,3325,3395,192766,39945.0,5882914.0
2016-12-05,3400,3400,3010,3010,402977,35415.0,5882914.0
2016-12-06,2985,3075,2975,3000,192143,35297.0,5882914.0
2016-12-07,2975,3030,2870,3000,172999,35297.0,5882914.0
2016-12-08,3025,3455,2985,3415,616679,40180.0,5882914.0
2016-12-09,3375,3490,3295,3310,347008,38945.0,5882914.0
2016-12-12,3310,3470,3270,3320,241509,39063.0,5882914.0
2016-12-13,3365,3775,3350,3745,1002213,44063.0,5882914.0
2016-12-14,3730,3885,3595,3820,484114,44945.0,5882914.0
2016-12-15,3830,4080,3655,4020,436337,47299.0,5882914.0
2016-12-16,4095,4400,4095,4150,462190,48828.0,5882914.0
2016-12-19,4245,4270,3870,4075,234696,47946.0,5882914.0
2016-12-20,4075,4115,3700,3775,447866,44416.0,5882914.0
2016-12-21,3530,3610,3265,3415,1353565,40180.0,5882914.0
2016-12-22,3410,3415,3250,3250,280768,38239.0,5882914.0
2016-12-23,3210,3330,3195,3260,216817,38357.0,5882914.0
2016-12-26,3265,3495,3265,3360,544488,39533.0,5882914.0
2016-12-27,3320,3395,3105,3105,185261,36533.0,5882914.0
2016-12-28,3125,3295,3100,3280,137355,38592.0,5882914.0
2016-12-29,3245,3395,3205,3325,113615,39121.0,5882914.0
2017-01-02,3320,3410,3260,3390,129701,39886.0,5882914.0
2017-01-03,3400,3510,3325,3390,234527,39886.0,5882914.0
2017-01-04,3385,3420,3315,3375,131353,39710.0,5882914.0
2017-01-05,3370,3385,3250,3300,115013,38827.0,5882914.0
2017-01-06,3300,3325,3150,3210,94607,37768.0,5882914.0
2017-01-09,3235,3235,2995,3095,308518,36415.0,5882914.0
2017-01-10,3100,3155,3005,3100,213852,36474.0,5882914.0
2017-01-11,3070,3625,3070,3245,1171289,38180.0,5882914.0
2017-01-12,3240,3240,3055,3110,371656,36592.0,5882914.0
2017-01-13,3110,3335,3105,3275,251972,38533.0,5882914.0
2017-01-16,3230,3320,3155,3295,118489,38768.0,5882914.0
2017-01-17,3300,3500,3265,3395,297126,39945.0,5882914.0
2017-01-18,3395,3825,3335,3545,879832,41710.0,5882914.0
2017-01-19,3545,3725,3530,3615,288825,42533.0,5882914.0
2017-01-20,3615,3630,3355,3390,305442,39886.0,5882914.0
2017-01-23,3390,3585,3340,3540,193981,41651.0,5882914.0
2017-01-24,3515,3725,3500,3565,440045,41945.0,5882914.0
2017-01-25,3605,3665,3465,3470,122960,40827.0,5882914.0
2017-01-26,3460,3580,3425,3495,79973,41122.0,5882914.0
2017-01-31,3485,3580,3455,3455,93054,40651.0,5882914.0
2017-02-01,3425,3640,3425,3640,213402,42828.0,5882914.0
2017-02-02,3640,3970,3620,3955,814932,46534.0,5882914.0
2017-02-03,3935,4190,3535,3875,1593205,45593.0,5882914.0
2017-02-06,4205,4710,4000,4285,3283848,50417.0,5882914.0
2017-02-07,4275,4350,4125,4350,383681,51181.0,5882914.0
2017-02-08,4350,4385,4100,4180,291970,49181.0,5882914.0
2017-02-09,4035,4295,4030,4220,185948,49652.0,5882914.0
2017-02-10,4215,4255,4085,4200,153011,49416.0,5882914.0
2017-02-13,4150,4240,4110,4185,134696,49240.0,5882914.0
2017-02-14,4185,4600,4185,4370,874996,51417.0,5882914.0
2017-02-15,4350,4810,4300,4810,507427,56594.0,5882914.0
2017-02-16,4810,4855,4600,4750,235994,55888.0,5882914.0
2017-02-17,4710,4895,4655,4655,139413,54770.0,5882914.0
2017-02-20,4615,4915,4615,4835,135523,56888.0,5882914.0
2017-02-21,4885,5175,4885,4965,282861,58417.0,5882914.0
2017-02-22,5075,5200,4895,5050,104655,59417.0,5882914.0
2017-02-23,5075,6175,5075,5875,1332022,69124.0,5882914.0
2017-02-24,5875,6125,5725,5725,335618,67359.0,5882914.0
2017-02-27,5675,6125,5525,5750,235366,67654.0,5882914.0
2017-02-28,5675,5949,5650,5675,96185,66771.0,5882914.0
2017-03-02,5775,6350,5724,6050,376090,71183.0,5882914.0
2017-03-03,6000,6225,5900,6100,166522,71772.0,5882914.0
2017-03-06,6100,6350,6000,6200,130755,72948.0,5882914.0
2017-03-07,6274,6550,6174,6350,178275,74713.0,5882914.0
2017-03-08,6350,6425,6225,6300,51189,74125.0,5882914.0
2017-03-09,6325,6750,6325,6625,116321,77949.0,5882914.0
2017-03-10,6725,6975,6550,6700,152231,81607.0,6090056.0
2017-03-13,6650,6725,5350,5400,1403922,65773.0,6090056.0
2017-03-14,5450,5525,5125,5325,509274,64859.0,6090056.0
2017-03-15,5400,6000,5375,5850,533114,71254.0,6090056.0
2017-03-16,5850,6025,5350,5400,269735,65773.0,6090056.0
2017-03-17,5400,5525,5075,5225,216949,63641.0,6090056.0
2017-03-20,5150,5150,4850,4850,361021,59074.0,6090056.0
2017-03-21,4880,5700,4880,5550,556015,67600.0,6090056.0
2017-03-22,5500,6149,5450,5975,334082,72776.0,6090056.0
2017-03-23,6025,6275,5775,5825,148260,70949.0,6090056.0
2017-03-24,5850,6000,5725,5800,85004,70645.0,6090056.0
2017-03-27,5800,5825,5250,5500,260941,66991.0,6090056.0
2017-03-28,5600,6649,5575,6425,559488,78257.0,6090056.0
2017-03-29,6425,6425,5600,5600,870632,68209.0,6090056.0
2017-03-30,5900,6800,5600,5625,1034793,68513.0,6090056.0
2017-03-31,5975,6100,4915,5125,1323227,62423.0,6090056.0
2017-04-03,4700,5250,4665,5225,398669,63641.0,6090056.0
2017-04-04,5225,5450,5000,5025,113942,61205.0,6090056.0
2017-04-05,5050,5275,5050,5125,92657,62423.0,6090056.0
2017-04-06,5125,5625,4930,5450,204544,66382.0,6090056.0
2017-04-07,5500,5700,5400,5550,128866,67600.0,6090056.0
2017-04-10,5550,5725,5425,5600,113167,68209.0,6090056.0
2017-04-11,5650,5700,5375,5425,53151,66077.0,6090056.0
2017-04-12,5500,5500,4880,4965,255682,60474.0,6090056.0
2017-04-13,4960,4960,4545,4555,286288,55480.0,6090056.0
2017-04-14,4570,4620,4300,4450,207870,54201.0,6090056.0
2017-04-17,4395,4585,4300,4570,134658,55663.0,6090056.0
2017-04-18,4625,5875,4625,5475,955123,66686.0,6090056.0
2017-04-19,5325,6300,5200,6125,620239,74603.0,6090056.0
2017-04-20,6275,6600,5924,6250,319620,76126.0,6090056.0
2017-04-21,6375,7450,6325,7275,1031986,88610.0,6090056.0
2017-04-24,6925,7049,6649,6725,291386,81911.0,6090056.0
2017-04-25,6575,6775,6250,6650,133628,80998.0,6090056.0
2017-04-26,6650,6825,6400,6600,53622,80389.0,6090056.0
2017-04-27,6650,7024,6424,6650,123389,80998.0,6090056.0
2017-04-28,6575,6925,6550,6700,92940,81607.0,6090056.0
2017-05-02,6700,6850,6600,6700,82806,81607.0,6090056.0
2017-05-04,6700,7000,6600,6750,75099,82216.0,6090056.0
2017-05-08,0,0,0,6750,0,82216.0,6090056.0
2017-05-10,6750,6775,6275,6425,109634,78257.0,6090056.0
2017-05-11,6300,6300,5824,5850,156732,71254.0,6090056.0
2017-05-12,5849,6125,5849,6025,84745,73385.0,6090056.0
2017-05-15,5950,6025,5750,5925,78463,72167.0,6090056.0
2017-05-16,6000,6025,5675,5775,31505,70340.0,6090056.0
2017-05-17,5874,6000,5500,5950,70492,72472.0,6090056.0
2017-05-18,5825,6050,4460,4700,544337,57247.0,6090056.0
2017-05-19,4910,4955,4010,4275,1144777,52070.0,6090056.0
2017-05-22,4280,4340,4064,4265,163612,51948.0,6090056.0
2017-05-23,4260,4260,4155,4255,55925,51826.0,6090056.0
2017-05-24,4250,4670,4175,4180,173565,50913.0,6090056.0
2017-05-25,4190,4305,4100,4205,91980,51217.0,6090056.0
2017-05-26,4200,4205,4095,4100,66451,49938.0,6090056.0
2017-05-29,4100,4210,4050,4180,63938,50913.0,6090056.0
2017-05-30,4180,4800,4160,4785,462517,58282.0,6090056.0
2017-05-31,4785,4820,4360,4450,293949,54201.0,6090056.0
2017-06-01,4450,5175,4380,4950,711980,60292.0,6090056.0
2017-06-02,5075,5750,5050,5575,697860,67904.0,6090056.0
2017-06-05,5600,5600,5275,5325,156110,64859.0,6090056.0
2017-06-07,5350,5500,5125,5325,135002,64859.0,6090056.0
2017-06-08,5375,5400,5075,5250,67793,63946.0,6090056.0
2017-06-09,5350,5350,5000,5075,107789,61814.0,6090056.0
2017-06-12,5075,5375,5050,5350,109113,65164.0,6090056.0
2017-06-13,5350,5475,5200,5250,85924,63946.0,6090056.0
2017-06-14,5200,5600,5050,5475,154829,66686.0,6090056.0
2017-06-15,5425,5500,5225,5450,116402,66382.0,6090056.0
2017-06-16,5350,5450,5225,5225,61100,63641.0,6090056.0
2017-06-19,5225,5375,5125,5150,80960,62728.0,6090056.0
2017-06-20,5150,5250,4925,4995,227885,60840.0,6090056.0
2017-06-21,4950,5075,4910,5075,64130,61814.0,6090056.0
2017-06-22,5000,5225,5000,5150,46853,62728.0,6090056.0
2017-06-23,5250,5925,5200,5800,593015,70645.0,6090056.0
2017-06-26,5875,6025,5425,5550,253110,67600.0,6090056.0
2017-06-27,5500,5600,5225,5450,163412,66382.0,6090056.0
