게임빌(063080),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-02-23,33000,33150,32050,32050,82602,176411.0,5504255.0
2010-02-24,31900,32400,31050,32300,87944,177787.0,5504255.0
2010-02-25,32550,32650,31100,31150,131185,171458.0,5504255.0
2010-02-26,31350,31650,30950,30950,55114,170419.0,5506255.0
2010-03-02,31300,32550,31150,32250,107043,177577.0,5506255.0
2010-03-03,32300,32850,31850,32550,75593,179229.0,5506255.0
2010-03-04,32700,32800,31600,31600,101145,173998.0,5506255.0
2010-03-05,31850,31900,31450,31850,62559,175374.0,5506255.0
2010-03-08,32400,32650,32050,32450,72155,178678.0,5506255.0
2010-03-09,32650,32650,31750,31850,55193,175374.0,5506255.0
2010-03-10,32300,32500,31750,32500,82586,178953.0,5506255.0
2010-03-11,32700,33550,32400,33550,153839,184735.0,5506255.0
2010-03-12,34050,35100,33450,34700,176472,191067.0,5506255.0
2010-03-15,34750,35000,34150,34550,90327,190241.0,5506255.0
2010-03-16,34750,35950,34750,35050,143716,192994.0,5506255.0
2010-03-17,35100,35500,34200,34800,122751,191618.0,5506255.0
2010-03-18,34900,35900,34900,35200,99244,193820.0,5506255.0
2010-03-19,35750,35800,34850,35400,93889,194921.0,5506255.0
2010-03-22,35200,35400,34500,34600,87711,190516.0,5506255.0
2010-03-23,35200,35200,33900,33900,88798,186662.0,5506255.0
2010-03-24,34400,34400,32600,33100,112222,182257.0,5506255.0
2010-03-25,33550,33850,32700,32700,99244,180055.0,5506255.0
2010-03-26,32700,33400,32700,33100,76421,182257.0,5506255.0
2010-03-29,32950,33150,32300,32350,69378,178127.0,5506255.0
2010-03-30,32550,32950,31200,31350,95596,172621.0,5506255.0
2010-03-31,31750,33050,31000,32950,154140,181431.0,5506255.0
2010-04-01,33400,35850,33400,34000,341096,187213.0,5506255.0
2010-04-02,34100,34750,32900,33000,102007,181706.0,5506255.0
2010-04-05,33600,34400,31700,33000,120237,181706.0,5506255.0
2010-04-06,32600,33000,31750,32050,94282,176475.0,5506255.0
2010-04-07,32000,32400,31700,31900,46509,175650.0,5506255.0
2010-04-08,31800,32450,31400,31700,76071,174548.0,5506255.0
2010-04-09,31700,32200,31400,31600,55522,173998.0,5506255.0
2010-04-12,31600,31600,31100,31500,68809,173447.0,5506255.0
2010-04-13,31400,32250,31150,31700,68523,174548.0,5506255.0
2010-04-14,32000,32200,31500,31600,67251,174408.0,5519255.0
2010-04-15,31700,31800,30800,31000,83312,171097.0,5519255.0
2010-04-16,30900,31200,29600,30000,145963,165578.0,5519255.0
2010-04-19,29500,29800,28800,28950,92698,159782.0,5519255.0
2010-04-20,29500,30200,29050,30200,67534,166682.0,5519255.0
2010-04-21,30300,31000,29750,31000,69197,171097.0,5519255.0
2010-04-22,31200,31700,30700,31300,86186,172753.0,5519255.0
2010-04-23,31300,31850,30950,31850,66715,175788.0,5519255.0
2010-04-26,32150,32700,31850,32700,110818,180480.0,5519255.0
2010-04-27,32700,33450,32250,33450,115551,184619.0,5519255.0
2010-04-28,32500,35450,32500,34800,293711,192070.0,5519255.0
2010-04-29,35500,36800,35000,35500,292077,195934.0,5519255.0
2010-04-30,36050,36200,34800,35450,153707,195658.0,5519255.0
2010-05-03,35400,35450,33550,33700,125600,185999.0,5519255.0
2010-05-04,33800,34900,33100,34200,101798,188759.0,5519255.0
2010-05-06,33250,35300,32850,34000,107459,187655.0,5519255.0
2010-05-07,33500,36400,32950,35900,183755,198141.0,5519255.0
2010-05-10,36400,36500,35200,35650,153391,196761.0,5519255.0
2010-05-11,35800,35850,34100,34200,133484,188759.0,5519255.0
2010-05-12,34700,34900,33300,33600,103277,185447.0,5519255.0
2010-05-13,34000,35000,33900,34150,123629,188483.0,5519255.0
2010-05-14,33850,34150,33200,33350,131319,184067.0,5519255.0
2010-05-17,33000,33000,30600,30600,144536,168889.0,5519255.0
2010-05-18,30750,31700,29650,29700,121855,163922.0,5519255.0
2010-05-19,29700,31250,29500,31000,92305,171097.0,5519255.0
2010-05-20,30750,31300,28050,29100,80186,160610.0,5519255.0
2010-05-24,29100,29200,27500,28800,86078,158955.0,5519255.0
2010-05-25,28100,29300,25900,28750,139767,158679.0,5519255.0
2010-05-26,28400,29850,28400,29400,81819,162266.0,5519255.0
2010-05-27,29050,30300,28550,29800,59732,164474.0,5519255.0
2010-05-28,30800,30800,29750,29750,50642,164198.0,5519255.0
2010-05-31,30100,30150,29550,30100,46426,166130.0,5519255.0
2010-06-01,30250,30400,29050,29350,80310,161990.0,5519255.0
2010-06-03,29650,30350,29250,30100,107842,166130.0,5519255.0
2010-06-04,30100,30650,29350,30400,73642,167785.0,5519255.0
2010-06-07,29200,30750,28600,30750,71374,169717.0,5519255.0
2010-06-08,30500,31950,30300,31700,86024,174960.0,5519255.0
2010-06-09,32100,32150,30800,31400,71762,173305.0,5519255.0
2010-06-10,31400,32050,30950,31650,51662,174684.0,5519255.0
2010-06-11,31950,32650,31200,31200,63329,172201.0,5519255.0
2010-06-14,31800,31800,30250,30500,48906,168337.0,5519255.0
2010-06-15,30700,30800,30150,30350,39507,167509.0,5519255.0
2010-06-16,30800,31050,30250,30450,40022,168061.0,5519255.0
2010-06-17,30550,30800,30400,30800,36117,169993.0,5519255.0
2010-06-18,31000,31000,30150,30150,29186,166406.0,5519255.0
2010-06-21,30200,30500,29700,29750,61561,164198.0,5519255.0
2010-06-22,29950,29950,29200,29400,43701,162266.0,5519255.0
2010-06-23,29300,29900,29000,29050,26812,160334.0,5519255.0
2010-06-24,28900,29750,28900,29550,23645,163094.0,5519255.0
2010-06-25,29700,29750,29050,29050,24658,160334.0,5519255.0
2010-06-28,29400,29550,28850,28850,38959,159231.0,5519255.0
2010-06-29,28900,29500,28900,28900,37833,159506.0,5519255.0
2010-06-30,28100,29100,28000,29000,27644,160058.0,5519255.0
2010-07-01,29450,29450,28300,28450,31059,157023.0,5519255.0
2010-07-02,28300,28750,27550,27600,62220,152331.0,5519255.0
2010-07-05,27450,27950,26800,27050,47925,149296.0,5519255.0
2010-07-06,26700,27500,26000,27350,42298,150952.0,5519255.0
2010-07-07,27150,28400,27150,27950,31787,154263.0,5519255.0
2010-07-08,28300,28300,27750,28150,28845,155367.0,5519255.0
2010-07-09,28150,28350,27750,27900,24826,153987.0,5519255.0
2010-07-12,28400,29350,28050,28700,38421,158403.0,5519255.0
2010-07-13,28700,28800,27950,28200,39301,155643.0,5519255.0
2010-07-14,28300,28950,28300,28750,41816,158679.0,5519255.0
2010-07-15,28700,29200,28400,28750,24006,158679.0,5519255.0
2010-07-16,28700,29100,28000,28100,22616,155091.0,5519255.0
2010-07-19,27500,28000,27200,27300,30555,150676.0,5519255.0
2010-07-20,27350,27750,26800,27000,43655,149020.0,5519255.0
2010-07-21,27200,27400,26800,27200,25697,150124.0,5519255.0
2010-07-22,27350,27350,26100,26100,53423,144053.0,5519255.0
2010-07-23,26250,26650,25600,26600,38828,146812.0,5519255.0
2010-07-26,26700,28550,26700,27500,58191,151780.0,5519255.0
2010-07-27,26800,27450,26400,26400,70470,145708.0,5519255.0
2010-07-28,27000,27000,26350,26400,23547,145708.0,5519255.0
2010-07-29,26100,26650,25500,25600,46398,141293.0,5519255.0
2010-07-30,25600,26000,24600,24800,67516,136878.0,5519255.0
2010-08-02,25500,25600,24050,24700,67822,136326.0,5519255.0
2010-08-03,24750,25400,24600,25250,45993,139361.0,5519255.0
2010-08-04,25500,26550,25250,26350,56282,145432.0,5519255.0
2010-08-05,26400,26850,26200,26300,30025,145156.0,5519255.0
2010-08-06,26150,26550,25650,26500,24405,146260.0,5519255.0
2010-08-09,26500,28650,26200,28050,94527,154815.0,5519255.0
2010-08-10,28600,28600,27700,28000,45010,154539.0,5519255.0
2010-08-11,28500,28500,27550,27900,33686,153987.0,5519255.0
2010-08-12,27500,28500,27150,28000,35227,154539.0,5519255.0
2010-08-13,28100,29600,28100,29300,75800,161714.0,5519255.0
2010-08-16,29200,29500,28700,29350,30678,161990.0,5519255.0
2010-08-17,29600,29600,28750,28900,37996,159506.0,5519255.0
2010-08-18,29000,29300,28850,28950,20448,159782.0,5519255.0
2010-08-19,28950,29000,28150,28950,39490,159782.0,5519255.0
2010-08-20,28500,28850,28250,28750,31399,158679.0,5519255.0
2010-08-23,28600,28750,27300,27500,51700,151780.0,5519255.0
2010-08-24,27350,27800,26250,26400,58511,145708.0,5519255.0
2010-08-25,26050,26900,25650,26400,43578,145708.0,5519255.0
2010-08-26,26700,27200,26400,26600,17468,146812.0,5519255.0
2010-08-27,26000,27400,26000,27050,18535,149296.0,5519255.0
2010-08-30,27150,27850,27050,27750,22990,153159.0,5519255.0
2010-08-31,26800,27650,26800,27450,19718,151504.0,5519255.0
2010-09-01,27150,27950,27150,27300,16231,150676.0,5519255.0
2010-09-02,27500,28300,27300,27950,26676,154263.0,5519255.0
2010-09-03,28000,29450,28000,28900,77031,159506.0,5519255.0
2010-09-06,29350,31350,29250,31100,177358,171649.0,5519255.0
2010-09-07,31400,31800,30600,30800,91307,169993.0,5519255.0
2010-09-08,30750,31400,30100,31400,95652,173305.0,5519255.0
2010-09-09,32000,32400,31550,32400,153124,178824.0,5519255.0
2010-09-10,32350,33050,31750,32450,108228,179100.0,5519255.0
2010-09-13,32450,32650,31450,31800,89271,175512.0,5519255.0
2010-09-14,31950,31950,30500,30850,97796,170269.0,5519255.0
2010-09-15,30900,32400,30400,32350,70176,178548.0,5519255.0
2010-09-16,32650,32900,31700,32400,64253,178824.0,5519255.0
2010-09-17,32000,32400,31750,32150,46254,177444.0,5519255.0
2010-09-20,32150,33500,32150,32400,83850,178824.0,5519255.0
2010-09-24,32500,32500,32000,32400,24350,178824.0,5519255.0
2010-09-27,32400,32600,31900,32300,59069,178272.0,5519255.0
2010-09-28,32000,32350,31100,31700,86487,174960.0,5519255.0
2010-09-29,31700,32350,31150,32100,52534,177168.0,5519255.0
2010-09-30,32100,33250,31700,33100,94267,182687.0,5519255.0
2010-10-01,33300,35350,32600,35000,177460,193174.0,5519255.0
2010-10-04,35200,35550,34650,35000,112615,193174.0,5519255.0
2010-10-05,34950,35250,34300,34500,40650,190414.0,5519255.0
2010-10-06,35000,35300,34600,34800,35231,192070.0,5519255.0
2010-10-07,35000,35000,33450,34050,84100,187931.0,5519255.0
2010-10-08,33800,35000,33250,34100,47659,188207.0,5519255.0
2010-10-11,34800,34800,33000,33450,51316,184619.0,5519255.0
2010-10-12,33450,33450,32050,32150,67906,177444.0,5519255.0
2010-10-13,32300,34250,31600,33700,82346,185999.0,5519255.0
2010-10-14,34200,34200,33200,33300,22147,183791.0,5519255.0
2010-10-15,33500,33950,32750,32750,35051,180756.0,5519255.0
2010-10-18,33000,33850,32900,33500,40597,184895.0,5519255.0
2010-10-19,33600,35050,33550,34900,109368,192622.0,5519255.0
2010-10-20,34700,34800,33950,34700,47244,191518.0,5519255.0
2010-10-21,34500,35450,34000,35000,72013,193174.0,5519255.0
2010-10-22,34800,35100,34100,34300,25386,189310.0,5519255.0
2010-10-25,34350,34350,33250,33500,56826,184895.0,5519255.0
2010-10-26,32950,33650,32350,32400,81795,178824.0,5519255.0
2010-10-27,32600,33650,32600,33400,53966,184343.0,5519255.0
2010-10-28,33450,33600,32950,33600,45304,185447.0,5519255.0
2010-10-29,34000,34000,33000,33300,43955,183791.0,5519255.0
2010-11-01,33350,33350,32400,32550,45034,179652.0,5519255.0
2010-11-02,32550,32750,31400,31700,73462,174960.0,5519255.0
2010-11-03,32500,32950,31800,32800,68552,181032.0,5519255.0
2010-11-04,32800,33100,31900,32000,61281,176616.0,5519255.0
2010-11-05,32300,33100,31350,31400,67648,173305.0,5519255.0
2010-11-08,31750,32050,31000,31650,40291,174684.0,5519255.0
2010-11-09,31650,33150,31350,32350,52293,178548.0,5519255.0
2010-11-10,32650,32750,31650,31700,26779,174960.0,5519255.0
2010-11-11,31550,31900,31250,31400,29285,173305.0,5519255.0
2010-11-12,31450,31600,29000,29850,75592,164750.0,5519255.0
2010-11-15,29350,30000,28050,28550,93623,157575.0,5519255.0
2010-11-16,28200,29100,28200,28300,41101,156195.0,5519255.0
2010-11-17,28100,28500,27800,27950,37978,154263.0,5519255.0
2010-11-18,28300,31000,28300,29750,115853,164198.0,5519255.0
2010-11-19,30700,30850,29850,30100,56018,166130.0,5519255.0
2010-11-22,30650,30650,29200,29350,37464,161990.0,5519255.0
2010-11-23,29250,29650,28500,28600,26712,157851.0,5519255.0
2010-11-24,26500,28000,26500,27700,62013,152883.0,5519255.0
2010-11-25,28050,29250,28000,29000,42422,160058.0,5519255.0
2010-11-26,29300,29300,27600,28200,29406,155643.0,5519255.0
2010-11-29,27600,28450,27300,28000,46047,154539.0,5519255.0
2010-11-30,28150,28250,27500,27900,50625,153987.0,5519255.0
2010-12-01,27950,28200,27450,27750,23310,153159.0,5519255.0
2010-12-02,27900,28500,27900,28000,26150,154539.0,5519255.0
2010-12-03,28200,28700,27950,28050,21601,154815.0,5519255.0
2010-12-06,28400,28650,27800,28200,28577,155643.0,5519255.0
2010-12-07,28200,28500,27350,27850,42783,153711.0,5519255.0
2010-12-08,28000,29950,28000,28900,150783,159506.0,5519255.0
2010-12-09,29400,29650,28750,29300,51268,161714.0,5519255.0
2010-12-10,29400,29500,28800,29300,35545,161714.0,5519255.0
2010-12-13,29900,30700,29600,29850,94837,164750.0,5519255.0
2010-12-14,30000,30050,28950,29000,54865,160058.0,5519255.0
2010-12-15,28950,29450,28650,29450,43177,162542.0,5519255.0
2010-12-16,29400,29600,28850,29000,20509,160058.0,5519255.0
2010-12-17,29000,29250,28600,28600,24622,157851.0,5519255.0
2010-12-20,28400,28400,27600,28200,37746,155643.0,5519255.0
2010-12-21,28600,28700,28000,28400,45979,156747.0,5519255.0
2010-12-22,28400,28800,28000,28000,24660,154539.0,5519255.0
2010-12-23,28500,28500,27350,27450,48137,151504.0,5519255.0
2010-12-24,27300,27600,26000,26200,117954,144604.0,5519255.0
2010-12-27,26200,27300,26150,27100,71831,149572.0,5519255.0
2010-12-28,27000,27400,26850,26850,42669,148192.0,5519255.0
2010-12-29,26800,27750,26800,27250,43091,150400.0,5519255.0
2010-12-30,27250,27600,27100,27350,20237,150952.0,5519255.0
2011-01-03,27550,27850,27450,27550,19757,152055.0,5519255.0
2011-01-04,27600,27850,27300,27650,25253,152607.0,5519255.0
2011-01-05,27600,27950,27150,27550,51447,152055.0,5519255.0
2011-01-06,27700,28650,27550,28100,90420,155091.0,5519255.0
2011-01-07,27800,28400,27500,28000,35950,154539.0,5519255.0
2011-01-10,28350,28450,27600,28100,28828,155091.0,5519255.0
2011-01-11,27700,28400,27600,27950,24487,154263.0,5519255.0
2011-01-12,28100,28850,27700,28000,66317,154539.0,5519255.0
2011-01-13,28350,28350,27550,27850,44750,153711.0,5519255.0
2011-01-14,27650,28350,27650,28200,74269,155643.0,5519255.0
2011-01-17,28750,28750,27500,27500,49729,151780.0,5519255.0
2011-01-18,27350,28000,27300,27300,46029,150676.0,5519255.0
2011-01-19,27800,27800,27350,27350,19728,150952.0,5519255.0
2011-01-20,27700,27700,26850,26950,38806,148744.0,5519255.0
2011-01-21,27000,27000,26150,26900,38181,148468.0,5519255.0
2011-01-24,26500,27050,26300,27050,39437,149296.0,5519255.0
2011-01-25,27350,27350,26550,26550,17998,146536.0,5519255.0
2011-01-26,26550,26800,26150,26250,27760,144880.0,5519255.0
2011-01-27,26250,26600,25650,25850,45963,142673.0,5519255.0
2011-01-28,25850,26000,25350,25600,36622,141293.0,5519255.0
2011-01-31,25550,26600,25200,26250,29811,144880.0,5519255.0
2011-02-01,26150,26500,25850,26250,16532,144880.0,5519255.0
2011-02-07,26250,26500,26000,26500,24179,146260.0,5519255.0
2011-02-08,26550,26950,26250,26550,14020,146536.0,5519255.0
2011-02-09,26900,27150,26500,26650,34814,147088.0,5519255.0
2011-02-10,26800,27200,26700,27050,32535,149296.0,5519255.0
2011-02-11,27100,27250,26500,26950,32590,148744.0,5519255.0
2011-02-14,26750,27100,26100,26100,49656,144053.0,5519255.0
2011-02-15,26000,26300,25150,25200,36332,139085.0,5519255.0
2011-02-16,25050,25400,24450,25200,53910,139085.0,5519255.0
2011-02-17,25300,25350,24350,24750,19015,136602.0,5519255.0
2011-02-18,24900,25950,24600,25950,24368,143225.0,5519255.0
2011-02-21,26200,26800,26000,26550,27312,146536.0,5519255.0
2011-02-22,26500,26550,25600,25900,25289,142949.0,5519255.0
2011-02-23,25750,26200,25500,25550,13867,141017.0,5519255.0
2011-02-24,25100,25100,24250,24400,42637,134670.0,5519255.0
2011-02-25,24250,24650,21900,23900,140990,131973.0,5521884.0
2011-02-28,23300,23300,22100,22350,67690,123414.0,5521884.0
2011-03-02,22200,22350,21600,22050,46459,121758.0,5521884.0
2011-03-03,22050,22750,22050,22250,33573,122862.0,5521884.0
2011-03-04,22350,23200,22350,22800,50496,125899.0,5521884.0
2011-03-07,23200,23450,22800,23050,41701,127279.0,5521884.0
2011-03-08,23050,23700,22900,23200,29409,128108.0,5521884.0
2011-03-09,23450,25650,23350,24950,142770,137771.0,5521884.0
2011-03-10,26550,28650,26500,26950,354941,148815.0,5521884.0
2011-03-11,26600,26600,25400,26500,101841,146330.0,5521884.0
2011-03-14,25500,26000,24150,24500,91049,135286.0,5521884.0
2011-03-15,24500,24950,22600,23300,89633,128660.0,5521884.0
2011-03-16,23300,24000,23050,23700,54699,130869.0,5521884.0
2011-03-17,22650,23450,22650,23150,29010,127832.0,5521884.0
2011-03-18,23450,23800,22950,23400,41690,129212.0,5521884.0
2011-03-21,23750,24000,23350,23950,43229,132249.0,5521884.0
2011-03-22,24000,24050,23500,23850,37535,131697.0,5521884.0
2011-03-23,23700,24700,23700,24500,36605,135286.0,5521884.0
2011-03-24,24850,25500,24350,25150,31701,138875.0,5521884.0
2011-03-25,25650,25650,24600,24700,23820,136391.0,5521884.0
2011-03-28,24900,25400,24700,25150,25267,138875.0,5521884.0
2011-03-29,24750,25200,24600,24600,23523,135838.0,5521884.0
2011-03-30,24900,26600,24450,25950,55402,143293.0,5521884.0
2011-03-31,25750,26700,25600,26500,44693,146330.0,5521884.0
2011-04-01,26700,26850,26250,26550,37663,146606.0,5521884.0
2011-04-04,26550,28250,26550,28100,112578,155165.0,5521884.0
