한화수성스팩(265920),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-03-13,2011,2016,1991,1992,15243,9102.0,4440000.0
2019-03-14,2016,2016,1996,2016,102,9213.0,4440000.0
2019-03-15,2021,2021,1991,2021,8099,9235.0,4440000.0
2019-03-18,2021,2021,2016,2021,2302,9235.0,4440000.0
2019-03-19,2021,2025,2016,2026,3289,9257.0,4440000.0
2019-03-20,2025,2025,2025,2026,1,9257.0,4440000.0
2019-03-21,2025,2030,2021,2026,1203,9257.0,4440000.0
2019-03-22,1987,2021,1987,2021,603,9235.0,4440000.0
2019-03-25,1987,2021,1987,1992,5006,9102.0,4440000.0
2019-03-26,2025,2025,1991,2026,102,9257.0,4440000.0
2019-03-27,1987,2021,1987,2021,3170,9235.0,4440000.0
2019-03-28,2025,2025,1991,2021,2999,9235.0,4440000.0
2019-03-29,2030,2030,2016,2016,701,9213.0,4440000.0
2019-04-01,2025,2025,2006,2021,497,9235.0,4440000.0
2019-04-02,2025,2025,2016,2016,4622,9213.0,4440000.0
2019-04-03,2016,2025,2006,2016,8672,9213.0,4440000.0
2019-04-04,2011,2025,1991,1992,12552,9102.0,4440000.0
2019-04-05,2006,2021,2006,2021,1163,9235.0,4440000.0
2019-04-08,2021,2025,2016,2016,2274,9213.0,4440000.0
2019-04-09,2006,2025,2006,2016,90,9213.0,4440000.0
2019-04-10,2025,2025,2011,2026,2002,9257.0,4440000.0
2019-04-11,2030,2030,2021,2026,242,9257.0,4440000.0
2019-04-12,2025,2030,2021,2031,2231,9280.0,4440000.0
2019-04-15,2030,2074,2030,2050,1655,9368.0,4440000.0
2019-04-16,2050,2060,2021,2050,835,9368.0,4440000.0
2019-04-17,2030,2079,2016,2055,4214,9391.0,4440000.0
2019-04-18,2060,2060,2021,2060,608,9413.0,4440000.0
2019-04-19,2025,2055,2016,2055,1988,9391.0,4440000.0
2019-04-22,2016,2055,2011,2041,40722,9324.0,4440000.0
2019-04-23,2045,2050,2011,2050,3588,9368.0,4440000.0
2019-04-24,2055,2055,2016,2050,1214,9368.0,4440000.0
2019-04-25,2021,2060,2021,2055,1708,9391.0,4440000.0
2019-04-26,2025,2055,2021,2055,1604,9391.0,4440000.0
2019-04-29,2035,2050,2021,2045,3359,9346.0,4440000.0
2019-04-30,2040,2055,2025,2041,5654,9324.0,4440000.0
2019-05-02,2050,2060,2001,2031,20039,9280.0,4440000.0
2019-05-03,2030,2060,2016,2031,11600,9280.0,4440000.0
2019-05-07,2030,2040,2016,2031,4100,9280.0,4440000.0
2019-05-08,2069,2069,2025,2041,1494,9324.0,4440000.0
2019-05-09,2030,2055,2030,2041,1126,9324.0,4440000.0
2019-05-10,2064,2064,2035,2045,204,9346.0,4440000.0
2019-05-13,2060,2531,2050,2201,5311271,10057.0,4440000.0
2019-05-14,2341,2856,2035,2055,11560993,9391.0,4440000.0
2019-05-15,2060,2166,2006,2016,2009409,9213.0,4440000.0
2019-05-16,2045,2108,2021,2036,1397426,9302.0,4440000.0
2019-05-17,2103,2128,2030,2041,679437,9324.0,4440000.0
2019-05-20,2035,2055,2016,2036,432383,9302.0,4440000.0
2019-05-21,2030,2278,2016,2060,3386218,9413.0,4440000.0
2019-05-22,2060,2069,2021,2021,765242,9235.0,4440000.0
2019-05-23,2035,2055,2021,2026,260494,9257.0,4440000.0
2019-05-24,2025,2040,2021,2031,159959,9280.0,4440000.0
2019-05-27,2040,2045,2021,2031,169280,9280.0,4440000.0
2019-05-28,2030,2040,2021,2026,98101,9257.0,4440000.0
2019-05-29,2035,2040,2021,2021,132537,9235.0,4440000.0
2019-05-30,2030,2035,2016,2031,160546,9280.0,4440000.0
2019-05-31,2040,2045,2021,2021,89253,9235.0,4440000.0
2019-06-03,2025,2084,2016,2045,227723,9346.0,4440000.0
2019-06-04,2079,2089,2030,2031,211919,9280.0,4440000.0
2019-06-05,2030,2045,2025,2031,72379,9280.0,4440000.0
2019-06-07,2030,2045,2030,2036,60589,9302.0,4440000.0
2019-06-10,2040,2060,2030,2045,90483,9346.0,4440000.0
2019-06-11,2045,2060,2035,2050,98649,9368.0,4440000.0
2019-06-12,2040,2060,2040,2055,35130,9391.0,4440000.0
2019-06-13,2045,2055,2040,2041,46747,9324.0,4440000.0
2019-06-14,2050,2055,2035,2050,109668,9368.0,4440000.0
2019-06-17,2060,2069,2040,2045,77669,9346.0,4440000.0
2019-06-18,2045,2064,2045,2055,72074,9391.0,4440000.0
2019-06-19,2055,2060,2045,2060,92130,9413.0,4440000.0
2019-06-20,2060,2069,2050,2070,49671,9457.0,4440000.0
2019-06-21,2064,2074,2055,2060,37903,9413.0,4440000.0
2019-06-24,2060,2069,2050,2055,54350,9391.0,4440000.0
2019-06-25,2055,2064,2050,2055,68938,9391.0,4440000.0
2019-06-26,2055,2074,2050,2060,44182,9413.0,4440000.0
2019-06-27,2055,2069,2055,2060,39287,9413.0,4440000.0
2019-06-28,2055,2064,2050,2060,34784,9413.0,4440000.0
2019-07-01,2064,2069,2055,2060,42712,9413.0,4440000.0
2019-07-02,2060,2069,2055,2065,25424,9435.0,4440000.0
2019-07-03,2055,2064,2050,2060,16149,9413.0,4440000.0
2019-07-04,0,0,0,2060,0,9413.0,4440000.0
2019-07-05,0,0,0,2060,0,,
2019-07-08,0,0,0,2060,0,,
2019-07-09,0,0,0,2060,0,,
2019-07-10,0,0,0,2060,0,,
2019-07-11,0,0,0,2060,0,,
2019-07-12,0,0,0,2060,0,,
2019-07-15,0,0,0,2060,0,,
2019-07-16,0,0,0,2060,0,,
2019-07-17,0,0,0,2060,0,,
2019-07-18,0,0,0,2060,0,,
2019-07-19,0,0,0,2060,0,,
2019-07-22,0,0,0,2060,0,,
2019-07-23,0,0,0,2060,0,,
2019-07-24,0,0,0,2060,0,,
2019-07-25,0,0,0,2060,0,,
2019-07-26,0,0,0,2060,0,,
2019-07-29,0,0,0,2060,0,,
2019-07-30,0,0,0,2060,0,,
2019-07-31,0,0,0,2060,0,,
2019-08-01,0,0,0,2060,0,,
2019-08-02,0,0,0,2060,0,,
2019-08-05,0,0,0,2060,0,,
2019-08-06,0,0,0,2060,0,,
2019-08-07,0,0,0,2060,0,,
2019-08-08,0,0,0,2060,0,,
2019-08-09,0,0,0,2060,0,,
2019-08-12,0,0,0,2060,0,,
2019-08-13,0,0,0,2060,0,,
2019-08-14,0,0,0,2060,0,,
2019-08-16,0,0,0,2060,0,,
2019-08-19,0,0,0,2060,0,,
2019-08-20,0,0,0,2060,0,,
2019-08-21,0,0,0,2060,0,,
2019-08-22,0,0,0,2060,0,,
2019-08-23,0,0,0,2060,0,,
2019-08-26,0,0,0,2060,0,,
2019-08-27,0,0,0,2060,0,,
2019-08-28,0,0,0,2060,0,,
2019-08-29,0,0,0,2060,0,,
2019-08-30,0,0,0,2060,0,,
2019-09-02,0,0,0,2060,0,,
2019-09-03,0,0,0,2060,0,,
2019-09-04,0,0,0,2060,0,,
2019-09-05,0,0,0,2060,0,,
2019-09-06,0,0,0,2060,0,,
2019-09-09,2060,2060,2045,2055,476585,9124.0,4440000.0
2019-09-10,2050,2060,2045,2050,78247,9102.0,4440000.0
2019-09-11,2060,2060,2050,2055,35354,9124.0,4440000.0
2019-09-16,2050,2060,2050,2055,84425,9124.0,4440000.0
2019-09-17,2050,2055,2050,2050,38722,9102.0,4440000.0
2019-09-18,2050,2055,2045,2050,20848,9102.0,4440000.0
2019-09-19,2055,2055,2045,2055,33243,9124.0,4440000.0
2019-09-20,2050,2055,2045,2050,36395,9102.0,4440000.0
2019-09-23,2055,2055,2045,2045,23438,9080.0,4440000.0
2019-09-24,2050,2055,2050,2050,29912,9102.0,4440000.0
2019-09-25,2055,2060,2055,2060,15238,9146.0,4440000.0
2019-09-26,2060,2060,2050,2050,17528,9102.0,4440000.0
2019-09-27,2060,2060,2050,2055,16541,9124.0,4440000.0
2019-09-30,2050,2055,2050,2055,30270,9124.0,4440000.0
2019-10-01,2050,2055,2050,2050,12145,9102.0,4440000.0
2019-10-02,2050,2055,2050,2050,6436,9102.0,4440000.0
2019-10-04,2055,2055,2045,2050,73971,9102.0,4440000.0
2019-10-07,2055,2055,2045,2045,48800,9080.0,4440000.0
