에이디테크놀로지(200710),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-05-24,9850,9850,9550,9850,74621,91066.0,9245328.0
2018-05-25,9700,9700,9500,9600,79241,88755.0,9245328.0
2018-05-28,9610,9680,8950,9140,176626,84502.0,9245328.0
2018-05-29,9100,9150,8830,8980,120520,83023.0,9245328.0
2018-05-30,8980,9090,8800,9030,55836,83485.0,9245328.0
2018-05-31,9040,9140,8870,8870,46527,82006.0,9245328.0
2018-06-01,9000,9050,8840,8870,46059,82006.0,9245328.0
2018-06-04,8880,9090,8880,8960,31579,82838.0,9245328.0
2018-06-05,8980,9180,8880,8980,45941,83023.0,9245328.0
2018-06-07,8990,9080,8870,8940,26542,82653.0,9245328.0
2018-06-08,8940,9030,8830,8830,36457,81636.0,9245328.0
2018-06-11,8830,8980,8470,8540,107094,78955.0,9245328.0
2018-06-12,8540,8710,8450,8650,26479,79972.0,9245328.0
2018-06-14,8620,8900,8620,8770,40496,81082.0,9245328.0
2018-06-15,8950,8950,8500,8680,44147,80249.0,9245328.0
2018-06-18,8680,8680,8460,8480,89469,78400.0,9245328.0
2018-06-19,8650,8650,7940,8190,105054,75719.0,9245328.0
2018-06-20,8180,8490,8000,8490,45150,78493.0,9245328.0
2018-06-21,8300,8720,8250,8390,35002,77568.0,9245328.0
2018-06-22,8360,8490,8150,8360,37759,77291.0,9245328.0
2018-06-25,8360,8400,8260,8360,12982,77291.0,9245328.0
2018-06-26,8300,8450,8100,8370,28660,77383.0,9245328.0
2018-06-27,8320,8420,8220,8340,22572,77106.0,9245328.0
2018-06-28,8300,8450,8190,8340,23204,77106.0,9245328.0
2018-06-29,8300,8500,8090,8250,27164,76274.0,9245328.0
2018-07-02,8150,8320,7880,8100,45599,74887.0,9245328.0
2018-07-03,8120,8330,7690,8070,54883,74610.0,9245328.0
2018-07-04,8200,8200,7860,8120,20607,75072.0,9245328.0
2018-07-05,8120,8150,7950,8090,23037,74795.0,9245328.0
2018-07-06,7970,8170,7960,8090,29234,74795.0,9245328.0
2018-07-09,7940,8230,7940,8150,10576,75349.0,9245328.0
2018-07-10,8100,8290,8020,8150,44017,75349.0,9245328.0
2018-07-11,8110,8180,7910,8140,34957,75257.0,9245328.0
2018-07-12,8130,8500,8100,8420,41569,77846.0,9245328.0
2018-07-13,8330,9090,8330,9030,177798,83485.0,9245328.0
2018-07-16,9050,9110,8910,9020,45153,83393.0,9245328.0
2018-07-17,9050,9350,8950,9200,90956,85057.0,9245328.0
2018-07-18,9350,9350,9050,9200,52307,85057.0,9245328.0
2018-07-19,9170,9420,9130,9370,76347,86629.0,9245328.0
2018-07-20,9330,9750,9300,9600,116617,88755.0,9245328.0
2018-07-23,9550,9600,9210,9290,70088,85889.0,9245328.0
2018-07-24,9290,9600,8990,9600,98125,88755.0,9245328.0
2018-07-25,9600,9690,9410,9510,61897,87923.0,9245328.0
2018-07-26,9450,9630,9400,9440,39828,87276.0,9245328.0
2018-07-27,9450,9890,9430,9750,283015,90142.0,9245328.0
2018-07-30,11550,12650,10950,12650,4374283,116953.0,9245328.0
2018-07-31,12650,13000,12150,12700,2321575,117416.0,9245328.0
2018-08-01,12600,13050,12400,12850,1388004,118802.0,9245328.0
2018-08-02,13200,13350,12250,12850,957530,118802.0,9245328.0
2018-08-03,12800,13300,12500,13150,819880,121576.0,9245328.0
2018-08-06,13000,13250,12350,12550,535355,116029.0,9245328.0
2018-08-07,12550,12850,12350,12500,332620,115567.0,9245328.0
2018-08-08,12650,12850,12200,12350,369827,114180.0,9245328.0
2018-08-09,12300,12450,12100,12250,287914,113255.0,9245328.0
2018-08-10,12450,12850,11500,11800,984021,109095.0,9245328.0
2018-08-13,11600,11800,11100,11350,497670,104934.0,9245328.0
2018-08-14,11500,11800,11350,11700,349350,108170.0,9245328.0
2018-08-16,11400,11500,10750,11100,476186,102623.0,9245328.0
2018-08-17,11200,11900,11150,11750,348412,108633.0,9245328.0
2018-08-20,11850,11900,11500,11500,168479,106321.0,9245328.0
2018-08-21,11500,11850,11400,11850,161183,109557.0,9245328.0
2018-08-22,11850,11900,11600,11850,119105,109557.0,9245328.0
2018-08-23,11850,12400,11850,11950,440572,110482.0,9245328.0
2018-08-24,11950,12200,11550,11650,305102,107708.0,9245328.0
2018-08-27,11750,11900,11200,11650,241551,107708.0,9245328.0
2018-08-28,11700,12150,11500,11950,291140,110482.0,9245328.0
2018-08-29,11950,12250,11800,11950,151884,110482.0,9245328.0
2018-08-30,11950,12100,11750,11750,87609,108633.0,9245328.0
2018-08-31,11700,12250,11600,11750,306803,108633.0,9245328.0
2018-09-03,11800,12200,11650,12150,185347,112331.0,9245328.0
2018-09-04,12200,13150,12050,13150,812425,121576.0,9245328.0
2018-09-05,13250,14250,13000,14100,875603,130359.0,9245328.0
2018-09-06,14300,14750,13900,14500,460113,134057.0,9245328.0
2018-09-07,14200,14450,13600,14200,396847,131284.0,9245328.0
2018-09-10,13950,14150,13800,13950,134963,128972.0,9245328.0
2018-09-11,13950,13950,13350,13500,273630,124812.0,9245328.0
2018-09-12,13600,13650,13100,13400,192743,123887.0,9245328.0
2018-09-13,13400,13400,13000,13000,112758,120189.0,9245328.0
2018-09-14,13200,13700,13100,13350,372109,123425.0,9245328.0
2018-09-17,13250,13250,12500,12700,264973,117416.0,9245328.0
2018-09-18,12500,12700,12150,12450,193648,115104.0,9245328.0
2018-09-19,12450,12550,12000,12100,164207,111868.0,9245328.0
2018-09-20,12100,12200,11500,11600,217470,107246.0,9245328.0
2018-09-21,11750,12200,11550,12000,157345,110944.0,9245328.0
2018-09-27,12050,12200,11750,11900,80064,110019.0,9245328.0
2018-09-28,11850,11900,11300,11350,186530,104934.0,9245328.0
2018-10-01,11350,11450,11200,11450,49497,105859.0,9245328.0
2018-10-02,11350,11500,11000,11100,125977,102623.0,9245328.0
2018-10-04,11100,11300,10650,10650,124138,98463.0,9245328.0
2018-10-05,10650,11500,10500,10550,147057,97538.0,9245328.0
2018-10-08,10500,10950,10450,10750,52126,99387.0,9245328.0
2018-10-10,10800,11000,10200,10550,196148,97538.0,9245328.0
2018-10-11,10300,10550,9410,9720,382091,89865.0,9245328.0
2018-10-12,9720,10200,9720,10200,132433,94302.0,9245328.0
2018-10-15,10200,10300,9750,9900,93147,91529.0,9245328.0
2018-10-16,10100,10600,9900,10350,118913,95689.0,9245328.0
2018-10-17,10600,10650,10200,10450,74911,96692.0,9252779.0
2018-10-18,10350,10500,10100,10250,54379,94841.0,9252779.0
2018-10-19,10050,10200,9870,10050,72048,92990.0,9252779.0
2018-10-22,10050,10750,10050,10500,161328,97154.0,9252779.0
2018-10-23,10500,10600,9870,9980,182975,92343.0,9252779.0
2018-10-24,10100,10400,9890,9950,126632,92065.0,9252779.0
2018-10-25,9670,10000,9570,9870,162287,91325.0,9252779.0
2018-10-26,10000,10050,9600,9770,108108,90400.0,9252779.0
2018-10-29,9770,10350,9700,9700,177547,89752.0,9252779.0
2018-10-30,9500,10200,9500,10150,172192,93916.0,9252779.0
2018-10-31,10200,10300,9800,10200,104458,94378.0,9252779.0
2018-11-01,10300,10600,10000,10000,128281,92528.0,9252779.0
2018-11-02,10150,10700,10050,10700,182543,99005.0,9252779.0
2018-11-05,10600,10600,10300,10400,112267,96229.0,9252779.0
2018-11-06,10450,10500,10050,10200,93303,94378.0,9252779.0
2018-11-07,10200,10500,9920,10150,159595,93916.0,9252779.0
2018-11-08,10450,10700,10250,10650,166377,98542.0,9252779.0
2018-11-09,10600,10650,10250,10500,87219,97154.0,9252779.0
2018-11-12,10350,10750,10300,10700,159746,99005.0,9252779.0
2018-11-13,11700,12050,10900,11150,2089982,103168.0,9252779.0
2018-11-14,11050,11750,11000,11600,546714,107332.0,9252779.0
2018-11-15,11500,13850,11450,13450,1776865,124450.0,9252779.0
2018-11-16,13300,14000,13200,13650,788989,126300.0,9252779.0
2018-11-19,13850,13900,13050,13500,685969,124913.0,9252779.0
2018-11-20,13150,13650,12900,13450,393923,124450.0,9252779.0
2018-11-21,13200,13500,12900,13450,284201,124450.0,9252779.0
2018-11-22,13400,13500,12100,12500,1183625,115660.0,9252779.0
2018-11-23,12600,12800,12250,12400,488356,114734.0,9252779.0
2018-11-26,12400,13000,12350,12800,408298,118436.0,9252779.0
2018-11-27,12850,13050,12700,12850,198170,118898.0,9252779.0
2018-11-28,12700,12900,12500,12500,204600,115660.0,9252779.0
2018-11-29,12800,13050,12400,12400,279143,114734.0,9252779.0
2018-11-30,12250,12600,12150,12300,135285,113809.0,9252779.0
2018-12-03,12600,12750,12350,12650,180996,117048.0,9252779.0
2018-12-04,12650,12850,12300,12600,161443,116585.0,9252779.0
2018-12-05,12350,12600,12300,12350,103288,114272.0,9252779.0
2018-12-06,12350,12350,11100,11250,434377,104094.0,9252779.0
2018-12-07,11350,11450,10700,11100,231679,102706.0,9252779.0
2018-12-10,10950,10950,10400,10700,166105,99005.0,9252779.0
2018-12-11,10700,10850,10200,10300,388600,95304.0,9252779.0
2018-12-12,10200,10750,10200,10700,144108,99005.0,9252779.0
2018-12-13,10850,10850,10450,10700,110206,99005.0,9252779.0
2018-12-14,10750,10800,9990,10050,230548,92990.0,9252779.0
2018-12-17,9910,10150,9770,9920,132586,91788.0,9252779.0
2018-12-18,9750,9920,9750,9850,83779,91140.0,9252779.0
2018-12-19,9790,10050,9790,9940,81260,91973.0,9252779.0
2018-12-20,9850,9880,9350,9600,135075,88827.0,9252779.0
2018-12-21,9500,9820,9320,9600,85178,88827.0,9252779.0
2018-12-24,9500,9600,9410,9490,49971,87809.0,9252779.0
2018-12-26,9390,9490,9300,9440,62688,87346.0,9252779.0
2018-12-27,9540,9780,9500,9590,58630,88734.0,9252779.0
2018-12-28,9690,9900,9570,9790,50750,90585.0,9252779.0
2019-01-02,9900,10250,9860,9970,78597,92250.0,9252779.0
2019-01-03,9940,10100,9530,9690,97600,89659.0,9252779.0
2019-01-04,9600,9650,9400,9640,51234,89197.0,9252779.0
2019-01-07,9700,9850,9620,9740,57588,90122.0,9252779.0
2019-01-08,9650,9800,9590,9710,45803,89844.0,9252779.0
2019-01-09,9790,10750,9750,10400,337436,96229.0,9252779.0
2019-01-10,10500,10600,10300,10450,122038,96692.0,9252779.0
2019-01-11,10450,10700,10300,10500,91289,97154.0,9252779.0
2019-01-14,10500,10600,10150,10400,87920,96229.0,9252779.0
2019-01-15,10300,11050,10300,10900,223230,100855.0,9252779.0
2019-01-16,11600,11850,11200,11400,426136,105482.0,9252779.0
2019-01-17,11400,11600,11150,11200,99920,103631.0,9252779.0
2019-01-18,11150,11900,11050,11800,186758,109183.0,9252779.0
2019-01-21,12050,12350,11800,12300,191626,113809.0,9252779.0
2019-01-22,12300,12550,12150,12500,173182,115660.0,9252779.0
2019-01-23,12350,12750,12250,12500,136433,115660.0,9252779.0
2019-01-24,12600,12750,12300,12600,132720,116585.0,9252779.0
2019-01-25,12650,13350,12550,13100,255162,121211.0,9252779.0
2019-01-28,13250,13650,13000,13450,194956,124450.0,9252779.0
2019-01-29,13300,13700,13250,13650,152653,126300.0,9252779.0
2019-01-30,13600,13750,13450,13550,153804,125375.0,9252779.0
2019-01-31,13600,13800,12800,13300,346083,123062.0,9252779.0
2019-02-01,13800,13950,12700,13200,354590,122137.0,9252779.0
2019-02-07,13300,14100,13100,13850,334832,128151.0,9252779.0
2019-02-08,13800,14300,13750,14200,165643,131389.0,9252779.0
2019-02-11,14300,14300,13100,13650,256906,126300.0,9252779.0
2019-02-12,13500,14000,13500,13800,119176,127688.0,9252779.0
2019-02-13,13800,13950,13650,13700,67557,126763.0,9252779.0
2019-02-14,13600,13850,13550,13800,57039,127688.0,9252779.0
2019-02-15,13850,13950,13050,13450,194063,124450.0,9252779.0
2019-02-18,14150,14150,13400,13500,146789,124913.0,9252779.0
2019-02-19,13500,13800,13200,13750,63049,127226.0,9252779.0
2019-02-20,13850,15500,13550,15400,641508,142493.0,9252779.0
2019-02-21,15350,15700,14750,14750,377280,136478.0,9252779.0
2019-02-22,14750,15250,14750,15000,163858,138792.0,9252779.0
2019-02-25,15000,15400,14700,15350,143568,142030.0,9252779.0
2019-02-26,15700,16250,15450,15650,187477,144806.0,9252779.0
2019-02-27,15700,15750,15300,15450,104025,142955.0,9252779.0
2019-02-28,15450,15550,14650,14650,289207,135553.0,9252779.0
2019-03-04,14900,15400,14650,14650,120680,135553.0,9252779.0
2019-03-05,15000,15000,14250,14300,154748,132315.0,9252779.0
2019-03-06,14450,15900,14300,15800,345780,146194.0,9252779.0
2019-03-07,15700,16150,15450,15850,124282,146657.0,9252779.0
2019-03-08,15600,18000,15600,17850,650917,165162.0,9252779.0
2019-03-11,17950,19000,17600,18250,429399,168863.0,9252779.0
2019-03-12,18150,19000,18100,18400,151859,170251.0,9252779.0
2019-03-13,18300,18600,18000,18400,102052,170251.0,9252779.0
2019-03-14,18500,19600,18250,18350,198022,169788.0,9252779.0
2019-03-15,18550,18850,17800,18550,108933,171639.0,9252779.0
2019-03-18,18550,19250,18350,18700,127818,173027.0,9252779.0
2019-03-19,18700,18700,17850,18200,258766,168401.0,9252779.0
2019-03-20,18300,18750,18100,18550,138359,171639.0,9252779.0
2019-03-21,18750,19600,18050,18650,285182,172564.0,9252779.0
2019-03-22,18800,19150,18450,18950,88960,175340.0,9252779.0
2019-03-25,18400,19200,18400,18600,87970,172102.0,9252779.0
2019-03-26,19000,19200,18100,18850,101190,174415.0,9252779.0
2019-03-27,19000,20150,18700,20150,315758,186443.0,9252779.0
2019-03-28,20150,20200,18800,18800,381538,173952.0,9252779.0
2019-03-29,18700,19000,18100,18450,151941,170714.0,9252779.0
2019-04-01,18700,19450,18550,18750,147345,173490.0,9252779.0
2019-04-02,19000,19650,18750,19000,126650,175803.0,9252779.0
2019-04-03,19300,20850,19300,20850,360834,192920.0,9252779.0
2019-04-04,21200,21550,20500,20900,188174,193383.0,9252779.0
2019-04-05,20800,20800,20250,20600,121021,190607.0,9252779.0
2019-04-08,20600,20650,20100,20350,74382,188294.0,9252779.0
2019-04-09,20400,20450,19950,20200,92774,186906.0,9252779.0
2019-04-10,20200,20450,19850,20450,74282,189219.0,9252779.0
2019-04-11,20500,20700,19950,20050,137767,185518.0,9252779.0
2019-04-12,20050,20300,19850,20000,128301,185056.0,9252779.0
2019-04-15,20000,20700,19800,20150,143272,186443.0,9252779.0
2019-04-16,20100,20150,19350,19400,156701,179504.0,9252779.0
2019-04-17,19650,20000,19400,19500,93924,180429.0,9252779.0
2019-04-18,19250,19850,18700,19000,211128,175803.0,9252779.0
2019-04-19,19100,19350,18000,18950,117876,175340.0,9252779.0
2019-04-22,18850,19150,17850,18450,234497,170714.0,9252779.0
2019-04-23,18000,18500,16500,16600,820262,153596.0,9252779.0
2019-04-24,16600,16650,14800,14800,1064877,136941.0,9252779.0
2019-04-25,15050,15750,14550,14550,875484,134628.0,9252779.0
2019-04-26,14750,15200,14200,15050,442414,139254.0,9252779.0
2019-04-29,14900,15200,14800,15050,206305,139254.0,9252779.0
2019-04-30,15150,15200,14500,15000,182359,138792.0,9252779.0
2019-05-02,15150,15200,14700,14800,165619,137071.0,9261533.0
2019-05-03,14900,15150,14400,14550,234548,134755.0,9261533.0
2019-05-07,14250,14850,14200,14550,107767,134755.0,9261533.0
2019-05-08,14450,14550,14150,14150,129235,131051.0,9261533.0
2019-05-09,14200,14300,13600,13800,253207,127809.0,9261533.0
2019-05-10,14100,14550,13350,14000,273813,129661.0,9261533.0
2019-05-13,13950,14150,13300,13400,190157,124105.0,9261533.0
2019-05-14,13100,13700,12750,13600,147130,125957.0,9261533.0
2019-05-15,13600,14200,13600,14150,160274,131051.0,9261533.0
2019-05-16,14400,14450,13600,13850,227963,128272.0,9261533.0
2019-05-17,13900,14200,12950,13150,244381,121789.0,9261533.0
2019-05-20,12950,13500,12950,13200,188267,122252.0,9261533.0
2019-05-21,13200,13500,13000,13300,129528,123178.0,9261533.0
2019-05-22,13500,13550,13000,13300,156264,123178.0,9261533.0
2019-05-23,13200,13450,12950,13000,92146,120400.0,9261533.0
2019-05-24,12750,13100,12550,12950,131500,119937.0,9261533.0
2019-05-27,12900,13150,12250,12650,240450,117158.0,9261533.0
2019-05-28,12650,12950,12400,12900,121963,119474.0,9261533.0
2019-05-29,12900,12950,12300,12500,142379,115769.0,9261533.0
2019-05-30,12500,12750,12450,12600,72530,116695.0,9261533.0
2019-05-31,12550,13150,12550,12950,145900,119937.0,9261533.0
2019-06-03,12900,13400,12750,13400,106239,124105.0,9261533.0
2019-06-04,13450,13850,13400,13450,167858,124568.0,9261533.0
2019-06-05,13700,13950,13400,13650,145771,126420.0,9261533.0
2019-06-07,13600,13750,13350,13700,112829,126883.0,9261533.0
2019-06-10,13650,13800,13500,13600,79071,125957.0,9261533.0
2019-06-11,13700,14700,13500,14400,404805,133366.0,9261533.0
2019-06-12,15050,15100,14000,14200,471574,131514.0,9261533.0
2019-06-13,14100,14100,13350,13500,333296,125031.0,9261533.0
2019-06-14,13350,13450,12800,12850,349357,119011.0,9261533.0
2019-06-17,12850,12950,12550,12600,113136,116695.0,9261533.0
2019-06-18,12750,13250,12650,12950,203984,119937.0,9261533.0
2019-06-19,13350,13400,12950,13050,149897,120863.0,9261533.0
2019-06-20,13350,13600,13150,13600,150099,125957.0,9261533.0
2019-06-21,13650,13950,13550,13650,143706,126420.0,9261533.0
2019-06-24,13800,13800,13200,13400,135508,124105.0,9261533.0
2019-06-25,13450,13650,13150,13250,151478,122715.0,9261533.0
2019-06-26,13250,13400,12950,13200,90578,122252.0,9261533.0
2019-06-27,13050,13850,13050,13500,235319,125031.0,9261533.0
2019-06-28,13500,13750,13100,13300,131828,123178.0,9261533.0
2019-07-01,13600,13750,13300,13500,129589,125031.0,9261533.0
2019-07-02,13500,13550,13250,13350,134315,123641.0,9261533.0
2019-07-03,13500,13550,13150,13250,101966,122715.0,9261533.0
2019-07-04,13250,14000,13200,13950,204691,129198.0,9261533.0
2019-07-05,14050,14150,13250,13650,363384,126420.0,9261533.0
2019-07-08,13650,13650,12600,13000,335531,120400.0,9261533.0
2019-07-09,12800,13150,12500,12900,188882,119474.0,9261533.0
2019-07-10,12850,13000,12500,12550,348413,116232.0,9261533.0
2019-07-11,12600,13100,12550,12950,181410,119937.0,9261533.0
2019-07-12,13100,13350,12950,13200,157195,122252.0,9261533.0
2019-07-15,13200,13200,12650,13000,98373,120400.0,9261533.0
2019-07-16,12950,13100,12450,12650,201098,117158.0,9261533.0
2019-07-17,12950,13150,12650,13050,198886,120863.0,9261533.0
2019-07-18,13300,14300,13100,13650,500925,126420.0,9261533.0
2019-07-19,13600,14250,13550,13700,282060,126883.0,9261533.0
2019-07-22,13700,14200,13600,14100,204011,130588.0,9261533.0
2019-07-23,14300,14500,13650,13750,204254,127346.0,9261533.0
2019-07-24,14000,14000,13300,13350,144124,123641.0,9261533.0
2019-07-25,13250,14000,12950,13600,257551,125957.0,9261533.0
2019-07-26,13450,13950,13400,13450,198894,124568.0,9261533.0
2019-07-29,13350,13550,12450,13050,346940,120863.0,9261533.0
2019-07-30,12950,15600,12950,15000,1845009,138923.0,9261533.0
2019-07-31,14800,15000,13800,14500,1130590,134292.0,9261533.0
2019-08-01,14300,16000,14200,15500,1364554,143554.0,9261533.0
2019-08-02,15250,16300,15000,15350,762486,142165.0,9261533.0
2019-08-05,15400,15800,14550,14650,527059,135681.0,9261533.0
2019-08-06,14300,14900,14050,14100,569338,130588.0,9261533.0
2019-08-07,14350,14600,14000,14500,342073,134292.0,9261533.0
2019-08-08,14550,15400,14400,15250,420579,141238.0,9261533.0
2019-08-09,15350,15750,15000,15200,303961,140775.0,9261533.0
2019-08-12,15150,15850,15050,15800,370914,146332.0,9261533.0
2019-08-13,15600,17000,15400,16550,1206661,153278.0,9261533.0
2019-08-14,16900,17200,16500,16600,454738,153741.0,9261533.0
2019-08-16,16600,16900,16150,16450,338323,152352.0,9261533.0
2019-08-19,16700,16800,15700,16000,420317,148185.0,9261533.0
2019-08-20,16050,16200,15300,15400,498277,142628.0,9261533.0
2019-08-21,15200,16550,15200,16550,626033,153278.0,9261533.0
2019-08-22,16700,16700,16300,16400,291491,151889.0,9261533.0
2019-08-23,16500,16950,16100,16750,343546,155131.0,9261533.0
2019-08-26,16200,16450,15900,16200,233247,150037.0,9261533.0
2019-08-27,16650,16650,16150,16150,148283,149574.0,9261533.0
2019-08-28,16250,16450,15900,16100,182784,149111.0,9261533.0
2019-08-29,16200,16250,15000,15300,273005,141701.0,9261533.0
2019-08-30,15450,16150,15400,15750,219205,145869.0,9261533.0
2019-09-02,15700,16150,15550,15900,107472,147258.0,9261533.0
2019-09-03,15850,16550,15850,16000,153985,148185.0,9261533.0
2019-09-04,15900,16100,15550,15750,178908,145869.0,9261533.0
2019-09-05,15800,17150,15800,17000,565066,157446.0,9261533.0
2019-09-06,17050,17100,16450,16600,202681,153741.0,9261533.0
2019-09-09,16600,16850,16100,16600,167104,153741.0,9261533.0
2019-09-10,16600,17050,16350,16700,259617,154668.0,9261533.0
2019-09-11,17350,17550,16600,16700,320558,154668.0,9261533.0
2019-09-16,16600,16700,15900,16200,188240,150037.0,9261533.0
2019-09-17,16150,16350,15800,15850,147401,146795.0,9261533.0
2019-09-18,15800,16200,15800,15900,80057,147258.0,9261533.0
2019-09-19,15900,16750,15900,16200,164276,150037.0,9261533.0
2019-09-20,16250,16650,16200,16500,98425,152815.0,9261533.0
2019-09-23,16300,16500,15950,16150,89907,149574.0,9261533.0
2019-09-24,16050,16300,15850,15850,80350,146795.0,9261533.0
2019-09-25,15800,16000,15200,15400,130093,142628.0,9261533.0
2019-09-26,15400,15700,15050,15150,73077,140312.0,9261533.0
2019-09-27,15350,15600,15050,15300,43206,141701.0,9261533.0
2019-09-30,15100,15450,14500,14700,167956,136145.0,9261533.0
2019-10-01,14750,15200,14700,14950,72085,138460.0,9261533.0
2019-10-02,14650,15150,14650,14800,52074,137071.0,9261533.0
2019-10-04,14800,14800,14350,14400,84367,133366.0,9261533.0
2019-10-07,14400,14800,14350,14500,86189,134292.0,9261533.0
