팜스웰바이오(043090),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-10-01,10987,11163,10723,11163,26656,42926.0,3380000.0
2002-10-02,11338,11734,11163,11426,102827,43940.0,3380000.0
2002-10-04,11426,11734,11251,11690,48629,44954.0,3380000.0
2002-10-07,11602,11998,11602,11822,78885,45461.0,3380000.0
2002-10-08,11866,11998,11602,11998,32479,46137.0,3380000.0
2002-10-09,12173,12173,11778,11954,36743,45968.0,3380000.0
2002-10-10,11866,12086,11778,11866,49885,45630.0,3380000.0
2002-10-11,12086,13008,12042,13008,78457,50024.0,3380000.0
2002-10-14,13184,14195,13008,14195,91490,54587.0,3380000.0
2002-10-15,14327,15866,12877,13448,1785178,51714.0,3380000.0
2002-10-16,14063,14151,11866,11866,723314,45630.0,3380000.0
2002-10-17,11470,11866,10811,11338,587197,43602.0,3380000.0
2002-10-18,11426,11866,11163,11294,367082,43433.0,3380000.0
2002-10-21,11119,11514,10416,10416,251861,40053.0,3380000.0
2002-10-22,10591,10767,9888,10152,180532,39039.0,3380000.0
2002-10-23,10152,10723,10152,10328,193244,39715.0,3380000.0
2002-10-24,10284,10899,9800,9932,255143,38194.0,3380000.0
2002-10-25,9668,10108,9624,9844,96574,37856.0,3380000.0
2002-10-28,9844,10020,9668,9844,96014,37856.0,3380000.0
2002-10-29,9712,10108,9493,9493,101237,36504.0,3380000.0
2002-10-30,9537,9624,8965,9361,64154,35997.0,3380000.0
2002-10-31,9317,9581,8877,8965,66460,34476.0,3380000.0
2002-11-01,8789,9668,8789,9317,103510,35828.0,3380000.0
2002-11-04,9229,9449,8921,8921,61320,34307.0,3380000.0
2002-11-05,8877,9009,8438,8614,88014,33124.0,3380000.0
2002-11-06,8579,8877,8359,8658,79713,33293.0,3380000.0
2002-11-07,8702,9097,8702,8746,62177,33631.0,3380000.0
2002-11-08,8535,8833,8535,8702,22263,33462.0,3380000.0
2002-11-11,8877,8965,8702,8789,31301,33800.0,3380000.0
2002-11-12,8877,8877,8702,8877,26988,34138.0,3380000.0
2002-11-13,9009,9317,8921,8965,76446,34476.0,3380000.0
2002-11-14,9009,9185,8833,8833,33159,33969.0,3380000.0
2002-11-15,8877,9317,8535,8746,187832,33631.0,3380000.0
2002-11-18,8833,8833,8605,8754,12137,33665.0,3380000.0
2002-11-19,8640,8763,8614,8614,20992,33124.0,3380000.0
2002-11-20,8412,8543,8385,8438,40123,32448.0,3380000.0
2002-11-21,8526,8526,8376,8482,29448,32617.0,3380000.0
2002-11-22,8482,8543,8394,8543,37926,32854.0,3380000.0
2002-11-25,8552,8570,8438,8508,20999,32718.0,3380000.0
2002-11-26,8447,8587,8438,8526,28137,32786.0,3380000.0
2002-11-27,8526,9009,8526,9009,45820,34645.0,3380000.0
2002-11-28,9097,9449,9053,9361,52513,35997.0,3380000.0
2002-11-29,9229,9449,9053,9361,37736,35997.0,3380000.0
2002-12-02,9273,9888,9185,9537,142238,36673.0,3380000.0
2002-12-03,9581,10679,9317,9756,405006,37518.0,3380000.0
2002-12-04,9757,9977,9229,9229,83089,35490.0,3380000.0
2002-12-05,9185,9405,9097,9229,41941,35490.0,3380000.0
2002-12-06,9097,9581,9097,9405,39382,36166.0,3380000.0
2002-12-09,9537,9668,9141,9141,29119,35152.0,3380000.0
2002-12-10,9097,9581,8965,9581,50720,36842.0,3380000.0
2002-12-11,9624,10020,9581,9844,58626,37856.0,3380000.0
2002-12-12,9668,10459,9449,9581,92326,36842.0,3380000.0
2002-12-13,9844,9844,9449,9800,32804,37687.0,3380000.0
2002-12-16,9712,9712,9405,9581,28047,36842.0,3380000.0
2002-12-17,9712,10724,9712,10064,512292,38701.0,3380000.0
2002-12-18,10240,10987,9932,10723,247375,41236.0,3380000.0
2002-12-20,10811,11382,10459,10987,198157,42250.0,3380000.0
2002-12-23,10987,10987,10020,10020,101898,38532.0,3380000.0
2002-12-24,10020,10152,9229,9668,70504,37180.0,3380000.0
2002-12-26,9361,9976,9361,9844,51836,37856.0,3380000.0
2002-12-27,9800,10284,9493,9668,120917,37180.0,3380000.0
2002-12-30,9449,9756,8789,9097,58962,34983.0,3380000.0
2003-01-02,9053,9405,8965,9229,43743,35490.0,3380000.0
2003-01-03,9317,9581,9229,9361,68535,35997.0,3380000.0
2003-01-06,9405,9405,9053,9141,41665,35152.0,3380000.0
2003-01-07,9229,9888,9229,9756,110166,37518.0,3380000.0
2003-01-08,9932,10020,9537,9756,75367,37518.0,3380000.0
2003-01-09,9756,9756,9185,9185,42846,35321.0,3380000.0
2003-01-10,9273,9449,8438,8622,74210,33158.0,3380000.0
2003-01-13,8789,8877,8675,8789,36456,33800.0,3380000.0
2003-01-14,8737,8965,8737,8789,51694,33800.0,3380000.0
2003-01-15,8746,9141,8737,8789,44407,33800.0,3380000.0
2003-01-16,8833,8877,8702,8702,29585,33462.0,3380000.0
2003-01-17,8702,8702,8288,8570,30893,32955.0,3380000.0
2003-01-20,8350,8499,8315,8438,14085,32448.0,3380000.0
2003-01-21,8376,8473,8174,8306,25144,31941.0,3380000.0
2003-01-22,8306,8350,7911,8341,31442,32076.0,3380000.0
2003-01-23,8438,8526,8174,8236,29693,31671.0,3380000.0
2003-01-24,8148,8148,7752,7919,19209,30454.0,3380000.0
2003-01-27,7489,7902,7128,7207,38991,27716.0,3380000.0
2003-01-28,7383,7418,7207,7286,7009,28020.0,3380000.0
2003-01-29,7383,7383,7032,7119,27216,27378.0,3380000.0
2003-01-30,7146,7647,7119,7647,25445,29406.0,3380000.0
2003-02-03,7577,7735,7524,7647,31871,29406.0,3380000.0
2003-02-04,7735,7770,7559,7735,14764,29744.0,3380000.0
2003-02-05,7744,7779,7559,7673,19121,29507.0,3380000.0
2003-02-06,7735,7735,7515,7647,17582,29406.0,3380000.0
2003-02-07,7638,8086,7533,8078,31686,31062.0,3380000.0
2003-02-10,7990,8069,7884,8069,27363,31028.0,3380000.0
2003-02-11,8174,8174,7691,7691,43414,29575.0,3380000.0
2003-02-12,7717,7717,7032,7207,29080,27716.0,3380000.0
2003-02-13,7076,7207,6856,7207,57671,27716.0,3380000.0
2003-02-14,7128,7251,7076,7181,11905,27615.0,3380000.0
2003-02-17,7199,7339,7199,7330,20393,28189.0,3380000.0
2003-02-18,7260,7357,7119,7225,17086,27784.0,3380000.0
2003-02-19,7339,7410,7207,7234,21701,27817.0,3380000.0
2003-02-20,7251,7260,7040,7111,22610,27344.0,3380000.0
2003-02-21,7049,7119,6961,7032,12567,27040.0,3380000.0
2003-02-24,7032,7875,7032,7875,221191,30285.0,3380000.0
2003-02-25,7875,8209,7471,7735,295960,29744.0,3380000.0
2003-02-26,7823,7831,7225,7251,82831,27885.0,3380000.0
2003-02-27,7339,7339,6882,6961,28365,26770.0,3380000.0
2003-02-28,6856,6979,6416,6416,69901,24674.0,3380000.0
2003-03-03,6284,6399,6153,6188,36735,23795.0,3380000.0
2003-03-04,6197,6284,5977,6197,35508,23829.0,3380000.0
2003-03-05,6021,6241,5792,5810,38987,22342.0,3380000.0
2003-03-06,5731,5810,5362,5740,30336,22071.0,3380000.0
2003-03-07,5142,5616,5107,5274,34090,20280.0,3380000.0
2003-03-10,4896,5168,4834,4834,26198,18590.0,3380000.0
2003-03-11,4535,4535,4254,4254,54714,16359.0,3380000.0
2003-03-12,4043,4562,4043,4333,22984,16663.0,3380000.0
2003-03-13,4245,4456,3964,4131,33470,15886.0,3380000.0
2003-03-14,4395,4623,4395,4623,33496,17779.0,3380000.0
2003-03-17,4614,4711,4307,4307,30566,16562.0,3380000.0
2003-03-18,4738,4738,4509,4738,25074,18218.0,3380000.0
2003-03-19,4694,4913,4658,4781,17210,18387.0,3380000.0
2003-03-20,5098,5239,4843,5186,19268,19942.0,3380000.0
2003-03-21,5441,5441,5107,5379,11860,20686.0,3380000.0
2003-03-24,5625,5625,5370,5432,25611,20888.0,3380000.0
2003-03-25,5159,5300,4878,5230,16821,20111.0,3380000.0
2003-03-26,5326,5696,5282,5529,13977,21260.0,3380000.0
2003-03-27,5449,5625,5282,5449,17881,20956.0,3380000.0
2003-03-28,5608,5608,5318,5537,9678,21294.0,3380000.0
2003-03-31,5177,5520,5133,5274,8613,20280.0,3380000.0
2003-04-01,5274,5274,5098,5256,14311,20212.0,3380000.0
2003-04-02,5502,5502,5186,5300,7060,20381.0,3380000.0
2003-04-03,5406,5520,5274,5414,25934,20821.0,3380000.0
2003-04-04,5414,5414,5203,5362,14078,20618.0,3380000.0
2003-04-07,5432,5924,5379,5819,17786,22376.0,3380000.0
2003-04-08,5511,5915,5449,5625,10642,21632.0,3380000.0
2003-04-09,5792,5801,5406,5520,8140,21226.0,3380000.0
2003-04-10,5669,5669,5449,5625,9336,21632.0,3380000.0
2003-04-11,5616,5880,5537,5625,5982,21632.0,3380000.0
2003-04-14,5652,5880,5616,5863,12007,22545.0,3380000.0
2003-04-15,5977,5977,5827,5950,9422,22883.0,3380000.0
2003-04-16,5977,6144,5933,6065,18710,23322.0,3380000.0
2003-04-17,6153,6179,6021,6109,8429,23491.0,3380000.0
2003-04-18,6082,6302,6082,6188,19287,23795.0,3380000.0
2003-04-21,6197,6504,6074,6197,17584,23829.0,3380000.0
2003-04-22,6197,6416,6065,6214,26307,23897.0,3380000.0
2003-04-23,6460,6460,6082,6109,13325,23491.0,3380000.0
2003-04-24,6170,6364,6074,6074,19136,23356.0,3380000.0
2003-04-25,5977,6021,5625,5801,21625,22308.0,3380000.0
2003-04-28,5599,5783,5502,5502,15480,21159.0,3380000.0
2003-04-29,5590,5687,5537,5625,16543,21632.0,3380000.0
2003-04-30,5713,5713,5537,5643,10782,21700.0,3380000.0
2003-05-02,5634,5845,5537,5573,11603,21429.0,3380000.0
2003-05-06,5581,5704,5265,5555,15026,21362.0,3380000.0
2003-05-07,5537,5590,5511,5511,3230,21193.0,3380000.0
2003-05-09,5467,5669,5423,5511,16224,21193.0,3380000.0
2003-05-12,5669,5669,5502,5511,14138,21193.0,3380000.0
2003-05-13,5625,5625,5441,5573,9313,21429.0,3380000.0
2003-05-14,5696,5696,5406,5546,4501,21328.0,3380000.0
2003-05-15,5608,5608,5326,5362,10433,20618.0,3380000.0
2003-05-16,5414,5432,5291,5432,9794,20888.0,3380000.0
2003-05-19,5537,5537,5247,5247,7607,20179.0,3380000.0
2003-05-20,5318,5318,5151,5186,5887,19942.0,3380000.0
2003-05-21,5107,5247,5063,5230,12190,20111.0,3380000.0
2003-05-22,5256,5265,5142,5221,8315,20077.0,3380000.0
2003-05-23,5221,5309,5098,5230,6682,20111.0,3380000.0
2003-05-26,5151,5274,5115,5186,9157,19942.0,3380000.0
2003-05-27,5142,5318,5098,5221,15854,20077.0,3380000.0
2003-05-28,5274,5669,5274,5441,12795,20922.0,3380000.0
2003-05-29,5458,5573,5291,5423,6614,20855.0,3380000.0
2003-05-30,5406,5476,5291,5449,11212,20956.0,3380000.0
2003-06-02,5326,5529,5265,5265,16403,20246.0,3380000.0
2003-06-03,5388,5449,5265,5300,15767,20381.0,3380000.0
2003-06-04,5274,5397,5274,5318,11147,20449.0,3380000.0
2003-06-05,5423,5423,5186,5186,11686,19942.0,3380000.0
2003-06-09,5124,5247,5098,5247,14642,20179.0,3380000.0
2003-06-10,5247,5247,5098,5133,19117,19739.0,3380000.0
2003-06-11,5151,5274,5142,5151,14131,19807.0,3380000.0
2003-06-12,5274,5757,5159,5616,77881,21598.0,3380000.0
2003-06-13,5643,5643,5326,5520,36046,21226.0,3380000.0
2003-06-16,5564,5625,5432,5625,29311,21632.0,3380000.0
2003-06-17,5748,5748,5529,5529,30208,21260.0,3380000.0
2003-06-18,5537,5546,5379,5476,24682,21057.0,3380000.0
2003-06-19,5379,5529,5362,5362,24098,20618.0,3380000.0
2003-06-20,5370,5432,5274,5388,11852,20719.0,3380000.0
2003-06-23,5388,5388,5142,5142,19522,19773.0,3380000.0
2003-06-24,5221,5221,4931,5133,9716,19739.0,3380000.0
2003-06-25,5063,5098,5054,5063,14245,19469.0,3380000.0
2003-06-26,5063,5063,4852,4922,18723,18928.0,3380000.0
