이테크건설(016250),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-12-20,36350,38000,36350,36700,170,102760.0,2800000.0
2010-12-21,37800,39800,37350,38700,1237,108360.0,2800000.0
2010-12-22,38700,38700,38150,38700,32,108360.0,2800000.0
2010-12-23,38000,39500,38000,39400,177,110320.0,2800000.0
2010-12-24,39450,39500,36400,39000,241,109200.0,2800000.0
2010-12-27,39000,39500,38000,39400,295,110320.0,2800000.0
2010-12-28,39400,40000,38150,40000,605,112000.0,2800000.0
2010-12-29,40700,40800,40000,40500,971,113400.0,2800000.0
2010-12-30,38100,40400,38100,40000,850,112000.0,2800000.0
2011-01-03,41000,41000,38400,40350,941,112980.0,2800000.0
2011-01-04,40200,41000,39600,40500,3245,113400.0,2800000.0
2011-01-05,39800,42450,39800,42000,11666,117600.0,2800000.0
2011-01-06,41000,43100,41000,43000,12679,120400.0,2800000.0
2011-01-07,43500,43800,43450,43600,5388,122080.0,2800000.0
2011-01-10,44250,45000,43050,44800,5638,125440.0,2800000.0
2011-01-11,41550,45800,41550,44650,1034,125020.0,2800000.0
2011-01-12,45000,48500,44000,48000,13392,134400.0,2800000.0
2011-01-13,48500,55100,46950,50100,22113,140280.0,2800000.0
2011-01-14,50100,53500,50100,52700,6294,147560.0,2800000.0
2011-01-17,54000,56700,54000,56400,11867,157920.0,2800000.0
2011-01-18,57300,57300,53000,54500,9769,152600.0,2800000.0
2011-01-19,54500,56800,53400,54500,6842,152600.0,2800000.0
2011-01-20,54500,56500,53500,55000,7240,154000.0,2800000.0
2011-01-21,54700,56200,53600,54700,4782,153160.0,2800000.0
2011-01-24,54800,54800,53500,54700,2495,153160.0,2800000.0
2011-01-25,55000,55000,53800,54700,5059,153160.0,2800000.0
2011-01-26,55600,56700,54000,56600,13693,158480.0,2800000.0
2011-01-27,58600,58600,56600,57100,4450,159880.0,2800000.0
2011-01-28,58200,58200,55900,56000,4617,156800.0,2800000.0
2011-01-31,53000,57000,53000,55700,4383,155960.0,2800000.0
2011-02-01,55600,55600,53500,54000,3474,151200.0,2800000.0
2011-02-07,52000,53900,52000,52100,7137,145880.0,2800000.0
2011-02-08,52200,52800,51600,52600,3925,147280.0,2800000.0
2011-02-09,53900,53900,52200,53200,2158,148960.0,2800000.0
2011-02-10,53800,53800,51500,53400,3331,149520.0,2800000.0
2011-02-11,53300,53300,52200,53000,4151,148400.0,2800000.0
2011-02-14,53000,53200,52500,53200,4760,148960.0,2800000.0
2011-02-15,53500,54000,53000,53900,2687,150920.0,2800000.0
2011-02-16,54600,54600,53400,54000,3405,151200.0,2800000.0
2011-02-17,54500,54600,54000,54200,5440,151760.0,2800000.0
2011-02-18,54300,55000,54300,55000,2503,154000.0,2800000.0
2011-02-21,55200,55200,54100,55200,1506,154560.0,2800000.0
2011-02-22,55200,55200,53400,54900,1899,153720.0,2800000.0
2011-02-23,55000,55000,53600,55000,1864,154000.0,2800000.0
2011-02-24,55000,57400,55000,55800,2710,156240.0,2800000.0
2011-02-25,55800,55900,55000,55900,1834,156520.0,2800000.0
2011-02-28,56100,56800,55400,55400,3262,155120.0,2800000.0
2011-03-02,55900,55900,53300,55900,18935,156520.0,2800000.0
2011-03-03,55000,55000,53800,54400,6761,152320.0,2800000.0
2011-03-04,55000,55900,54500,55900,2515,156520.0,2800000.0
2011-03-07,56000,56000,54100,55600,1125,155680.0,2800000.0
2011-03-08,52000,56300,52000,56100,1992,157080.0,2800000.0
2011-03-09,56300,56300,54700,54700,5058,153160.0,2800000.0
2011-03-10,54200,55900,54200,55900,2277,156520.0,2800000.0
2011-03-11,54000,56000,54000,55900,1390,156520.0,2800000.0
2011-03-14,56000,56000,54500,55800,5866,156240.0,2800000.0
2011-03-15,54700,56500,54700,55800,5035,156240.0,2800000.0
2011-03-16,56900,62900,56500,61900,15239,173320.0,2800000.0
2011-03-17,62200,69700,61100,63300,22104,177240.0,2800000.0
2011-03-18,65000,65000,62000,63000,2816,176400.0,2800000.0
2011-03-21,63000,63000,59800,60400,8152,169120.0,2800000.0
2011-03-22,62600,62600,59500,62100,2789,173880.0,2800000.0
2011-03-23,60400,63000,60400,62900,3275,176120.0,2800000.0
2011-03-24,64400,64400,61900,63800,4405,178640.0,2800000.0
2011-03-25,63800,65000,63800,65000,2160,182000.0,2800000.0
2011-03-28,65000,70100,65000,68900,6029,192920.0,2800000.0
2011-03-29,70200,70200,68100,69800,5222,195440.0,2800000.0
2011-03-30,69800,73500,69800,73000,10139,204400.0,2800000.0
2011-03-31,73100,73100,66700,73000,5043,204400.0,2800000.0
2011-04-01,73000,74300,73000,74300,4274,208040.0,2800000.0
2011-04-04,75000,75700,73700,74000,4784,207200.0,2800000.0
2011-04-05,73700,73700,72100,73300,4616,205240.0,2800000.0
2011-04-06,72600,75500,72600,75000,6330,210000.0,2800000.0
2011-04-07,75500,76000,75000,75700,3041,211960.0,2800000.0
2011-04-08,75000,76500,75000,76000,4419,212800.0,2800000.0
2011-04-11,77900,78800,76100,78800,8075,220640.0,2800000.0
2011-04-12,79000,81000,79000,81000,5638,226800.0,2800000.0
2011-04-13,82000,83400,80600,81900,2467,229320.0,2800000.0
2011-04-14,79900,85900,76000,83900,8540,234920.0,2800000.0
2011-04-15,84200,84200,82100,83000,2933,232400.0,2800000.0
2011-04-18,83000,83900,80600,83700,6396,234360.0,2800000.0
2011-04-19,82100,83700,82100,82800,1665,231840.0,2800000.0
2011-04-20,82800,89600,82100,88100,9311,246680.0,2800000.0
2011-04-21,89700,95000,89700,93000,9338,260400.0,2800000.0
2011-04-22,93500,93800,88800,90300,7761,252840.0,2800000.0
2011-04-25,89200,92500,88400,90500,3395,253400.0,2800000.0
2011-04-26,90300,90500,84000,89000,11676,249200.0,2800000.0
2011-04-27,89000,89000,82900,85000,10728,238000.0,2800000.0
2011-04-28,83000,83300,79200,82500,7528,231000.0,2800000.0
2011-04-29,80700,85700,80000,80200,2526,224560.0,2800000.0
2011-05-02,80800,84900,80800,82900,1170,232120.0,2800000.0
2011-05-03,83000,84000,79400,81200,2758,227360.0,2800000.0
2011-05-04,82300,82300,79100,79800,1459,223440.0,2800000.0
2011-05-06,79100,81000,75600,76800,2708,215040.0,2800000.0
2011-05-09,76700,80500,76700,80400,2730,225120.0,2800000.0
2011-05-11,81700,81800,79500,80800,1809,226240.0,2800000.0
2011-05-12,80800,82000,79000,80100,1216,224280.0,2800000.0
2011-05-13,79000,81800,79000,81800,2478,229040.0,2800000.0
2011-05-16,78700,81000,78700,81000,1313,226800.0,2800000.0
2011-05-17,81000,81000,79600,81000,616,226800.0,2800000.0
2011-05-18,81000,83500,80300,82800,821,231840.0,2800000.0
2011-05-19,83000,83500,79500,81700,1404,228760.0,2800000.0
2011-05-20,81700,81700,78600,78600,1133,220080.0,2800000.0
2011-05-23,78600,79300,77000,79300,1179,222040.0,2800000.0
2011-05-24,79300,79300,77300,79300,1457,222040.0,2800000.0
2011-05-25,77700,79100,77000,77000,1389,215600.0,2800000.0
2011-05-26,77100,77100,76000,76900,3482,215320.0,2800000.0
2011-05-27,76100,77300,74000,74500,5670,208600.0,2800000.0
2011-05-30,77000,77000,75300,76000,520,212800.0,2800000.0
2011-05-31,81000,81000,78000,80500,5537,225400.0,2800000.0
2011-06-01,81300,81500,78100,79800,813,223440.0,2800000.0
2011-06-02,78200,78400,77300,78000,931,218400.0,2800000.0
2011-06-03,77000,77700,76000,77000,1621,215600.0,2800000.0
2011-06-07,77000,77500,75200,77500,2167,217000.0,2800000.0
2011-06-08,76000,78100,75000,76200,1995,213360.0,2800000.0
2011-06-09,76600,82900,76300,76300,671,213640.0,2800000.0
2011-06-10,76300,78000,75200,76000,2051,212800.0,2800000.0
2011-06-13,74800,78700,70400,75900,2995,212520.0,2800000.0
2011-06-14,72600,75800,70000,75700,6453,211960.0,2800000.0
2011-06-15,75700,75800,73000,75500,2023,211400.0,2800000.0
2011-06-16,71700,75200,71700,75200,663,210560.0,2800000.0
2011-06-17,75000,75000,70000,72300,2156,202440.0,2800000.0
2011-06-20,72100,72700,68000,70400,4413,197120.0,2800000.0
2011-06-21,70400,70600,68200,69700,970,195160.0,2800000.0
2011-06-22,69200,70200,68600,69900,512,195720.0,2800000.0
2011-06-23,69900,70000,69000,69700,920,195160.0,2800000.0
2011-06-24,70300,71000,67000,68900,8442,192920.0,2800000.0
2011-06-27,68000,71500,67000,69200,4041,193760.0,2800000.0
2011-06-28,69200,70500,66000,70500,8498,197400.0,2800000.0
2011-06-29,70500,70500,67700,69700,1301,195160.0,2800000.0
2011-06-30,68000,68700,66000,67800,7058,189840.0,2800000.0
2011-07-01,67800,71400,67800,69300,1964,194040.0,2800000.0
2011-07-04,70300,71500,69500,69500,542,194600.0,2800000.0
2011-07-05,71700,75100,70000,70900,5006,198520.0,2800000.0
2011-07-06,71700,73600,71000,73000,1041,204400.0,2800000.0
2011-07-07,73000,75100,73000,74900,711,209720.0,2800000.0
2011-07-08,74900,75000,73500,74200,839,207760.0,2800000.0
2011-07-11,73200,74900,73200,74000,2076,207200.0,2800000.0
2011-07-12,72600,73400,70400,73200,802,204960.0,2800000.0
2011-07-13,74400,74400,70200,71100,5903,199080.0,2800000.0
2011-07-14,72500,76000,72500,75700,5989,211960.0,2800000.0
2011-07-15,80000,80500,76100,77900,6375,218120.0,2800000.0
2011-07-18,75100,77000,74200,75200,3049,210560.0,2800000.0
2011-07-19,74700,76000,74700,76000,1240,212800.0,2800000.0
2011-07-20,76700,76700,75200,76000,843,212800.0,2800000.0
2011-07-21,75500,78900,75500,78700,3320,220360.0,2800000.0
2011-07-22,80000,82100,79000,81500,3475,228200.0,2800000.0
2011-07-25,82300,82300,80000,81100,3569,227080.0,2800000.0
2011-07-26,82000,82000,80600,81200,1363,227360.0,2800000.0
2011-07-27,80500,81200,77300,81200,8180,227360.0,2800000.0
2011-07-28,81100,81200,79000,80000,1597,224000.0,2800000.0
2011-07-29,80000,81100,78300,80000,2804,224000.0,2800000.0
2011-08-01,80000,81000,79500,80800,1222,226240.0,2800000.0
2011-08-02,80800,81100,79200,80100,2610,224280.0,2800000.0
2011-08-03,78400,79000,77500,78000,2604,218400.0,2800000.0
2011-08-04,80000,80000,75700,76000,5666,212800.0,2800000.0
2011-08-05,70300,75400,65200,70000,7185,196000.0,2800000.0
2011-08-08,75000,75000,60000,67700,4749,189560.0,2800000.0
2011-08-09,67700,67700,57600,57600,9983,161280.0,2800000.0
2011-08-10,60000,61800,56600,58900,5830,164920.0,2800000.0
2011-08-11,50600,58900,50600,58900,1811,164920.0,2800000.0
2011-08-12,61400,67600,61400,64000,7865,179200.0,2800000.0
2011-08-16,67300,70400,64600,65900,3583,184520.0,2800000.0
2011-08-17,65900,71000,64000,66300,5260,185640.0,2800000.0
2011-08-18,66800,66800,62400,64700,2917,181160.0,2800000.0
2011-08-19,59200,62900,57500,62200,5405,174160.0,2800000.0
2011-08-22,56400,62000,56400,62000,1337,173600.0,2800000.0
2011-08-23,65000,65000,59100,60100,2276,168280.0,2800000.0
2011-08-24,60100,64900,59000,60900,2639,170520.0,2800000.0
2011-08-25,61000,61300,59100,60000,5190,168000.0,2800000.0
2011-08-26,60000,60000,56800,59000,9011,165200.0,2800000.0
2011-08-29,63000,63000,56500,58500,13840,163800.0,2800000.0
2011-08-30,58500,60400,58500,60400,1901,169120.0,2800000.0
2011-08-31,59100,61900,59100,61800,801,173040.0,2800000.0
2011-09-01,61800,63400,61600,62000,378,173600.0,2800000.0
2011-09-02,63000,63000,59000,60800,1523,170240.0,2800000.0
2011-09-05,62800,62800,57900,59900,866,167720.0,2800000.0
2011-09-06,57000,62500,57000,59000,232,165200.0,2800000.0
2011-09-07,61600,61600,55900,58000,3886,162400.0,2800000.0
2011-09-08,58000,58000,56000,58000,2439,162400.0,2800000.0
2011-09-09,57900,57900,56000,57600,322,161280.0,2800000.0
2011-09-14,57900,57900,55600,56000,369,156800.0,2800000.0
2011-09-15,56000,57200,54500,55900,254,156520.0,2800000.0
2011-09-16,56200,57000,55900,56000,746,156800.0,2800000.0
2011-09-19,55000,58000,55000,56500,370,158200.0,2800000.0
2011-09-20,58000,58000,55400,56800,173,159040.0,2800000.0
2011-09-21,55200,57800,53400,55500,1169,155400.0,2800000.0
2011-09-22,54000,54800,51900,52400,783,146720.0,2800000.0
2011-09-23,50100,50200,45000,46500,5090,130200.0,2800000.0
2011-09-26,45100,49900,43600,43850,3879,122780.0,2800000.0
2011-09-27,43000,45900,42600,45300,1324,126840.0,2800000.0
2011-09-28,45900,45900,41650,41650,3864,116620.0,2800000.0
2011-09-29,40100,42350,39900,42300,4098,118440.0,2800000.0
2011-09-30,43000,48000,43000,45800,1066,128240.0,2800000.0
2011-10-04,43950,43950,39050,41350,2220,115780.0,2800000.0
2011-10-05,40300,42800,37200,41700,3407,116760.0,2800000.0
2011-10-06,44500,44500,40050,41950,1465,117460.0,2800000.0
2011-10-07,41950,43850,40800,43850,1563,122780.0,2800000.0
2011-10-10,43800,43800,42250,42500,595,119000.0,2800000.0
2011-10-11,43000,48850,43000,44700,1857,125160.0,2800000.0
2011-10-12,44700,45850,43700,44900,777,125720.0,2800000.0
2011-10-13,44000,46700,44000,45700,1026,127960.0,2800000.0
2011-10-14,47800,47800,44200,46500,1465,130200.0,2800000.0
2011-10-17,46600,48700,46600,48400,1677,135520.0,2800000.0
2011-10-18,46000,48900,46000,48400,665,135520.0,2800000.0
2011-10-19,48900,50500,47800,50300,322,140840.0,2800000.0
2011-10-20,49000,49000,46900,47000,1614,131600.0,2800000.0
2011-10-21,51400,51400,46550,48000,794,134400.0,2800000.0
2011-10-24,48000,50500,47000,48800,1443,136640.0,2800000.0
2011-10-25,48800,48800,47000,47050,1859,131740.0,2800000.0
2011-10-26,47000,49400,45900,46500,1091,130200.0,2800000.0
2011-10-27,46500,49500,45800,46850,4429,131180.0,2800000.0
2011-10-28,48000,51000,48000,49000,1910,137200.0,2800000.0
2011-10-31,49000,50200,48550,49850,1343,139580.0,2800000.0
2011-11-01,48200,50800,48200,50800,7,142240.0,2800000.0
2011-11-02,51900,51900,47000,51200,700,143360.0,2800000.0
2011-11-03,51200,51900,49150,49900,1242,139720.0,2800000.0
2011-11-04,49000,51000,49000,50000,421,140000.0,2800000.0
2011-11-07,49100,51800,49100,51500,1656,144200.0,2800000.0
2011-11-08,51900,51900,51000,51700,1213,144760.0,2800000.0
2011-11-09,52500,53000,51500,51700,658,144760.0,2800000.0
2011-11-10,52000,52000,49700,50000,908,140000.0,2800000.0
2011-11-11,50000,52000,50000,51400,937,143920.0,2800000.0
2011-11-14,51900,52700,50900,52700,1044,147560.0,2800000.0
2011-11-15,51500,53900,51100,52000,968,145600.0,2800000.0
2011-11-16,52800,53000,51500,51600,891,144480.0,2800000.0
2011-11-17,51600,52300,50900,52000,358,145600.0,2800000.0
2011-11-18,52000,52000,50700,51800,2275,145040.0,2800000.0
2011-11-21,52400,52400,49800,50400,572,141120.0,2800000.0
2011-11-22,48000,51500,48000,49800,2801,139440.0,2800000.0
2011-11-23,49800,49800,49800,49800,1767,139440.0,2800000.0
2011-11-24,49000,49700,49000,49200,202,137760.0,2800000.0
2011-11-25,49800,49800,48400,49700,39,139160.0,2800000.0
2011-11-28,49500,49700,48850,49700,352,139160.0,2800000.0
2011-11-29,50000,51000,50000,51000,99,142800.0,2800000.0
2011-11-30,50800,50800,50000,50000,183,140000.0,2800000.0
2011-12-01,50000,51800,48500,49800,3976,139440.0,2800000.0
2011-12-02,52100,52100,49050,50100,567,140280.0,2800000.0
2011-12-05,49800,52000,48750,49600,439,138880.0,2800000.0
2011-12-06,49000,50800,48150,49350,1174,138180.0,2800000.0
2011-12-07,49300,49800,48300,49200,359,137760.0,2800000.0
2011-12-08,48100,49450,47150,47800,3464,133840.0,2800000.0
2011-12-09,46800,49800,46800,49000,718,137200.0,2800000.0
2011-12-12,50600,51300,48150,49300,1389,138040.0,2800000.0
2011-12-13,49400,51500,48250,50600,1612,141680.0,2800000.0
2011-12-14,49750,51200,49750,51200,697,143360.0,2800000.0
2011-12-15,50900,51400,50700,51200,845,143360.0,2800000.0
2011-12-16,52400,58600,51500,53400,2309,149520.0,2800000.0
2011-12-19,58200,59000,53500,54000,7641,151200.0,2800000.0
2011-12-20,55000,56000,54200,55900,1956,156520.0,2800000.0
2011-12-21,58000,58000,55500,56300,2233,157640.0,2800000.0
2011-12-22,56300,57100,55200,55900,1405,156520.0,2800000.0
2011-12-23,55000,56000,53100,54000,1458,151200.0,2800000.0
2011-12-26,54000,57900,53200,53900,587,150920.0,2800000.0
2011-12-27,53100,56000,52400,52400,1562,146720.0,2800000.0
2011-12-28,53800,53800,51000,52800,505,147840.0,2800000.0
2011-12-29,52800,53900,52000,52800,89,147840.0,2800000.0
2012-01-02,53900,53900,51000,52600,343,147280.0,2800000.0
2012-01-03,53200,53200,51100,51800,762,145040.0,2800000.0
2012-01-04,51000,51800,49750,50700,4206,141960.0,2800000.0
2012-01-05,50000,53000,49650,52300,4468,146440.0,2800000.0
2012-01-06,53000,53000,50000,52200,630,146160.0,2800000.0
2012-01-09,52200,52800,50400,50600,268,141680.0,2800000.0
2012-01-10,50000,52300,49500,52300,697,146440.0,2800000.0
2012-01-11,52300,52300,50000,51300,296,143640.0,2800000.0
2012-01-12,51300,53700,51300,51800,268,145040.0,2800000.0
2012-01-13,52100,52100,50000,51100,648,143080.0,2800000.0
2012-01-16,52100,52100,50100,50900,323,142520.0,2800000.0
2012-01-17,49000,52000,49000,51400,68,143920.0,2800000.0
2012-01-18,51200,51500,49100,51500,4111,144200.0,2800000.0
2012-01-19,52400,53000,50700,51000,1201,142800.0,2800000.0
2012-01-20,51800,51800,49000,49900,1022,139720.0,2800000.0
2012-01-25,50200,52000,50100,51100,142,143080.0,2800000.0
2012-01-26,49150,51800,49150,50000,1011,140000.0,2800000.0
2012-01-27,51500,51500,50000,50000,1013,140000.0,2800000.0
2012-01-30,50100,51500,50100,51300,235,143640.0,2800000.0
2012-01-31,52200,52200,50000,51000,409,142800.0,2800000.0
2012-02-01,52000,52800,49500,51200,186,143360.0,2800000.0
2012-02-02,52000,53600,51300,52300,114,146440.0,2800000.0
2012-02-03,52500,52500,50700,52300,119,146440.0,2800000.0
2012-02-06,52500,53000,50900,51800,304,145040.0,2800000.0
2012-02-07,52500,52500,50100,51600,392,144480.0,2800000.0
2012-02-08,52500,52500,50800,51000,91,142800.0,2800000.0
2012-02-09,51300,52500,50500,51500,303,144200.0,2800000.0
2012-02-10,51700,52900,50200,51400,386,143920.0,2800000.0
2012-02-13,51400,51400,50500,51400,124,143920.0,2800000.0
2012-02-14,51500,52200,50000,51200,2001,143360.0,2800000.0
2012-02-15,51200,53900,50600,52000,1701,145600.0,2800000.0
2012-02-16,52000,53300,50400,51600,1442,144480.0,2800000.0
2012-02-17,52000,52800,50400,51000,729,142800.0,2800000.0
2012-02-20,51600,51600,50000,50300,1277,140840.0,2800000.0
2012-02-21,50300,51400,50000,50600,601,141680.0,2800000.0
2012-02-22,51000,51000,49800,50200,355,140560.0,2800000.0
2012-02-23,50500,50500,49900,50400,603,141120.0,2800000.0
2012-02-24,50700,50700,49650,50200,276,140560.0,2800000.0
2012-02-27,50800,50800,50000,50500,240,141400.0,2800000.0
2012-02-28,50500,50500,49550,50000,632,140000.0,2800000.0
2012-02-29,50800,50800,49600,50000,399,140000.0,2800000.0
2012-03-02,49550,50000,49550,50000,1201,140000.0,2800000.0
2012-03-05,49400,50900,49350,50100,1250,140280.0,2800000.0
2012-03-06,50100,50100,49700,50000,1145,140000.0,2800000.0
2012-03-07,49900,50800,49500,50200,797,140560.0,2800000.0
2012-03-08,49550,51000,49500,51000,614,142800.0,2800000.0
2012-03-09,51500,51500,50000,50500,872,141400.0,2800000.0
2012-03-12,50000,50800,50000,50700,2141,141960.0,2800000.0
2012-03-13,50400,51200,50400,51200,2030,143360.0,2800000.0
2012-03-14,51200,51900,51200,51300,1033,143640.0,2800000.0
2012-03-15,51500,58900,51500,57000,13261,159600.0,2800000.0
2012-03-16,58800,59300,53500,56600,4306,158480.0,2800000.0
2012-03-19,56700,57900,53800,53900,3849,150920.0,2800000.0
2012-03-20,54900,54900,52700,52700,1054,147560.0,2800000.0
2012-03-21,53000,54500,52500,52700,1779,147560.0,2800000.0
2012-03-22,52200,54400,51700,52500,1389,147000.0,2800000.0
2012-03-23,51700,53100,51700,53100,1357,148680.0,2800000.0
2012-03-26,53300,53300,52000,52900,1495,148120.0,2800000.0
2012-03-27,52400,53800,52000,52000,335,145600.0,2800000.0
2012-03-28,52000,52300,50700,52200,338,146160.0,2800000.0
2012-03-29,52400,52400,50800,51500,1734,144200.0,2800000.0
2012-03-30,51200,51800,50500,50900,377,142520.0,2800000.0
2012-04-02,51900,51900,50800,51800,362,145040.0,2800000.0
2012-04-03,51800,51800,51100,51100,154,143080.0,2800000.0
2012-04-04,51400,52900,51000,51900,312,145320.0,2800000.0
2012-04-05,50700,51800,50000,51700,245,144760.0,2800000.0
2012-04-06,52600,52600,50400,51200,274,143360.0,2800000.0
2012-04-09,51100,51100,50400,51000,423,142800.0,2800000.0
2012-04-10,50200,52900,50200,50200,241,140560.0,2800000.0
2012-04-12,51900,51900,49150,49400,1128,138320.0,2800000.0
2012-04-13,49400,50200,49400,49800,782,139440.0,2800000.0
2012-04-16,49800,49800,49000,49300,606,138040.0,2800000.0
2012-04-17,49300,49800,48050,49000,569,137200.0,2800000.0
2012-04-18,48700,49500,48500,49300,1371,138040.0,2800000.0
2012-04-19,49300,49750,48150,49000,253,137200.0,2800000.0
2012-04-20,49000,49000,48050,48600,587,136080.0,2800000.0
2012-04-23,48550,48600,47550,48600,687,136080.0,2800000.0
2012-04-24,48000,48000,47150,47850,840,133980.0,2800000.0
2012-04-25,48200,48200,46550,46650,798,130620.0,2800000.0
2012-04-26,46650,47000,45950,45950,2111,128660.0,2800000.0
2012-04-27,46000,46000,45000,45750,2735,128100.0,2800000.0
2012-04-30,45750,47850,45750,47850,427,133980.0,2800000.0
2012-05-02,48000,48000,46300,47800,40,133840.0,2800000.0
2012-05-03,49000,49000,46300,48550,85,135940.0,2800000.0
2012-05-04,45500,48500,45500,47500,137,133000.0,2800000.0
2012-05-07,47900,48000,45750,45750,779,128100.0,2800000.0
2012-05-08,45750,46600,45750,46450,182,130060.0,2800000.0
2012-05-09,46000,46450,45100,45400,190,127120.0,2800000.0
2012-05-10,45400,46000,45100,45900,739,128520.0,2800000.0
2012-05-11,45950,46150,45150,45700,5646,127960.0,2800000.0
2012-05-14,45950,46200,45250,46000,429,128800.0,2800000.0
2012-05-15,45050,45900,44400,44800,386,125440.0,2800000.0
2012-05-16,44050,45450,43900,44800,639,125440.0,2800000.0
2012-05-17,45100,45100,44950,45000,20,126000.0,2800000.0
2012-05-18,43500,45000,42100,43950,553,123060.0,2800000.0
2012-05-21,43700,43700,40600,40600,337,113680.0,2800000.0
2012-05-22,42950,42950,40000,40250,3410,112700.0,2800000.0
2012-05-23,40350,41750,40000,40700,1017,113960.0,2800000.0
2012-05-24,40700,41500,40000,41200,2034,115360.0,2800000.0
2012-05-25,41800,44450,41100,42000,507,117600.0,2800000.0
2012-05-29,40750,41000,40200,40650,2369,113820.0,2800000.0
2012-05-30,41900,41900,40600,40650,547,113820.0,2800000.0
2012-05-31,40650,40650,35900,36300,4666,101640.0,2800000.0
2012-06-01,38100,40450,37000,40150,1261,112420.0,2800000.0
2012-06-04,39000,39950,37100,38600,257,108080.0,2800000.0
2012-06-05,38500,38500,36500,37850,640,105980.0,2800000.0
2012-06-07,38200,39850,38150,38250,220,107100.0,2800000.0
2012-06-08,38300,39500,38000,38100,660,106680.0,2800000.0
2012-06-11,37900,39800,37500,39300,152,110040.0,2800000.0
2012-06-12,39250,40100,38200,38600,397,108080.0,2800000.0
2012-06-13,39300,39300,38400,39100,470,109480.0,2800000.0
2012-06-14,39800,39800,36050,36700,2625,102760.0,2800000.0
2012-06-15,37800,37850,36850,37600,1016,105280.0,2800000.0
2012-06-18,37950,39500,37700,37750,990,105700.0,2800000.0
2012-06-19,37250,38800,37250,37900,1062,106120.0,2800000.0
2012-06-20,38700,38700,37700,38200,596,106960.0,2800000.0
2012-06-21,38000,38900,38000,38750,412,108500.0,2800000.0
2012-06-22,38000,38800,38000,38000,277,106400.0,2800000.0
2012-06-25,39000,39000,38000,38600,121,108080.0,2800000.0
2012-06-26,37600,38500,37600,38100,240,106680.0,2800000.0
2012-06-27,38300,38900,38000,38900,337,108920.0,2800000.0
2012-06-28,39400,39600,38100,39550,716,110740.0,2800000.0
2012-06-29,39000,40000,39000,39750,521,111300.0,2800000.0
2012-07-02,39850,40800,38850,40400,603,113120.0,2800000.0
2012-07-03,40900,40900,39400,40450,603,113260.0,2800000.0
2012-07-04,39700,40450,39700,40450,250,113260.0,2800000.0
2012-07-05,40400,40850,40000,40600,890,113680.0,2800000.0
2012-07-06,40400,40600,39950,40600,739,113680.0,2800000.0
2012-07-09,40600,40600,39900,40000,308,112000.0,2800000.0
2012-07-10,40000,40500,39300,40500,373,113400.0,2800000.0
2012-07-11,41000,41000,40000,40750,368,114100.0,2800000.0
2012-07-12,41300,43200,39750,40600,1289,113680.0,2800000.0
2012-07-13,41000,42000,39650,41400,719,115920.0,2800000.0
2012-07-16,41900,41900,40150,41150,346,115220.0,2800000.0
2012-07-17,40450,41550,40400,41300,1129,115640.0,2800000.0
2012-07-18,41550,41550,40600,41300,364,115640.0,2800000.0
2012-07-19,42000,42000,40750,41150,108,115220.0,2800000.0
2012-07-20,42000,42000,40050,40100,150,112280.0,2800000.0
2012-07-23,39750,40000,39450,39700,76,111160.0,2800000.0
2012-07-24,39100,39850,39100,39700,1320,111160.0,2800000.0
2012-07-25,39400,39400,39000,39300,40,110040.0,2800000.0
2012-07-26,39500,39500,39000,39000,103,109200.0,2800000.0
2012-07-27,39450,39450,39000,39300,20,110040.0,2800000.0
2012-07-30,39100,39100,39100,39100,1,109480.0,2800000.0
2012-07-31,38600,39300,38050,39150,83,109620.0,2800000.0
2012-08-01,39300,39300,39000,39200,133,109760.0,2800000.0
2012-08-02,39400,39400,39400,39400,2,110320.0,2800000.0
2012-08-03,39300,39300,39300,39300,2,110040.0,2800000.0
2012-08-06,39000,39300,39000,39300,12,110040.0,2800000.0
2012-08-07,39200,39200,36450,39000,123,109200.0,2800000.0
2012-08-08,39200,42950,38300,40250,285,112700.0,2800000.0
2012-08-09,39650,39650,38300,39350,249,110180.0,2800000.0
2012-08-10,39150,40500,38950,39250,1357,109900.0,2800000.0
2012-08-13,39000,39400,38800,39250,664,109900.0,2800000.0
2012-08-14,39250,39250,38450,39150,784,109620.0,2800000.0
2012-08-16,38400,39100,38400,39100,363,109480.0,2800000.0
2012-08-17,38550,39100,38550,39050,720,109340.0,2800000.0
2012-08-20,39000,39400,38900,39400,200,110320.0,2800000.0
2012-08-21,39900,39900,39150,39200,667,109760.0,2800000.0
2012-08-22,39250,39250,39050,39200,31,109760.0,2800000.0
2012-08-23,39200,39200,38500,39000,414,109200.0,2800000.0
2012-08-24,38400,38550,37800,38400,1000,107520.0,2800000.0
2012-08-27,38850,39000,36800,38600,373,108080.0,2800000.0
2012-08-28,38200,38800,37500,38100,1286,106680.0,2800000.0
2012-08-29,38500,40500,38500,40400,3514,113120.0,2800000.0
2012-08-30,40000,40000,39500,40000,294,112000.0,2800000.0
2012-08-31,40950,40950,38150,38150,2158,106820.0,2800000.0
2012-09-03,38800,38800,38300,38700,153,108360.0,2800000.0
2012-09-04,38250,38600,38250,38600,4,108080.0,2800000.0
2012-09-05,38600,39150,38150,39150,416,109620.0,2800000.0
2012-09-06,38500,39300,38500,39200,17,109760.0,2800000.0
