인트론바이오(048530),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-11-16,2794,2829,2690,2706,241285,64143.0,9163333.0
2011-11-17,2706,2860,2694,2849,279888,67534.0,9163333.0
2011-11-18,2790,3049,2763,3050,837300,72299.0,9163333.0
2011-11-21,3072,3474,3069,3325,1687710,78805.0,9163333.0
2011-11-22,3266,3374,3177,3356,731450,79538.0,9163333.0
2011-11-23,3730,3857,3641,3858,3050062,91450.0,9163333.0
2011-11-24,3819,4078,3714,3924,2279932,93008.0,9163333.0
2011-11-25,3904,4483,3382,3618,3758204,85769.0,9163333.0
2011-11-28,3672,3738,3467,3622,1077309,85860.0,9163333.0
2011-11-29,3625,4155,3625,3789,2525484,89801.0,9163333.0
2011-11-30,3788,4213,3672,4194,1872426,99422.0,9163333.0
2011-12-01,4309,4503,4078,4214,1403993,99880.0,9163333.0
2011-12-02,4213,4368,4097,4329,930907,102629.0,9163333.0
2011-12-05,4387,4561,4097,4098,1175224,97131.0,9163333.0
2011-12-06,4135,4619,3904,4329,2830474,102629.0,9163333.0
2011-12-07,4309,4426,4155,4156,937851,98506.0,9163333.0
2011-12-08,4135,4213,3943,4040,911409,95757.0,9163333.0
2011-12-09,4000,4271,3776,3850,1040995,91267.0,9163333.0
2011-12-12,3884,4020,3853,3854,544381,91358.0,9163333.0
2011-12-13,3904,4058,3796,3885,686754,92091.0,9163333.0
2011-12-14,3923,3962,3537,3537,464845,83844.0,9163333.0
2011-12-15,3587,3629,3382,3394,481937,80454.0,9163333.0
2011-12-16,3447,3529,3359,3498,341385,82928.0,9163333.0
2011-12-19,3432,3529,2980,3120,605417,73948.0,9163333.0
2011-12-20,3181,3505,3165,3379,597270,80088.0,9163333.0
2011-12-21,3517,3610,3401,3456,333242,81920.0,9163333.0
2011-12-22,3501,3541,3339,3379,197187,80088.0,9163333.0
2011-12-23,3463,3533,3363,3425,181052,81187.0,9163333.0
2011-12-26,3467,3598,3444,3557,332886,84303.0,9163333.0
2011-12-27,3594,3594,3347,3356,244633,79538.0,9163333.0
2011-12-28,3405,3494,3355,3360,178038,79629.0,9163333.0
2011-12-29,3401,3575,3359,3518,206007,83386.0,9163333.0
2012-01-02,3517,3645,3444,3645,262104,86410.0,9163333.0
2012-01-03,3594,3672,3575,3607,205118,85494.0,9163333.0
2012-01-04,3648,3772,3614,3676,333449,87143.0,9163333.0
2012-01-05,3749,3904,3714,3789,446036,89801.0,9163333.0
2012-01-06,3830,3830,3591,3626,204971,85952.0,9163333.0
2012-01-09,3625,3625,3494,3526,178476,83570.0,9163333.0
2012-01-10,3486,3679,3486,3680,209158,87235.0,9163333.0
2012-01-11,3679,3923,3679,3904,421509,92550.0,9163333.0
2012-01-12,4000,4135,3838,3839,707185,90992.0,9163333.0
2012-01-13,3853,4000,3788,3885,224227,92091.0,9163333.0
2012-01-16,3865,3904,3749,3758,118791,89068.0,9163333.0
2012-01-17,3792,3981,3679,3885,404786,92091.0,9163333.0
2012-01-18,3884,4097,3857,4098,606575,97131.0,9163333.0
2012-01-19,4078,4155,3923,3982,453667,94382.0,9163333.0
2012-01-20,3962,4483,3857,4310,1032296,102171.0,9163333.0
2012-01-25,4406,4928,4368,4871,1098902,115458.0,9163333.0
2012-01-26,4851,5006,4677,4948,614943,117291.0,9163333.0
2012-01-27,5006,5180,4832,5045,474060,119581.0,9163333.0
2012-01-30,5006,5218,4774,4852,436907,115000.0,9163333.0
2012-01-31,4870,5160,4774,5064,416108,120040.0,9163333.0
2012-02-01,5063,5121,4735,4832,386432,114542.0,9163333.0
2012-02-02,4909,4967,4715,4852,317606,115000.0,9163333.0
2012-02-03,4812,5102,4774,4948,393484,117291.0,9163333.0
2012-02-06,5044,5044,4793,4852,186841,115000.0,9163333.0
2012-02-07,4793,4928,4522,4871,411950,115458.0,9163333.0
2012-02-08,4851,4870,4619,4774,212235,113167.0,9163333.0
2012-02-09,4715,4793,4541,4716,212967,111793.0,9163333.0
2012-02-10,4638,5353,4600,5238,699205,124163.0,9163333.0
2012-02-13,5334,5334,5102,5296,211947,125538.0,9163333.0
2012-02-14,5295,5585,5218,5373,321520,127370.0,9163333.0
2012-02-15,5431,5489,5160,5277,176546,125079.0,9163333.0
2012-02-16,5276,5721,5180,5586,428731,132410.0,9163333.0
2012-02-17,5566,5701,5276,5354,494686,126912.0,9163333.0
2012-02-20,5257,5585,5160,5528,248585,131036.0,9163333.0
2012-02-21,5527,5585,5412,5509,126115,130577.0,9163333.0
2012-02-22,5469,5991,5334,5915,511988,140199.0,9163333.0
2012-02-23,6146,6184,5798,5915,336902,140199.0,9163333.0
2012-02-24,5952,6146,5759,6069,201371,143864.0,9163333.0
2012-02-27,5991,6049,5856,5876,99370,139283.0,9163333.0
2012-02-28,5856,6049,5624,5837,210410,138366.0,9163333.0
2012-02-29,5933,6049,5798,5799,134041,137450.0,9163333.0
2012-03-02,5798,5856,5605,5606,130831,132868.0,9163333.0
2012-03-05,5585,5740,5547,5683,149656,134701.0,9163333.0
2012-03-06,5624,5721,4889,5238,350596,124163.0,9163333.0
2012-03-07,5218,5315,5025,5238,172628,124163.0,9163333.0
2012-03-08,5315,5315,4870,4987,217604,118207.0,9163333.0
2012-03-09,4986,5295,4928,5141,131015,121872.0,9163333.0
2012-03-12,5199,5334,5121,5296,102432,125538.0,9163333.0
2012-03-13,5257,5372,5160,5238,97785,124163.0,9163333.0
2012-03-14,5257,5315,5121,5141,102808,121872.0,9163333.0
2012-03-15,5160,5315,5141,5238,92778,124163.0,9163333.0
2012-03-16,5237,5257,5083,5161,77248,122330.0,9163333.0
2012-03-19,5083,5160,5025,5064,45119,120040.0,9163333.0
2012-03-20,5063,5160,4754,4909,166674,116374.0,9163333.0
2012-03-21,4832,4832,4483,4562,235313,108127.0,9163333.0
2012-03-22,4677,4832,4406,4562,310141,108127.0,9163333.0
2012-03-23,4483,4619,4252,4620,343159,109502.0,9163333.0
2012-03-26,4522,4561,4290,4291,121808,101713.0,9163333.0
2012-03-27,4290,4406,4155,4156,147791,98506.0,9163333.0
2012-03-28,4097,4349,4097,4329,103423,102629.0,9163333.0
2012-03-29,4309,4349,4155,4329,80753,102629.0,9163333.0
2012-03-30,4290,4522,4290,4446,57116,105378.0,9163333.0
2012-04-02,4464,4522,4349,4465,45090,105836.0,9163333.0
2012-04-03,4464,4483,4232,4272,114518,101255.0,9163333.0
2012-04-04,4290,4349,3904,3943,107304,93466.0,9163333.0
2012-04-05,3815,4135,3788,4136,139696,98048.0,9163333.0
2012-04-06,4174,4349,4039,4214,62361,99880.0,9163333.0
2012-04-09,4135,4368,3749,3750,96455,88884.0,9163333.0
2012-04-10,3641,3923,3641,3819,111352,90534.0,9163333.0
2012-04-12,3780,3884,3780,3846,35147,91175.0,9163333.0
2012-04-13,4058,4058,3923,4001,25838,94840.0,9163333.0
2012-04-16,3884,4116,3865,4059,44228,96215.0,9163333.0
2012-04-17,4194,4194,4000,4040,45066,95757.0,9163333.0
2012-04-18,4155,4213,4116,4214,57299,99880.0,9163333.0
2012-04-19,4213,4252,4116,4214,40888,99880.0,9163333.0
2012-04-20,4213,4213,4058,4117,44060,97589.0,9163333.0
2012-04-23,4155,4232,4000,4194,90867,99422.0,9163333.0
2012-04-24,4097,4155,3962,3963,64903,93924.0,9163333.0
2012-04-25,4000,4058,3749,3769,87951,89342.0,9163333.0
2012-04-26,3769,3826,3401,3498,188945,82928.0,9163333.0
2012-04-27,3494,3529,3150,3530,359553,83661.0,9163333.0
2012-04-30,3610,3610,3332,3444,101137,81645.0,9163333.0
2012-05-02,3529,3904,3451,3707,229668,87876.0,9163333.0
2012-05-03,3652,3745,3606,3634,78580,86135.0,9163333.0
2012-05-04,3629,3672,3490,3626,72297,85952.0,9163333.0
2012-05-07,3579,3629,3440,3440,55414,81554.0,9163333.0
2012-05-08,3501,3568,3336,3479,49035,82470.0,9163333.0
2012-05-09,3478,3513,3413,3479,31642,82470.0,9163333.0
2012-05-10,3509,3544,3417,3518,96666,83386.0,9163333.0
2012-05-11,3517,3683,3482,3526,91799,83570.0,9163333.0
2012-05-14,3629,3629,3324,3479,77616,82470.0,9163333.0
2012-05-15,3486,3490,3289,3386,44894,80271.0,9163333.0
2012-05-16,3401,3424,3223,3325,69401,78805.0,9163333.0
2012-05-17,3320,3498,3273,3321,171695,78713.0,9163333.0
2012-05-18,3266,3285,3146,3197,64925,75781.0,9163333.0
2012-05-21,3131,3216,2907,3054,114602,72390.0,9163333.0
2012-05-22,3131,3447,3099,3448,142012,81737.0,9163333.0
2012-05-23,3447,3447,3258,3259,37881,77247.0,9163333.0
2012-05-24,3285,3324,3189,3286,19024,77888.0,9163333.0
2012-05-25,3243,3420,3212,3394,50031,80454.0,9163333.0
2012-05-29,3436,3486,3351,3440,45299,81554.0,9163333.0
2012-05-30,3482,3564,3401,3421,27694,81095.0,9163333.0
2012-05-31,3432,3471,3328,3440,33248,81554.0,9163333.0
2012-06-01,3525,3687,3432,3595,98575,85219.0,9163333.0
2012-06-04,3482,3552,3328,3479,44883,82470.0,9163333.0
2012-06-05,3486,3556,3390,3452,32176,81829.0,9163333.0
2012-06-07,3498,3548,3463,3549,53301,84119.0,9163333.0
2012-06-08,3548,3591,3455,3518,58711,83386.0,9163333.0
2012-06-11,3517,3537,3451,3456,48329,81920.0,9163333.0
2012-06-12,3455,3463,3397,3429,54358,81279.0,9163333.0
2012-06-13,3486,3486,3289,3301,60506,78255.0,9163333.0
2012-06-14,3324,3347,3277,3309,33246,78438.0,9163333.0
2012-06-15,3363,3363,3127,3139,82713,74406.0,9163333.0
2012-06-18,3246,3246,3127,3139,54048,74406.0,9163333.0
2012-06-19,3189,3246,3138,3247,35077,76972.0,9163333.0
2012-06-20,3300,3316,3227,3286,34735,77888.0,9163333.0
2012-06-21,3254,3300,3216,3270,36956,77522.0,9163333.0
2012-06-22,3270,3270,3181,3193,27831,75689.0,9163333.0
2012-06-25,3165,3258,3065,3100,45691,73490.0,9163333.0
2012-06-26,3018,3173,3018,3089,34182,73215.0,9163333.0
2012-06-27,3099,3150,3022,3092,46424,73307.0,9163333.0
2012-06-28,3092,3150,3053,3092,36501,73307.0,9163333.0
2012-06-29,3092,3277,3092,3228,60202,76514.0,9163333.0
2012-07-02,3239,3266,3204,3216,40450,76239.0,9163333.0
2012-07-03,3254,3262,3208,3255,32604,77155.0,9163333.0
2012-07-04,3262,3610,3258,3557,253627,84303.0,9163333.0
2012-07-05,3564,3568,3444,3545,66642,84028.0,9163333.0
2012-07-06,3544,3575,3501,3549,59585,84119.0,9163333.0
2012-07-09,3556,3718,3525,3630,100929,86044.0,9163333.0
2012-07-10,3614,3675,3575,3665,45129,86868.0,9163333.0
2012-07-11,3672,3769,3621,3672,56622,87052.0,9163333.0
2012-07-12,3672,3710,3537,3537,40175,83844.0,9163333.0
2012-07-13,3537,3594,3231,3475,52531,82378.0,9163333.0
2012-07-16,3513,3513,3428,3464,19939,82103.0,9163333.0
2012-07-17,3424,3463,3382,3440,22671,81554.0,9163333.0
2012-07-18,3440,3444,3304,3398,36947,80546.0,9163333.0
2012-07-19,3420,3474,3378,3475,47085,82378.0,9163333.0
2012-07-20,3517,3652,3474,3595,50328,85219.0,9163333.0
2012-07-23,3591,3591,3459,3526,36301,83570.0,9163333.0
2012-07-24,3498,3505,3366,3390,29081,80362.0,9163333.0
2012-07-25,3297,3355,3219,3236,42729,76697.0,9163333.0
2012-07-26,3273,3316,3162,3286,38882,77888.0,9163333.0
2012-07-27,3293,3401,3212,3309,20449,78438.0,9163333.0
2012-07-30,3285,3382,3285,3344,28839,79263.0,9163333.0
2012-07-31,3382,3382,3304,3309,11292,78438.0,9163333.0
2012-08-01,3181,3366,3181,3325,11539,78805.0,9163333.0
2012-08-02,3397,3397,3235,3274,16204,77613.0,9163333.0
2012-08-03,3273,3308,3196,3274,21206,77613.0,9163333.0
2012-08-06,3285,3332,3246,3255,18929,77155.0,9163333.0
2012-08-07,3273,3300,3223,3270,19179,77522.0,9163333.0
2012-08-08,3250,3386,3246,3286,18516,77888.0,9163333.0
2012-08-09,3401,3482,3285,3483,54591,82562.0,9163333.0
2012-08-10,3478,3706,3478,3584,97866,84944.0,9163333.0
2012-08-13,3517,3571,3459,3483,30641,82562.0,9163333.0
2012-08-14,3509,3672,3482,3622,99249,85860.0,9163333.0
2012-08-16,3633,3637,3575,3634,29527,86135.0,9163333.0
2012-08-17,3633,3761,3606,3688,57060,87418.0,9163333.0
2012-08-20,3672,3788,3633,3754,87279,88976.0,9163333.0
2012-08-21,3699,3826,3699,3762,70121,89159.0,9163333.0
2012-08-22,3749,4020,3745,3982,229952,94382.0,9163333.0
2012-08-23,4020,4271,3923,4175,197492,98964.0,9163333.0
2012-08-24,4116,4349,3962,4078,143465,96673.0,9163333.0
2012-08-27,4097,4174,3962,4059,63675,96215.0,9163333.0
2012-08-28,4097,4406,4058,4407,143150,104462.0,9163333.0
2012-08-29,4406,4600,4309,4581,163377,108585.0,9163333.0
2012-08-30,4522,4677,4464,4639,155806,109960.0,9163333.0
2012-08-31,4619,4735,4541,4678,145247,110876.0,9163333.0
2012-09-03,4638,4677,4445,4581,165720,108585.0,9163333.0
2012-09-04,4580,4658,4445,4581,175543,108585.0,9163333.0
2012-09-05,4541,4735,4483,4735,121369,112251.0,9163333.0
2012-09-06,4735,5006,4696,4948,167494,117291.0,9163333.0
2012-09-07,4947,5063,4832,4948,112433,117291.0,9163333.0
2012-09-10,4947,5083,4832,5064,110823,120040.0,9163333.0
2012-09-11,5121,5315,5025,5180,82720,122789.0,9163333.0
2012-09-12,5199,5237,5121,5180,63369,122789.0,9163333.0
2012-09-13,5218,5218,5025,5103,84131,120956.0,9163333.0
2012-09-14,5102,5141,4503,4658,314762,110418.0,9163333.0
2012-09-17,4677,4793,4464,4716,116630,111793.0,9163333.0
2012-09-18,4754,4832,4638,4813,49498,114083.0,9163333.0
2012-09-19,4928,5412,4832,5412,358590,128287.0,9163333.0
2012-09-20,5412,5412,5141,5258,169160,124621.0,9163333.0
2012-09-21,5218,5353,5102,5238,91061,124163.0,9163333.0
2012-09-24,5237,5315,5025,5315,102354,125996.0,9163333.0
2012-09-25,5315,5334,5006,5161,68906,122330.0,9163333.0
2012-09-26,5160,5218,4947,4987,58771,118207.0,9163333.0
2012-09-27,4986,5025,4600,4852,236465,115000.0,9163333.0
2012-09-28,4754,5237,4754,5180,127937,122789.0,9163333.0
2012-10-02,5180,5237,5044,5180,48852,122789.0,9163333.0
