아스타(246720),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-06-23,8752,8885,8610,8847,274697,87914.0,9402523.0
2017-06-26,8837,8875,8591,8592,248607,85375.0,9402523.0
2017-06-27,8525,8724,8525,8668,171035,86127.0,9402523.0
2017-06-28,8572,8866,8544,8677,258699,86221.0,9402523.0
2017-06-29,8818,9093,8658,8847,509927,87914.0,9402523.0
2017-06-30,8989,9746,8667,8668,2557378,86127.0,9402523.0
2017-07-03,8733,8733,8137,8308,302588,82554.0,9402523.0
2017-07-04,8402,8402,7967,7967,219271,79169.0,9402523.0
2017-07-05,7948,8156,7948,7996,105115,79451.0,9402523.0
2017-07-06,8005,8298,8005,8071,69974,80204.0,9402523.0
2017-07-07,8014,8099,7920,7996,47098,79451.0,9402523.0
2017-07-10,8052,8118,7901,8062,65590,80109.0,9402523.0
2017-07-11,8090,8345,8090,8298,93927,82460.0,9402523.0
2017-07-12,8270,8393,8222,8261,54343,82084.0,9402523.0
2017-07-13,8260,8317,8052,8119,48786,80674.0,9402523.0
2017-07-14,8071,8184,7957,7996,53616,79451.0,9402523.0
2017-07-17,7920,8071,7920,7986,51842,79357.0,9402523.0
2017-07-18,7986,8052,7948,7996,42452,79451.0,9402523.0
2017-07-19,8137,8137,7948,8005,39734,79545.0,9402523.0
2017-07-20,8033,8099,7948,8062,51743,80109.0,9402523.0
2017-07-21,8099,8147,7986,8081,57722,80298.0,9402523.0
2017-07-24,8043,8071,7967,7996,35481,79451.0,9402523.0
2017-07-25,7995,8137,7948,8138,69189,80862.0,9402523.0
2017-07-26,8260,8421,8118,8119,114175,80674.0,9402523.0
2017-07-27,8099,8175,7853,7967,50693,79169.0,9402523.0
2017-07-28,8052,8052,7768,7882,66574,78323.0,9402523.0
2017-07-31,7815,7948,7749,7835,20963,77853.0,9402523.0
2017-08-01,7692,7891,7692,7712,33112,76631.0,9402523.0
2017-08-02,7721,8402,7721,8071,159470,80204.0,9402523.0
2017-08-03,8222,8222,7844,7844,30899,77947.0,9402523.0
2017-08-04,7778,8043,7721,8043,30577,79921.0,9402523.0
2017-08-07,8090,8137,7929,8071,29649,80204.0,9402523.0
2017-08-08,8071,8071,7920,7958,27208,79075.0,9402523.0
2017-08-09,7901,7948,7778,7863,28604,78135.0,9402523.0
2017-08-10,8043,8166,7834,7911,56474,78605.0,9402523.0
2017-08-11,7673,7901,7673,7683,45059,76348.0,9402523.0
2017-08-14,7683,7815,7636,7740,24611,76913.0,9402523.0
2017-08-16,7730,7853,7692,7693,16487,76443.0,9402523.0
2017-08-17,7834,7834,7569,7627,38692,75784.0,9402523.0
2017-08-18,7588,7664,7541,7665,17787,76160.0,9402523.0
2017-08-21,7664,7749,7598,7636,18908,75878.0,9402523.0
2017-08-22,7636,7711,7598,7674,16607,76254.0,9402523.0
2017-08-23,7740,7740,7503,7542,34560,74938.0,9402523.0
2017-08-24,7579,7645,7427,7570,25941,75220.0,9402523.0
2017-08-25,7541,7607,7475,7523,22096,74750.0,9402523.0
2017-08-28,7437,7475,7399,7456,23948,74092.0,9402523.0
2017-08-29,7484,7569,7427,7475,12855,74280.0,9402523.0
2017-08-30,7560,7569,7267,7352,43880,73058.0,9402523.0
2017-08-31,7125,7399,7115,7390,49701,73434.0,9402523.0
2017-09-01,7361,7579,7267,7570,31065,75220.0,9402523.0
2017-09-04,7286,7569,7286,7475,26310,74280.0,9402523.0
2017-09-05,7475,7560,7333,7362,10892,73152.0,9402523.0
2017-09-06,7465,7550,7352,7551,35301,75032.0,9402523.0
2017-09-07,7522,7541,7371,7504,27471,74562.0,9402523.0
2017-09-08,7494,7494,7304,7437,25183,73904.0,9402523.0
2017-09-11,7409,8326,7399,7958,430402,79075.0,9402523.0
2017-09-12,8118,8118,7664,7750,89413,77007.0,9402523.0
2017-09-13,7749,7749,7361,7400,110174,73528.0,9402523.0
2017-09-14,7399,7503,7380,7447,34426,73998.0,9402523.0
2017-09-15,7986,8043,7617,7617,118845,75690.0,9402523.0
2017-09-18,7607,7768,7607,7740,29802,76913.0,9402523.0
2017-09-19,7853,7882,7721,7797,42222,77477.0,9402523.0
2017-09-20,7929,7929,7579,7759,35665,77101.0,9402523.0
2017-09-21,7617,7806,7560,7560,34626,75126.0,9402523.0
2017-09-22,7617,7711,7380,7381,40839,73340.0,9402523.0
2017-09-25,7569,7617,7314,7466,47888,74186.0,9402523.0
2017-09-26,7465,7569,7380,7428,12167,73810.0,9402523.0
2017-09-27,7427,7541,7418,7428,14310,73810.0,9402523.0
2017-09-28,7153,7560,7153,7504,23528,74562.0,9402523.0
2017-09-29,7475,7560,7446,7475,19263,74280.0,9402523.0
2017-10-10,7475,7664,7475,7608,37438,75596.0,9402523.0
2017-10-11,7626,7853,7617,7740,21803,76913.0,9402523.0
2017-10-12,7853,7853,7617,7683,16471,76348.0,9402523.0
2017-10-13,7702,8307,7683,7750,83868,77007.0,9402523.0
2017-10-16,7768,7995,7683,7996,56995,79451.0,9402523.0
2017-10-17,8307,8468,8043,8043,164739,79921.0,9402523.0
2017-10-18,7948,8137,7787,7920,26844,78699.0,9402523.0
2017-10-19,7834,7967,7702,7721,26322,76725.0,9402523.0
2017-10-20,7986,7986,7740,7873,25142,78229.0,9402523.0
2017-10-23,7825,8128,7806,7967,66215,79169.0,9402523.0
2017-10-24,7967,8412,7967,8185,129204,81332.0,9402523.0
2017-10-25,8147,8440,8109,8365,101080,83118.0,9402523.0
2017-10-26,8648,8800,8137,8242,164422,81896.0,9402523.0
2017-10-27,8289,8440,8071,8100,58873,80486.0,9402523.0
2017-10-30,8061,8137,7863,8138,53467,80862.0,9402523.0
2017-10-31,8213,8213,7967,8119,24671,80674.0,9402523.0
2017-11-01,8043,8109,7967,7977,38490,79263.0,9402523.0
2017-11-02,7976,8449,7976,8251,74796,81990.0,9402523.0
2017-11-03,8336,9206,8336,8828,460797,87726.0,9402523.0
2017-11-06,8941,9178,8800,9074,159837,90170.0,9402523.0
2017-11-07,9159,9178,8856,8866,86845,88102.0,9402523.0
2017-11-08,8866,8866,8639,8781,62531,87255.0,9402523.0
2017-11-09,8837,9556,8800,9387,347742,93273.0,9402523.0
2017-11-10,9310,9462,9036,9055,98516,89982.0,9402523.0
2017-11-13,9206,9292,9083,9207,52097,91487.0,9402523.0
2017-11-14,9235,9462,9083,9320,117520,92615.0,9402523.0
2017-11-15,9292,9367,8658,8696,145942,86409.0,9402523.0
2017-11-16,8800,9121,8714,9074,64661,90170.0,9402523.0
2017-11-17,9083,9169,8847,9065,41971,90076.0,9402523.0
2017-11-20,9225,9225,8951,9131,55809,90734.0,9402523.0
2017-11-21,9112,10077,8998,9841,245914,97786.0,9402523.0
2017-11-22,10030,12774,9935,11497,2748979,114241.0,9402523.0
2017-11-23,11496,11638,11070,11591,341703,115181.0,9402523.0
2017-11-24,11496,11591,11118,11544,220298,114711.0,9402523.0
2017-11-27,11354,12064,11354,12065,226537,119882.0,9402523.0
2017-11-28,12253,12348,11449,11449,151290,113771.0,9402523.0
2017-11-29,11402,11591,10929,11497,126280,114241.0,9402523.0
2017-11-30,11354,11922,11165,11355,85010,112830.0,9402523.0
2017-12-01,11875,14761,11686,13342,1893453,132576.0,9402523.0
2017-12-04,13341,15423,13247,15092,769955,149970.0,9402523.0
2017-12-05,15281,18215,15281,17080,1093987,169716.0,9402523.0
2017-12-06,18073,19870,16227,17695,713952,175827.0,9402523.0
2017-12-07,17694,17741,16417,17032,208072,169245.0,9402523.0
2017-12-08,17694,18073,16559,17032,175218,169245.0,9402523.0
2017-12-11,16748,17032,15139,15755,266209,156552.0,9402523.0
2017-12-12,15754,17789,15423,17789,302523,176767.0,9402523.0
2017-12-13,18120,19113,17032,17695,185032,175827.0,9402523.0
2017-12-14,17883,18025,17079,17742,96789,176297.0,9402523.0
2017-12-15,17883,17883,16606,17363,158276,172536.0,9402523.0
2017-12-18,17789,17789,17032,17316,63249,172066.0,9402523.0
2017-12-19,17600,20344,17316,19067,532533,189461.0,9402523.0
2017-12-20,19019,19350,18309,18499,123220,183819.0,9402523.0
2017-12-21,18215,19397,17032,17316,214899,172066.0,9402523.0
2017-12-22,17410,17931,16984,17269,102194,171596.0,9402523.0
2017-12-26,17268,17836,17032,17363,48981,172536.0,9402523.0
2017-12-27,17316,18262,17316,17363,96496,172536.0,9402523.0
2017-12-28,17836,18877,17505,18735,143522,186170.0,9402523.0
2018-01-02,18782,22189,18782,21432,242711,212967.0,9402523.0
2018-01-03,21952,22709,21195,21480,125080,213437.0,9402523.0
2018-01-04,21716,24129,21337,22568,178040,224250.0,9402523.0
2018-01-05,23088,24034,21668,22473,200342,223310.0,9402523.0
2018-01-08,22473,23466,21952,22899,80077,227541.0,9402523.0
2018-01-09,23655,23655,22473,22520,79921,223780.0,9402523.0
2018-01-10,22898,23182,22189,22568,53247,224250.0,9402523.0
2018-01-11,22236,22804,22189,22710,50595,225661.0,9402523.0
2018-01-12,22709,22946,22141,22804,67306,226601.0,9402523.0
2018-01-15,23513,25406,22946,24886,184402,247286.0,9402523.0
2018-01-16,25926,27630,25359,27299,199164,271263.0,9402523.0
2018-01-17,27251,27488,25926,25974,125461,258099.0,9402523.0
2018-01-18,25643,27913,25643,26447,112898,262801.0,9402523.0
2018-01-19,26447,26967,25643,26163,41713,259980.0,9402523.0
2018-01-22,26778,27535,26352,26731,79774,265621.0,9402523.0
2018-01-23,27156,27298,26636,26968,40673,267972.0,9402523.0
2018-01-24,26967,27015,26305,26495,53943,263271.0,9402523.0
2018-01-25,26541,26731,26068,26258,39763,260920.0,9402523.0
2018-01-26,26400,26494,24318,26163,121996,259980.0,9402523.0
2018-01-29,26400,26494,25027,25312,63129,251517.0,9402523.0
2018-01-30,25311,25311,24696,24791,50182,246346.0,9402523.0
2018-01-31,24129,24412,22662,22852,139567,227071.0,9402523.0
2018-02-01,22804,22804,20107,21006,335024,208736.0,9402523.0
2018-02-02,20675,20769,19681,20155,166563,200274.0,9402523.0
2018-02-05,19255,20249,18451,20155,234898,200274.0,9402523.0
2018-02-06,18924,20012,18404,19682,131198,195572.0,9402523.0
2018-02-07,19870,21290,18924,18972,253629,188521.0,9402523.0
2018-02-08,19066,19918,18924,19682,81453,195572.0,9402523.0
2018-02-09,18924,19492,18782,18972,75020,188521.0,9402523.0
2018-02-12,18924,19539,18688,18688,65452,185700.0,9402523.0
2018-02-13,18877,19303,16843,17032,152429,169245.0,9402523.0
2018-02-14,17221,17221,15896,16228,165807,161253.0,9402523.0
2018-02-19,16086,16937,16086,16796,64297,166895.0,9402523.0
2018-02-20,16843,17789,16701,17032,88211,169245.0,9402523.0
2018-02-21,17221,17694,17032,17505,37131,173947.0,9402523.0
2018-02-22,17599,17789,16653,16843,29333,167365.0,9402523.0
2018-02-23,16843,17032,16559,16938,29186,168305.0,9402523.0
2018-02-26,17032,17316,16937,17032,34191,169245.0,9402523.0
2018-02-27,17174,17363,16559,16890,41492,167835.0,9402523.0
2018-02-28,16890,16890,15518,15802,51660,157022.0,9402523.0
2018-03-02,15754,15754,14430,14619,117840,145269.0,9402523.0
2018-03-05,14666,16086,14477,15471,105026,153731.0,9402523.0
2018-03-06,15707,16417,15376,16039,76092,159373.0,9402523.0
2018-03-07,16464,16464,15565,15897,30940,157962.0,9402523.0
2018-03-08,15802,16227,14997,15140,56778,150440.0,9402523.0
2018-03-09,15092,15470,14713,15424,57572,153261.0,9402523.0
2018-03-12,15470,16653,15423,16654,76315,165484.0,9402523.0
2018-03-13,16843,17836,16843,17080,127294,169716.0,9402523.0
2018-03-14,17079,17316,16843,16938,40801,168305.0,9402523.0
2018-03-15,16937,16937,16227,16654,45643,165484.0,9402523.0
2018-03-16,16653,16890,16275,16417,27106,163134.0,9402523.0
2018-03-19,17126,17126,16227,16370,31387,162664.0,9402523.0
2018-03-20,16275,16417,15092,15187,195887,150910.0,9402523.0
2018-03-21,15329,15518,15045,15140,70665,150440.0,9402523.0
2018-03-22,15139,15329,14477,14667,105783,145739.0,9402523.0
2018-03-23,14146,14997,13389,14146,82859,140568.0,9402523.0
2018-03-26,13720,14051,12821,13910,139886,138217.0,9402523.0
2018-03-27,14288,14808,13956,14194,62301,141038.0,9402523.0
2018-03-28,14240,14240,13247,13437,46383,133516.0,9402523.0
2018-03-29,13531,13767,13247,13389,36783,133046.0,9402523.0
2018-03-30,13625,14382,13436,13862,36654,137747.0,9402523.0
2018-04-02,14146,14193,13720,13720,31251,136337.0,9402523.0
2018-04-03,13720,13720,13247,13484,35195,133986.0,9402523.0
2018-04-04,14051,14051,13483,13626,39139,135396.0,9402523.0
2018-04-05,13909,17694,13625,17695,500457,175827.0,9402523.0
2018-04-06,19397,21101,16322,16843,1383159,167365.0,9402523.0
2018-04-09,17410,17647,16843,16938,261309,168305.0,9402523.0
2018-04-10,16748,19397,16417,17411,632230,173006.0,9402523.0
2018-04-11,17316,18167,17032,17978,196971,178648.0,9402523.0
2018-04-12,18262,18498,17410,17695,153178,175827.0,9402523.0
2018-04-13,17647,18735,17410,18120,178579,180058.0,9402523.0
2018-04-16,18404,19870,17694,18168,253455,180528.0,9402523.0
2018-04-17,18356,18782,18073,18499,113785,183819.0,9402523.0
2018-04-18,18546,18640,16748,17505,92922,173947.0,9402523.0
2018-04-19,16984,17221,16038,16133,149838,160313.0,9402523.0
2018-04-20,16133,16511,15991,16465,53843,163604.0,9402523.0
2018-04-23,16275,16275,14808,15234,93804,151381.0,9402523.0
2018-04-24,14997,15470,14950,15140,39245,150440.0,9402523.0
2018-04-25,14855,15470,14619,14951,46268,148560.0,9402523.0
2018-04-26,14950,15754,14808,15518,34135,154201.0,9402523.0
2018-04-27,15802,16843,15802,16181,57318,160783.0,9402523.0
2018-04-30,16180,16180,15092,15424,40787,153261.0,9402523.0
2018-05-02,15139,16086,14808,15045,57070,149500.0,9402523.0
2018-05-03,15045,15565,15045,15187,28481,150910.0,9402523.0
2018-05-04,15187,15187,14903,14951,19949,148560.0,9402523.0
2018-05-08,14950,15139,13720,13768,63260,136807.0,9402523.0
2018-05-09,13294,14477,12537,14194,65584,141038.0,9402523.0
2018-05-10,14430,14430,13767,14194,17515,141038.0,9402523.0
2018-05-11,14193,14619,14098,14383,23625,142918.0,9402523.0
2018-05-14,14193,18167,13862,15045,326922,149500.0,9402523.0
2018-05-15,14855,15423,14761,15092,55441,149970.0,9402523.0
2018-05-16,15092,15329,14713,14714,38411,146209.0,9402523.0
2018-05-17,15139,15802,14808,14809,45469,147149.0,9402523.0
2018-05-18,14808,15329,14713,14903,20025,148090.0,9402523.0
2018-05-21,14950,15329,14761,14856,19929,147620.0,9402523.0
2018-05-23,15187,15187,14477,14477,20929,143859.0,9402523.0
2018-05-24,14477,14666,14240,14525,18308,144329.0,9402523.0
2018-05-25,14524,14524,14146,14383,17244,142918.0,9402523.0
2018-05-28,14666,14666,13720,13910,38520,138217.0,9402523.0
2018-05-29,14051,14051,13152,13295,53572,132105.0,9402523.0
2018-05-30,13294,13625,13010,13484,29712,133986.0,9402523.0
2018-05-31,13341,13531,13152,13531,23399,134456.0,9402523.0
2018-06-01,13531,14051,13341,14052,18799,139627.0,9402523.0
2018-06-04,13767,13815,12679,13058,63985,129755.0,9402523.0
2018-06-05,13058,13058,12301,12301,48824,122233.0,9402523.0
2018-06-07,12348,12584,11733,11733,72962,116591.0,9402523.0
2018-06-08,11638,13625,11354,12301,137048,122233.0,9402523.0
2018-06-11,12395,12868,11922,12680,48743,125994.0,9402523.0
2018-06-12,12679,13058,12490,12632,20683,125524.0,9402523.0
2018-06-14,12963,12963,12253,12443,13096,123643.0,9402523.0
2018-06-15,12537,12537,11827,12443,26316,123643.0,9402523.0
2018-06-18,12159,12632,12064,12490,25591,124113.0,9402523.0
2018-06-19,12064,12395,11686,11923,28645,118472.0,9402523.0
2018-06-20,11686,12726,11686,12490,32853,124113.0,9402523.0
2018-06-21,12584,13010,12301,12916,42588,128344.0,9402523.0
2018-06-22,12916,12916,12159,12159,27322,120822.0,9402523.0
2018-06-25,12206,13862,12206,12916,133403,128344.0,9402523.0
2018-06-26,12916,13436,12916,13200,38594,131165.0,9402523.0
2018-06-27,13200,13200,12400,12500,64729,117532.0,9402523.0
2018-06-28,12500,12700,12400,12650,10697,118942.0,9402523.0
2018-06-29,12400,12650,12150,12350,20932,116121.0,9402523.0
2018-07-02,12350,14800,12350,12550,93794,118002.0,9402523.0
2018-07-03,12550,12800,12300,12800,15356,120864.0,9442523.0
2018-07-04,12800,14050,12800,13500,38755,127474.0,9442523.0
2018-07-05,14350,15750,13800,13800,173970,130307.0,9442523.0
2018-07-06,13850,14050,12800,13950,46394,131723.0,9442523.0
2018-07-09,13950,14250,13650,13650,21317,128890.0,9442523.0
2018-07-10,13750,14050,13400,14000,27872,132195.0,9442523.0
2018-07-11,14000,14000,13450,13450,11424,127002.0,9442523.0
2018-07-12,13450,13800,13250,13350,13801,126058.0,9442523.0
2018-07-13,13350,13450,12750,12950,16237,122281.0,9442523.0
2018-07-16,12950,12950,12550,12550,19242,118504.0,9442523.0
2018-07-17,12600,12600,12000,12100,33694,114255.0,9442523.0
2018-07-18,12100,12200,11500,11600,40238,109533.0,9442523.0
2018-07-19,11600,12000,10600,11200,50836,105756.0,9442523.0
2018-07-20,11100,11450,10800,11250,11897,106228.0,9442523.0
2018-07-23,11050,11200,10450,10450,26149,98674.0,9442523.0
2018-07-24,10300,11000,10300,10850,11440,102451.0,9442523.0
2018-07-25,10650,11200,10550,10600,15859,100091.0,9442523.0
2018-07-26,10650,11700,10650,11200,19942,105756.0,9442523.0
2018-07-27,11550,11550,10850,10900,11599,102924.0,9442523.0
2018-07-30,10800,10950,10550,10700,20966,101035.0,9442523.0
2018-07-31,11300,13800,10850,10950,512624,103396.0,9442523.0
2018-08-01,11000,11600,10850,11250,65896,106228.0,9442523.0
2018-08-02,11400,11550,11050,11150,31586,105284.0,9442523.0
2018-08-03,11250,12300,11250,11450,101029,108117.0,9442523.0
2018-08-06,11850,11850,11350,11500,25875,108589.0,9442523.0
2018-08-07,11500,12100,11400,11800,46162,111422.0,9442523.0
2018-08-08,11850,11900,11600,11700,15001,110478.0,9442523.0
2018-08-09,11700,12300,11700,11800,25259,111422.0,9442523.0
2018-08-10,12250,12250,11700,11850,23037,111894.0,9442523.0
2018-08-13,11800,11950,11150,11250,25541,106228.0,9442523.0
2018-08-14,11500,11750,11250,11400,10113,107645.0,9442523.0
2018-08-16,11550,11550,11050,11150,12052,105284.0,9442523.0
2018-08-17,11900,11900,11250,11650,22457,110005.0,9442523.0
2018-08-20,10700,10900,10400,10600,242073,100091.0,9442523.0
2018-08-21,10700,10950,10550,10850,63735,102451.0,9442523.0
2018-08-22,10750,11000,10650,10700,82172,122863.0,11482523.0
2018-08-23,10700,10850,10650,10800,31749,124011.0,11482523.0
2018-08-24,10750,10900,10650,10900,58305,125160.0,11482523.0
2018-08-27,10900,11550,10900,11300,372930,129753.0,11482523.0
2018-08-28,11350,11600,10550,10650,240124,122289.0,11482523.0
2018-08-29,10650,10800,10250,10350,96327,118844.0,11482523.0
2018-08-30,10500,10650,10200,10300,66903,118270.0,11482523.0
2018-08-31,10350,10650,10250,10600,59604,121715.0,11482523.0
2018-09-03,10850,10850,10500,10500,47800,120566.0,11482523.0
2018-09-04,10650,11500,10600,10850,282344,124585.0,11482523.0
2018-09-05,10800,11250,10700,10950,89264,125734.0,11482523.0
2018-09-06,11450,11450,10900,10900,118384,125160.0,11482523.0
2018-09-07,10900,10950,10600,10900,49820,125160.0,11482523.0
2018-09-10,10900,11100,10650,10900,46877,125160.0,11482523.0
2018-09-11,10700,11000,10700,10850,40186,124585.0,11482523.0
2018-09-12,11200,11200,10850,11000,54329,126308.0,11482523.0
2018-09-13,11000,11050,10700,10750,39007,123437.0,11482523.0
2018-09-14,10850,11200,10650,11200,70450,128604.0,11482523.0
2018-09-17,11400,11400,10850,11000,62331,126308.0,11482523.0
2018-09-18,11000,11150,10900,11150,42981,128030.0,11482523.0
2018-09-19,11050,11700,11050,11550,162540,132623.0,11482523.0
2018-09-20,11500,12200,11450,11700,166368,134346.0,11482523.0
2018-09-21,11750,11800,11400,11650,63203,133771.0,11482523.0
2018-09-27,11700,12250,11500,11950,98873,137216.0,11482523.0
2018-09-28,11750,12200,11650,11650,89694,133771.0,11482523.0
2018-10-01,11700,11700,11150,11250,46799,129178.0,11482523.0
2018-10-02,11250,11350,11000,11050,27589,126882.0,11482523.0
2018-10-04,10950,11200,10850,11000,34271,126308.0,11482523.0
2018-10-05,11050,11150,10500,10600,46241,121715.0,11482523.0
2018-10-08,10850,11000,10450,10500,32732,120566.0,11482523.0
2018-10-10,10500,10750,10100,10200,37061,117122.0,11482523.0
2018-10-11,10050,10050,9040,9040,91739,103802.0,11482523.0
2018-10-12,8580,10150,8580,9840,83206,112988.0,11482523.0
2018-10-15,9850,10200,9600,9730,25889,111725.0,11482523.0
2018-10-16,9440,9990,9440,9840,21463,112988.0,11482523.0
2018-10-17,10000,10150,9770,9850,20858,113103.0,11482523.0
2018-10-18,9890,10200,9800,9960,20106,114366.0,11482523.0
2018-10-19,9950,10150,9810,10100,27078,115973.0,11482523.0
2018-10-22,10200,10200,9960,9980,9615,114596.0,11482523.0
2018-10-23,10000,10000,9560,9570,28363,109888.0,11482523.0
2018-10-24,9580,9830,9310,9470,19211,108739.0,11482523.0
2018-10-25,9000,9380,8720,9130,29663,104835.0,11482523.0
2018-10-26,9200,9200,8740,8780,21680,100817.0,11482523.0
2018-10-29,8720,8810,8000,8000,36351,91860.0,11482523.0
2018-10-30,7300,8380,7300,8300,82477,95305.0,11482523.0
2018-10-31,8260,10250,8260,9100,117871,104491.0,11482523.0
2018-11-01,9100,9630,9100,9440,30649,108395.0,11482523.0
2018-11-02,9250,9980,9250,9850,26672,113103.0,11482523.0
2018-11-05,9850,9880,9700,9840,13641,112988.0,11482523.0
2018-11-06,9840,9990,9500,9670,13085,111036.0,11482523.0
2018-11-07,9710,10150,9670,9870,37824,113333.0,11482523.0
2018-11-08,10100,10450,9800,10250,55547,117696.0,11482523.0
2018-11-09,10400,10600,9960,10150,21195,116548.0,11482523.0
2018-11-12,10200,10200,9610,9750,26986,111955.0,11482523.0
2018-11-13,9750,9750,9300,9460,28593,108625.0,11482523.0
2018-11-14,9460,9860,9300,9420,11232,108165.0,11482523.0
2018-11-15,9230,9640,9210,9400,38394,107936.0,11482523.0
2018-11-16,9400,9400,9190,9340,24432,107247.0,11482523.0
2018-11-19,9500,9500,9060,9250,44175,106213.0,11482523.0
2018-11-20,9050,9190,8900,8940,32624,102654.0,11482523.0
2018-11-21,8940,9050,8590,8900,49432,102194.0,11482523.0
2018-11-22,8900,9090,8700,8740,27595,100357.0,11482523.0
2018-11-23,8780,9000,8630,8740,18502,100357.0,11482523.0
2018-11-26,8730,9240,8730,9210,35063,105754.0,11482523.0
2018-11-27,9220,9230,9050,9050,6375,103917.0,11482523.0
2018-11-28,9130,9130,8830,8830,12771,101391.0,11482523.0
2018-11-29,9130,9130,8840,8940,10713,102654.0,11482523.0
2018-11-30,8980,9050,8810,9000,17018,103343.0,11482523.0
2018-12-03,9170,9170,8810,8890,19056,102080.0,11482523.0
2018-12-04,8890,9030,8780,8900,16109,102194.0,11482523.0
2018-12-05,8900,8980,8420,8620,36315,98979.0,11482523.0
2018-12-06,8610,8610,8000,8210,34942,94272.0,11482523.0
2018-12-07,8330,8560,8210,8350,23989,95879.0,11482523.0
