인프라웨어(041020),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-12-20,17029,17714,16676,16678,222332,291971.0,7272000.0
2005-12-21,16261,17174,15908,16241,278261,284335.0,7272000.0
2005-12-22,16322,17194,14411,14954,480644,261792.0,7272000.0
2005-12-23,14911,15368,13914,14538,253871,254520.0,7272000.0
2005-12-26,14328,15222,14328,14954,238297,261792.0,7272000.0
2005-12-27,14973,15263,14371,14580,209092,255247.0,7272000.0
2005-12-28,14411,14972,13622,13770,270600,241067.0,7272000.0
2005-12-29,13997,14163,13353,13977,246499,244703.0,7272000.0
2006-01-02,14018,16053,13872,16013,464344,280336.0,7272000.0
2006-01-03,16073,16280,15263,15722,293649,275245.0,7272000.0
2006-01-04,16136,16177,15097,15161,195843,265428.0,7272000.0
2006-01-05,14994,15326,13581,13956,222732,244339.0,7272000.0
2006-01-06,13851,14516,13706,14040,183180,245794.0,7272000.0
2006-01-09,13955,14453,13726,13770,166444,241067.0,7272000.0
2006-01-10,13520,13997,12688,12814,226491,224341.0,7272000.0
2006-01-11,12708,13103,11670,12731,319658,222887.0,7272000.0
2006-01-12,12916,13955,12916,13292,231310,232704.0,7272000.0
2006-01-13,12875,14536,12687,13791,250613,241430.0,7272000.0
2006-01-16,13913,14204,13622,13791,128083,241430.0,7272000.0
2006-01-17,13664,14329,13374,13562,133236,237431.0,7272000.0
2006-01-18,13290,13415,12252,12482,128861,218524.0,7272000.0
2006-01-19,12252,12542,11317,11714,321914,205070.0,7272000.0
2006-01-20,11836,12542,10175,11631,266082,203616.0,7272000.0
2006-01-23,10549,11173,9885,9885,258084,173074.0,7272000.0
2006-01-24,9219,9510,8409,8412,1270276,147258.0,7272000.0
2006-01-25,8515,9241,8182,8640,781244,151258.0,7272000.0
2006-01-26,8929,9219,8679,8827,621930,154530.0,7272000.0
2006-01-27,9136,10133,9033,10135,748086,177437.0,7272000.0
2006-01-31,10694,10860,10175,10177,754630,178164.0,7272000.0
2006-02-01,9906,10051,8659,9076,723619,158893.0,7272000.0
2006-02-02,9491,9719,8597,9616,714066,168347.0,7272000.0
2006-02-03,9075,9407,8805,9034,364438,158166.0,7272000.0
2006-02-06,8556,9013,8348,8930,315413,156348.0,7272000.0
2006-02-07,8805,9116,8639,9034,287437,158166.0,7272000.0
2006-02-08,8908,9469,8886,9138,368306,159984.0,7272000.0
2006-02-09,9470,9594,9075,9346,284649,163620.0,7272000.0
2006-02-10,9427,9490,8597,8869,324414,155257.0,7272000.0
2006-02-13,8867,9034,8535,8619,249528,150894.0,7272000.0
2006-02-14,8515,8659,7331,8203,1289762,143622.0,7272000.0
2006-02-15,8555,8617,7890,7975,335235,139622.0,7272000.0
2006-02-16,7973,8098,7475,7685,350822,134532.0,7272000.0
2006-02-17,7745,8825,7724,8599,985869,150530.0,7272000.0
2006-02-20,8515,8680,8223,8515,286355,149076.0,7272000.0
2006-02-21,8597,8908,8451,8744,323947,153076.0,7272000.0
2006-02-22,8617,9407,8535,9263,541534,162166.0,7272000.0
2006-02-23,9428,9428,9054,9263,312667,162166.0,7272000.0
2006-02-24,9075,9179,8659,8764,304661,153439.0,7272000.0
2006-02-27,8721,8886,8534,8578,183567,150167.0,7272000.0
2006-02-28,8576,8991,8576,8848,316768,160977.0,7557600.0
2006-03-02,8949,9157,8886,8889,270126,161733.0,7557600.0
2006-03-03,8970,8970,8430,8453,213445,153797.0,7557600.0
2006-03-06,8223,8515,8223,8286,133517,150774.0,7557600.0
2006-03-07,8119,8369,7870,7913,163194,143972.0,7557600.0
2006-03-08,7641,8056,7454,7539,320584,137170.0,7557600.0
2006-03-09,7537,7828,7475,7767,225945,141327.0,7557600.0
2006-03-10,7662,7745,7309,7560,267685,137548.0,7557600.0
2006-03-13,7683,8307,7517,8079,425534,146995.0,7557600.0
2006-03-14,8119,8119,7662,7809,172597,142083.0,7557600.0
2006-03-15,7891,7974,7392,7477,304121,136037.0,7557600.0
2006-03-16,7475,7600,6789,6791,466144,123567.0,7557600.0
2006-03-17,6789,7122,6789,6854,174839,124700.0,7557600.0
2006-03-20,6727,6915,6582,6854,282837,124700.0,7557600.0
2006-03-21,6789,6956,6665,6709,253744,122055.0,7557600.0
2006-03-22,6623,6707,6291,6314,231627,114876.0,7557600.0
2006-03-23,6395,6686,6249,6252,379714,113742.0,7557600.0
2006-03-24,6188,6313,5793,6044,276634,109963.0,7557600.0
2006-03-27,5960,6063,5731,5732,337199,106204.0,7695950.0
2006-03-28,5607,5669,5212,5317,701468,98508.0,7695950.0
2006-03-29,5232,5461,5107,5276,408673,97739.0,7695950.0
2006-03-30,5378,6063,5336,6064,627769,112361.0,7695950.0
2006-03-31,6312,6644,6041,6231,824565,115439.0,7695950.0
2006-04-03,6249,6602,6167,6397,304923,118518.0,7695950.0
2006-04-04,6395,6623,6187,6584,283101,121981.0,7695950.0
2006-04-05,6583,6832,6417,6438,350034,119287.0,7695950.0
2006-04-06,6478,6645,6396,6417,290334,118902.0,7695950.0
2006-04-07,6437,6478,6147,6293,241661,116594.0,7695950.0
2006-04-10,6188,6417,6147,6293,169289,116594.0,7695950.0
2006-04-11,6332,6644,6187,6646,301887,123135.0,7695950.0
2006-04-12,6602,7600,6540,7207,1185742,133525.0,7695950.0
2006-04-13,7288,7350,6976,7228,335375,133910.0,7695950.0
2006-04-14,7330,7662,6789,6812,783154,126214.0,7695950.0
2006-04-17,7060,7558,7060,7415,497988,137373.0,7695950.0
2006-04-18,7495,7890,7433,7767,415828,143914.0,7695950.0
2006-04-19,7932,8037,7559,7726,284614,143145.0,7695950.0
2006-04-20,7787,7850,7434,7456,159798,138142.0,7695950.0
2006-04-21,7476,7559,7205,7248,167890,134294.0,7695950.0
2006-04-24,7039,7267,6852,7124,186431,131986.0,7695950.0
2006-04-25,7122,7495,7122,7207,187209,133525.0,7695950.0
2006-04-26,7226,7331,7018,7061,122487,130831.0,7695950.0
2006-04-27,7080,7184,6768,6812,173802,126214.0,7695950.0
2006-04-28,6748,6832,6396,6438,205837,119287.0,7695950.0
2006-05-02,6292,6562,6271,6438,119351,119287.0,7695950.0
2006-05-03,6437,6769,6333,6334,167941,117363.0,7695950.0
2006-05-04,6354,7247,6271,7061,300968,130831.0,7695950.0
2006-05-08,7061,7476,6935,7373,235252,136603.0,7695950.0
2006-05-09,7289,7538,7226,7518,139119,139297.0,7695950.0
2006-05-10,7476,7891,7351,7643,176771,141605.0,7695950.0
2006-05-11,7580,7725,7413,7643,118900,141605.0,7695950.0
2006-05-12,7455,8016,7413,8016,218590,148532.0,7695950.0
2006-05-15,7890,8243,7807,8038,202455,148917.0,7695950.0
2006-05-16,8037,8244,7601,7788,224375,144299.0,7695950.0
2006-05-17,7807,8949,7807,8951,554105,165848.0,7695950.0
2006-05-18,8659,10176,8556,9346,1141916,173159.0,7695950.0
2006-05-19,9511,9532,8930,9470,384440,175468.0,7695950.0
2006-05-22,9552,9906,9158,9470,389609,175468.0,7695950.0
2006-05-23,9386,9801,9220,9325,281933,172774.0,7695950.0
2006-05-24,9179,9262,8182,8785,404153,162769.0,7695950.0
2006-05-25,8804,9033,8098,8100,351885,150071.0,7695950.0
2006-05-26,8347,8388,7600,7767,324880,143914.0,7695950.0
2006-05-29,7890,8908,7890,8806,385404,163154.0,7695950.0
2006-05-30,8804,8804,8264,8557,281662,158537.0,7695950.0
2006-06-01,8431,8743,7766,7809,197861,144684.0,7695950.0
2006-06-02,8015,8181,7516,7705,170251,142760.0,7695950.0
2006-06-05,7787,7891,7331,7601,123192,140836.0,7695950.0
2006-06-07,7184,7288,6623,6730,242879,124674.0,7695950.0
2006-06-08,6582,7204,6374,6979,285138,129292.0,7695950.0
2006-06-09,7331,7413,6998,7061,139032,130831.0,7695950.0
2006-06-12,7184,8098,7184,7975,330323,147762.0,7695950.0
2006-06-13,7724,7828,7495,7497,141229,138912.0,7695950.0
2006-06-14,7392,8119,7392,7892,290411,146223.0,7695950.0
2006-06-15,8037,8202,7662,7788,156839,144299.0,7695950.0
2006-06-16,8057,8410,7995,8141,303829,150841.0,7695950.0
2006-06-19,8161,8161,7725,7788,115432,144299.0,7695950.0
2006-06-20,7787,8161,7621,7643,127894,141605.0,7695950.0
2006-06-21,7725,7870,7517,7726,106081,143145.0,7695950.0
2006-06-22,7911,8182,7829,8079,208975,149686.0,7695950.0
2006-06-23,7974,8099,7746,7913,89672,146608.0,7695950.0
2006-06-26,8016,8515,7829,8515,288155,157767.0,7695950.0
2006-06-27,8451,8763,8264,8681,207328,160845.0,7695950.0
2006-06-28,8492,9033,8368,8723,199353,161615.0,7695950.0
2006-06-29,8866,8970,8679,8681,164083,160845.0,7695950.0
2006-06-30,8846,8867,8472,8473,222560,156997.0,7695950.0
2006-07-03,8472,8764,8369,8473,133227,156997.0,7695950.0
2006-07-04,8617,8846,8471,8578,178761,158921.0,7695950.0
2006-07-05,8182,8659,8182,8494,157983,157382.0,7695950.0
2006-07-06,8472,8576,7953,8079,139523,149686.0,7695950.0
2006-07-07,8244,8286,7808,7809,129671,144684.0,7695950.0
2006-07-10,7683,7766,7496,7746,125625,143529.0,7695950.0
2006-07-11,7746,8078,7746,8058,137404,149301.0,7695950.0
2006-07-12,7974,8202,7808,7809,105154,144684.0,7695950.0
2006-07-13,7704,7932,7559,7664,94477,141990.0,7695950.0
2006-07-14,7434,7517,7226,7477,109273,138527.0,7695950.0
2006-07-18,7309,7433,7143,7228,73399,133910.0,7695950.0
2006-07-19,7246,7392,6915,6937,105543,128522.0,7695950.0
2006-07-20,7226,7226,6956,7061,102165,130831.0,7695950.0
2006-07-21,6873,7184,6768,7124,140340,131986.0,7695950.0
2006-07-24,7101,7267,6915,7207,131213,133525.0,7695950.0
2006-07-25,7310,7351,7061,7061,91559,130831.0,7695950.0
2006-07-26,7061,7185,7018,7165,62577,132755.0,7695950.0
2006-07-27,7205,7559,7185,7477,114199,138527.0,7695950.0
2006-07-28,7475,7765,7475,7560,84567,140066.0,7695950.0
2006-07-31,7641,7683,7392,7394,42350,136988.0,7695950.0
2006-08-01,7372,7372,7018,7310,142117,135449.0,7695950.0
2006-08-02,7185,7351,7040,7186,84495,133140.0,7695950.0
2006-08-03,7267,7267,6976,7103,54002,131601.0,7695950.0
2006-08-04,7143,7267,7060,7269,81298,134679.0,7695950.0
2006-08-07,7310,7392,7102,7186,134138,133140.0,7695950.0
2006-08-08,7122,7371,7122,7228,48968,133910.0,7695950.0
2006-08-09,7226,7476,7226,7456,115573,138142.0,7695950.0
2006-08-10,7392,8037,7392,7892,256632,146223.0,7695950.0
2006-08-11,8181,8721,8098,8266,268503,153149.0,7695950.0
2006-08-14,8430,8597,7952,8100,188746,150071.0,7695950.0
2006-08-16,8202,8307,7787,7892,130662,146223.0,7695950.0
2006-08-17,7974,8785,7911,8370,610168,155073.0,7695950.0
2006-08-18,8514,8514,8119,8266,145899,153149.0,7695950.0
2006-08-21,8431,8680,8202,8203,216885,151995.0,7695950.0
2006-08-22,8119,8410,8037,8370,122691,155073.0,7695950.0
2006-08-23,8348,8764,8244,8764,243258,162385.0,7695950.0
2006-08-24,8866,8991,8555,8744,188590,162000.0,7695950.0
2006-08-25,8742,9427,8597,9429,338940,174698.0,7695950.0
2006-08-28,9594,9801,9303,9678,374864,179316.0,7695950.0
2006-08-29,9801,9822,9491,9678,233372,179316.0,7695950.0
2006-08-30,9676,10092,9572,10011,194071,185472.0,7695950.0
2006-08-31,10133,10258,9905,10260,195749,190090.0,7695950.0
2006-09-01,10175,10362,10092,10135,99129,187781.0,7695950.0
2006-09-04,10176,10176,9656,9948,149333,184318.0,7695950.0
2006-09-05,9967,9967,9572,9762,123010,180855.0,7695950.0
2006-09-06,9885,11214,9740,10800,564875,200095.0,7695950.0
2006-09-07,10716,11110,10591,10841,153152,200864.0,7695950.0
2006-09-08,10924,12397,10674,11963,385872,221643.0,7695950.0
2006-09-11,12087,12397,11754,12025,134022,222798.0,7695950.0
2006-09-12,11836,13353,11524,12067,411072,223567.0,7695950.0
2006-09-13,12148,12875,11899,12357,286894,228955.0,7695950.0
2006-09-14,12397,13166,12397,13001,260621,240883.0,7695950.0
2006-09-15,12999,13810,12916,13313,362313,246655.0,7695950.0
2006-09-18,13581,13706,13165,13376,155783,247810.0,7695950.0
2006-09-19,13228,13768,12958,13500,407558,250118.0,7695950.0
2006-09-20,13373,13498,13020,13085,117462,242422.0,7695950.0
2006-09-21,13083,13291,12917,13063,111135,242038.0,7695950.0
2006-09-22,12978,13207,12459,12877,138547,238574.0,7695950.0
2006-09-25,12750,13415,12584,12628,66692,233957.0,7695950.0
2006-09-26,12792,13083,12335,12877,154901,238574.0,7695950.0
2006-09-27,12937,13810,12875,13500,143761,250118.0,7695950.0
2006-09-28,13539,13913,13083,13168,75613,243962.0,7695950.0
2006-09-29,13020,13332,12584,12960,137524,240114.0,7695950.0
2006-10-02,12959,13083,12709,13001,55791,240883.0,7695950.0
2006-10-04,12751,13229,12357,12357,141867,228955.0,7695950.0
2006-10-09,12273,12523,10528,11796,236679,218565.0,7695950.0
2006-10-10,11775,12481,11775,12441,129867,230494.0,7695950.0
2006-10-11,12210,12585,11920,12357,71734,228955.0,7695950.0
2006-10-12,12294,12688,12294,12420,85434,230109.0,7695950.0
2006-10-13,12501,12667,12397,12544,113316,232418.0,7695950.0
2006-10-16,12708,13581,12584,13292,172894,246270.0,7695950.0
2006-10-17,13290,13435,12605,12877,102954,238574.0,7695950.0
2006-10-18,12667,12958,12459,12773,74127,236650.0,7695950.0
2006-10-19,12688,12896,12253,12253,90303,227031.0,7695950.0
2006-10-20,12148,12439,11962,11963,99197,221643.0,7695950.0
2006-10-23,12232,12377,11816,12108,80912,224337.0,7695950.0
2006-10-24,12108,12585,12045,12295,89673,227800.0,7695950.0
2006-10-25,12293,12563,11836,12046,167808,223183.0,7695950.0
2006-10-26,11940,12045,11048,11049,205776,204712.0,7695950.0
2006-10-27,11068,11462,11026,11153,93963,206636.0,7695950.0
2006-10-30,10964,11193,10238,10654,173851,197401.0,7695950.0
2006-10-31,10467,10964,10009,10509,315195,194708.0,7695950.0
2006-11-01,10674,11505,10633,11339,241282,210099.0,7695950.0
2006-11-02,11214,11567,11110,11236,95916,208175.0,7695950.0
2006-11-03,11213,11524,10964,11091,74246,205482.0,7695950.0
2006-11-06,10985,11400,10985,11277,42446,208945.0,7695950.0
2006-11-07,11546,11546,11214,11215,50599,207791.0,7695950.0
2006-11-08,11254,11400,10653,11091,160255,205482.0,7695950.0
2006-11-09,11172,11213,10964,11008,42239,203943.0,7695950.0
2006-11-10,10882,11069,10882,10924,42542,202403.0,7695950.0
2006-11-13,11006,11255,10903,10924,115525,202403.0,7695950.0
2006-11-14,11026,11857,10964,11631,162079,215487.0,7695950.0
2006-11-15,11815,12418,11711,12337,161535,228570.0,7695950.0
2006-11-16,12460,12626,12128,12378,140543,229339.0,7695950.0
2006-11-17,12252,12542,12127,12337,57657,228570.0,7695950.0
2006-11-20,12335,12418,12002,12004,60181,222413.0,7695950.0
2006-11-21,11878,12044,11338,11589,78679,214717.0,7695950.0
2006-11-22,11630,11816,11463,11817,56345,218950.0,7695950.0
2006-11-23,11753,11753,11442,11506,67376,213178.0,7695950.0
2006-11-24,11360,11505,11173,11381,92019,210869.0,7695950.0
2006-11-27,11338,11359,11005,11028,100722,204327.0,7695950.0
2006-11-28,10923,11317,10881,11174,72748,207021.0,7695950.0
2006-11-29,11172,11629,11005,11423,124196,211639.0,7695950.0
2006-11-30,11587,11608,11359,11589,50950,214717.0,7695950.0
2006-12-01,11649,11649,11317,11361,42587,210484.0,7695950.0
2006-12-04,11193,11379,11068,11091,34617,205482.0,7695950.0
2006-12-05,11006,11297,10985,10987,62511,203558.0,7695950.0
2006-12-06,11006,11110,10549,11049,180290,204712.0,7695950.0
2006-12-07,10798,11047,10798,10883,35956,201634.0,7695950.0
2006-12-08,10840,10882,10446,10654,60605,197401.0,7695950.0
2006-12-11,10548,10673,10340,10405,36628,192784.0,7695950.0
2006-12-12,10383,10694,10383,10551,63168,195477.0,7695950.0
2006-12-13,10633,10736,10384,10426,41659,193168.0,7695950.0
2006-12-14,10362,10653,10299,10530,87326,195092.0,7695950.0
2006-12-15,10569,10715,10466,10551,50384,195477.0,7695950.0
2006-12-18,10466,10839,10466,10551,62562,195477.0,7695950.0
2006-12-19,10590,10798,10279,10592,61349,196247.0,7695950.0
2006-12-20,10633,10819,10384,10800,78773,200095.0,7695950.0
2006-12-21,10923,11005,10673,10675,44684,197786.0,7695950.0
2006-12-22,10486,10632,10112,10177,101564,188551.0,7695950.0
2006-12-26,9967,10133,9385,9762,130144,180855.0,7695950.0
2006-12-27,9573,9698,9407,9533,27169,176622.0,7695950.0
2006-12-28,9532,9906,9532,9657,43798,178931.0,7695950.0
2007-01-02,10092,10299,9821,10135,37468,187781.0,7695950.0
2007-01-03,10341,10341,9719,9740,49113,180470.0,7695950.0
2007-01-04,9739,9863,9739,9865,24141,182779.0,7695950.0
2007-01-05,9906,9906,9241,9616,74347,178161.0,7695950.0
2007-01-08,9386,9760,9386,9512,138750,176237.0,7695950.0
2007-01-09,9532,9947,9511,9803,61376,181624.0,7695950.0
2007-01-10,9926,10425,9677,10426,81887,193168.0,7695950.0
2007-01-11,10633,10985,10258,10571,106892,195862.0,7695950.0
2007-01-12,10633,10736,10508,10654,34427,197401.0,7695950.0
2007-01-15,10633,10903,10508,10654,45098,197401.0,7695950.0
2007-01-16,10654,10819,10549,10696,32013,198171.0,7695950.0
2007-01-17,10695,10840,10300,10343,42106,191629.0,7695950.0
2007-01-18,10404,10549,10176,10218,35502,189320.0,7695950.0
2007-01-19,10113,10279,9719,9824,35467,182009.0,7695950.0
2007-01-22,9801,9989,9137,9387,116676,173928.0,7695950.0
2007-01-23,9261,9344,8721,8744,87233,162000.0,7695950.0
2007-01-24,8743,9386,8743,9076,183191,168157.0,7695950.0
2007-01-25,9137,9532,9137,9346,68951,173159.0,7695950.0
2007-01-26,9219,9261,8970,9221,35287,170850.0,7695950.0
2007-01-29,9241,9386,8909,9055,107432,167772.0,7695950.0
2007-01-30,9012,9199,8784,8827,94061,163539.0,7695950.0
2007-01-31,8825,8950,8472,8640,107601,160076.0,7695950.0
2007-02-01,8515,9449,8515,9118,115968,168926.0,7695950.0
2007-02-02,9095,9531,9095,9450,77111,175083.0,7695950.0
2007-02-05,9448,9801,9261,9554,49587,177007.0,7695950.0
2007-02-06,9552,9801,9511,9512,28634,176237.0,7695950.0
2007-02-07,9677,10217,9428,10218,72508,189320.0,7695950.0
2007-02-08,10093,10258,9822,10073,53341,186627.0,7695950.0
2007-02-09,9926,10384,9801,10384,71467,192399.0,7695950.0
2007-02-12,10384,10425,10071,10426,42090,193168.0,7695950.0
2007-02-13,10299,10590,10175,10177,37233,188551.0,7695950.0
2007-02-14,10320,10340,9946,10198,29089,188936.0,7695950.0
2007-02-15,10217,10341,9822,9927,39625,183933.0,7695950.0
2007-02-16,9926,10113,9843,10094,30299,187012.0,7695950.0
2007-02-20,9989,10341,9989,10094,14173,187012.0,7695950.0
2007-02-21,10258,10320,9967,9969,48388,184703.0,7695950.0
2007-02-22,9968,10176,9719,9885,52790,183164.0,7695950.0
2007-02-23,9884,10528,9801,10530,67208,195092.0,7695950.0
2007-02-26,10590,10985,10383,10883,101167,201634.0,7695950.0
2007-02-27,10964,11275,10632,10717,79435,198556.0,7695950.0
2007-02-28,10050,10507,9925,10281,155199,190475.0,7695950.0
2007-03-02,10403,10777,10216,10405,60087,192784.0,7695950.0
2007-03-05,10197,10570,10197,10239,41844,189705.0,7695950.0
2007-03-06,10424,10486,10238,10447,46491,193553.0,7695950.0
2007-03-07,10467,10882,10467,10509,88828,194708.0,7695950.0
2007-03-08,10799,11193,10695,10966,95107,203173.0,7695950.0
2007-03-09,10964,11275,10818,10883,55291,201634.0,7695950.0
2007-03-12,10839,11213,10839,11174,64448,207021.0,7695950.0
2007-03-13,11360,11360,10903,10903,49042,202019.0,7695950.0
2007-03-14,10591,10882,10528,10633,42418,197016.0,7695950.0
2007-03-15,10798,10944,10528,10759,62048,199325.0,7695950.0
2007-03-16,10819,10924,10591,10633,37039,197016.0,7695950.0
2007-03-19,10569,11213,10569,11174,87681,207021.0,7695950.0
2007-03-20,11442,11442,11047,11298,66515,209330.0,7695950.0
2007-03-21,11442,11546,11048,11257,57649,208560.0,7695950.0
2007-03-22,11380,11962,11234,11609,154703,215102.0,7695950.0
2007-03-23,11629,11920,11566,11652,90384,215871.0,7695950.0
2007-03-26,11711,11857,11193,11277,68646,208945.0,7695950.0
2007-03-27,11360,11380,10985,11215,78998,207791.0,7695950.0
2007-03-28,11213,11234,10756,10759,136050,199325.0,7695950.0
2007-03-29,10840,11006,10633,10696,110763,198171.0,7695950.0
2007-03-30,10736,11172,10736,11174,121907,207021.0,7695950.0
2007-04-02,11173,11318,10903,10903,197222,202019.0,7695950.0
2007-04-03,10798,10798,10340,10447,186772,193553.0,7695950.0
2007-04-04,10467,10549,9760,9948,380470,184318.0,7695950.0
2007-04-05,9946,10112,9718,10053,183813,186242.0,7695950.0
2007-04-06,10154,10154,9884,10114,110547,187396.0,7695950.0
2007-04-09,10050,10154,9635,9762,254744,180855.0,7695950.0
2007-04-10,9636,9947,9262,9740,260356,180470.0,7695950.0
2007-04-11,9760,10175,9635,10177,216848,188551.0,7695950.0
2007-04-12,10175,10196,10009,10053,116138,186242.0,7695950.0
2007-04-13,10009,10258,9967,10198,136847,188936.0,7695950.0
2007-04-16,10279,10384,10134,10239,111230,189705.0,7695950.0
2007-04-17,10321,10384,10134,10384,121853,192399.0,7695950.0
2007-04-18,10279,10736,10279,10509,165501,194708.0,7695950.0
2007-04-19,10507,10632,10050,10053,154885,186242.0,7695950.0
2007-04-20,10070,10320,10070,10260,101650,190090.0,7695950.0
2007-04-23,10446,10903,10279,10696,216697,198171.0,7695950.0
2007-04-24,10695,11131,10695,11069,194479,205097.0,7695950.0
2007-04-25,11193,11421,10881,11423,233154,211639.0,7695950.0
2007-04-26,11587,11732,11338,11444,161715,212023.0,7695950.0
2007-04-27,11442,11546,10964,11132,114525,206251.0,7695950.0
2007-04-30,11110,11505,10799,10800,165722,200095.0,7695950.0
2007-05-02,11213,11213,10818,10820,154447,200479.0,7695950.0
2007-05-03,11005,11981,10881,11922,256731,220874.0,7695950.0
2007-05-04,11878,12459,11711,12461,276751,230878.0,7695950.0
2007-05-07,12543,12668,12336,12523,140653,232033.0,7695950.0
2007-05-08,12501,12833,12293,12544,139472,232418.0,7695950.0
2007-05-09,12523,13478,12523,12918,232817,239344.0,7695950.0
2007-05-10,13083,13249,12709,13147,159334,243577.0,7695950.0
2007-05-11,13248,14640,13144,14497,480708,268589.0,7695950.0
2007-05-14,14993,15325,14141,14621,367912,270897.0,7695950.0
2007-05-15,14578,14807,12439,12441,526387,230494.0,7695950.0
2007-05-16,12523,13249,12232,12378,284687,229339.0,7695950.0
2007-05-17,12751,14205,12647,14102,380708,261278.0,7695950.0
2007-05-18,14101,14350,13540,13832,152402,256275.0,7695950.0
2007-05-21,13664,13664,12958,13208,124415,244731.0,7695950.0
2007-05-22,13083,13312,12543,12814,257142,237420.0,7695950.0
2007-05-23,12958,13290,12584,13022,228536,241268.0,7695950.0
2007-05-25,12730,12938,11982,12295,317483,227800.0,7695950.0
2007-05-28,12501,12501,11836,12046,165243,223183.0,7695950.0
2007-05-29,12087,12688,12087,12253,233105,227031.0,7695950.0
2007-05-30,12459,12459,11608,11859,291456,219719.0,7695950.0
2007-05-31,12045,12294,11837,12253,182229,227031.0,7695950.0
2007-06-01,12418,12418,11650,11672,206363,216256.0,7695950.0
2007-06-04,11545,11878,11462,11568,131486,214332.0,7695950.0
2007-06-05,11670,12335,11587,12171,258040,225491.0,7695950.0
2007-06-07,12189,13145,11961,13043,294441,241653.0,7695950.0
2007-06-08,12999,13020,12418,12752,110090,236266.0,7695950.0
2007-06-11,12999,12999,12065,12274,120648,227415.0,7695950.0
2007-06-12,12377,12459,12044,12171,81306,225491.0,7695950.0
2007-06-13,11981,12148,11774,11838,104043,219335.0,7695950.0
2007-06-14,12002,12189,11899,12004,103685,222413.0,7695950.0
2007-06-15,12087,12834,12087,12710,190706,235496.0,7695950.0
2007-06-18,12999,13415,12708,13085,295968,242422.0,7695950.0
2007-06-19,12999,13083,12397,13085,238407,242422.0,7695950.0
2007-06-20,13208,13602,12668,12710,222866,235496.0,7695950.0
2007-06-21,12523,13104,12460,13105,119965,242807.0,7695950.0
2007-06-22,13394,13893,13042,13208,236486,244731.0,7695950.0
2007-06-25,12959,13416,12668,13001,105632,240883.0,7695950.0
2007-06-26,13000,13146,11899,12710,180148,235496.0,7695950.0
2007-06-27,12563,12708,12023,12399,102443,229724.0,7695950.0
2007-06-28,12585,12688,12169,12648,73795,234342.0,7695950.0
2007-06-29,12771,12916,12480,12773,80829,236650.0,7695950.0
2007-07-02,12647,13083,12585,12586,89810,233187.0,7695950.0
2007-07-03,12668,12751,12253,12295,143602,227800.0,7695950.0
2007-07-04,12335,12626,12044,12212,220771,226261.0,7695950.0
2007-07-05,12460,12460,12045,12087,119426,223952.0,7695950.0
2007-07-06,12066,12169,11214,11547,336047,213947.0,7695950.0
