인화정공(101930),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-09-22,8072,8199,7996,8047,8832,75012.0,4732599.0
2011-09-23,7869,7970,7463,7488,27526,69806.0,4732599.0
2011-09-26,7640,7640,6853,7184,31616,66966.0,4732599.0
2011-09-27,7133,7463,7133,7438,9291,69333.0,4732599.0
2011-09-28,7488,7513,7361,7362,3884,68623.0,4732599.0
2011-09-29,7336,7666,7336,7666,7002,71462.0,4732599.0
2011-09-30,7793,7793,7539,7666,3929,71462.0,4732599.0
2011-10-04,7412,7564,7361,7488,12218,69806.0,4732599.0
2011-10-05,7564,7564,7158,7412,11368,69096.0,4732599.0
2011-10-06,7488,7564,7361,7412,24327,69096.0,4732599.0
2011-10-07,7513,7818,7513,7793,17591,72645.0,4732599.0
2011-10-10,7767,8021,7767,8022,7694,74775.0,4732599.0
2011-10-11,8097,8173,7970,8072,16638,75248.0,4732599.0
2011-10-12,7945,8173,7945,8148,9322,75958.0,4732599.0
2011-10-13,8148,8402,8148,8402,16652,78325.0,4732599.0
2011-10-14,8148,8376,8148,8326,9692,77615.0,4732599.0
2011-10-17,8326,8478,8300,8478,5393,79034.0,4732599.0
2011-10-18,8275,8453,8250,8402,5172,78325.0,4732599.0
2011-10-19,8453,8453,8275,8402,8036,78325.0,4732599.0
2011-10-20,8453,8478,8148,8275,10800,77141.0,4732599.0
2011-10-21,8376,8580,8300,8580,12371,79981.0,4732599.0
2011-10-24,8580,8783,8580,8758,9865,81637.0,4732599.0
2011-10-25,8757,8783,8656,8682,5255,80927.0,4732599.0
2011-10-26,8630,8732,8427,8732,13734,81401.0,4732599.0
2011-10-27,8757,8757,8503,8707,9017,81164.0,4732599.0
2011-10-28,8833,8833,8630,8758,12477,81637.0,4732599.0
2011-10-31,8833,8833,8554,8656,5213,80691.0,4732599.0
2011-11-01,8681,8681,8478,8631,3965,80454.0,4732599.0
2011-11-02,8478,8580,8326,8504,7503,79271.0,4732599.0
2011-11-03,8529,8529,8250,8428,7642,78561.0,4732599.0
2011-11-04,8529,8554,8376,8529,8652,79508.0,4732599.0
2011-11-07,8554,8554,8453,8555,7112,79744.0,4732599.0
2011-11-08,8630,8681,8529,8580,4883,79981.0,4732599.0
2011-11-09,8630,8681,8529,8605,3417,80218.0,4732599.0
2011-11-10,8478,8478,8275,8377,6714,78088.0,4732599.0
2011-11-11,8376,8554,8376,8504,1561,79271.0,4732599.0
2011-11-14,8503,8503,8376,8453,21267,78798.0,4732599.0
2011-11-15,8478,8478,8123,8174,15116,76195.0,4732599.0
2011-11-16,8326,8326,8046,8072,17623,75248.0,4732599.0
2011-11-17,8123,8199,8021,8199,7676,76431.0,4732599.0
2011-11-18,8199,8199,7920,8047,10843,75012.0,4732599.0
2011-11-21,8123,8123,7843,7869,13716,73355.0,4732599.0
2011-11-22,7843,8021,7818,7920,5906,73829.0,4732599.0
2011-11-23,7920,7970,7843,7895,9044,73592.0,4732599.0
2011-11-24,7843,7919,7691,7793,20340,72645.0,4732599.0
2011-11-25,7793,8173,7691,7996,15233,74538.0,4732599.0
2011-11-28,7818,8148,7818,7895,6887,73592.0,4732599.0
2011-11-29,7945,8072,7945,8072,5690,75248.0,4732599.0
2011-11-30,8072,8072,7945,8022,6208,74775.0,4732599.0
2011-12-01,8275,8376,8173,8275,25993,77141.0,4732599.0
2011-12-02,8275,8300,8148,8250,6138,76905.0,4732599.0
2011-12-05,8249,8326,8123,8326,8050,77615.0,4732599.0
2011-12-06,8275,8300,8046,8047,19421,75012.0,4732599.0
2011-12-07,8148,8148,7945,8022,21236,74775.0,4732599.0
2011-12-08,8072,8072,7920,8072,14552,75248.0,4732599.0
2011-12-09,8021,8072,7945,8022,11391,74775.0,4732599.0
2011-12-12,8123,8123,7945,8022,11396,74775.0,4732599.0
2011-12-13,7945,8021,7818,7945,14644,74065.0,4732599.0
2011-12-14,7945,7996,7894,7996,9599,74538.0,4732599.0
2011-12-15,7996,8021,7894,7996,6362,74538.0,4732599.0
2011-12-16,7996,7996,7894,7971,2431,74302.0,4732599.0
2011-12-19,7945,7945,6930,7565,26791,70516.0,4732599.0
2011-12-20,7463,7716,7463,7692,11508,71699.0,4732599.0
2011-12-21,7716,7869,7666,7818,23770,72882.0,4732599.0
2011-12-22,7793,7818,7615,7793,10870,72645.0,4732599.0
2011-12-23,7767,7818,7488,7514,44414,70042.0,4732599.0
2011-12-26,7539,7590,7437,7514,23807,70042.0,4732599.0
2011-12-27,7564,7564,7386,7438,13375,69333.0,4732599.0
2011-12-28,7361,7437,7082,7158,54800,66730.0,4732599.0
2011-12-29,7209,7285,7107,7235,9165,67440.0,4732599.0
2012-01-02,7310,7310,7107,7133,13863,66493.0,4732599.0
2012-01-03,7133,7260,7107,7260,9058,67676.0,4732599.0
2012-01-04,7260,7336,7260,7260,19917,67676.0,4732599.0
2012-01-05,7234,7260,7082,7108,36907,66256.0,4732599.0
2012-01-06,7158,7183,7056,7158,22951,66730.0,4732599.0
2012-01-09,7158,7234,6930,7184,16163,66966.0,4732599.0
2012-01-10,7183,7285,7183,7209,12851,67203.0,4732599.0
2012-01-11,7285,7285,7158,7209,6546,67203.0,4732599.0
2012-01-12,7209,7260,7107,7158,16632,66730.0,4732599.0
2012-01-13,7209,7564,7209,7463,53809,69569.0,4732599.0
2012-01-16,7463,7463,7310,7387,14332,68859.0,4732599.0
2012-01-17,7386,7463,7310,7362,19893,68623.0,4732599.0
2012-01-18,7285,7386,7234,7336,22572,68386.0,4732599.0
2012-01-19,7336,7437,7183,7209,31148,67203.0,4732599.0
2012-01-20,7260,7260,7158,7209,42371,67203.0,4732599.0
2012-01-25,7183,7310,7183,7235,18635,67440.0,4732599.0
2012-01-26,7209,7310,7158,7209,35626,67203.0,4732599.0
2012-01-27,7234,7336,7183,7311,17215,68149.0,4732599.0
2012-01-30,7336,7336,7158,7184,26197,66966.0,4732599.0
2012-01-31,7158,7310,7133,7158,18978,66730.0,4732599.0
2012-02-01,7183,7234,7158,7209,20862,67203.0,4732599.0
2012-02-02,7285,7336,7209,7260,33086,67676.0,4732599.0
2012-02-03,7260,7412,7234,7285,24366,67913.0,4732599.0
2012-02-06,7336,7488,7336,7463,33162,69569.0,4732599.0
2012-02-07,7513,7513,7361,7362,20383,68623.0,4732599.0
2012-02-08,7437,7793,7437,7641,66423,71226.0,4732599.0
2012-02-09,7767,7767,7640,7692,32323,71699.0,4732599.0
2012-02-10,7691,7894,7691,7742,29952,72172.0,4732599.0
2012-02-13,7767,7818,7640,7742,24559,72172.0,4732599.0
2012-02-14,7716,7716,7615,7666,28762,71462.0,4732599.0
2012-02-15,7666,7767,7590,7666,19037,71462.0,4732599.0
2012-02-16,7666,7666,7539,7539,16802,70279.0,4732599.0
2012-02-17,7615,8300,7590,8174,119708,76195.0,4732599.0
2012-02-20,8173,8300,7920,8250,38973,76905.0,4732599.0
2012-02-21,8275,8326,7970,8072,45702,75248.0,4732599.0
2012-02-22,8072,8123,7920,7920,46719,73829.0,4732599.0
2012-02-23,7869,8021,7767,7895,27278,73592.0,4732599.0
2012-02-24,7945,8072,7818,7945,23954,74065.0,4732599.0
2012-02-27,7920,7970,7793,7818,14336,72882.0,4732599.0
2012-02-28,7843,8046,7767,8022,21955,74775.0,4732599.0
2012-02-29,8072,8300,8021,8072,35617,75248.0,4732599.0
2012-03-02,8199,8199,8021,8047,15959,75012.0,4732599.0
2012-03-05,8224,8453,8199,8301,102268,77378.0,4732599.0
2012-03-06,8402,8402,8148,8225,50299,76668.0,4732599.0
2012-03-07,8072,8199,8021,8123,29874,75722.0,4732599.0
2012-03-08,8123,8249,8072,8123,33138,75722.0,4732599.0
2012-03-09,8199,8224,8021,8072,30285,75248.0,4732599.0
2012-03-12,8072,8173,7945,8098,39050,75485.0,4732599.0
2012-03-13,8123,8123,7970,8123,22003,75722.0,4732599.0
2012-03-14,8123,8148,8072,8098,18889,75485.0,4732599.0
2012-03-15,8123,8123,7970,8047,12896,75012.0,4732599.0
2012-03-16,8097,8097,7920,7996,15846,74538.0,4732599.0
2012-03-19,8021,8046,7843,7920,15001,73829.0,4732599.0
2012-03-20,7869,7996,7818,7895,14555,73592.0,4732599.0
2012-03-21,7843,7843,7742,7768,14571,72409.0,4732599.0
2012-03-22,7767,7818,7666,7818,15997,72882.0,4732599.0
2012-03-23,7767,7894,7691,7869,8162,73355.0,4732599.0
2012-03-26,7869,7869,7640,7742,13863,72172.0,4732599.0
2012-03-27,7615,7818,7615,7793,19790,72645.0,4732599.0
2012-03-28,7767,7767,7666,7742,6076,72172.0,4732599.0
2012-03-29,7767,7793,7513,7615,13446,70989.0,4732599.0
2012-03-30,7666,7691,7564,7615,2707,70989.0,4732599.0
2012-04-02,7615,7691,7412,7615,8034,70989.0,4732599.0
2012-04-03,7666,7666,7463,7615,10226,70989.0,4732599.0
2012-04-04,7615,7615,7386,7463,16262,69569.0,4732599.0
2012-04-05,7361,7488,7310,7438,9748,69333.0,4732599.0
2012-04-06,7463,7793,7437,7742,14472,72172.0,4732599.0
2012-04-09,7640,8884,7640,8250,363883,76905.0,4732599.0
2012-04-10,8275,8326,7894,8098,96634,75485.0,4732599.0
2012-04-12,7970,7996,7589,7742,52670,72172.0,4732599.0
2012-04-13,7716,8021,7691,7920,23892,73829.0,4732599.0
2012-04-16,7869,8072,7818,8072,26678,75248.0,4732599.0
2012-04-17,8097,8148,7945,8047,23291,75012.0,4732599.0
2012-04-18,8123,8224,7996,8022,19882,74775.0,4732599.0
2012-04-19,8021,8224,7996,8199,28713,76431.0,4732599.0
2012-04-20,8173,8224,8046,8098,32276,75485.0,4732599.0
2012-04-23,7945,8123,7920,7920,57245,73829.0,4732599.0
2012-04-24,7930,8300,7930,7960,80783,37671.0,4732599.0
2012-04-25,7960,8100,7910,7910,18255,37435.0,4732599.0
2012-04-26,7810,7990,7550,7610,30245,36015.0,4732599.0
2012-04-27,7610,7700,7460,7670,17006,36299.0,4732599.0
2012-04-30,7600,7690,7570,7640,4599,36157.0,4732599.0
2012-05-02,7780,7780,7550,7590,16227,35920.0,4732599.0
2012-05-03,7680,7780,7610,7700,3529,36441.0,4732599.0
2012-05-04,7650,7760,7600,7750,8901,36678.0,4732599.0
2012-05-07,7610,7780,7580,7690,10575,36394.0,4732599.0
2012-05-08,7790,7790,7610,7740,6303,36630.0,4732599.0
2012-05-09,7760,7760,7560,7750,10595,36678.0,4732599.0
2012-05-10,7760,7770,7540,7670,7284,36299.0,4732599.0
2012-05-11,7600,7660,7460,7470,7699,35353.0,4732599.0
2012-05-14,7560,7560,7210,7480,11077,35400.0,4732599.0
2012-05-15,7200,7470,7150,7400,13143,35021.0,4732599.0
2012-05-16,7210,7390,7090,7240,9100,34264.0,4732599.0
2012-05-17,7100,7270,7000,7240,18764,34264.0,4732599.0
2012-05-18,6950,6960,6160,6160,102596,57483.0,9331705.0
2012-05-21,6180,6290,6040,6170,37043,57577.0,9331705.0
2012-05-22,6270,6290,6120,6230,42295,58137.0,9331705.0
2012-05-23,6140,6250,6000,6000,37638,55990.0,9331705.0
2012-05-24,6000,6120,5830,5960,31947,55617.0,9331705.0
2012-05-25,5930,6100,5930,6000,16250,55990.0,9331705.0
2012-05-29,5920,6110,5920,6050,18428,56457.0,9331705.0
2012-05-30,6110,6110,5960,6050,13701,56457.0,9331705.0
2012-05-31,5910,6070,5880,6050,15325,56457.0,9331705.0
2012-06-01,5960,6010,5910,5980,10791,55804.0,9331705.0
2012-06-04,5560,5850,5520,5600,34459,52258.0,9331705.0
2012-06-05,5680,5680,5470,5600,26386,52258.0,9331705.0
2012-06-07,5720,5730,5590,5600,31179,52258.0,9331705.0
2012-06-08,5600,5660,5550,5650,16254,52724.0,9331705.0
2012-06-11,5670,5930,5600,5880,17142,54870.0,9331705.0
2012-06-12,5770,5900,5760,5900,6172,55057.0,9331705.0
2012-06-13,5920,5920,5780,5820,12137,54311.0,9331705.0
2012-06-14,5880,5880,5800,5840,7376,54497.0,9331705.0
2012-06-15,5880,5890,5750,5800,10624,54124.0,9331705.0
2012-06-18,5830,5900,5830,5890,8251,54964.0,9331705.0
2012-06-19,6120,6750,6000,6450,246736,60189.0,9331705.0
2012-06-20,6450,6520,6220,6240,40240,58230.0,9331705.0
2012-06-21,6290,6310,6170,6240,16333,58230.0,9331705.0
2012-06-22,6170,6170,5950,6080,24639,56737.0,9331705.0
2012-06-25,6090,6160,6000,6050,16301,56457.0,9331705.0
2012-06-26,6000,6100,6000,6080,8665,56737.0,9331705.0
2012-06-27,6130,6220,6010,6220,16239,58043.0,9331705.0
2012-06-28,6220,6370,6130,6310,25848,58883.0,9331705.0
2012-06-29,6240,6430,6240,6400,15467,59723.0,9331705.0
