SV인베스트먼트(289080),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-12-18,1790,1895,1775,1803,414469,95954.0,26617000.0
2018-12-19,1810,1817,1785,1795,143452,95555.0,26617000.0
2018-12-20,1795,1815,1767,1783,146995,94890.0,26617000.0
2018-12-21,1770,1835,1720,1735,202536,92361.0,26617000.0
2018-12-24,1737,1737,1702,1710,143792,91030.0,26617000.0
2018-12-26,1675,1680,1600,1635,182647,87038.0,26617000.0
2018-12-27,1652,1737,1652,1683,189599,89566.0,26617000.0
2018-12-28,1685,1722,1685,1715,121750,91296.0,26617000.0
2019-01-02,1725,1790,1717,1768,271016,94091.0,26617000.0
2019-01-03,1752,1760,1725,1735,159707,92361.0,26617000.0
2019-01-04,1735,1780,1722,1735,139251,92361.0,26617000.0
2019-01-07,1742,1775,1740,1745,225139,92893.0,26617000.0
2019-01-08,1760,1772,1720,1750,173480,93160.0,26617000.0
2019-01-09,1765,1765,1725,1753,164227,93293.0,26617000.0
2019-01-10,1755,2112,1730,1950,4732201,103806.0,26617000.0
2019-01-11,1892,1935,1875,1908,1005020,101544.0,26617000.0
2019-01-14,1925,2017,1917,1950,1685228,103806.0,26617000.0
2019-01-15,1940,2010,1917,1995,826593,106202.0,26617000.0
2019-01-16,2020,2020,1937,1988,408038,105803.0,26617000.0
2019-01-17,1965,1997,1937,1938,226451,103141.0,26617000.0
2019-01-18,1912,1947,1887,1938,267726,103141.0,26617000.0
2019-01-21,1937,1975,1930,1943,219094,103407.0,26617000.0
2019-01-22,1950,1970,1900,1918,177493,102076.0,26617000.0
2019-01-23,1910,1927,1892,1910,148411,101677.0,26617000.0
2019-01-24,1910,1930,1870,1895,210329,100878.0,26617000.0
2019-01-25,1922,1980,1895,1965,575821,104605.0,26617000.0
2019-01-28,1987,1987,1937,1965,251559,104605.0,26617000.0
2019-01-29,1965,1970,1910,1925,187168,102475.0,26617000.0
2019-01-30,1927,1935,1900,1925,111972,102475.0,26617000.0
2019-01-31,1932,1972,1915,1955,345518,104072.0,26617000.0
2019-02-01,1955,1987,1832,1880,538525,100080.0,26617000.0
2019-02-07,1877,1880,1802,1833,240153,97551.0,26617000.0
2019-02-08,1830,1847,1820,1833,116134,97551.0,26617000.0
2019-02-11,1832,1842,1815,1835,97691,97684.0,26617000.0
2019-02-12,1837,1860,1830,1860,113452,99015.0,26617000.0
2019-02-13,1860,1907,1850,1900,324753,101145.0,26617000.0
2019-02-14,1910,1917,1887,1918,216291,102076.0,26617000.0
2019-02-15,1920,1940,1900,1930,226800,102742.0,26617000.0
2019-02-18,1932,1982,1922,1983,334098,105536.0,26617000.0
2019-02-19,1995,1997,1950,1993,310097,106069.0,26617000.0
2019-02-20,1990,2037,1967,2035,367448,108331.0,26617000.0
2019-02-21,2052,2052,1990,2020,398194,107533.0,26617000.0
2019-02-22,2047,2060,1932,1960,381738,104339.0,26617000.0
2019-02-25,1960,2022,1952,1985,283751,105669.0,26617000.0
2019-02-26,1985,2030,1970,2025,228866,107799.0,26617000.0
2019-02-27,2025,2040,1975,2013,293851,107133.0,26617000.0
2019-02-28,2020,2072,1850,1900,743217,101145.0,26617000.0
2019-03-04,1930,1997,1930,1995,202806,106202.0,26617000.0
2019-03-05,1975,2297,1960,2065,3141240,109928.0,26617000.0
2019-03-06,2067,2185,2047,2163,2196944,115119.0,26617000.0
2019-03-07,2212,2280,2037,2115,2123265,112590.0,26617000.0
2019-03-08,2100,2135,2065,2098,421885,111658.0,26617000.0
2019-03-11,2095,2135,2035,2113,481006,112457.0,26617000.0
2019-03-12,2157,2275,2125,2218,2735848,118046.0,26617000.0
2019-03-13,2275,2390,2195,2323,2854572,123636.0,26617000.0
2019-03-14,2340,2362,2260,2328,933116,123902.0,26617000.0
2019-03-15,2332,2385,2190,2230,1156702,118712.0,26617000.0
2019-03-18,2250,2370,2232,2360,962279,125632.0,26617000.0
2019-03-19,2410,2467,2300,2343,1823142,124701.0,26617000.0
2019-03-20,2347,2350,2235,2320,563606,123503.0,26617000.0
2019-03-21,2295,2317,2207,2208,479558,117514.0,26617000.0
2019-03-22,2232,2242,2147,2175,321100,115784.0,26617000.0
2019-03-25,2130,2172,2040,2073,377311,110327.0,26617000.0
2019-03-26,2072,2170,2002,2170,433718,115518.0,26617000.0
2019-03-27,2175,2212,2152,2190,305978,116582.0,26617000.0
2019-03-28,2190,2195,2095,2123,215921,112989.0,26617000.0
2019-03-29,2107,2137,2050,2125,153561,113122.0,26617000.0
2019-04-01,2145,2155,2120,2148,131697,114320.0,26617000.0
2019-04-02,2152,2255,2105,2238,602148,119111.0,26617000.0
2019-04-03,2260,2320,2207,2258,554782,120176.0,26617000.0
2019-04-04,2277,2337,2240,2243,544584,119377.0,26617000.0
2019-04-05,2245,2290,2225,2290,292577,121906.0,26617000.0
2019-04-08,2312,2367,2275,2275,528395,121107.0,26617000.0
2019-04-09,2297,2300,2212,2235,241229,118978.0,26617000.0
2019-04-10,2222,2255,2162,2245,245071,119510.0,26617000.0
2019-04-11,2267,2290,2227,2268,244666,120708.0,26617000.0
2019-04-12,2267,2282,2235,2268,221352,120708.0,26617000.0
2019-04-15,2317,2327,2250,2293,315688,122039.0,26617000.0
2019-04-16,2350,2400,2295,2360,1450685,125632.0,26617000.0
2019-04-17,2385,2457,2287,2300,1278752,122438.0,26617000.0
2019-04-18,2300,2315,2200,2210,503855,117647.0,26617000.0
2019-04-19,2210,2245,2202,2205,156623,117381.0,26617000.0
2019-04-22,2207,2210,2162,2188,218792,116449.0,26617000.0
2019-04-23,2172,2207,2170,2190,119481,116582.0,26617000.0
2019-04-24,2205,2225,2177,2183,134470,116183.0,26617000.0
2019-04-25,2187,2192,2142,2148,107217,114320.0,26617000.0
2019-04-26,2157,2162,2087,2093,106580,111392.0,26617000.0
2019-04-29,2097,2135,2060,2118,104730,112723.0,26617000.0
2019-04-30,2110,2137,2105,2125,51069,113122.0,26617000.0
2019-05-02,2105,2145,2090,2143,183748,114054.0,26617000.0
2019-05-03,2142,2160,2112,2160,88678,114985.0,26617000.0
2019-05-07,2132,2147,2080,2113,130260,112457.0,26617000.0
2019-05-08,2107,2110,2060,2098,126029,111658.0,26617000.0
2019-05-09,2140,2172,2027,2088,288653,111126.0,26617000.0
2019-05-10,2067,2095,1997,2018,179811,107400.0,26617000.0
2019-05-13,2000,2185,1947,2080,243549,110727.0,26617000.0
2019-05-14,2200,2402,2192,2248,3172584,119643.0,26617000.0
2019-05-15,2252,2295,2210,2295,538812,122172.0,26617000.0
2019-05-16,2315,2317,2205,2225,516688,118446.0,26617000.0
2019-05-17,2182,2237,2182,2228,316877,118579.0,26617000.0
2019-05-20,2210,2242,2097,2150,275823,114453.0,26617000.0
2019-05-21,2107,2177,2107,2150,151428,114453.0,26617000.0
2019-05-22,2155,2195,2110,2175,154206,115784.0,26617000.0
2019-05-23,2157,2190,2125,2148,128860,114320.0,26617000.0
2019-05-24,2115,2142,2050,2053,249223,109263.0,26617000.0
2019-05-27,2040,2132,2002,2130,338515,113388.0,26617000.0
2019-05-28,2225,2765,2225,2305,8000145,61352.0,26617000.0
2019-05-29,2280,2305,2200,2245,770011,59755.0,26617000.0
2019-05-30,2240,2650,2205,2440,7868955,64945.0,26617000.0
2019-05-31,2400,2540,2355,2355,1400292,62683.0,26617000.0
2019-06-03,2310,2385,2265,2385,512515,63482.0,26617000.0
2019-06-04,2440,2800,2435,2635,10105874,70136.0,26617000.0
2019-06-05,2595,2680,2575,2595,1099240,69071.0,26617000.0
2019-06-07,2580,2675,2535,2600,932140,69204.0,26617000.0
2019-06-10,2580,2650,2570,2590,629948,68938.0,26617000.0
2019-06-11,2615,2625,2535,2540,457443,67607.0,26617000.0
2019-06-12,2535,2540,2410,2485,571880,66143.0,26617000.0
2019-06-13,2415,2470,2380,2400,611286,63881.0,26617000.0
2019-06-14,2425,2460,2310,2330,484665,62018.0,26617000.0
2019-06-17,2270,2325,2210,2300,1117321,122438.0,53234000.0
2019-06-18,2300,2330,2245,2245,595285,119510.0,53234000.0
2019-06-19,2250,2310,2250,2270,476804,120841.0,53234000.0
2019-06-20,2270,2355,2270,2325,692031,123769.0,53234000.0
2019-06-21,2355,2355,2280,2295,444852,122172.0,53234000.0
2019-06-24,2270,2300,2245,2260,368954,120309.0,53234000.0
2019-06-25,2280,2335,2260,2305,650286,122704.0,53234000.0
2019-06-26,2305,2315,2260,2265,366087,120575.0,53234000.0
2019-06-27,2260,2275,2150,2180,631238,116050.0,53234000.0
2019-06-28,2200,2225,2120,2160,299044,114985.0,53234000.0
2019-07-01,2140,2185,2130,2175,296388,115784.0,53234000.0
2019-07-02,2185,2190,2150,2185,190922,116316.0,53234000.0
2019-07-03,2180,2260,2180,2230,609002,118712.0,53234000.0
2019-07-04,2230,2235,2170,2215,266556,117913.0,53234000.0
2019-07-05,2215,2435,2185,2290,2155804,121906.0,53234000.0
2019-07-08,2290,2315,2205,2285,689775,121640.0,53234000.0
2019-07-09,2250,2360,2250,2330,1220877,124035.0,53234000.0
2019-07-10,2310,2360,2290,2330,667579,124035.0,53234000.0
2019-07-11,2340,2370,2275,2330,771693,124035.0,53234000.0
2019-07-12,2400,2500,2250,2345,3684197,124834.0,53234000.0
2019-07-15,2325,2360,2250,2275,1086336,121107.0,53234000.0
2019-07-16,2340,2395,2270,2305,2482626,122704.0,53234000.0
2019-07-17,2280,2360,2255,2360,952296,125632.0,53234000.0
2019-07-18,2360,2375,2285,2315,454859,123237.0,53234000.0
2019-07-19,2310,2460,2295,2420,3501322,128826.0,53234000.0
2019-07-22,2640,2640,2400,2400,4225424,127762.0,53234000.0
2019-07-23,2405,2455,2345,2365,1037169,125898.0,53234000.0
2019-07-24,2345,2380,2295,2295,758833,122172.0,53234000.0
2019-07-25,2275,2350,2200,2350,940788,125100.0,53234000.0
2019-07-26,2300,2320,2215,2265,509038,120575.0,53234000.0
2019-07-29,2245,2260,2080,2080,658536,110727.0,53234000.0
2019-07-30,2020,2145,2020,2080,318795,110727.0,53234000.0
2019-07-31,2065,2125,1905,2015,1016334,107267.0,53234000.0
2019-08-01,2015,2080,1980,2015,387906,107267.0,53234000.0
2019-08-02,1950,1990,1900,1945,485636,103540.0,53234000.0
2019-08-05,1920,1935,1675,1680,1242450,89433.0,53234000.0
2019-08-06,1600,1735,1520,1590,906171,84642.0,53234000.0
2019-08-07,1580,1680,1580,1610,621632,85707.0,53234000.0
2019-08-08,1620,1710,1620,1710,447640,91030.0,53234000.0
2019-08-09,1710,1755,1675,1715,424071,91296.0,53234000.0
2019-08-12,1715,1740,1680,1730,290803,92095.0,53234000.0
2019-08-13,1710,1730,1685,1705,312039,90764.0,53234000.0
2019-08-14,1740,1785,1720,1750,328156,93160.0,53234000.0
2019-08-16,1720,1735,1690,1705,313525,90764.0,53234000.0
2019-08-19,1760,1875,1720,1750,591310,93160.0,53234000.0
2019-08-20,1750,1780,1725,1780,311990,94757.0,53234000.0
2019-08-21,1765,1835,1765,1810,233315,96354.0,53234000.0
2019-08-22,1790,1825,1775,1805,200871,96087.0,53234000.0
2019-08-23,1790,1795,1755,1760,157524,93692.0,53234000.0
2019-08-26,1705,1740,1650,1670,239793,88901.0,53234000.0
2019-08-27,1685,1730,1685,1710,172401,91030.0,53234000.0
2019-08-28,1715,1765,1710,1765,141599,93958.0,53234000.0
2019-08-29,1785,1785,1720,1735,135610,92361.0,53234000.0
2019-08-30,1740,1820,1740,1810,323627,96354.0,53234000.0
2019-09-02,1810,1930,1785,1880,480459,100080.0,53234000.0
2019-09-03,1890,1925,1865,1875,191865,99814.0,53234000.0
2019-09-04,1860,1905,1840,1895,154674,100878.0,53234000.0
2019-09-05,1905,1915,1845,1875,256941,99814.0,53234000.0
2019-09-06,1930,1930,1860,1880,150803,100080.0,53234000.0
2019-09-09,1890,1890,1850,1880,129306,100080.0,53234000.0
2019-09-10,1865,1920,1865,1895,208662,100878.0,53234000.0
2019-09-11,1920,1930,1860,1920,197710,102209.0,53234000.0
2019-09-16,1905,2010,1905,2000,475499,106468.0,53234000.0
2019-09-17,2000,2035,1960,2020,288295,107533.0,53234000.0
2019-09-18,2005,2065,1995,2035,263073,108331.0,53234000.0
2019-09-19,2025,2065,2020,2055,220427,109396.0,53234000.0
2019-09-20,2100,2110,1970,1975,552386,105137.0,53234000.0
2019-09-23,1975,1980,1900,1910,321246,101677.0,53234000.0
2019-09-24,1895,1960,1870,1960,171608,104339.0,53234000.0
2019-09-25,1960,1960,1870,1900,204558,101145.0,53234000.0
2019-09-26,1905,1940,1870,1875,143514,99814.0,53234000.0
2019-09-27,1875,1895,1835,1875,114144,99814.0,53234000.0
2019-09-30,1860,1880,1785,1810,187761,96354.0,53234000.0
2019-10-01,1800,1845,1785,1815,190283,96620.0,53234000.0
2019-10-02,1815,1815,1720,1765,213565,93958.0,53234000.0
2019-10-04,1740,1765,1670,1670,188472,88901.0,53234000.0
2019-10-07,1685,1720,1675,1700,125811,90498.0,53234000.0
