로보스타(090360),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-12-09,7270,7270,6930,7000,271572,54600.0,7800000.0
2011-12-12,7080,7380,7020,7280,242258,56784.0,7800000.0
2011-12-13,7200,7200,6960,7100,242041,55380.0,7800000.0
2011-12-14,7040,7650,7000,7360,809316,57408.0,7800000.0
2011-12-15,7340,7410,7070,7100,183578,55380.0,7800000.0
2011-12-16,7250,7280,7020,7050,185344,54990.0,7800000.0
2011-12-19,7200,7480,6050,6600,719715,51480.0,7800000.0
2011-12-20,6550,6860,6550,6810,170087,53118.0,7800000.0
2011-12-21,6880,7160,6880,6970,180787,54366.0,7800000.0
2011-12-22,6940,7220,6940,7150,161228,55770.0,7800000.0
2011-12-23,7170,7220,7040,7040,140533,54912.0,7800000.0
2011-12-26,7150,7150,6960,6970,114510,54366.0,7800000.0
2011-12-27,6940,7460,6740,7180,631680,56004.0,7800000.0
2011-12-28,7200,7580,7150,7570,620156,59046.0,7800000.0
2011-12-29,7600,7720,7290,7340,463276,57252.0,7800000.0
2012-01-02,7450,7690,7370,7640,508605,59592.0,7800000.0
2012-01-03,7690,7700,7460,7500,315660,58500.0,7800000.0
2012-01-04,7520,7520,7250,7250,379759,56550.0,7800000.0
2012-01-05,7250,7390,7100,7350,217527,57330.0,7800000.0
2012-01-06,7380,7650,7230,7510,691920,58578.0,7800000.0
2012-01-09,7690,8440,7660,8070,1866811,62946.0,7800000.0
2012-01-10,7990,8580,7940,8580,946934,66924.0,7800000.0
2012-01-11,9680,9860,9500,9860,961323,76908.0,7800000.0
2012-01-12,10000,10100,8730,9120,3129863,71136.0,7800000.0
2012-01-13,9260,9390,8920,9300,1493682,72540.0,7800000.0
2012-01-16,9230,9230,8570,8570,759790,66846.0,7800000.0
2012-01-17,8660,8800,8500,8650,557198,67470.0,7800000.0
2012-01-18,8770,8790,8080,8170,729511,63726.0,7800000.0
2012-01-19,8380,8390,8050,8250,653420,64350.0,7800000.0
2012-01-20,8290,8350,8070,8130,417530,63414.0,7800000.0
2012-01-25,8200,8650,8180,8580,831483,66924.0,7800000.0
2012-01-26,8600,8600,8420,8510,320242,66378.0,7800000.0
2012-01-27,8580,8580,8200,8230,370459,64194.0,7800000.0
2012-01-30,8180,8300,7880,8000,647374,62400.0,7800000.0
2012-01-31,8000,8060,7900,8050,240393,62790.0,7800000.0
2012-02-01,8130,8250,8010,8010,244480,62478.0,7800000.0
2012-02-02,8080,8230,8070,8200,328375,63960.0,7800000.0
2012-02-03,8160,8190,8000,8050,268165,62790.0,7800000.0
2012-02-06,8090,8110,7700,7700,353984,60060.0,7800000.0
2012-02-07,7750,7900,7700,7760,186640,60528.0,7800000.0
2012-02-08,7800,8180,7800,8080,428314,63024.0,7800000.0
2012-02-09,8080,9080,8010,8750,1346108,68250.0,7800000.0
2012-02-10,9000,9110,8650,9000,837842,70200.0,7800000.0
2012-02-13,9300,9310,9000,9020,859203,70356.0,7800000.0
2012-02-14,8860,8910,8650,8660,447002,67548.0,7800000.0
2012-02-15,8660,8940,8470,8600,336445,67080.0,7800000.0
2012-02-16,8640,8900,8530,8900,300635,69420.0,7800000.0
2012-02-17,8870,8990,8740,8910,300289,69498.0,7800000.0
2012-02-20,8960,9070,8840,8910,263247,69498.0,7800000.0
2012-02-21,9000,9170,8680,9150,586968,71370.0,7800000.0
2012-02-22,9150,9260,8950,8950,341538,69810.0,7800000.0
2012-02-23,8980,8980,8620,8800,286552,68640.0,7800000.0
2012-02-24,8920,9480,8900,9330,964648,72774.0,7800000.0
2012-02-27,9260,9480,9150,9280,468948,72384.0,7800000.0
2012-02-28,9000,9070,8350,9050,791372,70590.0,7800000.0
2012-02-29,9120,9220,8860,8990,324025,70122.0,7800000.0
2012-03-02,9000,9310,9000,9190,312046,71682.0,7800000.0
2012-03-05,9370,9390,9060,9100,385513,70980.0,7800000.0
2012-03-06,8990,9060,8470,8700,400119,67860.0,7800000.0
2012-03-07,8520,8780,8490,8600,161694,67080.0,7800000.0
2012-03-08,8770,8780,8560,8580,195387,66924.0,7800000.0
2012-03-09,8630,8720,8540,8580,158735,66924.0,7800000.0
2012-03-12,8670,8840,8610,8750,171435,68250.0,7800000.0
2012-03-13,8650,8740,8460,8540,235270,66612.0,7800000.0
2012-03-14,8580,8610,8360,8410,176691,65598.0,7800000.0
2012-03-15,8410,8590,8330,8590,137949,67002.0,7800000.0
2012-03-16,8630,9100,8610,9020,437397,70356.0,7800000.0
2012-03-19,9100,9470,9080,9200,724023,71760.0,7800000.0
2012-03-20,9290,9290,9010,9180,327051,71604.0,7800000.0
2012-03-21,9200,9790,9190,9660,891366,75348.0,7800000.0
2012-03-22,9700,9980,9340,9470,917935,73866.0,7800000.0
2012-03-23,9470,9950,9390,9950,617645,77610.0,7800000.0
2012-03-26,9900,10100,9750,9950,424210,77610.0,7800000.0
2012-03-27,9960,9970,9300,9870,715185,76986.0,7800000.0
2012-03-28,10050,10250,9780,9990,723146,77922.0,7800000.0
2012-03-29,10000,10300,9740,10250,479153,79950.0,7800000.0
2012-03-30,10150,10350,9950,9950,331721,77610.0,7800000.0
2012-04-02,9830,9990,9620,9780,328301,76284.0,7800000.0
2012-04-03,9900,10100,9660,9700,431156,75660.0,7800000.0
2012-04-04,9760,9850,9350,9460,451650,73788.0,7800000.0
2012-04-05,9390,9490,9150,9260,278521,72228.0,7800000.0
2012-04-06,9230,9420,8830,8830,482155,68874.0,7800000.0
2012-04-09,8750,8750,7800,7940,559856,61932.0,7800000.0
2012-04-10,7940,8180,7450,7600,281396,59280.0,7800000.0
2012-04-12,7700,7900,7600,7850,229498,61230.0,7800000.0
2012-04-13,7860,8250,7860,8120,258020,63336.0,7800000.0
2012-04-16,8000,8160,7920,8130,166996,63414.0,7800000.0
2012-04-17,8150,8160,7910,7980,149725,62244.0,7800000.0
2012-04-18,8140,8140,7930,7930,116257,61854.0,7800000.0
2012-04-19,7930,8020,7650,7800,171400,60840.0,7800000.0
2012-04-20,7720,7800,7460,7500,201467,58500.0,7800000.0
2012-04-23,7540,7650,7380,7380,122110,57564.0,7800000.0
2012-04-24,7260,7360,7020,7200,168167,56160.0,7800000.0
2012-04-25,7230,7280,7000,7030,136334,54834.0,7800000.0
2012-04-26,7200,7210,6950,6950,110239,54210.0,7800000.0
2012-04-27,7050,7050,6750,6820,103270,53196.0,7800000.0
2012-04-30,6900,7010,6800,7010,80407,54678.0,7800000.0
2012-05-02,7100,7680,7080,7500,228729,58500.0,7800000.0
2012-05-03,7570,7580,7430,7480,82951,58344.0,7800000.0
2012-05-04,7390,7500,7340,7500,43494,58500.0,7800000.0
2012-05-07,7350,7370,7220,7230,59791,56394.0,7800000.0
2012-05-08,7240,7340,7100,7150,105849,55770.0,7800000.0
2012-05-09,7100,7190,6870,6870,193629,53586.0,7800000.0
2012-05-10,6840,6950,6680,6780,199143,52884.0,7800000.0
2012-05-11,6810,6850,6540,6700,175186,52260.0,7800000.0
2012-05-14,6710,6760,6500,6570,74630,51246.0,7800000.0
2012-05-15,6460,6590,6320,6420,93908,50076.0,7800000.0
2012-05-16,6350,6450,6270,6280,86665,48984.0,7800000.0
2012-05-17,6340,6440,6280,6410,90781,49998.0,7800000.0
2012-05-18,6280,6350,5960,6120,130879,47736.0,7800000.0
2012-05-21,6110,6290,5960,6120,92254,47736.0,7800000.0
2012-05-22,6130,6350,6130,6330,60342,49374.0,7800000.0
2012-05-23,6380,6380,6100,6100,45648,47580.0,7800000.0
2012-05-24,6060,6280,6060,6190,35620,48282.0,7800000.0
2012-05-25,6200,6400,6180,6270,58859,48906.0,7800000.0
2012-05-29,6360,6450,6230,6340,62378,49452.0,7800000.0
2012-05-30,6370,6400,6220,6350,52948,49530.0,7800000.0
2012-05-31,6280,6320,6150,6300,52003,49140.0,7800000.0
2012-06-01,6320,6320,6210,6230,51333,48594.0,7800000.0
2012-06-04,5830,6030,5820,6000,127107,46800.0,7800000.0
2012-06-05,6000,6050,5880,5950,69982,46410.0,7800000.0
2012-06-07,6140,6150,6000,6120,75826,47736.0,7800000.0
2012-06-08,6100,6180,6020,6080,51725,47424.0,7800000.0
2012-06-11,6120,6300,6120,6210,39787,48438.0,7800000.0
2012-06-12,6110,6430,6110,6400,73487,49920.0,7800000.0
2012-06-13,6440,6440,6250,6350,53078,49530.0,7800000.0
2012-06-14,6340,6400,6150,6250,82284,48750.0,7800000.0
2012-06-15,6360,6360,6120,6160,52661,48048.0,7800000.0
2012-06-18,6280,6320,6220,6300,47431,49140.0,7800000.0
2012-06-19,6310,6450,6250,6390,67681,49842.0,7800000.0
2012-06-20,6500,6710,6430,6590,167145,51402.0,7800000.0
2012-06-21,6630,6630,6480,6520,53777,50856.0,7800000.0
2012-06-22,6380,6390,6270,6290,81376,49062.0,7800000.0
2012-06-25,6310,6380,6150,6170,56270,48126.0,7800000.0
2012-06-26,6100,6190,6070,6150,42164,47970.0,7800000.0
2012-06-27,6130,6240,6090,6150,36323,47970.0,7800000.0
2012-06-28,6200,6250,6100,6110,59232,47658.0,7800000.0
2012-06-29,6100,6210,6050,6150,47683,47970.0,7800000.0
2012-07-02,6230,6340,6150,6240,99296,48672.0,7800000.0
2012-07-03,6260,6560,6260,6410,235798,49998.0,7800000.0
2012-07-04,6450,6510,6370,6450,86577,50310.0,7800000.0
2012-07-05,6430,6550,6380,6480,101191,50544.0,7800000.0
2012-07-06,6420,6490,6270,6300,104449,49140.0,7800000.0
2012-07-09,6200,6470,6200,6430,84337,50154.0,7800000.0
2012-07-10,6400,6940,6400,6750,715823,52650.0,7800000.0
2012-07-11,6750,6930,6600,6800,242993,53040.0,7800000.0
2012-07-12,6890,6900,6460,6580,157706,51324.0,7800000.0
2012-07-13,6580,6620,6120,6390,162792,49842.0,7800000.0
2012-07-16,6480,6670,6460,6490,118899,50622.0,7800000.0
2012-07-17,6550,6590,6300,6480,156199,50544.0,7800000.0
2012-07-18,6400,6500,6140,6140,129542,47892.0,7800000.0
2012-07-19,6280,6310,6170,6270,119276,48906.0,7800000.0
2012-07-20,6240,6370,6200,6310,77829,49218.0,7800000.0
2012-07-23,6170,6240,5890,5910,222856,46098.0,7800000.0
2012-07-24,5770,5900,5580,5900,195683,46020.0,7800000.0
2012-07-25,5750,5790,5610,5630,74742,43914.0,7800000.0
2012-07-26,5820,5850,5600,5640,86376,43992.0,7800000.0
2012-07-27,5770,5790,5730,5780,67926,45084.0,7800000.0
2012-07-30,5830,5870,5730,5760,41955,44928.0,7800000.0
2012-07-31,5730,5790,5690,5750,68761,44850.0,7800000.0
2012-08-01,5760,5770,5710,5720,26525,44616.0,7800000.0
2012-08-02,5730,5770,5710,5770,57456,45006.0,7800000.0
2012-08-03,5700,5750,5640,5690,28645,44382.0,7800000.0
2012-08-06,5790,5980,5730,5870,129813,45786.0,7800000.0
2012-08-07,5870,6080,5830,5970,118760,46566.0,7800000.0
2012-08-08,6040,6040,5870,5890,75484,45942.0,7800000.0
2012-08-09,5900,6100,5820,5910,128820,46098.0,7800000.0
2012-08-10,5890,5970,5830,5830,58879,45474.0,7800000.0
2012-08-13,5820,5940,5700,5740,126728,44772.0,7800000.0
2012-08-14,5730,5810,5700,5780,148263,45084.0,7800000.0
2012-08-16,5770,5790,5680,5740,90250,44772.0,7800000.0
2012-08-17,5740,5970,5700,5870,202360,45786.0,7800000.0
2012-08-20,5860,6030,5800,5900,104504,46020.0,7800000.0
2012-08-21,5900,6080,5900,5990,218996,46722.0,7800000.0
2012-08-22,5950,6020,5840,5890,75769,45942.0,7800000.0
2012-08-23,5930,5930,5780,5900,89536,46020.0,7800000.0
2012-08-24,5840,5880,5690,5730,152120,44694.0,7800000.0
2012-08-27,5790,5790,5700,5780,71742,45084.0,7800000.0
2012-08-28,5780,5840,5690,5780,57873,45084.0,7800000.0
2012-08-29,5790,5950,5760,5950,174836,46410.0,7800000.0
2012-08-30,6040,6150,5900,6050,179399,47190.0,7800000.0
2012-08-31,6050,6440,5930,6180,638123,48204.0,7800000.0
2012-09-03,6290,6340,6210,6260,251412,48828.0,7800000.0
2012-09-04,6260,6280,6110,6140,159866,47892.0,7800000.0
2012-09-05,6200,6300,6070,6250,200159,48750.0,7800000.0
2012-09-06,6300,6300,6150,6200,86604,48360.0,7800000.0
2012-09-07,6290,6330,6160,6160,118597,48048.0,7800000.0
2012-09-10,6160,6200,6040,6080,95977,47424.0,7800000.0
2012-09-11,6100,6230,6020,6220,174218,48516.0,7800000.0
2012-09-12,6260,6440,6190,6340,334783,49452.0,7800000.0
2012-09-13,6420,6460,6310,6310,161747,49218.0,7800000.0
2012-09-14,6380,6440,6090,6140,180616,47892.0,7800000.0
2012-09-17,6150,6310,6110,6260,90299,48828.0,7800000.0
2012-09-18,6260,6420,6240,6240,140232,48672.0,7800000.0
2012-09-19,6210,6390,6180,6390,121581,49842.0,7800000.0
2012-09-20,6460,6730,6420,6430,341394,50154.0,7800000.0
2012-09-21,6420,6500,6250,6250,147948,48750.0,7800000.0
2012-09-24,6450,7180,6430,7180,2279481,56004.0,7800000.0
2012-09-25,7060,7090,6520,6530,1455223,50934.0,7800000.0
2012-09-26,6480,6730,6400,6460,339747,50388.0,7800000.0
2012-09-27,6410,6490,6090,6200,341123,48360.0,7800000.0
2012-09-28,6220,6260,6100,6170,144432,48126.0,7800000.0
2012-10-02,6140,6170,5950,5990,315884,46722.0,7800000.0
2012-10-04,6070,6120,5980,6120,161822,47736.0,7800000.0
2012-10-05,6120,6170,6060,6060,84185,47268.0,7800000.0
2012-10-08,6060,6070,5900,6000,170142,46800.0,7800000.0
2012-10-09,5960,6180,5950,6150,145008,47970.0,7800000.0
2012-10-10,6100,6170,6020,6060,99357,47268.0,7800000.0
2012-10-11,6020,6310,6020,6070,197472,47346.0,7800000.0
2012-10-12,6140,6150,6070,6090,52470,47502.0,7800000.0
2012-10-15,6120,6270,5920,6050,204513,47190.0,7800000.0
2012-10-16,6120,6130,5930,5940,107086,46332.0,7800000.0
2012-10-17,5990,6560,5970,6180,1106467,48204.0,7800000.0
2012-10-18,6370,6740,6260,6350,1315834,49530.0,7800000.0
2012-10-19,6300,6300,6020,6060,313666,47268.0,7800000.0
2012-10-22,5910,5960,5790,5890,159728,45942.0,7800000.0
2012-10-23,5890,6100,5890,5910,214815,46098.0,7800000.0
2012-10-24,5830,5910,5790,5870,106535,45786.0,7800000.0
2012-10-25,5900,5900,5750,5820,128617,45396.0,7800000.0
2012-10-26,5760,5820,5580,5590,155009,43602.0,7800000.0
2012-10-29,5510,5590,5080,5080,214691,39624.0,7800000.0
2012-10-30,4900,5150,4900,5050,137277,39390.0,7800000.0
2012-10-31,5030,5150,5030,5100,46833,39780.0,7800000.0
2012-11-01,5100,5100,4905,4965,93950,38727.0,7800000.0
2012-11-02,5030,5120,4970,5010,41087,39078.0,7800000.0
2012-11-05,4945,5070,4945,5040,32299,39312.0,7800000.0
2012-11-06,5030,5100,5010,5060,42584,39468.0,7800000.0
2012-11-07,5090,5140,5000,5060,32719,39468.0,7800000.0
2012-11-08,5010,5010,4945,4995,31915,38961.0,7800000.0
2012-11-09,4980,5020,4930,4980,41744,38844.0,7800000.0
2012-11-12,4955,5000,4885,4890,50194,38142.0,7800000.0
2012-11-13,4880,4930,4735,4735,82706,36933.0,7800000.0
2012-11-14,4665,4750,4385,4420,196824,34476.0,7800000.0
2012-11-15,4255,5080,4255,5080,567316,39624.0,7800000.0
2012-11-16,5580,5770,5050,5050,2272026,39390.0,7800000.0
2012-11-19,5100,5130,4870,4965,539866,38727.0,7800000.0
2012-11-20,5000,5680,5000,5250,1202101,40950.0,7800000.0
2012-11-21,5310,5560,5190,5300,396919,41340.0,7800000.0
2012-11-22,5290,5430,5000,5070,328884,39546.0,7800000.0
2012-11-23,5020,5320,5010,5300,210070,41340.0,7800000.0
2012-11-26,5300,5300,5130,5160,187554,40248.0,7800000.0
2012-11-27,5180,5230,5050,5210,112265,40638.0,7800000.0
2012-11-28,5200,5200,5060,5100,78264,39780.0,7800000.0
2012-11-29,5110,5160,5050,5090,56021,39702.0,7800000.0
2012-11-30,5090,5160,5060,5080,40765,39624.0,7800000.0
2012-12-03,5070,5190,5020,5150,47027,40170.0,7800000.0
2012-12-04,5150,5170,5060,5070,46877,39546.0,7800000.0
2012-12-05,5090,5170,4890,4890,114636,38142.0,7800000.0
2012-12-06,4810,4970,4760,4810,65150,37518.0,7800000.0
2012-12-07,4810,4865,4755,4760,26484,37128.0,7800000.0
2012-12-10,4780,4880,4760,4870,35944,37986.0,7800000.0
2012-12-11,4860,4930,4795,4815,32325,37557.0,7800000.0
2012-12-12,4875,4875,4790,4835,14137,37713.0,7800000.0
2012-12-13,4915,5070,4830,5030,62090,39234.0,7800000.0
2012-12-14,5020,5070,4950,5040,25303,39312.0,7800000.0
2012-12-17,5040,5080,4990,5020,33679,39156.0,7800000.0
2012-12-18,4980,5080,4905,5010,62775,39078.0,7800000.0
2012-12-20,5010,5330,4960,5300,121991,41340.0,7800000.0
2012-12-21,5230,5430,5150,5350,158113,41730.0,7800000.0
2012-12-24,5350,5380,5210,5350,40512,41730.0,7800000.0
2012-12-26,5290,5370,5190,5190,28422,40482.0,7800000.0
2012-12-27,5110,5290,5100,5280,67479,41184.0,7800000.0
2012-12-28,5350,5600,5220,5340,268823,41652.0,7800000.0
2013-01-02,5350,5390,5290,5390,111895,42042.0,7800000.0
2013-01-03,5410,5450,5290,5290,52868,41262.0,7800000.0
2013-01-04,5300,5360,5200,5260,38925,41028.0,7800000.0
2013-01-07,5280,5390,5150,5190,72301,40482.0,7800000.0
2013-01-08,5150,5240,5120,5190,34058,40482.0,7800000.0
2013-01-09,5230,5230,5110,5170,43887,40326.0,7800000.0
2013-01-10,5210,5450,5190,5400,134748,42120.0,7800000.0
2013-01-11,5340,5400,5320,5340,37934,41652.0,7800000.0
2013-01-14,5450,5650,5370,5610,257775,43758.0,7800000.0
2013-01-15,5650,5770,5530,5650,191146,44070.0,7800000.0
2013-01-16,5680,5890,5450,5460,239350,42588.0,7800000.0
2013-01-17,5520,5520,5270,5330,85387,41574.0,7800000.0
2013-01-18,5290,5550,5280,5540,55131,43212.0,7800000.0
2013-01-21,5540,5630,5450,5560,65305,43368.0,7800000.0
2013-01-22,5510,5590,5450,5480,34410,42744.0,7800000.0
2013-01-23,5500,5750,5500,5640,155749,43992.0,7800000.0
2013-01-24,5670,5670,5500,5550,51099,43290.0,7800000.0
2013-01-25,5540,5650,5410,5620,51217,43836.0,7800000.0
2013-01-28,5700,5700,5520,5540,39832,43212.0,7800000.0
2013-01-29,5560,5630,5520,5520,26123,43056.0,7800000.0
2013-01-30,5520,5590,5300,5420,51356,42276.0,7800000.0
2013-01-31,5390,5510,5120,5200,108523,40560.0,7800000.0
2013-02-01,5140,5360,5140,5140,40214,40092.0,7800000.0
2013-02-04,5100,5230,4900,4900,69705,38220.0,7800000.0
2013-02-05,4950,5000,4870,4930,36005,38454.0,7800000.0
2013-02-06,4865,5000,4865,4975,35915,38805.0,7800000.0
2013-02-07,5050,5050,4905,4975,16757,38805.0,7800000.0
2013-02-08,4920,5020,4895,4975,24808,38805.0,7800000.0
2013-02-12,4975,5050,4855,4910,18701,38298.0,7800000.0
2013-02-13,4945,5020,4915,4975,14414,38805.0,7800000.0
2013-02-14,4960,5090,4960,5050,20230,39390.0,7800000.0
2013-02-15,5010,5090,4975,5030,22652,39234.0,7800000.0
2013-02-18,5040,5080,4980,5000,20445,39000.0,7800000.0
2013-02-19,4975,5120,4975,5080,42956,39624.0,7800000.0
2013-02-20,5090,5170,5050,5160,25491,40248.0,7800000.0
2013-02-21,5160,5190,4970,5010,154252,39078.0,7800000.0
2013-02-22,4985,5060,4940,5000,53106,39000.0,7800000.0
2013-02-25,5000,5070,4965,5060,39115,39468.0,7800000.0
2013-02-26,5060,5090,4960,4985,47129,38883.0,7800000.0
2013-02-27,5020,5080,5000,5050,35930,39390.0,7800000.0
2013-02-28,5060,5130,5060,5060,28546,39468.0,7800000.0
2013-03-04,5030,5060,4925,4940,79761,38532.0,7800000.0
2013-03-05,4950,5020,4950,4980,33796,38844.0,7800000.0
2013-03-06,4975,5130,4975,5030,41457,39234.0,7800000.0
2013-03-07,5030,5070,4925,4980,47432,38844.0,7800000.0
2013-03-08,4980,5040,4940,4945,34939,38571.0,7800000.0
2013-03-11,4990,4990,4780,4930,48164,38454.0,7800000.0
2013-03-12,4965,4965,4855,4900,27385,38220.0,7800000.0
2013-03-13,4870,4945,4845,4855,25839,37869.0,7800000.0
2013-03-14,4885,5330,4805,5140,489479,40092.0,7800000.0
2013-03-15,5220,5230,4985,5050,153338,39390.0,7800000.0
2013-03-18,5090,5170,5010,5010,105576,39078.0,7800000.0
2013-03-19,5040,5170,5030,5050,85801,39390.0,7800000.0
2013-03-20,5040,5480,5040,5250,271490,40950.0,7800000.0
2013-03-21,5260,5260,5130,5200,80888,40560.0,7800000.0
2013-03-22,5250,5370,5150,5250,94013,40950.0,7800000.0
2013-03-25,5260,5450,5260,5280,83092,41184.0,7800000.0
2013-03-26,5350,5360,5220,5240,28335,40872.0,7800000.0
2013-03-27,5240,5330,5170,5310,63113,41418.0,7800000.0
2013-03-28,5390,5700,5290,5600,273968,43680.0,7800000.0
2013-03-29,5650,5650,5470,5620,73411,43836.0,7800000.0
2013-04-01,5620,5640,5450,5550,64600,43290.0,7800000.0
2013-04-02,5550,5560,5260,5390,83090,42042.0,7800000.0
2013-04-03,5350,5420,5300,5390,41221,42042.0,7800000.0
2013-04-04,5610,6060,5400,5430,855298,42354.0,7800000.0
2013-04-05,5490,5490,5100,5190,173140,40482.0,7800000.0
2013-04-08,5120,5230,4970,4980,160383,38844.0,7800000.0
2013-04-09,4905,5050,4790,4905,98616,38259.0,7800000.0
2013-04-10,4905,5090,4890,4970,87795,38766.0,7800000.0
2013-04-11,4960,5060,4960,5060,41363,39468.0,7800000.0
2013-04-12,5080,5210,5040,5150,101428,40170.0,7800000.0
2013-04-15,5160,5300,5090,5200,65348,40560.0,7800000.0
2013-04-16,5200,5480,5130,5440,157690,42432.0,7800000.0
2013-04-17,5490,5580,5330,5570,141382,43446.0,7800000.0
2013-04-18,5570,5630,5420,5470,73933,42666.0,7800000.0
2013-04-19,5470,5520,5300,5480,67514,42744.0,7800000.0
2013-04-22,5500,5650,5400,5650,72293,44070.0,7800000.0
2013-04-23,5710,5740,5400,5520,74365,43056.0,7800000.0
2013-04-24,5630,5630,5380,5440,108280,42432.0,7800000.0
2013-04-25,5440,5480,5380,5440,44859,42432.0,7800000.0
2013-04-26,5480,5550,5300,5480,56733,42744.0,7800000.0
2013-04-29,5500,5550,5380,5460,47555,42588.0,7800000.0
2013-04-30,5420,5540,5390,5440,71281,42432.0,7800000.0
2013-05-02,5480,5520,5320,5360,24520,41808.0,7800000.0
2013-05-03,5380,5530,5300,5400,92825,42120.0,7800000.0
2013-05-06,5480,5490,5300,5360,58361,41808.0,7800000.0
2013-05-07,5310,5530,5310,5520,169377,43056.0,7800000.0
2013-05-08,5680,5780,5580,5700,271125,44460.0,7800000.0
2013-05-09,5770,5770,5590,5610,100799,43758.0,7800000.0
2013-05-10,5610,5810,5570,5730,142938,44694.0,7800000.0
2013-05-13,5730,5980,5730,5780,227184,45084.0,7800000.0
2013-05-14,5740,5870,5570,5680,113500,44304.0,7800000.0
2013-05-15,5750,5750,5630,5740,58040,44772.0,7800000.0
2013-05-16,5700,6180,5700,6040,627889,47112.0,7800000.0
2013-05-20,6130,6200,6000,6140,281090,47892.0,7800000.0
2013-05-21,6150,6250,6010,6190,146225,48282.0,7800000.0
2013-05-22,6220,6230,6060,6150,95825,47970.0,7800000.0
2013-05-23,6100,6200,5960,5960,114723,46488.0,7800000.0
2013-05-24,6000,6020,5790,5920,110073,46176.0,7800000.0
2013-05-27,5980,6060,5880,6060,89102,47268.0,7800000.0
2013-05-28,6050,6180,6050,6090,157570,47502.0,7800000.0
2013-05-29,6160,6160,6010,6020,85346,46956.0,7800000.0
2013-05-30,6090,6200,5850,6090,105216,47502.0,7800000.0
2013-05-31,6130,6130,5550,5800,120881,45240.0,7800000.0
2013-06-03,5820,5900,5590,5610,87121,43758.0,7800000.0
2013-06-04,5610,5700,5570,5600,56650,43680.0,7800000.0
2013-06-05,5620,5790,5530,5630,43900,43914.0,7800000.0
2013-06-07,5730,5730,5250,5470,62706,42666.0,7800000.0
2013-06-10,5650,5670,5500,5650,32971,44070.0,7800000.0
2013-06-11,5590,5700,5550,5690,21976,44382.0,7800000.0
2013-06-12,5630,6060,5630,5750,139956,44850.0,7800000.0
2013-06-13,5690,5760,5500,5510,46208,42978.0,7800000.0
2013-06-14,5650,5650,5350,5350,41956,41730.0,7800000.0
2013-06-17,5340,5440,5100,5140,49649,40092.0,7800000.0
2013-06-18,5210,5390,5140,5390,56574,42042.0,7800000.0
2013-06-19,5440,5550,5400,5450,34410,42510.0,7800000.0
2013-06-20,5300,5370,5200,5280,36922,41184.0,7800000.0
2013-06-21,5180,5180,5010,5120,36704,39936.0,7800000.0
2013-06-24,5200,5200,5040,5110,21147,39858.0,7800000.0
