액트로(290740),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-10-22,8249,8350,8071,8072,45875,79501.0,5000054.0
2018-10-23,8071,8147,7690,7691,76284,75751.0,5000054.0
2018-10-24,7741,7817,6726,6853,191826,67501.0,5000054.0
2018-10-25,6523,6701,6320,6396,117360,63001.0,5000054.0
2018-10-26,6548,6548,5584,5889,144081,58001.0,5000054.0
2018-10-29,5761,5990,5330,5407,90328,53251.0,5000054.0
2018-10-30,5355,5812,5279,5736,92745,56501.0,5000054.0
2018-10-31,5761,6091,5660,5940,116197,58501.0,5000054.0
2018-11-01,6015,6472,5964,6396,113133,63001.0,5000054.0
2018-11-02,6548,6751,6421,6625,59546,65251.0,5000054.0
2018-11-05,6701,6777,6447,6752,31486,66501.0,5000054.0
2018-11-06,6751,7107,6751,6980,40152,68751.0,5000054.0
2018-11-07,6980,7081,6675,6676,38535,65751.0,5000054.0
2018-11-08,6751,7005,6675,6929,28829,68251.0,5000054.0
2018-11-09,6929,7081,6827,7031,32848,69251.0,5000054.0
2018-11-12,7030,7107,6853,7082,29903,69751.0,5000054.0
2018-11-13,7005,7056,6624,7006,31360,69001.0,5000054.0
2018-11-14,7157,7234,6853,6929,36911,68251.0,5000054.0
2018-11-15,6827,6929,6624,6701,30117,66001.0,5000054.0
2018-11-16,6701,6802,6574,6676,22058,65751.0,5000054.0
2018-11-19,6701,6878,6599,6726,18764,66251.0,5000054.0
2018-11-20,6599,6726,6421,6473,16835,63751.0,5000054.0
2018-11-21,6447,6472,6218,6346,21669,62501.0,5000054.0
2018-11-22,6447,6650,6345,6371,30438,62751.0,5000054.0
2018-11-23,6497,6497,6345,6473,12154,63751.0,5000054.0
2018-11-26,6345,6599,6345,6523,15620,64251.0,5000054.0
2018-11-27,6599,6929,6548,6929,22895,68251.0,5000054.0
2018-11-28,7005,7589,6802,7310,72373,72001.0,5000054.0
2018-11-29,7411,7487,7081,7259,43365,71501.0,5000054.0
2018-11-30,7183,7335,7081,7285,19599,71751.0,5000054.0
2018-12-03,7284,7411,7183,7209,12273,71427.0,5030054.0
2018-12-04,7183,7234,7030,7158,15681,70924.0,5030054.0
2018-12-05,6980,7132,6878,6980,18979,69163.0,5030054.0
2018-12-06,6904,7056,6523,6625,45255,65642.0,5030054.0
2018-12-07,6650,6853,6624,6752,8055,66900.0,5030054.0
2018-12-10,6548,6853,6269,6396,20620,63379.0,5030054.0
2018-12-11,6396,6447,6167,6422,26016,63630.0,5030054.0
2018-12-12,6447,6497,6320,6447,7640,63882.0,5030054.0
2018-12-13,6497,6497,6371,6498,6327,64385.0,5030054.0
2018-12-14,6523,6523,6117,6346,13928,62876.0,5030054.0
2018-12-17,6294,6371,5990,6244,18593,61870.0,5030054.0
2018-12-18,6091,6624,6041,6270,19737,62121.0,5030054.0
2018-12-19,6345,6421,6218,6320,10269,62624.0,5030054.0
2018-12-20,6244,6497,6244,6396,10776,63379.0,5030054.0
2018-12-21,6396,6802,6269,6701,23667,66397.0,5030054.0
2018-12-24,6751,7411,6650,6904,79608,68409.0,5030054.0
2018-12-26,6904,6904,6574,6752,23792,66900.0,5030054.0
2018-12-27,6726,6777,6523,6676,13492,66145.0,5030054.0
2018-12-28,6675,6751,6472,6676,29821,66145.0,5030054.0
2019-01-02,6726,6904,6599,6676,12281,66145.0,5030054.0
2019-01-03,6624,6802,6421,6599,17899,65391.0,5030054.0
2019-01-04,6447,6523,6345,6473,10823,64133.0,5030054.0
2019-01-07,6472,6548,6294,6396,9786,63379.0,5030054.0
2019-01-08,6447,6447,6218,6295,10861,62373.0,5030054.0
2019-01-09,6294,6447,6294,6320,11556,62624.0,5030054.0
2019-01-10,6320,6751,6269,6574,29063,65139.0,5030054.0
2019-01-11,6624,6878,6599,6803,19845,67403.0,5030054.0
2019-01-14,6675,6904,6624,6752,10841,66900.0,5030054.0
2019-01-15,6777,6929,6726,6879,17347,68157.0,5030054.0
2019-01-16,6853,7868,6853,7640,391359,75702.0,5030054.0
2019-01-17,7640,7640,7386,7386,81674,73187.0,5030054.0
2019-01-18,7462,8046,7411,7970,497905,78972.0,5030054.0
2019-01-21,8020,8325,7868,8122,93543,80481.0,5030054.0
2019-01-22,8097,8122,7690,7792,64852,77211.0,5030054.0
2019-01-23,7716,8223,7538,8072,81953,79978.0,5030054.0
2019-01-24,8147,8198,7868,8072,27592,79978.0,5030054.0
2019-01-25,8147,8325,8046,8122,65893,80481.0,5030054.0
2019-01-28,8122,8350,7919,8224,73764,81487.0,5030054.0
2019-01-29,8300,8300,7970,8072,27117,79978.0,5030054.0
2019-01-30,8097,8173,7944,8046,23324,79726.0,5030054.0
2019-01-31,8122,8122,7868,7869,28748,77966.0,5030054.0
2019-02-01,7970,8020,7741,7869,20262,77966.0,5030054.0
2019-02-07,7817,8020,7792,7843,15851,77714.0,5030054.0
2019-02-08,7843,8071,7792,7996,15026,79223.0,5030054.0
2019-02-11,8122,8274,8020,8097,39288,80229.0,5030054.0
2019-02-12,8020,8097,7640,7818,54843,77463.0,5030054.0
2019-02-13,7944,7995,7640,7843,26062,77714.0,5030054.0
2019-02-14,7843,7843,7614,7742,48582,76708.0,5030054.0
2019-02-15,7741,7767,7513,7640,39693,75702.0,5030054.0
2019-02-18,7665,7817,7640,7691,40482,76205.0,5030054.0
2019-02-19,7716,7944,7716,7742,33608,76708.0,5030054.0
2019-02-20,7741,8020,7614,7970,81646,78972.0,5030054.0
2019-02-21,8071,8223,7868,8224,119195,81487.0,5030054.0
2019-02-22,8376,8427,8071,8249,85365,81738.0,5030054.0
2019-02-25,8376,8376,8147,8300,41213,82241.0,5030054.0
2019-02-26,8300,8376,8071,8122,86535,80481.0,5030054.0
2019-02-27,8071,8198,7944,8173,70831,80984.0,5030054.0
2019-02-28,8173,8223,8020,8148,85525,80732.0,5030054.0
2019-03-04,8198,8325,8122,8326,57226,82493.0,5030054.0
2019-03-05,8376,8503,8274,8351,95766,82744.0,5030054.0
2019-03-06,8376,8401,8300,8351,55925,82744.0,5030054.0
2019-03-07,8376,8376,8097,8224,53294,81487.0,5030054.0
2019-03-08,8097,8274,8020,8173,37279,80984.0,5030054.0
2019-03-11,8249,8376,8122,8376,48834,82996.0,5030054.0
2019-03-12,8452,8934,8401,8909,300150,88277.0,5030054.0
2019-03-13,8833,8934,8731,8935,84547,88529.0,5030054.0
2019-03-14,8960,8960,8528,8529,132637,84505.0,5030054.0
2019-03-15,8553,8680,8376,8478,82966,84002.0,5030054.0
2019-03-18,8680,8883,8579,8706,69872,86265.0,5030054.0
2019-03-19,8757,9112,8452,8503,161242,84253.0,5030054.0
2019-03-20,8503,8604,8274,8529,50459,84505.0,5030054.0
2019-03-21,8528,8655,8223,8249,65710,81738.0,5030054.0
2019-03-22,8274,8376,8071,8224,45399,81487.0,5030054.0
2019-03-25,7894,8122,7843,7970,46336,78972.0,5030054.0
2019-03-26,8097,8097,7894,7970,47261,78972.0,5030054.0
2019-03-27,7970,8223,7817,7996,65480,79223.0,5030054.0
2019-03-28,7919,7995,7538,7640,79776,75702.0,5030054.0
2019-03-29,7741,7767,7487,7767,51902,76960.0,5030054.0
2019-04-01,7767,8071,7716,8046,68437,79726.0,5030054.0
2019-04-02,8122,8147,7970,7996,32169,79223.0,5030054.0
2019-04-03,7995,8046,7919,7945,21269,78720.0,5030054.0
2019-04-04,8046,8147,7944,8046,39356,79726.0,5030054.0
2019-04-05,8097,8503,8046,8452,97775,83750.0,5030054.0
2019-04-08,8452,8858,8350,8859,176691,87774.0,5030054.0
2019-04-09,8909,9239,8782,8909,225091,88277.0,5030054.0
2019-04-10,8934,8985,8731,8909,56170,88277.0,5030054.0
2019-04-11,8934,9315,8807,8884,105776,88026.0,5030054.0
2019-04-12,8883,9188,8833,8909,88626,88277.0,5030054.0
2019-04-15,9010,9137,8858,9011,55221,89283.0,5030054.0
2019-04-16,9086,9112,8782,9087,71312,90038.0,5030054.0
2019-04-17,9086,9188,8833,9087,91270,90038.0,5030054.0
2019-04-18,9315,9696,8858,8909,350982,88277.0,5030054.0
2019-04-19,8934,9569,8909,9417,166395,93308.0,5030054.0
2019-04-22,9416,9493,9163,9214,56737,91295.0,5030054.0
2019-04-23,9239,9239,8934,9062,53757,89786.0,5030054.0
2019-04-24,9163,9163,8909,8935,58298,88529.0,5030054.0
2019-04-25,8934,9061,8757,8808,22065,87271.0,5030054.0
2019-04-26,8757,8858,8503,8605,43039,85259.0,5030054.0
2019-04-29,8807,8883,8579,8757,42340,86768.0,5030054.0
2019-04-30,8757,8807,8528,8782,37132,87947.0,5083634.0
2019-05-02,8833,9213,8630,9112,67873,91251.0,5083634.0
2019-05-03,9213,9213,8858,8985,61905,89980.0,5083634.0
2019-05-07,8731,8782,8477,8782,73533,87947.0,5083634.0
2019-05-08,8680,8680,8198,8199,93897,82101.0,5083634.0
2019-05-09,8198,8274,7741,7742,65743,77525.0,5083634.0
2019-05-10,7767,7868,7462,7716,69268,77271.0,5083634.0
2019-05-13,7741,7894,7437,7513,54670,75238.0,5083634.0
2019-05-14,7284,7665,7234,7615,51254,76255.0,5083634.0
2019-05-15,7767,7944,7665,7742,55492,77525.0,5083634.0
2019-05-16,7919,8147,7868,8046,77564,80576.0,5083634.0
2019-05-17,8097,8300,7995,8122,47771,81338.0,5083634.0
2019-05-20,8147,8325,7944,8300,51897,83117.0,5083634.0
2019-05-21,8300,8985,8300,8706,144788,87184.0,5083634.0
2019-05-22,8706,8782,8528,8605,54685,86168.0,5083634.0
2019-05-23,8503,9975,8503,9214,606874,92268.0,5083634.0
2019-05-24,9239,9467,8934,9112,193663,91251.0,5083634.0
2019-05-27,9061,9467,9061,9239,119088,92522.0,5083634.0
2019-05-28,9391,9442,9163,9392,68364,94047.0,5083634.0
2019-05-29,9467,9518,9315,9392,68952,94047.0,5083634.0
2019-05-30,9366,9543,9290,9493,77002,95064.0,5083634.0
2019-05-31,9493,9975,9290,9874,191283,98877.0,5083634.0
2019-06-03,9950,10051,9670,9950,114401,99639.0,5083634.0
2019-06-04,10051,10229,9950,9950,209799,99639.0,5083634.0
2019-06-05,10550,11250,9820,10150,387745,51599.0,5083634.0
2019-06-07,10050,12100,9980,10850,427550,55157.0,5083634.0
2019-06-10,11250,11650,10950,11350,302669,57699.0,5083634.0
2019-06-11,11500,12600,11450,12150,919410,61766.0,5083634.0
2019-06-12,12350,12400,11550,11800,209858,59987.0,5083634.0
2019-06-13,11650,12350,11650,12000,235675,61004.0,5083634.0
2019-06-14,11850,12000,11550,11800,121115,59987.0,5083634.0
2019-06-17,11850,12100,11400,12000,277629,61004.0,5083634.0
2019-06-18,12000,12100,11350,11750,250026,59733.0,5083634.0
2019-06-19,11900,11950,11100,11400,197768,57953.0,5083634.0
2019-06-20,11500,11550,11100,11300,150600,57445.0,5083634.0
2019-06-21,11100,12700,10900,11900,541946,60495.0,5083634.0
2019-06-24,11900,12450,11450,11500,225180,58462.0,5083634.0
2019-06-25,11250,11400,10500,11000,807357,110154.0,10014011.0
2019-06-26,11000,11100,10650,10700,253710,107150.0,10014011.0
2019-06-27,10650,10800,10100,10300,484687,103144.0,10014011.0
2019-06-28,10300,10550,10150,10450,150001,104646.0,10014011.0
2019-07-01,10450,10450,9880,10100,276804,101142.0,10014011.0
2019-07-02,10100,10450,10000,10350,169338,103645.0,10014011.0
2019-07-03,10400,10650,10200,10300,169143,103144.0,10014011.0
2019-07-04,10300,10700,10100,10600,256415,106149.0,10014011.0
2019-07-05,10600,10600,10050,10100,271613,101142.0,10014011.0
2019-07-08,10000,10000,9140,9330,317447,93431.0,10014011.0
2019-07-09,9320,9420,8960,9200,177451,92129.0,10014011.0
2019-07-10,9380,9580,9250,9420,73308,94332.0,10014011.0
2019-07-11,9670,9670,9300,9510,81729,95233.0,10014011.0
2019-07-12,9510,9600,9320,9400,68586,94132.0,10014011.0
2019-07-15,9350,9430,8970,9020,105595,90326.0,10014011.0
2019-07-16,9030,9350,9020,9280,118028,92930.0,10014011.0
2019-07-17,9220,9220,8750,8800,124184,88123.0,10014011.0
2019-07-18,8800,9020,8800,8860,83214,88724.0,10014011.0
2019-07-19,8830,8960,8780,8860,66425,88724.0,10014011.0
2019-07-22,8860,9120,8850,9100,78307,91128.0,10014011.0
2019-07-23,8990,9190,8830,9020,93895,90326.0,10014011.0
2019-07-24,9010,9110,8690,8730,97724,87422.0,10014011.0
2019-07-25,8740,8800,8520,8690,121931,87022.0,10014011.0
2019-07-26,8620,9250,8620,9060,340570,90727.0,10014011.0
2019-07-29,9130,9200,8620,8620,192985,86321.0,10014011.0
2019-07-30,8620,9130,8620,9000,123510,90126.0,10014011.0
2019-07-31,8960,9210,8620,9210,118911,92229.0,10014011.0
2019-08-01,9140,9270,8830,8890,64854,89025.0,10014011.0
2019-08-02,8650,9320,8510,9240,171394,92529.0,10014011.0
2019-08-05,9280,9280,8540,8620,140347,86321.0,10014011.0
2019-08-06,8410,9000,8040,8600,199937,86120.0,10014011.0
2019-08-07,8600,8990,8600,8760,108954,87723.0,10014011.0
2019-08-08,8900,9030,8730,9030,153559,90427.0,10014011.0
2019-08-09,9070,9160,8640,8770,224051,87823.0,10014011.0
2019-08-12,8670,8820,8510,8730,108222,87422.0,10014011.0
2019-08-13,8610,8980,8510,8980,201243,89926.0,10014011.0
2019-08-14,9100,9320,8960,8970,186195,89826.0,10014011.0
2019-08-16,8770,8890,8560,8680,144859,86922.0,10014011.0
2019-08-19,8790,9100,8720,8790,162935,88023.0,10014011.0
2019-08-20,9080,10000,8790,10000,1457856,100140.0,10014011.0
2019-08-21,10250,10700,10050,10300,952575,103144.0,10014011.0
2019-08-22,10300,10550,10000,10250,524740,102644.0,10014011.0
2019-08-23,10100,10400,9930,10050,329736,100641.0,10014011.0
2019-08-26,9720,9890,9370,9630,444387,96435.0,10014011.0
2019-08-27,9880,10100,9710,9780,351833,97937.0,10014011.0
2019-08-28,9780,10200,9690,10200,357342,102143.0,10014011.0
2019-08-29,10200,10200,9720,9820,232176,98338.0,10014011.0
2019-08-30,9960,10050,9800,9800,158637,98137.0,10014011.0
2019-09-02,9750,9880,9660,9800,136375,98137.0,10014011.0
2019-09-03,9800,9850,9520,9670,189118,96835.0,10014011.0
2019-09-04,9630,9940,9580,9770,150963,97837.0,10014011.0
2019-09-05,9840,10250,9730,10100,479037,101142.0,10014011.0
2019-09-06,10150,10350,9890,9890,186854,99039.0,10014011.0
2019-09-09,9910,10200,9910,10000,193265,100140.0,10014011.0
2019-09-10,10100,10200,9910,9940,149548,99539.0,10014011.0
2019-09-11,10000,10950,9760,10500,1008735,105147.0,10014011.0
2019-09-16,10850,11100,10550,10600,600482,106149.0,10014011.0
2019-09-17,10600,11300,10400,11300,697273,113158.0,10014011.0
2019-09-18,11150,11400,10900,11300,448764,113158.0,10014011.0
2019-09-19,11250,11450,10600,10750,407935,107651.0,10014011.0
2019-09-20,10700,11150,10600,10850,282662,108652.0,10014011.0
2019-09-23,10850,10850,10450,10500,192515,105147.0,10014011.0
2019-09-24,10650,10650,10200,10550,171117,105648.0,10014011.0
2019-09-25,10450,10700,10300,10350,165652,103645.0,10014011.0
2019-09-26,10600,11000,10550,10750,538343,107651.0,10014011.0
2019-09-27,10650,11200,10550,11000,315137,110154.0,10014011.0
2019-09-30,10950,11200,10600,11100,244035,111156.0,10014011.0
2019-10-01,11250,11600,10900,11100,484120,111156.0,10014011.0
2019-10-02,10950,11050,10700,10850,212196,108652.0,10014011.0
2019-10-04,10750,11200,10700,11100,137216,111156.0,10014011.0
2019-10-07,11150,11200,10750,10950,103532,,
