인터로조(119610),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-09-24,3614,3819,3614,3821,50840,42800.0,5350000.0
2010-09-27,3748,3819,3704,3763,13027,42158.0,5350000.0
2010-09-28,3795,3795,3671,3696,11636,41409.0,5350000.0
2010-09-29,3676,3699,3633,3676,14508,41195.0,5350000.0
2010-09-30,3690,3690,3638,3676,3567,41195.0,5350000.0
2010-10-01,3676,3704,3648,3686,9872,41302.0,5350000.0
2010-10-04,3723,3723,3643,3658,5980,40981.0,5350000.0
2010-10-05,3704,3704,3614,3629,3087,40660.0,5350000.0
2010-10-06,3638,3714,3638,3681,8538,41248.0,5350000.0
2010-10-07,3652,3681,3623,3638,17283,40767.0,5350000.0
2010-10-08,3638,3638,3585,3591,10511,40232.0,5350000.0
2010-10-11,3590,3619,3555,3558,9363,39858.0,5350000.0
2010-10-12,3585,3599,3537,3558,22812,39858.0,5350000.0
2010-10-13,3604,3609,3555,3605,17406,40392.0,5350000.0
2010-10-14,3628,3686,3609,3629,12980,40660.0,5350000.0
2010-10-15,3652,3690,3623,3686,17012,41302.0,5350000.0
2010-10-18,3686,3704,3676,3691,33585,41356.0,5350000.0
2010-10-19,3681,3681,3638,3638,13796,40767.0,5350000.0
2010-10-20,3648,3648,3585,3629,9170,40660.0,5350000.0
2010-10-21,3609,3671,3585,3634,22620,40714.0,5350000.0
2010-10-22,3633,3652,3604,3620,3939,40553.0,5350000.0
2010-10-25,3652,3652,3604,3629,9295,40660.0,5350000.0
2010-10-26,3652,3652,3570,3572,20530,40018.0,5350000.0
2010-10-27,3560,3652,3555,3625,7648,40606.0,5350000.0
2010-10-28,3628,3676,3595,3676,12585,41195.0,5350000.0
2010-10-29,3676,3719,3623,3715,12199,41623.0,5350000.0
2010-11-01,3719,3761,3681,3715,30763,41623.0,5350000.0
2010-11-02,3733,3771,3714,3763,114178,42158.0,5350000.0
2010-11-03,3771,3786,3723,3773,22063,42265.0,5350000.0
2010-11-04,3804,3819,3733,3748,21710,41998.0,5350000.0
2010-11-05,3743,3804,3723,3773,25071,42265.0,5350000.0
2010-11-08,3799,3814,3738,3816,24107,42746.0,5350000.0
2010-11-09,3814,4134,3799,4012,218157,44940.0,5350000.0
2010-11-10,3986,4004,3857,3916,137356,43870.0,5350000.0
2010-11-11,3904,3986,3848,3935,70139,44084.0,5350000.0
2010-11-12,3948,3948,3652,3748,76803,41998.0,5350000.0
2010-11-15,3766,3766,3633,3686,17965,41302.0,5350000.0
2010-11-16,3638,3761,3633,3701,9069,41462.0,5350000.0
2010-11-17,3638,3738,3580,3725,15214,41730.0,5350000.0
2010-11-18,3743,3766,3699,3748,17463,41998.0,5350000.0
2010-11-19,3752,3752,3676,3681,9157,41248.0,5350000.0
2010-11-22,3699,3699,3628,3663,5886,41034.0,5350000.0
2010-11-23,3690,3690,3580,3668,19898,41088.0,5350000.0
2010-11-24,3417,3671,3394,3648,38919,40874.0,5350000.0
2010-11-25,3690,3719,3628,3686,10228,41302.0,5350000.0
2010-11-26,3686,3728,3484,3596,1479,40286.0,5350000.0
2010-11-29,3508,3723,3508,3676,7495,41195.0,5350000.0
2010-11-30,3709,3709,3633,3686,6887,41302.0,5350000.0
2010-12-01,3633,3676,3609,3615,9911,40500.0,5350000.0
2010-12-02,3723,3723,3508,3548,14176,39750.0,5350000.0
2010-12-03,3547,3690,3527,3615,10395,40500.0,5350000.0
2010-12-06,3652,3652,3575,3581,5188,40125.0,5350000.0
2010-12-07,3623,3648,3565,3568,2026,39964.0,5350000.0
2010-12-08,3628,3628,3532,3581,9005,40125.0,5350000.0
2010-12-09,3628,3628,3437,3534,19854,39590.0,5350000.0
2010-12-10,3555,3555,3484,3538,9941,39644.0,5350000.0
2010-12-13,3619,3619,3532,3591,5658,40232.0,5350000.0
2010-12-14,3537,3590,3494,3496,13208,39162.0,5350000.0
2010-12-15,3570,3575,3480,3510,22231,39322.0,5350000.0
2010-12-16,3550,3550,3475,3486,10534,39055.0,5350000.0
2010-12-17,3517,3517,3455,3486,4879,39055.0,5350000.0
2010-12-20,3442,3503,3380,3438,11353,38520.0,5350000.0
2010-12-21,3447,3513,3337,3438,85307,38520.0,5350000.0
2010-12-22,3437,3442,3375,3376,7897,37824.0,5350000.0
2010-12-23,3480,3484,3389,3467,8230,38841.0,5350000.0
2010-12-24,3480,3560,3370,3525,24402,39483.0,5350000.0
2010-12-27,3522,3570,3447,3563,11621,39911.0,5350000.0
2010-12-28,3560,3599,3508,3591,5387,40232.0,5350000.0
2010-12-29,3560,3652,3542,3620,11140,40553.0,5350000.0
2010-12-30,3609,3619,3508,3558,9848,39858.0,5350000.0
2011-01-03,3537,3609,3465,3505,12937,39269.0,5350000.0
2011-01-04,3442,3508,3413,3438,44545,38520.0,5350000.0
2011-01-05,3460,3547,3447,3534,13851,39590.0,5350000.0
2011-01-06,3532,3555,3489,3553,11737,39804.0,5350000.0
2011-01-07,3555,3590,3522,3591,24572,40232.0,5350000.0
2011-01-10,3580,3638,3560,3581,13852,40125.0,5350000.0
2011-01-11,3590,3599,3508,3586,10875,40178.0,5350000.0
2011-01-12,3609,3619,3537,3596,20431,40286.0,5350000.0
2011-01-13,3628,3628,3555,3591,9797,40232.0,5350000.0
2011-01-14,3604,3604,3513,3586,12048,40178.0,5350000.0
2011-01-17,3547,3628,3522,3572,15091,40018.0,5350000.0
2011-01-18,3619,3619,3513,3586,21680,40178.0,5350000.0
2011-01-19,3585,3648,3585,3625,19019,40606.0,5350000.0
2011-01-20,3676,3771,3638,3720,33340,41676.0,5350000.0
2011-01-21,3676,3723,3580,3663,12781,41034.0,5350000.0
2011-01-24,3723,3723,3595,3681,9841,41248.0,5350000.0
2011-01-25,3709,3714,3565,3629,11979,40660.0,5350000.0
2011-01-26,3547,3676,3547,3591,8435,40232.0,5350000.0
2011-01-27,3585,3609,3532,3610,8035,40446.0,5350000.0
2011-01-28,3580,3619,3532,3596,3328,40286.0,5350000.0
2011-01-31,3580,3580,3508,3538,4912,39644.0,5350000.0
2011-02-01,3508,3590,3508,3568,4742,39964.0,5350000.0
2011-02-07,3614,3614,3565,3581,8049,40125.0,5350000.0
2011-02-08,3580,3580,3547,3558,10734,39858.0,5350000.0
2011-02-09,3555,3628,3555,3576,12720,40072.0,5350000.0
2011-02-10,3513,3590,3513,3581,14698,40125.0,5350000.0
2011-02-11,3580,3595,3513,3581,17255,40125.0,5350000.0
2011-02-14,3595,3666,3484,3572,19110,40018.0,5350000.0
2011-02-15,3565,3614,3513,3576,10032,40072.0,5350000.0
2011-02-16,3580,3580,3513,3553,20141,39804.0,5350000.0
2011-02-17,3470,3575,3470,3558,17552,39858.0,5350000.0
2011-02-18,3555,3614,3547,3581,17605,40125.0,5350000.0
2011-02-21,3619,3619,3550,3586,9455,40178.0,5350000.0
2011-02-22,3585,3623,3532,3581,14800,40125.0,5350000.0
2011-02-23,3575,3595,3532,3558,9647,39858.0,5350000.0
2011-02-24,3595,3595,3475,3515,30323,39376.0,5350000.0
2011-02-25,3413,3547,3413,3529,10090,39536.0,5350000.0
2011-02-28,3555,3555,3455,3476,6832,38948.0,5350000.0
2011-03-02,3547,3547,3413,3496,5472,39162.0,5350000.0
2011-03-03,3437,3527,3413,3463,3227,38788.0,5350000.0
2011-03-04,3460,3499,3437,3438,9381,38520.0,5350000.0
2011-03-07,3437,3532,3413,3438,5847,38520.0,5350000.0
2011-03-08,3437,3460,3389,3463,13935,38788.0,5350000.0
2011-03-09,3470,3628,3437,3563,9194,39911.0,5350000.0
2011-03-10,3560,3580,3537,3581,120213,40125.0,5350000.0
2011-03-11,3532,3595,3513,3596,20461,40286.0,5350000.0
2011-03-14,3623,3623,3513,3563,31372,39911.0,5350000.0
2011-03-15,3560,3560,3413,3510,20489,39322.0,5350000.0
2011-03-16,3508,3522,3427,3496,7614,39162.0,5350000.0
2011-03-17,3532,3532,3389,3515,7312,39376.0,5350000.0
2011-03-18,3555,3555,3484,3525,5881,39483.0,5350000.0
2011-03-21,3484,3575,3470,3553,17137,39804.0,5350000.0
2011-03-22,3614,3623,3542,3625,20875,40606.0,5350000.0
2011-03-23,3614,3643,3595,3643,20424,40820.0,5350000.0
2011-03-24,3652,3938,3652,3882,109268,43496.0,5350000.0
2011-03-25,3928,4044,3814,3925,84782,43977.0,5350000.0
2011-03-28,3928,4034,3928,3992,27733,44726.0,5350000.0
2011-03-29,4028,4149,4019,4078,93574,45689.0,5350000.0
2011-03-30,4115,4130,4024,4030,16489,45154.0,5350000.0
2011-03-31,4039,4105,4039,4078,16696,45689.0,5350000.0
2011-04-01,4105,4225,4105,4154,26673,46545.0,5350000.0
2011-04-04,4110,4200,4024,4149,22672,46492.0,5350000.0
2011-04-05,4200,4215,4082,4154,19660,46545.0,5350000.0
2011-04-06,4205,4205,3924,4074,36023,45636.0,5350000.0
2011-04-07,4034,4072,3904,4040,46022,45261.0,5350000.0
2011-04-08,3976,4058,3976,4054,5595,45422.0,5350000.0
2011-04-11,4149,4197,4024,4078,5503,45689.0,5350000.0
2011-04-12,4130,4149,4053,4102,22194,45956.0,5350000.0
2011-04-13,4100,4130,4058,4130,31957,46278.0,5350000.0
2011-04-14,4105,4410,4105,4388,100868,49166.0,5350000.0
2011-04-15,4420,4588,4387,4526,83758,50718.0,5350000.0
2011-04-18,4526,4621,4488,4536,57193,50825.0,5350000.0
2011-04-19,4621,4621,4439,4536,47687,50825.0,5350000.0
2011-04-20,4631,4631,4420,4513,38935,50558.0,5350000.0
2011-04-21,4602,4602,4506,4575,41215,51253.0,5350000.0
2011-04-22,4574,4678,4545,4679,43408,52430.0,5350000.0
2011-04-25,4645,4965,4645,4919,74192,55105.0,5350000.0
2011-04-26,4846,4965,4774,4919,44535,55105.0,5350000.0
2011-04-27,4916,5085,4846,4847,44097,54302.0,5350000.0
2011-04-28,4965,4989,4726,4775,72369,53500.0,5350000.0
2011-04-29,4736,4769,4593,4728,28020,52965.0,5350000.0
2011-05-02,4726,4916,4726,4847,47627,54302.0,5350000.0
2011-05-03,4846,4965,4702,4824,20276,54035.0,5350000.0
2011-05-04,4774,4821,4654,4656,29321,52162.0,5350000.0
2011-05-06,4559,4965,4559,4656,36124,52162.0,5350000.0
2011-05-09,4636,5013,4636,4942,22796,55372.0,5350000.0
2011-05-11,4989,4989,4759,4775,14645,53500.0,5350000.0
2011-05-12,4798,4798,4731,4757,3440,53286.0,5350000.0
2011-05-13,4893,4893,4754,4799,17199,53768.0,5350000.0
2011-05-16,4846,4869,4721,4771,20808,53446.0,5350000.0
2011-05-17,4769,4798,4698,4704,9622,52698.0,5350000.0
2011-05-18,4693,4731,4536,4536,21249,50825.0,5350000.0
2011-05-19,4536,4669,4249,4526,27672,50718.0,5350000.0
2011-05-20,4616,4749,4488,4631,39810,51895.0,5350000.0
2011-05-23,4541,4678,4516,4575,9322,51253.0,5350000.0
2011-05-24,4574,4631,4488,4536,5779,50825.0,5350000.0
2011-05-25,4488,4616,4297,4513,10425,50558.0,5350000.0
2011-05-26,4511,4521,4420,4475,4847,50130.0,5350000.0
2011-05-27,4483,4483,4172,4298,37049,48150.0,5350000.0
2011-05-30,4297,4410,4130,4130,5132,46278.0,5350000.0
2011-05-31,4110,4253,3924,3997,51893,44780.0,5350000.0
2011-06-01,4049,4249,4009,4250,13376,47615.0,5350000.0
2011-06-02,4282,4287,4058,4149,12037,46492.0,5350000.0
2011-06-03,4272,4272,4053,4169,5139,46706.0,5350000.0
2011-06-07,4230,4230,4072,4202,3139,47080.0,5350000.0
2011-06-08,4115,4267,4115,4187,4652,46920.0,5350000.0
2011-06-09,4187,4249,4153,4197,1553,47026.0,5350000.0
2011-06-10,4249,4253,4072,4154,6978,46545.0,5350000.0
2011-06-13,4072,4205,4058,4159,3567,46598.0,5350000.0
2011-06-14,4197,4197,4014,4197,21632,47026.0,5350000.0
2011-06-15,4220,4230,4097,4154,2970,46545.0,5350000.0
2011-06-16,4197,4197,4058,4107,3944,46010.0,5350000.0
2011-06-17,4105,4153,3981,4012,43585,44940.0,5350000.0
2011-06-20,4058,4063,3986,4059,3063,45475.0,5350000.0
2011-06-21,4058,4058,3961,3974,49525,44512.0,5350000.0
2011-06-22,4049,4049,3999,4035,1649,45208.0,5350000.0
2011-06-23,4039,4125,4034,4107,9462,46010.0,5350000.0
2011-06-24,4244,4344,3991,4293,24664,48096.0,5350000.0
2011-06-27,4158,4305,4130,4250,7399,47615.0,5350000.0
2011-06-28,4253,4292,4205,4250,4546,47615.0,5350000.0
2011-06-29,4292,4292,4139,4230,4404,47401.0,5350000.0
2011-06-30,4249,4267,4192,4225,5933,47348.0,5350000.0
2011-07-01,4225,4225,4105,4154,10942,46545.0,5350000.0
2011-07-04,4200,4225,4110,4164,22880,46652.0,5350000.0
2011-07-05,4200,4272,4134,4260,12724,47722.0,5350000.0
2011-07-06,4282,4339,4220,4341,20711,48632.0,5350000.0
2011-07-07,4344,4410,4297,4346,29770,48685.0,5350000.0
2011-07-08,4363,4435,4282,4393,5152,49220.0,5350000.0
2011-07-11,4511,4511,4315,4375,8318,49006.0,5350000.0
2011-07-12,4344,4483,4297,4418,2485,49488.0,5350000.0
2011-07-13,4488,4488,4310,4418,8863,49488.0,5350000.0
2011-07-14,4344,4574,4344,4570,15105,51200.0,5350000.0
2011-07-15,4569,4869,4493,4775,41936,53500.0,5350000.0
2011-07-18,4774,4989,4774,4942,53085,55372.0,5350000.0
2011-07-19,4965,5155,4869,4919,29488,55105.0,5350000.0
2011-07-20,5013,5013,4736,4799,17477,53768.0,5350000.0
2011-07-21,4774,4869,4749,4824,13847,54035.0,5350000.0
2011-07-22,4893,4942,4821,4895,9359,54838.0,5350000.0
2011-07-25,4893,4942,4869,4942,20733,55372.0,5350000.0
2011-07-26,4942,5203,4942,5109,19374,57245.0,5350000.0
2011-07-27,5085,5227,4916,5014,19716,56175.0,5350000.0
2011-07-28,4869,5251,4869,5206,93192,58315.0,5350000.0
2011-07-29,5299,5299,4916,4990,39756,55908.0,5350000.0
2011-08-01,4989,5108,4869,5062,41608,56710.0,5350000.0
2011-08-02,5060,5155,4798,4799,29580,53768.0,5350000.0
2011-08-03,4688,4821,4654,4799,24999,53768.0,5350000.0
2011-08-04,4741,4869,4688,4771,12526,53446.0,5350000.0
2011-08-05,4272,4669,4272,4579,14038,51306.0,5350000.0
2011-08-08,4536,4674,4163,4546,25143,50932.0,5350000.0
2011-08-09,4488,4536,4058,4536,24431,50825.0,5350000.0
2011-08-10,4545,4588,4502,4518,4843,50611.0,5350000.0
2011-08-11,4483,4654,4344,4646,23477,52056.0,5350000.0
2011-08-12,4683,4916,4683,4771,36127,53446.0,5350000.0
2011-08-16,5013,5013,4821,4919,7052,55105.0,5350000.0
2011-08-17,4916,5013,4749,4847,16856,54302.0,5350000.0
2011-08-18,4869,4869,4649,4766,8909,53393.0,5350000.0
2011-08-19,4545,4759,4493,4631,10363,51895.0,5350000.0
2011-08-22,4626,4759,4488,4656,6090,52162.0,5350000.0
2011-08-23,4607,4741,4559,4656,14141,52162.0,5350000.0
2011-08-24,4774,4774,4559,4631,3386,51895.0,5350000.0
2011-08-25,4636,4769,4488,4489,25589,50290.0,5350000.0
2011-08-26,4444,4664,4444,4575,20644,51253.0,5350000.0
2011-08-29,4574,4745,4493,4631,56619,51895.0,5350000.0
2011-08-30,4631,4702,4545,4623,15496,51788.0,5350000.0
2011-08-31,4626,4654,4545,4560,5187,51092.0,5350000.0
2011-09-01,4559,4607,4516,4536,15298,50825.0,5350000.0
2011-09-02,4559,4569,4439,4531,8086,50772.0,5350000.0
2011-09-05,4578,4578,4420,4446,12908,49808.0,5350000.0
2011-09-06,4420,4531,4353,4465,15635,50022.0,5350000.0
2011-09-07,4626,4631,4468,4489,5640,50290.0,5350000.0
2011-09-08,4488,4602,4392,4484,8818,50236.0,5350000.0
2011-09-09,4574,4574,4382,4456,10010,49916.0,5350000.0
2011-09-14,4449,4531,4200,4254,30023,47668.0,5350000.0
2011-09-15,4297,4335,4177,4254,16716,47668.0,5350000.0
2011-09-16,4368,4368,4153,4318,7501,48364.0,5350000.0
2011-09-19,4368,4368,4258,4318,8723,48364.0,5350000.0
2011-09-20,4344,4344,4249,4313,2315,48310.0,5350000.0
2011-09-21,4297,4344,4230,4331,32198,48524.0,5350000.0
2011-09-22,4315,4315,4205,4293,5185,48096.0,5350000.0
2011-09-23,4163,4249,4149,4202,10046,47080.0,5350000.0
2011-09-26,4249,4263,3686,3944,43524,44191.0,5350000.0
2011-09-27,4004,4009,3809,3864,86280,43282.0,5350000.0
2011-09-28,3991,3991,3861,3964,14067,44405.0,5350000.0
2011-09-29,3999,4100,3843,3907,81731,43763.0,5350000.0
2011-09-30,3843,3995,3809,3997,39729,44780.0,5350000.0
2011-10-04,3814,3814,3580,3715,65929,41623.0,5350000.0
2011-10-05,3719,3766,3666,3768,10837,42212.0,5350000.0
2011-10-06,3809,3819,3704,3758,18232,42104.0,5350000.0
2011-10-07,3756,3814,3686,3816,22646,42746.0,5350000.0
2011-10-10,3919,3919,3723,3768,14217,42212.0,5350000.0
2011-10-11,3843,3943,3766,3944,12763,44191.0,5350000.0
2011-10-12,3943,3981,3843,3949,29509,44244.0,5350000.0
2011-10-13,4034,4034,3871,4025,11538,45100.0,5350000.0
2011-10-14,3948,4024,3919,4002,14894,44833.0,5350000.0
2011-10-17,4004,4410,4004,4298,66924,48150.0,5350000.0
2011-10-18,4292,4702,4249,4589,77842,51414.0,5350000.0
2011-10-19,4716,4916,4641,4679,56368,52430.0,5350000.0
2011-10-20,4631,4759,4583,4631,37476,51895.0,5350000.0
2011-10-21,4631,4989,4549,4895,92489,54838.0,5350000.0
2011-10-24,4893,5085,4869,4967,41848,55640.0,5350000.0
2011-10-25,4916,5037,4774,4919,24428,55105.0,5350000.0
2011-10-26,4916,5013,4869,4967,23369,55640.0,5350000.0
2011-10-27,4989,5108,4846,5062,28729,56710.0,5350000.0
2011-10-28,5108,5108,4916,5014,16323,56175.0,5350000.0
2011-10-31,5060,5060,4774,4967,24159,55640.0,5350000.0
2011-11-01,4965,5108,4731,5062,23469,56710.0,5350000.0
2011-11-02,4893,5013,4821,5014,9456,56175.0,5350000.0
2011-11-03,5013,5633,4821,5348,92064,59920.0,5350000.0
2011-11-04,5347,5586,5251,5444,49023,60990.0,5350000.0
2011-11-07,5370,5514,5347,5348,34596,59920.0,5350000.0
2011-11-08,5275,5370,5085,5348,42901,59920.0,5350000.0
2011-11-09,5538,5538,5251,5468,146661,61258.0,5350000.0
2011-11-10,5275,5944,5203,5444,98240,60990.0,5350000.0
2011-11-11,5609,5704,5443,5563,67018,62328.0,5350000.0
2011-11-14,5657,5944,5538,5825,92495,65270.0,5350000.0
2011-11-15,5849,5944,5776,5874,43454,65805.0,5350000.0
2011-11-16,5968,6087,5872,5945,81246,66608.0,5350000.0
2011-11-17,5944,6302,5897,6303,89043,70620.0,5350000.0
2011-11-18,6253,6302,6135,6303,24975,70620.0,5350000.0
2011-11-21,6230,6469,6087,6208,40863,69550.0,5350000.0
2011-11-22,6206,6253,5968,6161,24653,69015.0,5350000.0
2011-11-23,6206,6350,5872,6040,41529,67678.0,5350000.0
2011-11-24,5872,6087,5609,6017,28032,67410.0,5350000.0
2011-11-25,5968,6111,5681,5922,41750,66340.0,5350000.0
2011-11-28,5944,6040,5729,5825,18456,65270.0,5350000.0
2011-11-29,5920,5944,5729,5850,16624,65538.0,5350000.0
2011-11-30,5849,6111,5849,6017,18004,67410.0,5350000.0
2011-12-01,6040,6158,5920,5969,15549,66875.0,5350000.0
2011-12-02,6040,6040,5729,5754,28757,64468.0,5350000.0
2011-12-05,5633,5897,5586,5659,60384,63398.0,5350000.0
2011-12-06,5704,5704,5562,5683,20389,63665.0,5350000.0
2011-12-07,5681,5872,5681,5874,11966,65805.0,5350000.0
2011-12-08,5872,6182,5872,5922,19815,66340.0,5350000.0
2011-12-09,5920,5992,5776,5969,22844,66875.0,5350000.0
2011-12-12,6015,6015,5704,5825,30711,65270.0,5350000.0
2011-12-13,5849,5920,5729,5802,12993,65002.0,5350000.0
2011-12-14,5776,5776,5657,5778,17550,64735.0,5350000.0
2011-12-15,5729,5776,5657,5730,11292,64200.0,5350000.0
2011-12-16,5849,5849,5704,5730,2569,64200.0,5350000.0
2011-12-19,5681,5729,5155,5491,54114,61525.0,5350000.0
2011-12-20,5657,5657,5538,5539,2983,62060.0,5350000.0
2011-12-21,5633,5752,5633,5659,8711,63398.0,5350000.0
2011-12-22,5657,5657,5491,5491,5685,61525.0,5350000.0
2011-12-23,5443,5657,5443,5635,19313,63130.0,5350000.0
2011-12-26,5704,6040,5633,6040,16977,67678.0,5350000.0
2011-12-27,6040,6040,5704,5922,14801,66340.0,5350000.0
2011-12-28,5920,5992,5800,5897,1958,66072.0,5350000.0
2011-12-29,5872,6111,5825,6040,10185,67678.0,5350000.0
2012-01-02,6087,6253,6040,6208,9245,69550.0,5350000.0
2012-01-03,6111,6279,6087,6208,14248,69550.0,5350000.0
2012-01-04,6326,6326,5944,6065,12812,67945.0,5350000.0
2012-01-05,5992,6111,5920,6065,11719,67945.0,5350000.0
2012-01-06,6063,6087,5872,5922,23561,66340.0,5350000.0
2012-01-09,5920,5992,5849,5945,5108,66608.0,5350000.0
2012-01-10,6063,6230,6015,6161,43237,69015.0,5350000.0
2012-01-11,6158,6279,6063,6161,16669,69015.0,5350000.0
2012-01-12,6135,6206,5920,5992,19005,67142.0,5350000.0
2012-01-13,5968,6063,5920,6017,8829,67410.0,5350000.0
2012-01-16,6015,6015,5872,5992,11416,67142.0,5350000.0
2012-01-17,5992,6469,5968,6351,62546,71155.0,5350000.0
2012-01-18,6350,7018,6279,6900,108312,77308.0,5350000.0
2012-01-19,6923,6947,6659,6685,68480,74900.0,5350000.0
2012-01-20,6684,6780,6398,6685,48517,74900.0,5350000.0
2012-01-25,6541,6995,6541,6924,34517,77575.0,5350000.0
2012-01-26,7042,7161,6899,7139,54655,79982.0,5350000.0
2012-01-27,7281,7281,7042,7068,34578,79180.0,5350000.0
2012-01-30,7018,7257,6970,7187,18154,80518.0,5350000.0
2012-01-31,7066,7161,6780,6876,51909,77040.0,5350000.0
2012-02-01,6780,7090,6707,6924,23949,77575.0,5350000.0
2012-02-02,6875,7161,6541,6709,103771,75168.0,5350000.0
2012-02-03,6684,6875,6564,6780,10372,75970.0,5350000.0
2012-02-06,6780,7161,6684,7068,38809,79180.0,5350000.0
2012-02-07,7400,7400,7042,7234,30762,81052.0,5350000.0
2012-02-08,7281,7519,7090,7377,58898,82658.0,5350000.0
2012-02-09,7400,7496,7305,7377,25289,82658.0,5350000.0
2012-02-10,7376,7615,7376,7569,35778,84798.0,5350000.0
2012-02-13,7615,7758,7424,7593,38695,85065.0,5350000.0
2012-02-14,7544,7806,7519,7760,30678,86938.0,5350000.0
2012-02-15,7687,7901,7687,7879,25958,88275.0,5350000.0
2012-02-16,7901,8189,7830,7975,98737,89345.0,5350000.0
2012-02-17,7973,8331,7973,8333,63892,93358.0,5350000.0
2012-02-20,8260,8642,8164,8476,149507,94962.0,5350000.0
2012-02-21,8402,8713,8402,8643,45514,96835.0,5350000.0
2012-02-22,8642,8856,8642,8739,32823,97905.0,5350000.0
2012-02-23,8642,8785,8547,8739,23322,97905.0,5350000.0
2012-02-24,8833,8880,8666,8811,13364,98708.0,5350000.0
2012-02-27,8833,8833,8547,8548,60472,95765.0,5350000.0
2012-02-28,8547,9454,8547,9312,28504,104325.0,5350000.0
2012-02-29,9334,9907,9334,9478,20809,106198.0,5350000.0
2012-03-02,9550,9573,9262,9503,23100,106465.0,5350000.0
2012-03-05,9501,9693,9334,9694,15187,108605.0,5350000.0
2012-03-06,9621,10217,9573,9766,26621,109408.0,5350000.0
2012-03-07,9621,9835,9478,9598,23103,107535.0,5350000.0
2012-03-08,9573,9740,9072,9073,31297,101650.0,5350000.0
2012-03-09,9191,9597,8833,9598,30439,107535.0,5350000.0
2012-03-12,9550,9645,9357,9455,12732,105930.0,5350000.0
2012-03-13,9406,9550,9239,9265,14931,103790.0,5350000.0
2012-03-14,9262,9501,9119,9312,17960,104325.0,5350000.0
2012-03-15,9310,9478,9072,9217,11439,103255.0,5350000.0
2012-03-16,9430,9430,8951,9217,17376,103255.0,5350000.0
2012-03-19,9215,9215,8951,9026,9521,101115.0,5350000.0
2012-03-20,8904,9167,8808,9026,6688,101115.0,5350000.0
2012-03-21,9024,9096,8856,9049,8500,101382.0,5350000.0
2012-03-22,9024,9119,8928,8977,6777,100580.0,5350000.0
2012-03-23,8951,9000,8856,8977,2300,100580.0,5350000.0
2012-03-26,9000,9000,8833,8906,4605,99778.0,5350000.0
2012-03-27,8904,8977,8547,8715,27062,97638.0,5350000.0
2012-03-28,8642,9024,8642,9001,16545,100848.0,5350000.0
2012-03-29,9979,9979,8856,9026,7641,101115.0,5350000.0
2012-03-30,9024,9310,8547,9288,22729,104058.0,5350000.0
2012-04-02,9286,9357,9072,9265,6443,103790.0,5350000.0
2012-04-03,9167,9454,9167,9312,9949,104325.0,5350000.0
