엔에스엔(031860),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-07-09,1504,1535,1447,1479,41278,19061.0,13375930.0
2014-07-10,1483,1499,1447,1474,39551,18994.0,13375930.0
2014-07-11,1463,1489,1421,1453,45061,18726.0,13375930.0
2014-07-14,1452,1452,1421,1453,30335,18726.0,13375930.0
2014-07-15,1452,1561,1432,1525,150637,19663.0,13375930.0
2014-07-16,1504,1551,1458,1494,103625,19261.0,13375930.0
2014-07-17,1473,1525,1473,1515,32298,19529.0,13375930.0
2014-07-18,1530,1738,1504,1738,569989,22405.0,13375930.0
2014-07-21,1790,1867,1696,1764,955989,22739.0,13375930.0
2014-07-22,1774,1888,1712,1842,792739,23742.0,13375930.0
2014-07-23,1867,1883,1738,1764,395598,22739.0,13375930.0
2014-07-24,1805,2013,1670,1847,713397,23809.0,13375930.0
2014-07-25,1847,1914,1795,1842,252357,23742.0,13375930.0
2014-07-28,1867,1867,1753,1780,214494,22940.0,13375930.0
2014-07-29,1816,1816,1727,1728,47177,22271.0,13375930.0
2014-07-30,1727,1795,1675,1775,79434,22873.0,13375930.0
2014-07-31,1758,1800,1660,1681,137122,21669.0,13375930.0
2014-08-01,1686,1764,1675,1681,33622,21669.0,13375930.0
2014-08-04,1670,1738,1660,1738,78430,22405.0,13375930.0
2014-08-05,1743,1852,1681,1733,121228,22338.0,13375930.0
2014-08-06,1717,1784,1681,1733,38918,22338.0,13375930.0
2014-08-07,1758,1826,1733,1785,184471,23007.0,13375930.0
2014-08-08,1790,1852,1758,1795,108271,23140.0,13375930.0
2014-08-11,1784,1841,1784,1826,80974,23542.0,13375930.0
2014-08-12,1826,1919,1784,1821,201499,23475.0,13375930.0
2014-08-13,1821,1836,1681,1754,133567,22605.0,13375930.0
2014-08-14,1753,1795,1722,1764,12117,22739.0,13375930.0
2014-08-18,1800,1800,1691,1738,47950,22405.0,13375930.0
2014-08-19,1707,1784,1639,1676,92496,21602.0,13375930.0
2014-08-20,1691,1743,1598,1655,112703,21335.0,13375930.0
2014-08-21,1696,1712,1572,1629,94294,21000.0,13375930.0
2014-08-22,1629,1675,1587,1676,58107,21602.0,13375930.0
2014-08-25,1675,1701,1546,1629,85609,21000.0,13375930.0
2014-08-26,1644,1665,1592,1660,40337,21401.0,13375930.0
2014-08-27,1639,1665,1592,1645,41580,21201.0,13375930.0
2014-08-28,1644,1743,1577,1655,255941,21335.0,13375930.0
2014-08-29,1670,1675,1587,1603,109477,20666.0,13375930.0
2014-09-01,1618,1790,1618,1738,318720,22405.0,13375930.0
2014-09-02,1753,1779,1681,1738,90490,22405.0,13375930.0
2014-09-03,1758,1758,1644,1692,125754,21803.0,13375930.0
2014-09-04,1681,1691,1546,1603,97161,20666.0,13375930.0
2014-09-05,1577,1618,1561,1588,28246,20465.0,13375930.0
2014-09-11,1624,1624,1525,1588,45335,20465.0,13375930.0
2014-09-12,1587,1587,1483,1494,110509,19261.0,13375930.0
2014-09-15,1509,1509,1380,1385,205721,17857.0,13375930.0
2014-09-16,1400,1400,1359,1391,44867,17924.0,13375930.0
2014-09-17,1395,1426,1375,1396,46732,17991.0,13375930.0
2014-09-18,1411,1437,1400,1401,46829,18058.0,13375930.0
2014-09-19,1426,1426,1390,1406,36552,18124.0,13375930.0
2014-09-22,1395,1473,1390,1474,54987,18994.0,13375930.0
2014-09-23,1473,1473,1421,1442,52850,18593.0,13375930.0
2014-09-24,1400,1452,1400,1422,32348,18325.0,13375930.0
2014-09-25,1421,1452,1349,1349,85123,17389.0,13375930.0
2014-09-26,1380,1380,1317,1365,44651,17589.0,13375930.0
2014-09-29,1364,1369,1266,1318,122513,16987.0,13375930.0
2014-09-30,1302,1323,1286,1313,26826,16921.0,13375930.0
2014-10-01,1312,1343,1260,1261,53741,16252.0,13375930.0
2014-10-02,1260,1380,1250,1297,58687,16720.0,13375930.0
2014-10-06,1286,1338,1276,1339,15473,17255.0,13375930.0
2014-10-07,1338,1343,1307,1323,16094,17054.0,13375930.0
2014-10-08,1317,1323,1245,1276,73191,16452.0,13375930.0
2014-10-10,1276,1286,1219,1266,40558,16319.0,13375930.0
2014-10-13,1240,1307,1203,1240,22477,15984.0,13375930.0
2014-10-14,1291,1291,1229,1266,8651,16319.0,13375930.0
2014-10-15,1245,1276,1245,1245,22176,16051.0,13375930.0
2014-10-16,1224,1245,1219,1240,14097,15984.0,13375930.0
2014-10-17,1245,1266,1234,1245,28947,16051.0,13375930.0
2014-10-20,1276,1307,1245,1266,4594,16319.0,13375930.0
2014-10-21,1276,1276,1245,1271,6718,16386.0,13375930.0
2014-10-22,1281,1281,1250,1271,24354,16386.0,13375930.0
2014-10-23,1276,1276,1229,1230,22160,15850.0,13375930.0
2014-10-24,1245,1255,1214,1225,28414,15784.0,13375930.0
2014-10-27,1266,1266,1208,1250,10266,16118.0,13375930.0
2014-10-28,1266,1307,1203,1219,28430,15717.0,13375930.0
2014-10-29,1224,1240,1214,1214,11240,15650.0,13375930.0
2014-10-30,1255,1255,1214,1235,20122,15917.0,13375930.0
2014-10-31,1255,1255,1214,1240,10203,15984.0,13375930.0
2014-11-03,1234,1240,1183,1193,54550,15382.0,13375930.0
2014-11-04,1214,1214,1141,1147,48706,14780.0,13375930.0
2014-11-05,1167,1214,1136,1162,52525,14981.0,13375930.0
2014-11-06,1183,1183,1136,1152,28382,14847.0,13375930.0
2014-11-07,1167,1266,1157,1266,36145,16319.0,13375930.0
2014-11-10,1276,1307,1219,1225,43920,15784.0,13375930.0
2014-11-11,1255,1297,1188,1292,98758,16653.0,13375930.0
2014-11-12,1307,1483,1255,1484,257173,19128.0,13375930.0
2014-11-13,1660,1701,1566,1702,3286250,21937.0,13375930.0
2014-11-14,1707,1769,1515,1546,1973100,19930.0,13375930.0
2014-11-17,1572,1608,1499,1562,1008936,20131.0,13375930.0
2014-11-18,1572,1613,1483,1520,1012431,19596.0,13375930.0
2014-11-19,1525,1660,1468,1536,1862104,19796.0,13375930.0
2014-11-20,1535,1541,1463,1505,343157,19395.0,13375930.0
2014-11-21,1504,1546,1468,1479,321703,19061.0,13375930.0
2014-11-24,1478,1504,1437,1453,258130,18726.0,13375930.0
2014-11-25,1447,1473,1380,1442,223642,18593.0,13375930.0
2014-11-26,1473,1504,1421,1442,184777,18593.0,13375930.0
2014-11-27,1437,1468,1421,1437,102097,18526.0,13375930.0
2014-11-28,1426,1458,1390,1411,132722,18191.0,13375930.0
2014-12-01,1400,1437,1349,1422,117210,18325.0,13375930.0
2014-12-02,1442,1452,1369,1401,91127,18058.0,13375930.0
2014-12-03,1385,1473,1385,1427,188817,18392.0,13375930.0
2014-12-04,1411,1432,1385,1417,92638,18258.0,13375930.0
2014-12-05,1416,1447,1406,1448,81460,18659.0,13375930.0
2014-12-08,1463,1515,1432,1515,149119,19529.0,13375930.0
2014-12-09,1515,1541,1463,1510,111397,19462.0,13375930.0
2014-12-10,1509,1530,1411,1437,232356,18526.0,13375930.0
2014-12-11,1416,1515,1411,1500,228076,19328.0,13375930.0
2014-12-12,1504,1515,1400,1442,163861,18593.0,13375930.0
2014-12-15,1416,1442,1375,1391,183419,17924.0,13375930.0
2014-12-16,1375,1499,1375,1437,125130,18526.0,13375930.0
2014-12-17,1489,1489,1416,1453,33033,18726.0,13375930.0
2014-12-18,1452,1473,1317,1417,201421,18258.0,13375930.0
2014-12-19,1395,1416,1349,1365,134444,17589.0,13375930.0
2014-12-22,1380,1452,1364,1437,124877,18526.0,13375930.0
2014-12-23,1421,1437,1349,1370,171909,17656.0,13375930.0
2014-12-24,1369,1390,1338,1349,88518,17389.0,13375930.0
2014-12-26,1375,1411,1349,1411,82747,18191.0,13375930.0
2014-12-29,1442,1452,1359,1401,97897,18058.0,13375930.0
2014-12-30,1395,1556,1349,1468,188857,18927.0,13375930.0
2015-01-02,1463,1478,1437,1468,43838,18927.0,13375930.0
2015-01-05,1473,1561,1437,1505,177507,19395.0,13375930.0
2015-01-06,1478,1592,1478,1546,144828,19930.0,13375930.0
2015-01-07,1546,1566,1463,1525,183563,19663.0,13375930.0
2015-01-08,1515,1598,1421,1422,185011,18325.0,13375930.0
2015-01-09,1447,1478,1395,1448,101350,18659.0,13375930.0
2015-01-12,1437,1473,1416,1468,75282,18927.0,13375930.0
2015-01-13,1447,1473,1406,1437,114389,18526.0,13375930.0
2015-01-14,1458,1458,1411,1448,51278,18659.0,13375930.0
2015-01-15,1452,1483,1395,1474,107319,18994.0,13375930.0
2015-01-16,1478,1494,1432,1432,56050,18459.0,13375930.0
2015-01-19,1447,1463,1380,1427,87421,18392.0,13375930.0
2015-01-20,1447,1494,1421,1474,77733,18994.0,13375930.0
2015-01-21,1483,1504,1447,1474,80023,18994.0,13375930.0
2015-01-22,1478,1504,1432,1463,97680,18860.0,13375930.0
2015-01-23,1468,1504,1463,1505,136196,19395.0,13375930.0
2015-01-26,1525,1629,1504,1603,412796,20666.0,13375930.0
2015-01-27,1650,1841,1592,1593,2904082,20532.0,13375930.0
2015-01-28,1592,1738,1582,1707,552872,22003.0,13375930.0
2015-01-29,1733,1904,1707,1759,678674,22672.0,13375930.0
2015-01-30,1790,1800,1681,1749,210939,22538.0,13375930.0
2015-02-02,1738,1738,1655,1717,157112,22137.0,13375930.0
2015-02-03,1748,1753,1655,1733,86554,22338.0,13375930.0
2015-02-04,1738,1784,1650,1743,88456,22472.0,13375930.0
2015-02-05,1743,1784,1696,1754,102664,22605.0,13375930.0
2015-02-06,1758,1758,1670,1723,85861,22204.0,13375930.0
2015-02-09,1722,1966,1681,1951,440809,25147.0,13375930.0
2015-02-10,1961,1987,1805,1863,280644,24010.0,13375930.0
2015-02-11,1857,1930,1821,1821,107860,23475.0,13375930.0
2015-02-12,1800,1914,1790,1847,129892,23809.0,13375930.0
2015-02-13,1878,1878,1774,1826,78009,23542.0,13375930.0
2015-02-16,1847,1847,1738,1826,89583,23542.0,13375930.0
2015-02-17,1826,1857,1790,1842,49493,23742.0,13375930.0
2015-02-23,1841,1899,1790,1873,32109,24144.0,13375930.0
2015-02-24,1847,1914,1836,1899,68502,24478.0,13375930.0
2015-02-25,1925,1925,1816,1894,145569,24411.0,13375930.0
2015-02-26,1914,2075,1899,2044,589908,26351.0,13375930.0
2015-02-27,2023,2075,1950,2075,293573,26752.0,13375930.0
2015-03-02,2070,2158,2002,2143,220354,27621.0,13375930.0
2015-03-03,2142,2163,2013,2050,346659,26417.0,13375930.0
2015-03-04,2023,2101,1992,2055,162001,26484.0,13375930.0
2015-03-05,2028,2059,2013,2013,116125,25949.0,13375930.0
2015-03-06,2039,2039,1930,1935,163420,24946.0,13375930.0
2015-03-09,1935,1971,1873,1961,149018,25281.0,13375930.0
2015-03-10,1956,1971,1914,1915,107810,24679.0,13375930.0
2015-03-11,1930,1956,1899,1925,97093,24812.0,13375930.0
2015-03-12,1914,2023,1909,1941,134195,25013.0,13375930.0
2015-03-13,1971,1987,1940,1977,96662,25481.0,13375930.0
2015-03-16,1919,2075,1893,1961,266128,25281.0,13375930.0
2015-03-17,1670,1852,1670,1707,1397953,22003.0,13375930.0
2015-03-18,1691,1816,1691,1785,307081,23007.0,13375930.0
2015-03-19,1784,1810,1722,1785,188357,23007.0,13375930.0
2015-03-20,1784,1821,1748,1790,143731,23073.0,13375930.0
2015-03-23,1764,1795,1733,1775,149632,22873.0,13375930.0
2015-03-24,1790,1790,1722,1749,166775,22538.0,13375930.0
2015-03-25,1748,1800,1748,1764,84393,22739.0,13375930.0
2015-03-26,1758,1779,1717,1775,40671,22873.0,13375930.0
2015-03-27,1784,1841,1769,1795,121033,23140.0,13375930.0
2015-03-30,1795,1883,1795,1883,165407,24277.0,13375930.0
2015-03-31,1878,1930,1867,1894,58094,24411.0,13375930.0
2015-04-01,1888,1930,1847,1889,76952,24344.0,13375930.0
2015-04-02,1899,1899,1784,1858,161927,23943.0,13375930.0
2015-04-03,1862,1873,1779,1842,164020,23742.0,13375930.0
2015-04-06,1810,1857,1764,1769,168064,22806.0,13375930.0
2015-04-07,1758,1800,1743,1775,75101,22873.0,13375930.0
2015-04-08,1769,1769,1660,1681,191489,21669.0,13375930.0
2015-04-09,1712,1821,1681,1821,226667,23475.0,13375930.0
2015-04-10,1836,1940,1774,1930,189775,24879.0,13375930.0
2015-04-13,1930,1982,1893,1956,149376,25214.0,13375930.0
2015-04-14,1956,1976,1862,1909,198725,24612.0,13375930.0
2015-04-15,1940,1945,1862,1889,119431,24344.0,13375930.0
2015-04-16,1935,1935,1857,1873,62640,24144.0,13375930.0
2015-04-17,1862,2013,1852,1977,230557,25481.0,13375930.0
2015-04-20,1976,2065,1950,1982,339065,25548.0,13375930.0
2015-04-21,1987,2272,1945,2050,699308,26417.0,13375930.0
2015-04-22,2085,2106,1930,2029,412560,26150.0,13375930.0
2015-04-23,1982,2148,1982,2050,234942,26417.0,13375930.0
2015-04-24,2023,2080,2023,2060,139154,26551.0,13375930.0
2015-04-27,2075,2314,2075,2283,889323,29427.0,13375930.0
2015-04-28,2277,2345,2127,2200,663943,28357.0,13375930.0
2015-04-29,0,0,0,2200,0,28357.0,13375930.0
2015-04-30,0,0,0,2200,0,,
2015-05-04,0,0,0,2200,0,,
2015-05-06,0,0,0,2200,0,,
2015-05-07,0,0,0,2200,0,,
2015-05-08,0,0,0,2200,0,,
2015-05-11,0,0,0,2200,0,,
2015-05-12,0,0,0,2200,0,,
2015-05-13,0,0,0,2200,0,,
2015-05-14,0,0,0,2200,0,,
2015-05-15,0,0,0,2200,0,,
2015-05-18,0,0,0,2200,0,,
2015-05-19,0,0,0,2200,0,,
2015-05-20,0,0,0,2200,0,,
2015-05-21,0,0,0,2200,0,,
2015-05-22,0,0,0,2200,0,,
2015-05-26,0,0,0,2200,0,,
2015-05-27,0,0,0,2200,0,,
2015-05-28,2200,2375,2040,2185,811506,29226.0,13375930.0
2015-05-29,2195,2200,1890,1935,559251,25882.0,13375930.0
2015-06-01,1865,1940,1820,1900,161461,25414.0,13375930.0
2015-06-02,1925,2185,1865,2175,595931,29093.0,13375930.0
2015-06-03,2130,2230,2025,2180,165535,29160.0,13375930.0
2015-06-04,2150,2180,2000,2090,170935,27956.0,13375930.0
2015-06-05,2030,2140,1975,2045,132387,27354.0,13375930.0
2015-06-08,2015,2120,2000,2100,142183,28089.0,13375930.0
2015-06-09,2090,2190,2070,2105,88783,28156.0,13375930.0
2015-06-10,2145,2145,1965,2040,166489,27287.0,13375930.0
2015-06-11,2085,2085,1985,2040,109428,27287.0,13375930.0
2015-06-12,2070,2345,2005,2345,887690,31367.0,13375930.0
2015-06-15,2440,2800,2420,2560,1148891,34242.0,13375930.0
2015-06-16,2550,2550,2340,2445,507850,32704.0,13375930.0
2015-06-17,2435,2465,2285,2425,214015,32437.0,13375930.0
2015-06-18,2470,2790,2415,2565,417054,34309.0,13375930.0
2015-06-19,2530,2580,2455,2530,160574,33841.0,13375930.0
2015-06-22,2535,2855,2535,2675,543061,35781.0,13375930.0
2015-06-23,2685,2865,2630,2675,603037,35781.0,13375930.0
2015-06-24,2750,2750,2520,2600,334968,34777.0,13375930.0
2015-06-25,2540,2600,2425,2555,297895,34176.0,13375930.0
2015-06-26,2620,2620,2435,2555,181107,34176.0,13375930.0
2015-06-29,2450,2545,2390,2420,166726,32370.0,13375930.0
2015-06-30,2500,2520,2355,2400,154514,32102.0,13375930.0
2015-07-01,2380,2415,2330,2345,152024,31367.0,13375930.0
2015-07-02,2345,2400,2230,2325,189637,31099.0,13375930.0
2015-07-03,2325,2400,2280,2360,108608,31567.0,13375930.0
2015-07-06,2285,2400,2210,2210,116569,29561.0,13375930.0
2015-07-07,2250,2255,2045,2120,298948,28357.0,13375930.0
2015-07-08,2120,2145,1975,1990,249952,26618.0,13375930.0
2015-07-09,1990,2335,1865,2265,386286,30296.0,13375930.0
2015-07-10,2350,2870,2320,2810,2633218,37586.0,13375930.0
2015-07-13,2805,3160,2770,2985,1590608,39927.0,13375930.0
2015-07-14,3110,3320,2965,2980,1205698,39860.0,13375930.0
2015-07-15,3045,3155,2850,2990,563712,39994.0,13375930.0
2015-07-16,3050,3245,2990,3215,749638,43004.0,13375930.0
2015-07-17,3295,3295,2945,3135,751511,41934.0,13375930.0
2015-07-20,3135,3155,3010,3125,388754,41800.0,13375930.0
2015-07-21,3110,3415,3050,3320,764500,44408.0,13375930.0
2015-07-22,3320,3440,3135,3140,604032,42000.0,13375930.0
2015-07-23,3080,3420,2915,3290,707330,44007.0,13375930.0
2015-07-24,3250,3390,3115,3290,416382,44007.0,13375930.0
2015-07-27,3295,3550,3270,3425,954343,45813.0,13375930.0
2015-07-28,3365,3475,3275,3475,630051,46481.0,13375930.0
2015-07-29,3515,3750,3455,3605,864347,48220.0,13375930.0
2015-07-30,3590,3605,3225,3275,779002,43806.0,13375930.0
2015-07-31,3275,3415,3105,3390,396131,45344.0,13375930.0
2015-08-03,3430,3475,3200,3380,177271,45211.0,13375930.0
2015-08-04,3390,3420,3300,3375,506632,45144.0,13375930.0
2015-08-05,3420,3445,3325,3415,285281,45679.0,13375930.0
2015-08-06,3445,3445,3340,3415,198769,45679.0,13375930.0
2015-08-07,3380,3500,3355,3430,276351,45879.0,13375930.0
2015-08-10,3405,3440,3370,3400,175019,45478.0,13375930.0
2015-08-11,3395,3415,3100,3245,315916,43405.0,13375930.0
2015-08-12,3285,3285,2750,3190,515543,42669.0,13375930.0
2015-08-13,3135,3235,3080,3180,195124,42535.0,13375930.0
2015-08-17,3180,3230,2880,3055,173979,40863.0,13375930.0
2015-08-18,3040,3040,2800,2970,299186,39727.0,13375930.0
2015-08-19,2995,2995,2705,2710,196293,36249.0,13375930.0
2015-08-20,2635,3480,2520,2900,787263,38790.0,13375930.0
2015-08-21,2910,3240,2890,3140,925033,42000.0,13375930.0
2015-08-24,3235,3280,2700,2950,401917,39459.0,13375930.0
2015-08-25,3010,3035,2750,2920,297834,39058.0,13375930.0
2015-08-26,2920,3080,2880,2925,186682,39125.0,13375930.0
2015-08-27,2925,3100,2830,3100,404920,41465.0,13375930.0
2015-08-28,3220,3400,3170,3400,852281,45478.0,13375930.0
2015-08-31,3480,3490,3270,3310,271160,44274.0,13375930.0
2015-09-01,3300,3350,2925,3050,798654,40797.0,13375930.0
2015-09-02,2970,3165,2910,3090,252631,41332.0,13375930.0
2015-09-03,3030,3090,2980,3060,160364,40930.0,13375930.0
2015-09-04,3065,3150,2990,3040,196186,40663.0,13375930.0
2015-09-07,3145,3210,3040,3080,277655,41198.0,13375930.0
2015-09-08,3600,3695,2555,2710,1999098,36249.0,13375930.0
2015-09-09,2730,2870,2545,2800,633829,37453.0,13375930.0
2015-09-10,2740,3040,2660,2945,490408,39392.0,13375930.0
2015-09-11,2975,2990,2800,2900,246493,38790.0,13375930.0
2015-09-14,2910,3000,2730,2785,271969,37252.0,13375930.0
2015-09-15,2770,2815,2640,2665,291899,35647.0,13375930.0
2015-09-16,2665,2710,2500,2500,383220,33440.0,13375930.0
2015-09-17,2500,2540,2255,2325,614712,31099.0,13375930.0
2015-09-18,2350,2490,2270,2470,418986,33039.0,13375930.0
2015-09-21,2450,2600,2360,2490,286563,33306.0,13375930.0
2015-09-22,2460,2485,2300,2365,440918,31634.0,13375930.0
2015-09-23,2370,2445,2280,2320,212943,31032.0,13375930.0
2015-09-24,2320,2390,2250,2355,122345,31500.0,13375930.0
2015-09-25,2355,2985,2300,2750,749498,36784.0,13375930.0
2015-09-30,2750,2900,2680,2855,309812,38188.0,13375930.0
2015-10-01,2900,2900,2755,2795,155297,37386.0,13375930.0
2015-10-02,2865,2940,2725,2730,146003,36516.0,13375930.0
2015-10-05,2835,2850,2715,2750,147985,36784.0,13375930.0
2015-10-06,2750,2800,2635,2755,187549,36851.0,13375930.0
2015-10-07,2775,2775,2655,2770,176810,37051.0,13375930.0
2015-10-08,2795,2990,2695,2990,344792,39994.0,13375930.0
2015-10-12,3050,3350,3010,3155,729231,42201.0,13375930.0
2015-10-13,3190,3235,3085,3150,241907,42134.0,13375930.0
2015-10-14,3100,3165,2750,2960,323906,39593.0,13375930.0
2015-10-15,3085,3100,2905,2975,92935,39793.0,13375930.0
2015-10-16,3045,3045,2880,2945,86495,39392.0,13375930.0
2015-10-19,3145,3145,2890,2920,168825,39058.0,13375930.0
2015-10-20,2975,2975,2755,2825,201717,37787.0,13375930.0
2015-10-21,2850,2880,2680,2870,173369,38389.0,13375930.0
2015-10-22,2850,2900,2805,2860,126263,38255.0,13375930.0
2015-10-23,2895,2895,2725,2860,126137,38255.0,13375930.0
2015-10-26,2925,2925,2800,2850,117984,38121.0,13375930.0
2015-10-27,2850,2930,2765,2850,163694,38121.0,13375930.0
2015-10-28,2900,2900,2780,2855,86791,38188.0,13375930.0
2015-10-29,2855,2915,2835,2900,115763,38790.0,13375930.0
2015-10-30,2850,2905,2785,2895,155243,38723.0,13375930.0
2015-11-02,2920,3090,2860,2915,123323,38991.0,13375930.0
2015-11-03,2970,2970,2805,2875,143364,38456.0,13375930.0
2015-11-04,2890,2890,2765,2845,148960,38055.0,13375930.0
2015-11-05,2845,2850,2750,2820,98474,37720.0,13375930.0
2015-11-06,2840,2840,2710,2765,163835,36984.0,13375930.0
2015-11-09,2715,2830,2650,2800,150329,37453.0,13375930.0
2015-11-10,2820,2910,2700,2750,141796,36784.0,13375930.0
2015-11-11,2850,3575,2760,3240,2910731,43338.0,13375930.0
2015-11-12,3300,3300,2980,3100,806838,41465.0,13375930.0
2015-11-13,3010,3075,2800,2995,439090,40061.0,13375930.0
2015-11-16,2935,2940,2830,2830,245272,37854.0,13375930.0
2015-11-17,2840,2960,2840,2915,141620,38991.0,13375930.0
2015-11-18,2900,2905,2810,2810,149417,37586.0,13375930.0
2015-11-19,2845,2865,2750,2800,91710,37453.0,13375930.0
2015-11-20,2800,2865,2690,2735,221479,36583.0,13375930.0
2015-11-23,2705,2940,2690,2900,266639,38790.0,13375930.0
2015-11-24,2900,2900,2790,2815,186990,37653.0,13375930.0
2015-11-25,2765,3290,2760,3060,586646,40930.0,13375930.0
2015-11-26,3055,3150,2980,3060,197647,40930.0,13375930.0
2015-11-27,3055,3150,2900,2990,144074,39994.0,13375930.0
2015-11-30,2990,3000,2880,2930,149013,39191.0,13375930.0
2015-12-01,2930,2980,2910,2920,96746,39058.0,13375930.0
2015-12-02,2920,3000,2875,2920,908382,39058.0,13375930.0
2015-12-03,2920,3350,2895,3120,914119,41733.0,13375930.0
2015-12-04,3100,3100,3035,3080,133049,41198.0,13375930.0
2015-12-07,3200,3595,3105,3500,797419,46816.0,13375930.0
2015-12-08,3560,4140,3345,3610,2358822,48287.0,13375930.0
2015-12-09,3560,3820,3480,3750,764122,50160.0,13375930.0
2015-12-10,3775,4040,3735,4020,772068,53771.0,13375930.0
2015-12-11,4030,4060,3800,3800,713318,50829.0,13375930.0
2015-12-14,3680,3785,3485,3750,442329,50160.0,13375930.0
2015-12-15,3845,3950,3655,3775,268642,50494.0,13375930.0
2015-12-16,3720,3950,3720,3825,211412,51163.0,13375930.0
2015-12-17,3875,3885,3735,3845,162161,51430.0,13375930.0
2015-12-18,3845,3900,3775,3900,174370,52166.0,13375930.0
2015-12-21,4170,4210,3805,3935,372561,52634.0,13375930.0
2015-12-22,3990,3990,3775,3800,217320,50829.0,13375930.0
2015-12-23,3775,3885,3725,3840,131456,51364.0,13375930.0
2015-12-24,3840,3840,3600,3750,149379,50160.0,13375930.0
2015-12-28,3740,3740,3605,3650,76949,48822.0,13375930.0
2015-12-29,3685,3700,3505,3600,167050,48153.0,13375930.0
2015-12-30,3545,3695,3460,3490,149529,46682.0,13375930.0
2016-01-04,3500,3680,3480,3630,94046,48555.0,13375930.0
2016-01-05,3510,3655,3510,3640,55261,48688.0,13375930.0
2016-01-06,3700,3700,3505,3590,87030,48020.0,13375930.0
2016-01-07,3620,3625,3455,3515,69645,48035.0,13665730.0
2016-01-08,3515,3580,3405,3485,192570,47625.0,13665730.0
2016-01-11,3545,3545,3315,3330,165980,45507.0,13665730.0
2016-01-12,3330,4320,3330,3850,1254307,52613.0,13665730.0
2016-01-13,3735,3790,3600,3610,257187,49333.0,13665730.0
2016-01-14,3615,3655,3435,3645,240172,49812.0,13665730.0
2016-01-15,3645,3720,3550,3675,86523,50222.0,13665730.0
2016-01-18,3675,3810,3555,3725,138117,50905.0,13665730.0
2016-01-19,3705,3830,3690,3725,112320,50905.0,13665730.0
2016-01-20,3790,3825,3610,3665,96637,50085.0,13665730.0
2016-01-21,3620,3725,3450,3570,105158,48787.0,13665730.0
2016-01-22,3560,3685,3505,3585,46008,48992.0,13665730.0
2016-01-25,3570,3620,3485,3500,130496,47830.0,13665730.0
2016-01-26,3565,3565,3380,3380,112856,46190.0,13665730.0
2016-01-27,3385,3535,3375,3430,67301,46873.0,13665730.0
2016-01-28,3430,3530,3385,3420,54072,46737.0,13665730.0
2016-01-29,3420,3550,3375,3440,94361,47010.0,13665730.0
2016-02-01,3525,3525,3255,3310,155251,45234.0,13665730.0
2016-02-02,3325,3400,3175,3400,151445,46463.0,13665730.0
2016-02-03,3465,3465,3295,3415,48924,46668.0,13665730.0
2016-02-04,3350,3485,3350,3445,111155,47078.0,13665730.0
2016-02-05,3495,3580,3365,3495,163672,47762.0,13665730.0
2016-02-11,3350,3485,3350,3400,95605,46463.0,13665730.0
2016-02-12,3390,3390,3050,3295,122596,45029.0,13665730.0
2016-02-15,3295,3295,3185,3250,51863,44414.0,13665730.0
2016-02-16,3330,3330,3055,3205,119265,43799.0,13665730.0
2016-02-17,3300,3300,3080,3160,121141,43184.0,13665730.0
2016-02-18,3160,3200,3120,3150,39727,43047.0,13665730.0
2016-02-19,3105,3205,3065,3150,85050,43047.0,13665730.0
2016-02-22,3185,3250,3050,3240,111120,44277.0,13665730.0
2016-02-23,3285,3285,3170,3280,101259,44824.0,13665730.0
2016-02-24,3390,3390,3130,3270,114329,44687.0,13665730.0
2016-02-25,3295,3620,3250,3470,407455,47420.0,13665730.0
2016-02-26,3500,3615,3450,3520,255759,48103.0,13665730.0
2016-02-29,3570,3595,3480,3590,118816,49060.0,13665730.0
2016-03-02,3420,3675,3360,3645,135386,49812.0,13665730.0
2016-03-03,3770,3880,3645,3680,297401,50290.0,13665730.0
2016-03-04,3700,3785,3440,3645,164874,49812.0,13665730.0
2016-03-07,3715,3715,3475,3480,105140,47557.0,13665730.0
2016-03-08,3455,3575,3430,3530,65554,48240.0,13665730.0
2016-03-09,3600,3600,3460,3525,62405,48172.0,13665730.0
2016-03-10,3525,3600,3440,3440,106898,47010.0,13665730.0
2016-03-11,3450,3455,3275,3390,137455,46327.0,13665730.0
2016-03-14,3370,3520,3370,3510,87710,47967.0,13665730.0
2016-03-15,3580,3580,3400,3465,91316,47352.0,13665730.0
2016-03-16,3470,3485,3340,3385,86546,46258.0,13665730.0
2016-03-17,3320,3370,3290,3300,113959,45097.0,13665730.0
2016-03-18,3300,3380,3280,3380,84550,46190.0,13665730.0
2016-03-21,3400,3445,3350,3380,49289,46190.0,13665730.0
2016-03-22,3380,3415,3335,3395,59914,46395.0,13665730.0
2016-03-23,3400,3480,3380,3480,70541,47557.0,13665730.0
2016-03-24,3415,3450,3390,3430,84386,46873.0,13665730.0
2016-03-25,3385,3935,3385,3835,662187,52408.0,13665730.0
2016-03-28,3820,4125,3795,4025,638056,55005.0,13665730.0
2016-03-29,4030,4080,3815,3950,385514,53980.0,13665730.0
2016-03-30,3955,4265,3950,4200,484693,57396.0,13665730.0
2016-03-31,4200,5080,4195,4820,2336550,65869.0,13665730.0
2016-04-01,5080,5140,4705,4840,1021266,66142.0,13665730.0
2016-04-04,5200,6290,5200,6290,2875396,85957.0,13665730.0
2016-04-05,7400,8170,6350,7900,3904823,107959.0,13665730.0
