비디아이(148140),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-11-27,7110,7550,7110,7230,48899,57267.0,7920750.0
2018-11-28,7150,7230,7000,7110,75356,56317.0,7920750.0
2018-11-29,7230,7250,7100,7130,24630,56475.0,7920750.0
2018-11-30,7260,8310,7220,7960,617334,63049.0,7920750.0
2018-12-03,7980,8050,7850,8000,65030,63366.0,7920750.0
2018-12-04,8000,8370,7890,8040,53690,63683.0,7920750.0
2018-12-05,7930,8150,7930,8040,16762,63683.0,7920750.0
2018-12-06,8100,8160,7890,7990,23518,63287.0,7920750.0
2018-12-07,7950,8030,7810,7880,19977,62416.0,7920750.0
2018-12-10,7740,7850,7620,7680,12058,60831.0,7920750.0
2018-12-11,7650,7740,7470,7550,22149,59802.0,7920750.0
2018-12-12,7640,7850,7520,7850,11343,62178.0,7920750.0
2018-12-13,7720,8000,7620,8000,35414,63366.0,7920750.0
2018-12-14,8200,9390,8160,8600,1041496,68118.0,7920750.0
2018-12-17,8620,8760,8350,8450,109530,66930.0,7920750.0
2018-12-18,8310,8400,8210,8350,50058,66138.0,7920750.0
2018-12-19,8310,8400,8100,8370,49205,66297.0,7920750.0
2018-12-20,8270,8420,8210,8300,18839,65742.0,7920750.0
2018-12-21,8200,8310,8150,8250,27820,65346.0,7920750.0
2018-12-24,8200,8260,8110,8110,27582,64237.0,7920750.0
2018-12-26,8060,8120,7800,7820,21580,61940.0,7920750.0
2018-12-27,7910,8110,7820,7990,9080,63287.0,7920750.0
2018-12-28,8090,8100,7960,8040,13045,63683.0,7920750.0
2019-01-02,8050,8200,7910,8000,16263,63366.0,7920750.0
2019-01-03,7940,8030,7920,7950,9851,62970.0,7920750.0
2019-01-04,7830,8000,7750,8000,12940,63366.0,7920750.0
2019-01-07,8150,8150,7940,8070,8776,63920.0,7920750.0
2019-01-08,7960,8070,7940,8050,8924,63762.0,7920750.0
2019-01-09,8070,8270,7970,8180,18621,64792.0,7920750.0
2019-01-10,8100,8270,8000,8180,15923,64792.0,7920750.0
2019-01-11,8180,8410,8000,8390,28127,66455.0,7920750.0
2019-01-14,8390,8630,8390,8500,42481,67326.0,7920750.0
2019-01-15,8670,8670,8500,8610,36242,68198.0,7920750.0
2019-01-16,8650,8650,8400,8570,19488,67881.0,7920750.0
2019-01-17,8500,8570,8420,8480,24976,67168.0,7920750.0
2019-01-18,8410,8500,8300,8430,28247,66772.0,7920750.0
2019-01-21,8430,8500,8300,8400,20679,66534.0,7920750.0
2019-01-22,8400,8870,8400,8610,87654,68198.0,7920750.0
2019-01-23,8610,8800,8520,8800,50141,69703.0,7920750.0
2019-01-24,9710,10050,8900,9030,187747,71524.0,7920750.0
2019-01-25,9220,9710,9200,9580,188242,75881.0,7920750.0
2019-01-28,9580,9650,9460,9550,61001,75643.0,7920750.0
2019-01-29,9400,9530,9120,9250,51679,73267.0,7920750.0
2019-01-30,9250,9340,9170,9320,32611,73821.0,7920750.0
2019-01-31,9240,9580,9240,9410,38716,74534.0,7920750.0
2019-02-01,9450,9530,9400,9430,37680,74693.0,7920750.0
2019-02-07,9390,9490,9290,9450,21182,74851.0,7920750.0
2019-02-08,9450,9590,9380,9520,27909,75406.0,7920750.0
2019-02-11,9560,11500,9500,11000,590844,87128.0,7920750.0
2019-02-12,11050,11250,10750,11000,162587,87128.0,7920750.0
2019-02-13,10700,10900,10000,10450,191067,82772.0,7920750.0
2019-02-14,10400,10550,9950,10100,106388,80000.0,7920750.0
2019-02-15,10100,10100,9850,10100,50450,80000.0,7920750.0
2019-02-18,10150,10200,9990,10050,28314,79604.0,7920750.0
2019-02-19,10050,10300,9900,10200,34921,80792.0,7920750.0
2019-02-20,10300,10350,9980,9980,21243,79049.0,7920750.0
2019-02-21,9980,10100,9790,10000,39934,79208.0,7920750.0
2019-02-22,9950,10000,9840,9940,22474,78732.0,7920750.0
2019-02-25,10000,10000,9840,9940,23596,78732.0,7920750.0
2019-02-26,9970,10200,9880,9980,30020,79049.0,7920750.0
2019-02-27,10350,10900,9550,9990,664949,79128.0,7920750.0
2019-02-28,10150,10200,9350,9600,157216,76039.0,7920750.0
2019-03-04,9470,9500,9120,9280,108271,73505.0,7920750.0
2019-03-05,9290,9570,9250,9400,35896,74455.0,7920750.0
2019-03-06,9410,9720,9350,9720,68336,76990.0,7920750.0
2019-03-07,9600,9600,9350,9500,54711,75247.0,7920750.0
2019-03-08,9350,9760,9260,9730,68659,77069.0,7920750.0
2019-03-11,9720,10350,9620,10050,186555,79604.0,7920750.0
2019-03-12,10200,10200,9950,10050,122206,79604.0,7920750.0
2019-03-13,10000,10100,9910,9950,63134,78811.0,7920750.0
2019-03-14,9950,10250,9920,10250,72818,81188.0,7920750.0
2019-03-15,10450,10500,9980,10200,109482,80792.0,7920750.0
2019-03-18,10050,10300,9550,9620,161152,76198.0,7920750.0
2019-03-19,9670,9670,9450,9580,58940,75881.0,7920750.0
2019-03-20,9570,9610,9390,9550,52551,75643.0,7920750.0
2019-03-21,9650,9650,9380,9420,37843,74613.0,7920750.0
2019-03-22,9420,9600,9380,9540,43897,75564.0,7920750.0
2019-03-25,9300,9540,9300,9300,30783,73663.0,7920750.0
2019-03-26,9320,9530,9250,9380,26786,74297.0,7920750.0
2019-03-27,9450,11000,9440,9880,1492625,78257.0,7920750.0
2019-03-28,9990,9990,9700,9800,117854,77623.0,7920750.0
2019-03-29,9810,9940,9500,9820,83221,77782.0,7920750.0
2019-04-01,9880,9940,9640,9700,80589,76831.0,7920750.0
2019-04-02,9710,9800,9620,9700,52789,76831.0,7920750.0
2019-04-03,9740,9740,9550,9630,48276,76277.0,7920750.0
2019-04-04,9600,9660,9470,9620,48277,76198.0,7920750.0
2019-04-05,9720,9880,9550,9750,73419,77227.0,7920750.0
2019-04-08,9760,10000,9680,9830,64833,77861.0,7920750.0
2019-04-09,9830,9870,9500,9750,53937,77227.0,7920750.0
2019-04-10,9750,9750,9530,9630,39541,76277.0,7920750.0
2019-04-11,9650,9990,9600,9990,97209,79128.0,7920750.0
2019-04-12,9990,10600,9980,10500,364164,83168.0,7920750.0
2019-04-15,10550,10750,10500,10700,99472,84752.0,7920750.0
2019-04-16,11150,11200,10500,10750,165045,85148.0,7920750.0
2019-04-17,10700,11700,10450,11650,1085438,92277.0,7920750.0
2019-04-18,11400,11500,10500,10650,504913,84356.0,7920750.0
2019-04-19,10650,10750,10300,10450,165221,82772.0,7920750.0
2019-04-22,10450,10450,9980,10250,221448,81188.0,7920750.0
2019-04-23,10250,10400,9980,10050,127580,79604.0,7920750.0
2019-04-24,10100,10300,9800,9970,109747,78970.0,7920750.0
2019-04-25,9990,10050,9770,9950,74644,78811.0,7920750.0
2019-04-26,9950,10250,9840,10100,72231,80000.0,7920750.0
2019-04-29,10100,10400,10100,10400,82392,82376.0,7920750.0
2019-04-30,10400,10450,10150,10350,66921,81980.0,7920750.0
2019-05-02,10450,10750,10350,10500,152543,83168.0,7920750.0
2019-05-03,10500,10800,10450,10550,50216,83564.0,7920750.0
2019-05-07,10200,10450,10100,10300,79627,81584.0,7920750.0
2019-05-08,10050,10300,10050,10200,56159,80792.0,7920750.0
2019-05-09,10350,10450,9950,10100,139106,80000.0,7920750.0
2019-05-10,10050,10350,9850,10200,86900,80792.0,7920750.0
2019-05-13,10250,10450,10050,10100,45905,80000.0,7920750.0
2019-05-14,10000,10100,9860,10000,53942,79208.0,7920750.0
2019-05-15,10050,10450,10050,10350,86938,81980.0,7920750.0
2019-05-16,10350,10500,10150,10200,52293,80792.0,7920750.0
2019-05-17,10400,10500,10150,10250,68771,81188.0,7920750.0
2019-05-20,10250,10350,9940,10050,50009,79604.0,7920750.0
2019-05-21,10100,10100,9530,9730,90086,77069.0,7920750.0
2019-05-22,9750,9840,9510,9710,76018,76910.0,7920750.0
2019-05-23,9720,9720,9470,9600,46893,76039.0,7920750.0
2019-05-24,9610,9690,9310,9690,37760,76752.0,7920750.0
2019-05-27,9690,9900,9600,9790,59545,77544.0,7920750.0
2019-05-28,9800,9880,9680,9830,25070,77861.0,7920750.0
2019-05-29,9800,9910,9720,9800,28134,77623.0,7920750.0
2019-05-30,9880,9880,9650,9780,58548,77465.0,7920750.0
2019-05-31,9760,10100,9690,9990,61408,79128.0,7920750.0
2019-06-03,10050,10500,9880,9970,362965,78970.0,7920750.0
2019-06-04,10000,10100,9870,10000,76746,79208.0,7920750.0
2019-06-05,10050,10200,9990,10100,57483,80000.0,7920750.0
2019-06-07,10050,10400,9990,10400,120980,82376.0,7920750.0
2019-06-10,10500,10500,10200,10400,59870,82376.0,7920750.0
2019-06-11,10400,10400,10200,10250,44872,81188.0,7920750.0
2019-06-12,10250,10350,10100,10150,34432,80396.0,7920750.0
2019-06-13,10150,10300,10100,10300,25731,81584.0,7920750.0
2019-06-14,10300,10350,10000,10200,37507,80792.0,7920750.0
2019-06-17,10200,10350,10100,10200,33439,80792.0,7920750.0
2019-06-18,10100,10250,9990,10000,39604,79208.0,7920750.0
2019-06-19,10000,10100,9850,10050,61767,79604.0,7920750.0
2019-06-20,10000,10050,9950,9990,30141,79128.0,7920750.0
2019-06-21,9990,10150,9940,10050,62641,79604.0,7920750.0
2019-06-24,10100,10100,9960,10050,59049,79604.0,7920750.0
2019-06-25,10000,10150,9960,10100,73171,80000.0,7920750.0
2019-06-26,10150,10600,9970,10350,211771,81980.0,7920750.0
2019-06-27,10350,10500,9920,10100,115082,80000.0,7920750.0
2019-06-28,9980,10050,9340,9440,241777,74772.0,7920750.0
2019-07-01,9460,9600,9450,9580,40067,75881.0,7920750.0
2019-07-02,9600,9600,9260,9370,39889,74217.0,7920750.0
2019-07-03,9400,9600,9270,9430,45795,74693.0,7920750.0
2019-07-04,9440,9600,9000,9200,75468,72871.0,7920750.0
2019-07-05,9200,9280,8870,9060,62558,71762.0,7920750.0
2019-07-08,9100,9100,8290,8540,115756,67643.0,7920750.0
2019-07-09,8500,8750,8370,8600,98947,68118.0,7920750.0
2019-07-10,8550,8980,8490,8750,44660,69307.0,7920750.0
2019-07-11,8800,8860,8600,8650,40251,68514.0,7920750.0
2019-07-12,8700,8930,8640,8930,25146,70732.0,7920750.0
2019-07-15,9050,9400,8950,9280,67384,73505.0,7920750.0
2019-07-16,9250,9390,9190,9350,29889,74059.0,7920750.0
2019-07-17,9400,9510,9250,9290,16952,73584.0,7920750.0
2019-07-18,9210,9400,9200,9210,23942,72950.0,7920750.0
2019-07-19,9250,9460,9180,9400,23372,74455.0,7920750.0
2019-07-22,9500,9500,9250,9350,7711,74059.0,7920750.0
2019-07-23,9300,9360,9170,9240,8628,73188.0,7920750.0
2019-07-24,9380,9380,8800,8940,30991,70812.0,7920750.0
2019-07-25,8900,9000,8460,8700,21881,68911.0,7920750.0
2019-07-26,8840,8840,8200,8830,16422,69940.0,7920750.0
2019-07-29,8530,8700,8150,8410,25673,66614.0,7920750.0
2019-07-30,8410,8850,8270,8770,37997,69465.0,7920750.0
2019-07-31,8600,8840,8400,8750,17008,69307.0,7920750.0
2019-08-01,8700,8830,8520,8700,24086,68911.0,7920750.0
2019-08-02,8580,8700,8520,8700,11061,68911.0,7920750.0
2019-08-05,8610,8700,8110,8300,19188,65742.0,7920750.0
2019-08-06,8290,8290,7770,7980,51776,63208.0,7920750.0
2019-08-07,7780,8400,7780,8160,66395,64633.0,7920750.0
2019-08-08,8200,8490,8200,8440,22725,66851.0,7920750.0
2019-08-09,8880,9160,8640,8990,325492,71208.0,7920750.0
2019-08-12,9250,9250,8740,8950,20486,70891.0,7920750.0
2019-08-13,8800,9060,8600,8720,47209,69069.0,7920750.0
2019-08-14,8720,8720,8230,8500,47172,67326.0,7920750.0
2019-08-16,8390,8550,8340,8400,20140,66534.0,7920750.0
2019-08-19,8400,8720,8270,8560,29852,67802.0,7920750.0
2019-08-20,8600,8640,8470,8590,8737,68039.0,7920750.0
2019-08-21,8600,8650,8420,8530,22347,67564.0,7920750.0
2019-08-22,8590,8610,8410,8500,16241,67326.0,7920750.0
2019-08-23,8520,8550,8430,8520,8064,67485.0,7920750.0
2019-08-26,8230,8400,8200,8310,12576,65821.0,7920750.0
2019-08-27,8280,8450,8240,8310,23707,65821.0,7920750.0
2019-08-28,8230,8430,8230,8350,28018,66138.0,7920750.0
2019-08-29,8430,8440,8080,8350,15173,66138.0,7920750.0
2019-08-30,8400,8900,8350,8850,60846,70099.0,7920750.0
2019-09-02,8900,8900,8670,8800,11713,69703.0,7920750.0
2019-09-03,8800,8890,8600,8690,14203,68831.0,7920750.0
2019-09-04,8680,8950,8560,8760,38136,69386.0,7920750.0
2019-09-05,8870,8870,8630,8780,16312,69544.0,7920750.0
2019-09-06,8900,8900,8630,8660,7507,68594.0,7920750.0
2019-09-09,8660,8770,8350,8460,20384,67010.0,7920750.0
2019-09-10,8460,8680,8370,8670,9993,68673.0,7920750.0
2019-09-11,8720,8720,8560,8670,6225,68673.0,7920750.0
2019-09-16,8690,8770,8600,8700,8206,68911.0,7920750.0
2019-09-17,8660,9520,8630,8760,209987,69386.0,7920750.0
2019-09-18,8800,8860,8680,8800,32621,69703.0,7920750.0
2019-09-19,8800,8870,8700,8820,13168,69861.0,7920750.0
2019-09-20,8830,8870,8710,8770,16532,69465.0,7920750.0
2019-09-23,8770,8770,8570,8690,20102,68831.0,7920750.0
2019-09-24,8590,8800,8320,8620,17854,68277.0,7920750.0
2019-09-25,8620,8650,8350,8400,15201,66534.0,7920750.0
2019-09-26,8500,8500,8190,8270,18708,65505.0,7920750.0
2019-09-27,8330,8330,8200,8240,9386,65267.0,7920750.0
2019-09-30,8230,8430,8120,8430,12696,66772.0,7920750.0
2019-10-01,8430,8500,8320,8450,12130,66930.0,7920750.0
2019-10-02,8420,8420,8210,8420,9233,66693.0,7920750.0
2019-10-04,8300,8420,8180,8300,11096,65742.0,7920750.0
2019-10-07,8300,8400,8150,8160,15405,64633.0,7920750.0
