강스템바이오텍(217730),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-02-25,14321,14935,14226,14652,365739,214166.0,13817150.0
2016-02-26,14794,15030,14274,14463,307910,211402.0,13817150.0
2016-02-29,14841,15266,13896,14132,529415,206566.0,13817150.0
2016-03-02,14746,14983,14274,14463,341081,211402.0,13817150.0
2016-03-03,14510,15030,14085,15030,383567,219693.0,13817150.0
2016-03-04,15266,15314,14510,14558,365819,212784.0,13817150.0
2016-03-07,14699,14746,13943,14132,379917,206566.0,13817150.0
2016-03-08,14179,14368,13707,13754,200366,201040.0,13817150.0
2016-03-09,13754,14085,13707,13802,166248,201730.0,13817150.0
2016-03-10,13990,14605,13896,14132,349335,206566.0,13817150.0
2016-03-11,14274,14368,13423,13518,363585,197585.0,13817150.0
2016-03-14,13612,13612,12572,12620,429219,184459.0,13817150.0
2016-03-15,12667,12903,11863,12053,431890,176169.0,13817150.0
2016-03-16,12194,13517,12147,13140,754866,192058.0,13817150.0
2016-03-17,13092,13565,12714,12714,194958,185841.0,13817150.0
2016-03-18,12808,12950,12430,12762,144509,186532.0,13817150.0
2016-03-21,12761,13659,12667,13282,365553,194131.0,13817150.0
2016-03-22,13234,13801,13045,13613,249231,198967.0,13817150.0
2016-03-23,13612,13896,13281,13376,174572,195513.0,13817150.0
2016-03-24,13234,13328,12761,13093,213863,191368.0,13817150.0
2016-03-25,12998,13423,12950,13045,103386,190677.0,13817150.0
2016-03-28,13187,13281,12289,12289,230437,179623.0,13817150.0
2016-03-29,12336,12903,12336,12667,129071,185150.0,13817150.0
2016-03-30,12714,12903,12383,12667,112422,185150.0,13817150.0
2016-03-31,12714,12808,12383,12620,118373,184459.0,13817150.0
2016-04-01,12808,13423,12572,13234,271728,193440.0,13817150.0
2016-04-04,13281,14037,13281,13802,373353,201730.0,13817150.0
2016-04-05,13707,13896,13517,13707,104188,200349.0,13817150.0
2016-04-06,13376,14179,13328,13896,246530,203112.0,13817150.0
2016-04-07,14132,14510,13896,13943,361872,203803.0,13817150.0
2016-04-08,13754,13848,13612,13660,80697,199658.0,13817150.0
2016-04-11,13707,14321,13470,13991,133737,204494.0,13817150.0
2016-04-12,13990,14132,13376,13660,125854,199658.0,13817150.0
2016-04-14,13990,14037,13470,13518,87743,197585.0,13817150.0
2016-04-15,13612,13896,13234,13423,89190,196204.0,13817150.0
2016-04-18,13423,14557,13376,14369,469294,210021.0,13817150.0
2016-04-19,14416,14463,14037,14180,188666,207257.0,13817150.0
2016-04-20,14132,14226,13565,13660,184341,199658.0,13817150.0
2016-04-21,13659,13848,13281,13282,161065,194131.0,13817150.0
2016-04-22,13376,13848,13234,13660,127638,199658.0,13817150.0
2016-04-25,13659,13896,13328,13849,118147,202421.0,13817150.0
2016-04-26,13943,14226,13565,13754,183228,202131.0,13892150.0
2016-04-27,13754,13848,13423,13518,113418,198658.0,13892150.0
2016-04-28,13659,13659,13234,13565,104222,199352.0,13892150.0
2016-04-29,13565,13565,13139,13329,91069,195879.0,13892150.0
2016-05-02,13376,13376,12998,13045,101279,191712.0,13892150.0
2016-05-03,13139,13281,12808,12904,108805,189628.0,13892150.0
2016-05-04,12903,13092,12383,13045,166501,191712.0,13892150.0
2016-05-09,13187,13187,12430,12431,109076,182682.0,13892150.0
2016-05-10,12525,13045,12525,12762,71657,187544.0,13892150.0
2016-05-11,12761,12998,12525,12762,46319,187544.0,13892150.0
2016-05-12,12856,12903,12572,12714,49673,186849.0,13892150.0
2016-05-13,12619,12903,12572,12714,76075,186849.0,13892150.0
2016-05-16,12619,12950,12478,12951,58299,190322.0,13892150.0
2016-05-17,13139,13565,12856,12856,192830,188933.0,13892150.0
2016-05-18,12761,12998,12478,12856,75785,188933.0,13892150.0
2016-05-19,12950,12950,12619,12714,56956,186849.0,13892150.0
2016-05-20,12572,13092,12572,12951,83353,190322.0,13892150.0
2016-05-23,12950,13281,12808,13234,130951,194490.0,13892150.0
2016-05-24,13281,13943,13139,13282,294023,196098.0,13957150.0
2016-05-25,13376,14037,13281,13471,253667,198889.0,13957150.0
2016-05-26,13517,13707,13187,13234,95399,195400.0,13957150.0
2016-05-27,13423,13801,13092,13707,209955,202379.0,13957150.0
2016-05-30,13848,13896,13517,13707,178274,202379.0,13957150.0
2016-05-31,13707,13707,13234,13518,159284,199587.0,13957150.0
2016-06-01,14463,15077,13565,13565,789549,200285.0,13957150.0
2016-06-02,13517,13659,13281,13423,158985,198192.0,13957150.0
2016-06-03,13565,13848,13281,13707,200572,202379.0,13957150.0
2016-06-07,13707,13848,13470,13754,116318,203077.0,13957150.0
2016-06-08,13990,14321,13707,13943,591376,205868.0,13957150.0
2016-06-09,14935,16023,14652,15267,2433625,225408.0,13957150.0
2016-06-10,16353,19662,16023,18906,7794634,279143.0,13957150.0
2016-06-13,18480,19048,17535,18339,1795155,270769.0,13957150.0
2016-06-14,19520,21269,18102,19143,5112868,282632.0,13957150.0
2016-06-15,18622,18858,17630,18197,1427274,268675.0,13957150.0
2016-06-16,18197,18480,16212,16590,1938843,244948.0,13957150.0
2016-06-17,17204,17393,16164,16638,1235507,245646.0,13957150.0
2016-06-20,16873,18480,16542,17488,2187850,258207.0,13957150.0
2016-06-21,17535,17582,16637,16779,596371,247739.0,13957150.0
2016-06-22,16637,16826,16212,16307,405686,240761.0,13957150.0
2016-06-23,16164,17251,15881,17157,754352,253322.0,13957150.0
2016-06-24,17251,17346,15077,15834,994580,234067.0,13974150.0
2016-06-27,15077,15975,15077,15503,590213,229176.0,13974150.0
2016-06-28,15219,17677,15219,16543,1588735,244548.0,13974150.0
2016-06-29,16826,17157,16353,16590,512652,245246.0,13974150.0
2016-06-30,17015,17488,16684,16968,576253,250836.0,13974150.0
2016-07-01,17062,17488,16873,17110,303085,252932.0,13974150.0
2016-07-04,17062,17724,16921,17252,509401,255028.0,13974150.0
2016-07-05,17441,17960,17299,17583,470038,259919.0,13974150.0
2016-07-06,17535,17535,16590,16968,390735,250836.0,13974150.0
2016-07-07,17204,17960,16873,17772,461935,262714.0,13974150.0
2016-07-08,17866,18197,17299,17346,289589,256426.0,13974150.0
2016-07-11,17441,17913,17157,17299,196772,255727.0,13974150.0
2016-07-12,17299,17630,17015,17016,235203,251535.0,13974150.0
2016-07-13,17441,17582,17062,17157,205703,253631.0,13974150.0
2016-07-14,17062,17204,16684,16968,249013,250836.0,13974150.0
2016-07-15,19473,20466,16684,16685,3093980,246644.0,13974150.0
2016-07-18,16921,17110,15928,16070,643971,237561.0,13974150.0
2016-07-19,16306,16306,15455,15692,299422,231971.0,13974150.0
2016-07-20,15692,16732,15692,16165,527215,238958.0,13974150.0
2016-07-21,16306,16448,15739,15834,248289,234067.0,13974150.0
2016-07-22,15692,15928,15597,15739,170141,232670.0,13974150.0
2016-07-25,15881,15928,15408,15409,164094,228496.0,14018150.0
2016-07-26,15455,15881,15408,15550,197894,230599.0,14018150.0
2016-07-27,15644,15739,15030,15030,224743,222889.0,14018150.0
2016-07-28,15125,15219,14699,14936,193706,221487.0,14018150.0
2016-07-29,15077,15739,15077,15503,267135,229898.0,14018150.0
2016-08-01,15503,15503,14983,15220,109506,225692.0,14018150.0
2016-08-02,15030,15455,14935,15220,124601,225692.0,14018150.0
2016-08-03,15077,15266,14888,14889,81929,220786.0,14018150.0
2016-08-04,15077,15266,14746,14983,68030,222188.0,14018150.0
2016-08-05,14983,15077,14557,14747,111387,218683.0,14018150.0
2016-08-08,14746,14746,14226,14558,103316,215880.0,14018150.0
2016-08-09,14699,15314,14605,15030,126325,222889.0,14018150.0
2016-08-10,14983,15219,14699,15030,75857,222889.0,14018150.0
2016-08-11,15219,15219,14652,14747,82907,218683.0,14018150.0
2016-08-12,14794,14935,14652,14889,51667,220786.0,14018150.0
2016-08-16,14888,15030,14557,14605,73372,216580.0,14018150.0
2016-08-17,14605,14605,14132,14321,100937,212375.0,14018150.0
2016-08-18,14274,14368,14132,14132,68013,209571.0,14018150.0
2016-08-19,14085,14794,14085,14369,54363,213076.0,14018150.0
2016-08-22,14416,14605,13943,13943,75058,206768.0,14018150.0
2016-08-23,13943,14179,13848,13943,37061,206768.0,14018150.0
2016-08-24,14037,14037,13659,13896,63147,206067.0,14018150.0
2016-08-25,13801,13990,13707,13802,46563,205906.0,14103150.0
2016-08-26,13801,15125,13517,13660,312694,203791.0,14103150.0
2016-08-29,13612,13754,12808,12809,142690,191098.0,14103150.0
2016-08-30,12998,13187,12619,12714,98509,189687.0,14103150.0
2016-08-31,12761,12950,12383,12762,89681,190393.0,14103150.0
2016-09-01,12572,12950,12572,12856,50036,191803.0,14103150.0
2016-09-02,12856,13612,12856,13282,140598,198149.0,14103150.0
2016-09-05,13328,13517,13187,13376,50306,199560.0,14103150.0
2016-09-06,13423,13896,13328,13660,111940,203791.0,14103150.0
2016-09-07,13707,13848,13139,13376,86642,199560.0,14103150.0
2016-09-08,13848,14463,13092,13093,359518,195329.0,14103150.0
2016-09-09,13045,13281,12714,13140,98491,196034.0,14103150.0
2016-09-12,12856,12998,12667,12809,63958,191098.0,14103150.0
2016-09-13,12903,13234,12856,13234,43957,197444.0,14103150.0
2016-09-19,13234,13376,12950,12951,75518,193213.0,14103150.0
2016-09-20,13045,13139,12856,12998,63602,193918.0,14103150.0
2016-09-21,12950,13423,12808,13234,160407,197444.0,14103150.0
2016-09-22,13281,13423,13092,13093,59508,195329.0,14103150.0
2016-09-23,13139,13376,13045,13093,69638,195329.0,14103150.0
2016-09-26,13045,13187,12856,12856,53106,191803.0,14103150.0
2016-09-27,12714,12950,12619,12856,76409,191803.0,14103150.0
2016-09-28,12856,12950,12761,12856,39947,191803.0,14103150.0
2016-09-29,12808,12998,12761,12809,58096,192127.0,14179150.0
2016-09-30,12714,12808,12289,12336,119084,185038.0,14179150.0
2016-10-04,12005,12194,11627,11769,197062,176530.0,14179150.0
2016-10-05,11863,12241,11816,11911,93477,178657.0,14179150.0
2016-10-06,11958,12005,11769,11958,67397,179366.0,14179150.0
2016-10-07,11910,12052,11485,11580,115547,173695.0,14179150.0
2016-10-10,11485,11580,11154,11296,120846,169441.0,14179150.0
2016-10-11,11201,11438,11107,11155,119780,167314.0,14179150.0
2016-10-12,11012,11343,10918,11107,101098,166605.0,14179150.0
2016-10-13,11107,11438,10918,11296,69529,169441.0,14179150.0
2016-10-14,11249,11343,10918,10966,48185,164478.0,14179150.0
2016-10-17,11012,11012,10729,10777,58449,161642.0,14179150.0
2016-10-18,10776,10918,10492,10729,113507,160933.0,14179150.0
2016-10-19,10918,11249,10682,11013,154292,165187.0,14179150.0
2016-10-20,11343,12667,11201,11391,1222128,170859.0,14179150.0
2016-10-21,11580,11674,10871,10871,222697,163060.0,14179150.0
2016-10-24,10918,11012,10492,10540,105255,158098.0,14179150.0
2016-10-25,10445,10634,9878,10304,147373,154662.0,14189150.0
2016-10-26,10067,10587,10020,10588,83456,158918.0,14189150.0
2016-10-27,10587,10682,10351,10446,58298,156790.0,14189150.0
2016-10-28,10492,10634,10067,10209,59962,153243.0,14189150.0
2016-10-31,10162,10162,9500,9595,119839,144020.0,14189150.0
2016-11-01,9453,9878,9453,9784,92195,146858.0,14189150.0
2016-11-02,9689,9736,9216,9292,106198,139479.0,14189150.0
2016-11-03,9216,11721,9216,9689,1512522,145439.0,14189150.0
2016-11-04,9689,9925,9377,9548,200874,143310.0,14189150.0
2016-11-07,9642,9783,9443,9453,141198,141892.0,14189150.0
2016-11-08,9547,9689,9453,9453,103662,141892.0,14189150.0
2016-11-09,9547,10823,9216,9831,1261701,147567.0,14189150.0
2016-11-10,10162,10587,9973,10162,258498,152533.0,14189150.0
2016-11-11,10256,10918,9973,10398,248698,156081.0,14189150.0
2016-11-14,10303,10587,10114,10351,87582,155371.0,14189150.0
2016-11-15,10445,10871,10351,10351,183728,155371.0,14189150.0
2016-11-16,10445,10540,10256,10398,105129,156081.0,14189150.0
2016-11-17,10398,10398,10114,10162,75929,152533.0,14189150.0
2016-11-18,10162,10398,10067,10115,72786,151824.0,14189150.0
2016-11-21,10114,10114,9831,9926,53609,148986.0,14189150.0
2016-11-22,9973,10445,9973,10115,89398,151824.0,14189150.0
2016-11-23,10162,10256,9831,10020,40001,150405.0,14189150.0
2016-11-24,9925,10067,9642,9642,67661,144729.0,14189150.0
2016-11-25,9594,9925,9594,9879,32777,148439.0,14204650.0
2016-11-28,9736,9831,9500,9689,35276,145598.0,14204650.0
2016-11-29,9594,9689,9415,9595,44015,144177.0,14204650.0
2016-11-30,9547,9642,9405,9548,55469,143467.0,14204650.0
2016-12-01,9594,9642,9405,9500,37921,142757.0,14204650.0
2016-12-02,9500,9547,9358,9444,32308,141904.0,14204650.0
2016-12-05,9500,9783,9443,9453,76644,142046.0,14204650.0
2016-12-06,9547,9594,9415,9548,37283,143467.0,14204650.0
2016-12-07,9500,9547,9282,9359,59057,140626.0,14204650.0
2016-12-08,9358,9434,8989,9170,97890,137785.0,14204650.0
2016-12-09,9027,9216,8980,9170,64111,137785.0,14204650.0
2016-12-12,9273,9415,8980,9340,52396,140342.0,14204650.0
2016-12-13,9434,9783,9273,9689,74407,145598.0,14204650.0
2016-12-14,9689,9878,9500,9548,38335,143467.0,14204650.0
2016-12-15,9453,10020,9453,9973,85056,149859.0,14204650.0
2016-12-16,10020,10114,9783,9926,40234,149149.0,14204650.0
2016-12-19,10020,10020,9642,9831,34368,147728.0,14204650.0
2016-12-20,9831,9831,9642,9784,24209,147018.0,14204650.0
2016-12-21,9783,9831,9594,9689,29709,145598.0,14204650.0
2016-12-22,9689,9831,9547,9595,24508,144177.0,14204650.0
2016-12-23,9547,9736,9500,9689,19819,145598.0,14204650.0
2016-12-26,9689,9783,9415,9453,40323,142136.0,14213650.0
2016-12-27,9453,10682,9453,10398,727695,156350.0,14213650.0
2016-12-28,10871,10918,10209,10257,341588,154218.0,14213650.0
2016-12-29,10303,10540,9973,10209,151786,153507.0,14213650.0
2017-01-02,10209,10398,10114,10304,66390,154929.0,14213650.0
2017-01-03,10303,10445,10020,10115,96544,152086.0,14213650.0
2017-01-04,10162,10871,10162,10729,325117,161325.0,14213650.0
2017-01-05,10587,10965,10587,10824,119484,162746.0,14213650.0
2017-01-06,10823,10918,10540,10824,65088,162746.0,14213650.0
2017-01-09,10776,11060,10776,10824,94001,162746.0,14213650.0
2017-01-10,10776,10871,10492,10493,76973,157772.0,14213650.0
2017-01-11,10492,11438,10351,10351,166412,155639.0,14213650.0
2017-01-12,10351,10445,10020,10020,82456,150665.0,14213650.0
2017-01-13,9973,10398,9831,10209,61642,153507.0,14213650.0
2017-01-16,10256,10351,9925,10068,29138,151375.0,14213650.0
2017-01-17,9973,10351,9973,10020,36351,150665.0,14213650.0
2017-01-18,10256,10256,9878,10020,28778,150665.0,14213650.0
2017-01-19,10020,10114,9878,9973,30012,149954.0,14213650.0
2017-01-20,9878,10067,9783,9926,32875,149243.0,14213650.0
2017-01-23,10114,10114,9415,9642,74250,144979.0,14213650.0
2017-01-24,9547,9642,9424,9548,33570,143588.0,14216650.0
2017-01-25,9500,9689,9415,9415,29447,141598.0,14216650.0
2017-01-26,9453,9689,9415,9689,29298,145721.0,14216650.0
2017-01-31,9642,9642,9453,9595,32262,144299.0,14216650.0
2017-02-01,9594,9689,9500,9642,30406,145010.0,14216650.0
2017-02-02,9642,9689,9415,9453,31929,142166.0,14216650.0
2017-02-03,9424,9547,9396,9500,49126,142877.0,14216650.0
2017-02-06,9453,9547,9377,9425,28341,141740.0,14216650.0
2017-02-07,9377,9547,9377,9434,39540,141882.0,14216650.0
2017-02-08,9594,9594,9377,9453,25454,142166.0,14216650.0
2017-02-09,9453,9547,9339,9387,30177,141171.0,14216650.0
2017-02-10,9358,9547,9301,9406,30732,141456.0,14216650.0
2017-02-13,9405,9453,9178,9368,12370,140887.0,14216650.0
2017-02-14,9386,9396,9216,9378,54123,141029.0,14216650.0
2017-02-15,9377,9500,9349,9406,41032,141456.0,14216650.0
2017-02-16,9500,9500,9292,9302,30625,139892.0,14216650.0
2017-02-17,9320,9349,9216,9321,32988,140176.0,14216650.0
2017-02-20,9358,9594,9273,9311,56966,140034.0,14216650.0
2017-02-21,9358,9500,9311,9500,42529,142877.0,14216650.0
2017-02-22,9500,9642,9396,9434,39445,141882.0,14216650.0
2017-02-23,9434,9500,9311,9434,22777,141882.0,14216650.0
2017-02-24,9453,9500,9311,9359,39409,140745.0,14216650.0
2017-02-27,9358,9443,9292,9415,14212,141797.0,14236650.0
2017-02-28,9443,9443,9282,9387,32345,141370.0,14236650.0
2017-03-02,9415,9415,9273,9359,19366,140943.0,14236650.0
2017-03-03,9358,9358,9178,9302,42848,140089.0,14236650.0
2017-03-06,9386,9689,9368,9406,100514,141655.0,14236650.0
2017-03-07,9405,9500,9311,9321,30969,140373.0,14236650.0
2017-03-08,9339,9405,9273,9359,14688,140943.0,14236650.0
2017-03-09,9405,9424,9273,9340,23782,140658.0,14236650.0
2017-03-10,9320,9396,9093,9330,28433,140516.0,14236650.0
2017-03-13,9396,9396,9264,9311,19693,140231.0,14236650.0
2017-03-14,9368,9368,9216,9292,30198,139946.0,14236650.0
2017-03-15,9273,9320,9188,9283,31499,139804.0,14236650.0
2017-03-16,9330,9443,9282,9406,30100,141655.0,14236650.0
2017-03-17,9443,9453,9320,9415,26307,141797.0,14236650.0
2017-03-20,9424,9453,9282,9349,19184,140800.0,14236650.0
2017-03-21,9273,9405,9216,9264,36177,139519.0,14236650.0
2017-03-22,9301,9358,9216,9255,21888,139377.0,14236650.0
2017-03-23,9273,9339,9169,9236,34781,139092.0,14236650.0
2017-03-24,9226,9292,9122,9188,25140,138380.0,14236650.0
2017-03-27,9188,9301,9093,9188,24574,138380.0,14236650.0
2017-03-28,9188,9254,9103,9198,34989,138523.0,14236650.0
2017-03-29,9169,9264,9112,9170,29768,138096.0,14236650.0
2017-03-30,9027,9197,8980,9009,44283,135675.0,14236650.0
2017-03-31,8914,9103,8914,9047,56842,136245.0,14236650.0
2017-04-03,8980,9358,8952,9236,79536,139092.0,14236650.0
2017-04-04,9245,9547,9188,9425,135444,141939.0,14236650.0
2017-04-05,9736,10209,9500,9595,340581,144502.0,14236650.0
2017-04-06,9594,9689,9405,9595,46283,144502.0,14236650.0
2017-04-07,9642,9736,9500,9642,51369,145214.0,14236650.0
2017-04-10,9642,9642,9339,9453,44120,142366.0,14236650.0
2017-04-11,9453,9547,9311,9359,36974,140943.0,14236650.0
2017-04-12,9415,9831,9207,9444,115379,142224.0,14236650.0
2017-04-13,9594,9594,9273,9378,48150,141228.0,14236650.0
2017-04-14,9405,9434,9264,9359,29474,140943.0,14236650.0
2017-04-17,9443,9443,9311,9425,20725,141939.0,14236650.0
2017-04-18,9424,9831,9216,9831,93939,148061.0,14236650.0
2017-04-19,9831,9973,9642,9926,74311,149485.0,14236650.0
2017-04-20,10067,10540,9547,9548,469283,143790.0,14236650.0
2017-04-21,9783,10540,9689,9784,291094,147349.0,14236650.0
2017-04-24,9831,9878,9642,9689,52854,145926.0,14236650.0
2017-04-25,9783,10067,9689,9737,143027,146843.0,14256650.0
2017-04-26,9831,9925,9689,9879,47099,148982.0,14256650.0
2017-04-27,9878,9925,9689,9784,29210,147556.0,14256650.0
2017-04-28,9689,9831,9547,9548,59168,143992.0,14256650.0
2017-05-02,9500,9642,9368,9368,59212,141283.0,14256650.0
2017-05-04,9330,9500,9330,9453,35163,142566.0,14256650.0
2017-05-08,9547,9831,9453,9831,79276,148269.0,14256650.0
2017-05-10,9878,9878,9547,9642,40234,145418.0,14256650.0
2017-05-11,9736,9736,9453,9548,56053,143992.0,14256650.0
2017-05-12,9973,10209,9642,9784,177123,147556.0,14256650.0
2017-05-15,9831,9831,9642,9784,47792,147556.0,14256650.0
2017-05-16,9736,9783,9424,9500,68506,143279.0,14256650.0
2017-05-17,9434,9547,9434,9453,36747,142566.0,14256650.0
2017-05-18,9453,9973,9453,9500,155802,143279.0,14256650.0
2017-05-19,9500,9642,9424,9548,68848,145378.0,14393905.0
2017-05-22,9547,9642,9453,9500,34385,144659.0,14393905.0
2017-05-23,9594,9594,9405,9500,51548,144659.0,14393905.0
2017-05-24,9594,9594,9453,9500,43370,144659.0,14393905.0
2017-05-25,9594,9594,9453,9453,32171,144039.0,14403905.0
2017-05-26,9453,9831,9453,9689,123824,147640.0,14403905.0
2017-05-29,10067,10209,9594,9595,88603,146200.0,14403905.0
2017-05-30,9689,9878,9594,9831,65150,149801.0,14403905.0
2017-05-31,9831,10067,9736,9973,79656,151961.0,14403905.0
2017-06-01,10020,10020,9831,9926,46051,151241.0,14403905.0
2017-06-02,9925,9925,9783,9879,85295,150521.0,14403905.0
2017-06-05,9831,10209,9831,10162,143779,154842.0,14403905.0
2017-06-07,10209,10256,9878,9926,75597,151241.0,14403905.0
2017-06-08,9925,10020,9783,9926,45138,151241.0,14403905.0
2017-06-09,9878,10067,9878,10020,60304,152681.0,14403905.0
2017-06-12,10020,10162,9973,10020,51688,152681.0,14403905.0
2017-06-13,10114,10965,9973,10871,410041,165645.0,14403905.0
2017-06-14,11107,11674,10918,11202,543483,170686.0,14403905.0
2017-06-15,11154,11201,10587,10682,228128,162764.0,14403905.0
2017-06-16,10871,11107,10587,10966,200586,167085.0,14403905.0
2017-06-19,10918,11296,10871,11202,158458,170686.0,14403905.0
2017-06-20,11201,11343,10682,11060,155180,168526.0,14403905.0
2017-06-21,11060,11060,10729,10824,44540,164925.0,14403905.0
2017-06-22,11060,11107,10823,10918,49718,166365.0,14403905.0
2017-06-23,11060,11060,10682,10682,72244,162764.0,14403905.0
2017-06-26,10729,10729,10209,10209,90290,155778.0,14423905.0
2017-06-27,10256,10492,10162,10304,50946,157221.0,14423905.0
2017-06-28,10398,10398,9973,10115,62361,154336.0,14423905.0
2017-06-29,10114,10256,9973,10020,50202,152893.0,14423905.0
2017-06-30,9925,10114,9783,9784,55841,149287.0,14423905.0
2017-07-03,9878,9973,9642,9831,65357,150009.0,14423905.0
2017-07-04,10162,11012,9925,10020,500783,152893.0,14423905.0
2017-07-05,10020,10020,9783,9831,53910,150009.0,14423905.0
2017-07-06,9783,9973,9783,9879,38329,150730.0,14423905.0
2017-07-07,9925,9925,9736,9879,38029,150730.0,14423905.0
2017-07-10,9878,9925,9642,9784,48180,149287.0,14423905.0
2017-07-11,9783,9783,9443,9453,85103,144239.0,14423905.0
2017-07-12,9500,9642,9443,9548,71243,145681.0,14423905.0
2017-07-13,9642,9642,9386,9444,42362,144095.0,14423905.0
2017-07-14,9547,9594,9405,9453,51633,144239.0,14423905.0
2017-07-17,9339,9831,9339,9689,67577,147845.0,14423905.0
2017-07-18,9642,9783,9500,9500,39818,144960.0,14423905.0
2017-07-19,9689,9736,9500,9548,33161,145681.0,14423905.0
2017-07-20,9689,9878,9594,9831,32257,150009.0,14423905.0
2017-07-21,9973,9973,9736,9831,32173,150009.0,14423905.0
2017-07-24,9831,10067,9642,9831,67532,150009.0,14423905.0
2017-07-25,9831,9831,9594,9642,22329,147333.0,14444405.0
2017-07-26,9878,9878,9594,9642,28810,147333.0,14444405.0
2017-07-27,9783,9783,9453,9500,49678,145166.0,14444405.0
2017-07-28,9453,9736,9453,9548,40501,145888.0,14444405.0
2017-07-31,9642,9642,9330,9453,47826,144444.0,14444405.0
2017-08-01,9594,9594,9405,9453,21106,144444.0,14444405.0
2017-08-02,9453,9642,9424,9500,28655,145166.0,14444405.0
2017-08-03,9547,9547,9396,9453,30645,144444.0,14444405.0
2017-08-04,9736,10303,9358,9387,208665,143433.0,14444405.0
2017-08-07,9443,9547,9415,9500,34253,145166.0,14444405.0
2017-08-08,9547,9547,9415,9548,23363,145888.0,14444405.0
2017-08-09,9500,9547,9415,9425,22092,144011.0,14444405.0
2017-08-10,9453,9547,9396,9444,40842,144300.0,14444405.0
2017-08-11,9434,9434,9301,9330,30657,142566.0,14444405.0
2017-08-14,9434,9434,9122,9170,76838,140111.0,14444405.0
2017-08-16,9169,9282,8923,9075,68291,138666.0,14444405.0
2017-08-17,9216,9235,8753,8914,72567,136211.0,14444405.0
2017-08-18,8885,8980,8829,8971,30088,137077.0,14444405.0
2017-08-21,9226,9405,9037,9170,104123,140111.0,14444405.0
2017-08-22,9075,9254,8989,9245,38896,141266.0,14444405.0
2017-08-23,9197,9264,9008,9207,32838,140689.0,14444405.0
2017-08-24,9197,9207,9018,9141,26849,139677.0,14444405.0
2017-08-25,9254,9254,9093,9170,18801,140111.0,14444405.0
2017-08-28,9150,9594,9150,9548,64089,145949.0,14450405.0
2017-08-29,9594,9594,9377,9548,44641,145949.0,14450405.0
2017-08-30,9594,9642,9424,9500,43551,145227.0,14450405.0
2017-08-31,9453,9594,9358,9387,17034,143493.0,14450405.0
2017-09-01,9386,9736,9358,9737,72963,148839.0,14450405.0
2017-09-04,9453,9689,9386,9434,47772,144215.0,14450405.0
