강스템바이오텍(217730),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-05-31,20000,20200,18950,19050,1044409,397020.0,20840937.0
2019-06-03,19000,19150,18450,18850,432331,392852.0,20840937.0
2019-06-04,19000,19100,18500,18600,295622,387641.0,20840937.0
2019-06-05,19000,19100,18450,18750,253666,390768.0,20840937.0
2019-06-07,18750,19050,18450,19050,220783,397020.0,20840937.0
2019-06-10,19100,19200,18450,18600,288645,387641.0,20840937.0
2019-06-11,18700,19100,18600,19100,226616,398062.0,20840937.0
2019-06-12,19100,19500,18850,19500,297173,406398.0,20840937.0
2019-06-13,19350,19550,19000,19050,963470,397020.0,20840937.0
2019-06-14,19100,19100,18400,18400,313184,383473.0,20840937.0
2019-06-17,18350,18400,17400,17500,360551,364716.0,20840937.0
2019-06-18,17600,17850,16800,17200,404603,358464.0,20840937.0
2019-06-19,17400,17400,16600,16950,278952,353254.0,20840937.0
2019-06-20,16950,17450,16850,17300,204252,360548.0,20840937.0
2019-06-21,17250,17300,16700,16700,217759,348044.0,20840937.0
2019-06-24,16950,17350,16550,17000,244298,354296.0,20840937.0
2019-06-25,17100,17150,16250,16400,277403,341791.0,20840937.0
2019-06-26,16250,16800,16250,16600,193301,346018.0,20844437.0
2019-06-27,16450,16600,15400,15600,411653,325173.0,20844437.0
2019-06-28,15450,15800,14750,15050,557356,313709.0,20844437.0
2019-07-01,15050,16000,14900,15750,308517,328300.0,20844437.0
2019-07-02,15700,17100,15600,16400,404121,341849.0,20844437.0
2019-07-03,16450,16900,16400,16700,234726,348102.0,20844437.0
2019-07-04,17650,17650,15150,15450,1110362,322047.0,20844437.0
2019-07-05,15450,15500,14350,14900,487061,310582.0,20844437.0
2019-07-08,14900,15200,14500,14500,308722,302244.0,20844437.0
2019-07-09,14350,14550,13600,13800,547765,287653.0,20844437.0
2019-07-10,14000,15350,13800,14750,444021,307455.0,20844437.0
2019-07-11,14750,15050,14500,14950,217354,311624.0,20844437.0
2019-07-12,15050,15100,14450,14600,237817,304329.0,20844437.0
2019-07-15,14600,14800,14400,14650,96775,305371.0,20844437.0
2019-07-16,14600,15150,14450,15000,159213,312667.0,20844437.0
2019-07-17,14950,15750,14750,15400,421337,321004.0,20844437.0
2019-07-18,15200,15300,14700,14750,229747,307455.0,20844437.0
2019-07-19,14750,15000,14700,14800,118128,308498.0,20844437.0
2019-07-22,14800,15150,14500,15000,124480,312667.0,20844437.0
2019-07-23,14900,15200,14650,14950,117314,311624.0,20844437.0
2019-07-24,15000,15100,14650,14700,130557,306413.0,20844437.0
2019-07-25,14500,14750,13850,14150,237764,294949.0,20844437.0
2019-07-26,14150,14200,13550,14000,225490,291822.0,20844437.0
2019-07-29,14000,14000,13050,13050,229189,272020.0,20844437.0
2019-07-30,13300,14000,13250,13950,234384,290780.0,20844437.0
2019-07-31,13900,14750,13350,14650,271215,305371.0,20844437.0
2019-08-01,15000,15250,13550,13900,574030,289738.0,20844437.0
2019-08-02,13350,14100,13000,13950,337097,290780.0,20844437.0
2019-08-05,14000,14100,11950,11950,441693,249091.0,20844437.0
2019-08-06,11200,12550,10800,11000,822238,229289.0,20844437.0
2019-08-07,11150,11750,10900,11700,399817,243880.0,20844437.0
2019-08-08,11750,12100,11700,12050,237892,251175.0,20844437.0
2019-08-09,12100,12250,11750,12050,170641,251175.0,20844437.0
2019-08-12,11700,12500,11500,12400,277213,258471.0,20844437.0
2019-08-13,12150,12150,11750,11800,255720,245964.0,20844437.0
2019-08-14,12000,12050,11700,11900,138094,248049.0,20844437.0
2019-08-16,11550,11900,11450,11800,112414,245964.0,20844437.0
2019-08-19,11950,12000,11750,11950,111325,249091.0,20844437.0
2019-08-20,12000,12600,11900,12400,223613,258471.0,20844437.0
2019-08-21,12300,13150,12300,13150,255423,274104.0,20844437.0
2019-08-22,13250,13550,12800,12950,229786,269935.0,20844437.0
2019-08-23,12700,12900,12450,12700,150655,264724.0,20844437.0
2019-08-26,12200,12350,11600,11800,233108,245964.0,20844437.0
2019-08-27,12150,12600,12000,12500,137670,260555.0,20844437.0
2019-08-28,12650,13550,12500,13400,203429,279315.0,20844437.0
2019-08-29,13450,13700,12950,13350,197273,278273.0,20844437.0
2019-08-30,13700,14200,13600,14100,236899,293907.0,20844437.0
2019-09-02,14000,14600,13700,14500,228248,302244.0,20844437.0
2019-09-03,14800,15150,14600,14800,326963,308498.0,20844437.0
2019-09-04,14650,15050,14650,15000,116457,312667.0,20844437.0
2019-09-05,15000,15150,14700,14900,127709,310582.0,20844437.0
2019-09-06,14950,15050,14650,15000,93088,312667.0,20844437.0
2019-09-09,16000,17550,15150,15300,646958,318920.0,20844437.0
2019-09-10,15300,15450,14600,14700,152951,306413.0,20844437.0
2019-09-11,14800,15500,14650,15200,288724,316835.0,20844437.0
2019-09-16,15400,15400,14650,14950,200541,311624.0,20844437.0
2019-09-17,14950,15100,14650,15050,180129,313709.0,20844437.0
2019-09-18,15100,15100,14700,14800,201509,308498.0,20844437.0
2019-09-19,14800,14950,14650,14750,116369,307455.0,20844437.0
2019-09-20,14750,14850,14600,14650,107495,305371.0,20844437.0
2019-09-23,14700,14750,14500,14650,136345,305371.0,20844437.0
2019-09-24,14250,14600,13900,14050,312800,292864.0,20844437.0
2019-09-25,14050,14150,13250,13450,288569,280358.0,20844437.0
2019-09-26,13600,13850,13050,13300,272379,277231.0,20844437.0
2019-09-27,13300,13350,12800,13250,165547,276189.0,20844437.0
2019-09-30,13250,13400,12750,12950,181352,269935.0,20844437.0
2019-10-01,12950,13600,12850,13500,263618,281400.0,20844437.0
2019-10-02,13250,13300,12900,13050,181722,272020.0,20844437.0
2019-10-04,12950,13250,12600,13050,160142,272020.0,20844437.0
2019-10-07,13200,14400,13100,14200,570625,295991.0,20844437.0
