이라이콤(041520),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-10-01,3443,3475,3251,3381,248749,40316.0,9750000.0
2003-10-02,3402,3508,3279,3328,345996,39682.0,9750000.0
2003-10-06,3475,3492,3312,3345,265206,39878.0,9750000.0
2003-10-07,3394,3492,3394,3435,215216,40950.0,9750000.0
2003-10-08,3500,3508,3246,3255,235157,38805.0,9750000.0
2003-10-09,3279,3328,3230,3312,187768,39488.0,9750000.0
2003-10-10,3336,3369,3279,3316,230047,39536.0,9750000.0
2003-10-13,3279,3475,3271,3426,249186,40852.0,9750000.0
2003-10-14,3516,3664,3484,3627,553705,43241.0,9750000.0
2003-10-15,3680,3704,3533,3565,205797,42510.0,9750000.0
2003-10-16,3574,3729,3488,3492,612525,41632.0,9750000.0
2003-10-17,3500,3549,3255,3336,519857,39780.0,9750000.0
2003-10-20,2940,2977,2940,2940,417081,35051.0,9750000.0
2003-10-21,2739,2903,2723,2878,559830,34320.0,9750000.0
2003-10-22,2862,2940,2805,2805,183762,33442.0,9750000.0
2003-10-23,2719,2772,2470,2470,409880,29445.0,9750000.0
2003-10-24,2339,2515,2290,2486,547329,29640.0,9750000.0
2003-10-27,2470,2596,2470,2478,242001,29542.0,9750000.0
2003-10-28,2474,2600,2453,2576,226201,30712.0,9750000.0
2003-10-29,2618,2655,2478,2486,190493,29640.0,9750000.0
2003-10-30,2466,2523,2408,2433,149930,29006.0,9750000.0
2003-10-31,2388,2482,2318,2470,124983,29445.0,9750000.0
2003-11-03,2510,2510,2380,2453,124053,29250.0,9750000.0
2003-11-04,2453,2486,2339,2339,121304,27885.0,9750000.0
2003-11-05,2298,2371,2126,2126,194486,25350.0,9750000.0
2003-11-06,2126,2208,1905,1963,193290,23400.0,9750000.0
2003-11-07,1963,2057,1897,1971,98606,23498.0,9750000.0
2003-11-10,1983,2032,1979,1995,118399,23790.0,9750000.0
2003-11-11,1983,2232,1983,2232,228692,26618.0,9750000.0
2003-11-12,2371,2437,2290,2384,253203,28421.0,9750000.0
2003-11-13,2412,2412,2273,2331,141174,27788.0,9750000.0
2003-11-14,2339,2421,2216,2331,152643,27788.0,9750000.0
2003-11-17,2412,2576,2347,2576,290495,30712.0,9750000.0
2003-11-18,2572,2600,2433,2515,178728,29981.0,9750000.0
2003-11-19,2515,2515,2363,2363,148821,28178.0,9750000.0
2003-11-20,2397,2454,2290,2302,134780,27446.0,9750000.0
2003-11-21,2249,2355,2167,2167,126702,25838.0,9750000.0
2003-11-24,2151,2208,1987,2069,176296,24668.0,9750000.0
2003-11-25,2098,2187,2044,2126,138244,25350.0,9750000.0
2003-11-26,2163,2204,2085,2204,123411,26276.0,9750000.0
2003-11-27,2167,2412,2159,2371,142582,28275.0,9750000.0
2003-11-28,2331,2412,2265,2400,114231,28616.0,9750000.0
2003-12-01,2355,2437,2331,2404,109498,28665.0,9750000.0
2003-12-02,2445,2470,2290,2322,176646,27690.0,9750000.0
2003-12-03,2318,2335,2232,2326,154789,27739.0,9750000.0
2003-12-04,2347,2404,2306,2322,163154,27690.0,9750000.0
2003-12-05,2265,2363,2208,2282,167566,27202.0,9750000.0
2003-12-08,2282,2490,2282,2474,626451,29494.0,9750000.0
2003-12-09,2519,2519,2371,2519,294613,30030.0,9750000.0
2003-12-10,2486,2523,2416,2502,360193,29835.0,9750000.0
2003-12-11,2510,2560,2441,2445,494479,29152.0,9750000.0
2003-12-12,2453,2490,2318,2347,412257,27982.0,9750000.0
2003-12-15,2396,2421,2339,2384,224319,28421.0,9750000.0
2003-12-16,2351,2384,2200,2200,206245,26228.0,9750000.0
2003-12-17,2208,2286,2183,2232,226686,26618.0,9750000.0
2003-12-18,2183,2241,2167,2183,125823,26032.0,9750000.0
2003-12-19,2192,2228,2085,2085,178976,24862.0,9750000.0
2003-12-22,1967,2126,1840,1897,238490,22620.0,9750000.0
2003-12-23,1930,2020,1930,1954,118386,23302.0,9750000.0
2003-12-24,1954,2028,1881,1930,82393,23010.0,9750000.0
2003-12-26,1889,1963,1889,1930,47124,23010.0,9750000.0
2003-12-29,1881,1999,1881,1999,48524,23839.0,9750000.0
2003-12-30,1999,2036,1987,2032,58616,24229.0,9750000.0
2004-01-02,2061,2126,2044,2077,44870,24765.0,9750000.0
2004-01-05,2061,2114,2044,2069,62017,24668.0,9750000.0
2004-01-06,2077,2077,1975,1999,80089,23839.0,9750000.0
2004-01-07,2044,2044,1922,1922,67990,22912.0,9750000.0
2004-01-08,1926,2036,1889,1922,83205,22912.0,9750000.0
2004-01-09,1922,1971,1881,1918,112200,22864.0,9750000.0
2004-01-12,1897,1946,1889,1914,72551,22815.0,9750000.0
2004-01-13,1938,2102,1938,2061,158160,24570.0,9750000.0
2004-01-14,2061,2163,2028,2061,169229,24570.0,9750000.0
2004-01-15,2028,2077,1975,1983,59098,23644.0,9750000.0
2004-01-16,1954,2028,1938,1971,43075,23498.0,9750000.0
2004-01-19,1938,1979,1934,1942,72445,23156.0,9750000.0
2004-01-20,1909,1979,1909,1959,58600,23351.0,9750000.0
2004-01-26,1926,2016,1926,1979,85038,23595.0,9750000.0
2004-01-27,2110,2110,2003,2012,52895,23985.0,9750000.0
2004-01-28,2012,2036,1975,2016,66357,24034.0,9750000.0
2004-01-29,1987,2102,1987,2093,83418,24960.0,9750000.0
2004-01-30,2093,2126,2036,2044,63669,24375.0,9750000.0
2004-02-02,2024,2077,1987,1999,63749,23839.0,9750000.0
2004-02-03,1987,2020,1922,1938,68979,23108.0,9750000.0
2004-02-04,1930,1979,1926,1926,45257,22961.0,9750000.0
2004-02-05,1905,1963,1897,1909,42592,22766.0,9750000.0
2004-02-06,1893,1922,1873,1905,87124,22718.0,9750000.0
2004-02-09,1938,1946,1893,1914,33051,22815.0,9750000.0
2004-02-10,1930,1930,1881,1881,51140,22425.0,9750000.0
2004-02-11,1852,1918,1852,1914,58731,22815.0,9750000.0
2004-02-12,1914,1914,1873,1873,47268,22328.0,9750000.0
2004-02-13,1856,1905,1848,1864,35641,22230.0,9750000.0
2004-02-16,1844,1885,1844,1856,35021,22132.0,9750000.0
2004-02-17,1848,1881,1840,1844,73510,21986.0,9750000.0
2004-02-18,1848,1856,1799,1840,72208,21938.0,9750000.0
2004-02-19,1844,2003,1844,1959,178227,23351.0,9750000.0
2004-02-20,2008,2192,1963,2098,619041,25009.0,9750000.0
2004-02-23,2065,2069,1954,2024,159701,24131.0,9750000.0
2004-02-24,2012,2183,1999,2065,387240,24619.0,9750000.0
2004-02-25,2098,2151,1873,1873,232506,22328.0,9750000.0
2004-02-26,1844,1914,1803,1860,125834,22181.0,9750000.0
2004-02-27,1836,1946,1819,1885,90218,22474.0,9750000.0
2004-03-02,1905,1938,1864,1885,50853,22474.0,9750000.0
2004-03-03,1873,1918,1836,1873,134834,22328.0,9750000.0
2004-03-04,1848,1889,1828,1844,81166,21986.0,9750000.0
2004-03-05,1873,1873,1815,1836,74257,21889.0,9750000.0
2004-03-08,1836,1881,1824,1881,67995,22425.0,9750000.0
2004-03-09,1848,1893,1848,1881,76390,22425.0,9750000.0
2004-03-10,1873,1901,1852,1860,31663,22181.0,9750000.0
2004-03-11,1860,1860,1811,1860,67155,22181.0,9750000.0
2004-03-12,1844,1860,1640,1713,113116,20426.0,9750000.0
2004-03-15,1758,1783,1709,1766,55010,21060.0,9750000.0
2004-03-16,1775,1799,1725,1799,13866,21450.0,9750000.0
2004-03-17,1799,2012,1799,1905,70180,22718.0,9750000.0
2004-03-18,1954,1954,1848,1914,19973,22815.0,9750000.0
2004-03-19,1914,1922,1832,1881,50460,22425.0,9750000.0
2004-03-22,1848,1881,1840,1856,38639,22132.0,9750000.0
2004-03-23,1877,1897,1836,1860,57436,22181.0,9750000.0
2004-03-24,1836,1893,1832,1852,38624,22084.0,9750000.0
2004-03-25,1852,1860,1730,1730,97020,20621.0,9750000.0
2004-03-26,1750,1815,1750,1799,46949,21450.0,9750000.0
2004-03-29,1840,2012,1840,2012,266082,23985.0,9750000.0
2004-03-30,2126,2208,2057,2175,564902,25935.0,9750000.0
2004-03-31,2208,2241,2093,2208,307964,26325.0,9750000.0
2004-04-01,2216,2232,2122,2159,186236,25740.0,9750000.0
2004-04-02,2208,2388,2183,2347,659837,27982.0,9750000.0
2004-04-06,2347,2470,2310,2453,319494,29250.0,9750000.0
2004-04-07,2421,2535,2371,2445,292071,29152.0,9750000.0
2004-04-08,2388,2478,2257,2371,293466,28275.0,9750000.0
2004-04-09,2421,2470,2306,2429,115664,28958.0,9750000.0
2004-04-12,2527,2592,2453,2535,187725,30225.0,9750000.0
2004-04-13,2535,2600,2421,2449,198961,29201.0,9750000.0
2004-04-14,2437,2531,2384,2384,185942,28421.0,9750000.0
2004-04-16,2339,2384,2290,2384,125948,28421.0,9750000.0
2004-04-19,2331,2490,2331,2441,111903,29104.0,9750000.0
2004-04-20,2380,2535,2380,2457,97995,29299.0,9750000.0
2004-04-21,2494,2494,2429,2466,71201,29396.0,9750000.0
2004-04-22,2470,2760,2470,2756,478382,32858.0,9750000.0
2004-04-23,2784,2919,2666,2723,374553,32468.0,9750000.0
2004-04-26,2752,2854,2723,2797,173514,33345.0,9750000.0
2004-04-27,2797,2862,2731,2731,180480,32565.0,9750000.0
2004-04-28,2752,2752,2482,2494,142121,29738.0,9750000.0
2004-04-29,2339,2396,2196,2196,235550,26179.0,9750000.0
2004-04-30,2061,2241,2061,2232,102237,26618.0,9750000.0
2004-05-03,2143,2363,2143,2232,101425,26618.0,9750000.0
2004-05-04,2282,2318,2257,2306,51458,27495.0,9750000.0
2004-05-06,2310,2408,2126,2151,105329,25642.0,9750000.0
2004-05-07,2118,2257,2053,2183,27962,26032.0,9750000.0
2004-05-10,2200,2314,1938,2147,117409,25594.0,9750000.0
2004-05-11,2077,2167,2077,2167,51400,25838.0,9750000.0
2004-05-12,2208,2425,2208,2425,111499,28909.0,9750000.0
2004-05-13,2433,2572,2371,2461,158715,29348.0,9750000.0
2004-05-14,2433,2531,2167,2371,70940,28275.0,9750000.0
2004-05-17,2371,2494,2089,2126,96843,25350.0,9750000.0
2004-05-18,2044,2216,1979,2216,59400,26422.0,9750000.0
2004-05-19,2216,2355,2216,2277,56241,27154.0,9750000.0
2004-05-20,2249,2547,2126,2547,230670,30371.0,9750000.0
2004-05-21,2658,2682,2486,2502,280480,29835.0,9750000.0
2004-05-24,2560,2801,2519,2801,482054,33394.0,9750000.0
2004-05-25,2776,2842,2641,2752,238845,32809.0,9750000.0
2004-05-27,2838,2932,2617,2776,277974,33101.0,9750000.0
2004-05-28,2776,2854,2551,2731,230063,32565.0,9750000.0
2004-05-31,2731,2731,2625,2629,88046,31346.0,9750000.0
2004-06-01,2658,2813,2633,2780,110077,33150.0,9750000.0
2004-06-02,2862,2928,2707,2805,111518,33442.0,9750000.0
2004-06-03,2805,2805,2690,2780,93735,33150.0,9750000.0
2004-06-04,2780,2968,2744,2944,282615,35100.0,9750000.0
2004-06-07,2944,3071,2874,2915,151666,34759.0,9750000.0
2004-06-08,2944,2944,2789,2789,114405,33248.0,9750000.0
2004-06-09,2789,2858,2711,2739,56379,32662.0,9750000.0
2004-06-10,2690,2756,2690,2756,34420,32858.0,9750000.0
2004-06-11,2716,2781,2625,2625,23958,31298.0,9750000.0
2004-06-14,2543,2617,2396,2527,70670,30128.0,9750000.0
2004-06-15,2453,2494,2249,2298,85948,27398.0,9750000.0
2004-06-16,2306,2527,2306,2453,48804,29250.0,9750000.0
2004-06-17,2343,2449,2343,2384,14754,28421.0,9750000.0
2004-06-18,2347,2576,2347,2494,59046,29738.0,9750000.0
2004-06-21,2441,2690,2429,2449,22295,29201.0,9750000.0
2004-06-22,2519,2519,2380,2453,9284,29250.0,9750000.0
2004-06-23,2441,2494,2396,2396,16085,28568.0,9750000.0
2004-06-24,2355,2416,2314,2335,28134,27836.0,9750000.0
2004-06-25,2371,2396,2290,2371,19709,28275.0,9750000.0
2004-06-28,2310,2535,2310,2371,24034,28275.0,9750000.0
2004-06-29,2486,2515,2453,2453,31198,29250.0,9750000.0
2004-06-30,2421,2486,2421,2474,27172,29494.0,9750000.0
2004-07-01,2453,2535,2453,2478,9467,29542.0,9750000.0
2004-07-02,2527,2527,2396,2486,28866,29640.0,9750000.0
2004-07-05,2715,2731,2568,2690,129414,32078.0,9750000.0
2004-07-06,2748,2776,2666,2776,103078,33101.0,9750000.0
2004-07-07,2768,2776,2658,2772,44170,33052.0,9750000.0
2004-07-08,2715,2805,2699,2748,49764,32760.0,9750000.0
2004-07-09,2625,2821,2625,2801,63964,33394.0,9750000.0
2004-07-12,2801,2821,2739,2789,27502,33248.0,9750000.0
2004-07-13,2851,2851,2731,2764,36625,32955.0,9750000.0
2004-07-14,2715,2723,2641,2699,37756,32175.0,9750000.0
2004-07-15,2641,2727,2600,2617,35484,31200.0,9750000.0
2004-07-16,2576,2772,2576,2699,73231,32175.0,9750000.0
2004-07-19,2633,2944,2551,2748,158408,32760.0,9750000.0
2004-07-20,2699,2772,2572,2641,97240,31492.0,9750000.0
2004-07-21,2641,2699,2617,2645,29398,31541.0,9750000.0
2004-07-22,2609,2609,2453,2543,56409,30322.0,9750000.0
2004-07-23,2470,2568,2453,2519,50132,30030.0,9750000.0
2004-07-26,2441,2527,2441,2519,12160,30030.0,9750000.0
2004-07-27,2453,2543,2453,2531,28418,30176.0,9750000.0
2004-07-28,2506,2535,2461,2535,19387,30225.0,9750000.0
2004-07-29,2498,2535,2265,2486,17221,29640.0,9750000.0
2004-07-30,2535,2535,2433,2461,7131,29348.0,9750000.0
2004-08-02,2322,2453,2322,2404,33117,28665.0,9750000.0
2004-08-03,2331,2536,2331,2441,11976,29104.0,9750000.0
2004-08-04,2298,2449,2298,2425,1212,28909.0,9750000.0
2004-08-05,2335,2506,2335,2498,31669,29786.0,9750000.0
2004-08-06,2412,2494,2380,2494,5701,29738.0,9750000.0
2004-08-09,2510,2510,2400,2486,30723,29640.0,9750000.0
2004-08-10,2433,2494,2412,2478,7775,29542.0,9750000.0
2004-08-11,2470,2486,2421,2461,18832,29348.0,9750000.0
2004-08-12,2421,2482,2421,2482,21006,29591.0,9750000.0
2004-08-13,2490,2490,2412,2437,12585,29055.0,9750000.0
2004-08-16,2437,2494,2396,2425,29753,28909.0,9750000.0
2004-08-17,2494,2609,2445,2543,121319,30322.0,9750000.0
2004-08-18,2576,2699,2560,2699,68037,32175.0,9750000.0
2004-08-19,2764,2764,2572,2658,73086,31688.0,9750000.0
2004-08-20,2699,2699,2650,2658,24203,31688.0,9750000.0
2004-08-23,2694,2739,2666,2699,37189,32175.0,9750000.0
2004-08-24,2699,2772,2690,2719,69931,32419.0,9750000.0
2004-08-25,2739,2846,2739,2842,95013,33881.0,9750000.0
2004-08-26,2846,2895,2650,2866,94078,34174.0,9750000.0
2004-08-27,2870,3042,2862,2981,164151,35539.0,9750000.0
2004-08-30,3001,3001,2878,2940,61780,35051.0,9750000.0
2004-08-31,2870,2960,2870,2944,75264,35100.0,9750000.0
2004-09-01,2944,3050,2870,2981,34091,35539.0,9750000.0
2004-09-02,3017,3017,2878,2960,34957,35295.0,9750000.0
2004-09-03,2964,2964,2838,2887,36558,34418.0,9750000.0
2004-09-06,2923,2923,2797,2825,27992,33686.0,9750000.0
2004-09-07,2789,2903,2748,2878,92900,34320.0,9750000.0
2004-09-08,2878,2919,2829,2862,31586,34125.0,9750000.0
2004-09-09,2883,2944,2862,2878,54863,34320.0,9750000.0
2004-09-10,2883,3218,2862,3148,321769,37538.0,9750000.0
2004-09-13,3136,3296,3026,3165,124857,37732.0,9750000.0
2004-09-14,3189,3230,3079,3091,136100,36855.0,9750000.0
2004-09-15,3107,3230,3107,3222,78461,38415.0,9750000.0
2004-09-16,3222,3246,3148,3157,47585,37635.0,9750000.0
2004-09-17,3157,3189,3026,3107,66985,37050.0,9750000.0
2004-09-20,3046,3107,3001,3026,87566,36075.0,9750000.0
2004-09-21,3026,3095,2977,3034,54673,36172.0,9750000.0
2004-09-22,3026,3042,2829,2878,78449,34320.0,9750000.0
2004-09-23,2772,2944,2772,2911,22219,34710.0,9750000.0
2004-09-24,2985,2985,2846,2944,83681,35100.0,9750000.0
2004-09-30,2944,2968,2821,2878,33166,34320.0,9750000.0
2004-10-01,2940,2940,2793,2858,41462,34076.0,9750000.0
2004-10-04,2789,2903,2789,2887,59438,34418.0,9750000.0
2004-10-05,2960,3083,2928,3005,91027,35831.0,9750000.0
2004-10-06,3050,3173,3026,3046,168436,36319.0,9750000.0
2004-10-07,3001,3067,2870,3009,62733,35880.0,9750000.0
2004-10-08,3042,3042,2883,2968,68463,35392.0,9750000.0
2004-10-11,2911,3050,2911,3005,80555,35831.0,9750000.0
2004-10-12,3001,3009,2887,2887,61355,34418.0,9750000.0
2004-10-13,2903,2944,2821,2887,48300,34418.0,9750000.0
2004-10-14,2846,2919,2797,2887,45514,34418.0,9750000.0
2004-10-15,2825,2923,2825,2887,19267,34418.0,9750000.0
2004-10-18,2903,2923,2801,2813,54997,33540.0,9750000.0
2004-10-19,2858,2858,2744,2760,49405,32906.0,9750000.0
2004-10-20,2833,2833,2674,2727,52404,32516.0,9750000.0
2004-10-21,2666,2735,2666,2699,38344,32175.0,9750000.0
2004-10-22,2658,2715,2658,2690,12223,32078.0,9750000.0
2004-10-25,2658,2658,2576,2576,61647,30712.0,9750000.0
2004-10-26,2576,2617,2412,2617,76898,31200.0,9750000.0
2004-10-27,2560,2617,2510,2617,36156,31200.0,9750000.0
2004-10-28,2625,2625,2535,2588,24581,30859.0,9750000.0
2004-10-29,2457,2609,2457,2588,16189,30859.0,9750000.0
2004-11-01,2535,2613,2437,2457,154021,29299.0,9750000.0
2004-11-02,2461,2617,2437,2617,159305,31200.0,9750000.0
2004-11-03,2650,2650,2551,2617,24076,31200.0,9750000.0
2004-11-04,2576,2625,2560,2625,13343,31298.0,9750000.0
2004-11-05,2584,2686,2494,2658,74371,31688.0,9750000.0
2004-11-08,2658,2658,2535,2633,24833,31395.0,9750000.0
2004-11-09,2592,2641,2560,2564,8263,30566.0,9750000.0
2004-11-10,2494,2576,2494,2510,45011,29932.0,9750000.0
2004-11-11,2543,2543,2347,2515,104230,29981.0,9750000.0
2004-11-12,2510,2531,2466,2523,39510,30079.0,9750000.0
2004-11-15,2519,2633,2519,2633,45881,31395.0,9750000.0
2004-11-16,2633,2699,2617,2645,43821,31541.0,9750000.0
2004-11-17,2645,2739,2617,2699,117193,32175.0,9750000.0
2004-11-18,2699,2748,2666,2699,45175,32175.0,9750000.0
2004-11-19,2699,2699,2600,2658,30425,31688.0,9750000.0
2004-11-22,2651,2651,2535,2580,17004,30761.0,9750000.0
2004-11-23,2580,2654,2580,2654,26694,31639.0,9750000.0
2004-11-24,2576,2658,2576,2650,25083,31590.0,9750000.0
2004-11-25,2658,2658,2576,2637,19995,31444.0,9750000.0
2004-11-26,2584,2690,2584,2600,17621,31005.0,9750000.0
2004-11-29,2617,2617,2478,2494,53133,29738.0,9750000.0
2004-11-30,2494,2527,2453,2519,29014,30030.0,9750000.0
2004-12-01,2535,2543,2494,2510,12132,29932.0,9750000.0
2004-12-02,2523,2568,2502,2519,19081,30030.0,9750000.0
2004-12-03,2543,2584,2494,2535,10509,30225.0,9750000.0
2004-12-06,2543,2576,2515,2515,21112,29981.0,9750000.0
2004-12-07,2515,2555,2466,2486,15899,29640.0,9750000.0
2004-12-08,2453,2453,2371,2453,42534,29250.0,9750000.0
2004-12-09,2453,2486,2421,2486,16199,29640.0,9750000.0
2004-12-10,2502,2519,2412,2478,19167,29542.0,9750000.0
2004-12-13,2371,2494,2367,2380,64128,28372.0,9750000.0
2004-12-14,2404,2404,2380,2388,4659,28470.0,9750000.0
2004-12-15,2388,2421,2347,2412,35815,28762.0,9750000.0
2004-12-16,2355,2478,2355,2470,65560,29445.0,9750000.0
2004-12-17,2470,2486,2404,2466,6255,29396.0,9750000.0
2004-12-20,2437,2494,2437,2486,41577,29640.0,9750000.0
2004-12-21,2478,2568,2478,2543,14994,30322.0,9750000.0
2004-12-22,2535,2576,2429,2535,12313,30225.0,9750000.0
2004-12-23,2535,2576,2478,2551,49481,30420.0,9750000.0
2004-12-24,2580,2580,2494,2531,2519,30176.0,9750000.0
2004-12-27,2535,2535,2478,2478,9157,29542.0,9750000.0
2004-12-28,2470,2478,2371,2445,15302,29152.0,9750000.0
2004-12-29,2408,2445,2384,2384,19351,28421.0,9750000.0
2004-12-30,2339,2412,2339,2384,8273,28421.0,9750000.0
2005-01-03,2412,2486,2412,2478,8387,29542.0,9750000.0
2005-01-04,2412,2470,2412,2445,8642,29152.0,9750000.0
2005-01-05,2421,2453,2371,2445,17631,29152.0,9750000.0
2005-01-06,2445,2735,2404,2735,241617,32614.0,9750000.0
2005-01-07,2780,2821,2629,2735,62452,32614.0,9750000.0
2005-01-10,2748,2789,2711,2756,39696,32858.0,9750000.0
2005-01-11,2731,2850,2650,2846,95918,33930.0,9750000.0
2005-01-12,2768,2858,2768,2854,77554,34028.0,9750000.0
2005-01-13,2846,2883,2780,2870,41791,34222.0,9750000.0
2005-01-14,2825,2887,2756,2862,170408,34125.0,9750000.0
2005-01-17,2883,3067,2878,3067,149908,36562.0,9750000.0
2005-01-18,3067,3091,2985,3001,43115,35782.0,9750000.0
2005-01-19,3001,3030,2944,3026,117359,36075.0,9750000.0
2005-01-20,3099,3099,2903,3017,72714,35978.0,9750000.0
2005-01-21,3017,3017,2932,3009,89656,35880.0,9750000.0
2005-01-24,2960,3144,2960,3026,135000,36075.0,9750000.0
2005-01-25,3054,3054,2870,2907,61885,34661.0,9750000.0
2005-01-26,2944,3067,2895,2903,94861,34612.0,9750000.0
2005-01-27,2903,2977,2862,2944,132543,35100.0,9750000.0
2005-01-28,2944,2973,2903,2968,39203,35392.0,9750000.0
2005-01-31,3030,3140,2960,3107,121196,37050.0,9750000.0
2005-02-01,3107,3161,3038,3038,71029,36221.0,9750000.0
2005-02-02,3042,3042,2968,3026,96654,36075.0,9750000.0
2005-02-03,3017,3017,2903,2956,134822,35246.0,9750000.0
2005-02-04,2989,3124,2985,3009,481083,35880.0,9750000.0
2005-02-07,3107,3267,3009,3263,374906,38902.0,9750000.0
2005-02-11,3263,3475,3189,3336,248228,39780.0,9750000.0
2005-02-14,3353,3418,3238,3246,216723,38708.0,9750000.0
2005-02-15,3312,3328,3107,3157,181236,37635.0,9750000.0
2005-02-16,3222,3435,3107,3394,408877,40462.0,9750000.0
2005-02-17,3435,3598,3271,3496,640431,41681.0,9750000.0
2005-02-18,3533,3594,3484,3557,297477,42412.0,9750000.0
2005-02-21,3582,3614,3435,3471,175183,41389.0,9750000.0
2005-02-22,3390,3512,3312,3377,187724,40268.0,9750000.0
2005-02-23,3291,3394,3210,3394,146668,40462.0,9750000.0
2005-02-24,3406,3516,3353,3361,265631,40072.0,9750000.0
2005-02-25,3422,3492,3312,3451,250952,41145.0,9750000.0
2005-02-28,3516,3704,3410,3516,310832,41925.0,9750000.0
2005-03-02,3500,3602,3398,3406,117131,40609.0,9750000.0
2005-03-03,3406,3471,3287,3353,92282,39975.0,9750000.0
2005-03-04,3275,3394,3189,3304,84891,39390.0,9750000.0
2005-03-07,3238,3287,3067,3095,166901,36904.0,9750000.0
2005-03-08,3148,3161,2903,3054,82387,36416.0,9750000.0
2005-03-09,3001,3107,2944,3067,69135,36562.0,9750000.0
2005-03-10,2985,3083,2973,2973,59154,35441.0,9750000.0
2005-03-11,2973,3042,2956,3026,99391,36075.0,9750000.0
2005-03-14,2997,3067,2944,3026,95549,36075.0,9750000.0
2005-03-15,3026,3067,2907,2944,51891,35100.0,9750000.0
2005-03-16,2878,2968,2870,2915,151263,34759.0,9750000.0
2005-03-17,2870,2977,2846,2915,95687,34759.0,9750000.0
2005-03-18,2944,2973,2883,2883,46107,34369.0,9750000.0
