웨이브일렉트로(095270),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-01-24,3380,3500,3350,3460,64274,34488.0,9967500.0
2008-01-25,3560,3840,3515,3800,159277,37876.0,9967500.0
2008-01-28,3800,3870,3505,3505,79656,34936.0,9967500.0
2008-01-29,3585,3585,3400,3410,45210,33989.0,9967500.0
2008-01-30,3450,3455,2900,3090,218659,30800.0,9967500.0
2008-01-31,3090,3180,2960,3165,43424,31547.0,9967500.0
2008-02-01,3175,3240,3150,3200,46970,31896.0,9967500.0
2008-02-04,3210,3350,3200,3285,40850,32743.0,9967500.0
2008-02-05,3325,3350,3215,3340,25318,33291.0,9967500.0
2008-02-11,3315,3315,3200,3275,35746,32644.0,9967500.0
2008-02-12,3205,3370,3205,3280,28469,32693.0,9967500.0
2008-02-13,3300,3350,3280,3290,39835,32793.0,9967500.0
2008-02-14,3365,3380,3195,3195,72349,31846.0,9967500.0
2008-02-15,3195,3270,3155,3270,20229,32594.0,9967500.0
2008-02-18,3300,3370,3280,3280,30130,32693.0,9967500.0
2008-02-19,3245,3355,3245,3315,33365,33042.0,9967500.0
2008-02-20,3315,3335,3230,3250,29380,32394.0,9967500.0
2008-02-21,3260,3300,3150,3185,50281,31746.0,9967500.0
2008-02-22,3185,3215,3150,3180,67425,31697.0,9967500.0
2008-02-25,3260,3260,3110,3195,32834,31846.0,9967500.0
2008-02-26,3245,3245,3005,3050,56560,30401.0,9967500.0
2008-02-27,3060,3145,3050,3120,46909,31099.0,9967500.0
2008-02-28,3120,3280,3080,3245,72046,32345.0,9967500.0
2008-02-29,3205,3300,3145,3145,44077,31348.0,9967500.0
2008-03-03,3145,3190,3130,3165,32696,31547.0,9967500.0
2008-03-04,3225,3500,3200,3320,128264,33092.0,9967500.0
2008-03-05,3280,3420,3220,3220,66985,32095.0,9967500.0
2008-03-06,3290,3450,3270,3340,70492,33291.0,9967500.0
2008-03-07,3200,3250,3120,3205,95505,31946.0,9967500.0
2008-03-10,3150,3280,3000,3100,50948,30899.0,9967500.0
2008-03-11,3030,3105,3000,3075,40980,30650.0,9967500.0
2008-03-12,3150,3150,3050,3050,52891,30401.0,9967500.0
2008-03-13,3000,3100,2960,3010,28116,30002.0,9967500.0
2008-03-14,2995,3120,2960,3000,24145,29902.0,9967500.0
2008-03-17,2955,2990,2880,2910,47623,29005.0,9967500.0
2008-03-18,2945,2945,2790,2790,54817,27809.0,9967500.0
2008-03-19,2900,2900,2710,2800,51877,27909.0,9967500.0
2008-03-20,2790,2800,2700,2750,52937,27411.0,9967500.0
2008-03-21,2790,2830,2740,2820,39230,28108.0,9967500.0
2008-03-24,2845,2945,2815,2920,60038,29105.0,9967500.0
2008-03-25,2950,2970,2835,2880,80557,28706.0,9967500.0
2008-03-26,2945,2945,2800,2860,28029,28507.0,9967500.0
2008-03-27,2900,2900,2780,2850,26031,28407.0,9967500.0
2008-03-28,2800,3015,2800,2980,33661,29703.0,9967500.0
2008-03-31,3000,3040,2960,3005,32933,29952.0,9967500.0
2008-04-01,2955,3050,2955,3000,37327,29902.0,9967500.0
2008-04-02,3100,3400,3100,3310,141579,32992.0,9967500.0
2008-04-03,3310,3420,3245,3280,113220,32693.0,9967500.0
2008-04-04,3255,3375,3180,3315,66990,33042.0,9967500.0
2008-04-07,3305,3385,3300,3375,84463,33640.0,9967500.0
2008-04-08,3355,3430,3310,3430,55089,34189.0,9967500.0
2008-04-10,3385,3560,3385,3560,59728,35484.0,9967500.0
2008-04-11,3550,3560,3460,3540,36687,35285.0,9967500.0
2008-04-14,3470,3600,3340,3395,40930,33840.0,9967500.0
2008-04-15,3500,3500,3335,3460,15650,34488.0,9967500.0
2008-04-16,3440,3550,3440,3485,14641,34737.0,9967500.0
2008-04-17,3570,3570,3450,3490,17168,34787.0,9967500.0
2008-04-18,3450,3530,3300,3440,20119,34288.0,9967500.0
2008-04-21,3450,3450,3215,3300,64155,32893.0,9967500.0
2008-04-22,3260,3385,3200,3300,86002,32893.0,9967500.0
2008-04-23,3345,3345,3180,3275,43902,32644.0,9967500.0
2008-04-24,3295,3295,3170,3205,47283,31946.0,9967500.0
2008-04-25,3205,3245,3180,3230,17541,32195.0,9967500.0
2008-04-28,3245,3245,3185,3200,16803,31896.0,9967500.0
2008-04-29,3215,3215,3130,3200,21078,31896.0,9967500.0
2008-04-30,3200,3200,3095,3100,20434,30899.0,9967500.0
2008-05-02,3155,3155,3040,3155,11283,31447.0,9967500.0
2008-05-06,3100,3250,3100,3250,19150,32394.0,9967500.0
2008-05-07,3250,3295,3200,3250,18602,32394.0,9967500.0
2008-05-08,3180,3280,3150,3260,21577,32494.0,9967500.0
2008-05-09,3260,3290,3140,3270,7358,32594.0,9967500.0
2008-05-13,3265,3280,3250,3270,28679,32594.0,9967500.0
2008-05-14,3270,3335,3270,3320,20886,33092.0,9967500.0
2008-05-15,3350,3395,3250,3350,80355,33391.0,9967500.0
2008-05-16,3350,3520,3350,3410,62983,33989.0,9967500.0
2008-05-19,3420,3480,3360,3450,30950,34388.0,9967500.0
2008-05-20,3470,3470,3310,3405,19282,33939.0,9967500.0
2008-05-21,3450,3450,3300,3415,27291,34039.0,9967500.0
2008-05-22,3325,3410,3325,3350,27079,33391.0,9967500.0
2008-05-23,3370,3390,3330,3345,12874,33341.0,9967500.0
2008-05-26,3345,3435,3220,3300,12685,32893.0,9967500.0
2008-05-27,3115,3345,3115,3270,19564,32594.0,9967500.0
2008-05-28,3260,3340,3215,3300,38190,32893.0,9967500.0
2008-05-29,3340,3395,3285,3320,15961,33092.0,9967500.0
2008-05-30,3305,3385,3300,3330,24793,33192.0,9967500.0
2008-06-02,3400,3400,3200,3320,39656,33092.0,9967500.0
2008-06-03,3305,3345,3250,3260,14598,32494.0,9967500.0
2008-06-04,3270,3510,3270,3455,75432,34438.0,9967500.0
2008-06-05,3500,3530,3410,3465,49404,34537.0,9967500.0
2008-06-09,3410,3480,3330,3480,40608,34687.0,9967500.0
2008-06-10,3455,3550,3445,3470,52221,34587.0,9967500.0
2008-06-11,3480,3750,3480,3720,164582,37079.0,9967500.0
2008-06-12,3720,3720,3615,3615,118828,36033.0,9967500.0
2008-06-13,3650,3940,3540,3600,416546,35883.0,9967500.0
2008-06-16,3670,3730,3510,3520,97126,35086.0,9967500.0
2008-06-17,3525,3575,3420,3420,68688,34089.0,9967500.0
2008-06-18,3470,3535,3360,3500,38842,34886.0,9967500.0
2008-06-19,3500,3580,3405,3470,33179,34587.0,9967500.0
2008-06-20,3540,3540,3420,3430,22838,34189.0,9967500.0
2008-06-23,3385,3385,3200,3250,63923,32394.0,9967500.0
2008-06-24,3220,3340,3205,3230,47766,32195.0,9967500.0
2008-06-25,3210,3275,3170,3240,59965,32295.0,9967500.0
2008-06-26,3240,3275,3200,3200,29221,31896.0,9967500.0
2008-06-27,3145,3170,2720,3130,81807,31198.0,9967500.0
2008-06-30,3025,3140,3010,3010,29328,30002.0,9967500.0
2008-07-01,3010,3130,3010,3100,16197,30899.0,9967500.0
2008-07-02,3145,3145,2950,3070,24201,30600.0,9967500.0
2008-07-03,3095,3095,2950,3035,20005,30251.0,9967500.0
2008-07-04,3120,3130,2975,3040,6858,30301.0,9967500.0
2008-07-07,3100,3100,2930,3005,6921,29952.0,9967500.0
2008-07-08,3075,3250,3020,3200,72203,31896.0,9967500.0
2008-07-09,3205,3240,3020,3080,31536,30700.0,9967500.0
2008-07-10,3140,3140,3040,3125,33157,31148.0,9967500.0
2008-07-11,3175,3245,3110,3245,31035,32345.0,9967500.0
2008-07-14,3245,3300,3200,3285,28445,32743.0,9967500.0
2008-07-15,3300,3300,3100,3170,31120,31597.0,9967500.0
2008-07-16,3210,3210,3010,3110,17317,30999.0,9967500.0
2008-07-17,3135,3145,3030,3075,11330,30650.0,9967500.0
2008-07-18,3000,3100,3000,3100,53052,30899.0,9967500.0
2008-07-21,3130,3130,3040,3090,17799,30800.0,9967500.0
2008-07-22,3150,3150,3060,3120,16420,31099.0,9967500.0
2008-07-23,3120,3120,3040,3075,7148,30650.0,9967500.0
2008-07-24,3075,3300,3075,3165,14180,31547.0,9967500.0
2008-07-25,3200,3250,3100,3100,6561,30899.0,9967500.0
2008-07-28,3160,3160,3085,3105,22420,30949.0,9967500.0
2008-07-29,3105,3185,3000,3075,12369,30650.0,9967500.0
2008-07-30,3120,3120,3000,3050,16476,30401.0,9967500.0
2008-07-31,3075,3080,2980,3030,13846,30202.0,9967500.0
2008-08-01,3070,3070,2925,3045,10677,30351.0,9967500.0
2008-08-04,3075,3075,2910,3010,20252,30002.0,9967500.0
2008-08-05,3025,3045,2830,2945,1957,29354.0,9967500.0
2008-08-06,2990,2990,2810,2910,9539,29005.0,9967500.0
2008-08-07,2990,2990,2850,2990,10146,29803.0,9967500.0
2008-08-08,3000,3000,2915,2980,5308,29703.0,9967500.0
2008-08-11,3000,3015,2950,2985,11238,29753.0,9967500.0
2008-08-12,3000,3000,2880,2955,15293,29454.0,9967500.0
2008-08-13,2980,2980,2900,2940,6925,29304.0,9967500.0
2008-08-14,2965,2965,2710,2815,13763,28059.0,9967500.0
2008-08-18,2775,2845,2700,2840,31719,28308.0,9967500.0
2008-08-19,2850,2950,2710,2830,9607,28208.0,9967500.0
2008-08-20,2915,2915,2455,2650,15996,26414.0,9967500.0
2008-08-21,2745,2745,2500,2500,19109,24919.0,9967500.0
2008-08-22,2505,2565,2360,2565,13509,25567.0,9967500.0
2008-08-25,2590,2590,2500,2580,5328,25716.0,9967500.0
2008-08-26,2590,2600,2480,2575,8389,25666.0,9967500.0
2008-08-27,2590,2600,2505,2580,21697,25716.0,9967500.0
2008-08-28,2595,2810,2470,2600,43720,25916.0,9967500.0
2008-08-29,2645,2645,2525,2625,8107,26165.0,9967500.0
2008-09-01,2580,2645,2410,2410,41205,24022.0,9967500.0
2008-09-02,2550,2550,2320,2410,21092,24022.0,9967500.0
2008-09-03,2500,2500,2345,2415,30167,24072.0,9967500.0
2008-09-04,2525,2730,2370,2710,9863,27012.0,9967500.0
2008-09-05,2550,2720,2500,2700,5634,26912.0,9967500.0
2008-09-08,2750,2750,2540,2695,24474,26862.0,9967500.0
2008-09-09,2665,2740,2600,2680,13667,26713.0,9967500.0
2008-09-10,2560,2700,2560,2695,15384,26862.0,9967500.0
2008-09-11,2695,2750,2655,2735,3880,27261.0,9967500.0
2008-09-12,2745,2745,2645,2730,7353,27211.0,9967500.0
2008-09-16,2545,2690,2325,2340,126194,23324.0,9967500.0
2008-09-17,2385,2500,2370,2460,14569,24520.0,9967500.0
2008-09-18,2320,2430,2320,2330,21716,23224.0,9967500.0
2008-09-19,2425,2480,2320,2450,9581,24420.0,9967500.0
2008-09-22,2495,2495,2345,2390,3975,23822.0,9967500.0
2008-09-23,2390,2390,2100,2335,48496,23274.0,9967500.0
2008-09-24,2265,2345,2240,2300,17170,22925.0,9967500.0
2008-09-25,2310,2330,2260,2325,8561,23174.0,9967500.0
2008-09-26,2330,2350,2150,2200,24811,21928.0,9967500.0
2008-09-29,2305,2530,2300,2530,133479,25218.0,9967500.0
2008-09-30,2470,2470,2210,2210,122907,22028.0,9967500.0
2008-10-01,2300,2540,2215,2310,69370,23025.0,9967500.0
2008-10-02,2325,2420,2150,2250,29365,22427.0,9967500.0
2008-10-06,2185,2250,2000,2010,51136,20035.0,9967500.0
2008-10-07,2005,2085,1900,2000,44130,19935.0,9967500.0
2008-10-08,1920,2110,1860,1860,54607,18540.0,9967500.0
2008-10-09,1615,1950,1615,1780,62617,17742.0,9967500.0
2008-10-10,1710,1885,1565,1680,38990,16745.0,9967500.0
2008-10-13,1680,1795,1680,1755,24592,17493.0,9967500.0
2008-10-14,1810,1930,1810,1915,13485,19088.0,9967500.0
2008-10-15,1870,1930,1840,1930,15221,19237.0,9967500.0
2008-10-16,1810,1895,1750,1810,20451,18041.0,9967500.0
2008-10-17,1810,2080,1740,1940,51760,19337.0,9967500.0
2008-10-20,2015,2015,1850,1895,23854,18888.0,9967500.0
2008-10-21,1955,2100,1825,2050,48365,20433.0,9967500.0
2008-10-22,2100,2130,1800,1850,26805,18440.0,9967500.0
2008-10-23,1805,1940,1700,1830,4739,18241.0,9967500.0
2008-10-24,1710,1830,1560,1650,47821,16446.0,9967500.0
2008-10-27,1405,1630,1405,1445,75845,14403.0,9967500.0
2008-10-28,1350,1545,1350,1540,34090,15350.0,9967500.0
2008-10-29,1560,1650,1510,1600,71962,15948.0,9967500.0
2008-10-30,1445,1795,1445,1765,19353,17593.0,9967500.0
2008-10-31,1815,1815,1665,1775,4585,17692.0,9967500.0
2008-11-03,1835,1835,1720,1790,12356,17842.0,9967500.0
2008-11-04,1830,1830,1800,1830,2852,18241.0,9967500.0
2008-11-05,1805,1950,1790,1900,43281,18938.0,9967500.0
2008-11-06,1760,1980,1760,1815,22918,18091.0,9967500.0
2008-11-07,1830,1850,1710,1850,11963,18440.0,9967500.0
2008-11-10,1995,1995,1815,1850,3656,18440.0,9967500.0
2008-11-11,1710,1995,1710,1850,11860,18440.0,9967500.0
2008-11-12,1890,1890,1800,1850,3565,18440.0,9967500.0
2008-11-13,1735,1840,1735,1825,10040,18191.0,9967500.0
2008-11-14,1850,1980,1805,1850,5152,18440.0,9967500.0
2008-11-17,1810,1900,1765,1800,18255,17942.0,9967500.0
2008-11-18,1865,1865,1750,1835,897,18290.0,9967500.0
2008-11-19,1755,1835,1655,1800,14757,17942.0,9967500.0
2008-11-20,1825,1825,1610,1715,17651,17094.0,9967500.0
2008-11-21,1700,1710,1655,1710,20357,17044.0,9967500.0
2008-11-24,1750,1750,1730,1730,12,17244.0,9967500.0
2008-11-25,1730,1735,1670,1715,12692,17094.0,9967500.0
2008-11-26,1740,1740,1550,1720,11900,17144.0,9967500.0
2008-11-27,1720,1720,1600,1695,21593,16895.0,9967500.0
2008-11-28,1715,1715,1635,1695,3797,16895.0,9967500.0
2008-12-01,1620,1740,1620,1720,9531,17144.0,9967500.0
2008-12-02,1685,1685,1620,1650,3196,16446.0,9967500.0
2008-12-03,1750,1750,1650,1700,1278,16945.0,9967500.0
2008-12-04,1700,1740,1640,1700,6001,16945.0,9967500.0
2008-12-05,1700,1700,1655,1690,295,16845.0,9967500.0
2008-12-08,1700,1800,1650,1770,29923,17642.0,9967500.0
2008-12-09,1840,1840,1675,1810,14771,18041.0,9967500.0
2008-12-10,1840,1840,1705,1835,1937,18290.0,9967500.0
2008-12-11,1845,1900,1760,1895,11694,18888.0,9967500.0
2008-12-12,1900,1900,1770,1850,542,18440.0,9967500.0
2008-12-15,1940,1940,1800,1860,9977,18540.0,9967500.0
2008-12-16,1860,1940,1860,1925,2005,19187.0,9967500.0
2008-12-17,1945,1975,1930,1970,18716,19636.0,9967500.0
2008-12-18,2035,2035,1920,2000,7560,19935.0,9967500.0
2008-12-19,1930,2035,1930,1980,561,19736.0,9967500.0
2008-12-22,2030,2030,1855,1925,33384,19187.0,9967500.0
2008-12-23,1900,1955,1800,1920,8530,19138.0,9967500.0
2008-12-24,1920,1925,1855,1925,712,19187.0,9967500.0
2008-12-26,1925,2130,1925,2070,30349,20633.0,9967500.0
2008-12-29,2080,2190,1950,2140,11913,21330.0,9967500.0
2008-12-30,2225,2225,2050,2090,5766,20832.0,9967500.0
2009-01-02,2170,2170,2035,2165,5795,21580.0,9967500.0
2009-01-05,2060,2200,2060,2185,12419,21779.0,9967500.0
2009-01-06,2100,2300,2100,2170,40398,21629.0,9967500.0
2009-01-07,2120,2230,2120,2170,2164,21629.0,9967500.0
2009-01-08,2125,2200,2110,2165,1032,21580.0,9967500.0
2009-01-09,2075,2170,2075,2160,2323,21530.0,9967500.0
2009-01-12,2055,2190,2055,2130,531,21231.0,9967500.0
2009-01-13,2035,2100,2000,2070,1340,20633.0,9967500.0
2009-01-14,2100,2120,2010,2120,21457,21131.0,9967500.0
2009-01-15,2005,2110,1900,1930,2525,19237.0,9967500.0
2009-01-16,1995,2000,1940,2000,7214,19935.0,9967500.0
2009-01-19,2085,2085,2000,2085,8183,20782.0,9967500.0
2009-01-20,2085,2090,2010,2085,298,20782.0,9967500.0
2009-01-21,2085,2090,1980,2090,17325,20832.0,9967500.0
2009-01-22,2030,2140,2030,2100,5347,20932.0,9967500.0
2009-01-23,2100,2150,2035,2140,4109,21330.0,9967500.0
2009-01-28,2180,2180,2085,2175,5392,21679.0,9967500.0
2009-01-29,2155,2160,2110,2160,9036,21530.0,9967500.0
2009-01-30,2110,2200,2090,2200,6391,21928.0,9967500.0
2009-02-02,2220,2340,2205,2320,10219,23125.0,9967500.0
2009-02-03,2220,2335,2220,2295,205,22875.0,9967500.0
2009-02-04,2225,2330,2150,2245,4612,22377.0,9967500.0
2009-02-05,2170,2300,2140,2260,3311,22527.0,9967500.0
2009-02-06,2175,2315,2170,2170,5896,21629.0,9967500.0
2009-02-09,2155,2265,2155,2240,3973,22327.0,9967500.0
2009-02-10,2240,2290,2170,2255,5515,22477.0,9967500.0
2009-02-11,2150,2275,2110,2230,1763,22228.0,9967500.0
2009-02-12,2230,2400,2220,2370,18730,23623.0,9967500.0
2009-02-13,2400,2400,2280,2330,1280,23224.0,9967500.0
2009-02-16,2330,2400,2300,2395,20567,23872.0,9967500.0
2009-02-17,2500,2500,2250,2250,7569,22427.0,9967500.0
2009-02-18,2240,2365,2240,2360,9665,23523.0,9967500.0
2009-02-19,2240,2470,2235,2470,15455,24620.0,9967500.0
2009-02-20,2310,2495,2310,2465,2186,24570.0,9967500.0
2009-02-23,2500,2500,2370,2445,1646,24371.0,9967500.0
2009-02-24,2445,2445,2310,2425,2605,24171.0,9967500.0
2009-02-25,2320,2500,2310,2420,4655,24121.0,9967500.0
2009-02-26,2440,2440,2335,2400,650,23922.0,9967500.0
2009-02-27,2400,2445,2285,2390,4758,23822.0,9967500.0
2009-03-02,2305,2430,2280,2375,4813,23673.0,9967500.0
2009-03-03,2420,2420,2215,2370,568,23623.0,9967500.0
2009-03-04,2390,2390,2200,2350,7008,23424.0,9967500.0
2009-03-05,2380,2380,2245,2325,3196,23174.0,9967500.0
2009-03-06,2320,2350,2000,2320,16907,23125.0,9967500.0
2009-03-09,2380,2390,2285,2320,4259,23125.0,9967500.0
2009-03-10,2390,2390,2240,2370,2370,23623.0,9967500.0
2009-03-11,2390,2450,2295,2400,12871,23922.0,9967500.0
2009-03-12,2430,2450,2255,2400,26361,23922.0,9967500.0
2009-03-13,2450,2485,2410,2440,35681,24321.0,9967500.0
2009-03-16,2485,2490,2390,2435,7274,24271.0,9967500.0
2009-03-17,2435,2480,2360,2370,8157,23623.0,9967500.0
2009-03-18,2415,2455,2375,2420,13476,24121.0,9967500.0
2009-03-19,2475,2475,2320,2380,1075,23723.0,9967500.0
2009-03-20,2430,2430,2355,2400,4885,23922.0,9967500.0
2009-03-23,2400,2740,2400,2495,139030,24869.0,9967500.0
2009-03-24,2650,2650,2530,2530,35996,25218.0,9967500.0
2009-03-25,2540,2600,2425,2590,16453,25816.0,9967500.0
2009-03-26,2605,2605,2520,2555,10315,25467.0,9967500.0
2009-03-27,2555,2600,2450,2565,6583,25567.0,9967500.0
2009-03-30,2495,2600,2400,2470,10484,24620.0,9967500.0
2009-03-31,2500,2535,2400,2500,6435,24919.0,9967500.0
2009-04-01,2550,2560,2450,2530,18654,25218.0,9967500.0
2009-04-02,2575,2575,2255,2530,58854,25218.0,9967500.0
2009-04-03,2565,2565,2410,2500,11341,24919.0,9967500.0
2009-04-06,2500,2565,2465,2520,57244,25118.0,9967500.0
2009-04-07,2575,2575,2480,2525,15468,25168.0,9967500.0
2009-04-08,2570,2570,2460,2525,3158,25168.0,9967500.0
2009-04-09,2550,2560,2470,2550,83630,25417.0,9967500.0
2009-04-10,2580,2930,2525,2930,249373,29205.0,9967500.0
2009-04-13,3290,3335,3065,3100,84600,30899.0,9967500.0
2009-04-14,3185,3565,3100,3565,182888,35534.0,9967500.0
2009-04-15,3540,4070,3205,3675,179153,36631.0,9967500.0
2009-04-16,3670,3990,3600,3700,84501,36880.0,9967500.0
2009-04-17,3735,3815,3585,3750,99712,37378.0,9967500.0
2009-04-20,3710,3750,3485,3700,67604,36880.0,9967500.0
2009-04-21,3470,3925,3470,3870,155873,38574.0,9967500.0
2009-04-22,4100,4240,3850,3950,331514,39372.0,9967500.0
2009-04-23,3920,3920,3500,3685,112138,36730.0,9967500.0
2009-04-24,3690,3690,3400,3490,57954,34787.0,9967500.0
2009-04-27,3575,3575,3235,3235,66933,32245.0,9967500.0
2009-04-28,3235,3360,2880,3050,81584,30401.0,9967500.0
2009-04-29,3160,3160,2990,3080,29588,30700.0,9967500.0
2009-04-30,3120,3270,3120,3245,40083,32345.0,9967500.0
2009-05-04,3255,3290,3000,3090,26007,30800.0,9967500.0
2009-05-06,3100,3170,2985,3135,32672,31248.0,9967500.0
2009-05-07,3130,3235,3080,3195,65721,31846.0,9967500.0
2009-05-08,3260,3550,3200,3255,33547,32444.0,9967500.0
2009-05-11,3310,3310,3000,3150,30275,31398.0,9967500.0
2009-05-12,3250,3250,3050,3110,25804,30999.0,9967500.0
2009-05-13,3110,3190,3065,3130,25552,31198.0,9967500.0
2009-05-14,3100,3125,2945,3010,81191,30002.0,9967500.0
2009-05-15,3025,3060,2935,2935,33100,29255.0,9967500.0
2009-05-18,2985,2985,2910,2930,17501,29205.0,9967500.0
2009-05-19,2930,2980,2865,2900,52267,28906.0,9967500.0
2009-05-20,2905,2970,2860,2950,72426,29404.0,9967500.0
2009-05-21,3000,3000,2855,2890,39725,28806.0,9967500.0
2009-05-22,2890,2990,2825,2875,28957,28657.0,9967500.0
2009-05-25,2875,2930,2445,2700,224211,26912.0,9967500.0
2009-05-26,2700,2700,2560,2640,45982,26314.0,9967500.0
2009-05-27,2640,2730,2585,2640,43994,26314.0,9967500.0
2009-05-28,2605,2680,2560,2585,31051,25766.0,9967500.0
