심텍(222800),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2016-02-19,7510,7630,7400,7610,415679,167005.0,21945415.0
2016-02-22,7600,7990,7510,7870,647632,172710.0,21945415.0
2016-02-23,7980,8080,7750,7770,329132,170516.0,21945415.0
2016-02-24,7780,7910,7650,7910,228970,173588.0,21945415.0
2016-02-25,7860,8070,7830,7910,231155,173588.0,21945415.0
2016-02-26,7920,8050,7820,7920,189302,173808.0,21945415.0
2016-02-29,8030,8050,7770,7920,181053,173808.0,21945415.0
2016-03-02,7910,8040,7870,7870,175843,172710.0,21945415.0
2016-03-03,7900,7900,7630,7780,314651,170735.0,21945415.0
2016-03-04,7780,8030,7760,8000,200874,175563.0,21945415.0
2016-03-07,7970,8520,7970,8500,473271,186536.0,21945415.0
2016-03-08,8550,8650,8250,8350,246868,183244.0,21945415.0
2016-03-09,8300,8590,8210,8290,271208,181927.0,21945415.0
2016-03-10,8250,8280,8130,8280,164615,181708.0,21945415.0
2016-03-11,8250,8260,7920,7960,235885,174686.0,21945415.0
2016-03-14,8030,8030,7840,7980,117410,175124.0,21945415.0
2016-03-15,8070,8380,7970,7970,389615,174905.0,21945415.0
2016-03-16,8040,8040,7630,7680,312447,168541.0,21945415.0
2016-03-17,7710,7830,7500,7600,223268,166785.0,21945415.0
2016-03-18,7660,7660,7400,7490,300910,164371.0,21945415.0
2016-03-21,7510,7610,7480,7510,100495,164810.0,21945415.0
2016-03-22,7560,7560,7340,7410,134805,162616.0,21945415.0
2016-03-23,7430,7640,7350,7480,156905,164152.0,21945415.0
2016-03-24,7480,7670,7440,7530,149498,165249.0,21945415.0
2016-03-25,7530,7540,7290,7300,182208,160202.0,21945415.0
2016-03-28,7350,7370,7120,7160,96950,157129.0,21945415.0
2016-03-29,7120,7310,7120,7310,118464,160421.0,21945415.0
2016-03-30,7410,7810,7350,7800,426483,171174.0,21945415.0
2016-03-31,7850,7920,7640,7800,176978,171174.0,21945415.0
2016-04-01,7840,8100,7680,7910,227556,173588.0,21945415.0
2016-04-04,8090,8470,8080,8240,575312,180830.0,21945415.0
2016-04-05,8260,8520,8050,8150,362735,178855.0,21945415.0
2016-04-06,8020,8170,7910,7980,177055,175124.0,21945415.0
2016-04-07,8020,8140,7820,8020,185646,176002.0,21945415.0
2016-04-08,8000,8270,7920,8270,147681,181489.0,21945415.0
2016-04-11,8300,8570,8200,8560,274495,187853.0,21945415.0
2016-04-12,8570,8570,8360,8410,169263,184561.0,21945415.0
2016-04-14,8480,8510,8230,8260,136394,181269.0,21945415.0
2016-04-15,8230,8350,8070,8260,116604,181269.0,21945415.0
2016-04-18,8220,8500,8210,8310,150031,182366.0,21945415.0
2016-04-19,8360,8410,8170,8200,122078,179952.0,21945415.0
2016-04-20,8150,8220,7930,7940,302468,174247.0,21945415.0
2016-04-21,7940,8090,7860,8020,151768,176002.0,21945415.0
2016-04-22,8020,8040,7970,8000,56090,175563.0,21945415.0
2016-04-25,7980,7990,7730,7760,163058,170296.0,21945415.0
2016-04-26,7730,8040,7700,7980,126502,175124.0,21945415.0
2016-04-27,8030,8100,7950,7960,89235,174686.0,21945415.0
2016-04-28,7970,8050,7830,7830,113851,171833.0,21945415.0
2016-04-29,7830,7920,7730,7780,128392,170735.0,21945415.0
2016-05-02,7800,7850,7680,7700,58289,168980.0,21945415.0
2016-05-03,7750,7810,7620,7660,67453,168102.0,21945415.0
2016-05-04,7660,7680,7410,7540,172956,165468.0,21945415.0
2016-05-09,7580,7580,7270,7300,96696,160202.0,21945415.0
2016-05-10,7300,7420,7290,7380,108495,161957.0,21945415.0
2016-05-11,7680,7930,7530,7790,847546,170955.0,21945415.0
2016-05-12,7790,7800,7650,7650,130786,167882.0,21945415.0
2016-05-13,7650,7700,7420,7450,138104,163493.0,21945415.0
2016-05-16,7450,7500,7280,7290,120612,159982.0,21945415.0
2016-05-17,7330,7360,7150,7210,116014,158226.0,21945415.0
2016-05-18,7200,7200,6970,7070,141424,155154.0,21945415.0
2016-05-19,7080,7150,6990,7050,71462,154715.0,21945415.0
2016-05-20,7020,7080,6910,7030,116396,154276.0,21945415.0
2016-05-23,7040,7080,6900,6950,121765,152521.0,21945415.0
2016-05-24,6910,6970,6800,6860,93450,150546.0,21945415.0
2016-05-25,6900,7120,6890,7000,170226,153618.0,21945415.0
2016-05-26,7090,7110,6850,6850,129924,150326.0,21945415.0
2016-05-27,6850,6890,6700,6770,160458,148570.0,21945415.0
2016-05-30,6730,6870,6730,6800,141250,149229.0,21945415.0
2016-05-31,6780,6860,6610,6610,298220,145059.0,21945415.0
2016-06-01,6680,6890,6640,6870,262723,150765.0,21945415.0
2016-06-02,6920,6970,6790,6790,168873,149009.0,21945415.0
2016-06-03,6850,7050,6840,6950,210606,152521.0,21945415.0
2016-06-07,6990,7230,6980,7170,315560,157349.0,21945415.0
2016-06-08,7190,7220,7090,7100,141882,155812.0,21945415.0
2016-06-09,7190,7190,7000,7140,120443,156690.0,21945415.0
2016-06-10,7130,7180,7040,7140,92115,156690.0,21945415.0
2016-06-13,7060,7150,7010,7060,97235,154935.0,21945415.0
2016-06-14,7040,7060,6860,6990,90228,153398.0,21945415.0
2016-06-15,6990,7030,6910,6950,123360,152521.0,21945415.0
2016-06-16,6990,6990,6700,6860,160287,150546.0,21945415.0
2016-06-17,6900,7040,6800,6840,135610,150107.0,21945415.0
2016-06-20,6890,7310,6890,7280,361755,159763.0,21945415.0
2016-06-21,7320,7340,7180,7280,215252,159763.0,21945415.0
2016-06-22,7290,7650,7290,7630,384529,167444.0,21945415.0
2016-06-23,7680,7770,7500,7690,274917,168760.0,21945415.0
2016-06-24,7790,7790,7070,7210,544844,158226.0,21945415.0
2016-06-27,7120,7500,7030,7480,232485,164152.0,21945415.0
2016-06-28,7460,7640,7360,7590,193964,166566.0,21945415.0
2016-06-29,7700,7840,7620,7720,260449,169419.0,21945415.0
2016-06-30,7730,7940,7730,7750,274579,170077.0,21945415.0
2016-07-01,7820,7920,7770,7800,169970,171174.0,21945415.0
2016-07-04,7860,7890,7740,7740,125450,169858.0,21945415.0
2016-07-05,7720,7740,7540,7600,137381,166785.0,21945415.0
2016-07-06,7600,7630,7440,7490,141419,164371.0,21945415.0
2016-07-07,7550,7880,7530,7870,202312,172710.0,21945415.0
2016-07-08,7970,7970,7670,7710,218427,169199.0,21945415.0
2016-07-11,7790,7800,7650,7760,165027,170296.0,21945415.0
2016-07-12,7820,7930,7710,7750,233709,170077.0,21945415.0
2016-07-13,7760,8050,7750,8010,385231,175783.0,21945415.0
2016-07-14,8090,8140,7930,8110,320646,177977.0,21945415.0
2016-07-15,8170,8170,8030,8100,176414,177758.0,21945415.0
2016-07-18,8090,8120,7870,7960,251613,174686.0,21945415.0
2016-07-19,8000,8040,7870,7990,149005,175344.0,21945415.0
2016-07-20,8010,8230,7960,8230,252339,180611.0,21945415.0
2016-07-21,8240,8310,8100,8110,256536,177977.0,21945415.0
2016-07-22,8090,8090,7930,7930,193024,174027.0,21945415.0
2016-07-25,7930,8030,7880,7900,118287,173369.0,21945415.0
2016-07-26,7930,7930,7700,7770,142655,170516.0,21945415.0
2016-07-27,7790,7880,7760,7820,125317,171613.0,21945415.0
2016-07-28,7810,7970,7780,7960,114989,174686.0,21945415.0
2016-07-29,7990,8240,7970,8140,232279,178636.0,21945415.0
2016-08-01,8220,8350,8030,8340,218843,183025.0,21945415.0
2016-08-02,8340,8450,8200,8400,287945,184341.0,21945415.0
2016-08-03,8340,8400,8190,8210,223928,180172.0,21945415.0
2016-08-04,8110,8110,7810,7880,465251,172930.0,21945415.0
2016-08-05,7940,7960,7580,7650,378198,167882.0,21945415.0
2016-08-08,7670,7780,7630,7680,183537,168541.0,21945415.0
2016-08-09,7770,7830,7500,7780,279058,170735.0,21945415.0
2016-08-10,7780,7800,7660,7700,140361,168980.0,21945415.0
2016-08-11,7700,7760,7530,7590,132433,166566.0,21945415.0
2016-08-12,7590,7690,7490,7660,192936,168102.0,21945415.0
2016-08-16,7670,7670,7450,7450,220715,163493.0,21945415.0
2016-08-17,7460,7640,7320,7490,145698,164371.0,21945415.0
2016-08-18,7450,7570,7330,7560,113438,165907.0,21945415.0
2016-08-19,7560,7700,7460,7660,179068,168102.0,21945415.0
2016-08-22,7640,7730,7470,7530,118824,165249.0,21945415.0
2016-08-23,7520,7570,7380,7380,119749,161957.0,21945415.0
2016-08-24,7350,7440,7350,7370,57602,161738.0,21945415.0
2016-08-25,7430,7430,7350,7400,40338,162396.0,21945415.0
2016-08-26,7360,7590,7310,7540,75652,165468.0,21945415.0
2016-08-29,7530,7530,7310,7490,108223,164371.0,21945415.0
2016-08-30,7490,7580,7430,7550,74936,165688.0,21945415.0
2016-08-31,7550,7550,7360,7410,58971,162616.0,21945415.0
2016-09-01,7480,7510,7410,7480,31960,164152.0,21945415.0
2016-09-02,7520,7550,7420,7540,28705,165468.0,21945415.0
2016-09-05,7510,7650,7510,7620,69530,167224.0,21945415.0
2016-09-06,7700,7710,7520,7590,89355,166566.0,21945415.0
2016-09-07,7590,7680,7530,7530,61319,165249.0,21945415.0
2016-09-08,7520,7550,7330,7400,104219,162396.0,21945415.0
2016-09-09,7300,7450,7300,7350,55000,161299.0,21945415.0
2016-09-12,7280,7380,7210,7260,54470,159324.0,21945415.0
2016-09-13,7280,7500,7250,7250,103105,159104.0,21945415.0
2016-09-19,7200,7490,7200,7440,54648,163274.0,21945415.0
2016-09-20,7550,7940,7550,7880,610660,172930.0,21945415.0
2016-09-21,7890,7960,7820,7900,399843,173369.0,21945415.0
2016-09-22,7860,8070,7840,7900,673931,173369.0,21945415.0
2016-09-23,7940,8070,7760,7850,380917,172272.0,21945415.0
2016-09-26,7890,7970,7770,7840,141720,172052.0,21945415.0
2016-09-27,7780,7860,7620,7760,240251,170296.0,21945415.0
2016-09-28,7790,8070,7740,8050,495832,176661.0,21945415.0
2016-09-29,8070,8140,7960,8080,299925,177319.0,21945415.0
2016-09-30,8020,8150,8010,8070,147257,177099.0,21945415.0
2016-10-04,8070,8120,8000,8100,109962,177758.0,21945415.0
2016-10-05,8040,8250,8030,8100,242057,177758.0,21945415.0
2016-10-06,8220,8940,8160,8800,2362158,193120.0,21945415.0
2016-10-07,8800,9060,8720,9000,1057072,197509.0,21945415.0
2016-10-10,9130,9130,8630,8660,676526,190047.0,21945415.0
2016-10-11,8660,8890,8350,8390,709736,184122.0,21945415.0
2016-10-12,8320,8490,8230,8470,361523,185878.0,21945415.0
2016-10-13,8400,8570,8330,8340,202848,183025.0,21945415.0
2016-10-14,8260,8680,8260,8600,288961,188731.0,21945415.0
2016-10-17,8630,8770,8550,8650,187197,189828.0,21945415.0
2016-10-18,8590,8720,8540,8690,132092,190706.0,21945415.0
2016-10-19,8750,8860,8430,8510,229496,186755.0,21945415.0
2016-10-20,8580,8580,8300,8340,247815,183025.0,21945415.0
2016-10-21,8400,8830,8330,8730,386705,191583.0,21945415.0
2016-10-24,8800,8970,8750,8810,190416,193339.0,21945415.0
2016-10-25,8820,8830,8610,8800,203306,193120.0,21945415.0
2016-10-26,8780,8870,8370,8600,414512,188731.0,21945415.0
2016-10-27,8600,9090,8500,9090,450149,199484.0,21945415.0
2016-10-28,9020,9090,8870,9030,298345,198167.0,21945415.0
2016-10-31,8910,9010,8770,8810,213793,193339.0,21945415.0
2016-11-01,8810,9050,8810,8960,175197,196631.0,21945415.0
2016-11-02,8930,9120,8830,8930,363025,195973.0,21945415.0
2016-11-03,9220,9260,8610,8920,740108,195753.0,21945415.0
2016-11-04,8920,9670,8880,9510,1738097,208701.0,21945415.0
2016-11-07,9550,10400,9510,10350,1909530,227135.0,21945415.0
2016-11-08,10400,10650,10200,10550,894697,231524.0,21945415.0
2016-11-09,10650,10950,9900,10300,2365979,226038.0,21945415.0
2016-11-10,10750,10950,10450,10850,895492,238108.0,21945415.0
2016-11-11,10800,10850,10200,10300,890515,226038.0,21945415.0
2016-11-14,10300,10550,10100,10400,524934,228232.0,21945415.0
2016-11-15,10450,10600,10250,10450,428776,229330.0,21945415.0
2016-11-16,10550,11150,10350,10500,1222590,230427.0,21945415.0
2016-11-17,10500,10700,10350,10650,362397,233719.0,21945415.0
2016-11-18,10750,10950,10550,10850,672345,238108.0,21945415.0
2016-11-21,10850,11050,10700,10900,300233,239205.0,21945415.0
2016-11-22,11000,11050,10800,11000,320260,241400.0,21945415.0
2016-11-23,10850,10950,10500,10550,427869,231524.0,21945415.0
2016-11-24,10600,10750,10350,10750,312498,235913.0,21945415.0
2016-11-25,10750,11200,10500,11200,482190,245789.0,21945415.0
2016-11-28,11200,11300,11000,11050,275626,242497.0,21945415.0
2016-11-29,11100,11150,10700,11000,296025,241400.0,21945415.0
2016-11-30,11000,11450,10950,11300,351294,247983.0,21945415.0
2016-12-01,11300,11750,11200,11650,481511,255664.0,21945415.0
2016-12-02,11500,11600,11150,11250,385657,246886.0,21945415.0
2016-12-05,11100,11400,11100,11300,271336,247983.0,21945415.0
2016-12-06,11400,11400,11200,11350,190755,251707.0,22176862.0
2016-12-07,11400,11750,11300,11400,294481,252816.0,22176862.0
2016-12-08,11450,11600,10800,11100,578539,246163.0,22176862.0
2016-12-09,11050,11250,10950,11000,236097,243945.0,22176862.0
2016-12-12,11100,11200,10850,11100,278272,246163.0,22176862.0
2016-12-13,11150,11900,11100,11900,641684,263905.0,22176862.0
2016-12-14,11950,12450,11650,11750,533559,260578.0,22176862.0
2016-12-15,11600,12550,11600,12350,742996,273884.0,22176862.0
2016-12-16,12450,12450,12100,12400,183132,274993.0,22176862.0
2016-12-19,12300,12550,12200,12550,215583,278320.0,22176862.0
2016-12-20,12550,12600,12150,12150,194244,269449.0,22176862.0
2016-12-21,12250,12750,12050,12550,237465,278320.0,22176862.0
2016-12-22,12450,12550,12050,12150,171920,269449.0,22176862.0
2016-12-23,12000,12300,11950,12050,139235,267231.0,22176862.0
2016-12-26,11950,12250,11800,11950,135149,265014.0,22176862.0
2016-12-27,12000,12250,11900,12100,209674,270150.0,22326407.0
2016-12-28,12100,12450,11800,12350,240483,275731.0,22326407.0
2016-12-29,12250,12500,12000,12050,199658,269033.0,22326407.0
2017-01-02,12000,12000,11500,11650,381702,260103.0,22326407.0
2017-01-03,11800,12150,11600,12000,395529,267917.0,22326407.0
2017-01-04,12250,12850,12250,12300,986250,274615.0,22326407.0
2017-01-05,12450,12550,12150,12550,219686,280196.0,22326407.0
2017-01-06,12550,12650,12350,12350,217574,275731.0,22326407.0
2017-01-09,12500,13000,12500,12950,509082,289127.0,22326407.0
2017-01-10,13000,13300,12750,12900,309373,288011.0,22326407.0
2017-01-11,12900,13300,12850,13150,259692,293592.0,22326407.0
2017-01-12,13150,13750,13000,13550,502538,302523.0,22326407.0
2017-01-13,13500,13550,13150,13200,248642,294709.0,22326407.0
2017-01-16,13150,13200,12600,12650,343876,282429.0,22326407.0
2017-01-17,12600,13100,12500,12800,252324,285778.0,22326407.0
2017-01-18,12750,12850,12250,12400,283889,276847.0,22326407.0
2017-01-19,12500,12500,11800,11950,614906,266801.0,22326407.0
2017-01-20,11850,12100,11800,11950,195220,266801.0,22326407.0
2017-01-23,12100,12100,11700,11800,228714,263452.0,22326407.0
2017-01-24,11900,12050,11750,12000,214791,267917.0,22326407.0
2017-01-25,12050,12300,12000,12100,220280,270150.0,22326407.0
2017-01-26,12100,12350,11900,12100,195236,270150.0,22326407.0
2017-01-31,12100,12500,11950,12500,230224,279080.0,22326407.0
2017-02-01,12400,12600,12100,12300,162127,274615.0,22326407.0
2017-02-02,12200,12250,11500,11500,445518,256754.0,22326407.0
2017-02-03,11500,11700,11450,11650,216750,260103.0,22326407.0
2017-02-06,11600,11650,10800,11150,329480,248939.0,22326407.0
2017-02-07,11000,11400,10800,11200,240020,250056.0,22326407.0
2017-02-08,11200,11600,11050,11350,196399,253405.0,22326407.0
2017-02-09,11350,11650,11350,11550,99607,257870.0,22326407.0
2017-02-10,11500,11550,10950,10950,223530,244474.0,22326407.0
2017-02-13,10800,10850,10550,10650,332159,237776.0,22326407.0
2017-02-14,10700,10900,10550,10800,151943,241125.0,22326407.0
2017-02-15,10800,11300,10800,11050,196950,246707.0,22326407.0
2017-02-16,11050,11050,10750,10750,131064,240009.0,22326407.0
2017-02-17,10750,11200,10750,11050,203021,246707.0,22326407.0
2017-02-20,11100,11100,10500,10750,246122,240009.0,22326407.0
2017-02-21,10750,11550,10700,11400,430287,254521.0,22326407.0
2017-02-22,12150,12450,11500,11550,2258364,257870.0,22326407.0
2017-02-23,11500,11650,11200,11300,447001,252288.0,22326407.0
2017-02-24,11250,11450,10600,10700,540539,238893.0,22326407.0
2017-02-27,10750,10950,10600,10650,352737,237776.0,22326407.0
2017-02-28,10700,10900,10650,10900,194509,243358.0,22326407.0
2017-03-02,11000,11050,10650,10700,226422,238893.0,22326407.0
2017-03-03,10750,10900,10600,10850,175860,242242.0,22326407.0
2017-03-06,11000,11200,10800,11050,244922,246707.0,22326407.0
2017-03-07,11000,11050,10800,10950,166346,244474.0,22326407.0
2017-03-08,11050,11450,10950,11050,289603,246707.0,22326407.0
2017-03-09,11100,11350,11050,11150,211240,248939.0,22326407.0
2017-03-10,11150,11600,11050,11550,375043,257870.0,22326407.0
2017-03-13,11600,11700,11450,11650,196641,260103.0,22326407.0
2017-03-14,11550,11600,11200,11350,200182,258246.0,22752959.0
2017-03-15,11450,11700,11400,11500,183669,261659.0,22752959.0
2017-03-16,11550,11600,11250,11300,156613,257108.0,22752959.0
2017-03-17,11200,11400,11200,11350,122060,258246.0,22752959.0
2017-03-20,11250,11350,11200,11350,88209,258246.0,22752959.0
2017-03-21,11350,11450,11200,11300,153066,257108.0,22752959.0
2017-03-22,11200,11250,11100,11100,137834,252558.0,22752959.0
2017-03-23,11150,11250,10750,10750,228708,244594.0,22752959.0
2017-03-24,10750,10850,10500,10650,217777,242319.0,22752959.0
2017-03-27,10650,10650,10150,10250,280924,233218.0,22752959.0
2017-03-28,10300,10600,10250,10550,230963,240044.0,22752959.0
2017-03-29,10650,10700,10400,10500,119469,238906.0,22752959.0
2017-03-30,10550,10600,10200,10350,124942,235493.0,22752959.0
2017-03-31,10350,10350,10050,10200,243723,232080.0,22752959.0
2017-04-03,10200,10400,10000,10400,207689,236631.0,22752959.0
2017-04-04,10400,10500,10250,10400,153903,236631.0,22752959.0
2017-04-05,10450,10800,10450,10600,245991,241181.0,22752959.0
2017-04-06,10600,10600,10200,10250,181646,233218.0,22752959.0
2017-04-07,10300,10350,10000,10200,179511,232080.0,22752959.0
2017-04-10,10200,10300,9940,10050,174562,228667.0,22752959.0
2017-04-11,9990,10100,9860,10050,166838,228667.0,22752959.0
2017-04-12,10050,10150,9950,10100,95373,229805.0,22752959.0
2017-04-13,10100,10300,10000,10200,108809,232080.0,22752959.0
2017-04-14,10150,10300,10050,10050,90606,228667.0,22752959.0
2017-04-17,10100,10400,10050,10350,193081,235493.0,22752959.0
2017-04-18,10450,10700,10200,10700,290758,243457.0,22752959.0
2017-04-19,10650,10750,10450,10650,227839,242319.0,22752959.0
2017-04-20,10650,10900,10500,10650,221143,242319.0,22752959.0
