심텍(222800),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-01-17,7120,7120,6780,6800,215052,154720.0,22752959.0
2019-01-18,6870,7020,6800,6990,103262,159043.0,22752959.0
2019-01-21,6950,7190,6950,7100,102071,161546.0,22752959.0
2019-01-22,7170,7200,6990,7050,105555,160408.0,22752959.0
2019-01-23,6920,7130,6920,7060,83588,160636.0,22752959.0
2019-01-24,7110,7120,7040,7100,48248,161546.0,22752959.0
2019-01-25,7150,7320,7090,7280,150787,165642.0,22752959.0
2019-01-28,7380,7440,7300,7350,118583,167234.0,22752959.0
2019-01-29,7330,7350,7230,7350,91918,167234.0,22752959.0
2019-01-30,7350,7410,7320,7390,85771,168144.0,22752959.0
2019-01-31,7410,7450,7340,7400,57927,168372.0,22752959.0
2019-02-01,7310,7470,7310,7470,60307,169965.0,22752959.0
2019-02-07,7490,7590,7400,7540,45192,171557.0,22752959.0
2019-02-08,7540,7550,7400,7500,52723,170647.0,22752959.0
2019-02-11,7490,7490,7310,7370,50935,167689.0,22752959.0
2019-02-12,7400,7470,7360,7470,54359,169965.0,22752959.0
2019-02-13,7500,7650,7470,7630,112417,173605.0,22752959.0
2019-02-14,7600,7870,7540,7750,233712,176335.0,22752959.0
2019-02-15,7830,7920,7680,7720,137344,175653.0,22752959.0
2019-02-18,7720,7940,7720,7820,112304,177928.0,22752959.0
2019-02-19,7890,7890,7660,7760,68894,176563.0,22752959.0
2019-02-20,7760,7790,7640,7730,55151,175880.0,22752959.0
2019-02-21,7830,7830,7560,7630,92619,173605.0,22752959.0
2019-02-22,7630,7650,7550,7570,49645,172240.0,22752959.0
2019-02-25,7710,7780,7560,7600,95844,172922.0,22752959.0
2019-02-26,7570,7660,7520,7560,86561,172012.0,22752959.0
2019-02-27,7290,7300,6870,7000,1000777,159271.0,22752959.0
2019-02-28,7000,7010,6750,6780,493425,154265.0,22752959.0
2019-03-04,6780,6840,6710,6750,143259,153582.0,22752959.0
2019-03-05,6720,6780,6550,6630,289919,150852.0,22752959.0
2019-03-06,6650,6750,6610,6750,132003,153582.0,22752959.0
2019-03-07,6700,6810,6650,6780,134106,154265.0,22752959.0
2019-03-08,6710,6830,6700,6830,104781,155403.0,22752959.0
2019-03-11,6850,6860,6710,6860,87004,156085.0,22752959.0
2019-03-12,6870,6970,6840,6920,148321,157450.0,22752959.0
2019-03-13,6910,6930,6840,6930,71250,157678.0,22752959.0
2019-03-14,6950,7010,6920,7010,160088,159498.0,22752959.0
2019-03-15,7010,7030,6900,7000,123972,159271.0,22752959.0
2019-03-18,7000,7030,6910,7020,50362,159726.0,22752959.0
2019-03-19,7030,7060,6950,7000,76315,159271.0,22752959.0
2019-03-20,7000,7000,6920,6980,60448,158816.0,22752959.0
2019-03-21,6990,7170,6930,7080,156175,161091.0,22752959.0
2019-03-22,7100,7130,7000,7050,60877,160408.0,22752959.0
2019-03-25,7000,7000,6840,6950,48285,158133.0,22752959.0
2019-03-26,6950,7050,6860,6970,91280,158588.0,22752959.0
2019-03-27,6970,6970,6820,6950,37729,158133.0,22752959.0
2019-03-28,6890,6950,6840,6880,57921,156540.0,22752959.0
2019-03-29,6910,6910,6710,6800,32212,154720.0,22752959.0
2019-04-01,6830,6840,6780,6810,26093,154948.0,22752959.0
2019-04-02,6820,6900,6770,6840,34906,155630.0,22752959.0
2019-04-03,6890,7010,6840,6990,64559,159043.0,22752959.0
2019-04-04,7010,7110,6990,7060,89631,160636.0,22752959.0
2019-04-05,7080,7180,7010,7180,81181,163366.0,22752959.0
2019-04-08,7220,7220,7080,7080,53536,161091.0,22752959.0
2019-04-09,7110,7160,7060,7140,46708,162456.0,22752959.0
2019-04-10,7100,7270,7100,7230,56726,164504.0,22752959.0
2019-04-11,7300,7300,7100,7180,66899,163366.0,22752959.0
2019-04-12,7150,7180,7080,7180,71768,163366.0,22752959.0
2019-04-15,7180,7190,7110,7130,22922,162229.0,22752959.0
2019-04-16,7140,7170,7060,7110,39493,161774.0,22752959.0
2019-04-17,7170,7170,7070,7130,27844,162229.0,22752959.0
2019-04-18,7130,7140,6940,6940,70107,157906.0,22752959.0
2019-04-19,7060,7070,6940,6960,31700,158361.0,22752959.0
2019-04-22,6990,6990,6860,6910,52083,157223.0,22752959.0
2019-04-23,7000,7000,6880,6920,17450,157450.0,22752959.0
2019-04-24,6920,7020,6790,6800,61798,154720.0,22752959.0
2019-04-25,6800,6980,6680,6940,48584,157906.0,22752959.0
2019-04-26,7030,7030,6840,6840,45439,155630.0,22752959.0
2019-04-29,6910,6940,6800,6840,22435,155630.0,22752959.0
2019-04-30,6810,6900,6780,6850,19605,155858.0,22752959.0
2019-05-02,6850,6900,6780,6860,53295,156085.0,22752959.0
2019-05-03,6700,6820,6600,6800,100972,154720.0,22752959.0
2019-05-07,6700,6780,6650,6720,30811,152900.0,22752959.0
2019-05-08,6610,6800,6610,6800,31124,154720.0,22752959.0
2019-05-09,6860,6860,6490,6560,199048,149259.0,22752959.0
2019-05-10,6480,6630,6410,6630,89998,150852.0,22752959.0
2019-05-13,6630,6630,6410,6450,38970,146757.0,22752959.0
2019-05-14,6400,6490,6210,6450,81024,146757.0,22752959.0
2019-05-15,6220,6650,6220,6640,46015,151080.0,22752959.0
2019-05-16,6640,6640,6400,6470,45702,147212.0,22752959.0
2019-05-17,6420,6500,6370,6440,21784,146529.0,22752959.0
2019-05-20,6430,6430,6290,6390,34088,145391.0,22752959.0
2019-05-21,6320,6600,6260,6370,27386,144936.0,22752959.0
2019-05-22,6400,6400,6200,6330,58678,144026.0,22752959.0
2019-05-23,6330,6330,6190,6230,29808,141751.0,22752959.0
2019-05-24,6200,6200,5940,6010,67825,136745.0,22752959.0
2019-05-27,5970,6040,5830,6000,35421,136518.0,22752959.0
2019-05-28,6000,6070,5970,6060,18664,137883.0,22752959.0
2019-05-29,6060,6070,5860,5970,31149,135835.0,22752959.0
2019-05-30,5970,5970,5800,5830,30376,132650.0,22752959.0
2019-05-31,5800,5830,5700,5780,36892,131512.0,22752959.0
2019-06-03,5730,5740,5620,5710,47793,129919.0,22752959.0
2019-06-04,5640,5780,5640,5720,18850,130147.0,22752959.0
2019-06-05,5790,5890,5730,5830,45540,132650.0,22752959.0
2019-06-07,5870,6090,5860,5950,46090,135380.0,22752959.0
2019-06-10,5960,5990,5880,5980,20378,136063.0,22752959.0
2019-06-11,6070,6070,5920,5920,25034,134698.0,22752959.0
2019-06-12,5980,5980,5860,5920,24680,134698.0,22752959.0
2019-06-13,5940,6000,5840,5900,26920,134242.0,22752959.0
2019-06-14,5850,5920,5770,5770,44196,131285.0,22752959.0
2019-06-17,5780,5830,5690,5740,18724,130602.0,22752959.0
2019-06-18,5730,5790,5680,5720,19682,130147.0,22752959.0
2019-06-19,5770,5810,5710,5780,46674,131512.0,22752959.0
2019-06-20,5780,5910,5740,5900,22607,134242.0,22752959.0
2019-06-21,5900,5910,5840,5880,16098,133787.0,22752959.0
2019-06-24,5880,5940,5790,5890,46088,134015.0,22752959.0
2019-06-25,5910,5930,5840,5850,18588,133105.0,22752959.0
2019-06-26,5950,5950,5790,5800,18284,131967.0,22752959.0
2019-06-27,5840,5860,5760,5820,13381,132422.0,22752959.0
2019-06-28,5870,5870,5600,5770,30809,131285.0,22752959.0
2019-07-01,5880,5900,5610,5890,29928,134015.0,22752959.0
2019-07-02,5810,5930,5810,5880,13333,133787.0,22752959.0
2019-07-03,5900,5910,5700,5830,25112,132650.0,22752959.0
2019-07-04,5870,5870,5740,5800,15591,131967.0,22752959.0
2019-07-05,5850,5850,5720,5780,19968,131512.0,22752959.0
2019-07-08,5750,5750,5550,5730,75260,130374.0,22752959.0
2019-07-09,5630,5770,5540,5580,60033,126962.0,22752959.0
2019-07-10,5500,5680,5500,5600,31660,127417.0,22752959.0
2019-07-11,5580,5700,5580,5660,27952,128782.0,22752959.0
2019-07-12,5690,5850,5640,5830,57013,132650.0,22752959.0
2019-07-15,5860,5870,5560,5720,29640,130147.0,22752959.0
2019-07-16,5790,5790,5590,5720,19430,130147.0,22752959.0
2019-07-17,5720,5720,5570,5630,22707,128099.0,22752959.0
2019-07-18,5630,5930,5550,5680,54969,129237.0,22752959.0
2019-07-19,5700,5800,5590,5650,36734,128554.0,22752959.0
2019-07-22,5680,5680,5580,5650,12218,128554.0,22752959.0
2019-07-23,5720,5730,5580,5680,30949,129237.0,22752959.0
2019-07-24,5700,5700,5540,5610,23394,127644.0,22752959.0
2019-07-25,5560,5620,5370,5610,66510,127644.0,22752959.0
2019-07-26,5500,5590,5400,5450,35368,124004.0,22752959.0
2019-07-29,5400,5500,5150,5220,47792,118770.0,22752959.0
2019-07-30,5020,5340,5020,5300,16629,120591.0,22752959.0
2019-07-31,5250,6050,5230,5350,1460779,121728.0,22752959.0
2019-08-01,5240,5460,5030,5360,152548,121956.0,22752959.0
2019-08-02,5150,5670,5120,5500,203558,125141.0,22752959.0
2019-08-05,5380,5480,5110,5180,109589,117860.0,22752959.0
2019-08-06,5160,5580,4850,5150,263973,117178.0,22752959.0
2019-08-07,5170,5650,5170,5640,245771,128327.0,22752959.0
2019-08-08,5650,6140,5650,6130,301581,139476.0,22752959.0
2019-08-09,6130,6410,6100,6270,284421,142661.0,22752959.0
2019-08-12,6270,6560,6230,6520,166322,148349.0,22752959.0
2019-08-13,6520,6520,6280,6350,83705,144481.0,22752959.0
2019-08-14,6470,6770,6330,6690,247529,152217.0,22752959.0
2019-08-16,6590,6860,6550,6830,162846,155403.0,22752959.0
2019-08-19,6930,7140,6500,6600,309937,150170.0,22752959.0
2019-08-20,6550,6770,6400,6760,101586,153810.0,22752959.0
2019-08-21,6740,6940,6650,6800,135180,154720.0,22752959.0
2019-08-22,6800,6930,6730,6810,103173,154948.0,22752959.0
2019-08-23,6860,6890,6700,6750,50570,153582.0,22752959.0
2019-08-26,6650,6720,6430,6490,142365,147667.0,22752959.0
2019-08-27,6480,7050,6480,7010,236554,159498.0,22752959.0
2019-08-28,6970,7320,6820,6920,227531,157450.0,22752959.0
2019-08-29,7000,7130,6850,6940,70622,157906.0,22752959.0
2019-08-30,6900,7050,6790,6810,111218,154948.0,22752959.0
2019-09-02,6810,6990,6650,6880,96839,156540.0,22752959.0
2019-09-03,6880,6910,6720,6880,66522,156540.0,22752959.0
2019-09-04,6880,7050,6800,7000,76453,159271.0,22752959.0
2019-09-05,7070,7150,6940,7100,99970,161546.0,22752959.0
2019-09-06,7170,7260,6990,7050,87749,160408.0,22752959.0
2019-09-09,7210,7210,6670,6790,106436,154493.0,22752959.0
2019-09-10,6800,6980,6750,6980,84839,158816.0,22752959.0
2019-09-11,6990,7010,6910,6990,30964,159043.0,22752959.0
2019-09-16,7010,7030,6840,7010,34022,159498.0,22752959.0
2019-09-17,7050,7300,6950,7240,154605,164731.0,22752959.0
2019-09-18,7280,7280,7040,7100,57489,161546.0,22752959.0
2019-09-19,7110,7490,7030,7300,117415,166097.0,22752959.0
2019-09-20,7330,7600,7200,7430,221749,169054.0,22752959.0
2019-09-23,7400,7750,7350,7730,204559,175880.0,22752959.0
2019-09-24,7680,7930,7550,7570,166339,172240.0,22752959.0
2019-09-25,7470,8200,7470,7970,718893,181341.0,22752959.0
2019-09-26,7970,8710,7960,8610,991547,195903.0,22752959.0
2019-09-27,8620,9180,8520,9010,812594,205004.0,22752959.0
2019-09-30,9010,9220,8620,9090,413075,206824.0,22752959.0
2019-10-01,9080,9150,8820,8950,178196,203639.0,22752959.0
2019-10-02,8820,9140,8810,8950,245483,203639.0,22752959.0
2019-10-04,8850,9620,8830,9490,454005,215926.0,22752959.0
2019-10-07,9490,9570,9250,9430,211381,,
