이더블유케이(258610),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-05-17,3945,4090,3820,3830,22627,28269.0,7380944.0
2019-05-20,3815,3830,3655,3800,33329,28048.0,7380944.0
2019-05-21,3900,3900,3700,3765,23481,27789.0,7380944.0
2019-05-22,3885,3885,3735,3770,7103,27826.0,7380944.0
2019-05-23,3850,3850,3705,3755,11410,27715.0,7380944.0
2019-05-24,3755,3755,3625,3635,20440,26830.0,7380944.0
2019-05-27,3640,3700,3550,3620,30300,26719.0,7380944.0
2019-05-28,3620,3635,3570,3620,22367,26719.0,7380944.0
2019-05-29,3620,3685,3525,3570,21346,26350.0,7380944.0
2019-05-30,3570,3570,3505,3505,7026,25870.0,7380944.0
2019-05-31,3505,3640,3500,3540,6741,26129.0,7380944.0
2019-06-03,3540,3680,3500,3675,16603,27125.0,7380944.0
2019-06-04,3675,3745,3660,3695,11915,27273.0,7380944.0
2019-06-05,3780,3800,3695,3720,6597,27457.0,7380944.0
2019-06-07,3735,3835,3725,3790,16053,27974.0,7380944.0
2019-06-10,3790,3885,3790,3855,10680,28454.0,7380944.0
2019-06-11,3805,3890,3805,3850,9231,28417.0,7380944.0
2019-06-12,3915,3915,3740,3775,13530,27863.0,7380944.0
2019-06-13,3775,3880,3675,3790,12463,27974.0,7380944.0
2019-06-14,3790,3835,3720,3785,7821,27937.0,7380944.0
2019-06-17,3785,3855,3750,3785,3322,27937.0,7380944.0
2019-06-18,3720,3780,3705,3725,8501,27494.0,7380944.0
2019-06-19,3725,3945,3640,3900,49287,28786.0,7380944.0
2019-06-20,3900,4025,3870,3990,39498,29450.0,7380944.0
2019-06-21,3990,4095,3960,4055,25789,29930.0,7380944.0
2019-06-24,4055,4175,4005,4170,63415,30779.0,7380944.0
2019-06-25,4170,4380,4075,4290,124638,31664.0,7380944.0
2019-06-26,4220,4615,4200,4570,207627,33731.0,7380944.0
2019-06-27,4570,4740,4470,4690,131640,34617.0,7380944.0
2019-06-28,4690,4860,4440,4745,146870,35023.0,7380944.0
2019-07-01,4790,5060,4680,4780,334897,35281.0,7380944.0
2019-07-02,4830,6210,4830,6210,3705212,45836.0,7380944.0
2019-07-03,6490,8070,6490,6630,7256630,48936.0,7380944.0
2019-07-04,6320,6560,5820,6000,2230061,44286.0,7380944.0
2019-07-05,5950,6060,5390,5520,1245266,40743.0,7380944.0
2019-07-08,5520,5690,5210,5260,1315322,38824.0,7380944.0
2019-07-09,5310,5450,4900,4970,1308804,36683.0,7380944.0
2019-07-10,4970,5080,4850,5060,391356,37348.0,7380944.0
2019-07-11,5030,5200,4920,5200,441024,38381.0,7380944.0
2019-07-12,5090,5170,4990,5050,312119,37274.0,7380944.0
2019-07-15,5050,5210,5040,5150,278330,38012.0,7380944.0
2019-07-16,5180,5200,4925,5060,296866,37348.0,7380944.0
2019-07-17,5050,5070,4700,4795,352545,35392.0,7380944.0
2019-07-18,4795,4895,4720,4840,120232,35724.0,7380944.0
2019-07-19,4840,4900,4790,4900,76883,36167.0,7380944.0
2019-07-22,4900,5080,4885,5030,278128,37126.0,7380944.0
2019-07-23,5050,5070,4965,5030,92900,37126.0,7380944.0
2019-07-24,5040,5130,5030,5060,207164,37348.0,7380944.0
2019-07-25,5060,5290,4920,4970,304009,36683.0,7380944.0
2019-07-26,4970,5790,4970,5630,1306664,41555.0,7380944.0
2019-07-29,6250,7310,5810,7310,3230072,53955.0,7380944.0
2019-07-30,8150,9400,7630,8510,4757272,62812.0,7380944.0
2019-07-31,8800,9190,7700,8090,953309,59712.0,7380944.0
2019-08-01,7850,8300,7560,7720,609379,56981.0,7380944.0
2019-08-02,7860,8000,7510,8000,284925,59048.0,7380944.0
2019-08-05,7920,8560,7500,8100,457767,59786.0,7380944.0
2019-08-06,8000,8490,7600,8240,290075,60819.0,7380944.0
2019-08-07,8240,10700,8210,10700,2092279,78976.0,7380944.0
2019-08-08,11750,11750,9650,9660,812967,71300.0,7380944.0
2019-08-09,9920,11200,9600,10250,720487,75655.0,7380944.0
2019-08-12,10200,10550,9910,10250,211637,75655.0,7380944.0
2019-08-13,10200,11000,10050,10500,289381,77500.0,7380944.0
2019-08-14,10600,10850,10250,10850,156988,80083.0,7380944.0
2019-08-16,10550,10650,10100,10300,100732,76024.0,7380944.0
2019-08-19,10350,10650,9980,10150,55686,74917.0,7380944.0
2019-08-20,10150,10350,9960,10000,35602,73809.0,7380944.0
2019-08-21,9970,11200,9970,10900,145721,80452.0,7380944.0
2019-08-22,10700,10900,10250,10550,119940,77869.0,7380944.0
2019-08-23,10300,10600,10000,10150,68119,74917.0,7380944.0
2019-08-26,10150,10500,10050,10250,53521,75655.0,7380944.0
2019-08-27,10250,10600,9990,10250,89232,75655.0,7380944.0
2019-08-28,10250,11050,10250,11050,98731,81559.0,7380944.0
2019-08-29,11000,11500,10800,11350,72307,83774.0,7380944.0
2019-08-30,11500,11700,11100,11500,81732,84881.0,7380944.0
2019-09-02,11450,12500,11200,11700,80244,86357.0,7380944.0
2019-09-03,11350,12050,11350,11950,67343,88202.0,7380944.0
2019-09-04,11900,12700,11500,11800,119810,87095.0,7380944.0
2019-09-05,11850,13700,11850,12900,269843,95214.0,7380944.0
2019-09-06,12900,13350,12650,12900,67115,95214.0,7380944.0
2019-09-09,12950,13350,12750,13100,62715,96690.0,7380944.0
2019-09-10,13300,13600,11400,13250,401373,97798.0,7380944.0
2019-09-11,13550,14950,12800,14950,241053,110345.0,7380944.0
2019-09-16,14650,15150,13400,14700,273931,108500.0,7380944.0
2019-09-17,14700,15050,13050,13450,366977,99274.0,7380944.0
2019-09-18,13950,13950,12650,12800,128909,94476.0,7380944.0
2019-09-19,12800,13600,12300,13400,137092,98905.0,7380944.0
2019-09-20,13100,14100,13100,13700,83192,101119.0,7380944.0
2019-09-23,14300,14300,13350,13800,69329,101857.0,7380944.0
2019-09-24,13700,14100,12500,13650,218174,100750.0,7380944.0
2019-09-25,13500,13500,12200,13100,191299,96690.0,7380944.0
2019-09-26,13000,13300,12500,13150,73838,97059.0,7380944.0
2019-09-27,12900,13300,12550,13000,75882,95952.0,7380944.0
2019-09-30,13000,13050,9100,9100,533323,67167.0,7380944.0
2019-10-01,7370,8380,6370,6370,2144871,47017.0,7380944.0
2019-10-02,6250,7350,6150,6580,1905119,48567.0,7380944.0
2019-10-04,6610,7270,6540,6950,717179,51298.0,7380944.0
2019-10-07,7100,8970,7100,8530,1520453,62959.0,7380944.0
