이오테크닉스(039030),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2001-01-29,6434,6759,6141,6693,268891,66291.0,6436000.0
2001-01-30,6921,7474,6759,7473,237272,74014.0,6436000.0
2001-01-31,7734,7896,6921,7733,217725,76588.0,6436000.0
2001-02-01,7214,8124,7214,7343,128244,72727.0,6436000.0
2001-02-02,7279,7539,7019,7018,118833,69509.0,6436000.0
2001-02-05,6375,6889,6375,6628,67045,65647.0,6436000.0
2001-02-06,6694,6759,6499,6693,71995,66291.0,6436000.0
2001-02-07,6694,6921,6434,6466,62306,64038.0,6436000.0
2001-02-08,6271,6759,6271,6758,92643,66934.0,6436000.0
2001-02-09,6629,7344,6629,7051,181280,69831.0,6436000.0
2001-02-12,6954,7896,6759,7896,367729,78197.0,6436000.0
2001-02-13,7896,8514,7506,7863,603358,77876.0,6436000.0
2001-02-14,7929,8806,7669,8578,583388,84955.0,6436000.0
2001-02-15,8839,9326,8611,9228,574541,91391.0,6436000.0
2001-02-16,9618,9878,8449,8838,579768,87530.0,6436000.0
2001-02-19,8579,9034,8579,9033,154096,89460.0,6436000.0
2001-02-20,9228,9261,8644,8838,160891,87530.0,6436000.0
2001-02-21,8514,8709,8254,8351,110478,82703.0,6436000.0
2001-02-22,7864,8124,7376,7766,203140,76910.0,6436000.0
2001-02-23,7701,7896,7311,7798,216469,77232.0,6436000.0
2001-02-26,7799,8319,7701,8123,212878,80450.0,6436000.0
2001-02-27,8449,8449,7474,7603,218505,75301.0,6436000.0
2001-02-28,7214,7571,7084,7571,98843,74979.0,6436000.0
2001-03-02,7571,7571,7019,7408,108428,73370.0,6436000.0
2001-03-05,6954,7604,6759,7473,105204,74014.0,6436000.0
2001-03-06,7734,7994,7409,7538,266723,74658.0,6436000.0
2001-03-07,7799,8189,7734,7831,267898,77554.0,6436000.0
2001-03-08,7929,8709,7864,8676,362675,85921.0,6436000.0
2001-03-09,8676,8904,8124,8513,362918,84312.0,6436000.0
2001-03-12,8124,8254,7506,7798,149612,77232.0,6436000.0
2001-03-13,7214,7766,7084,7213,146154,71440.0,6436000.0
2001-03-14,7604,7929,7409,7733,247489,76588.0,6436000.0
2001-03-15,7344,7994,7181,7766,112856,76910.0,6436000.0
2001-03-16,7701,7896,7669,7766,96460,76910.0,6436000.0
2001-03-19,7669,8059,7636,7701,78720,76267.0,6436000.0
2001-03-20,7929,7961,7604,7668,73766,75945.0,6436000.0
2001-03-21,7344,7799,7279,7668,43087,75945.0,6436000.0
2001-03-22,7799,8059,7604,7668,72417,75945.0,6436000.0
2001-03-23,7929,8254,7864,8026,163323,79485.0,6436000.0
2001-03-26,8384,8936,8286,8708,317494,86242.0,6436000.0
2001-03-27,8774,8871,7994,8221,164401,81415.0,6436000.0
2001-03-28,8449,8546,7929,7993,100449,79163.0,6436000.0
2001-03-29,7864,8579,7734,8318,170959,82381.0,6436000.0
2001-03-30,8351,8384,7669,8156,66024,80772.0,6436000.0
2001-04-02,7994,8026,7636,7636,52625,75623.0,6436000.0
2001-04-03,7376,7604,7149,7473,58409,74014.0,6436000.0
2001-04-04,7279,7734,7214,7343,53788,72727.0,6436000.0
2001-04-06,7734,7929,7344,7473,84176,74014.0,6436000.0
2001-04-09,7311,7409,6954,7083,46457,70152.0,6436000.0
2001-04-10,7084,7344,6856,6856,50492,67900.0,6436000.0
2001-04-11,7019,7214,6889,7148,117218,70796.0,6436000.0
2001-04-12,7409,7506,7084,7083,89450,70152.0,6436000.0
2001-04-13,7181,7409,6921,6921,60222,68543.0,6436000.0
2001-04-16,6921,7279,6759,7148,91952,70796.0,6436000.0
2001-04-17,7084,7181,6889,7083,40353,70152.0,6436000.0
2001-04-18,7214,7864,7214,7831,132890,77554.0,6436000.0
2001-04-19,8254,8514,7864,7993,463990,79163.0,6436000.0
2001-04-20,8091,8189,7376,7473,83774,74014.0,6436000.0
2001-04-23,7214,7864,7214,7603,124334,75301.0,6436000.0
2001-04-24,7539,7571,7084,7116,162530,70474.0,6436000.0
2001-04-25,6954,7571,6954,7441,83729,73692.0,6436000.0
2001-04-26,7734,7734,7409,7408,98931,73370.0,6436000.0
2001-04-27,7409,7474,6986,7116,58748,70474.0,6436000.0
2001-04-30,7474,7734,7279,7603,168129,75301.0,6436000.0
2001-05-02,7799,8221,7734,7993,271531,79163.0,6436000.0
2001-05-03,8384,8481,7929,8091,251669,80128.0,6436000.0
2001-05-04,8124,8416,7929,8416,183348,83346.0,6436000.0
2001-05-07,8579,8839,8156,8318,308745,82381.0,6436000.0
2001-05-08,8189,8319,7994,8188,101320,81094.0,6436000.0
2001-05-09,8124,8254,7831,7831,85432,77554.0,6436000.0
2001-05-10,7766,8124,7766,8026,132020,79485.0,6436000.0
2001-05-11,8059,8059,7831,7863,67464,77876.0,6436000.0
2001-05-14,7864,7864,7474,7733,103642,76588.0,6436000.0
2001-05-15,7474,7539,7246,7376,137940,73049.0,6436000.0
2001-05-16,7279,7409,6954,6953,159429,68865.0,6436000.0
2001-05-17,7214,7279,6954,7083,160955,70152.0,6436000.0
2001-05-18,6954,7019,6382,6563,270400,65004.0,6436000.0
2001-05-21,6726,6954,6499,6888,282779,68222.0,6436000.0
2001-05-22,7149,7149,6629,6758,202005,66934.0,6436000.0
2001-05-23,6661,6954,6661,6758,97924,66934.0,6436000.0
2001-05-24,6499,6759,6499,6628,75435,65647.0,6436000.0
2001-05-25,6629,6954,6629,6953,95568,68865.0,6436000.0
2001-05-28,7084,7084,6856,7018,148483,69509.0,6436000.0
2001-05-29,7019,7246,6986,7116,146276,70474.0,6436000.0
2001-05-30,6986,7214,6921,7181,94114,71118.0,6436000.0
2001-05-31,7084,7084,6629,6661,87485,65969.0,6436000.0
2001-06-01,6726,6759,6434,6466,118393,64038.0,6436000.0
2001-06-04,6401,6492,6369,6368,60697,63073.0,6436000.0
2001-06-05,6304,6369,5609,5621,205490,55671.0,6436000.0
2001-06-07,5524,5784,5401,5569,173115,55157.0,6436000.0
2001-06-08,5921,5940,5700,5784,185997,57280.0,6436000.0
2001-06-11,5817,6070,5745,5881,148803,58246.0,6436000.0
2001-06-12,5817,5960,5784,5894,93767,58375.0,6436000.0
2001-06-13,5927,5947,5784,5816,86325,57602.0,6436000.0
2001-06-14,5797,5901,5797,5875,75054,58181.0,6436000.0
2001-06-15,5875,5927,5752,5927,61495,58696.0,6436000.0
2001-06-18,5875,5960,5830,5875,44479,58181.0,6436000.0
2001-06-19,5869,5869,5752,5810,53532,57538.0,6436000.0
2001-06-20,5784,5784,5524,5654,79845,55993.0,6436000.0
2001-06-21,5654,5654,5407,5491,44973,54384.0,6436000.0
2001-06-22,5394,5492,5329,5452,65970,53998.0,6436000.0
2001-06-25,5362,5459,5232,5231,74637,51810.0,6436000.0
2001-06-26,5206,5310,5024,5030,79813,49815.0,6436000.0
2001-06-27,4959,5063,4809,4958,89335,49107.0,6436000.0
2001-06-28,5037,5186,5037,5108,154766,50587.0,6436000.0
2001-06-29,5238,5329,5154,5199,154441,51488.0,6436000.0
2001-07-02,5232,5479,5102,5459,126156,54062.0,6436000.0
2001-07-03,5661,5687,5394,5439,197843,53869.0,6436000.0
2001-07-04,5329,5472,5277,5329,70394,52775.0,6436000.0
2001-07-05,5394,5394,5167,5192,43000,51424.0,6436000.0
2001-07-06,5121,5121,4887,4906,49348,48592.0,6436000.0
2001-07-09,4757,4809,4452,4536,49155,44923.0,6436000.0
2001-07-10,4244,4614,4244,4510,35904,44666.0,6436000.0
2001-07-11,4289,4406,4224,4328,44261,42864.0,6436000.0
2001-07-12,4484,4647,4426,4646,174303,46017.0,6436000.0
2001-07-13,4679,4738,4322,4321,86804,42799.0,6436000.0
2001-07-16,4387,4419,4146,4321,59946,42799.0,6436000.0
2001-07-18,4400,4491,4315,4328,83046,42864.0,6436000.0
2001-07-19,4335,4582,4328,4484,74504,44408.0,6436000.0
2001-07-20,4569,4796,4549,4666,187371,46210.0,6436000.0
2001-07-23,4712,4933,4153,4354,118854,43121.0,6436000.0
2001-07-24,4192,4348,3919,4282,107444,42413.0,6436000.0
2001-07-25,4094,4257,4036,4126,156454,40869.0,6436000.0
2001-07-26,4127,4192,3873,3905,360377,38680.0,6436000.0
2001-07-27,4114,4374,3997,4373,385574,43314.0,6436000.0
2001-07-30,4413,4445,4205,4445,331169,44022.0,6436000.0
2001-07-31,4556,4731,4556,4620,431435,45760.0,6436000.0
2001-08-01,4699,4855,4582,4776,369401,47305.0,6436000.0
2001-08-02,4939,4959,4647,4796,285304,47498.0,6436000.0
2001-08-03,4835,4835,4660,4692,124680,46468.0,6436000.0
2001-08-06,4627,4718,4569,4633,104866,45889.0,6436000.0
2001-08-07,4549,4679,4530,4679,103697,46339.0,6436000.0
2001-08-08,4744,4744,4595,4646,72877,46017.0,6436000.0
2001-08-09,4608,4939,4523,4809,381732,47626.0,6436000.0
2001-08-10,4939,5186,4777,4848,644733,48013.0,6436000.0
2001-08-13,4835,4874,4679,4705,169170,46597.0,6436000.0
2001-08-14,4770,4822,4621,4679,135063,46339.0,6436000.0
2001-08-16,4549,4582,4296,4295,212055,42542.0,6436000.0
2001-08-17,4289,4322,4172,4185,198685,41448.0,6436000.0
2001-08-20,4062,4062,3938,3951,125318,39131.0,6436000.0
2001-08-21,4029,4094,3984,4022,99753,39839.0,6436000.0
2001-08-22,4062,4354,4036,4263,237095,42220.0,6436000.0
2001-08-23,4296,4354,3997,3996,128380,39581.0,6436000.0
2001-08-24,4029,4153,3964,4094,107829,40547.0,6436000.0
2001-08-27,4192,4192,4029,4029,88249,39903.0,6436000.0
2001-08-28,3964,4062,3951,3977,54979,39388.0,6436000.0
2001-08-29,3912,4023,3893,3918,87559,38809.0,6436000.0
2001-08-30,3893,3899,3639,3730,90606,36943.0,6436000.0
2001-08-31,3568,3568,3412,3411,163489,33789.0,6436000.0
2001-09-03,3412,3477,3184,3229,124368,31987.0,6436000.0
2001-09-04,3249,3425,3132,3418,139443,33853.0,6436000.0
2001-09-05,3191,3314,3171,3184,107897,31536.0,6436000.0
2001-09-06,3249,3321,3217,3314,94441,32824.0,6436000.0
2001-09-07,3249,3314,3210,3314,79950,32824.0,6436000.0
2001-09-10,3191,3308,3184,3255,79962,32244.0,6436000.0
2001-09-11,3301,3321,3171,3171,76933,31408.0,6436000.0
2001-09-12,2795,2795,2795,2794,9446,27675.0,6436000.0
2001-09-13,2606,2652,2470,2567,148881,25422.0,6436000.0
2001-09-14,2613,2665,2262,2261,131980,22397.0,6436000.0
2001-09-17,2262,2262,1995,1995,34006,19759.0,6436000.0
2001-09-18,2021,2145,2021,2144,108566,21239.0,6436000.0
2001-09-19,1969,2210,1969,2034,101554,20145.0,6436000.0
2001-09-20,2021,2145,1891,1962,66519,19437.0,6436000.0
2001-09-21,1839,1885,1794,1884,50857,18664.0,6436000.0
2001-09-24,1807,2008,1794,1949,55871,19308.0,6436000.0
2001-09-25,2080,2080,1872,1949,65535,19308.0,6436000.0
2001-09-26,1924,2047,1891,1949,89687,19308.0,6436000.0
2001-09-27,1898,2112,1898,2034,170561,20145.0,6436000.0
2001-09-28,2047,2203,2041,2203,237602,21818.0,6436000.0
2001-10-04,2372,2457,2307,2417,158755,23942.0,6436000.0
2001-10-05,2418,2418,2307,2313,104029,22912.0,6436000.0
2001-10-08,2314,2392,2164,2313,63852,22912.0,6436000.0
2001-10-09,2398,2587,2398,2586,200689,25615.0,6436000.0
2001-10-10,2535,2762,2470,2612,229187,25873.0,6436000.0
2001-10-11,2730,2788,2554,2560,400924,25358.0,6436000.0
2001-10-12,2697,2710,2567,2573,260281,25487.0,6436000.0
2001-10-15,2470,2574,2470,2502,125514,24779.0,6436000.0
2001-10-16,2470,2561,2470,2515,95346,24907.0,6436000.0
2001-10-17,2567,2645,2515,2632,257236,26066.0,6436000.0
2001-10-18,2502,2834,2502,2638,709155,26130.0,6436000.0
2001-10-19,2736,2873,2710,2794,411992,27675.0,6436000.0
2001-10-22,2925,2990,2795,2807,562312,27804.0,6436000.0
2001-10-23,2938,3048,2827,2892,410630,28640.0,6436000.0
2001-10-24,2860,2892,2762,2768,229442,27417.0,6436000.0
2001-10-25,2769,2827,2756,2755,95527,27289.0,6436000.0
2001-10-26,2756,2827,2626,2645,90203,26195.0,6436000.0
2001-10-29,2652,2749,2619,2736,117868,27096.0,6436000.0
2001-10-30,2606,2795,2580,2651,368086,26259.0,6436000.0
2001-10-31,2665,2665,2574,2664,70994,26388.0,6436000.0
2001-11-01,2762,2860,2704,2846,196323,28190.0,6436000.0
2001-11-02,2912,2957,2730,2807,185769,27804.0,6436000.0
2001-11-05,2873,3119,2834,2989,999754,29606.0,6436000.0
2001-11-06,3055,3055,2905,2976,169203,29477.0,6436000.0
2001-11-07,2990,2990,2769,2768,109129,27417.0,6436000.0
2001-11-08,2775,2853,2730,2768,114691,27417.0,6436000.0
2001-11-09,2769,2957,2769,2931,206932,29026.0,6436000.0
2001-11-12,3055,3282,3048,3281,507395,32502.0,6436000.0
2001-11-13,3379,3594,3204,3463,614720,34304.0,6436000.0
2001-11-14,3516,3594,3366,3444,363129,34111.0,6436000.0
2001-11-15,3379,3379,3132,3184,320002,31536.0,6436000.0
2001-11-16,3152,3282,3119,3216,414320,31858.0,6436000.0
2001-11-19,3197,3269,3022,3093,183539,30635.0,6436000.0
2001-11-20,3119,3152,2821,2820,263679,27932.0,6436000.0
2001-11-21,2801,2912,2801,2872,82949,28447.0,6436000.0
2001-11-22,2860,2892,2821,2853,70258,28254.0,6436000.0
2001-11-23,2860,2873,2775,2814,127367,27868.0,6436000.0
2001-11-26,2827,2938,2827,2853,114997,28254.0,6436000.0
2001-11-27,2925,3087,2840,2885,129788,28576.0,6436000.0
2001-11-28,2886,2918,2632,2664,121032,26388.0,6436000.0
2001-11-29,2606,2658,2548,2599,88641,25744.0,6436000.0
2001-11-30,2645,2730,2626,2690,78570,26645.0,6436000.0
2001-12-03,2717,2717,2613,2645,73321,26195.0,6436000.0
2001-12-04,2671,2743,2626,2684,76331,26581.0,6436000.0
2001-12-05,2801,3003,2801,3002,255519,29734.0,6436000.0
2001-12-06,3282,3301,2860,2963,250381,29348.0,6436000.0
2001-12-07,3152,3314,2944,3314,305604,32824.0,6436000.0
2001-12-10,3282,3711,3197,3710,613766,36750.0,6436000.0
2001-12-11,3958,3958,3522,3684,535464,36492.0,6436000.0
2001-12-12,3672,3932,3509,3795,417674,37586.0,6436000.0
2001-12-13,3802,3815,3581,3684,170945,36492.0,6436000.0
2001-12-14,3444,3542,3379,3379,178462,33467.0,6436000.0
2001-12-17,3386,3496,3308,3346,121041,33145.0,6436000.0
2001-12-18,3379,3457,3217,3216,142098,31858.0,6436000.0
2001-12-19,3132,3379,3093,3359,220281,33274.0,6436000.0
2001-12-20,3360,3425,3243,3281,227702,32502.0,6436000.0
2001-12-21,3055,3243,3055,3119,69368,30893.0,6436000.0
2001-12-24,3126,3412,3126,3366,81517,33338.0,6436000.0
2001-12-26,3347,3620,3262,3457,201712,34240.0,6436000.0
2001-12-27,3457,3457,3233,3341,67777,27739.0,6436000.0
2001-12-28,3411,3628,3380,3480,62952,28898.0,6436000.0
2002-01-02,3496,3892,3496,3891,157543,32309.0,6436000.0
2002-01-03,3961,4140,3868,3930,303438,32631.0,6436000.0
2002-01-04,4186,4395,4093,4395,253291,36492.0,6436000.0
2002-01-07,4768,4923,4395,4922,598290,40869.0,6436000.0
2002-01-08,4799,4884,4612,4690,455509,38938.0,6436000.0
2002-01-09,4729,5248,4690,5248,517344,43572.0,6436000.0
2002-01-10,5194,5403,4659,4883,422897,40547.0,6436000.0
2002-01-11,4675,4806,4302,4418,247099,36685.0,6436000.0
2002-01-14,4341,4768,4109,4651,279913,38616.0,6436000.0
2002-01-15,4287,4535,4240,4263,189408,35398.0,6436000.0
2002-01-16,4054,4341,4054,4100,107247,34046.0,6436000.0
2002-01-17,3961,4186,3837,4186,122839,34754.0,6436000.0
2002-01-18,4264,4264,4054,4186,76265,34754.0,6436000.0
2002-01-21,4047,4186,3992,4031,54662,33467.0,6436000.0
2002-01-22,4109,4372,4109,4170,118121,34626.0,6436000.0
2002-01-23,4140,4163,4016,4054,89742,33660.0,6436000.0
2002-01-24,4264,4395,4116,4333,222514,35977.0,6436000.0
2002-01-25,4380,4574,4287,4403,164483,36556.0,6436000.0
2002-01-28,4496,4613,4225,4341,314693,43020.0,7682103.0
2002-01-29,4388,4535,4341,4341,275438,43020.0,7682103.0
2002-01-30,4147,4147,3954,4031,207731,39947.0,7682103.0
2002-01-31,4109,4140,3930,3953,175378,39179.0,7682103.0
2002-02-01,3954,4031,3768,3821,123206,37873.0,7682103.0
2002-02-04,3768,3837,3597,3643,94242,36106.0,7682103.0
2002-02-05,3496,3760,3488,3721,71790,36874.0,7682103.0
2002-02-06,3799,3853,3729,3728,58742,36951.0,7682103.0
2002-02-07,3674,3721,3302,3302,131116,32726.0,7682103.0
2002-02-08,3233,3488,3217,3488,103537,34569.0,7682103.0
2002-02-14,3799,3799,3543,3697,152639,36644.0,7682103.0
2002-02-15,3643,3643,3512,3519,71581,34877.0,7682103.0
2002-02-18,3481,3488,3302,3465,94159,34339.0,7682103.0
2002-02-19,3434,3589,3434,3511,105815,34800.0,7682103.0
2002-02-20,3372,3674,3372,3542,105567,35107.0,7682103.0
2002-02-21,3605,3961,3574,3961,289525,39256.0,7682103.0
2002-02-22,3799,4434,3799,4434,537891,43942.0,7682103.0
2002-02-25,4581,4799,4163,4302,734863,42636.0,7682103.0
2002-02-26,4341,4651,4194,4527,565898,44863.0,7682103.0
2002-02-27,4496,4597,4225,4379,264576,43404.0,7682103.0
2002-02-28,4326,4411,4070,4108,240011,40715.0,7682103.0
2002-03-04,4341,4496,4341,4449,250569,44095.0,7682103.0
2002-03-05,4574,4977,4550,4976,569893,49319.0,7682103.0
2002-03-06,5349,5395,5047,5085,858525,50395.0,7682103.0
2002-03-07,5039,5605,4884,5426,829829,53775.0,7682103.0
2002-03-08,5527,5527,5225,5449,321289,54005.0,7682103.0
2002-03-11,5682,5884,5450,5635,680479,55849.0,7682103.0
2002-03-12,5434,5582,5240,5279,311008,52315.0,7682103.0
2002-03-13,5194,5907,5155,5907,615702,58538.0,7682103.0
2002-03-14,5969,6450,5946,6217,1454571,61610.0,7682103.0
2002-03-15,6279,6388,6124,6232,888838,61764.0,7682103.0
2002-03-18,6434,6481,6202,6317,506765,62609.0,7682103.0
2002-03-19,6271,6884,6202,6511,590170,64530.0,7682103.0
2002-03-20,6589,6806,6279,6356,454407,62993.0,7682103.0
2002-03-21,6271,6271,5977,6046,322965,59920.0,7682103.0
2002-03-22,6085,6395,6062,6294,350578,62379.0,7682103.0
2002-03-25,6054,6543,6054,6232,282504,61764.0,7682103.0
2002-03-26,6279,6279,6116,6209,137979,61534.0,7682103.0
2002-03-27,6434,6899,6372,6612,315657,65528.0,7682103.0
2002-03-28,6667,6706,6395,6496,184144,64376.0,7682103.0
2002-03-29,6395,6822,6395,6821,197154,67603.0,7682103.0
2002-04-01,6938,6985,6256,6426,115401,63685.0,7682103.0
2002-04-02,6295,6551,6062,6511,135582,64530.0,7682103.0
2002-04-03,6380,6535,6202,6535,105864,64760.0,7682103.0
2002-04-04,6279,6512,6240,6511,251846,64530.0,7682103.0
2002-04-08,6512,6589,6357,6511,117252,64530.0,7682103.0
2002-04-09,6667,6799,6395,6589,227900,65298.0,7682103.0
2002-04-10,6450,6450,6132,6356,141460,62993.0,7682103.0
2002-04-11,6279,6512,6240,6271,111106,62148.0,7682103.0
2002-04-12,5659,6357,5659,6356,184942,62993.0,7682103.0
2002-04-15,6240,6783,6240,6744,107329,66834.0,7682103.0
2002-04-16,6814,7481,6589,6976,284896,69139.0,7682103.0
2002-04-17,7209,7287,6907,7209,279325,71444.0,7682103.0
2002-04-18,7093,7271,7016,7248,77292,71828.0,7682103.0
2002-04-19,7171,7279,6938,7054,94911,69907.0,7682103.0
2002-04-22,6938,7093,6744,6976,102343,69139.0,7682103.0
2002-04-23,6644,7132,6644,7131,77103,70675.0,7682103.0
2002-04-24,6977,7178,6907,7054,50795,69907.0,7682103.0
2002-04-25,6899,7047,6775,6775,41714,67142.0,7682103.0
2002-04-26,6830,6892,6543,6651,35477,65912.0,7682103.0
2002-04-29,6217,6357,5969,5969,43981,59152.0,7682103.0
2002-04-30,5659,6202,5659,6201,97593,61457.0,7682103.0
2002-05-02,6202,6403,6124,6356,79609,62993.0,7682103.0
2002-05-03,6279,6279,6008,6193,46567,61380.0,7682103.0
2002-05-06,6008,6047,5775,5814,31233,57616.0,7682103.0
2002-05-07,5814,5814,5434,5806,90250,57539.0,7682103.0
2002-05-08,5822,6008,5744,5883,33332,58307.0,7682103.0
2002-05-09,6124,6194,5899,5961,142858,59075.0,7682103.0
2002-05-10,5752,5961,5675,5930,33440,58768.0,7682103.0
2002-05-13,5892,5930,5760,5899,9590,58461.0,7682103.0
2002-05-14,5985,6124,5946,5945,37744,58922.0,7682103.0
2002-05-15,6194,6271,6078,6186,82051,61303.0,7682103.0
2002-05-16,6186,6186,5899,5953,9487,58999.0,7682103.0
