인산가(277410),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-07-18,1685,1725,1665,1700,48282,44809.0,26358345.0
2019-07-19,1695,1715,1650,1710,99584,45073.0,26358345.0
2019-07-22,1710,1745,1695,1745,69133,45995.0,26358345.0
2019-07-23,1750,1795,1715,1720,113236,45336.0,26358345.0
2019-07-24,1745,1745,1680,1690,125751,44546.0,26358345.0
2019-07-25,1690,1710,1670,1695,84215,44677.0,26358345.0
2019-07-26,1695,1725,1640,1665,104598,43887.0,26358345.0
2019-07-29,1665,1675,1525,1530,257949,40328.0,26358345.0
2019-07-30,1535,1625,1520,1600,97770,42173.0,26358345.0
2019-07-31,1615,1630,1570,1630,78994,42964.0,26358345.0
2019-08-01,1600,1635,1555,1600,103481,42173.0,26358345.0
2019-08-02,1565,1635,1545,1620,112074,42701.0,26358345.0
2019-08-05,1585,1615,1405,1450,425643,38220.0,26358345.0
2019-08-06,1370,1480,1330,1435,375369,37824.0,26358345.0
2019-08-07,1560,1560,1435,1490,338071,39274.0,26358345.0
2019-08-08,1500,1545,1475,1500,366787,39538.0,26358345.0
2019-08-09,1505,1545,1500,1535,210799,40460.0,26358345.0
2019-08-12,1535,1595,1510,1585,157673,41778.0,26358345.0
2019-08-13,1585,1615,1560,1615,135087,42569.0,26358345.0
2019-08-14,1710,1710,1580,1595,470528,42042.0,26358345.0
2019-08-16,1590,1625,1550,1555,220819,40987.0,26358345.0
2019-08-19,1590,1590,1550,1575,73673,41514.0,26358345.0
2019-08-20,1600,1625,1570,1615,116279,42569.0,26358345.0
2019-08-21,1620,1630,1590,1615,102544,42569.0,26358345.0
2019-08-22,1645,1655,1610,1645,221566,43359.0,26358345.0
2019-08-23,1625,1670,1620,1640,188563,43228.0,26358345.0
2019-08-26,1605,1625,1560,1585,127199,41778.0,26358345.0
2019-08-27,1620,1620,1560,1570,80325,41383.0,26358345.0
2019-08-28,1570,1610,1550,1570,89284,41383.0,26358345.0
2019-08-29,1570,1595,1560,1590,31090,41910.0,26358345.0
2019-08-30,1590,1635,1590,1625,80147,42832.0,26358345.0
2019-09-02,1600,1640,1600,1620,25044,42701.0,26358345.0
2019-09-03,1635,1750,1610,1690,1909565,44546.0,26358345.0
2019-09-04,1690,1735,1665,1690,296491,44546.0,26358345.0
2019-09-05,1710,1765,1675,1730,784413,45600.0,26358345.0
2019-09-06,1725,1755,1680,1700,312363,44809.0,26358345.0
2019-09-09,1725,1725,1650,1680,134957,44282.0,26358345.0
2019-09-10,1680,1685,1660,1675,48508,44150.0,26358345.0
2019-09-11,1675,1690,1660,1685,107109,44414.0,26358345.0
2019-09-16,1685,1710,1655,1690,96975,44546.0,26358345.0
2019-09-17,1705,1770,1695,1725,572056,45468.0,26358345.0
2019-09-18,1710,1730,1685,1710,179485,45073.0,26358345.0
2019-09-19,1720,1735,1695,1715,135197,45205.0,26358345.0
2019-09-20,1730,1730,1675,1690,193003,44546.0,26358345.0
2019-09-23,1690,1705,1650,1695,156422,44677.0,26358345.0
2019-09-24,1670,1700,1670,1685,94722,44414.0,26358345.0
2019-09-25,1685,1685,1605,1625,169787,42832.0,26358345.0
2019-09-26,1625,1640,1560,1600,161448,42173.0,26358345.0
2019-09-27,1600,1620,1585,1620,89845,42701.0,26358345.0
2019-09-30,1620,1635,1530,1575,167418,41514.0,26358345.0
2019-10-01,1590,1590,1540,1585,145628,41778.0,26358345.0
2019-10-02,1555,1630,1555,1630,152860,42964.0,26358345.0
2019-10-04,1600,1635,1595,1610,42335,42437.0,26358345.0
2019-10-07,1630,1630,1570,1590,74294,41910.0,26358345.0
