이노인스트루먼트(215790),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2018-11-07,4750,4835,4530,4740,36303,96142.0,20283149.0
2018-11-08,4780,4785,4585,4670,19372,94722.0,20283149.0
2018-11-09,4695,4695,4355,4530,40588,91883.0,20283149.0
2018-11-12,4600,4600,4310,4455,14977,90361.0,20283149.0
2018-11-13,4455,4455,4240,4370,12105,88637.0,20283149.0
2018-11-14,4350,4400,4200,4385,50900,88942.0,20283149.0
2018-11-15,4475,4475,4290,4380,9184,88840.0,20283149.0
2018-11-16,4380,4380,4205,4280,42420,86812.0,20283149.0
2018-11-19,4280,4320,4195,4260,36750,86406.0,20283149.0
2018-11-20,4240,4240,4090,4145,47363,84074.0,20283149.0
2018-11-21,4145,4145,4005,4045,44312,82045.0,20283149.0
2018-11-22,4045,4135,3985,4040,21954,81944.0,20283149.0
2018-11-23,4070,5250,3975,4720,1746422,95736.0,20283149.0
2018-11-26,4660,4690,4420,4670,274043,94722.0,20283149.0
2018-11-27,4680,4685,4505,4680,121039,94925.0,20283149.0
2018-11-28,4680,5590,4615,4960,2121061,100604.0,20283149.0
2018-11-29,4960,5520,4800,5220,892503,105878.0,20283149.0
2018-11-30,5220,5420,5030,5140,283337,104255.0,20283149.0
2018-12-03,5320,5800,5190,5350,406434,108515.0,20283149.0
2018-12-04,5400,5450,5250,5360,131681,108718.0,20283149.0
2018-12-05,5170,5250,5050,5060,121046,102633.0,20283149.0
2018-12-06,5030,5100,4835,4840,78859,98170.0,20283149.0
2018-12-07,4795,4960,4755,4850,37641,98373.0,20283149.0
2018-12-10,4845,4875,4615,4725,39435,95838.0,20283149.0
2018-12-11,4725,4800,4520,4710,43041,95534.0,20283149.0
2018-12-12,4710,5040,4710,4945,47091,100300.0,20283149.0
2018-12-13,5050,5050,4830,4890,36526,99185.0,20283149.0
2018-12-14,4850,4890,4655,4840,24468,98170.0,20283149.0
2018-12-17,4860,4860,4615,4690,17159,95128.0,20283149.0
2018-12-18,4690,4690,4410,4525,38410,91781.0,20283149.0
2018-12-19,4525,4570,4175,4420,47879,89652.0,20283149.0
2018-12-20,4450,4450,4335,4395,12177,89144.0,20283149.0
2018-12-21,4420,4585,4375,4550,34269,92288.0,20283149.0
2018-12-24,4570,4570,4430,4505,29166,91376.0,20283149.0
2018-12-26,4425,4440,4160,4240,51470,86001.0,20283149.0
2018-12-27,4280,4390,4275,4340,14121,88029.0,20283149.0
2018-12-28,4600,4890,4400,4740,117251,96142.0,20283149.0
2019-01-02,5150,5150,4890,5140,150808,104255.0,20283149.0
2019-01-03,5440,6680,5270,6680,1947074,135491.0,20283149.0
2019-01-04,6740,7300,6540,6920,2356099,140359.0,20283149.0
2019-01-07,6920,6920,6590,6860,411004,139142.0,20283149.0
2019-01-08,6860,7540,6740,7030,1177983,142591.0,20283149.0
2019-01-09,7180,7180,6720,6730,242991,136506.0,20283149.0
2019-01-10,6820,6820,6410,6420,322090,130218.0,20283149.0
2019-01-11,6430,6630,6350,6540,215308,132652.0,20283149.0
2019-01-14,6490,7000,6410,6770,466650,137317.0,20283149.0
2019-01-15,6800,6950,6720,6830,226896,138534.0,20283149.0
2019-01-16,6930,6930,6700,6830,113399,138534.0,20283149.0
2019-01-17,6820,6920,6490,6490,135442,131638.0,20283149.0
2019-01-18,6590,6780,6510,6730,125985,136506.0,20283149.0
2019-01-21,6780,6850,6660,6800,124013,137925.0,20283149.0
2019-01-22,6950,6950,6680,6710,130411,136100.0,20283149.0
2019-01-23,6710,6740,6530,6530,89882,132449.0,20283149.0
2019-01-24,6530,6690,6520,6530,61395,132449.0,20283149.0
2019-01-25,6700,8370,6630,7750,5366385,157194.0,20283149.0
2019-01-28,7690,7900,7540,7820,633518,158614.0,20283149.0
2019-01-29,7660,7680,7330,7370,439579,149487.0,20283149.0
2019-01-30,7370,7460,7090,7200,309893,146039.0,20283149.0
2019-01-31,7220,7260,7110,7170,130124,145430.0,20283149.0
2019-02-01,7170,7210,6930,7100,156758,144010.0,20283149.0
2019-02-07,7100,7100,6830,7100,134046,144010.0,20283149.0
2019-02-08,7060,7080,6910,6990,111298,141779.0,20283149.0
2019-02-11,6960,7280,6950,7270,227544,147458.0,20283149.0
2019-02-12,7300,7470,7140,7460,319093,151312.0,20283149.0
2019-02-13,7550,8150,7450,7680,1526957,155775.0,20283149.0
2019-02-14,7620,7680,7350,7430,199318,150704.0,20283149.0
2019-02-15,7400,7400,7180,7220,123644,146444.0,20283149.0
2019-02-18,7230,7380,7230,7350,69676,149081.0,20283149.0
2019-02-19,7390,7390,7230,7300,65117,148067.0,20283149.0
2019-02-20,7420,7420,7190,7200,86496,146039.0,20283149.0
2019-02-21,7220,7270,6910,7000,92332,141982.0,20283149.0
2019-02-22,6930,7140,6930,6930,67284,140562.0,20283149.0
2019-02-25,6960,7150,6930,7060,45481,143199.0,20283149.0
2019-02-26,7070,7150,6980,6980,47097,141576.0,20283149.0
2019-02-27,6910,6970,6750,6820,83619,138331.0,20283149.0
2019-02-28,6770,6820,6410,6690,91161,135694.0,20283149.0
2019-03-04,6690,6760,6550,6690,47464,135694.0,20283149.0
2019-03-05,6680,6690,6460,6500,87623,131840.0,20283149.0
2019-03-06,6460,6590,6460,6570,43651,133260.0,20283149.0
2019-03-07,6510,6780,6420,6650,65434,134883.0,20283149.0
2019-03-08,6510,6600,6200,6280,96086,127378.0,20283149.0
2019-03-11,6310,6310,5810,6010,81189,121902.0,20283149.0
2019-03-12,6010,6180,5760,6180,60940,125350.0,20283149.0
2019-03-13,6200,6360,6180,6240,26110,126567.0,20283149.0
2019-03-14,6360,6400,6200,6330,29799,128392.0,20283149.0
2019-03-15,6260,6570,6260,6460,70503,131029.0,20283149.0
2019-03-18,6480,6590,6370,6380,47134,129406.0,20283149.0
2019-03-19,6560,6690,6450,6640,132433,134680.0,20283149.0
2019-03-20,6750,7150,6640,6640,572929,134680.0,20283149.0
2019-03-21,6640,6640,5970,5970,478802,121090.0,20283149.0
2019-03-22,6200,6240,5970,6050,150606,122713.0,20283149.0
2019-03-25,5970,6050,5950,6030,45006,122307.0,20283149.0
2019-03-26,6130,6130,5900,6000,30181,121699.0,20283149.0
2019-03-27,6090,6400,6020,6050,54828,122713.0,20283149.0
2019-03-28,6020,6080,5900,6030,46636,122307.0,20283149.0
2019-03-29,6030,6050,5840,5910,49682,119873.0,20283149.0
2019-04-01,5900,5960,5800,5920,27571,120076.0,20283149.0
2019-04-02,5910,5980,5840,5870,29552,119062.0,20283149.0
2019-04-03,5940,5980,5840,5920,22402,120076.0,20283149.0
2019-04-04,5970,6340,5960,6030,119951,122307.0,20283149.0
2019-04-05,6100,6110,6010,6040,36686,122510.0,20283149.0
2019-04-08,6060,6080,5940,6000,44818,121699.0,20283149.0
2019-04-09,6100,6770,6030,6400,1043589,129812.0,20283149.0
2019-04-10,6400,6580,6400,6450,273066,130826.0,20283149.0
2019-04-11,6530,6530,6360,6380,81352,129406.0,20283149.0
2019-04-12,6420,6600,6160,6600,182219,133869.0,20283149.0
2019-04-15,6600,6640,6530,6530,109086,132449.0,20283149.0
2019-04-16,6530,6530,6310,6400,61503,129812.0,20283149.0
2019-04-17,6450,6700,6320,6540,232563,132652.0,20283149.0
2019-04-18,6500,6530,6300,6310,59443,127987.0,20283149.0
2019-04-19,6310,6450,6310,6380,19841,129406.0,20283149.0
2019-04-22,6390,6510,6300,6470,32354,131232.0,20283149.0
2019-04-23,6530,6530,6260,6400,45878,129812.0,20283149.0
2019-04-24,6370,6380,6290,6320,25016,128190.0,20283149.0
2019-04-25,6300,6340,6240,6280,28495,127378.0,20283149.0
2019-04-26,6180,6470,6110,6130,47265,124336.0,20283149.0
2019-04-29,6050,6270,6010,6190,23505,125553.0,20283149.0
2019-04-30,6110,6290,6040,6290,44140,127581.0,20283149.0
2019-05-02,6340,6630,6050,6470,198118,131232.0,20283149.0
2019-05-03,6400,6550,6330,6430,62618,130421.0,20283149.0
2019-05-07,6300,6450,6230,6360,50696,129001.0,20283149.0
2019-05-08,6230,6310,6140,6140,51142,124539.0,20283149.0
2019-05-09,6170,6260,5820,6010,56384,121902.0,20283149.0
2019-05-10,5880,6080,5800,5800,50652,117642.0,20283149.0
2019-05-13,5690,5900,5350,5380,78045,109123.0,20283149.0
2019-05-14,5200,5390,5050,5370,59147,108921.0,20283149.0
2019-05-15,5490,6150,5340,5990,233078,121496.0,20283149.0
2019-05-16,5930,5930,5700,5790,51647,117439.0,20283149.0
2019-05-17,5710,5790,5650,5770,40637,117034.0,20283149.0
2019-05-20,5690,5890,5540,5880,94033,119265.0,20283149.0
2019-05-21,5880,5890,5760,5780,31257,117237.0,20283149.0
2019-05-22,5750,5850,5660,5740,18883,116425.0,20283149.0
2019-05-23,5620,5900,5610,5700,33458,115614.0,20283149.0
2019-05-24,5600,5620,5420,5500,35181,111557.0,20283149.0
2019-05-27,5360,5540,5280,5290,31570,107298.0,20283149.0
2019-05-28,5410,5430,5200,5430,25920,110137.0,20283149.0
2019-05-29,5480,5520,5260,5380,24382,109123.0,20283149.0
2019-05-30,5390,5450,5140,5250,42695,106487.0,20283149.0
2019-05-31,5160,5390,5150,5370,24411,108921.0,20283149.0
2019-06-03,5370,5380,5190,5280,17214,107095.0,20283149.0
2019-06-04,5500,5500,5120,5280,23453,107095.0,20283149.0
2019-06-05,5270,5370,5190,5260,30573,106689.0,20283149.0
2019-06-07,5260,5530,5260,5490,34801,111354.0,20283149.0
2019-06-10,5590,6090,5500,5890,146620,119468.0,20283149.0
2019-06-11,6230,6470,6090,6130,502394,124336.0,20283149.0
2019-06-12,6190,6190,5890,6010,78879,121902.0,20283149.0
2019-06-13,5910,6050,5880,5970,48581,121090.0,20283149.0
2019-06-14,5990,6040,5720,5880,50041,119265.0,20283149.0
2019-06-17,5880,5940,5770,5830,28509,118251.0,20283149.0
2019-06-18,5830,5910,5780,5810,53896,117845.0,20283149.0
2019-06-19,5810,5870,5730,5770,27836,117034.0,20283149.0
2019-06-20,5710,5930,5710,5870,26572,119062.0,20283149.0
2019-06-21,5930,5940,5770,5790,33683,117439.0,20283149.0
2019-06-24,5730,5810,5630,5630,27365,114194.0,20283149.0
2019-06-25,5630,5710,5400,5520,54787,111963.0,20283149.0
2019-06-26,5740,7130,5740,6140,4961939,124539.0,20283149.0
2019-06-27,6160,6370,6060,6080,695148,123322.0,20283149.0
2019-06-28,6100,6400,6020,6280,531123,127378.0,20283149.0
2019-07-01,6340,6340,5710,5710,291896,115817.0,20283149.0
2019-07-02,5730,5850,5530,5680,214286,115208.0,20283149.0
2019-07-03,5740,5740,5450,5550,87395,112571.0,20283149.0
2019-07-04,5510,5600,5340,5370,74475,108921.0,20283149.0
2019-07-05,5360,5430,5270,5400,48879,109529.0,20283149.0
2019-07-08,5400,5470,4930,4990,112984,101213.0,20283149.0
2019-07-09,4880,5050,4660,4735,89031,96041.0,20283149.0
2019-07-10,4620,4865,4620,4795,66631,97258.0,20283149.0
2019-07-11,4890,4890,4750,4890,37444,99185.0,20283149.0
2019-07-12,4970,5000,4865,5000,17069,101416.0,20283149.0
2019-07-15,4925,5030,4845,4890,24231,99185.0,20283149.0
2019-07-16,4950,5290,4865,5000,62736,101416.0,20283149.0
2019-07-17,4950,5020,4750,4840,45917,98170.0,20283149.0
2019-07-18,4860,4860,4750,4760,17499,96548.0,20283149.0
2019-07-19,4760,4990,4750,4815,21805,97663.0,20283149.0
2019-07-22,4755,4990,4755,4820,11247,97765.0,20283149.0
2019-07-23,4885,4885,4645,4690,32455,95128.0,20283149.0
2019-07-24,4620,4685,4440,4485,36972,90970.0,20283149.0
2019-07-25,4375,4425,4170,4260,107023,86406.0,20283149.0
2019-07-26,4150,4245,4030,4220,71585,85595.0,20283149.0
2019-07-29,4220,4220,3870,3980,75849,80727.0,20283149.0
2019-07-30,3875,4120,3875,4015,62269,81437.0,20283149.0
2019-07-31,3925,4080,3890,4080,69009,82755.0,20283149.0
2019-08-01,3975,4120,3930,4095,29947,83059.0,20283149.0
2019-08-02,4005,4085,3890,3960,47816,80321.0,20283149.0
2019-08-05,3955,4010,3570,3635,57130,73729.0,20283149.0
2019-08-06,3330,3695,3330,3550,118226,72005.0,20283149.0
2019-08-07,3365,3730,3365,3615,86531,73324.0,20283149.0
2019-08-08,3605,3795,3600,3755,51254,76163.0,20283149.0
2019-08-09,3730,3850,3710,3800,21386,77076.0,20283149.0
2019-08-12,3760,3950,3700,3895,32709,79003.0,20283149.0
2019-08-13,3955,3955,3795,3855,22855,78192.0,20283149.0
2019-08-14,3865,3990,3810,3850,14250,78090.0,20283149.0
2019-08-16,3730,3895,3700,3740,19896,75859.0,20283149.0
2019-08-19,3740,4110,3740,4000,54811,81133.0,20283149.0
2019-08-20,3910,4060,3875,4000,16477,81133.0,20283149.0
2019-08-21,4000,4145,3925,4085,24154,82857.0,20283149.0
2019-08-22,4050,4135,4000,4010,23838,81335.0,20283149.0
2019-08-23,4010,4150,3980,4065,42860,82451.0,20283149.0
2019-08-26,4060,4060,3780,3885,67190,78800.0,20283149.0
2019-08-27,3935,4020,3880,3990,22045,80930.0,20283149.0
2019-08-28,3905,3985,3805,3920,24491,79510.0,20283149.0
2019-08-29,3920,3945,3815,3885,14669,78800.0,20283149.0
2019-08-30,3870,4015,3850,4005,20020,81234.0,20283149.0
2019-09-02,4020,4400,4020,4260,86216,86406.0,20283149.0
2019-09-03,4260,4520,4260,4355,139779,88333.0,20283149.0
2019-09-04,4355,4935,4355,4570,341818,92694.0,20283149.0
2019-09-05,4600,4600,4495,4500,47655,91274.0,20283149.0
2019-09-06,4505,4820,4500,4560,74663,92491.0,20283149.0
2019-09-09,4540,4600,4395,4480,40436,90869.0,20283149.0
2019-09-10,4330,4480,4235,4350,41668,88232.0,20283149.0
2019-09-11,4350,4420,4200,4400,13395,89246.0,20283149.0
2019-09-16,4490,4490,4315,4430,21301,89854.0,20283149.0
2019-09-17,4355,4490,4350,4440,24136,90057.0,20283149.0
2019-09-18,4440,4475,4360,4430,7002,89854.0,20283149.0
2019-09-19,4490,4515,4390,4440,21953,90057.0,20283149.0
2019-09-20,4365,4480,4365,4420,10143,89652.0,20283149.0
2019-09-23,4420,4505,4325,4490,8932,91071.0,20283149.0
2019-09-24,4400,4570,4400,4570,20086,92694.0,20283149.0
2019-09-25,4520,4570,4300,4420,20815,89652.0,20283149.0
2019-09-26,4430,4565,4420,4485,26696,90970.0,20283149.0
2019-09-27,4540,4560,4455,4460,21227,90463.0,20283149.0
2019-09-30,4470,4470,4230,4370,30600,,
2019-10-01,4300,4390,4265,4270,16510,,
2019-10-02,4065,4285,4065,4250,35358,,
2019-10-04,4250,4325,4100,4100,25275,,
2019-10-07,4100,4220,3970,4090,37773,,
