이노인스트루먼트(215790),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-12-04,10050,10200,10050,10200,3215,14280.0,7000000.0
2015-12-07,10200,10200,10000,10025,11219,14035.0,7000000.0
2015-12-08,10025,10050,10025,10050,6113,14070.0,7000000.0
2015-12-09,10025,10050,10000,10000,6949,14000.0,7000000.0
2015-12-10,10100,10125,10000,10050,2887,14070.0,7000000.0
2015-12-11,10050,10050,10000,10050,4502,14070.0,7000000.0
2015-12-14,10050,10050,10000,10050,6546,14070.0,7000000.0
2015-12-15,10050,10100,10050,10050,1370,14070.0,7000000.0
2015-12-16,10074,10074,10050,10075,1407,14105.0,7000000.0
2015-12-17,10050,10075,10050,10050,5132,14070.0,7000000.0
2015-12-18,10025,10150,10025,10100,3344,14140.0,7000000.0
2015-12-21,10000,10050,10000,10050,56535,14070.0,7000000.0
2015-12-22,9974,10150,9974,10075,4605,14105.0,7000000.0
2015-12-23,9974,10074,9950,10075,10767,14105.0,7000000.0
2015-12-24,9975,10050,9975,10050,3401,14070.0,7000000.0
2015-12-28,10050,10075,10024,10025,13976,14035.0,7000000.0
2015-12-29,9900,10100,9900,10100,762,14140.0,7000000.0
2015-12-30,10025,10075,10025,10050,8436,14070.0,7000000.0
2016-01-04,10175,10175,10024,10025,40682,14035.0,7000000.0
2016-01-05,10050,10050,10050,10050,773,14070.0,7000000.0
2016-01-06,10050,10100,10050,10100,5000,14140.0,7000000.0
2016-01-07,10024,10024,10024,10025,1156,14035.0,7000000.0
2016-01-08,10175,10200,10075,10200,14574,14280.0,7000000.0
2016-01-11,10050,10200,10025,10200,11014,14280.0,7000000.0
2016-01-12,10125,10125,10050,10050,3103,14070.0,7000000.0
2016-01-13,10075,10100,10075,10100,1740,14140.0,7000000.0
2016-01-14,10100,10100,10100,10100,0,14140.0,7000000.0
2016-01-15,10000,10100,10000,10100,5005,14140.0,7000000.0
2016-01-18,10025,10074,10025,10075,210,14105.0,7000000.0
2016-01-19,10025,10074,10025,10075,3984,14105.0,7000000.0
2016-01-20,10050,10074,10050,10075,8260,14105.0,7000000.0
2016-01-21,10024,10024,10024,10025,345,14035.0,7000000.0
2016-01-22,10024,10024,10024,10025,4600,14035.0,7000000.0
2016-01-25,10024,10024,10000,10025,547,14035.0,7000000.0
2016-01-26,10000,10000,10000,10000,2200,14000.0,7000000.0
2016-01-27,10000,10050,9975,10050,1022,14070.0,7000000.0
2016-01-28,10100,10100,10100,10100,1000,14140.0,7000000.0
2016-01-29,10100,10100,10100,10100,0,,
2016-02-01,10100,10100,10100,10100,0,,
2016-02-02,10050,10050,10025,10050,297,14070.0,7000000.0
2016-02-03,10000,10050,10000,10050,19438,14070.0,7000000.0
2016-02-04,10000,10050,9950,10000,12547,14000.0,7000000.0
2016-02-05,9975,10050,9975,10050,6958,14070.0,7000000.0
2016-02-11,9950,10100,9950,10100,10736,14140.0,7000000.0
2016-02-12,9950,10024,9950,10025,24139,14035.0,7000000.0
2016-02-15,10025,10050,10000,10000,6547,14000.0,7000000.0
2016-02-16,10050,10075,10050,10050,963,14070.0,7000000.0
2016-02-17,10000,10000,10000,10000,471,14000.0,7000000.0
2016-02-18,10074,10100,10074,10075,1366,14105.0,7000000.0
2016-02-19,9950,10000,9950,10000,5641,14000.0,7000000.0
2016-02-22,9975,10000,9975,10000,26111,14000.0,7000000.0
2016-02-23,10150,10150,9974,9975,689,13965.0,7000000.0
2016-02-24,10100,10124,10100,10125,283,14175.0,7000000.0
2016-02-25,9924,10024,9924,10025,944,14035.0,7000000.0
2016-02-26,10074,10074,9950,10075,2472,14105.0,7000000.0
2016-02-29,9925,10074,9925,9975,2356,13965.0,7000000.0
2016-03-02,9925,10074,9925,10075,2665,14105.0,7000000.0
2016-03-03,9974,10074,9925,10075,2664,14105.0,7000000.0
2016-03-04,10000,10000,10000,10000,1,14000.0,7000000.0
2016-03-07,10000,10000,9975,10000,1901,14000.0,7000000.0
2016-03-08,9925,9974,9925,9975,366,13965.0,7000000.0
2016-03-09,9925,9974,9925,9975,2873,13965.0,7000000.0
2016-03-10,10050,10050,9550,9875,9473,13825.0,7000000.0
2016-03-11,10025,10025,9825,9975,7619,13965.0,7000000.0
2016-03-14,9825,9874,9825,9875,1043,13825.0,7000000.0
2016-03-15,9975,9975,9924,9925,2150,13895.0,7000000.0
2016-03-16,9925,9925,9900,9900,1098,13860.0,7000000.0
2016-03-17,9825,9900,9825,9900,11023,13860.0,7000000.0
2016-03-18,9900,9925,9800,9850,679,13790.0,7000000.0
2016-03-21,9850,9850,9825,9850,9590,13790.0,7000000.0
2016-03-22,9850,9850,9824,9825,6132,13755.0,7000000.0
2016-03-23,9825,9874,9825,9875,705,13825.0,7000000.0
2016-03-24,9850,9850,9824,9825,1135,13755.0,7000000.0
2016-03-25,9974,9974,9825,9975,5515,13965.0,7000000.0
2016-03-28,10050,10050,9850,9850,1286,13790.0,7000000.0
2016-03-29,10000,10000,9800,10000,3697,14000.0,7000000.0
2016-03-30,9950,9974,9900,9975,181,13965.0,7000000.0
2016-03-31,10025,10025,9974,9975,647,13965.0,7000000.0
2016-04-01,10000,10000,9850,9950,2510,13930.0,7000000.0
2016-04-04,10000,10000,9850,9850,1536,13790.0,7000000.0
2016-04-05,9850,9950,9850,9875,11668,13825.0,7000000.0
2016-04-06,9875,10050,9875,9900,3529,13860.0,7000000.0
2016-04-07,9900,9975,9900,9900,2433,13860.0,7000000.0
2016-04-08,9975,10075,9850,9950,5177,13930.0,7000000.0
2016-04-11,9925,9950,9925,9950,55102,13930.0,7000000.0
2016-04-12,9900,9900,9900,9900,0,13860.0,7000000.0
2016-04-14,10100,10100,9850,9975,2008,13965.0,7000000.0
2016-04-15,9950,9950,9950,9950,0,13930.0,7000000.0
2016-04-18,9875,9900,9800,9850,6509,13790.0,7000000.0
2016-04-19,9850,9950,9850,9925,2220,13895.0,7000000.0
2016-04-20,9924,9924,9824,9825,11255,13755.0,7000000.0
2016-04-21,9925,9925,9750,9850,16897,13790.0,7000000.0
2016-04-22,9775,9900,9775,9900,808,13860.0,7000000.0
2016-04-25,9800,10000,9774,9975,5286,13965.0,7000000.0
2016-04-26,9974,9974,9974,9975,1,13965.0,7000000.0
2016-04-27,9975,9975,9750,9925,23973,13895.0,7000000.0
2016-04-28,9900,9900,9900,9900,0,13860.0,7000000.0
2016-04-29,9774,9874,9750,9875,2096,13825.0,7000000.0
2016-05-02,9800,9850,9700,9850,18402,13790.0,7000000.0
2016-05-03,9775,9900,9775,9850,4203,13790.0,7000000.0
2016-05-04,9775,9900,9700,9825,33779,13755.0,7000000.0
2016-05-09,9750,9900,9724,9825,19659,13755.0,7000000.0
2016-05-10,9950,9974,9900,9975,1671,13965.0,7000000.0
2016-05-11,9975,9975,9750,9950,932,13930.0,7000000.0
2016-05-12,9950,9950,9950,9950,0,13930.0,7000000.0
2016-05-13,9774,9900,9750,9875,22762,13825.0,7000000.0
2016-05-16,9900,9924,9875,9925,2760,13895.0,7000000.0
2016-05-17,9924,9924,9924,9925,101,13895.0,7000000.0
2016-05-18,9874,9874,9874,9875,42,13825.0,7000000.0
2016-05-19,9900,9900,9874,9875,10507,13825.0,7000000.0
2016-05-20,9800,9874,9750,9875,6132,13825.0,7000000.0
2016-05-23,9874,9900,9774,9875,10355,13825.0,7000000.0
2016-05-24,9900,9900,9900,9900,1000,13860.0,7000000.0
2016-05-25,9925,9925,9874,9875,3651,13825.0,7000000.0
2016-05-26,9875,9875,9775,9850,15190,13790.0,7000000.0
2016-05-27,9800,9800,9750,9750,54324,13650.0,7000000.0
2016-05-30,9850,9850,9750,9825,56553,13755.0,7000000.0
2016-05-31,9824,9824,9750,9825,8916,13755.0,7000000.0
2016-06-01,9750,9750,9750,9750,28600,13650.0,7000000.0
2016-06-02,9800,9824,9800,9825,46168,13755.0,7000000.0
2016-06-03,9850,9874,9850,9875,33950,13825.0,7000000.0
2016-06-07,9874,9874,9774,9875,12921,13825.0,7000000.0
2016-06-08,9875,9875,9750,9850,5262,13790.0,7000000.0
2016-06-09,9750,9850,9750,9850,20201,13790.0,7000000.0
2016-06-10,9850,9850,9850,9850,10941,13790.0,7000000.0
2016-06-13,9850,9850,9775,9850,13754,13790.0,7000000.0
2016-06-14,9850,9850,9850,9850,600,13790.0,7000000.0
2016-06-15,9775,9850,9775,9850,453,13790.0,7000000.0
2016-06-16,9824,9824,9824,9825,350,13755.0,7000000.0
2016-06-17,9850,9850,9824,9825,353,13755.0,7000000.0
2016-06-20,9874,9900,9850,9875,2013,13825.0,7000000.0
2016-06-21,9925,10725,9775,9900,6378,13860.0,7000000.0
2016-06-22,9875,9900,9825,9900,675,13860.0,7000000.0
2016-06-23,9874,9874,9874,9875,427,13825.0,7000000.0
2016-06-24,9875,9925,9775,9850,10702,13790.0,7000000.0
2016-06-27,9824,9924,9824,9925,3,13895.0,7000000.0
2016-06-28,9924,9924,9924,9925,0,13895.0,7000000.0
2016-06-29,9824,9924,9824,9925,318,13895.0,7000000.0
2016-06-30,9800,10425,9800,10000,68740,14000.0,7000000.0
2016-07-01,10500,10500,10000,10025,38116,14035.0,7000000.0
2016-07-04,10025,10250,10000,10150,1298,14210.0,7000000.0
2016-07-05,10200,10200,10100,10150,1127,14210.0,7000000.0
2016-07-06,10150,10150,10100,10150,3522,14210.0,7000000.0
2016-07-07,10000,10024,9750,10025,19780,14035.0,7000000.0
2016-07-08,10050,10124,10000,10125,200,14175.0,7000000.0
2016-07-11,10150,10150,9950,10100,2333,14140.0,7000000.0
2016-07-12,9975,10224,9975,10225,963,14315.0,7000000.0
2016-07-13,10225,10250,10200,10250,3877,14350.0,7000000.0
2016-07-14,9975,10250,9975,10200,4007,14280.0,7000000.0
2016-07-15,10075,10100,10000,10000,14416,14000.0,7000000.0
2016-07-18,10000,10125,9975,10000,4854,14000.0,7000000.0
2016-07-19,10000,10125,10000,10100,2505,14140.0,7000000.0
2016-07-20,10100,10100,9900,10000,45416,14000.0,7000000.0
2016-07-21,10000,10000,9975,10000,4532,14000.0,7000000.0
2016-07-22,10000,10000,9950,9975,16490,13965.0,7000000.0
2016-07-25,9975,10050,9950,10025,2309,14035.0,7000000.0
2016-07-26,10025,10025,10000,10000,25,14000.0,7000000.0
2016-07-27,10000,10000,9875,10000,13552,14000.0,7000000.0
2016-07-28,9975,10000,9975,10000,18705,14000.0,7000000.0
2016-07-29,10000,10000,10000,10000,10000,14000.0,7000000.0
2016-08-01,10000,10025,10000,10000,2433,14000.0,7000000.0
2016-08-02,10025,10100,10025,10075,3215,14105.0,7000000.0
2016-08-03,10024,10124,9975,10125,5294,14175.0,7000000.0
2016-08-04,10050,10100,10000,10025,945,14035.0,7000000.0
2016-08-05,10000,10100,10000,10075,4224,14105.0,7000000.0
2016-08-08,10075,10100,10000,10100,16803,14140.0,7000000.0
2016-08-09,10050,10124,10050,10125,26723,14175.0,7000000.0
2016-08-10,10175,10350,10124,10225,4571,14315.0,7000000.0
2016-08-11,10100,10325,10100,10200,38155,14280.0,7000000.0
2016-08-12,10125,10150,9900,10100,98008,14140.0,7000000.0
2016-08-16,9975,10050,9950,10000,5698,14000.0,7000000.0
2016-08-17,9950,10000,9950,9950,10834,13930.0,7000000.0
2016-08-18,9950,10074,9950,10075,9029,14105.0,7000000.0
2016-08-19,9974,10100,9974,9975,16177,13965.0,7000000.0
2016-08-22,9975,10300,9975,10000,17957,14000.0,7000000.0
2016-08-23,9975,10050,9975,10050,5661,14070.0,7000000.0
2016-08-24,10050,10050,10000,10000,37330,14000.0,7000000.0
2016-08-25,10000,10100,10000,10075,16757,14105.0,7000000.0
2016-08-26,10100,10275,10100,10100,124,14140.0,7000000.0
2016-08-29,10100,10125,10100,10100,3101,14140.0,7000000.0
2016-08-30,10100,10350,10100,10125,3339,14175.0,7000000.0
2016-08-31,10250,10250,10124,10125,1544,14175.0,7000000.0
2016-09-01,10125,10350,10075,10100,40498,14140.0,7000000.0
2016-09-02,10100,10150,10075,10150,5355,14210.0,7000000.0
2016-09-05,10100,10150,10075,10150,6983,14210.0,7000000.0
2016-09-06,10050,10200,10025,10200,26164,14280.0,7000000.0
2016-09-07,10050,10150,10050,10150,1964,14210.0,7000000.0
2016-09-08,10050,10250,10050,10175,4323,14245.0,7000000.0
2016-09-09,10100,10100,10075,10100,5471,14140.0,7000000.0
2016-09-12,10174,10174,10074,10075,20294,14105.0,7000000.0
2016-09-13,10050,10124,10050,10125,1001,14175.0,7000000.0
2016-09-19,10150,10150,10074,10075,2370,14105.0,7000000.0
2016-09-20,10050,10350,10025,10050,8258,14070.0,7000000.0
2016-09-21,10050,10074,10050,10075,5343,14105.0,7000000.0
2016-09-22,10050,10050,10050,10050,6745,14070.0,7000000.0
2016-09-23,10400,10400,10024,10025,19860,14035.0,7000000.0
2016-09-26,10024,10050,9975,10025,16306,14035.0,7000000.0
2016-09-27,10025,10050,10000,10000,28665,14000.0,7000000.0
2016-09-28,10024,10024,10024,10025,3996,14035.0,7000000.0
2016-09-29,9975,10025,9950,10000,79197,14000.0,7000000.0
2016-09-30,9900,9975,9750,9925,62819,13895.0,7000000.0
2016-10-04,9975,9975,9950,9950,3705,13930.0,7000000.0
2016-10-05,9950,10150,9950,9950,4193,13930.0,7000000.0
2016-10-06,9950,9950,9900,9900,6802,13860.0,7000000.0
2016-10-07,10075,10075,10024,10025,10182,14035.0,7000000.0
2016-10-10,10050,10050,10024,10025,5939,14035.0,7000000.0
2016-10-11,10000,10000,9974,9975,2089,13965.0,7000000.0
2016-10-12,10000,10024,10000,10025,14045,14035.0,7000000.0
2016-10-13,10025,10050,9974,9975,5736,13965.0,7000000.0
2016-10-14,9975,10000,9975,10000,1051,14000.0,7000000.0
2016-10-17,10000,10100,10000,10000,7579,14000.0,7000000.0
2016-10-18,10000,10000,9925,9975,10610,13965.0,7000000.0
2016-10-19,9975,10000,9900,9950,9499,13930.0,7000000.0
2016-10-20,9974,9974,9925,9975,3727,13965.0,7000000.0
2016-10-21,9950,10000,9950,10000,1990,14000.0,7000000.0
2016-10-24,10100,10100,9974,9975,1561,13965.0,7000000.0
2016-10-25,9974,9974,9974,9975,22,13965.0,7000000.0
2016-10-26,9974,10000,9974,9975,14050,13965.0,7000000.0
2016-10-27,9950,10024,9950,10025,6531,14035.0,7000000.0
2016-10-28,10000,10000,10000,10000,778,14000.0,7000000.0
2016-10-31,10000,10000,9974,9975,1001,13965.0,7000000.0
2016-11-01,9975,9975,9950,9950,6044,13930.0,7000000.0
2016-11-02,9974,10000,9950,9975,4249,13965.0,7000000.0
2016-11-03,9950,10000,9950,9975,9999,13965.0,7000000.0
2016-11-04,9950,9950,9950,9950,350,13930.0,7000000.0
2016-11-07,9950,9950,9900,9950,2006,13930.0,7000000.0
2016-11-08,9975,9975,9900,9950,6333,13930.0,7000000.0
2016-11-09,9950,10000,9875,10000,29202,14000.0,7000000.0
2016-11-10,9900,9924,9850,9925,25709,13895.0,7000000.0
2016-11-11,9875,9924,9800,9925,4605,13895.0,7000000.0
2016-11-14,9850,9950,9850,9950,3309,13930.0,7000000.0
2016-11-15,9850,9900,9850,9900,2499,13860.0,7000000.0
2016-11-16,9875,9900,9875,9900,6446,13860.0,7000000.0
2016-11-17,9900,9900,9900,9900,0,13860.0,7000000.0
2016-11-18,9850,9950,9850,9950,16608,13930.0,7000000.0
2016-11-21,0,0,0,9950,0,,
2016-11-22,0,0,0,9950,0,,
2016-11-23,0,0,0,9950,0,,
2016-11-24,0,0,0,9950,0,,
2016-11-25,0,0,0,9950,0,,
2016-11-28,0,0,0,9950,0,,
2016-11-29,0,0,0,9950,0,,
2016-11-30,0,0,0,9950,0,,
2016-12-01,0,0,0,9950,0,,
2016-12-02,0,0,0,9950,0,,
2016-12-05,0,0,0,9950,0,,
2016-12-06,0,0,0,9950,0,,
2016-12-07,0,0,0,9950,0,,
2016-12-08,0,0,0,9950,0,,
2016-12-09,0,0,0,9950,0,,
2016-12-12,0,0,0,9950,0,,
2016-12-13,0,0,0,9950,0,,
2016-12-14,0,0,0,9950,0,,
2016-12-15,0,0,0,9950,0,,
2016-12-16,0,0,0,9950,0,,
2016-12-19,0,0,0,9950,0,,
2016-12-20,0,0,0,9950,0,,
2016-12-21,0,0,0,9950,0,,
2016-12-22,0,0,0,9950,0,,
2016-12-23,10025,10100,9900,9900,37029,13860.0,7000000.0
2016-12-26,9975,9975,9750,9825,2639,13755.0,7000000.0
2016-12-27,9900,9900,9650,9850,27906,13790.0,7000000.0
2016-12-28,9775,9850,9650,9850,36802,13790.0,7000000.0
2016-12-29,10000,10000,9850,9900,1637,13860.0,7000000.0
2017-01-02,9924,9924,9900,9925,2104,13895.0,7000000.0
2017-01-03,9900,9925,9850,9900,1239,13860.0,7000000.0
2017-01-04,9900,9900,9724,9825,17582,13755.0,7000000.0
2017-01-05,9825,9900,9825,9900,20240,13860.0,7000000.0
2017-01-06,9925,9925,9850,9850,3234,13790.0,7000000.0
2017-01-09,9850,9850,9850,9850,665,13790.0,7000000.0
2017-01-10,9850,9850,9750,9750,16770,13650.0,7000000.0
2017-01-11,9824,9850,9750,9825,4266,13755.0,7000000.0
2017-01-12,9825,9900,9700,9775,25483,13685.0,7000000.0
2017-01-13,9850,9850,9725,9850,1593,13790.0,7000000.0
2017-01-16,9900,9900,9775,9825,7416,13755.0,7000000.0
2017-01-17,9900,9900,9824,9825,39042,13755.0,7000000.0
2017-01-18,9825,9900,9775,9850,39069,13790.0,7000000.0
2017-01-19,9900,9950,9800,9800,12551,13720.0,7000000.0
2017-01-20,9850,9950,9850,9950,24311,13930.0,7000000.0
2017-01-23,9850,9950,9825,9950,16657,13930.0,7000000.0
2017-01-24,9824,9850,9800,9825,9252,13755.0,7000000.0
2017-01-25,9800,9874,9800,9875,4804,13825.0,7000000.0
2017-01-26,9825,9900,9800,9900,16576,13860.0,7000000.0
2017-01-31,9900,9900,9900,9900,100,13860.0,7000000.0
2017-02-01,9900,9924,9900,9925,6743,13895.0,7000000.0
2017-02-02,9950,10000,9950,10000,3120,14000.0,7000000.0
2017-02-03,9850,10000,9850,10000,7192,14000.0,7000000.0
