골프존(215000),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-08-07,115300,115500,112300,112300,9095,704729.0,6275415.0
2015-08-10,113100,114800,107800,112900,9455,708494.0,6275415.0
2015-08-11,112900,114000,112200,112300,4530,704729.0,6275415.0
2015-08-12,112300,112300,104500,111400,14414,699081.0,6275415.0
2015-08-13,112100,112200,106700,107000,17178,671469.0,6275415.0
2015-08-17,105200,107500,104400,104600,7092,656408.0,6275415.0
2015-08-18,104900,105800,100200,100400,11126,630052.0,6275415.0
2015-08-19,97000,101000,95000,100000,13430,627542.0,6275415.0
2015-08-20,96500,100600,96500,99800,18036,626286.0,6275415.0
2015-08-21,92300,103500,92300,99400,10074,623776.0,6275415.0
2015-08-24,99700,102000,98900,99000,5843,621266.0,6275415.0
2015-08-25,98900,104900,98900,103900,6182,652016.0,6275415.0
2015-08-26,103900,108400,103400,107700,11430,675862.0,6275415.0
2015-08-27,111600,111600,101600,102000,31288,640092.0,6275415.0
2015-08-28,103300,103900,99200,99200,24965,622521.0,6275415.0
2015-08-31,100000,100000,93000,93000,34655,583614.0,6275415.0
2015-09-01,92300,95000,88400,90200,47118,566042.0,6275415.0
2015-09-02,88100,89900,86200,87900,29264,551609.0,6275415.0
2015-09-03,88000,89500,86600,86700,18022,544078.0,6275415.0
2015-09-04,88400,88400,80700,81500,19076,511446.0,6275415.0
2015-09-07,81700,85500,81100,84700,22335,531528.0,6275415.0
2015-09-08,82800,85500,82600,85200,15761,534665.0,6275415.0
2015-09-09,86500,87400,84000,85300,12997,535293.0,6275415.0
2015-09-10,85400,87000,81300,85500,12701,536548.0,6275415.0
2015-09-11,86500,86900,85400,85400,5316,535920.0,6275415.0
2015-09-14,86700,86800,85100,86300,4894,541568.0,6275415.0
2015-09-15,86300,87600,85000,87000,5383,545961.0,6275415.0
2015-09-16,86600,88000,86500,87700,5380,550354.0,6275415.0
2015-09-17,88200,88200,85000,87800,8432,550981.0,6275415.0
2015-09-18,87400,87800,85700,87800,6123,550981.0,6275415.0
2015-09-21,87800,87800,86000,87500,6544,549099.0,6275415.0
2015-09-22,88200,88200,86000,87000,6328,545961.0,6275415.0
2015-09-23,86700,87000,83800,83800,8239,525880.0,6275415.0
2015-09-24,83800,85400,83500,84000,4666,527135.0,6275415.0
2015-09-25,84000,85800,82100,85500,8023,536548.0,6275415.0
2015-09-30,85500,86800,84400,86600,7101,543451.0,6275415.0
2015-10-01,87300,87500,85000,85000,6548,533410.0,6275415.0
2015-10-02,85000,86100,84400,86000,6169,539686.0,6275415.0
2015-10-05,86000,87000,84600,85100,3667,534038.0,6275415.0
2015-10-06,85600,88100,85000,88000,10237,552237.0,6275415.0
2015-10-07,88000,93600,88000,92200,25042,578593.0,6275415.0
2015-10-08,92200,93100,90600,92000,7901,577338.0,6275415.0
2015-10-12,91500,94700,91000,94700,10277,594282.0,6275415.0
2015-10-13,95200,95300,92500,93600,6358,587379.0,6275415.0
2015-10-14,94800,95100,91600,93600,9330,587379.0,6275415.0
2015-10-15,93000,93600,91000,92100,7001,577966.0,6275415.0
2015-10-16,93800,119700,93300,102800,128292,645113.0,6275415.0
2015-10-19,102100,105500,97000,99700,36335,625659.0,6275415.0
2015-10-20,100000,105000,100000,102400,13766,642602.0,6275415.0
2015-10-21,101700,104400,100200,102400,8380,642602.0,6275415.0
2015-10-22,103400,118000,103200,106000,65440,665194.0,6275415.0
2015-10-23,107000,112200,103600,104200,19893,653898.0,6275415.0
2015-10-26,103800,103800,98300,100900,23388,633189.0,6275415.0
2015-10-27,99800,103100,99500,100000,8422,627542.0,6275415.0
2015-10-28,101200,102000,99000,99600,6535,625031.0,6275415.0
2015-10-29,101800,101800,99100,99600,6510,625031.0,6275415.0
2015-10-30,99600,100900,98700,99900,3686,626914.0,6275415.0
2015-11-02,99900,99900,95900,96100,7935,603067.0,6275415.0
2015-11-03,97500,99300,95500,99300,5916,623149.0,6275415.0
2015-11-04,97700,99400,96800,98000,3059,614991.0,6275415.0
2015-11-05,98000,98000,96200,96700,5457,606833.0,6275415.0
2015-11-06,96700,97800,95300,95600,2992,599930.0,6275415.0
2015-11-09,95100,96300,91100,91400,8331,573573.0,6275415.0
2015-11-10,90300,91400,86500,90200,10227,566042.0,6275415.0
2015-11-11,89900,89900,87300,87300,12623,547844.0,6275415.0
2015-11-12,87200,89000,87000,87800,2921,550981.0,6275415.0
2015-11-13,87800,88800,85100,87300,4025,547844.0,6275415.0
2015-11-16,85100,88200,85100,85700,3021,537803.0,6275415.0
2015-11-17,85500,94000,84300,91100,13353,571690.0,6275415.0
2015-11-18,89500,91700,88500,89700,6153,562905.0,6275415.0
2015-11-19,92200,92200,88700,89500,3616,561650.0,6275415.0
2015-11-20,91500,91500,88000,89100,3714,559139.0,6275415.0
2015-11-23,89100,90900,87000,88300,8684,554119.0,6275415.0
2015-11-24,87800,91600,87800,90700,4192,569180.0,6275415.0
2015-11-25,91400,93900,90000,92900,5315,582986.0,6275415.0
2015-11-26,92900,94300,92700,93700,3974,588006.0,6275415.0
2015-11-27,94500,98800,94000,94100,23792,590517.0,6275415.0
2015-11-30,93800,93800,90400,91200,6298,572318.0,6275415.0
2015-12-01,91900,94100,91200,93000,5953,583614.0,6275415.0
2015-12-02,94900,94900,91400,92100,2507,577966.0,6275415.0
2015-12-03,92300,93000,90200,91900,1958,576711.0,6275415.0
2015-12-04,92000,94000,91500,92500,4112,580476.0,6275415.0
2015-12-07,91900,93600,91600,93500,2709,586751.0,6275415.0
2015-12-08,93600,94100,92000,93700,4684,588006.0,6275415.0
2015-12-09,93700,94000,92000,93500,2466,586751.0,6275415.0
2015-12-10,92500,92700,90700,92700,1943,581731.0,6275415.0
2015-12-11,91700,91700,88300,91100,5984,571690.0,6275415.0
2015-12-14,91000,91000,86600,88000,4878,552237.0,6275415.0
2015-12-15,88000,89100,84600,85400,4407,535920.0,6275415.0
2015-12-16,85300,87900,84500,85500,7202,536548.0,6275415.0
2015-12-17,88000,88000,85600,86300,3196,541568.0,6275415.0
2015-12-18,86300,87300,84600,85200,6968,534665.0,6275415.0
2015-12-21,85000,87800,84800,87800,4650,550981.0,6275415.0
2015-12-22,88700,88700,86000,88000,1057,552237.0,6275415.0
2015-12-23,89000,89000,85200,86800,3145,544706.0,6275415.0
2015-12-24,85500,93900,85000,91500,42195,574200.0,6275415.0
2015-12-28,92400,92400,90000,91000,18616,571063.0,6275415.0
2015-12-29,88600,88600,86400,87000,6393,545961.0,6275415.0
2015-12-30,87800,88300,85500,87900,10852,551609.0,6275415.0
2016-01-04,87800,88300,86400,86600,5152,543451.0,6275415.0
2016-01-05,84100,89700,84100,86700,6886,544078.0,6275415.0
2016-01-06,89800,89800,86700,87000,3720,545961.0,6275415.0
2016-01-07,88000,88000,85000,87600,4928,549726.0,6275415.0
2016-01-08,85900,87500,85800,86100,4224,540313.0,6275415.0
2016-01-11,85500,86900,85000,85400,3269,535920.0,6275415.0
2016-01-12,86000,86500,83800,84500,3981,530273.0,6275415.0
2016-01-13,84700,85700,84100,84200,3330,528390.0,6275415.0
2016-01-14,84200,84500,82400,82600,4419,518349.0,6275415.0
2016-01-15,83100,83900,80800,81000,4373,508309.0,6275415.0
2016-01-18,80100,82000,80000,81000,4769,508309.0,6275415.0
2016-01-19,79600,81100,79600,80500,4343,505171.0,6275415.0
2016-01-20,81000,81000,74900,77000,13073,483207.0,6275415.0
2016-01-21,75300,79400,71600,78400,23369,491993.0,6275415.0
2016-01-22,77200,80500,77200,77500,5578,486345.0,6275415.0
2016-01-25,77500,78700,76900,77500,7437,486345.0,6275415.0
2016-01-26,75800,78500,75800,77500,2311,486345.0,6275415.0
2016-01-27,78000,78900,76300,77200,6764,484462.0,6275415.0
2016-01-28,76500,78800,76500,77200,2744,484462.0,6275415.0
2016-01-29,77300,78600,77200,77800,2835,488227.0,6275415.0
2016-02-01,78300,78300,77000,78000,6610,489482.0,6275415.0
2016-02-02,77600,78400,77200,77500,4032,486345.0,6275415.0
2016-02-03,76200,77400,75800,75800,6476,475676.0,6275415.0
2016-02-04,75100,75600,73200,74900,7497,470029.0,6275415.0
2016-02-05,74100,75000,73600,74900,4648,470029.0,6275415.0
2016-02-11,74800,74900,72800,73900,4502,463753.0,6275415.0
2016-02-12,73000,73800,71500,71500,5614,448692.0,6275415.0
2016-02-15,70700,72200,70600,70700,5501,443672.0,6275415.0
2016-02-16,71200,71300,70500,70700,6887,443672.0,6275415.0
2016-02-17,70700,71400,70400,70900,3752,444927.0,6275415.0
2016-02-18,71200,71800,71000,71600,3977,449320.0,6275415.0
2016-02-19,71600,73200,71100,72700,3887,456223.0,6275415.0
2016-02-22,73200,74000,72300,72400,2673,454340.0,6275415.0
2016-02-23,72500,73200,71700,72400,4142,454340.0,6275415.0
2016-02-24,72400,72500,71400,71800,3328,450575.0,6275415.0
2016-02-25,71800,73000,71100,72000,1713,451830.0,6275415.0
2016-02-26,72000,72500,71500,71700,2727,449947.0,6275415.0
2016-02-29,71800,73100,71500,71600,2127,449320.0,6275415.0
2016-03-02,72900,73000,71300,71900,3852,451202.0,6275415.0
2016-03-03,71900,72500,71000,71800,3934,450575.0,6275415.0
2016-03-04,72100,72200,71300,71500,2953,448692.0,6275415.0
2016-03-07,71600,72700,71500,72400,5201,454340.0,6275415.0
2016-03-08,72500,73200,71800,72000,3298,451830.0,6275415.0
2016-03-09,71700,72800,71700,72100,12869,452457.0,6275415.0
2016-03-10,72100,72800,71800,72800,10915,456850.0,6275415.0
2016-03-11,72900,73000,72100,73000,7345,458105.0,6275415.0
2016-03-14,72800,73400,72400,72500,6386,454968.0,6275415.0
2016-03-15,72200,73300,72200,72300,6799,453713.0,6275415.0
2016-03-16,72300,77700,72300,77200,19683,484462.0,6275415.0
2016-03-17,77200,77300,75000,75000,9709,470656.0,6275415.0
2016-03-18,75400,76800,74200,75600,12581,474421.0,6275415.0
2016-03-21,75900,76200,74600,74600,6677,468146.0,6275415.0
2016-03-22,74600,75100,73600,73600,4213,461871.0,6275415.0
2016-03-23,73600,74600,73400,73600,7746,461871.0,6275415.0
2016-03-24,74600,79700,73700,74700,22173,468774.0,6275415.0
2016-03-25,75800,76000,74300,74300,11386,466263.0,6275415.0
2016-03-28,74600,74600,72200,72300,10777,453713.0,6275415.0
2016-03-29,72700,73000,71500,72000,8043,451830.0,6275415.0
2016-03-30,72100,72900,71700,72900,5036,457478.0,6275415.0
2016-03-31,73500,73500,72300,72400,2941,454340.0,6275415.0
2016-04-01,72800,73500,72400,72500,4842,454968.0,6275415.0
2016-04-04,72600,73500,72000,72000,4393,451830.0,6275415.0
2016-04-05,71700,72000,71100,71100,7887,446182.0,6275415.0
2016-04-06,71100,71500,70800,70800,6923,444299.0,6275415.0
2016-04-07,71100,71400,70400,70900,5485,444927.0,6275415.0
2016-04-08,71000,71600,70400,71500,3558,448692.0,6275415.0
2016-04-11,72000,72000,71200,72000,4875,451830.0,6275415.0
2016-04-12,72400,72400,71100,71700,3520,449947.0,6275415.0
2016-04-14,71700,72000,71000,71100,4118,446182.0,6275415.0
2016-04-15,71600,71700,70200,70400,8543,441789.0,6275415.0
2016-04-18,70500,71000,70000,70500,5277,442417.0,6275415.0
2016-04-19,70300,71400,70200,70500,4431,442417.0,6275415.0
2016-04-20,70700,71900,70700,71100,4583,446182.0,6275415.0
2016-04-21,71100,71600,70400,70700,6372,443672.0,6275415.0
2016-04-22,71400,71800,71000,71400,4801,448065.0,6275415.0
2016-04-25,72500,72500,71300,71700,5099,449947.0,6275415.0
2016-04-26,72300,72300,71200,72300,5735,453713.0,6275415.0
2016-04-27,72500,75000,72500,73300,22596,459988.0,6275415.0
2016-04-28,74500,74500,72300,73100,4854,458733.0,6275415.0
2016-04-29,73100,74000,71600,72400,7937,454340.0,6275415.0
2016-05-02,72400,72500,70800,71600,6080,449320.0,6275415.0
2016-05-03,72000,72000,71000,71100,3110,446182.0,6275415.0
2016-05-04,71200,71600,70600,71000,3039,445554.0,6275415.0
2016-05-09,71800,71800,70900,70900,3718,444927.0,6275415.0
2016-05-10,70900,71500,70700,71000,1864,445554.0,6275415.0
2016-05-11,71000,72300,70900,71800,3412,450575.0,6275415.0
2016-05-12,71800,72000,71000,71400,1977,448065.0,6275415.0
2016-05-13,72000,72000,70000,70200,9643,440534.0,6275415.0
2016-05-16,70300,70800,69900,70700,4547,443672.0,6275415.0
2016-05-17,70500,70600,68200,69800,13379,438024.0,6275415.0
2016-05-18,69800,70200,69100,69200,5179,434259.0,6275415.0
2016-05-19,69300,69900,68900,69200,6070,434259.0,6275415.0
2016-05-20,68900,69700,68600,69600,4137,436769.0,6275415.0
2016-05-23,69800,70300,68100,70100,7363,439907.0,6275415.0
2016-05-24,70100,70600,69700,69900,3501,438652.0,6275415.0
2016-05-25,70400,70500,69700,70300,5078,441162.0,6275415.0
2016-05-26,70500,70500,69600,70200,2859,440534.0,6275415.0
2016-05-27,70300,70500,69800,70000,2547,439279.0,6275415.0
2016-05-30,70100,70200,69500,70200,5054,440534.0,6275415.0
2016-05-31,70200,70200,69000,69400,8200,435514.0,6275415.0
2016-06-01,69300,70600,69300,70600,4399,443044.0,6275415.0
2016-06-02,70500,72600,70500,71200,7524,446810.0,6275415.0
2016-06-03,72100,72200,70700,71700,4635,449947.0,6275415.0
2016-06-07,71700,72400,70800,71600,5241,449320.0,6275415.0
2016-06-08,71100,71600,70900,71000,5506,445554.0,6275415.0
2016-06-09,70700,72000,69600,72000,14683,451830.0,6275415.0
2016-06-10,71600,72200,70500,71600,4795,449320.0,6275415.0
2016-06-13,71600,71600,70100,70100,3057,439907.0,6275415.0
2016-06-14,70100,70900,69700,69900,2870,438652.0,6275415.0
2016-06-15,69900,70800,69000,70000,2456,439279.0,6275415.0
2016-06-16,70000,70500,69300,69300,6727,434886.0,6275415.0
2016-06-17,69300,70900,69000,70900,13876,444927.0,6275415.0
2016-06-20,70400,71100,70200,70900,1524,444927.0,6275415.0
2016-06-21,71400,71400,70300,70500,1127,442417.0,6275415.0
2016-06-22,70300,71400,70300,70800,6508,444299.0,6275415.0
2016-06-23,71000,71200,69800,70700,5566,443672.0,6275415.0
2016-06-24,70900,71200,65000,68200,10400,427983.0,6275415.0
2016-06-27,67100,68500,66700,67800,5441,425473.0,6275415.0
2016-06-28,68300,69800,67200,68500,6371,429866.0,6275415.0
2016-06-29,68600,69600,68600,69300,1772,434886.0,6275415.0
2016-06-30,69100,69600,68800,69100,2285,433631.0,6275415.0
2016-07-01,68900,69700,68900,69500,2138,436141.0,6275415.0
2016-07-04,70000,70300,69600,70300,2413,441162.0,6275415.0
2016-07-05,70400,70900,69800,70800,2595,444299.0,6275415.0
2016-07-06,71000,71300,70300,70600,4285,443044.0,6275415.0
2016-07-07,71300,71300,70200,71000,1955,445554.0,6275415.0
2016-07-08,71300,71300,70000,70300,2994,441162.0,6275415.0
2016-07-11,70100,70700,69900,70600,2672,443044.0,6275415.0
2016-07-12,70700,70800,70000,70600,2266,443044.0,6275415.0
2016-07-13,70900,74400,70300,74200,21945,465636.0,6275415.0
2016-07-14,74300,78100,73700,74400,21477,466891.0,6275415.0
2016-07-15,74400,77200,74000,75800,14653,475676.0,6275415.0
2016-07-18,76500,76500,74300,75200,5771,471911.0,6275415.0
2016-07-19,75200,75200,72800,73600,10835,461871.0,6275415.0
2016-07-20,73600,74600,72000,72400,7440,454340.0,6275415.0
2016-07-21,73600,73800,72500,73200,4904,459360.0,6275415.0
2016-07-22,73100,73800,72500,73400,2853,460615.0,6275415.0
2016-07-25,74900,74900,72700,73400,2950,460615.0,6275415.0
2016-07-26,73100,73600,72700,73000,4015,458105.0,6275415.0
2016-07-27,73000,73800,72500,73800,3085,463126.0,6275415.0
2016-07-28,74300,74300,73600,73900,5380,463753.0,6275415.0
2016-07-29,74600,76600,74300,74800,17712,469401.0,6275415.0
2016-08-01,75100,75800,73200,74700,11357,468774.0,6275415.0
2016-08-02,74500,74700,73400,74100,6495,465008.0,6275415.0
2016-08-03,74300,74300,72900,72900,4818,457478.0,6275415.0
2016-08-04,73500,73500,71600,72000,7232,451830.0,6275415.0
2016-08-05,72100,72200,70200,70700,14251,443672.0,6275415.0
2016-08-08,71100,71500,70000,70800,6981,444299.0,6275415.0
2016-08-09,70800,70900,69600,69900,118140,438652.0,6275415.0
2016-08-10,70400,71900,70000,71800,14445,450575.0,6275415.0
2016-08-11,71900,71900,69700,70300,17840,441162.0,6275415.0
2016-08-12,70300,70400,69300,70000,13400,439279.0,6275415.0
2016-08-16,70000,70300,68900,68900,14102,432376.0,6275415.0
2016-08-17,69200,69300,67900,68000,11583,426728.0,6275415.0
2016-08-18,68000,68300,66300,67200,18451,421708.0,6275415.0
2016-08-19,67100,67500,65500,67400,18869,422963.0,6275415.0
2016-08-22,69700,69700,66500,67500,14132,423591.0,6275415.0
2016-08-23,67600,67700,66600,67000,3911,420453.0,6275415.0
2016-08-24,67600,67600,66100,66400,9140,416688.0,6275415.0
2016-08-25,66400,66900,65400,65700,11458,412295.0,6275415.0
2016-08-26,65500,66500,65000,65800,12184,412922.0,6275415.0
2016-08-29,65800,65900,64300,65200,11940,409157.0,6275415.0
2016-08-30,65500,65500,64500,64900,7794,407274.0,6275415.0
2016-08-31,65000,65600,64200,65400,10168,410412.0,6275415.0
2016-09-01,65400,66100,65000,65500,4687,411040.0,6275415.0
2016-09-02,65900,66500,65500,65900,6079,413550.0,6275415.0
2016-09-05,65800,67000,65800,66800,12666,419198.0,6275415.0
2016-09-06,67000,67100,66300,66700,4027,418570.0,6275415.0
2016-09-07,66700,67100,66000,66500,5907,417315.0,6275415.0
2016-09-08,66100,67100,65600,67100,7079,421080.0,6275415.0
2016-09-09,67000,67600,66100,67600,9776,424218.0,6275415.0
2016-09-12,67100,67500,66500,67200,5416,421708.0,6275415.0
2016-09-13,67000,67300,66200,66800,7274,419198.0,6275415.0
2016-09-19,66800,67600,66500,67400,7645,422963.0,6275415.0
2016-09-20,67200,68600,67200,68400,12611,429238.0,6275415.0
2016-09-21,68400,68700,68000,68400,3612,429238.0,6275415.0
2016-09-22,69200,69200,68400,68800,7132,431749.0,6275415.0
2016-09-23,68800,69100,68400,69000,7618,433004.0,6275415.0
2016-09-26,69100,69300,68200,68300,6337,428611.0,6275415.0
2016-09-27,68000,68200,67400,68000,12546,426728.0,6275415.0
2016-09-28,68000,68100,67500,67700,6146,424846.0,6275415.0
2016-09-29,67500,68400,67400,67800,5659,425473.0,6275415.0
2016-09-30,68000,68300,67500,68300,11072,428611.0,6275415.0
2016-10-04,69100,69500,68500,69000,12046,433004.0,6275415.0
2016-10-05,68000,69300,68000,69100,6008,433631.0,6275415.0
2016-10-06,69300,69900,69100,69200,11178,434259.0,6275415.0
2016-10-07,69300,69500,68600,68800,6900,431749.0,6275415.0
2016-10-10,69100,69400,68700,69200,3928,434259.0,6275415.0
2016-10-11,69200,69700,69000,69600,4522,436769.0,6275415.0
2016-10-12,69900,69900,68700,69300,5743,434886.0,6275415.0
2016-10-13,69300,69300,67900,69000,11861,433004.0,6275415.0
2016-10-14,69100,69100,68000,68900,2519,432376.0,6275415.0
2016-10-17,69200,69200,67800,67800,7747,425473.0,6275415.0
2016-10-18,67800,68300,67100,68200,7053,427983.0,6275415.0
2016-10-19,67800,68700,67600,68100,1584,427356.0,6275415.0
2016-10-20,68100,68100,67400,67700,3967,424846.0,6275415.0
2016-10-21,67300,67900,67000,67800,10493,425473.0,6275415.0
2016-10-24,67900,67900,67300,67700,1685,424846.0,6275415.0
2016-10-25,67500,68000,67100,68000,6499,426728.0,6275415.0
2016-10-26,68300,68300,67300,67900,3610,426101.0,6275415.0
2016-10-27,67900,68300,67600,68000,4342,426728.0,6275415.0
2016-10-28,68400,68400,67600,68100,2840,427356.0,6275415.0
2016-10-31,68100,68200,66900,67400,5393,422963.0,6275415.0
2016-11-01,67500,67500,66900,67400,1850,422963.0,6275415.0
2016-11-02,67400,67400,65600,65600,5811,411667.0,6275415.0
2016-11-03,65100,65200,64600,64700,4710,406019.0,6275415.0
2016-11-04,64600,64900,63700,64400,4675,404137.0,6275415.0
2016-11-07,64600,65200,64100,65200,3109,409157.0,6275415.0
2016-11-08,65200,65800,65100,65600,1391,411667.0,6275415.0
2016-11-09,66000,66000,62900,64400,9605,404137.0,6275415.0
2016-11-10,64500,65500,64000,65500,7256,411040.0,6275415.0
2016-11-11,65500,65800,64500,65100,3451,408530.0,6275415.0
2016-11-14,66000,66000,65100,65500,2103,411040.0,6275415.0
2016-11-15,65900,65900,64500,65300,4349,409785.0,6275415.0
2016-11-16,65500,65500,65100,65100,4834,408530.0,6275415.0
2016-11-17,64600,65600,64600,65100,10845,408530.0,6275415.0
2016-11-18,66300,66300,64400,64900,9451,407274.0,6275415.0
2016-11-21,65600,65800,64000,64300,5742,403509.0,6275415.0
2016-11-22,64300,64900,63600,64200,7420,402882.0,6275415.0
2016-11-23,64300,64300,63600,64200,6141,402882.0,6275415.0
2016-11-24,64200,64400,63800,64200,2794,402882.0,6275415.0
2016-11-25,65000,65000,63400,63900,4266,400999.0,6275415.0
2016-11-28,64400,65000,63600,63900,4677,400999.0,6275415.0
2016-11-29,64100,64300,63700,64200,3789,402882.0,6275415.0
2016-11-30,64200,65300,63900,65300,12235,409785.0,6275415.0
2016-12-01,65300,65800,65100,65300,3553,409785.0,6275415.0
2016-12-02,65300,65800,65200,65500,2266,411040.0,6275415.0
2016-12-05,65300,65600,64800,65300,1428,409785.0,6275415.0
2016-12-06,65500,65800,65100,65700,10527,412295.0,6275415.0
2016-12-07,65700,66200,65600,66000,2034,414177.0,6275415.0
2016-12-08,66300,66300,65600,66000,3870,414177.0,6275415.0
2016-12-09,65900,66100,65400,66000,3384,414177.0,6275415.0
2016-12-12,66600,66600,65700,66000,1878,414177.0,6275415.0
2016-12-13,66100,66100,65600,65600,3604,411667.0,6275415.0
2016-12-14,65100,65800,65100,65400,3717,410412.0,6275415.0
