선익시스템(171090),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-06-18,7410,7500,7300,7400,13985,66595.0,8999295.0
2019-06-19,7410,7520,7330,7350,19588,66145.0,8999295.0
2019-06-20,7350,8580,7350,8450,910218,76044.0,8999295.0
2019-06-21,8450,8870,8370,8620,277780,77574.0,8999295.0
2019-06-24,8650,8950,8440,8620,134781,77574.0,8999295.0
2019-06-25,8620,8690,8110,8120,96268,73074.0,8999295.0
2019-06-26,8120,8200,8000,8030,52120,72264.0,8999295.0
2019-06-27,8060,8220,7950,8000,40147,71994.0,8999295.0
2019-06-28,8100,8380,8000,8200,60465,73794.0,8999295.0
2019-07-01,8290,8300,7900,8030,53474,72264.0,8999295.0
2019-07-02,8080,8750,8000,8730,257312,78564.0,8999295.0
2019-07-03,8690,8890,8520,8690,137265,78204.0,8999295.0
2019-07-04,9140,9820,8900,8900,1300501,80094.0,8999295.0
2019-07-05,9000,9070,8440,8520,202330,76674.0,8999295.0
2019-07-08,8490,8490,7800,7810,128674,70284.0,8999295.0
2019-07-09,7810,7950,7450,7450,100912,67045.0,8999295.0
2019-07-10,7370,7650,7370,7600,31533,68395.0,8999295.0
2019-07-11,7580,8050,7580,8020,65384,72174.0,8999295.0
2019-07-12,8050,8090,7860,8010,42963,72084.0,8999295.0
2019-07-15,8010,8090,7740,7890,54476,71004.0,8999295.0
2019-07-16,7870,8590,7870,8550,191661,76944.0,8999295.0
2019-07-17,8610,10700,8600,9980,5380861,89813.0,8999295.0
2019-07-18,10250,10400,9690,10400,1634289,93593.0,8999295.0
2019-07-19,11250,11400,9660,9680,2201676,87113.0,8999295.0
2019-07-22,9620,9850,9310,9680,680504,87113.0,8999295.0
2019-07-23,9700,10200,9240,9240,1393212,83153.0,8999295.0
2019-07-24,9360,9620,8780,8850,435997,79644.0,8999295.0
2019-07-25,8810,8960,8250,8420,384061,75774.0,8999295.0
2019-07-26,8420,9000,8100,8650,626433,77844.0,8999295.0
2019-07-29,8560,8660,7950,7950,330795,71544.0,8999295.0
2019-07-30,7800,8150,7800,8000,155203,71994.0,8999295.0
2019-07-31,8030,8650,8030,8550,651580,76944.0,8999295.0
2019-08-01,8370,8490,7700,8070,212169,72624.0,8999295.0
2019-08-02,7900,8320,7800,8320,203755,74874.0,8999295.0
2019-08-05,8300,8330,7650,7650,267106,68845.0,8999295.0
2019-08-06,7490,7650,6810,7200,378993,64795.0,8999295.0
2019-08-07,7250,8180,7250,7790,791517,70105.0,8999295.0
2019-08-08,7750,7990,7650,7720,218683,69475.0,8999295.0
2019-08-09,7780,7950,7680,7790,134249,70105.0,8999295.0
2019-08-12,7740,7950,7620,7890,101121,71004.0,8999295.0
2019-08-13,7890,8250,7820,8150,218564,73344.0,8999295.0
2019-08-14,8200,8370,8080,8090,223857,72804.0,8999295.0
2019-08-16,7940,7980,7770,7790,133832,70105.0,8999295.0
2019-08-19,7940,8730,7940,8520,1289405,76674.0,8999295.0
2019-08-20,8630,8990,8490,8540,489407,76854.0,8999295.0
2019-08-21,8530,8870,8420,8620,315977,77574.0,8999295.0
2019-08-22,8760,8840,8460,8460,187949,76134.0,8999295.0
2019-08-23,8500,8740,8440,8530,174799,76764.0,8999295.0
2019-08-26,8200,8440,8030,8040,134201,72354.0,8999295.0
2019-08-27,8200,9710,8200,9190,2494728,82704.0,8999295.0
2019-08-28,9300,9390,8850,8890,635854,80004.0,8999295.0
2019-08-29,8990,9310,8800,9100,1041369,81894.0,8999295.0
2019-08-30,9080,9510,9020,9100,771211,81894.0,8999295.0
2019-09-02,9100,9100,8700,9010,237600,81084.0,8999295.0
2019-09-03,9010,9010,8730,8780,178882,79014.0,8999295.0
2019-09-04,8800,9350,8710,9240,634122,83153.0,8999295.0
2019-09-05,9500,10150,9450,9710,2027066,87383.0,8999295.0
2019-09-06,9750,9920,9400,9410,380395,84683.0,8999295.0
2019-09-09,9500,9640,9170,9170,257481,82524.0,8999295.0
2019-09-10,9190,9440,9020,9020,154240,81174.0,8999295.0
2019-09-11,9150,9170,8870,9070,145342,81624.0,8999295.0
2019-09-16,9080,9230,8930,9170,150759,82524.0,8999295.0
2019-09-17,9180,9440,9030,9280,188223,83513.0,8999295.0
2019-09-18,9360,9410,9170,9190,125565,82704.0,8999295.0
2019-09-19,9250,9480,9130,9230,169426,83063.0,8999295.0
2019-09-20,9250,9490,9210,9340,183863,84053.0,8999295.0
2019-09-23,9360,9390,9160,9220,75285,82973.0,8999295.0
2019-09-24,9200,9390,9170,9190,95014,82704.0,8999295.0
2019-09-25,9080,9210,8720,8720,209307,78474.0,8999295.0
2019-09-26,8940,8940,8530,8700,103201,78294.0,8999295.0
2019-09-27,8700,8700,8310,8570,61329,77124.0,8999295.0
2019-09-30,8530,8900,8430,8460,99811,76134.0,8999295.0
2019-10-01,8400,8600,8400,8570,66214,77124.0,8999295.0
2019-10-02,8450,8540,8260,8300,64959,74694.0,8999295.0
2019-10-04,8020,8550,7880,8300,67071,74694.0,8999295.0
2019-10-07,8360,8470,8190,8250,72533,74244.0,8999295.0
