오뚜기(007310),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-07-13,28500,28600,27500,28450,16580,97868.0,3440000.0
1999-07-14,28450,28900,27500,27600,15690,94944.0,3440000.0
1999-07-15,27100,28200,23500,26800,19260,92192.0,3440000.0
1999-07-16,27000,27800,26100,26100,40140,89784.0,3440000.0
1999-07-19,29800,29800,27100,27300,33450,93912.0,3440000.0
1999-07-20,28000,28000,26900,27200,15500,93568.0,3440000.0
1999-07-21,27100,27200,26100,26100,15390,89784.0,3440000.0
1999-07-22,25800,26200,25100,26000,20500,89440.0,3440000.0
1999-07-23,26000,26800,23500,23500,55510,80840.0,3440000.0
1999-07-26,24450,24450,21600,21600,31100,74304.0,3440000.0
1999-07-27,21800,23300,21100,23100,30940,79464.0,3440000.0
1999-07-28,23100,23900,23000,23300,24740,80152.0,3440000.0
1999-07-29,24100,25100,23300,23700,26330,81528.0,3440000.0
1999-07-30,24300,24300,22100,22700,18880,78088.0,3440000.0
1999-08-02,23000,23300,22400,22700,44100,78088.0,3440000.0
1999-08-03,22700,24400,22700,24000,43970,82560.0,3440000.0
1999-08-04,23200,24800,23200,23800,59280,81872.0,3440000.0
1999-08-05,24600,24600,23000,23000,18440,79120.0,3440000.0
1999-08-06,22500,23500,22500,23000,13220,79120.0,3440000.0
1999-08-09,22500,23450,22500,23050,14220,79292.0,3440000.0
1999-08-10,23000,23000,22500,22600,18370,77744.0,3440000.0
1999-08-11,22200,22400,21000,21500,33280,73960.0,3440000.0
1999-08-12,21500,22200,21200,21900,16760,75336.0,3440000.0
1999-08-13,22400,22400,21200,21300,11430,73272.0,3440000.0
1999-08-16,21300,21600,20700,21500,14660,73960.0,3440000.0
1999-08-17,21500,21500,20100,20200,12830,69488.0,3440000.0
1999-08-18,20000,20500,19000,19000,15960,65360.0,3440000.0
1999-08-19,19200,20250,19200,19500,29880,67080.0,3440000.0
1999-08-20,19700,19750,19400,19650,11680,67596.0,3440000.0
1999-08-23,20000,20500,19500,20400,46440,70176.0,3440000.0
1999-08-24,20500,20500,19600,20000,36350,68800.0,3440000.0
1999-08-25,20250,20500,19900,20300,73140,69832.0,3440000.0
1999-08-26,20800,20850,19900,19900,58100,68456.0,3440000.0
1999-08-27,20150,20150,19400,19800,34080,68112.0,3440000.0
1999-08-30,19200,19500,18000,19500,53290,67080.0,3440000.0
1999-08-31,19350,19500,18700,18800,15620,64672.0,3440000.0
1999-09-01,18800,18800,17850,17900,36640,61576.0,3440000.0
1999-09-02,17900,18000,17200,17600,20940,60544.0,3440000.0
1999-09-03,17600,18500,17400,17900,49020,61576.0,3440000.0
1999-09-06,17700,19000,17600,18450,30720,63468.0,3440000.0
1999-09-07,19000,19400,18450,18900,47880,65016.0,3440000.0
1999-09-08,19800,19950,19000,19000,63100,65360.0,3440000.0
1999-09-09,19300,19300,18300,18750,22750,64500.0,3440000.0
1999-09-10,19000,19300,18900,19000,17820,65360.0,3440000.0
1999-09-13,19200,19200,18200,18500,23700,63640.0,3440000.0
1999-09-14,18200,18800,18200,18300,19970,62952.0,3440000.0
1999-09-15,18300,19000,18300,18750,26730,64500.0,3440000.0
1999-09-16,18500,19500,18500,19200,61040,66048.0,3440000.0
1999-09-17,19500,19500,18600,19000,34050,65360.0,3440000.0
1999-09-20,19200,20500,19000,20400,112860,70176.0,3440000.0
1999-09-21,20700,21500,20200,20700,123310,71208.0,3440000.0
1999-09-22,20500,21200,20000,20200,42630,69488.0,3440000.0
1999-09-27,20000,20400,19400,20000,33300,68800.0,3440000.0
1999-09-28,20000,20000,19100,19100,26520,65704.0,3440000.0
1999-09-29,18650,19350,18200,18400,16240,63296.0,3440000.0
1999-09-30,18400,18700,17800,17800,20470,61232.0,3440000.0
1999-10-01,17500,18000,16000,17100,38350,58824.0,3440000.0
1999-10-04,17300,17650,16000,16000,33720,55040.0,3440000.0
1999-10-05,15700,16500,15500,15600,28520,53664.0,3440000.0
1999-10-06,15800,16100,15600,16000,31700,55040.0,3440000.0
1999-10-07,16200,17200,16100,16350,55850,56244.0,3440000.0
1999-10-08,16600,17400,16550,17200,48830,59168.0,3440000.0
1999-10-11,17100,17400,16600,17000,23480,58480.0,3440000.0
1999-10-12,17000,17600,16600,17500,37900,60200.0,3440000.0
1999-10-13,17700,17800,17100,17300,28460,59512.0,3440000.0
1999-10-14,17200,17600,17000,17250,25570,59340.0,3440000.0
1999-10-15,17700,18700,17450,18300,84980,62952.0,3440000.0
1999-10-18,18000,18050,17300,17300,19680,59512.0,3440000.0
1999-10-19,17500,18300,17400,18100,31280,62264.0,3440000.0
1999-10-20,18300,19500,18100,19500,91150,67080.0,3440000.0
1999-10-21,19400,19400,18300,18900,28840,65016.0,3440000.0
1999-10-22,18600,19400,18500,18950,20610,65188.0,3440000.0
1999-10-25,18700,19400,18400,18700,41780,64328.0,3440000.0
1999-10-26,18700,19700,18300,19650,51500,67596.0,3440000.0
1999-10-27,19900,20000,19250,19400,36060,66736.0,3440000.0
1999-10-28,19800,19800,18700,19000,15190,65360.0,3440000.0
1999-10-29,18600,20000,18600,20000,54930,68800.0,3440000.0
1999-11-01,21000,21800,20300,20800,70750,71552.0,3440000.0
1999-11-02,20500,21600,20100,20500,30080,70520.0,3440000.0
1999-11-03,20500,20700,20100,20100,16940,69144.0,3440000.0
1999-11-04,20000,21500,20000,21500,36580,73960.0,3440000.0
1999-11-05,20700,21500,20200,20700,42450,71208.0,3440000.0
1999-11-08,20400,21100,20100,20400,29020,70176.0,3440000.0
1999-11-09,20400,21300,20400,20900,36560,71896.0,3440000.0
1999-11-10,20600,20800,19800,19800,22000,68112.0,3440000.0
1999-11-11,20000,20050,19200,20000,32230,68800.0,3440000.0
1999-11-12,20000,20500,18500,19000,21310,65360.0,3440000.0
1999-11-15,19500,19500,18500,18600,23450,63984.0,3440000.0
1999-11-16,18500,19000,18200,18300,62200,62952.0,3440000.0
1999-11-17,18900,18900,17800,17800,23310,61232.0,3440000.0
1999-11-18,17100,18100,17100,17900,12890,61576.0,3440000.0
1999-11-19,17700,18000,17700,17900,13020,61576.0,3440000.0
1999-11-22,17500,18350,17500,17500,26560,60200.0,3440000.0
1999-11-23,17600,17700,17050,17300,27610,59512.0,3440000.0
1999-11-24,17200,17200,16400,16400,28460,56416.0,3440000.0
1999-11-25,16600,16700,15700,15700,35590,54008.0,3440000.0
1999-11-26,15600,16600,15000,15850,76570,54524.0,3440000.0
1999-11-29,15250,17000,15250,17000,37480,58480.0,3440000.0
1999-11-30,17300,17300,16050,16400,27270,56416.0,3440000.0
1999-12-01,16100,16800,15350,15350,35390,52804.0,3440000.0
1999-12-02,16000,16500,15400,16000,26720,55040.0,3440000.0
1999-12-03,15500,16700,15500,16100,19220,55384.0,3440000.0
1999-12-06,16200,16600,15600,15600,11130,53664.0,3440000.0
1999-12-07,15300,15500,14200,15300,41150,52632.0,3440000.0
1999-12-08,15250,15600,14800,15500,31320,53320.0,3440000.0
1999-12-09,15500,15800,15200,15400,19400,52976.0,3440000.0
1999-12-10,15200,16500,14700,16500,54100,56760.0,3440000.0
1999-12-13,16100,18000,16100,17800,108200,61232.0,3440000.0
1999-12-14,18000,18500,17300,18500,42240,63640.0,3440000.0
1999-12-15,18500,18500,16300,17200,20030,59168.0,3440000.0
1999-12-16,16500,17200,16500,17200,14890,59168.0,3440000.0
1999-12-17,16800,17700,16500,17200,12720,59168.0,3440000.0
1999-12-20,17000,17450,16750,17000,13960,58480.0,3440000.0
1999-12-21,17100,17100,15700,16850,23580,57964.0,3440000.0
1999-12-22,16500,17000,15600,15650,14220,53836.0,3440000.0
1999-12-23,14950,15900,14950,15300,12310,52632.0,3440000.0
1999-12-24,15500,15500,15000,15100,14580,51944.0,3440000.0
1999-12-27,14600,15800,14600,15000,24170,51600.0,3440000.0
1999-12-28,15450,15450,14800,15100,16000,51944.0,3440000.0
2000-01-04,14500,15000,14500,14600,5520,50224.0,3440000.0
2000-01-05,14600,14900,14250,14900,23380,51256.0,3440000.0
2000-01-06,15000,15200,14300,14450,10090,49708.0,3440000.0
2000-01-07,14500,15000,14300,14600,13040,50224.0,3440000.0
2000-01-10,15500,15500,14600,14950,12840,51428.0,3440000.0
2000-01-11,14600,15350,13900,14400,69640,49536.0,3440000.0
2000-01-12,14400,14850,14000,14350,12620,49364.0,3440000.0
2000-01-13,14350,14600,13400,13400,40090,46096.0,3440000.0
2000-01-14,13750,14150,13550,13900,44380,47816.0,3440000.0
2000-01-17,14350,14350,13700,13800,30650,47472.0,3440000.0
2000-01-18,13700,13900,13450,13800,21330,47472.0,3440000.0
2000-01-19,13600,13600,13200,13400,22750,46096.0,3440000.0
2000-01-20,12700,13300,12700,13000,24790,44720.0,3440000.0
2000-01-21,12700,13200,12650,13100,11020,45064.0,3440000.0
2000-01-24,12700,13300,12500,12900,53230,44376.0,3440000.0
2000-01-25,12800,13500,12800,13300,23800,45752.0,3440000.0
2000-01-26,13300,13500,13100,13500,20040,46440.0,3440000.0
2000-01-27,13250,14700,13250,14550,32560,50052.0,3440000.0
2000-01-28,14000,14400,13800,14300,7260,49192.0,3440000.0
2000-01-31,14000,14300,13500,14000,4660,48160.0,3440000.0
2000-02-01,14100,15700,14000,15000,43860,51600.0,3440000.0
2000-02-02,15000,15700,14700,15000,24560,51600.0,3440000.0
2000-02-03,15000,15200,14550,14900,12210,51256.0,3440000.0
2000-02-07,14900,15500,14900,15500,57470,53320.0,3440000.0
2000-02-08,15500,15600,15000,15300,15160,52632.0,3440000.0
2000-02-09,15000,15250,14300,14650,15020,50396.0,3440000.0
2000-02-10,14650,14650,13250,13250,10430,45580.0,3440000.0
2000-02-11,13500,15000,13500,15000,15200,51600.0,3440000.0
2000-02-14,14150,15000,14150,14800,4910,50912.0,3440000.0
2000-02-15,14300,16000,14300,16000,121370,55040.0,3440000.0
2000-02-16,16600,16600,15000,15950,73520,54868.0,3440000.0
2000-02-17,15300,16000,15300,16000,12790,55040.0,3440000.0
2000-02-18,16300,17100,15900,17000,53310,58480.0,3440000.0
2000-02-21,17300,17300,16200,17200,22890,59168.0,3440000.0
2000-02-22,17200,17400,16400,16900,24280,58136.0,3440000.0
2000-02-23,16900,17000,16300,17000,46380,58480.0,3440000.0
2000-02-24,17000,19000,16300,17600,65290,60544.0,3440000.0
2000-02-25,17600,17600,16500,17000,19450,58480.0,3440000.0
2000-02-28,17100,17700,16550,16900,27830,58136.0,3440000.0
2000-02-29,16550,17950,16550,17950,61770,61748.0,3440000.0
2000-03-02,18500,20600,18500,20600,82710,70864.0,3440000.0
2000-03-03,20600,20800,18500,18550,73010,63812.0,3440000.0
2000-03-06,19450,19900,18050,18800,47850,64672.0,3440000.0
2000-03-07,18250,18800,17100,17500,26000,60200.0,3440000.0
2000-03-08,18000,18600,17500,17850,37050,61404.0,3440000.0
2000-03-09,17950,20500,17500,17500,133220,60200.0,3440000.0
2000-03-10,18500,18900,17800,18400,36860,63296.0,3440000.0
2000-03-13,19500,20900,18500,20000,86840,68800.0,3440000.0
2000-03-14,19000,20000,19000,19700,100160,67768.0,3440000.0
2000-03-15,19700,21650,19200,21100,113950,72584.0,3440000.0
2000-03-16,20500,21700,20200,21400,102700,73616.0,3440000.0
2000-03-17,21400,21600,20450,21000,60340,72240.0,3440000.0
2000-03-20,20350,21300,19700,20900,37510,71896.0,3440000.0
2000-03-21,20250,21000,20000,20500,24320,70520.0,3440000.0
2000-03-22,20150,21000,19300,21000,64180,72240.0,3440000.0
2000-03-23,21000,21800,20300,20900,15670,71896.0,3440000.0
2000-03-24,20900,23600,20000,23000,170390,79120.0,3440000.0
2000-03-27,23000,23000,21600,22400,25590,77056.0,3440000.0
2000-03-28,22000,22400,21300,22300,18340,76712.0,3440000.0
2000-03-29,21850,22300,21300,22100,18690,76024.0,3440000.0
2000-03-30,22100,23700,21350,23400,53100,80496.0,3440000.0
2000-03-31,23400,24500,23300,23650,36270,81356.0,3440000.0
2000-04-03,24500,26000,23200,25000,101020,86000.0,3440000.0
2000-04-04,24700,25050,23650,23650,46660,81356.0,3440000.0
2000-04-06,23650,23950,22650,23600,10150,81184.0,3440000.0
2000-04-07,23900,23900,22700,23000,8480,79120.0,3440000.0
2000-04-10,22300,23000,21800,23000,11630,79120.0,3440000.0
2000-04-11,23000,23000,21800,21800,8640,74992.0,3440000.0
2000-04-12,21800,22650,21300,22500,12940,77400.0,3440000.0
2000-04-14,21800,22000,21500,21500,5890,73960.0,3440000.0
2000-04-17,18550,21000,18550,19500,3570,67080.0,3440000.0
2000-04-18,19550,21200,17700,18500,27850,63640.0,3440000.0
2000-04-19,18850,19300,17900,18600,28130,63984.0,3440000.0
2000-04-20,18600,19600,18300,18900,12030,65016.0,3440000.0
2000-04-21,18100,20000,18100,20000,20400,68800.0,3440000.0
2000-04-24,20000,20100,19000,19950,6890,68628.0,3440000.0
2000-04-25,19300,19700,19100,19200,3860,66048.0,3440000.0
2000-04-26,19200,19700,18500,19200,6880,66048.0,3440000.0
2000-04-27,19200,19300,18600,19200,9010,66048.0,3440000.0
2000-04-28,18900,19350,18650,19100,25340,65704.0,3440000.0
2000-05-02,18900,19400,17800,19200,21890,66048.0,3440000.0
2000-05-03,18800,19200,17900,19200,38670,66048.0,3440000.0
2000-05-04,19100,19600,18500,18500,18020,63640.0,3440000.0
2000-05-08,18650,18800,18100,18400,6360,63296.0,3440000.0
2000-05-09,18000,18400,16100,18400,10660,63296.0,3440000.0
2000-05-10,18400,18450,17850,18400,5160,63296.0,3440000.0
2000-05-12,17800,18400,17800,18000,4920,61920.0,3440000.0
2000-05-15,18000,18700,16900,18700,21740,64328.0,3440000.0
2000-05-16,19000,19000,17950,18600,10310,63984.0,3440000.0
2000-05-17,18600,19950,18100,19700,57440,67768.0,3440000.0
2000-05-18,19700,21000,17700,19400,110680,66736.0,3440000.0
2000-05-19,19000,19800,18200,18200,13830,62608.0,3440000.0
2000-05-22,18200,18200,16900,17000,7770,58480.0,3440000.0
2000-05-23,16600,17100,16000,17100,11890,58824.0,3440000.0
2000-05-24,16900,16900,14600,16650,10430,57276.0,3440000.0
2000-05-25,16150,17100,16150,16850,10750,57964.0,3440000.0
2000-05-26,16750,16850,15100,15900,14050,54696.0,3440000.0
2000-05-29,15900,15900,15000,15200,2400,52288.0,3440000.0
2000-05-30,15200,16000,15000,15650,5160,53836.0,3440000.0
2000-05-31,15700,16200,15500,15500,19630,53320.0,3440000.0
2000-06-01,16000,16000,15000,15350,5240,52804.0,3440000.0
2000-06-02,15850,15850,15000,15350,17170,52804.0,3440000.0
2000-06-05,15400,16200,15350,15650,100580,53836.0,3440000.0
2000-06-07,15950,17600,15200,17500,152580,60200.0,3440000.0
2000-06-08,17600,17600,15600,15650,61480,53836.0,3440000.0
2000-06-09,16100,16500,15650,15650,56660,53836.0,3440000.0
2000-06-12,16300,16300,15700,16100,40430,55384.0,3440000.0
2000-06-13,16000,16100,15100,15100,24220,51944.0,3440000.0
2000-06-14,15200,15600,14800,15600,27720,53664.0,3440000.0
2000-06-15,15000,15400,14700,15000,17220,51600.0,3440000.0
2000-06-16,14600,15150,14600,15000,8920,51600.0,3440000.0
2000-06-19,14300,15150,14300,15150,8260,52116.0,3440000.0
2000-06-20,15150,15250,14550,14800,15140,50912.0,3440000.0
2000-06-21,14500,15600,14500,15100,43270,51944.0,3440000.0
2000-06-22,15350,15350,14900,15300,16300,52632.0,3440000.0
2000-06-23,15100,15900,15000,15900,45180,54696.0,3440000.0
2000-06-26,16000,16400,15500,16200,46860,55728.0,3440000.0
2000-06-27,16200,16200,15600,15800,19510,54352.0,3440000.0
2000-06-28,15600,15600,14600,15300,48270,52632.0,3440000.0
2000-06-29,15400,15500,15000,15000,17490,51600.0,3440000.0
2000-06-30,14800,15350,14700,14900,10140,51256.0,3440000.0
2000-07-03,14950,15350,14800,15300,27300,52632.0,3440000.0
2000-07-04,15500,16000,15100,15500,51730,53320.0,3440000.0
2000-07-05,15550,15800,15000,15000,20070,51600.0,3440000.0
2000-07-06,15150,15200,14850,15050,14160,51772.0,3440000.0
2000-07-07,15000,15350,15000,15200,21160,52288.0,3440000.0
2000-07-10,15500,15500,15150,15150,15880,52116.0,3440000.0
2000-07-11,15250,15400,14900,15000,16910,51600.0,3440000.0
2000-07-12,15250,15250,14850,15000,10010,51600.0,3440000.0
2000-07-13,15050,15150,14750,15000,10700,51600.0,3440000.0
2000-07-14,15000,15000,14650,14700,7480,50568.0,3440000.0
2000-07-18,14700,15000,14400,14500,6760,49880.0,3440000.0
2000-07-19,14700,14700,14050,14500,9050,49880.0,3440000.0
2000-07-20,14100,14450,14100,14300,8510,49192.0,3440000.0
2000-07-21,14200,14500,13950,14400,7890,49536.0,3440000.0
2000-07-24,14100,14200,13900,14200,7930,48848.0,3440000.0
2000-07-25,14200,14400,13800,14000,6680,48160.0,3440000.0
2000-07-26,14000,14300,13800,14150,3690,48676.0,3440000.0
2000-07-27,13850,14300,13850,14000,2020,48160.0,3440000.0
2000-07-28,14200,14200,13900,14100,2780,48504.0,3440000.0
2000-07-31,13950,14200,13950,14200,3930,48848.0,3440000.0
2000-08-01,14300,14450,14000,14200,2810,48848.0,3440000.0
2000-08-02,14400,14950,14400,14700,9190,50568.0,3440000.0
2000-08-03,14750,14800,14500,14500,3450,49880.0,3440000.0
2000-08-04,14500,14700,14300,14500,3050,49880.0,3440000.0
2000-08-07,14050,14450,14050,14100,1330,48504.0,3440000.0
2000-08-08,14700,14700,14000,14100,4820,48504.0,3440000.0
2000-08-09,14600,14600,14000,14000,5030,48160.0,3440000.0
2000-08-10,14100,14300,14050,14100,4540,48504.0,3440000.0
2000-08-11,14400,14700,14300,14550,26410,50052.0,3440000.0
2000-08-14,15000,15250,14600,14600,9380,50224.0,3440000.0
2000-08-16,14700,15300,14700,15000,16580,51600.0,3440000.0
2000-08-17,14700,14950,14650,14650,4150,50396.0,3440000.0
2000-08-18,14700,14800,14300,14500,6970,49880.0,3440000.0
2000-08-21,14500,15050,14400,14400,8890,49536.0,3440000.0
2000-08-22,14800,14800,14200,14250,12930,49020.0,3440000.0
2000-08-23,14350,14400,13900,14000,16820,48160.0,3440000.0
2000-08-24,14000,14300,13750,13900,9700,47816.0,3440000.0
2000-08-25,13900,14150,13900,14000,6440,48160.0,3440000.0
2000-08-28,14500,14500,13950,14050,13190,48332.0,3440000.0
2000-08-29,14300,14300,13950,13950,8400,47988.0,3440000.0
2000-08-30,13900,14200,13800,13800,46280,47472.0,3440000.0
2000-08-31,14100,14200,13600,13900,32300,47816.0,3440000.0
2000-09-01,14100,14100,13400,13750,17390,47300.0,3440000.0
2000-09-04,13800,14350,13500,14000,44880,48160.0,3440000.0
2000-09-05,14350,15300,14050,14800,162260,50912.0,3440000.0
2000-09-06,15000,15100,14400,14800,54420,50912.0,3440000.0
2000-09-07,14700,15600,14400,15100,90750,51944.0,3440000.0
2000-09-08,15200,15500,14800,15200,46780,52288.0,3440000.0
2000-09-14,15300,15400,14650,15000,35520,51600.0,3440000.0
2000-09-15,14550,15050,14000,14300,67600,49192.0,3440000.0
2000-09-18,13800,14150,12200,13000,62750,44720.0,3440000.0
