현대로템(064350),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-05-21,26150,26450,26150,26200,186955,2227000.0,85000000.0
2014-05-22,26250,26700,26150,26600,188100,2261000.0,85000000.0
2014-05-23,26600,26900,26450,26800,148697,2278000.0,85000000.0
2014-05-26,26900,27000,26600,26750,100572,2273750.0,85000000.0
2014-05-27,26650,26850,26350,26600,183179,2261000.0,85000000.0
2014-05-28,26750,27900,26650,27800,406148,2363000.0,85000000.0
2014-05-29,27800,27950,27450,27600,287849,2346000.0,85000000.0
2014-05-30,27700,27750,27100,27100,181266,2303500.0,85000000.0
2014-06-02,27150,27550,27000,27550,157356,2341750.0,85000000.0
2014-06-03,27450,27800,25900,26350,623354,2239750.0,85000000.0
2014-06-05,26300,26500,25700,25950,344880,2205750.0,85000000.0
2014-06-09,25800,26300,25650,25850,206389,2197250.0,85000000.0
2014-06-10,25900,26400,25900,26300,116576,2235500.0,85000000.0
2014-06-11,26350,26850,26350,26750,141788,2273750.0,85000000.0
2014-06-12,26750,26900,26350,26700,106691,2269500.0,85000000.0
2014-06-13,26700,27300,26400,27150,149419,2307750.0,85000000.0
2014-06-16,27150,27450,26850,27100,134472,2303500.0,85000000.0
2014-06-17,27050,27050,26550,26600,201875,2261000.0,85000000.0
2014-06-18,26550,26850,26350,26350,132997,2239750.0,85000000.0
2014-06-19,26550,27000,26450,27000,235560,2295000.0,85000000.0
2014-06-20,27150,27200,26700,27150,238029,2307750.0,85000000.0
2014-06-23,27150,27200,26600,26600,93173,2261000.0,85000000.0
2014-06-24,26600,26650,26150,26200,216299,2227000.0,85000000.0
2014-06-25,26000,26350,25950,26100,112834,2218500.0,85000000.0
2014-06-26,26150,26350,25900,26050,135035,2214250.0,85000000.0
2014-06-27,26050,26350,26000,26300,99511,2235500.0,85000000.0
2014-06-30,26350,26400,26200,26350,112057,2239750.0,85000000.0
2014-07-01,26250,26300,26100,26100,128173,2218500.0,85000000.0
2014-07-02,26100,26650,26100,26200,175363,2227000.0,85000000.0
2014-07-03,26200,26500,26150,26400,129425,2244000.0,85000000.0
2014-07-04,26350,26450,26100,26100,150196,2218500.0,85000000.0
2014-07-07,26200,26200,25700,25800,189830,2193000.0,85000000.0
2014-07-08,25650,26700,25650,26700,307752,2269500.0,85000000.0
2014-07-09,26550,26550,25800,26150,493784,2222750.0,85000000.0
2014-07-10,26150,26650,25950,26650,316415,2265250.0,85000000.0
2014-07-11,26650,26650,26000,26050,212181,2214250.0,85000000.0
2014-07-14,26100,26150,25350,25500,384259,2167500.0,85000000.0
2014-07-15,25550,25650,25200,25300,360683,2150500.0,85000000.0
2014-07-16,25300,25550,25100,25150,305876,2137750.0,85000000.0
2014-07-17,25250,25350,24800,24900,404174,2116500.0,85000000.0
2014-07-18,25050,25300,24850,24900,359853,2116500.0,85000000.0
2014-07-21,25050,25200,24450,24500,439725,2082500.0,85000000.0
2014-07-22,24550,24950,24350,24700,282797,2099500.0,85000000.0
2014-07-23,24650,25100,24650,24800,289674,2108000.0,85000000.0
2014-07-24,24900,25050,24550,24700,280993,2099500.0,85000000.0
2014-07-25,24700,25050,24700,24950,186569,2120750.0,85000000.0
2014-07-28,24900,24950,24650,24700,217093,2099500.0,85000000.0
2014-07-29,24700,25300,24550,25250,391910,2146250.0,85000000.0
2014-07-30,25200,25500,24850,25300,471319,2150500.0,85000000.0
2014-07-31,25350,25350,24700,24700,282687,2099500.0,85000000.0
2014-08-01,24400,24550,24150,24400,305439,2074000.0,85000000.0
2014-08-04,24100,24100,22850,22950,1227188,1950750.0,85000000.0
2014-08-05,22950,23150,22300,22450,580954,1908250.0,85000000.0
2014-08-06,22400,22600,21650,21950,528208,1865750.0,85000000.0
2014-08-07,21850,22300,21750,21750,352587,1848750.0,85000000.0
2014-08-08,21800,22300,21650,21950,421343,1865750.0,85000000.0
2014-08-11,22150,22350,22000,22100,200328,1878500.0,85000000.0
2014-08-12,22050,22150,21100,21300,569366,1810500.0,85000000.0
2014-08-13,21300,21600,21200,21300,264532,1810500.0,85000000.0
2014-08-14,21350,21900,21300,21850,369682,1857250.0,85000000.0
2014-08-18,21800,22250,21750,22100,340812,1878500.0,85000000.0
2014-08-19,22200,22250,21550,21650,352170,1840250.0,85000000.0
2014-08-20,21700,21700,20800,20950,623522,1780750.0,85000000.0
2014-08-21,20800,21200,20400,20650,556779,1755250.0,85000000.0
2014-08-22,20550,20800,20350,20450,288008,1738250.0,85000000.0
2014-08-25,20400,20800,20150,20800,301999,1768000.0,85000000.0
2014-08-26,20750,20950,20500,20600,216515,1751000.0,85000000.0
2014-08-27,20700,21050,20550,20950,294738,1780750.0,85000000.0
2014-08-28,21000,21100,20750,20800,282895,1768000.0,85000000.0
2014-08-29,21350,22850,21300,22300,1649301,1895500.0,85000000.0
2014-09-01,22550,22600,21950,22500,414750,1912500.0,85000000.0
2014-09-02,22450,22450,21550,21750,427403,1848750.0,85000000.0
2014-09-03,21500,21700,21100,21250,417049,1806250.0,85000000.0
2014-09-04,21300,22400,21300,22350,462664,1899750.0,85000000.0
2014-09-05,22350,23150,22150,23050,670946,1959250.0,85000000.0
2014-09-11,23400,23650,23050,23550,529215,2001750.0,85000000.0
2014-09-12,23550,23600,23150,23350,255090,1984750.0,85000000.0
2014-09-15,23350,23350,22800,23000,245103,1955000.0,85000000.0
2014-09-16,22600,23650,22550,23550,350762,2001750.0,85000000.0
2014-09-17,23700,23750,23300,23500,225877,1997500.0,85000000.0
2014-09-18,23500,23550,22550,22850,468265,1942250.0,85000000.0
2014-09-19,22850,23150,22650,22750,246487,1933750.0,85000000.0
2014-09-22,22750,22850,22100,22150,416322,1882750.0,85000000.0
2014-09-23,22050,22650,22050,22550,418383,1916750.0,85000000.0
2014-09-24,22550,22550,22100,22450,221264,1908250.0,85000000.0
2014-09-25,22500,23200,22500,22950,370208,1950750.0,85000000.0
2014-09-26,22600,22900,22500,22700,232543,1929500.0,85000000.0
2014-09-29,22800,23150,21500,21600,479589,1836000.0,85000000.0
2014-09-30,21600,21800,21100,21450,286470,1823250.0,85000000.0
2014-10-01,21250,22000,21250,21500,255376,1827500.0,85000000.0
2014-10-02,21350,21900,21250,21850,177150,1857250.0,85000000.0
2014-10-06,22300,24050,22150,23500,970547,1997500.0,85000000.0
2014-10-07,23950,24550,23400,23700,921594,2014500.0,85000000.0
2014-10-08,23400,24250,23350,24000,320661,2040000.0,85000000.0
2014-10-10,24000,24250,23400,24100,327114,2048500.0,85000000.0
2014-10-13,23800,24050,23150,23200,355360,1972000.0,85000000.0
2014-10-14,23000,23800,23000,23750,235434,2018750.0,85000000.0
2014-10-15,23700,24100,23550,23850,292993,2027250.0,85000000.0
2014-10-16,23500,23600,22700,23250,351636,1976250.0,85000000.0
2014-10-17,23550,23800,23100,23400,268609,1989000.0,85000000.0
2014-10-20,23800,23900,23450,23650,308088,2010250.0,85000000.0
2014-10-21,23400,23550,21450,21900,892970,1861500.0,85000000.0
2014-10-22,21900,22150,21300,21450,376541,1823250.0,85000000.0
2014-10-23,21400,21500,20450,20600,577774,1751000.0,85000000.0
2014-10-24,20900,20950,20100,20500,380646,1742500.0,85000000.0
2014-10-27,20050,21750,20050,21600,508429,1836000.0,85000000.0
2014-10-28,22000,22050,21200,21550,170285,1831750.0,85000000.0
2014-10-29,21750,22400,21350,22100,290301,1878500.0,85000000.0
2014-10-30,21950,22250,21700,21850,175620,1857250.0,85000000.0
2014-10-31,21950,21950,21150,21300,241636,1810500.0,85000000.0
2014-11-03,21300,21350,20800,20800,196925,1768000.0,85000000.0
2014-11-04,20650,21000,20200,20750,251688,1763750.0,85000000.0
2014-11-05,20600,20950,20500,20700,145522,1759500.0,85000000.0
2014-11-06,20600,20950,20500,20550,224465,1746750.0,85000000.0
2014-11-07,20700,21250,20700,20900,154214,1776500.0,85000000.0
2014-11-10,21000,21350,20450,20600,213965,1751000.0,85000000.0
2014-11-11,20700,21150,20550,21100,256632,1793500.0,85000000.0
2014-11-12,21000,22450,20900,22150,477567,1882750.0,85000000.0
2014-11-13,22300,22750,21900,22050,335597,1874250.0,85000000.0
2014-11-14,22150,22150,21700,22000,126998,1870000.0,85000000.0
2014-11-17,22000,22600,21900,22000,194423,1870000.0,85000000.0
2014-11-18,22100,22550,21900,22000,185421,1870000.0,85000000.0
2014-11-19,22200,22200,21450,21550,197122,1831750.0,85000000.0
2014-11-20,21700,21700,21100,21300,249500,1810500.0,85000000.0
2014-11-21,21250,21650,20950,21050,317534,1789250.0,85000000.0
2014-11-24,21200,21550,21150,21550,237057,1831750.0,85000000.0
2014-11-25,21400,21750,21250,21300,237963,1810500.0,85000000.0
2014-11-26,19900,20550,19850,20500,717049,1742500.0,85000000.0
2014-11-27,20600,20600,20250,20450,159130,1738250.0,85000000.0
2014-11-28,20300,20400,20050,20150,237727,1712750.0,85000000.0
2014-12-01,20150,20300,19900,20100,195216,1708500.0,85000000.0
2014-12-02,20250,20650,20100,20500,161104,1742500.0,85000000.0
2014-12-03,20500,20750,20500,20500,137316,1742500.0,85000000.0
2014-12-04,20700,20750,20450,20750,195059,1763750.0,85000000.0
2014-12-05,21100,21750,21100,21200,539835,1802000.0,85000000.0
2014-12-08,21000,21250,20700,21150,155192,1797750.0,85000000.0
2014-12-09,21800,22350,21350,21500,550041,1827500.0,85000000.0
2014-12-10,21700,22000,18850,19950,1450419,1695750.0,85000000.0
2014-12-11,19950,20700,19600,20350,294579,1729750.0,85000000.0
2014-12-12,20550,20600,20150,20300,125278,1725500.0,85000000.0
2014-12-15,20300,20700,20100,20300,190179,1725500.0,85000000.0
2014-12-16,20400,20650,20200,20250,160334,1721250.0,85000000.0
2014-12-17,20450,20900,20300,20850,270523,1772250.0,85000000.0
2014-12-18,21000,21050,20250,20900,171745,1776500.0,85000000.0
2014-12-19,20900,21200,20450,20550,153975,1746750.0,85000000.0
2014-12-22,20550,20600,20150,20300,159127,1725500.0,85000000.0
2014-12-23,20300,20300,20000,20000,228004,1700000.0,85000000.0
2014-12-24,20050,20150,19900,20000,100567,1700000.0,85000000.0
2014-12-26,20000,20100,19900,19950,141240,1695750.0,85000000.0
2014-12-29,19950,20600,19900,20250,148144,1721250.0,85000000.0
2014-12-30,20250,20400,19900,19950,166862,1695750.0,85000000.0
2015-01-02,20200,20300,19850,19900,173534,1691500.0,85000000.0
2015-01-05,19950,20050,19100,19450,262132,1653250.0,85000000.0
2015-01-06,19150,19250,18750,18850,336205,1602250.0,85000000.0
2015-01-07,18800,19200,18600,19100,146814,1623500.0,85000000.0
2015-01-08,19450,19450,19050,19050,140220,1619250.0,85000000.0
2015-01-09,19200,19550,19050,19400,180086,1649000.0,85000000.0
2015-01-12,19550,19550,19200,19250,133472,1636250.0,85000000.0
2015-01-13,19250,19550,18850,18950,214994,1610750.0,85000000.0
2015-01-14,18950,19000,18650,18700,296010,1589500.0,85000000.0
2015-01-15,18700,18800,18050,18250,375685,1551250.0,85000000.0
2015-01-16,18050,18200,17550,17650,383744,1500250.0,85000000.0
2015-01-19,17800,18350,17650,18300,279296,1555500.0,85000000.0
2015-01-20,18300,18650,17900,17950,232813,1525750.0,85000000.0
2015-01-21,17900,18050,17450,17700,280685,1504500.0,85000000.0
2015-01-22,17600,17950,17500,17650,198383,1500250.0,85000000.0
2015-01-23,17850,17950,17300,17450,368894,1483250.0,85000000.0
2015-01-26,17300,17350,16800,16900,343649,1436500.0,85000000.0
2015-01-27,17100,17250,16800,16950,281356,1440750.0,85000000.0
2015-01-28,16650,17700,16650,17650,379693,1500250.0,85000000.0
2015-01-29,17600,17600,17250,17250,183481,1466250.0,85000000.0
2015-01-30,17300,17400,16700,16700,437994,1419500.0,85000000.0
2015-02-02,16250,16900,16150,16750,456436,1423750.0,85000000.0
2015-02-03,16950,17300,16800,17300,303035,1470500.0,85000000.0
2015-02-04,17400,17550,17250,17500,226228,1487500.0,85000000.0
2015-02-05,17500,17600,17250,17550,180204,1491750.0,85000000.0
2015-02-06,17550,17950,17400,17850,246435,1517250.0,85000000.0
2015-02-09,17700,17950,17250,17300,227533,1470500.0,85000000.0
2015-02-10,17300,17550,17050,17450,144204,1483250.0,85000000.0
2015-02-11,17550,17550,17200,17550,136278,1491750.0,85000000.0
2015-02-12,17500,17550,17250,17250,106891,1466250.0,85000000.0
2015-02-13,17350,17550,17200,17400,132245,1479000.0,85000000.0
2015-02-16,17300,17650,17300,17500,140378,1487500.0,85000000.0
2015-02-17,17500,17850,17400,17750,179204,1508750.0,85000000.0
2015-02-23,17700,17950,17700,17850,181315,1517250.0,85000000.0
2015-02-24,17850,17900,17650,17750,126061,1508750.0,85000000.0
2015-02-25,17850,18150,17800,18050,200021,1534250.0,85000000.0
2015-02-26,18100,18250,17850,18200,185161,1547000.0,85000000.0
2015-02-27,18200,18500,18000,18000,211387,1530000.0,85000000.0
2015-03-02,18200,18400,18100,18300,190794,1555500.0,85000000.0
2015-03-03,18450,18500,18250,18400,203971,1564000.0,85000000.0
2015-03-04,18500,19150,18450,19050,404774,1619250.0,85000000.0
2015-03-05,19000,19600,18700,19100,393035,1623500.0,85000000.0
2015-03-06,19150,19350,19000,19200,166680,1632000.0,85000000.0
2015-03-09,19350,19600,19200,19450,167110,1653250.0,85000000.0
2015-03-10,19450,19550,18950,19050,172696,1619250.0,85000000.0
2015-03-11,18650,19350,18650,19100,161589,1623500.0,85000000.0
2015-03-12,19300,19750,19200,19700,345103,1674500.0,85000000.0
2015-03-13,19800,20050,19650,19750,392264,1678750.0,85000000.0
2015-03-16,19800,20150,19700,19750,204038,1678750.0,85000000.0
2015-03-17,19800,19850,19500,19750,174158,1678750.0,85000000.0
2015-03-18,19750,20100,19700,19850,189545,1687250.0,85000000.0
2015-03-19,20050,20050,19850,20000,223858,1700000.0,85000000.0
2015-03-20,20150,20500,20050,20300,325774,1725500.0,85000000.0
2015-03-23,20000,20500,19500,20500,327663,1742500.0,85000000.0
2015-03-24,20300,20400,20050,20350,133323,1729750.0,85000000.0
2015-03-25,20100,20300,19400,19600,386200,1666000.0,85000000.0
2015-03-26,19250,19750,19250,19350,176917,1644750.0,85000000.0
2015-03-27,19850,19900,19500,19800,160041,1683000.0,85000000.0
2015-03-30,19600,19800,18900,19050,260539,1619250.0,85000000.0
2015-03-31,19200,19350,18800,19100,202169,1623500.0,85000000.0
2015-04-01,19100,19100,18650,18750,250639,1593750.0,85000000.0
2015-04-02,18850,19100,18600,18900,126030,1606500.0,85000000.0
2015-04-03,19250,19900,19200,19900,313446,1691500.0,85000000.0
2015-04-06,20150,20250,19700,19900,210214,1691500.0,85000000.0
2015-04-07,20000,20050,19400,19700,186977,1674500.0,85000000.0
2015-04-08,19600,19700,19200,19400,220847,1649000.0,85000000.0
2015-04-09,19400,19550,19100,19400,125324,1649000.0,85000000.0
2015-04-10,19100,19400,18850,19300,292928,1640500.0,85000000.0
2015-04-13,19300,19450,19150,19450,257368,1653250.0,85000000.0
2015-04-14,19550,20150,19350,20150,407442,1712750.0,85000000.0
2015-04-15,20150,20200,19750,19900,248114,1691500.0,85000000.0
2015-04-16,20000,20100,19800,20050,192823,1704250.0,85000000.0
2015-04-17,20350,20500,19800,19800,263590,1683000.0,85000000.0
2015-04-20,19500,19800,19400,19650,133948,1670250.0,85000000.0
2015-04-21,19850,20050,19750,20000,197980,1700000.0,85000000.0
2015-04-22,20100,20150,19450,19900,254249,1691500.0,85000000.0
2015-04-23,19900,20000,19650,20000,164036,1700000.0,85000000.0
2015-04-24,20200,21600,20050,20450,1661548,1738250.0,85000000.0
2015-04-27,20050,20300,19650,19800,667376,1683000.0,85000000.0
2015-04-28,19750,19950,19350,19400,327442,1649000.0,85000000.0
2015-04-29,19450,19600,19150,19350,264905,1644750.0,85000000.0
2015-04-30,19200,19400,18500,19050,412216,1619250.0,85000000.0
2015-05-04,18900,19000,18250,18300,305355,1555500.0,85000000.0
2015-05-06,18150,18650,18150,18400,187500,1564000.0,85000000.0
2015-05-07,18300,18550,18200,18500,112903,1572500.0,85000000.0
2015-05-08,18500,18600,18350,18500,71729,1572500.0,85000000.0
2015-05-11,18950,19200,18700,18950,169061,1610750.0,85000000.0
2015-05-12,19000,19450,18800,19300,196254,1640500.0,85000000.0
2015-05-13,19200,19400,19000,19300,131261,1640500.0,85000000.0
2015-05-14,19300,19350,19100,19150,102750,1627750.0,85000000.0
2015-05-15,19150,19300,18900,19300,122312,1640500.0,85000000.0
2015-05-18,19300,19450,19000,19450,138596,1653250.0,85000000.0
2015-05-19,19300,19500,19150,19450,163599,1653250.0,85000000.0
2015-05-20,19550,19750,19350,19450,189091,1653250.0,85000000.0
2015-05-21,19500,19950,19350,19800,312629,1683000.0,85000000.0
2015-05-22,19800,20300,19700,19900,272815,1691500.0,85000000.0
2015-05-26,19900,20000,19450,19600,138300,1666000.0,85000000.0
2015-05-27,19550,20000,19500,19900,206332,1691500.0,85000000.0
2015-05-28,20000,20500,19950,20000,454573,1700000.0,85000000.0
2015-05-29,20050,20450,19950,20450,366157,1738250.0,85000000.0
2015-06-01,20400,20750,20100,20150,351292,1712750.0,85000000.0
2015-06-02,20400,20400,19800,20150,251022,1712750.0,85000000.0
2015-06-03,20150,20900,19600,20700,522750,1759500.0,85000000.0
2015-06-04,20950,21700,20850,21150,1038374,1797750.0,85000000.0
2015-06-05,20900,21550,20600,21150,527140,1797750.0,85000000.0
2015-06-08,21400,21750,21250,21600,472986,1836000.0,85000000.0
2015-06-09,21600,22250,21350,22000,820199,1870000.0,85000000.0
2015-06-10,22150,22300,21750,22000,569194,1870000.0,85000000.0
2015-06-11,22150,22800,21750,22500,1541417,1912500.0,85000000.0
2015-06-12,22700,22950,22200,22750,610209,1933750.0,85000000.0
2015-06-15,22700,22950,22350,22850,361541,1942250.0,85000000.0
2015-06-16,22800,22800,21400,21500,726731,1827500.0,85000000.0
2015-06-17,21650,22050,21500,21650,265929,1840250.0,85000000.0
2015-06-18,21900,21950,21000,21250,351506,1806250.0,85000000.0
2015-06-19,21400,21550,20900,21250,317308,1806250.0,85000000.0
2015-06-22,21350,21700,20700,20750,305369,1763750.0,85000000.0
2015-06-23,21000,21400,20800,21200,247972,1802000.0,85000000.0
2015-06-24,21100,21300,20800,21100,160703,1793500.0,85000000.0
2015-06-25,21150,21200,20850,21000,172396,1785000.0,85000000.0
2015-06-26,21000,21050,20450,20450,226395,1738250.0,85000000.0
