아세아제지(002310),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2015-10-23,20400,20700,20350,20600,6048,184504.0,8956502.0
2015-10-26,20700,20700,20200,20500,12073,183608.0,8956502.0
2015-10-27,20450,20650,20250,20550,13461,184056.0,8956502.0
2015-10-28,20550,20650,20400,20450,9893,183160.0,8956502.0
2015-10-29,20600,20600,20100,20450,14451,183160.0,8956502.0
2015-10-30,20450,20450,19500,19500,22088,174652.0,8956502.0
2015-11-02,19300,19400,19050,19300,27751,172860.0,8956502.0
2015-11-03,19450,19700,19100,19300,20332,172860.0,8956502.0
2015-11-04,19500,19500,19050,19350,13542,173308.0,8956502.0
2015-11-05,19150,19300,18850,19000,24409,170174.0,8956502.0
2015-11-06,19100,19150,18550,18650,22156,167039.0,8956502.0
2015-11-09,18950,18950,18050,18200,36782,163008.0,8956502.0
2015-11-10,17950,18450,17700,17800,43521,159426.0,8956502.0
2015-11-11,18050,18100,17600,17700,26663,158530.0,8956502.0
2015-11-12,17850,18000,17650,17950,51850,160769.0,8956502.0
2015-11-13,17900,17900,17550,17550,20431,157187.0,8956502.0
2015-11-16,17250,17500,16750,17200,43136,154052.0,8956502.0
2015-11-17,17350,17650,16800,16950,75906,151813.0,8956502.0
2015-11-18,16950,17300,16750,16800,28354,150469.0,8956502.0
2015-11-19,16850,17000,16200,16350,79313,146439.0,8956502.0
2015-11-20,16350,16500,16000,16200,53901,145095.0,8956502.0
2015-11-23,16350,16350,15900,16100,78706,144200.0,8956502.0
2015-11-24,16150,16250,15700,15950,51120,142856.0,8956502.0
2015-11-25,15900,16000,15750,15950,32945,142856.0,8956502.0
2015-11-26,15950,16300,15900,16200,27216,145095.0,8956502.0
2015-11-27,16250,16500,16200,16500,33861,147782.0,8956502.0
2015-11-30,16400,16550,16000,16250,39322,145543.0,8956502.0
2015-12-01,16150,16450,16100,16250,13749,145543.0,8956502.0
2015-12-02,16450,16450,16050,16050,14914,143752.0,8956502.0
2015-12-03,16050,16200,15900,16150,27391,144648.0,8956502.0
2015-12-04,15950,16250,15950,16250,8375,145543.0,8956502.0
2015-12-07,16350,16350,16050,16150,7050,144648.0,8956502.0
2015-12-08,16250,16300,16050,16200,18558,145095.0,8956502.0
2015-12-09,16100,16350,16100,16250,9520,145543.0,8956502.0
2015-12-10,16250,16400,16150,16400,26002,146887.0,8956502.0
2015-12-11,16500,16900,16300,16850,65355,150917.0,8956502.0
2015-12-14,16750,16750,16500,16500,16367,147782.0,8956502.0
2015-12-15,16450,16650,16450,16650,20498,149126.0,8956502.0
2015-12-16,16700,17000,16500,16600,47992,148678.0,8956502.0
2015-12-17,16600,16800,16400,16450,20489,147334.0,8956502.0
2015-12-18,16450,16800,16300,16750,14917,150021.0,8956502.0
2015-12-21,16750,17500,16750,17350,29796,155395.0,8956502.0
2015-12-22,17250,17650,17200,17650,14586,158082.0,8956502.0
2015-12-23,17650,17850,17500,17700,16860,158530.0,8956502.0
2015-12-24,17750,17750,17300,17500,14740,156739.0,8956502.0
2015-12-28,17500,17600,17250,17400,7533,155843.0,8956502.0
2015-12-29,17450,17450,17100,17300,7940,154947.0,8956502.0
2015-12-30,17300,17550,17200,17200,6795,154052.0,8956502.0
2016-01-04,17350,17400,17000,17050,11642,152708.0,8956502.0
2016-01-05,17000,17350,17000,17300,10584,154947.0,8956502.0
2016-01-06,17150,17500,17150,17400,17368,155843.0,8956502.0
2016-01-07,17700,17700,16950,17150,15200,153604.0,8956502.0
2016-01-08,16900,17250,16650,17250,21692,154500.0,8956502.0
2016-01-11,17400,17400,16600,16950,6988,151813.0,8956502.0
2016-01-12,17000,17000,16650,16700,7529,149574.0,8956502.0
2016-01-13,16950,16950,16700,16950,8783,151813.0,8956502.0
2016-01-14,16900,16950,16450,16700,12021,149574.0,8956502.0
2016-01-15,16750,16900,16550,16550,15071,148230.0,8956502.0
2016-01-18,16250,16950,16250,16900,7737,151365.0,8956502.0
2016-01-19,16300,16950,16200,16850,45830,150917.0,8956502.0
2016-01-20,17100,17100,16350,16400,19549,146887.0,8956502.0
2016-01-21,16450,16850,16300,16700,11861,149574.0,8956502.0
2016-01-22,17100,17100,16450,16700,4919,149574.0,8956502.0
2016-01-25,17150,17150,16500,16650,8416,149126.0,8956502.0
2016-01-26,16750,16750,15950,16050,23951,143752.0,8956502.0
2016-01-27,16100,16500,16000,16150,7806,144648.0,8956502.0
2016-01-28,16300,16350,15950,16200,7481,145095.0,8956502.0
2016-01-29,16250,16450,16000,16300,6210,145991.0,8956502.0
2016-02-01,16200,16600,16150,16550,8705,148230.0,8956502.0
2016-02-02,16350,16600,16250,16500,6087,147782.0,8956502.0
2016-02-03,16300,16500,16250,16400,5907,146887.0,8956502.0
2016-02-04,16400,16600,16300,16450,7145,147334.0,8956502.0
2016-02-05,16550,17050,16300,16600,8968,148678.0,8956502.0
2016-02-11,16450,16500,15800,15800,20033,141513.0,8956502.0
2016-02-12,15200,15500,14950,15200,49351,136139.0,8956502.0
2016-02-15,15200,15700,15000,15150,31204,135691.0,8956502.0
2016-02-16,15150,15200,14750,14850,54241,133004.0,8956502.0
2016-02-17,14850,15300,14650,15100,40081,135243.0,8956502.0
2016-02-18,15100,15550,15100,15300,19209,137034.0,8956502.0
2016-02-19,15500,15500,15150,15400,13245,137930.0,8956502.0
2016-02-22,15350,15550,15200,15350,23076,137482.0,8956502.0
2016-02-23,15400,15450,15250,15400,27608,137930.0,8956502.0
2016-02-24,15400,15850,15250,15800,18867,141513.0,8956502.0
2016-02-25,15750,16300,15650,16150,19886,144648.0,8956502.0
2016-02-26,16400,16450,16200,16300,18743,145991.0,8956502.0
2016-02-29,16300,16700,16100,16650,21954,149126.0,8956502.0
2016-03-02,16650,16850,16400,16500,7419,147782.0,8956502.0
2016-03-03,16550,17300,16550,17250,31424,154500.0,8956502.0
2016-03-04,17250,17400,17100,17300,12611,154947.0,8956502.0
2016-03-07,17400,17550,17150,17450,26026,156291.0,8956502.0
2016-03-08,17300,17500,16650,16850,16641,150917.0,8956502.0
2016-03-09,16950,16950,16650,16850,6030,150917.0,8956502.0
2016-03-10,16850,16900,16550,16900,8231,151365.0,8956502.0
2016-03-11,16850,17100,16600,17100,10868,153156.0,8956502.0
2016-03-14,17100,18000,17100,17500,50393,156739.0,8956502.0
2016-03-15,17500,17750,16900,16950,24910,151813.0,8956502.0
2016-03-16,17050,17200,16750,16900,12904,151365.0,8956502.0
2016-03-17,16800,17500,16700,16800,15625,150469.0,8956502.0
2016-03-18,17000,17000,16450,16550,16705,148230.0,8956502.0
2016-03-21,16650,16750,16100,16700,27111,149574.0,8956502.0
2016-03-22,16750,16750,16250,16300,25174,145991.0,8956502.0
2016-03-23,16300,16700,16300,16600,19387,148678.0,8956502.0
2016-03-24,16650,16700,16250,16350,20315,146439.0,8956502.0
2016-03-25,16300,16700,16250,16550,14511,148230.0,8956502.0
2016-03-28,16800,16800,16550,16550,6223,148230.0,8956502.0
2016-03-29,16750,16800,16400,16800,9094,150469.0,8956502.0
2016-03-30,16950,17250,16700,17100,17427,153156.0,8956502.0
2016-03-31,17250,17850,16800,17600,25728,157634.0,8956502.0
2016-04-01,17600,18850,17500,18150,49521,162561.0,8956502.0
2016-04-04,18300,18950,18100,18800,58121,168382.0,8956502.0
2016-04-05,18800,19300,18350,18950,17119,169726.0,8956502.0
2016-04-06,18950,19300,18050,18400,27044,164800.0,8956502.0
2016-04-07,18700,19300,18000,18950,18104,169726.0,8956502.0
2016-04-08,18750,19150,18400,18400,10862,164800.0,8956502.0
2016-04-11,18400,20200,17950,18950,48355,169726.0,8956502.0
2016-04-12,18950,19200,18600,18950,15933,169726.0,8956502.0
2016-04-14,19400,19400,18700,18850,6768,168830.0,8956502.0
2016-04-15,18850,19250,18650,19250,10492,172413.0,8956502.0
2016-04-18,19250,19500,18900,19000,14145,170174.0,8956502.0
2016-04-19,19000,19300,18900,18950,8781,169726.0,8956502.0
2016-04-20,18950,19550,18900,19450,12980,174204.0,8956502.0
2016-04-21,19450,19550,19200,19300,21707,172860.0,8956502.0
2016-04-22,19550,19550,18800,19300,30855,172860.0,8956502.0
2016-04-25,19050,19050,18400,18500,16792,165695.0,8956502.0
2016-04-26,18450,18450,18000,18000,19149,161217.0,8956502.0
2016-04-27,18200,18300,17850,18250,8253,163456.0,8956502.0
2016-04-28,18250,18650,18150,18400,12142,164800.0,8956502.0
2016-04-29,18150,18300,17800,18000,18357,161217.0,8956502.0
2016-05-02,18000,18050,17800,17850,11979,159874.0,8956502.0
2016-05-03,17750,18100,17650,17650,11515,158082.0,8956502.0
2016-05-04,17800,17800,17500,17650,13245,158082.0,8956502.0
2016-05-09,17650,17750,17150,17250,16978,154500.0,8956502.0
2016-05-10,17250,18250,17250,18150,13955,162561.0,8956502.0
2016-05-11,18150,18150,17550,17600,8057,157634.0,8956502.0
2016-05-12,17850,18000,17550,17800,9995,159426.0,8956502.0
2016-05-13,18000,18000,17400,17400,11149,155843.0,8956502.0
2016-05-16,17750,17750,16800,17000,24823,152261.0,8956502.0
2016-05-17,17000,17200,16850,17000,8857,152261.0,8956502.0
2016-05-18,17200,17200,16450,16750,24534,150021.0,8956502.0
2016-05-19,16700,17150,16500,16550,7204,148230.0,8956502.0
2016-05-20,16950,16950,16300,16550,10739,148230.0,8956502.0
2016-05-23,16750,16750,16400,16400,11508,146887.0,8956502.0
2016-05-24,16600,16600,16350,16400,7639,146887.0,8956502.0
2016-05-25,16400,17000,16350,16550,7721,148230.0,8956502.0
2016-05-26,16800,16900,16500,16900,7359,151365.0,8956502.0
2016-05-27,16900,17100,16600,17000,4237,152261.0,8956502.0
2016-05-30,17000,17350,16800,17100,4864,153156.0,8956502.0
2016-05-31,17400,17400,16700,17400,14553,155843.0,8956502.0
2016-06-01,17400,17800,17050,17700,17620,158530.0,8956502.0
2016-06-02,17700,18000,17350,18000,15043,161217.0,8956502.0
2016-06-03,18000,18000,17550,17700,5642,158530.0,8956502.0
2016-06-07,17500,18000,17400,17900,7380,160321.0,8956502.0
2016-06-08,17800,18850,17800,18200,18573,163008.0,8956502.0
2016-06-09,18050,18100,17400,17850,11936,159874.0,8956502.0
2016-06-10,18700,21700,18400,21000,479870,188087.0,8956502.0
2016-06-13,21400,22900,19900,21000,382092,188087.0,8956502.0
2016-06-14,21000,21250,20050,20150,74537,180474.0,8956502.0
2016-06-15,20150,21800,19750,21800,94775,195252.0,8956502.0
2016-06-16,21500,22750,20800,20950,90124,187639.0,8956502.0
2016-06-17,21700,21700,20900,21200,41827,189878.0,8956502.0
2016-06-20,21200,21600,20700,20900,18840,187191.0,8956502.0
2016-06-21,20900,21250,20300,21200,29591,189878.0,8956502.0
2016-06-22,21000,21200,20100,20150,58393,180474.0,8956502.0
2016-06-23,20350,20500,19850,20050,10806,179578.0,8956502.0
2016-06-24,20100,20300,18400,19450,53970,174204.0,8956502.0
2016-06-27,19000,19750,18800,19300,33893,172860.0,8956502.0
2016-06-28,19400,20750,19400,20600,34147,184504.0,8956502.0
2016-06-29,20600,20800,20400,20650,17749,184952.0,8956502.0
2016-06-30,20650,21000,20150,20500,39062,183608.0,8956502.0
2016-07-01,20500,20800,20400,20750,16846,185847.0,8956502.0
2016-07-04,21650,23000,21050,23000,99617,206000.0,8956502.0
2016-07-05,23050,24100,22400,23100,87370,206895.0,8956502.0
2016-07-06,23350,23350,21900,22250,56284,199282.0,8956502.0
2016-07-07,22500,23800,22300,23800,70215,213165.0,8956502.0
2016-07-08,23800,24050,23500,24000,35795,214956.0,8956502.0
2016-07-11,24000,24300,23400,24050,109676,215404.0,8956502.0
2016-07-12,23800,25800,23800,25800,83881,231078.0,8956502.0
2016-07-13,25550,27000,24650,25500,155318,228391.0,8956502.0
2016-07-14,25650,27500,24500,26100,113050,233765.0,8956502.0
2016-07-15,25700,26700,25700,26350,45863,236004.0,8956502.0
2016-07-18,26350,27000,25950,26150,20567,234213.0,8956502.0
2016-07-19,25650,26350,25000,25150,37969,225256.0,8956502.0
2016-07-20,25150,25600,24400,25050,40188,224360.0,8956502.0
2016-07-21,25050,25050,24050,24650,25539,220778.0,8956502.0
2016-07-22,24950,25950,24250,25100,40187,224808.0,8956502.0
2016-07-25,25850,25850,25050,25150,8976,225256.0,8956502.0
2016-07-26,24800,25000,24500,24750,16073,221673.0,8956502.0
2016-07-27,24750,25950,24750,25650,22706,229734.0,8956502.0
2016-07-28,25700,26000,24900,24900,31900,223017.0,8956502.0
2016-07-29,24900,25550,24250,25050,32836,224360.0,8956502.0
2016-08-01,25050,25300,24250,24700,33712,221226.0,8956502.0
2016-08-02,24800,25400,24700,25350,21430,227047.0,8956502.0
2016-08-03,25000,25300,24950,25100,11015,224808.0,8956502.0
2016-08-04,25000,25300,24400,25300,30887,226600.0,8956502.0
2016-08-05,25000,25400,24300,24650,32296,220778.0,8956502.0
2016-08-08,24800,24800,24150,24600,14342,220330.0,8956502.0
2016-08-09,24300,25250,24300,25000,13357,223913.0,8956502.0
2016-08-10,25000,25050,24350,25050,23601,224360.0,8956502.0
2016-08-11,25050,25300,24600,25200,21729,225704.0,8956502.0
2016-08-12,25300,26000,24900,25650,51619,229734.0,8956502.0
2016-08-16,25650,25650,25000,25500,27562,228391.0,8956502.0
2016-08-17,25800,25800,24750,25700,27693,230182.0,8956502.0
2016-08-18,25300,25700,25100,25200,16508,225704.0,8956502.0
2016-08-19,25300,25350,24700,24800,17629,222121.0,8956502.0
2016-08-22,24800,25300,24300,24350,21349,218091.0,8956502.0
2016-08-23,24100,24350,23650,23650,25410,211821.0,8956502.0
2016-08-24,23350,23700,22950,23400,27615,209582.0,8956502.0
2016-08-25,23200,23950,23200,23300,13470,208686.0,8956502.0
2016-08-26,23400,23750,23350,23550,10597,210926.0,8956502.0
2016-08-29,23150,24000,21950,22000,60984,197043.0,8956502.0
2016-08-30,22100,22400,21000,22000,38604,197043.0,8956502.0
2016-08-31,22450,22450,21500,22150,26003,198387.0,8956502.0
2016-09-01,22150,22650,21400,22300,17104,199730.0,8956502.0
2016-09-02,22300,23400,22300,22700,18388,203313.0,8956502.0
2016-09-05,22700,22800,22400,22700,17749,203313.0,8956502.0
2016-09-06,22700,22700,21900,22350,10334,200178.0,8956502.0
2016-09-07,22100,22500,21800,21800,19395,195252.0,8956502.0
2016-09-08,21650,22000,21250,21350,10771,191221.0,8956502.0
2016-09-09,21150,21950,20900,21400,21705,191669.0,8956502.0
2016-09-12,21400,21400,20800,21300,8396,190773.0,8956502.0
2016-09-13,21300,21600,21100,21300,9338,190773.0,8956502.0
2016-09-19,21300,21700,20700,21350,23391,191221.0,8956502.0
2016-09-20,21700,21700,21000,21400,9717,191669.0,8956502.0
2016-09-21,21050,21500,20800,20800,25216,186295.0,8956502.0
2016-09-22,21050,21300,20650,21050,22511,188534.0,8956502.0
2016-09-23,21000,21100,20400,20650,27337,184952.0,8956502.0
2016-09-26,20550,20850,20500,20850,7409,186743.0,8956502.0
2016-09-27,20850,20900,20600,20700,5590,185400.0,8956502.0
2016-09-28,20700,20900,20450,20700,6379,185400.0,8956502.0
2016-09-29,20700,21100,20600,21000,8414,188087.0,8956502.0
2016-09-30,21000,21000,20300,20850,16814,186743.0,8956502.0
2016-10-04,20850,21000,20500,20700,6028,185400.0,8956502.0
2016-10-05,21100,21100,20200,20350,27908,182265.0,8956502.0
2016-10-06,20600,21900,20300,21650,51358,193908.0,8956502.0
2016-10-07,21650,21650,21200,21550,22591,193013.0,8956502.0
2016-10-10,21550,21550,20600,21000,19579,188087.0,8956502.0
2016-10-11,21050,21350,20950,21200,11698,189878.0,8956502.0
2016-10-12,21200,21250,20800,21000,4736,188087.0,8956502.0
2016-10-13,21000,21600,20900,21200,10926,189878.0,8956502.0
2016-10-14,21200,21350,20750,21100,21611,188982.0,8956502.0
2016-10-17,21100,21350,20800,20800,7788,186295.0,8956502.0
2016-10-18,21400,21400,20400,20600,16527,184504.0,8956502.0
2016-10-19,20700,20850,20450,20700,5002,185400.0,8956502.0
2016-10-20,20700,20800,20400,20700,10117,185400.0,8956502.0
2016-10-21,20900,21200,20050,20150,23807,180474.0,8956502.0
2016-10-24,20000,20200,19850,19950,9433,178682.0,8956502.0
2016-10-25,19950,19950,19400,19800,12621,177339.0,8956502.0
2016-10-26,19500,19750,18850,19150,19719,171517.0,8956502.0
2016-10-27,18900,19300,18700,19250,29840,172413.0,8956502.0
2016-10-28,19150,20350,19150,20050,22155,179578.0,8956502.0
2016-10-31,20000,20000,19250,19500,16062,174652.0,8956502.0
2016-11-01,19300,20000,19300,19750,10572,176891.0,8956502.0
2016-11-02,19700,19700,19150,19300,5820,172860.0,8956502.0
2016-11-03,19200,19250,18850,19100,8705,171069.0,8956502.0
2016-11-04,19100,19450,19000,19250,6355,172413.0,8956502.0
2016-11-07,19250,20000,19250,19600,13624,175547.0,8956502.0
2016-11-08,19500,20250,19500,20100,9601,180026.0,8956502.0
2016-11-09,20100,20550,19200,19450,27712,174204.0,8956502.0
2016-11-10,19850,20500,19850,20200,28481,180921.0,8956502.0
2016-11-11,20000,20750,20000,20750,4939,185847.0,8956502.0
2016-11-14,21550,21700,21000,21100,71026,188982.0,8956502.0
2016-11-15,21100,21100,20600,20750,32680,185847.0,8956502.0
2016-11-16,20750,21400,20600,21200,22617,189878.0,8956502.0
2016-11-17,21400,21600,21000,21400,24130,191669.0,8956502.0
2016-11-18,21150,21750,21100,21550,28526,193013.0,8956502.0
2016-11-21,21500,21700,21000,21650,36003,193908.0,8956502.0
2016-11-22,21500,21850,21500,21650,20506,193908.0,8956502.0
2016-11-23,21650,22000,21400,21700,18505,194356.0,8956502.0
2016-11-24,21700,21900,21050,21400,14526,191669.0,8956502.0
2016-11-25,21200,21500,21100,21500,11298,192565.0,8956502.0
2016-11-28,21500,21500,20700,20850,19176,186743.0,8956502.0
2016-11-29,20950,21300,20800,21000,9941,188087.0,8956502.0
2016-11-30,21200,21400,20950,21300,11509,190773.0,8956502.0
2016-12-01,21000,21350,20850,21200,9401,189878.0,8956502.0
2016-12-02,21200,21400,20900,21300,8420,190773.0,8956502.0
2016-12-05,21050,21300,20700,20900,6893,187191.0,8956502.0
2016-12-06,20900,21100,20800,20950,5440,187639.0,8956502.0
2016-12-07,21050,21050,20450,20500,7649,183608.0,8956502.0
2016-12-08,20400,20800,20200,20250,10681,181369.0,8956502.0
2016-12-09,20250,20250,19700,19700,15606,176443.0,8956502.0
2016-12-12,19700,20050,19650,20000,14482,179130.0,8956502.0
2016-12-13,20000,20350,19850,20050,4513,179578.0,8956502.0
2016-12-14,20050,20450,19950,20250,6195,181369.0,8956502.0
2016-12-15,20250,20300,19850,20150,6490,180474.0,8956502.0
2016-12-16,19900,20200,19350,19450,32438,174204.0,8956502.0
2016-12-19,19450,19700,19300,19400,7470,173756.0,8956502.0
2016-12-20,19600,19600,19250,19400,11260,173756.0,8956502.0
2016-12-21,19500,19600,19200,19200,7309,171965.0,8956502.0
2016-12-22,19200,19400,18900,19000,22788,170174.0,8956502.0
2016-12-23,18900,19200,18700,18900,12237,169278.0,8956502.0
2016-12-26,18900,18950,18150,18250,85965,163456.0,8956502.0
2016-12-27,18250,18650,18050,18300,34622,163904.0,8956502.0
2016-12-28,18450,18450,18150,18250,19096,163456.0,8956502.0
2016-12-29,18300,18300,18150,18300,16158,163904.0,8956502.0
2017-01-02,18350,18500,18100,18200,17887,163008.0,8956502.0
2017-01-03,18250,19150,18250,19150,29024,171517.0,8956502.0
2017-01-04,19250,19600,19000,19450,17132,174204.0,8956502.0
2017-01-05,19450,19700,19200,19700,18380,176443.0,8956502.0
2017-01-06,19550,19550,19000,19300,27467,172860.0,8956502.0
2017-01-09,19300,19450,19000,19200,16334,171965.0,8956502.0
2017-01-10,19350,19350,18800,18950,17383,169726.0,8956502.0
2017-01-11,18950,19250,18800,19200,11722,171965.0,8956502.0
2017-01-12,19350,19650,19050,19450,12698,174204.0,8956502.0
2017-01-13,19250,19700,19250,19500,14196,174652.0,8956502.0
2017-01-16,19650,19650,19200,19450,7025,174204.0,8956502.0
2017-01-17,19450,19500,19200,19300,9625,172860.0,8956502.0
2017-01-18,19500,19500,18950,19100,11284,171069.0,8956502.0
2017-01-19,19100,19100,18750,19000,8327,170174.0,8956502.0
2017-01-20,19000,19000,18550,18700,10686,167487.0,8956502.0
2017-01-23,19100,19250,18850,19200,12118,171965.0,8956502.0
2017-01-24,19400,19400,18750,18900,19975,169278.0,8956502.0
2017-01-25,18900,19000,18600,18800,12784,168382.0,8956502.0
2017-01-26,18750,20400,18750,20300,44994,181817.0,8956502.0
2017-01-31,20350,20350,19950,20050,14058,179578.0,8956502.0
2017-02-01,20000,20650,19850,20550,22329,184056.0,8956502.0
2017-02-02,20250,20550,20000,20450,11223,183160.0,8956502.0
2017-02-03,20450,20600,20000,20250,23961,181369.0,8956502.0
2017-02-06,20350,20800,20000,20700,36215,185400.0,8956502.0
2017-02-07,20550,21350,20550,21250,40288,190326.0,8956502.0
2017-02-08,21150,21150,20850,21050,13658,188534.0,8956502.0
2017-02-09,21050,21150,20400,20400,13941,182713.0,8956502.0
2017-02-10,20400,20650,19800,19950,23741,178682.0,8956502.0
2017-02-13,19750,20050,19700,19750,11057,176891.0,8956502.0
2017-02-14,19600,20000,19500,19700,20038,176443.0,8956502.0
2017-02-15,19750,20100,19700,19800,23021,177339.0,8956502.0
2017-02-16,19850,19850,19650,19750,6860,176891.0,8956502.0
2017-02-17,19750,19850,19450,19450,19230,174204.0,8956502.0
2017-02-20,19800,19800,19000,19400,49789,173756.0,8956502.0
2017-02-21,19450,19800,19350,19800,23556,177339.0,8956502.0
2017-02-22,19800,20000,19350,19450,20053,174204.0,8956502.0
2017-02-23,19400,19600,19100,19350,12201,173308.0,8956502.0
2017-02-24,19450,19450,19000,19300,12739,172860.0,8956502.0
2017-02-27,19400,19500,19100,19450,13238,174204.0,8956502.0
2017-02-28,19450,19450,19050,19300,11207,172860.0,8956502.0
2017-03-02,19300,19300,19050,19250,12258,172413.0,8956502.0
2017-03-03,19350,19400,18800,19050,18858,170621.0,8956502.0
2017-03-06,19000,19050,18850,18950,3027,169726.0,8956502.0
2017-03-07,18800,19350,18800,19200,7379,171965.0,8956502.0
2017-03-08,19200,19200,18850,19100,5516,171069.0,8956502.0
2017-03-09,19100,19250,18900,19100,9414,171069.0,8956502.0
2017-03-10,19100,19100,18750,19000,8078,170174.0,8956502.0
2017-03-13,18850,19300,18750,19100,15801,171069.0,8956502.0
2017-03-14,19100,19150,18750,18800,12985,168382.0,8956502.0
2017-03-15,18800,19100,18700,19050,8720,170621.0,8956502.0
2017-03-16,19050,19250,18950,19050,8937,170621.0,8956502.0
2017-03-17,19050,19100,18750,19000,16144,170174.0,8956502.0
2017-03-20,19050,19050,18850,18900,1757,169278.0,8956502.0
2017-03-21,18900,19000,18750,18950,7560,169726.0,8956502.0
2017-03-22,19050,19050,18700,19000,6393,170174.0,8956502.0
2017-03-23,19000,19000,18700,18900,7551,169278.0,8956502.0
2017-03-24,18750,18850,18550,18750,10827,167934.0,8956502.0
2017-03-27,18650,18900,18650,18900,9207,169278.0,8956502.0
2017-03-28,18750,18850,18550,18750,18618,167934.0,8956502.0
2017-03-29,18750,18750,18550,18700,11828,167487.0,8956502.0
2017-03-30,18700,18800,18550,18750,8776,167934.0,8956502.0
2017-03-31,18700,18900,18600,18850,9795,168830.0,8956502.0
2017-04-03,18850,19200,18700,19000,12882,170174.0,8956502.0
2017-04-04,19000,19400,19000,19300,12950,172860.0,8956502.0
2017-04-05,19300,19500,19250,19400,13512,173756.0,8956502.0
2017-04-06,19350,19500,19350,19500,13461,174652.0,8956502.0
2017-04-07,19500,19600,19100,19200,9324,171965.0,8956502.0
2017-04-10,19200,19300,18900,19000,17270,170174.0,8956502.0
2017-04-11,19000,19150,18650,18700,22344,167487.0,8956502.0
2017-04-12,18700,19150,18700,19150,15143,171517.0,8956502.0
2017-04-13,19150,19450,18950,19350,15792,173308.0,8956502.0
2017-04-14,19400,19450,19150,19300,12823,172860.0,8956502.0
2017-04-17,19550,19750,19350,19750,20227,176891.0,8956502.0
2017-04-18,19850,20450,19750,20400,35792,182713.0,8956502.0
2017-04-19,20400,20450,20150,20450,17504,183160.0,8956502.0
2017-04-20,20450,20500,20050,20450,17699,183160.0,8956502.0
2017-04-21,20250,20500,20150,20250,12294,181369.0,8956502.0
2017-04-24,20250,20600,20000,20400,11952,182713.0,8956502.0
2017-04-25,20400,20600,20200,20600,13699,184504.0,8956502.0
2017-04-26,20600,20800,20350,20400,10471,182713.0,8956502.0
2017-04-27,20600,20600,19900,20200,34588,180921.0,8956502.0
2017-04-28,20200,20300,19900,20000,21358,179130.0,8956502.0
2017-05-02,20000,20650,20000,20550,18907,184056.0,8956502.0
2017-05-04,20750,21100,20550,20700,21895,185400.0,8956502.0
2017-05-08,21050,21050,20600,20700,10926,185400.0,8956502.0
2017-05-10,20550,20700,19900,19900,24959,178234.0,8956502.0
2017-05-11,19900,20150,19700,19950,17451,178682.0,8956502.0
2017-05-12,20000,20050,19800,19900,9735,178234.0,8956502.0
2017-05-15,20050,20400,19950,20350,22160,182265.0,8956502.0
2017-05-16,20350,20350,19250,19500,51277,174652.0,8956502.0
2017-05-17,19650,19650,19300,19300,35712,172860.0,8956502.0
2017-05-18,19300,19450,18900,19250,31156,172413.0,8956502.0
2017-05-19,19450,20000,19200,19850,23700,177787.0,8956502.0
2017-05-22,19900,20000,19800,19950,10682,178682.0,8956502.0
2017-05-23,19950,20200,19500,19550,20308,175100.0,8956502.0
2017-05-24,19700,19800,19250,19350,20052,173308.0,8956502.0
2017-05-25,19400,19600,19200,19450,20753,174204.0,8956502.0
2017-05-26,19450,19550,19200,19250,28290,172413.0,8956502.0
2017-05-29,19300,19300,19000,19200,27768,171965.0,8956502.0
2017-05-30,19200,19700,19050,19600,20851,175547.0,8956502.0
2017-05-31,19800,19900,19600,19850,33032,177787.0,8956502.0
2017-06-01,19850,19900,19550,19750,27349,176891.0,8956502.0
2017-06-02,19850,19950,19750,19950,20963,178682.0,8956502.0
2017-06-05,19950,20100,19800,20000,33752,179130.0,8956502.0
2017-06-07,20000,20400,19850,20300,31216,181817.0,8956502.0
2017-06-08,20350,20800,20100,20800,53208,186295.0,8956502.0
2017-06-09,20800,21050,20550,20950,66264,187639.0,8956502.0
2017-06-12,20950,20950,20350,20400,12381,182713.0,8956502.0
2017-06-13,20400,20850,20250,20650,9983,184952.0,8956502.0
2017-06-14,20700,21050,20700,20850,28148,186743.0,8956502.0
2017-06-15,21100,21100,20700,20900,28837,187191.0,8956502.0
2017-06-16,20950,20950,20400,20700,7406,185400.0,8956502.0
2017-06-19,20700,20750,20450,20650,18700,184952.0,8956502.0
2017-06-20,20650,20750,20400,20600,24322,184504.0,8956502.0
2017-06-21,20600,20700,20250,20600,18182,184504.0,8956502.0
2017-06-22,20600,20750,20450,20600,11456,184504.0,8956502.0
2017-06-23,20950,20950,20600,20750,11731,185847.0,8956502.0
2017-06-26,20950,20950,20400,20500,48518,183608.0,8956502.0
2017-06-27,20500,20650,20500,20600,10076,184504.0,8956502.0
2017-06-28,20600,20650,20450,20550,14585,184056.0,8956502.0
2017-06-29,20700,20700,20450,20450,6996,183160.0,8956502.0
2017-06-30,20700,20700,20150,20450,9473,183160.0,8956502.0
2017-07-03,20450,20700,20000,20250,20155,181369.0,8956502.0
2017-07-04,20250,20300,19800,20150,32717,180474.0,8956502.0
2017-07-05,20200,20400,19900,20100,13542,180026.0,8956502.0
2017-07-06,20100,20100,19900,20050,18412,179578.0,8956502.0
2017-07-07,19900,20350,19850,20000,7604,179130.0,8956502.0
2017-07-10,20000,20200,19850,20150,8452,180474.0,8956502.0
