신도리코(029530),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-06-02,51000,51490,47665,49430,56810,498083.0,9882600.0
1999-06-03,49038,50019,47665,49038,45970,494130.0,9882600.0
1999-06-04,49038,51294,49038,50509,36640,508954.0,9882600.0
1999-06-07,51000,52471,50706,51980,45190,523778.0,9882600.0
1999-06-08,52569,53844,51196,52765,36680,531684.0,9882600.0
1999-06-09,52079,52765,50510,51000,24950,513895.0,9882600.0
1999-06-10,51000,52400,50000,52000,52340,513895.0,9882600.0
1999-06-11,51500,53000,50800,52500,86960,518836.0,9882600.0
1999-06-14,52500,54000,52000,53500,60560,528719.0,9882600.0
1999-06-15,53500,53900,52000,53500,64190,528719.0,9882600.0
1999-06-16,53500,54000,52500,53500,39150,528719.0,9882600.0
1999-06-17,53500,54300,52800,53200,83850,525754.0,9882600.0
1999-06-18,52100,53900,50600,50600,33840,500060.0,9882600.0
1999-06-21,50700,53900,50700,52600,52750,519825.0,9882600.0
1999-06-22,53100,54000,51000,52600,48960,519825.0,9882600.0
1999-06-23,53100,55900,53100,53500,45080,528719.0,9882600.0
1999-06-24,53500,55000,53000,55000,34150,543543.0,9882600.0
1999-06-25,55000,56000,53300,54500,74600,538602.0,9882600.0
1999-06-28,56000,58000,55000,55100,47070,544531.0,9882600.0
1999-06-29,57800,61500,55300,58800,124180,581097.0,9882600.0
1999-06-30,60000,64000,59500,62000,138510,612721.0,9882600.0
1999-07-01,62000,66000,62000,62000,100270,612721.0,9882600.0
1999-07-02,62000,64900,60000,61500,72680,607780.0,9882600.0
1999-07-05,61300,62400,60100,60600,27860,598886.0,9882600.0
1999-07-06,60600,60600,58500,60000,51770,592956.0,9882600.0
1999-07-07,60000,61000,59200,60400,38840,608834.0,10080029.0
1999-07-08,60600,63500,59500,59500,35320,599762.0,10080029.0
1999-07-09,59500,63000,59500,61100,30180,615890.0,10080029.0
1999-07-12,61100,62000,60000,61100,53650,615890.0,10080029.0
1999-07-13,61100,63000,61000,61800,36441,622946.0,10080029.0
1999-07-14,61800,63000,59000,60800,35180,612866.0,10080029.0
1999-07-15,60800,61600,58100,60000,20790,604802.0,10080029.0
1999-07-16,60200,60400,59000,60400,32430,608834.0,10080029.0
1999-07-19,58100,61800,58100,60000,16895,604802.0,10080029.0
1999-07-20,59000,59000,58000,58000,17670,584642.0,10080029.0
1999-07-21,56900,56900,52500,54000,55780,544322.0,10080029.0
1999-07-22,52500,55600,51600,52300,47331,527186.0,10080029.0
1999-07-23,52500,54900,49000,49000,46829,493921.0,10080029.0
1999-07-26,51800,52800,49800,50500,23134,509041.0,10080029.0
1999-07-27,46000,52900,46000,51000,22730,514081.0,10080029.0
1999-07-28,50100,51500,48500,50200,46140,506017.0,10080029.0
1999-07-29,52000,52000,49500,50600,99266,510049.0,10080029.0
1999-07-30,51800,51800,48100,50000,39520,504001.0,10080029.0
1999-08-02,48600,50900,48600,50000,25501,504001.0,10080029.0
1999-08-03,48700,50000,48700,50000,14580,504001.0,10080029.0
1999-08-04,50200,53000,49200,51000,31770,514081.0,10080029.0
1999-08-05,50500,51700,49500,50000,6650,504001.0,10080029.0
1999-08-06,50000,51000,48500,49000,24190,493921.0,10080029.0
1999-08-09,49500,49500,48700,49000,11560,493921.0,10080029.0
1999-08-10,49000,49500,48300,48500,14710,488881.0,10080029.0
1999-08-11,48500,49300,48200,48500,11840,488881.0,10080029.0
1999-08-12,48200,49900,48200,49500,17010,498961.0,10080029.0
1999-08-13,49700,49700,48100,48300,15270,486865.0,10080029.0
1999-08-16,46450,48300,46450,48000,7650,483841.0,10080029.0
1999-08-17,48000,50500,47000,48000,7444,483841.0,10080029.0
1999-08-18,48000,49000,44500,47000,12550,473761.0,10080029.0
1999-08-19,42650,47000,42650,46500,24070,468721.0,10080029.0
1999-08-20,47900,47900,45150,46000,12070,463681.0,10080029.0
1999-08-23,47400,48000,45900,48000,11340,483841.0,10080029.0
1999-08-24,47600,48000,46600,47500,9920,478801.0,10080029.0
1999-08-25,48000,50000,47100,47900,24910,482833.0,10080029.0
1999-08-26,48100,49000,47500,47500,41102,478801.0,10080029.0
1999-08-27,47500,49000,46500,47000,16912,473761.0,10080029.0
1999-08-30,47000,48000,46300,46300,9056,466705.0,10080029.0
1999-08-31,46300,47000,45100,46000,14060,463681.0,10080029.0
1999-09-01,47200,47500,45500,46000,12050,463681.0,10080029.0
1999-09-02,45500,47000,44000,46000,12940,463681.0,10080029.0
1999-09-03,45500,46000,44000,46000,12980,463681.0,10080029.0
1999-09-06,47000,47000,45200,46000,4930,463681.0,10080029.0
1999-09-07,46500,48900,44500,48500,28270,488881.0,10080029.0
1999-09-08,48000,49500,47000,49500,53360,498961.0,10080029.0
1999-09-09,49400,49500,48000,49500,25830,498961.0,10080029.0
1999-09-10,48500,49500,47800,48000,56020,483841.0,10080029.0
1999-09-13,48000,48900,47500,48000,36770,483841.0,10080029.0
1999-09-14,48500,48800,45600,46500,71350,468721.0,10080029.0
1999-09-15,47800,48000,46500,47500,8680,478801.0,10080029.0
1999-09-16,49500,49500,47500,47900,38590,482833.0,10080029.0
1999-09-17,47000,48000,46000,47500,15010,478801.0,10080029.0
1999-09-20,47500,47900,46300,46350,42880,467209.0,10080029.0
1999-09-21,46000,47900,46000,47500,24580,478801.0,10080029.0
1999-09-22,46700,47300,46050,47000,15550,473761.0,10080029.0
1999-09-27,46200,46750,44150,46000,20750,463681.0,10080029.0
1999-09-28,45900,46900,45300,45900,14880,462673.0,10080029.0
1999-09-29,45000,45700,44150,45000,9550,453601.0,10080029.0
1999-09-30,43250,47000,43100,44900,13430,452593.0,10080029.0
1999-10-01,43150,44900,40250,44000,17930,443521.0,10080029.0
1999-10-04,44000,44900,42100,44000,12570,443521.0,10080029.0
1999-10-05,43900,46000,38000,43000,27810,433441.0,10080029.0
1999-10-06,43000,44900,41600,44000,22790,443521.0,10080029.0
1999-10-07,42200,44000,42100,43400,14390,437473.0,10080029.0
1999-10-08,43000,43350,42000,42300,14550,426385.0,10080029.0
1999-10-11,42800,43900,41800,42000,21500,423361.0,10080029.0
1999-10-12,42000,43500,41150,43200,24680,435457.0,10080029.0
1999-10-13,43000,43000,40900,42300,21190,426385.0,10080029.0
1999-10-14,42300,42300,41100,41100,24530,414289.0,10080029.0
1999-10-15,41900,41900,41000,41050,13670,413785.0,10080029.0
1999-10-18,41000,41000,39300,39500,16740,398161.0,10080029.0
1999-10-19,39600,39800,38000,38200,24460,385057.0,10080029.0
1999-10-20,39500,39500,38250,39000,30930,393121.0,10080029.0
1999-10-21,39500,39500,37700,37700,36040,380017.0,10080029.0
1999-10-22,38000,39000,38000,39000,28760,393121.0,10080029.0
1999-10-25,39000,39200,37600,38150,73520,384553.0,10080029.0
1999-10-26,38500,39450,38000,39000,157480,393121.0,10080029.0
1999-10-27,39500,40450,38500,38500,66320,388081.0,10080029.0
1999-10-28,38500,40400,38300,39000,78990,393121.0,10080029.0
1999-10-29,39700,43900,39550,40800,141390,411265.0,10080029.0
1999-11-01,44000,44000,41900,42400,76590,427393.0,10080029.0
1999-11-02,42700,42700,41100,41300,46680,416305.0,10080029.0
1999-11-03,41300,42000,40700,41200,35240,415297.0,10080029.0
1999-11-04,40800,41900,40800,41500,36750,418321.0,10080029.0
1999-11-05,41000,42600,41000,41700,106930,420337.0,10080029.0
1999-11-08,43000,43000,40750,40750,72390,410761.0,10080029.0
1999-11-09,40750,41500,40400,41000,50680,413281.0,10080029.0
1999-11-10,41000,41200,39700,39800,57210,401185.0,10080029.0
1999-11-11,39900,41100,39200,39300,72540,396145.0,10080029.0
1999-11-12,39500,40900,39000,39000,81990,393121.0,10080029.0
1999-11-15,39200,39800,38800,39500,79350,398161.0,10080029.0
1999-11-16,39500,42500,39400,42000,91500,423361.0,10080029.0
1999-11-17,42500,42900,40000,40200,82330,405217.0,10080029.0
1999-11-18,40000,40800,38550,39200,64810,395137.0,10080029.0
1999-11-19,39900,44500,39500,43850,166800,442009.0,10080029.0
1999-11-22,43800,43800,41500,42000,64260,423361.0,10080029.0
1999-11-23,42000,43000,41100,41100,41420,414289.0,10080029.0
1999-11-24,41000,41900,39500,39800,119090,401185.0,10080029.0
1999-11-25,41500,41950,40500,40900,92990,412273.0,10080029.0
1999-11-26,40750,40900,39000,39000,55600,393121.0,10080029.0
1999-11-29,38500,39700,37500,37700,64060,380017.0,10080029.0
1999-11-30,38750,39100,37500,37500,65430,378001.0,10080029.0
1999-12-01,38200,38300,36800,37050,68610,373465.0,10080029.0
1999-12-02,37100,39000,37050,38900,70810,392113.0,10080029.0
1999-12-03,39500,39500,37600,38900,53280,392113.0,10080029.0
1999-12-06,39000,39000,37550,38800,57740,391105.0,10080029.0
1999-12-07,38100,38800,37000,37100,40860,373969.0,10080029.0
1999-12-08,36700,37000,34950,35400,43380,356833.0,10080029.0
1999-12-09,34800,39900,34800,34800,130210,350785.0,10080029.0
1999-12-10,36000,39000,35100,39000,90200,393121.0,10080029.0
1999-12-13,40800,41000,38500,39500,51540,398161.0,10080029.0
1999-12-14,39000,41000,38000,38500,55390,388081.0,10080029.0
1999-12-15,38500,39800,35800,36200,54980,364897.0,10080029.0
1999-12-16,36200,37400,35600,35800,54110,360865.0,10080029.0
1999-12-17,36200,37800,35000,35800,80560,360865.0,10080029.0
1999-12-20,35050,36000,34500,34550,51510,348265.0,10080029.0
1999-12-21,35550,35600,33200,33500,36060,337681.0,10080029.0
1999-12-22,33000,33000,31000,32800,47680,330625.0,10080029.0
1999-12-23,31550,32900,31550,32500,25800,327601.0,10080029.0
1999-12-24,32500,33750,32500,33000,32900,332641.0,10080029.0
1999-12-27,33500,33850,32100,33000,21870,332641.0,10080029.0
1999-12-28,32500,33700,32300,33450,49210,337177.0,10080029.0
2000-01-04,32150,32900,30600,30800,59930,310465.0,10080029.0
2000-01-05,31000,31400,30200,30200,35420,304417.0,10080029.0
2000-01-06,30950,31000,29200,29800,50750,300385.0,10080029.0
2000-01-07,29200,30500,29200,29450,41520,296857.0,10080029.0
2000-01-10,29700,31800,29700,30500,63080,307441.0,10080029.0
2000-01-11,31000,33000,31000,32400,64320,326593.0,10080029.0
2000-01-12,32500,37150,31900,34400,163660,346753.0,10080029.0
2000-01-13,35000,35500,31000,31000,57210,312481.0,10080029.0
2000-01-14,33000,35650,33000,35650,44630,359353.0,10080029.0
2000-01-17,37900,39300,34050,36000,154680,362881.0,10080029.0
2000-01-18,35100,35500,33100,34600,59290,348769.0,10080029.0
2000-01-19,34000,34300,31650,32100,30070,323569.0,10080029.0
2000-01-20,28500,32700,28500,31000,41500,312481.0,10080029.0
2000-01-21,30300,32500,29600,32400,65810,326593.0,10080029.0
2000-01-24,33000,33900,31800,33200,42810,334657.0,10080029.0
2000-01-25,32800,33200,32050,33000,29280,332641.0,10080029.0
2000-01-26,33000,34000,32500,34000,33690,342721.0,10080029.0
2000-01-27,33750,35500,33500,34500,32580,347761.0,10080029.0
2000-01-28,34100,35000,34000,34100,28290,343729.0,10080029.0
2000-01-31,33800,34300,33000,33800,18900,340705.0,10080029.0
2000-02-01,33600,34500,33500,33500,16400,337681.0,10080029.0
2000-02-02,33450,35200,33300,34700,33520,349777.0,10080029.0
2000-02-03,34800,35600,34500,35400,31370,356833.0,10080029.0
2000-02-07,35350,35750,33900,35700,78160,359857.0,10080029.0
2000-02-08,35300,35700,35000,35000,23560,352801.0,10080029.0
2000-02-09,35000,35400,34000,34500,41010,347761.0,10080029.0
2000-02-10,34100,35000,33500,34000,53940,342721.0,10080029.0
2000-02-11,34500,34500,32700,34000,61300,342721.0,10080029.0
2000-02-14,33500,34000,32350,34000,58660,342721.0,10080029.0
2000-02-15,34000,34500,32800,33950,33370,342217.0,10080029.0
2000-02-16,33300,33950,30300,33800,34760,340705.0,10080029.0
2000-02-17,33800,34700,33100,34500,65990,347761.0,10080029.0
2000-02-18,33800,34900,33300,34500,51490,347761.0,10080029.0
2000-02-21,33500,34300,33300,34300,30500,345745.0,10080029.0
2000-02-22,34400,34400,33200,33200,19120,334657.0,10080029.0
2000-02-23,33050,34900,32700,34000,27020,342721.0,10080029.0
2000-02-24,33500,34900,33100,33500,16320,337681.0,10080029.0
2000-02-25,33100,33900,32500,33500,41170,337681.0,10080029.0
2000-02-28,33900,33900,32200,32500,17270,327601.0,10080029.0
2000-02-29,32500,32500,31100,32000,22330,322561.0,10080029.0
2000-03-02,32000,32700,30500,31600,48200,318529.0,10080029.0
2000-03-03,31900,31900,30800,31550,66230,318025.0,10080029.0
2000-03-06,31600,33200,31050,32500,45720,327601.0,10080029.0
2000-03-07,32500,33100,31500,32000,23740,322561.0,10080029.0
2000-03-08,31600,32900,31400,32700,38990,329617.0,10080029.0
2000-03-09,32950,33000,31000,31000,67180,312481.0,10080029.0
2000-03-10,31650,32300,30900,31000,43680,312481.0,10080029.0
2000-03-13,31500,32000,30600,31350,152900,316009.0,10080029.0
2000-03-14,32000,35000,31750,33000,267350,332641.0,10080029.0
2000-03-15,33500,34300,32300,33300,157730,335665.0,10080029.0
2000-03-16,33000,35450,32700,33700,157570,339697.0,10080029.0
2000-03-17,35000,35350,33500,33800,128170,340705.0,10080029.0
2000-03-20,33500,33800,31300,31550,75220,318025.0,10080029.0
2000-03-21,31550,31900,31050,31300,41910,315505.0,10080029.0
2000-03-22,31400,32000,31200,31350,61520,316009.0,10080029.0
2000-03-23,31200,31250,30550,30550,66600,307945.0,10080029.0
2000-03-24,30650,31300,29800,30950,65170,311977.0,10080029.0
2000-03-27,30500,30950,29950,30100,74620,303409.0,10080029.0
2000-03-28,30100,30950,30000,30500,58890,307441.0,10080029.0
2000-03-29,30150,30800,30100,30200,30610,304417.0,10080029.0
2000-03-30,30100,30500,29400,30500,57190,307441.0,10080029.0
2000-03-31,30000,31000,30000,30250,51430,304921.0,10080029.0
2000-04-03,30200,30700,29750,30000,24640,302401.0,10080029.0
2000-04-04,29900,30500,29000,29250,29240,294841.0,10080029.0
2000-04-06,29750,29800,28300,28300,34180,285265.0,10080029.0
2000-04-07,28200,29000,28050,28300,50810,285265.0,10080029.0
2000-04-10,28500,29000,28050,28500,40450,287281.0,10080029.0
2000-04-11,28500,28500,28000,28200,25050,284257.0,10080029.0
2000-04-12,28000,28400,27700,27800,37410,280225.0,10080029.0
2000-04-14,27550,27550,26700,27150,34460,273673.0,10080029.0
2000-04-17,24200,25500,23700,24700,47190,248977.0,10080029.0
2000-04-18,26600,26600,24500,25000,109350,252001.0,10080029.0
2000-04-19,25500,26100,24900,25000,114590,252001.0,10080029.0
2000-04-20,25400,27200,25200,26800,87420,270145.0,10080029.0
2000-04-21,26050,28300,26050,27000,48910,272161.0,10080029.0
2000-04-24,26500,27400,26050,26050,19100,262585.0,10080029.0
2000-04-25,26000,26500,25000,25450,48060,256537.0,10080029.0
2000-04-26,25750,26350,24700,24700,32580,248977.0,10080029.0
2000-04-27,24700,25450,22000,24500,48850,246961.0,10080029.0
2000-04-28,24450,25100,23900,24000,30510,241921.0,10080029.0
2000-05-02,24100,24600,23500,23700,48600,238897.0,10080029.0
2000-05-03,24000,24200,23400,24000,51650,241921.0,10080029.0
2000-05-04,24500,26450,24500,24900,110540,250993.0,10080029.0
2000-05-08,25900,25900,24550,24600,79690,247969.0,10080029.0
2000-05-09,25500,25500,24400,24550,53220,247465.0,10080029.0
2000-05-10,25000,27600,24800,26950,220900,271657.0,10080029.0
2000-05-12,26950,26950,25900,26100,63180,263089.0,10080029.0
2000-05-15,26150,27500,25800,27300,140050,275185.0,10080029.0
2000-05-16,27500,28800,26600,27350,67190,275689.0,10080029.0
2000-05-17,27500,27800,26000,26000,62840,262081.0,10080029.0
2000-05-18,25100,26450,24500,24900,47420,250993.0,10080029.0
2000-05-19,24250,24300,22800,23200,128140,233857.0,10080029.0
2000-05-22,23100,23200,21700,22600,53300,227809.0,10080029.0
2000-05-23,21250,22600,21250,22500,33650,226801.0,10080029.0
2000-05-24,21800,23400,21600,22500,57630,226801.0,10080029.0
2000-05-25,23000,24600,23000,23400,52420,235873.0,10080029.0
2000-05-26,23900,24900,23000,24000,65890,241921.0,10080029.0
2000-05-29,24000,25600,23400,24600,23560,247969.0,10080029.0
2000-05-30,24300,25750,24300,25500,68140,257041.0,10080029.0
2000-05-31,26000,26500,25200,25200,102110,254017.0,10080029.0
2000-06-01,25000,25800,25000,25000,33360,252001.0,10080029.0
2000-06-02,26000,27000,24950,26600,131770,268129.0,10080029.0
2000-06-05,26200,27800,26000,26950,102940,271657.0,10080029.0
2000-06-07,26900,27800,26200,26500,122620,267121.0,10080029.0
2000-06-08,26800,26850,25400,25400,63520,256033.0,10080029.0
2000-06-09,24800,25800,24800,25700,34840,259057.0,10080029.0
2000-06-12,25200,26000,25100,25700,49620,259057.0,10080029.0
2000-06-13,25200,25900,24800,24900,35150,250993.0,10080029.0
2000-06-14,24800,25500,24550,24900,30430,250993.0,10080029.0
2000-06-15,25000,25000,23650,23800,33090,239905.0,10080029.0
2000-06-16,23100,24200,23100,23150,27800,233353.0,10080029.0
2000-06-19,23950,24000,23000,23200,27370,233857.0,10080029.0
2000-06-20,24100,24350,23500,24150,29950,243433.0,10080029.0
2000-06-21,24900,24900,24000,24150,16630,243433.0,10080029.0
2000-06-22,24450,24700,24000,24000,17560,241921.0,10080029.0
2000-06-23,23500,24600,23500,24600,34970,247969.0,10080029.0
2000-06-26,24900,24900,24150,24750,30350,249481.0,10080029.0
2000-06-27,24900,25300,24400,25300,40460,255025.0,10080029.0
2000-06-28,25000,25500,24800,25500,23800,257041.0,10080029.0
2000-06-29,24900,25400,24850,25000,25990,252001.0,10080029.0
2000-06-30,25100,25200,24600,24800,14580,249985.0,10080029.0
2000-07-03,24900,26450,24900,26400,49130,266113.0,10080029.0
2000-07-04,26900,27000,25950,26700,71450,269137.0,10080029.0
2000-07-05,26600,28000,25800,28000,78040,282241.0,10080029.0
2000-07-06,28000,30700,27700,29900,165970,301393.0,10080029.0
2000-07-07,30400,30700,29300,29800,68960,300385.0,10080029.0
2000-07-10,29500,30000,28200,28200,42390,284257.0,10080029.0
2000-07-11,28300,28650,27100,27350,48480,275689.0,10080029.0
2000-07-12,26800,27950,26800,27800,30910,280225.0,10080029.0
2000-07-13,27600,27700,27200,27550,27970,277705.0,10080029.0
2000-07-14,27000,27550,26300,27000,48200,272161.0,10080029.0
2000-07-18,26700,27300,26000,26000,23570,262081.0,10080029.0
2000-07-19,26400,27200,25700,26900,52940,271153.0,10080029.0
2000-07-20,26900,27500,26200,27000,31630,272161.0,10080029.0
2000-07-21,27000,27900,26700,27700,35430,279217.0,10080029.0
2000-07-24,27500,28200,27200,27700,52380,279217.0,10080029.0
2000-07-25,27600,28200,27000,27800,26970,280225.0,10080029.0
2000-07-26,27500,28300,27200,28000,44840,282241.0,10080029.0
2000-07-27,27800,28300,27300,27900,19140,281233.0,10080029.0
2000-07-28,27600,28800,27600,28200,60370,284257.0,10080029.0
2000-07-31,28450,28450,27200,27650,27190,278713.0,10080029.0
2000-08-01,27650,28400,27150,28000,17910,282241.0,10080029.0
2000-08-02,27500,28200,27450,28100,17450,283249.0,10080029.0
2000-08-03,27800,28200,27700,27800,19280,280225.0,10080029.0
2000-08-04,27500,28000,26700,27000,71050,272161.0,10080029.0
2000-08-07,27000,27000,25800,25900,17710,261073.0,10080029.0
2000-08-08,25600,26450,25600,25650,19410,258553.0,10080029.0
2000-08-09,26200,27400,26050,26500,44580,267121.0,10080029.0
2000-08-10,26800,27400,25800,27400,22990,276193.0,10080029.0
2000-08-11,26600,27200,26050,26700,14440,269137.0,10080029.0
2000-08-14,26700,27500,26600,26950,34180,271657.0,10080029.0
2000-08-16,27500,28400,27050,28200,247500,284257.0,10080029.0
2000-08-17,27800,29900,27700,29200,117440,294337.0,10080029.0
2000-08-18,29900,29900,28000,28400,62910,286273.0,10080029.0
2000-08-21,28400,28400,27600,27850,15770,280729.0,10080029.0
2000-08-22,27400,28100,27400,27800,18160,280225.0,10080029.0
2000-08-23,27400,28200,27200,27800,40090,280225.0,10080029.0
2000-08-24,27400,27900,26800,27700,12900,279217.0,10080029.0
2000-08-25,27650,27750,26500,27500,47890,277201.0,10080029.0
2000-08-28,27600,28800,27600,28000,44720,282241.0,10080029.0
2000-08-29,28000,28100,27300,27500,8250,277201.0,10080029.0
2000-08-30,27500,27750,27100,27700,12280,279217.0,10080029.0
2000-08-31,27200,27950,27000,27400,120440,276193.0,10080029.0
2000-09-01,27500,28100,27200,28000,53350,282241.0,10080029.0
2000-09-04,28500,28500,27450,27500,47410,277201.0,10080029.0
2000-09-05,27400,27950,27050,27700,15940,279217.0,10080029.0
2000-09-06,27500,27950,27300,27500,11280,277201.0,10080029.0
2000-09-07,27000,27800,26300,27500,31610,277201.0,10080029.0
2000-09-08,27400,27800,27100,27500,63840,277201.0,10080029.0
2000-09-14,27100,27500,26650,27200,76220,274177.0,10080029.0
2000-09-15,26800,27700,26650,27200,33280,274177.0,10080029.0
2000-09-18,26300,27000,24700,26300,52590,265105.0,10080029.0
