삼성공조(006660),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2000-10-06,5000,5040,4530,4550,292660,36400.0,8000000.0
2000-10-09,4650,4850,4410,4420,235650,35360.0,8000000.0
2000-10-10,4400,4695,4400,4600,170500,36800.0,8000000.0
2000-10-11,4400,4850,4400,4720,315350,37760.0,8000000.0
2000-10-12,4900,5150,4830,4990,328320,39920.0,8000000.0
2000-10-13,4525,5200,4525,4850,278730,38800.0,8000000.0
2000-10-16,5020,5570,4950,5570,622340,44560.0,8000000.0
2000-10-17,5700,5970,4900,5100,515250,40800.0,8000000.0
2000-10-18,5250,5250,4700,5100,124700,40800.0,8000000.0
2000-10-19,4910,5190,4830,5000,124080,40000.0,8000000.0
2000-10-20,5200,5440,4990,4990,541540,39920.0,8000000.0
2000-10-23,5200,5240,4710,4900,243540,39200.0,8000000.0
2000-10-24,4910,5080,4715,5080,228510,40640.0,8000000.0
2000-10-25,5080,5080,4805,4960,191410,39680.0,8000000.0
2000-10-26,4900,4930,4670,4800,159950,38400.0,8000000.0
2000-10-27,4700,4850,4610,4650,153330,37200.0,8000000.0
2000-10-30,4650,4735,4000,4000,189220,32000.0,8000000.0
2000-10-31,4070,4150,3700,4150,149710,33200.0,8000000.0
2000-11-01,4220,4450,4135,4300,234580,34400.0,8000000.0
2000-11-02,4125,4500,4120,4310,117270,34480.0,8000000.0
2000-11-03,4250,4540,4250,4410,150240,35280.0,8000000.0
2000-11-06,4500,4500,4350,4400,102060,35200.0,8000000.0
2000-11-07,4350,4350,4150,4180,91530,33440.0,8000000.0
2000-11-08,4100,4200,3910,4100,157110,32800.0,8000000.0
2000-11-09,4190,4190,3970,4050,79440,32400.0,8000000.0
2000-11-10,3920,4030,3800,3980,134120,31840.0,8000000.0
2000-11-13,3990,3990,3750,3860,38890,30880.0,8000000.0
2000-11-14,3730,3950,3730,3880,74030,31040.0,8000000.0
2000-11-15,3920,4080,3880,3900,143050,31200.0,8000000.0
2000-11-16,3900,4295,3880,4220,181190,33760.0,8000000.0
2000-11-17,4850,4850,4450,4500,548790,36000.0,8000000.0
2000-11-20,4445,4500,4100,4100,165370,32800.0,8000000.0
2000-11-21,3960,4050,3880,4050,167680,32400.0,8000000.0
2000-11-22,3965,3970,3800,3800,123510,30400.0,8000000.0
2000-11-23,3700,3800,3605,3625,127560,29000.0,8000000.0
2000-11-24,3650,3750,3520,3730,125250,29840.0,8000000.0
2000-11-27,3650,4000,3650,3865,122940,30920.0,8000000.0
2000-11-28,3900,3900,3665,3665,70940,29320.0,8000000.0
2000-11-29,3650,3700,3510,3665,84940,29320.0,8000000.0
2000-11-30,3610,3790,3610,3780,89320,30240.0,8000000.0
2000-12-01,3650,3950,3650,3900,66330,31200.0,8000000.0
2000-12-04,3900,3950,3710,3730,32730,29840.0,8000000.0
2000-12-05,3650,3795,3650,3730,71010,29840.0,8000000.0
2000-12-06,3700,3830,3610,3645,123810,29160.0,8000000.0
2000-12-07,3640,3660,3505,3505,74400,28040.0,8000000.0
2000-12-08,3515,3560,3470,3550,64770,28400.0,8000000.0
2000-12-11,3575,3600,3500,3520,79140,28160.0,8000000.0
2000-12-12,3520,3550,3490,3520,64980,28160.0,8000000.0
2000-12-13,3520,3590,3500,3560,64150,28480.0,8000000.0
2000-12-14,3500,3650,3480,3650,80090,29200.0,8000000.0
2000-12-15,3640,3640,3530,3530,37090,28240.0,8000000.0
2000-12-18,3420,3650,3415,3610,74450,28880.0,8000000.0
2000-12-19,3580,3690,3480,3480,84260,27840.0,8000000.0
2000-12-20,3410,3480,3070,3150,46400,25200.0,8000000.0
2000-12-21,2900,3050,2850,2950,64190,23600.0,8000000.0
2000-12-22,2720,3070,2720,2800,98960,22400.0,8000000.0
2000-12-26,2850,3140,2850,3000,139270,24000.0,8000000.0
2001-01-02,3000,3230,2950,3200,102940,25600.0,8000000.0
2001-01-03,3100,3200,3020,3060,96200,24480.0,8000000.0
2001-01-04,3200,3320,3110,3250,144300,26000.0,8000000.0
2001-01-05,3200,3250,3130,3140,60180,25120.0,8000000.0
2001-01-08,3170,3610,3140,3610,149590,28880.0,8000000.0
2001-01-09,3590,3770,3410,3700,150610,29600.0,8000000.0
2001-01-10,3700,3700,3320,3320,189020,26560.0,8000000.0
2001-01-11,3380,3650,3330,3600,83690,28800.0,8000000.0
2001-01-12,3600,3750,3600,3600,89210,28800.0,8000000.0
2001-01-15,3525,3690,3525,3590,79540,28720.0,8000000.0
2001-01-16,3520,3590,3450,3500,93620,28000.0,8000000.0
2001-01-17,3400,3500,3265,3300,114790,26400.0,8000000.0
2001-01-18,3380,3400,3300,3300,95050,26400.0,8000000.0
2001-01-19,3300,3380,3250,3280,70050,26240.0,8000000.0
2001-01-22,3280,3430,3210,3420,71100,27360.0,8000000.0
2001-01-26,3380,3380,3280,3300,54680,26400.0,8000000.0
2001-01-29,3300,3380,3230,3375,34970,27000.0,8000000.0
2001-01-30,3400,3490,3350,3360,87000,26880.0,8000000.0
2001-01-31,3490,3490,3300,3395,58490,27160.0,8000000.0
2001-02-01,3350,3450,3290,3450,100900,27600.0,8000000.0
2001-02-02,3350,3430,3350,3410,52550,27280.0,8000000.0
2001-02-05,3360,3410,3265,3400,69020,27200.0,8000000.0
2001-02-06,3350,3570,3350,3540,141960,28320.0,8000000.0
2001-02-07,3550,3660,3450,3560,112370,28480.0,8000000.0
2001-02-08,3800,4090,3660,4090,559000,32720.0,8000000.0
2001-02-09,4200,4510,4120,4120,624960,32960.0,8000000.0
2001-02-12,4200,4280,4000,4190,194850,33520.0,8000000.0
2001-02-13,4500,4815,4240,4815,384120,38520.0,8000000.0
2001-02-14,4845,5530,4820,5100,767970,40800.0,8000000.0
2001-02-15,5110,5250,4850,5230,313200,41840.0,8000000.0
2001-02-16,5320,5500,4850,5080,347310,40640.0,8000000.0
2001-02-19,4950,5290,4940,5020,178120,40160.0,8000000.0
2001-02-20,5030,5030,4520,4700,254120,37600.0,8000000.0
2001-02-21,4900,4900,4505,4630,174830,37040.0,8000000.0
2001-02-22,4530,4680,4220,4340,179990,34720.0,8000000.0
2001-02-23,4250,4840,4200,4620,254490,36960.0,8000000.0
2001-02-26,4500,4650,4450,4500,110520,36000.0,8000000.0
2001-02-27,4600,4650,4350,4400,127120,35200.0,8000000.0
2001-02-28,4300,4350,4200,4300,90580,34400.0,8000000.0
2001-03-02,4400,4550,4280,4290,237030,34320.0,8000000.0
2001-03-05,4215,4300,4165,4165,149430,33320.0,8000000.0
2001-03-06,4300,4320,4010,4320,227050,34560.0,8000000.0
2001-03-07,4400,4890,4390,4650,312220,37200.0,8000000.0
2001-03-08,4700,4900,4600,4860,236360,38880.0,8000000.0
2001-03-09,4860,4920,4600,4670,165730,37360.0,8000000.0
2001-03-12,4690,4690,4425,4445,96890,35560.0,8000000.0
2001-03-13,4280,4280,4000,4070,179640,32560.0,8000000.0
2001-03-14,4200,4320,4070,4150,162880,33200.0,8000000.0
2001-03-15,3900,4075,3820,4000,124930,32000.0,8000000.0
2001-03-16,4010,4100,3940,4100,136370,32800.0,8000000.0
2001-03-19,4100,4210,4060,4100,130620,32800.0,8000000.0
2001-03-20,4070,4200,4040,4155,114600,33240.0,8000000.0
2001-03-21,4200,4650,4180,4650,347070,37200.0,8000000.0
2001-03-22,4700,4740,4510,4610,247580,36880.0,8000000.0
2001-03-23,4950,4950,4620,4700,165120,37600.0,8000000.0
2001-03-26,4700,4730,4300,4400,195230,35200.0,8000000.0
2001-03-27,4310,4600,4200,4200,98730,33600.0,8000000.0
2001-03-28,4300,4600,4160,4320,173510,34560.0,8000000.0
2001-03-29,4210,4380,4190,4260,122720,34080.0,8000000.0
2001-03-30,4160,4510,4160,4450,284510,35600.0,8000000.0
2001-04-02,4450,4520,4310,4515,75600,36120.0,8000000.0
2001-04-03,4500,4530,4400,4525,130460,36200.0,8000000.0
2001-04-04,4510,4550,4370,4420,192360,35360.0,8000000.0
2001-04-06,4440,4700,4440,4615,155430,36920.0,8000000.0
2001-04-09,4615,4990,4560,4990,607840,39920.0,8000000.0
2001-04-10,5070,5730,4880,5330,1098290,42640.0,8000000.0
2001-04-11,5300,5640,5190,5550,705410,44400.0,8000000.0
2001-04-12,5420,5610,5340,5550,392790,44400.0,8000000.0
2001-04-13,5580,5950,5550,5950,523750,47600.0,8000000.0
2001-04-16,6150,6230,5810,6000,383150,48000.0,8000000.0
2001-04-17,5980,5980,5550,5700,379430,45600.0,8000000.0
2001-04-18,5700,6100,5610,5830,319170,46640.0,8000000.0
2001-04-19,5850,5940,5660,5840,259730,46720.0,8000000.0
2001-04-20,5800,6000,5750,5910,319500,47280.0,8000000.0
2001-04-23,6140,6790,5970,6790,582550,54320.0,8000000.0
2001-04-24,6990,7500,6690,7200,646930,57600.0,8000000.0
2001-04-25,6990,7700,6990,7500,655410,60000.0,8000000.0
2001-04-26,7690,7690,7350,7500,399040,60000.0,8000000.0
2001-04-27,7500,7500,6380,6420,772680,51360.0,8000000.0
2001-04-30,6420,6580,6230,6390,397680,51120.0,8000000.0
2001-05-02,6600,6600,6000,6000,448070,48000.0,8000000.0
2001-05-03,6000,6100,5700,5950,313530,47600.0,8000000.0
2001-05-04,5850,5970,5460,5600,400010,44800.0,8000000.0
2001-05-07,5510,5980,5500,5950,468500,47600.0,8000000.0
2001-05-08,5950,5990,5740,5790,263690,46320.0,8000000.0
2001-05-09,5750,5800,5510,5510,236080,44080.0,8000000.0
2001-05-10,5420,5790,5420,5460,266370,43680.0,8000000.0
2001-05-11,5480,5570,5150,5310,261400,42480.0,8000000.0
2001-05-14,5270,5440,5250,5350,135750,42800.0,8000000.0
2001-05-15,5310,5400,5170,5350,97940,42800.0,8000000.0
2001-05-16,5360,5850,5360,5640,489790,45120.0,8000000.0
2001-05-17,5840,5900,5500,5500,234010,44000.0,8000000.0
2001-05-18,5600,5650,5280,5350,213150,42800.0,8000000.0
2001-05-21,5370,5610,5350,5590,300500,44720.0,8000000.0
2001-05-22,5590,5770,5510,5620,239550,44960.0,8000000.0
2001-05-23,5630,6090,5630,5930,632100,47440.0,8000000.0
2001-05-24,6000,6000,5740,5900,229060,47200.0,8000000.0
2001-05-25,5900,5960,5750,5750,240590,46000.0,8000000.0
2001-05-28,5620,5820,5620,5670,149220,45360.0,8000000.0
2001-05-29,5670,5670,5580,5580,144610,44640.0,8000000.0
2001-05-30,5580,5780,5530,5580,131990,44640.0,8000000.0
2001-05-31,5510,5750,5450,5630,158740,45040.0,8000000.0
2001-06-01,5670,5990,5660,5990,334900,47920.0,8000000.0
2001-06-04,6400,6700,6250,6500,1306140,52000.0,8000000.0
2001-06-05,6570,6570,6100,6100,481810,48800.0,8000000.0
2001-06-07,6060,6450,6060,6240,452130,49920.0,8000000.0
2001-06-08,6220,6340,6080,6120,303400,48960.0,8000000.0
2001-06-11,6150,6150,5950,6000,212400,48000.0,8000000.0
2001-06-12,6000,6040,5850,5950,134700,47600.0,8000000.0
2001-06-13,6050,6500,6000,6500,390650,52000.0,8000000.0
2001-06-14,6380,6490,6200,6350,231140,50800.0,8000000.0
2001-06-15,6300,6330,6150,6300,132830,50400.0,8000000.0
2001-06-18,6200,6360,6100,6150,120340,49200.0,8000000.0
2001-06-19,6170,6340,6150,6150,155940,49200.0,8000000.0
2001-06-20,6250,6250,5800,5820,134720,46560.0,8000000.0
2001-06-21,5850,5950,5710,5950,120570,47600.0,8000000.0
2001-06-22,5950,5960,5780,5810,93660,46480.0,8000000.0
2001-06-25,5710,5750,5500,5610,184480,44880.0,8000000.0
2001-06-26,5520,5590,5330,5330,87810,42640.0,8000000.0
2001-06-27,5300,5300,5070,5160,107620,41280.0,8000000.0
2001-06-28,5160,5430,5160,5300,98960,42400.0,8000000.0
2001-06-29,5500,5500,5310,5390,64670,43120.0,8000000.0
2001-07-02,5400,5580,5390,5530,70240,44240.0,8000000.0
2001-07-03,5410,5490,5380,5450,49890,43600.0,8000000.0
2001-07-04,5350,5390,5300,5350,35000,42800.0,8000000.0
2001-07-05,5390,5390,5280,5350,30590,42800.0,8000000.0
2001-07-06,5230,5300,5140,5180,53550,41440.0,8000000.0
2001-07-09,5000,5050,4700,4750,64270,38000.0,8000000.0
2001-07-10,4780,4850,4750,4760,34780,38080.0,8000000.0
2001-07-11,4550,4630,4460,4630,67200,37040.0,8000000.0
2001-07-12,4710,4810,4650,4800,44070,38400.0,8000000.0
2001-07-13,4900,4950,4700,4700,73380,37600.0,8000000.0
2001-07-16,4410,4800,4410,4650,38840,37200.0,8000000.0
2001-07-18,4750,4750,4500,4500,28800,36000.0,8000000.0
2001-07-19,4230,4470,4230,4460,77060,35680.0,8000000.0
2001-07-20,4460,4550,4300,4450,87320,35600.0,8000000.0
2001-07-23,4400,4540,4150,4150,228620,33200.0,8000000.0
2001-07-24,4140,4150,3910,4100,552260,32800.0,8000000.0
2001-07-25,4080,4430,4000,4400,275140,35200.0,8000000.0
2001-07-26,4450,4590,4430,4525,225280,36200.0,8000000.0
2001-07-27,4590,5100,4550,5000,165160,40000.0,8000000.0
2001-07-30,4990,4990,4770,4850,47360,38800.0,8000000.0
2001-07-31,4750,4930,4750,4820,23610,38560.0,8000000.0
2001-08-01,4840,4880,4790,4880,64470,39040.0,8000000.0
2001-08-02,4860,4860,4610,4670,60230,37360.0,8000000.0
2001-08-03,4630,4740,4530,4685,30330,37480.0,8000000.0
2001-08-06,4610,4750,4610,4680,117310,37440.0,8000000.0
2001-08-07,4680,4715,4630,4715,89360,37720.0,8000000.0
2001-08-08,4770,5100,4770,4840,156230,38720.0,8000000.0
2001-08-09,4770,4910,4650,4755,120290,38040.0,8000000.0
2001-08-10,4760,4900,4760,4850,59640,38800.0,8000000.0
2001-08-13,4900,4910,4760,4850,33530,38800.0,8000000.0
2001-08-14,4900,4950,4840,4890,43710,39120.0,8000000.0
2001-08-16,4860,4870,4790,4850,52150,38800.0,8000000.0
2001-08-17,4995,4995,4780,4800,62580,38400.0,8000000.0
2001-08-20,4665,4750,4580,4600,21120,36800.0,8000000.0
2001-08-21,4605,4695,4510,4510,8230,36080.0,8000000.0
2001-08-22,4410,4545,4405,4440,31400,35520.0,8000000.0
2001-08-23,4470,4570,4450,4500,29190,36000.0,8000000.0
2001-08-24,4480,4550,4425,4500,22290,36000.0,8000000.0
2001-08-27,4550,4580,4510,4570,62950,36560.0,8000000.0
2001-08-28,4610,4700,4570,4680,73360,37440.0,8000000.0
2001-08-29,4700,4700,4560,4600,52450,36800.0,8000000.0
2001-08-30,4520,4520,4430,4500,71960,36000.0,8000000.0
2001-08-31,4450,4450,4150,4165,126850,33320.0,8000000.0
2001-09-03,4240,4250,4050,4100,105460,32800.0,8000000.0
2001-09-04,4050,4200,4040,4150,91500,33200.0,8000000.0
2001-09-05,4150,4180,4120,4130,31960,33040.0,8000000.0
2001-09-06,4110,4240,4110,4190,31160,33520.0,8000000.0
2001-09-07,4210,4270,4190,4270,22310,34160.0,8000000.0
2001-09-10,4250,4250,4140,4210,15050,33680.0,8000000.0
2001-09-11,4210,4310,4190,4190,20220,33520.0,8000000.0
2001-09-12,3565,3800,3565,3565,102970,28520.0,8000000.0
2001-09-13,3600,3715,3270,3650,108850,29200.0,8000000.0
2001-09-14,3550,3650,3270,3300,48840,26400.0,8000000.0
2001-09-17,3120,3190,2810,3010,80160,24080.0,8000000.0
2001-09-18,3100,3460,3100,3420,33360,27360.0,8000000.0
2001-09-19,3420,3650,3420,3600,25250,28800.0,8000000.0
2001-09-20,3650,3650,3470,3490,21610,27920.0,8000000.0
2001-09-21,3450,3500,3230,3490,36230,27920.0,8000000.0
2001-09-24,3550,3600,3450,3600,19760,28800.0,8000000.0
2001-09-25,3680,3790,3650,3700,36480,29600.0,8000000.0
2001-09-26,4255,4255,3900,4020,66580,32160.0,8000000.0
2001-09-27,3940,4170,3870,3950,16110,31600.0,8000000.0
2001-09-28,3950,4540,3950,4540,152830,36320.0,8000000.0
2001-10-04,4900,4910,4660,4800,114420,38400.0,8000000.0
2001-10-05,4720,4795,4710,4790,34720,38320.0,8000000.0
2001-10-08,4500,4740,4420,4440,64540,35520.0,8000000.0
2001-10-09,4410,4600,4410,4475,68740,35800.0,8000000.0
2001-10-10,4415,4475,4360,4380,35190,35040.0,8000000.0
2001-10-11,4430,4600,4350,4400,66000,35200.0,8000000.0
2001-10-12,4470,4495,4330,4350,30740,34800.0,8000000.0
2001-10-15,4260,4300,4210,4210,54070,33680.0,8000000.0
2001-10-16,4210,4270,4190,4220,50150,33760.0,8000000.0
2001-10-17,4220,4350,4220,4350,107490,34800.0,8000000.0
2001-10-18,4380,4550,4270,4400,177850,35200.0,8000000.0
2001-10-19,4320,4600,4320,4575,101390,36600.0,8000000.0
2001-10-22,4580,4780,4580,4750,90240,38000.0,8000000.0
2001-10-23,4750,4820,4650,4700,108830,37600.0,8000000.0
2001-10-24,4610,4800,4610,4800,57930,38400.0,8000000.0
2001-10-25,4750,4800,4650,4700,26340,37600.0,8000000.0
2001-10-26,4650,4750,4565,4750,34840,38000.0,8000000.0
2001-10-29,4700,4830,4700,4820,49180,38560.0,8000000.0
2001-10-30,4800,4800,4660,4730,33660,37840.0,8000000.0
2001-10-31,4650,4790,4650,4680,11600,37440.0,8000000.0
2001-11-01,4730,4780,4600,4780,33530,38240.0,8000000.0
2001-11-02,4780,5040,4780,4800,85730,38400.0,8000000.0
2001-11-05,4840,4900,4770,4850,24700,38800.0,8000000.0
2001-11-06,4940,5330,4855,5150,381200,41200.0,8000000.0
2001-11-07,5110,5250,5020,5100,99600,40800.0,8000000.0
2001-11-08,5120,5180,4950,5000,60500,40000.0,8000000.0
2001-11-09,5100,5210,4980,5150,109550,41200.0,8000000.0
2001-11-12,5180,5200,5050,5150,108670,41200.0,8000000.0
2001-11-13,5240,5240,5050,5140,43150,41120.0,8000000.0
2001-11-14,5100,5290,5060,5290,127730,42320.0,8000000.0
2001-11-15,5280,5300,5150,5280,58110,42240.0,8000000.0
2001-11-16,5340,5500,5200,5250,40300,42000.0,8000000.0
2001-11-19,5220,5300,5200,5260,40630,42080.0,8000000.0
2001-11-20,5300,5300,5100,5230,42600,41840.0,8000000.0
2001-11-21,5140,5300,5050,5300,78030,42400.0,8000000.0
2001-11-22,5340,5340,5200,5300,34000,42400.0,8000000.0
2001-11-23,5210,5310,5210,5250,37760,42000.0,8000000.0
2001-11-26,5390,5390,5250,5300,55260,42400.0,8000000.0
2001-11-27,5310,5310,5130,5240,41960,41920.0,8000000.0
2001-11-28,5180,5180,4810,4890,58080,39120.0,8000000.0
2001-11-29,4990,4990,4700,4815,24460,38520.0,8000000.0
2001-11-30,4780,4900,4750,4760,61680,38080.0,8000000.0
2001-12-03,4700,4830,4700,4740,28590,37920.0,8000000.0
2001-12-04,4710,5100,4710,5090,126700,40720.0,8000000.0
2001-12-05,5190,5190,4900,5090,90580,40720.0,8000000.0
2001-12-06,5060,5180,4920,4920,36810,39360.0,8000000.0
2001-12-07,4900,4950,4830,4900,45550,39200.0,8000000.0
2001-12-10,4850,4985,4760,4900,23340,39200.0,8000000.0
2001-12-11,4800,4885,4760,4765,10740,38120.0,8000000.0
2001-12-12,4765,4850,4765,4775,34230,38200.0,8000000.0
2001-12-13,4800,4950,4770,4790,21180,38320.0,8000000.0
2001-12-14,4765,4845,4765,4800,22850,38400.0,8000000.0
2001-12-17,4780,4940,4690,4690,14980,37520.0,8000000.0
2001-12-18,4690,4850,4600,4700,51820,37600.0,8000000.0
2001-12-19,4650,4790,4620,4790,27410,38320.0,8000000.0
2001-12-20,4800,4900,4710,4850,44740,38800.0,8000000.0
2001-12-21,4810,4880,4750,4840,38170,38720.0,8000000.0
2001-12-24,4810,4870,4765,4765,13350,38120.0,8000000.0
2001-12-26,4705,4850,4705,4800,31310,38400.0,8000000.0
2001-12-27,4735,4850,4735,4800,22710,38400.0,8000000.0
2001-12-28,4750,5000,4750,5000,54690,40000.0,8000000.0
2002-01-02,5070,5190,4990,5020,72640,40160.0,8000000.0
2002-01-03,5050,5440,5010,5280,94584,42240.0,8000000.0
2002-01-04,5200,5430,5200,5350,48390,42800.0,8000000.0
2002-01-07,5310,5600,5310,5570,100840,44560.0,8000000.0
2002-01-08,5650,5650,5450,5500,80000,44000.0,8000000.0
2002-01-09,5550,6000,5450,5850,453560,46800.0,8000000.0
2002-01-10,5880,5880,5550,5700,52970,45600.0,8000000.0
2002-01-11,5700,5700,5210,5470,55520,43760.0,8000000.0
2002-01-14,5300,5450,5260,5350,24020,42800.0,8000000.0
2002-01-15,5240,5300,5180,5200,29630,41600.0,8000000.0
2002-01-16,5150,5210,5050,5180,22420,41440.0,8000000.0
2002-01-17,5150,5150,5000,5100,28380,40800.0,8000000.0
2002-01-18,5190,5190,5010,5130,22720,41040.0,8000000.0
2002-01-21,5020,5150,5020,5100,60010,40800.0,8000000.0
2002-01-22,5180,5180,5050,5100,54010,40800.0,8000000.0
2002-01-23,5100,5170,5040,5150,42610,41200.0,8000000.0
2002-01-24,5220,5400,5200,5370,54560,42960.0,8000000.0
2002-01-25,5450,5600,5280,5480,109350,43840.0,8000000.0
2002-01-28,6000,6000,5510,5600,79270,44800.0,8000000.0
2002-01-29,5610,6190,5550,6000,484720,48000.0,8000000.0
2002-01-30,5990,5990,5550,5570,102990,44560.0,8000000.0
2002-01-31,5610,5800,5570,5740,72810,45920.0,8000000.0
2002-02-01,5740,5800,5400,5500,72030,44000.0,8000000.0
2002-02-04,5100,5590,5100,5380,77660,43040.0,8000000.0
2002-02-05,5400,5450,5260,5260,130670,42080.0,8000000.0
2002-02-06,5260,5330,5200,5260,48170,42080.0,8000000.0
2002-02-07,5200,5320,5200,5290,41250,42320.0,8000000.0
2002-02-08,5220,5350,5220,5350,51830,42800.0,8000000.0
2002-02-14,5460,5950,5400,5950,293150,47600.0,8000000.0
2002-02-15,5800,5840,5620,5840,82270,46720.0,8000000.0
2002-02-18,5810,6070,5750,5900,148766,47200.0,8000000.0
2002-02-19,6030,6040,5700,5700,90710,45600.0,8000000.0
2002-02-20,5650,5830,5560,5710,81436,45680.0,8000000.0
2002-02-21,5730,6350,5730,6090,762756,48720.0,8000000.0
2002-02-22,6320,6650,6210,6350,666260,50800.0,8000000.0
2002-02-25,6700,6950,6230,6250,392460,50000.0,8000000.0
2002-02-26,6250,6290,5940,6040,335300,48320.0,8000000.0
2002-02-27,6090,6740,6090,6740,669570,53920.0,8000000.0
2002-02-28,6740,6800,6450,6800,305790,54400.0,8000000.0
2002-03-04,6850,7230,6850,7180,385660,57440.0,8000000.0
2002-03-05,7250,7250,6750,6810,251390,54480.0,8000000.0
2002-03-06,6760,6900,6570,6820,158850,54560.0,8000000.0
2002-03-07,6830,6830,6410,6550,169480,52400.0,8000000.0
2002-03-08,6410,6800,6410,6600,107220,52800.0,8000000.0
2002-03-11,6500,6700,6450,6700,71210,53600.0,8000000.0
2002-03-12,6790,6800,6490,6510,156551,52080.0,8000000.0
2002-03-13,6520,7000,6520,6900,206410,55200.0,8000000.0
2002-03-14,7000,7140,6760,7090,114930,56720.0,8000000.0
2002-03-15,7190,7950,6920,7690,378730,61520.0,8000000.0
2002-03-18,7690,7820,7440,7700,168910,61600.0,8000000.0
2002-03-19,7700,8400,7550,8000,208970,64000.0,8000000.0
2002-03-20,8350,9200,8170,8610,404800,68880.0,8000000.0
2002-03-21,8700,8800,8300,8510,158260,68080.0,8000000.0
2002-03-22,8620,8700,8350,8480,173450,67840.0,8000000.0
2002-03-25,8410,8640,8250,8400,166110,67200.0,8000000.0
2002-03-26,8100,8290,7950,7990,109860,63920.0,8000000.0
2002-03-27,8000,8150,7960,8050,154750,64400.0,8000000.0
2002-03-28,8100,8490,8040,8040,160470,64320.0,8000000.0
2002-03-29,8150,8430,8090,8400,145220,67200.0,8000000.0
2002-04-01,8500,8650,7900,7900,195250,63200.0,8000000.0
2002-04-02,7710,8150,7660,7980,101820,63840.0,8000000.0
2002-04-03,8000,8140,7800,8120,110510,64960.0,8000000.0
2002-04-04,8130,8930,8130,8850,346820,70800.0,8000000.0
2002-04-08,8850,8850,8450,8690,168450,69520.0,8000000.0
2002-04-09,8720,8980,8620,8930,337540,71440.0,8000000.0
2002-04-10,8930,9000,8170,8200,345760,65600.0,8000000.0
2002-04-11,8200,8390,8000,8000,209525,64000.0,8000000.0
2002-04-12,6950,7700,6950,7690,218360,61520.0,8000000.0
2002-04-15,7690,7800,7620,7730,85230,61840.0,8000000.0
2002-04-16,7620,7800,7580,7680,96110,61440.0,8000000.0
2002-04-17,7700,7980,7700,7750,137800,62000.0,8000000.0
2002-04-18,7850,7920,7660,7710,72930,61680.0,8000000.0
2002-04-19,7740,7890,7270,7270,115953,58160.0,8000000.0
2002-04-22,7200,7400,7050,7100,90583,56800.0,8000000.0
2002-04-23,6910,7150,6800,7000,94040,56000.0,8000000.0
2002-04-24,7000,7300,7000,7050,52390,56400.0,8000000.0
2002-04-25,6850,7050,6470,6570,59570,52560.0,8000000.0
2002-04-26,6600,7400,6600,7100,133110,56800.0,8000000.0
2002-04-29,7030,7080,6800,6950,49490,55600.0,8000000.0
2002-04-30,7030,7030,6730,6790,25920,54320.0,8000000.0
2002-05-02,6860,6970,6750,6880,37810,55040.0,8000000.0
2002-05-03,6880,6970,6780,6940,46080,55520.0,8000000.0
2002-05-06,6890,6910,6720,6820,24201,54560.0,8000000.0
2002-05-07,6680,6820,6670,6670,29720,53360.0,8000000.0
