조선선재(120030),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-07-11,32550,32850,32550,32750,330,41188.0,1257651.0
2013-07-12,32750,33000,32550,32900,1021,41377.0,1257651.0
2013-07-15,32650,32900,32500,32650,1530,41062.0,1257651.0
2013-07-16,32700,32700,32500,32700,860,41125.0,1257651.0
2013-07-17,32350,33000,32350,32850,690,41314.0,1257651.0
2013-07-18,32700,32850,32500,32850,2150,41314.0,1257651.0
2013-07-19,32750,32900,32650,32900,201,41377.0,1257651.0
2013-07-22,32900,32900,32350,32700,720,41125.0,1257651.0
2013-07-23,32800,32850,32450,32500,1800,40874.0,1257651.0
2013-07-24,32700,32700,32500,32550,1460,40937.0,1257651.0
2013-07-25,32700,32700,32300,32500,2436,40874.0,1257651.0
2013-07-26,32600,32800,32300,32800,934,41251.0,1257651.0
2013-07-29,33000,37700,33000,37700,102864,47413.0,1257651.0
2013-07-30,40000,43350,36150,36600,417512,46030.0,1257651.0
2013-07-31,37300,40600,36600,37000,171096,46533.0,1257651.0
2013-08-01,37400,42550,36800,42550,168314,53513.0,1257651.0
2013-08-02,45500,48900,45000,48900,283815,61499.0,1257651.0
2013-08-05,52900,54300,48050,48650,206594,61185.0,1257651.0
2013-08-06,50400,55400,48900,51600,224904,64895.0,1257651.0
2013-08-07,50200,52300,46800,46800,181691,58858.0,1257651.0
2013-08-08,48350,49150,44600,45700,124596,57475.0,1257651.0
2013-08-09,45300,47550,44600,45450,106698,57160.0,1257651.0
2013-08-12,45900,51900,45900,47100,161059,59235.0,1257651.0
2013-08-13,46500,47850,43100,43750,155595,55022.0,1257651.0
2013-08-14,44300,45650,43000,43900,70571,55211.0,1257651.0
2013-08-16,43550,44950,41650,42250,72322,53136.0,1257651.0
2013-08-19,42550,45450,41700,43000,106150,54079.0,1257651.0
2013-08-20,43550,46850,42800,44400,96960,55840.0,1257651.0
2013-08-21,44750,45750,39650,40000,115727,50306.0,1257651.0
2013-08-22,39900,40750,37700,38150,76496,47979.0,1257651.0
2013-08-23,38750,41450,38700,39200,97665,49300.0,1257651.0
2013-08-26,39500,40700,38400,38800,34736,48797.0,1257651.0
2013-08-27,38800,40200,37750,38400,45394,48294.0,1257651.0
2013-08-28,37400,40500,37250,38500,88605,48420.0,1257651.0
2013-08-29,38650,39300,37800,38850,26896,48860.0,1257651.0
2013-08-30,39450,40450,38250,38450,28024,48357.0,1257651.0
2013-09-02,38850,40150,38550,39900,40937,50180.0,1257651.0
2013-09-03,40000,40900,39350,39950,25956,50243.0,1257651.0
2013-09-04,39750,39900,38850,38850,22713,48860.0,1257651.0
2013-09-05,39250,40100,38750,39800,30635,50055.0,1257651.0
2013-09-06,39600,40150,38500,39100,23250,49174.0,1257651.0
2013-09-09,39500,44950,39500,44950,160624,56531.0,1257651.0
2013-09-10,47700,48000,43500,45700,173441,57475.0,1257651.0
2013-09-11,46350,46350,44350,45850,67403,57663.0,1257651.0
2013-09-12,46600,48650,45000,45000,119012,56594.0,1257651.0
2013-09-13,44450,45600,43000,43200,60942,54331.0,1257651.0
2013-09-16,42300,44450,42300,42800,51655,53827.0,1257651.0
2013-09-17,43350,43350,41750,41850,32262,52633.0,1257651.0
2013-09-23,41800,43450,41550,42000,30849,52821.0,1257651.0
2013-09-24,42050,44750,42050,42700,46368,53702.0,1257651.0
2013-09-25,43250,44450,42400,42900,38448,53953.0,1257651.0
2013-09-26,43350,43750,42450,43000,23107,54079.0,1257651.0
2013-09-27,43000,43300,41300,41850,34462,52633.0,1257651.0
2013-09-30,41800,41850,40750,41150,20218,51752.0,1257651.0
2013-10-01,40500,41650,39250,40000,26088,50306.0,1257651.0
2013-10-02,40400,40400,39200,39650,16097,49866.0,1257651.0
2013-10-04,39750,41300,39750,40250,21403,50620.0,1257651.0
2013-10-07,40900,41850,40150,40250,19574,50620.0,1257651.0
2013-10-08,40300,41250,39950,40100,16592,50432.0,1257651.0
2013-10-10,40150,40400,39250,39600,13375,49803.0,1257651.0
2013-10-11,40000,40400,39650,40050,9565,50369.0,1257651.0
2013-10-14,40000,40450,38650,38750,19196,48734.0,1257651.0
2013-10-15,39100,39400,38700,39350,11910,49489.0,1257651.0
2013-10-16,39950,39950,38500,38500,14043,48420.0,1257651.0
2013-10-17,38550,39150,37700,38350,18475,48231.0,1257651.0
2013-10-18,38100,38800,38100,38800,13162,48797.0,1257651.0
2013-10-21,39050,39300,38700,38850,8594,48860.0,1257651.0
2013-10-22,39150,39450,38700,38850,9180,48860.0,1257651.0
2013-10-23,39300,43200,38700,40250,66714,50620.0,1257651.0
2013-10-24,40600,42300,40450,41250,24890,51878.0,1257651.0
2013-10-25,41700,42050,40800,40950,13356,51501.0,1257651.0
2013-10-28,41650,41650,40400,40700,11835,51186.0,1257651.0
2013-10-29,41200,41300,40400,40750,12586,51249.0,1257651.0
2013-10-30,41000,41000,40000,40200,13131,50558.0,1257651.0
2013-10-31,40450,42450,40250,41100,23554,51689.0,1257651.0
2013-11-01,40800,41250,40500,40950,12413,51501.0,1257651.0
2013-11-04,41200,41450,40750,40800,12704,51312.0,1257651.0
2013-11-05,40500,40750,39550,40100,19745,50432.0,1257651.0
2013-11-06,40050,40800,39550,40450,9068,50872.0,1257651.0
2013-11-07,40700,40800,39700,39700,6674,49929.0,1257651.0
2013-11-08,39700,39700,38750,38900,8241,48923.0,1257651.0
2013-11-11,38900,39050,37600,37900,10860,47665.0,1257651.0
2013-11-12,37500,39200,37500,38700,5830,48671.0,1257651.0
2013-11-13,38250,38700,37500,37500,9592,47162.0,1257651.0
2013-11-14,37550,38050,36300,37000,11171,46533.0,1257651.0
2013-11-15,37050,38100,37050,37550,7427,47225.0,1257651.0
2013-11-18,37550,38400,37300,37900,7501,47665.0,1257651.0
2013-11-19,37650,38000,37200,37400,8673,47036.0,1257651.0
2013-11-20,37250,37450,36500,36550,9313,45967.0,1257651.0
2013-11-21,36550,36650,36000,36600,5297,46030.0,1257651.0
2013-11-22,36750,37100,36300,36650,4405,46093.0,1257651.0
2013-11-25,36700,37500,35900,36600,9008,46030.0,1257651.0
2013-11-26,36700,36950,36000,36400,5904,45778.0,1257651.0
2013-11-27,36350,36650,36150,36550,6204,45967.0,1257651.0
2013-11-28,36300,38400,36300,38400,9027,48294.0,1257651.0
2013-11-29,38350,38800,37350,37350,8869,46973.0,1257651.0
2013-12-02,37000,37650,36300,36600,7338,46030.0,1257651.0
2013-12-03,36400,36850,36200,36450,5377,45841.0,1257651.0
2013-12-04,36300,36450,35500,35550,9089,44709.0,1257651.0
2013-12-05,35550,36200,35550,35900,6674,45150.0,1257651.0
2013-12-06,35700,37350,35700,35850,9137,45087.0,1257651.0
2013-12-09,36100,36600,35750,36550,7154,45967.0,1257651.0
2013-12-10,36550,37200,36050,36400,5390,45778.0,1257651.0
2013-12-11,36400,36500,36100,36300,3795,45653.0,1257651.0
2013-12-12,36200,36450,35800,36450,3245,45841.0,1257651.0
2013-12-13,36500,36850,36200,36800,4399,46282.0,1257651.0
2013-12-16,37000,37500,36800,37200,5070,46785.0,1257651.0
2013-12-17,37500,37500,36850,37150,5250,46722.0,1257651.0
2013-12-18,37150,39400,37000,38100,22112,47917.0,1257651.0
2013-12-19,38850,39100,38000,38850,8161,48860.0,1257651.0
2013-12-20,38650,39200,38000,38200,7284,48042.0,1257651.0
2013-12-23,38100,38200,37100,37100,11762,46659.0,1257651.0
2013-12-24,37200,37900,37150,37600,7443,47288.0,1257651.0
2013-12-26,37750,38000,37300,37700,8145,47413.0,1257651.0
2013-12-27,37600,39100,37550,38450,7293,48357.0,1257651.0
2013-12-30,38550,39000,38150,38750,4228,48734.0,1257651.0
2014-01-02,39100,40800,38550,38550,13351,48482.0,1257651.0
2014-01-03,38750,39000,37350,38000,8637,47791.0,1257651.0
2014-01-06,38050,38450,37750,37900,5562,47665.0,1257651.0
2014-01-07,37900,39300,37800,39300,7105,49426.0,1257651.0
2014-01-08,39000,40000,39000,39450,6277,49614.0,1257651.0
2014-01-09,39150,39950,39000,39650,4772,49866.0,1257651.0
2014-01-10,39250,39950,38600,39150,6462,49237.0,1257651.0
2014-01-13,39050,40300,38900,39500,6165,49677.0,1257651.0
2014-01-14,39300,40800,39300,40050,15144,50369.0,1257651.0
2014-01-15,40050,40400,39200,39800,8036,50055.0,1257651.0
2014-01-16,40000,40000,39000,39250,7725,49363.0,1257651.0
2014-01-17,39250,39450,38550,38900,4655,48923.0,1257651.0
2014-01-20,39150,39550,38650,38800,6220,48797.0,1257651.0
2014-01-21,38800,39250,38600,38800,5299,48797.0,1257651.0
2014-01-22,38800,39150,38200,38450,7260,48357.0,1257651.0
2014-01-23,38550,39150,38450,38500,8452,48420.0,1257651.0
2014-01-24,38400,38400,37500,38100,9585,47917.0,1257651.0
2014-01-27,37250,37450,37000,37050,6323,46596.0,1257651.0
2014-01-28,37100,37600,36750,37300,5606,46910.0,1257651.0
2014-01-29,37450,38800,37400,38600,5908,48545.0,1257651.0
2014-02-03,38700,38750,37800,38400,3340,48294.0,1257651.0
2014-02-04,37800,38750,37750,38450,5005,48357.0,1257651.0
2014-02-05,38900,38900,38300,38500,3995,48420.0,1257651.0
2014-02-06,38500,38950,38350,38450,7000,48357.0,1257651.0
2014-02-07,38500,40250,38500,39900,9586,50180.0,1257651.0
2014-02-10,40500,43350,39900,41250,47959,51878.0,1257651.0
2014-02-11,42000,42100,40100,40300,19162,50683.0,1257651.0
2014-02-12,40700,41150,40050,40400,11977,50809.0,1257651.0
2014-02-13,41100,42050,40700,41000,17307,51564.0,1257651.0
2014-02-14,41350,41400,39700,40200,14133,50558.0,1257651.0
2014-02-17,40200,40200,39550,39800,8253,50055.0,1257651.0
2014-02-18,40100,40450,39950,40200,6517,50558.0,1257651.0
2014-02-19,40050,40600,39200,40450,6925,50872.0,1257651.0
2014-02-20,40500,41000,40300,40400,5734,50809.0,1257651.0
2014-02-21,42500,46450,42500,46450,130862,58418.0,1257651.0
2014-02-24,49350,49850,44700,45500,203020,57223.0,1257651.0
2014-02-25,45300,45350,43300,43600,53630,54834.0,1257651.0
2014-02-26,44050,45600,43350,43400,57187,54582.0,1257651.0
2014-02-27,43650,48850,43000,48100,143346,60493.0,1257651.0
2014-02-28,47500,52400,46000,48100,169237,60493.0,1257651.0
2014-03-03,48200,50200,46100,46250,97545,58166.0,1257651.0
2014-03-04,45400,46950,45350,46300,23189,58229.0,1257651.0
2014-03-05,47150,50500,46400,46750,77331,58795.0,1257651.0
2014-03-06,46900,48350,46300,47100,26496,59235.0,1257651.0
2014-03-07,48000,48200,44550,44600,39915,56091.0,1257651.0
2014-03-10,44550,45250,43750,43950,26987,55274.0,1257651.0
2014-03-11,44000,45600,43950,44300,29907,55714.0,1257651.0
2014-03-12,44200,44400,41950,42300,24577,53199.0,1257651.0
2014-03-13,42400,42900,41850,42150,12798,53010.0,1257651.0
2014-03-14,42400,44100,42400,42750,25642,53765.0,1257651.0
2014-03-17,43100,43600,42300,42450,12762,53387.0,1257651.0
2014-03-18,42700,43700,42700,43150,7286,54268.0,1257651.0
2014-03-19,43500,46300,43500,46050,55027,57915.0,1257651.0
2014-03-20,46000,46800,43550,44150,54935,55525.0,1257651.0
2014-03-21,44700,45350,44050,44200,16424,55588.0,1257651.0
2014-03-24,44250,44950,43000,43150,25096,54268.0,1257651.0
2014-03-25,43500,45200,43050,45200,20723,56846.0,1257651.0
2014-03-26,45250,45750,44100,44650,20687,56154.0,1257651.0
2014-03-27,45200,45600,44300,44800,8895,56343.0,1257651.0
2014-03-28,45100,49350,44800,47200,60693,59361.0,1257651.0
2014-03-31,48150,51500,46750,46950,59894,59047.0,1257651.0
2014-04-01,47200,48050,46000,47300,25552,59487.0,1257651.0
2014-04-02,47650,49500,46800,48100,26705,60493.0,1257651.0
2014-04-03,48300,49950,48300,48750,31723,61310.0,1257651.0
2014-04-04,48900,49400,46950,47000,25238,59110.0,1257651.0
2014-04-07,47600,47600,46150,46300,10034,58229.0,1257651.0
2014-04-08,45950,47400,45550,47350,12715,59550.0,1257651.0
2014-04-09,47050,47900,46400,46700,10728,58732.0,1257651.0
2014-04-10,46800,48400,46100,47650,11903,59927.0,1257651.0
2014-04-11,47300,47850,46850,47350,9845,59550.0,1257651.0
2014-04-14,47400,47800,46650,46700,9317,58732.0,1257651.0
2014-04-15,46700,47400,46250,47250,8471,59424.0,1257651.0
2014-04-16,47350,49850,47100,47300,40216,59487.0,1257651.0
2014-04-17,47900,48100,47300,47350,9351,59550.0,1257651.0
2014-04-18,47850,48300,47350,48000,8649,60367.0,1257651.0
2014-04-21,48500,49200,47300,47850,13629,60179.0,1257651.0
2014-04-22,48050,48250,47500,47500,8615,59738.0,1257651.0
2014-04-23,47850,48050,47100,47100,10465,59235.0,1257651.0
2014-04-24,46800,47100,45200,46300,17204,58229.0,1257651.0
2014-04-25,45600,46600,45600,45850,5070,57663.0,1257651.0
2014-04-28,45500,46750,45400,46750,6555,58795.0,1257651.0
2014-04-29,46800,46950,46500,46600,2897,58607.0,1257651.0
2014-04-30,47250,48000,46850,47950,8632,60304.0,1257651.0
2014-05-02,48000,48150,47250,48000,7375,60367.0,1257651.0
2014-05-07,48000,48400,47300,47550,11404,59801.0,1257651.0
2014-05-08,47250,48000,46800,47950,12191,60304.0,1257651.0
2014-05-09,48200,49200,47950,48000,32886,60367.0,1257651.0
2014-05-12,48950,51000,48200,49100,64723,61751.0,1257651.0
2014-05-13,50700,52300,50000,50600,56324,63637.0,1257651.0
2014-05-14,50900,51500,49750,50000,20598,62883.0,1257651.0
2014-05-15,50000,53000,49800,51200,32028,64392.0,1257651.0
2014-05-16,53700,58800,51400,58800,122866,73950.0,1257651.0
2014-05-19,62000,64700,59000,60300,231583,75836.0,1257651.0
2014-05-20,60200,61000,57800,60400,117179,75962.0,1257651.0
2014-05-21,60500,61500,57800,58000,67232,72944.0,1257651.0
2014-05-22,58400,61500,56200,60300,120934,75836.0,1257651.0
2014-05-23,59400,59900,57100,57100,52858,71812.0,1257651.0
2014-05-26,56800,60200,56700,56900,47034,71560.0,1257651.0
2014-05-27,57500,58900,56500,57700,32690,72566.0,1257651.0
2014-05-28,58800,62300,58600,59700,81477,75082.0,1257651.0
2014-05-29,60500,61700,59700,59700,38648,75082.0,1257651.0
2014-05-30,60500,63400,60200,61000,53200,76717.0,1257651.0
2014-06-02,60800,61500,59000,59700,62847,75082.0,1257651.0
2014-06-03,60600,60800,57000,60000,28122,75459.0,1257651.0
2014-06-05,60100,62800,59500,61700,34684,77597.0,1257651.0
2014-06-09,62300,63400,60400,62400,20194,78477.0,1257651.0
2014-06-10,62400,63700,61900,63400,18076,79735.0,1257651.0
2014-06-11,63500,64000,62600,62600,12980,78729.0,1257651.0
2014-06-12,63200,64000,62000,63500,26117,79861.0,1257651.0
2014-06-13,63400,63400,61900,62700,21962,78855.0,1257651.0
2014-06-16,63100,72100,61500,68700,124468,86401.0,1257651.0
2014-06-17,68000,68700,66200,67400,34441,84766.0,1257651.0
2014-06-18,67000,69100,66000,67400,28387,84766.0,1257651.0
2014-06-19,67000,68600,66400,66700,20368,83885.0,1257651.0
2014-06-20,66800,67800,65700,66500,20638,83634.0,1257651.0
2014-06-23,66800,72700,66800,68500,54646,86149.0,1257651.0
2014-06-24,67500,68300,66100,66700,25808,83885.0,1257651.0
2014-06-25,67300,68000,66400,66600,13201,83760.0,1257651.0
2014-06-26,66600,68900,66600,67700,15866,85143.0,1257651.0
2014-06-27,67500,68300,66500,66500,9422,83634.0,1257651.0
2014-06-30,66600,69400,66100,67500,20412,84891.0,1257651.0
2014-07-01,67800,68700,67300,67600,13139,85017.0,1257651.0
2014-07-02,68000,68400,66500,66500,16172,83634.0,1257651.0
2014-07-03,66900,68400,66400,67100,14065,84388.0,1257651.0
2014-07-04,67400,68500,67200,68500,11709,86149.0,1257651.0
2014-07-07,69200,69200,67600,67800,9567,85269.0,1257651.0
2014-07-08,68400,68800,66100,66100,16092,83131.0,1257651.0
2014-07-09,66000,66100,62200,62800,43944,78980.0,1257651.0
2014-07-10,63600,64600,62700,63400,29372,79735.0,1257651.0
2014-07-11,63800,64100,63100,63900,12601,80364.0,1257651.0
2014-07-14,64600,64600,62000,62200,19059,78226.0,1257651.0
2014-07-15,62200,64100,61800,62600,22854,78729.0,1257651.0
2014-07-16,63700,63700,61000,61700,13703,77597.0,1257651.0
2014-07-17,61700,63000,61700,62100,5707,78100.0,1257651.0
2014-07-18,61700,62900,61400,62800,6961,78980.0,1257651.0
2014-07-21,63000,63900,62300,62900,8330,79106.0,1257651.0
2014-07-22,63000,63400,61900,62500,4926,78603.0,1257651.0
2014-07-23,62700,63100,62200,62800,10203,78980.0,1257651.0
2014-07-24,63400,65100,63100,63300,17295,79609.0,1257651.0
2014-07-25,63500,64300,63200,63500,7865,79861.0,1257651.0
2014-07-28,63700,67700,63600,66900,28358,84137.0,1257651.0
2014-07-29,66900,67500,63200,64900,20383,81622.0,1257651.0
2014-07-30,63700,65100,62300,63200,10755,79484.0,1257651.0
2014-07-31,62300,63600,62300,63200,8753,79484.0,1257651.0
2014-08-01,63200,64900,62700,64700,6370,81370.0,1257651.0
2014-08-04,64300,65500,64300,64700,5209,81370.0,1257651.0
2014-08-05,64500,65200,63500,63500,4055,79861.0,1257651.0
2014-08-06,63300,64200,63000,63600,5572,79987.0,1257651.0
2014-08-07,64600,64600,57000,61500,5958,77346.0,1257651.0
2014-08-08,61500,62500,61100,61200,9687,76968.0,1257651.0
2014-08-11,62000,64400,61500,63000,6730,79232.0,1257651.0
2014-08-12,63600,64000,61500,61900,5410,77849.0,1257651.0
2014-08-13,61600,63200,61600,63200,7932,79484.0,1257651.0
2014-08-14,63900,65000,63300,64500,9270,81118.0,1257651.0
2014-08-18,64100,66400,62500,66300,16319,83382.0,1257651.0
2014-08-19,66300,67300,65300,67000,14635,84263.0,1257651.0
2014-08-20,67000,69500,66400,67000,12636,84263.0,1257651.0
2014-08-21,66900,67600,66000,66200,5077,83256.0,1257651.0
2014-08-22,66300,67400,64400,64400,10669,80993.0,1257651.0
2014-08-25,65400,70300,64700,67400,21076,84766.0,1257651.0
2014-08-26,68700,70500,66800,68200,10431,85772.0,1257651.0
2014-08-27,68600,69400,67300,68600,6741,86275.0,1257651.0
2014-08-28,68600,70000,67500,67700,6602,85143.0,1257651.0
2014-08-29,69100,69500,67100,67500,9086,84891.0,1257651.0
2014-09-01,68000,68000,65400,65600,7868,82502.0,1257651.0
2014-09-02,65600,66700,64800,65700,10979,82628.0,1257651.0
2014-09-03,66400,66600,65100,65300,7847,82125.0,1257651.0
2014-09-04,66000,67300,65400,67100,3909,84388.0,1257651.0
2014-09-05,67200,67900,65800,66500,6944,83634.0,1257651.0
2014-09-11,67300,68300,66500,67000,7096,84263.0,1257651.0
2014-09-12,67000,68000,66200,66700,5655,83885.0,1257651.0
2014-09-15,66700,67700,66100,67700,5099,85143.0,1257651.0
2014-09-16,68600,69400,67700,69400,7119,87281.0,1257651.0
2014-09-17,69700,71000,68200,68500,7181,86149.0,1257651.0
2014-09-18,68300,70200,68000,68500,6686,86149.0,1257651.0
2014-09-19,68500,69700,67600,69400,5523,87281.0,1257651.0
2014-09-22,69500,69800,67200,68000,10978,85520.0,1257651.0
2014-09-23,68300,76300,67700,72000,66216,90551.0,1257651.0
2014-09-24,71500,73400,71000,71500,18099,89922.0,1257651.0
2014-09-25,71500,73300,71300,72400,12066,91054.0,1257651.0
2014-09-26,70600,72300,70600,71000,9675,89293.0,1257651.0
2014-09-29,71000,71500,68200,68200,10282,85772.0,1257651.0
2014-09-30,68200,70000,67700,69800,10599,87784.0,1257651.0
2014-10-01,70700,70700,67600,67900,5355,85395.0,1257651.0
2014-10-02,67000,68500,66500,67700,11115,85143.0,1257651.0
2014-10-06,68000,70400,67700,67700,4816,85143.0,1257651.0
2014-10-07,68800,68800,66800,66900,8125,84137.0,1257651.0
2014-10-08,65600,67500,65600,67000,6890,84263.0,1257651.0
2014-10-10,67800,67800,65700,65900,5107,82879.0,1257651.0
2014-10-13,64900,65400,62000,62800,7966,78980.0,1257651.0
2014-10-14,60200,63600,60200,62900,6755,79106.0,1257651.0
2014-10-15,60200,64400,60200,63500,7367,79861.0,1257651.0
2014-10-16,63600,64300,62100,62600,5064,78729.0,1257651.0
2014-10-17,62600,63900,62500,63400,4439,79735.0,1257651.0
2014-10-20,65000,65000,63100,63800,5371,80238.0,1257651.0
2014-10-21,64400,64400,62600,64300,4260,80867.0,1257651.0
2014-10-22,63900,64500,60600,63700,6340,80112.0,1257651.0
2014-10-23,63400,65000,63400,64300,5816,80867.0,1257651.0
2014-10-24,65100,65100,61600,63100,7774,79358.0,1257651.0
2014-10-27,63100,64000,62500,63000,1622,79232.0,1257651.0
2014-10-28,63900,63900,62100,62200,3215,78226.0,1257651.0
2014-10-29,62700,63600,62100,63200,4400,79484.0,1257651.0
2014-10-30,63400,64800,62400,63900,3089,80364.0,1257651.0
2014-10-31,63300,65100,63300,65000,4936,81747.0,1257651.0
2014-11-03,64400,66400,64400,65000,3637,81747.0,1257651.0
2014-11-04,66000,66000,62500,63300,4482,79609.0,1257651.0
2014-11-05,64400,64400,61500,61600,3064,77471.0,1257651.0
2014-11-06,62000,62000,59400,60500,12758,76088.0,1257651.0
2014-11-07,60600,62100,60500,61700,4827,77597.0,1257651.0
2014-11-10,62500,62500,60500,61700,3235,77597.0,1257651.0
2014-11-11,61400,62600,60700,61100,2918,76842.0,1257651.0
2014-11-12,61700,62500,61100,62200,1552,78226.0,1257651.0
2014-11-13,62600,63000,61900,62600,1836,78729.0,1257651.0
2014-11-14,63400,64400,61800,63900,3663,80364.0,1257651.0
2014-11-17,64300,64900,63100,64200,4049,80741.0,1257651.0
2014-11-18,64400,65300,64400,65000,5787,81747.0,1257651.0
2014-11-19,65200,70000,65200,69300,16511,87155.0,1257651.0
2014-11-20,69300,69300,65900,67700,6163,85143.0,1257651.0
2014-11-21,67900,68100,65800,67200,5783,84514.0,1257651.0
2014-11-24,65200,67500,65200,66000,5709,83005.0,1257651.0
2014-11-25,66000,66700,65300,65800,8202,82753.0,1257651.0
2014-11-26,66100,67500,65800,66100,3622,83131.0,1257651.0
2014-11-27,66000,66700,65600,65700,2919,82628.0,1257651.0
2014-11-28,66800,67100,65600,67100,2137,84388.0,1257651.0
2014-12-01,67100,67400,66100,66200,2655,83256.0,1257651.0
2014-12-02,65200,66900,65200,66900,2622,84137.0,1257651.0
2014-12-03,67500,69000,66500,67900,3159,85395.0,1257651.0
2014-12-04,67600,68800,67400,68000,2136,85520.0,1257651.0
2014-12-05,68700,68700,66300,67600,3616,85017.0,1257651.0
2014-12-08,67700,67700,66400,66400,2341,83508.0,1257651.0
2014-12-09,67300,67300,65600,66000,3022,83005.0,1257651.0
2014-12-10,66100,66500,65600,66300,3776,83382.0,1257651.0
2014-12-11,66400,66900,65600,66500,3640,83634.0,1257651.0
2014-12-12,66500,66700,65000,65400,3538,82250.0,1257651.0
2014-12-15,65000,65900,63200,64400,4678,80993.0,1257651.0
2014-12-16,64300,64700,62500,62600,2820,78729.0,1257651.0
2014-12-17,62700,64100,61200,61200,4479,76968.0,1257651.0
2014-12-18,61200,63000,61200,62800,9377,78980.0,1257651.0
2014-12-19,63900,64000,62600,62600,2185,78729.0,1257651.0
2014-12-22,61900,62600,61700,61700,5050,77597.0,1257651.0
2014-12-23,61800,62900,61500,62000,4053,77974.0,1257651.0
2014-12-24,62800,63800,62100,62900,2215,79106.0,1257651.0
2014-12-26,63500,65000,62100,64900,3003,81622.0,1257651.0
2014-12-29,65600,65700,64000,64500,2030,81118.0,1257651.0
2014-12-30,64500,65400,63900,64500,1336,81118.0,1257651.0
2015-01-02,64500,65300,63200,64300,1915,80867.0,1257651.0
2015-01-05,63500,64200,62700,63500,2718,79861.0,1257651.0
2015-01-06,63600,64700,61700,63800,4219,80238.0,1257651.0
2015-01-07,63000,64500,62600,62600,1371,78729.0,1257651.0
2015-01-08,62600,64400,62600,63400,3411,79735.0,1257651.0
2015-01-09,64100,65100,63800,64200,2717,80741.0,1257651.0
2015-01-12,64300,65600,63000,64000,5388,80490.0,1257651.0
2015-01-13,64400,64400,62600,63000,5270,79232.0,1257651.0
2015-01-14,63500,63600,62500,63000,5196,79232.0,1257651.0
2015-01-15,62900,63000,62200,62700,2804,78855.0,1257651.0
2015-01-16,62700,62900,62000,62900,2681,79106.0,1257651.0
2015-01-19,63000,64500,62000,62200,3391,78226.0,1257651.0
2015-01-20,61600,62200,61300,61300,6159,77094.0,1257651.0
2015-01-21,61400,61500,60500,60600,4587,76214.0,1257651.0
2015-01-22,60300,61800,60200,61100,8107,76842.0,1257651.0
2015-01-23,61300,62900,61000,62500,3326,78603.0,1257651.0
2015-01-26,63000,68300,62900,65800,10805,82753.0,1257651.0
2015-01-27,65800,66600,64000,65300,4839,82125.0,1257651.0
2015-01-28,66600,66600,64300,65300,2841,82125.0,1257651.0
2015-01-29,64600,66000,64600,64900,3127,81622.0,1257651.0
2015-01-30,64800,65400,63500,64800,3992,81496.0,1257651.0
2015-02-02,64000,64600,63000,63200,4400,79484.0,1257651.0
2015-02-03,64100,64500,61700,63400,2796,79735.0,1257651.0
2015-02-04,64500,65200,63100,64500,3428,81118.0,1257651.0
2015-02-05,64900,64900,62900,63000,3180,79232.0,1257651.0
2015-02-06,63000,67600,62900,65000,6139,81747.0,1257651.0
2015-02-09,65000,67500,65000,67000,6114,84263.0,1257651.0
2015-02-10,67200,68500,65100,65500,5769,82376.0,1257651.0
2015-02-11,65500,67500,65000,66300,5593,83382.0,1257651.0
2015-02-12,66800,68000,65300,67000,5714,84263.0,1257651.0
2015-02-13,68400,71400,67600,68100,16420,85646.0,1257651.0
2015-02-16,68600,68700,66600,66800,7410,84011.0,1257651.0
2015-02-17,66800,67400,65600,67300,7816,84640.0,1257651.0
2015-02-23,68300,71400,67500,70000,10576,88036.0,1257651.0
2015-02-24,70900,73700,69400,69500,9541,87407.0,1257651.0
2015-02-25,69700,72100,69000,71000,4099,89293.0,1257651.0
2015-02-26,71000,71400,69700,70200,4636,88287.0,1257651.0
2015-02-27,71400,75000,70500,73700,16913,92689.0,1257651.0
2015-03-02,73700,76100,72100,73400,8240,92312.0,1257651.0
2015-03-03,73400,74200,71200,72000,7806,90551.0,1257651.0
2015-03-04,72700,72700,69200,70100,7156,88161.0,1257651.0
2015-03-05,69400,71100,69300,71000,3835,89293.0,1257651.0
2015-03-06,71100,72600,70500,71800,7447,90299.0,1257651.0
2015-03-09,72300,72700,70100,70300,5154,88413.0,1257651.0
2015-03-10,70300,70500,67700,69200,8085,87029.0,1257651.0
2015-03-11,69300,69300,67300,68300,4807,85898.0,1257651.0
2015-03-12,68300,70400,67400,70300,3305,88413.0,1257651.0
2015-03-13,70600,71000,69000,71000,2168,89293.0,1257651.0
2015-03-16,71400,73000,69100,70900,4474,89167.0,1257651.0
2015-03-17,70900,71100,68500,68700,5978,86401.0,1257651.0
2015-03-18,68600,68600,67500,67800,7072,85269.0,1257651.0
2015-03-19,68000,69000,66800,68200,4455,85772.0,1257651.0
2015-03-20,68100,69100,66900,68900,3570,86652.0,1257651.0
2015-03-23,69600,69600,68000,68500,5484,86149.0,1257651.0
2015-03-24,68500,69500,67600,67900,4000,85395.0,1257651.0
2015-03-25,67600,68700,67600,68600,3254,86275.0,1257651.0
2015-03-26,68400,70600,68000,70000,4169,88036.0,1257651.0
2015-03-27,69100,70500,68700,69000,5842,86778.0,1257651.0
2015-03-30,69500,69500,67300,68000,7075,85520.0,1257651.0
2015-03-31,68000,70000,68000,69700,4432,87658.0,1257651.0
2015-04-01,69400,70700,69400,70400,4270,88539.0,1257651.0
2015-04-02,70200,73600,70200,71200,9310,89545.0,1257651.0
