비상교육(100220),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2011-11-10,5678,5751,5350,5606,15082,72515.0,11791000.0
2011-11-11,5724,5724,5523,5652,6780,73104.0,11791000.0
2011-11-14,5651,5733,5615,5734,8430,74165.0,11791000.0
2011-11-15,5733,6107,5642,5925,21281,76642.0,11791000.0
2011-11-16,5925,6462,5824,6290,39011,81358.0,11791000.0
2011-11-17,6262,6262,5997,6062,36516,78410.0,11791000.0
2011-11-18,5952,6061,5952,6016,6686,77821.0,11791000.0
2011-11-21,6016,6453,5979,6007,20090,77703.0,11791000.0
2011-11-22,6007,6025,5897,5934,8957,76759.0,11791000.0
2011-11-23,6043,6043,5733,5734,8855,74165.0,11791000.0
2011-11-24,5706,5879,5660,5697,5370,73694.0,11791000.0
2011-11-25,5624,5906,5624,5633,10205,72868.0,11791000.0
2011-11-28,5633,6016,5633,5688,5600,73576.0,11791000.0
2011-11-29,5988,5988,5697,5852,2770,75698.0,11791000.0
2011-11-30,5742,5915,5742,5879,3390,76052.0,11791000.0
2011-12-01,5806,5970,5797,5934,14167,76759.0,11791000.0
2011-12-02,6016,6016,5842,5925,9266,76642.0,11791000.0
2011-12-05,5925,6171,5888,6126,34237,79236.0,11791000.0
2011-12-06,6198,6289,6070,6135,5715,79353.0,11791000.0
2011-12-07,6216,6380,6043,6381,22928,82537.0,11791000.0
2011-12-08,6517,6544,6234,6435,11011,83244.0,11791000.0
2011-12-09,6335,6918,6335,6454,57270,83480.0,11791000.0
2011-12-12,6471,6471,6335,6408,12230,82891.0,11791000.0
2011-12-13,6435,6435,6316,6408,13452,82891.0,11791000.0
2011-12-14,6335,6499,6207,6381,8584,82537.0,11791000.0
2011-12-15,6335,6636,6207,6335,5581,81947.0,11791000.0
2011-12-16,6335,6380,6198,6353,5294,82183.0,11791000.0
2011-12-19,6353,6353,5815,6080,16141,78646.0,11791000.0
2011-12-20,6079,6736,6007,6198,58871,80179.0,11791000.0
2011-12-21,6380,6626,6380,6554,30150,84777.0,11791000.0
2011-12-22,6444,6617,6444,6581,20366,85131.0,11791000.0
2011-12-23,6827,6827,6444,6463,19230,83598.0,11791000.0
2011-12-26,6590,6590,6380,6381,17514,82537.0,11791000.0
2011-12-27,6389,6490,6198,6253,10739,80886.0,11791000.0
2011-12-28,6453,6453,6034,6235,3490,80650.0,11791000.0
2011-12-29,5979,6207,5979,6198,14740,80179.0,11791000.0
2012-01-02,6198,6280,6098,6208,8150,80297.0,11791000.0
2012-01-03,6207,6517,6207,6344,23093,82065.0,11791000.0
2012-01-04,6417,7274,6417,6882,115978,89022.0,11791000.0
2012-01-05,7064,7374,6836,7192,103537,93031.0,11791000.0
2012-01-06,7155,8267,7155,8268,221376,106944.0,11791000.0
2012-01-09,8094,9480,7729,9161,637519,118500.0,11791000.0
2012-01-10,9252,9343,8532,8532,199466,110364.0,11791000.0
2012-01-11,8541,8650,7757,8076,121092,104468.0,11791000.0
2012-01-12,8085,8377,7511,7912,151289,102346.0,11791000.0
2012-01-13,8058,8750,8021,8113,180271,104940.0,11791000.0
2012-01-16,8249,8295,7848,8186,61224,105883.0,11791000.0
2012-01-17,8203,8933,8058,8632,101458,111661.0,11791000.0
2012-01-18,8705,9890,8659,9890,292007,127932.0,11791000.0
2012-01-19,10938,11348,10938,11349,157502,146798.0,11791000.0
2012-01-20,11120,12077,10482,10984,1352785,142082.0,11791000.0
2012-01-25,11029,11941,10573,11212,605769,145029.0,11791000.0
2012-01-26,11439,11667,11029,11394,357005,147388.0,11791000.0
2012-01-27,11348,11530,10619,10619,332393,137365.0,11791000.0
2012-01-30,10710,10938,10209,10619,262006,137365.0,11791000.0
2012-01-31,10528,10938,10391,10893,200778,140902.0,11791000.0
2012-02-01,11029,12169,10573,11212,707574,145029.0,11791000.0
2012-02-02,11303,11804,10984,10984,309423,142082.0,11791000.0
2012-02-03,10938,10938,10482,10483,178470,135596.0,11791000.0
2012-02-06,10528,11166,10391,10437,281191,135007.0,11791000.0
2012-02-07,10482,11986,10482,11987,475274,155052.0,11791000.0
2012-02-08,13627,13627,12351,12625,499977,163305.0,11791000.0
2012-02-09,12624,14493,12077,13992,850140,180992.0,11791000.0
2012-02-10,13581,13855,12670,12762,254818,165074.0,11791000.0
2012-02-13,12715,14083,12670,13628,315858,176275.0,11791000.0
2012-02-14,13445,14949,13308,13764,282151,178044.0,11791000.0
2012-02-15,13946,14584,12943,12944,318213,167432.0,11791000.0
2012-02-16,12943,13399,12761,12853,84836,166253.0,11791000.0
2012-02-17,13035,13490,12852,12853,96090,166253.0,11791000.0
2012-02-20,12670,12989,12214,12579,103450,162716.0,11791000.0
2012-02-21,12579,13080,12305,12807,78413,165664.0,11791000.0
2012-02-22,12898,13718,12898,13172,152169,170380.0,11791000.0
2012-02-23,13217,13855,12898,13491,113291,174507.0,11791000.0
2012-02-24,13490,13490,13035,13035,82943,168611.0,11791000.0
2012-02-27,12852,13217,12624,12670,56509,163895.0,11791000.0
2012-02-28,12624,12852,11257,11622,115523,150335.0,11791000.0
2012-02-29,11576,12123,11576,12078,51846,156231.0,11791000.0
2012-03-02,11530,12396,11530,11850,55314,153283.0,11791000.0
2012-03-05,11950,13600,11850,13600,201563,160358.0,11791000.0
2012-03-06,13600,14000,12600,12750,136496,150335.0,11791000.0
2012-03-07,12750,13200,12250,12400,80483,146208.0,11791000.0
2012-03-08,12400,12550,12150,12250,54017,144440.0,11791000.0
2012-03-09,12300,12450,11850,11850,66487,139723.0,11791000.0
2012-03-12,11950,11950,11500,11550,45194,136186.0,11791000.0
2012-03-13,11600,12050,11500,11650,64305,137365.0,11791000.0
2012-03-14,11650,11650,11050,11150,75476,131470.0,11791000.0
2012-03-15,11050,11200,10650,10900,72283,128522.0,11791000.0
2012-03-16,10900,12300,10900,11600,207554,136776.0,11791000.0
2012-03-19,11600,11850,11300,11350,40974,133828.0,11791000.0
2012-03-20,11350,11550,10900,10900,39826,128522.0,11791000.0
2012-03-21,11150,11850,11150,11400,71531,134417.0,11791000.0
2012-03-22,11500,11750,11150,11250,51508,132649.0,11791000.0
2012-03-23,11250,11500,11200,11450,31523,135007.0,11791000.0
2012-03-26,11500,11600,11100,11150,34250,131470.0,11791000.0
2012-03-27,11150,11200,10750,10800,42498,127343.0,11791000.0
2012-03-28,10850,11400,10850,10900,64527,128522.0,11791000.0
2012-03-29,10750,10800,10050,10200,75089,120268.0,11791000.0
2012-03-30,10100,10450,10050,10050,27533,118500.0,11791000.0
2012-04-02,10100,10300,9900,10050,35835,130350.0,12970100.0
2012-04-03,10250,10250,9900,9940,35822,128923.0,12970100.0
2012-04-04,9890,10100,9520,9520,37933,123475.0,12970100.0
2012-04-05,9520,9850,9520,9710,23375,125940.0,12970100.0
2012-04-06,9700,9830,9580,9580,15210,124254.0,12970100.0
2012-04-09,9520,9520,8900,8920,34737,115693.0,12970100.0
2012-04-10,8760,9160,8760,8900,26605,115434.0,12970100.0
2012-04-12,8700,9220,8700,8760,29850,113618.0,12970100.0
2012-04-13,8760,9090,8630,9090,36059,117898.0,12970100.0
2012-04-16,8870,9450,8870,9290,34172,120492.0,12970100.0
2012-04-17,9290,9320,9020,9140,20651,118547.0,12970100.0
2012-04-18,9350,9860,9250,9250,39207,119973.0,12970100.0
2012-04-19,9390,9400,9030,9060,23339,117509.0,12970100.0
2012-04-20,9030,9190,8800,8860,17229,114915.0,12970100.0
2012-04-23,8730,8980,8650,8840,15354,114656.0,12970100.0
2012-04-24,8710,8930,8600,8600,23250,111543.0,12970100.0
2012-04-25,8750,8750,8260,8260,31466,107133.0,12970100.0
2012-04-26,8230,8400,7700,7770,31087,100778.0,12970100.0
2012-04-27,7790,8060,7770,7840,15567,101686.0,12970100.0
2012-04-30,7710,8050,7570,7570,25158,98184.0,12970100.0
2012-05-02,7420,7500,7230,7420,43760,96238.0,12970100.0
2012-05-03,7370,7650,7370,7590,21024,98443.0,12970100.0
2012-05-04,7590,7760,7500,7630,13857,98962.0,12970100.0
2012-05-07,7410,7750,7410,7630,16178,98962.0,12970100.0
2012-05-08,7700,7890,7600,7820,21272,101426.0,12970100.0
2012-05-09,7820,7900,7680,7760,20528,100648.0,12970100.0
2012-05-10,7760,7890,7680,7700,13564,99870.0,12970100.0
2012-05-11,7840,7840,7400,7540,19252,97795.0,12970100.0
2012-05-14,7570,7580,7180,7220,17129,93644.0,12970100.0
2012-05-15,6940,7130,6720,6810,27669,88326.0,12970100.0
2012-05-16,6850,6980,6750,6910,22655,89623.0,12970100.0
2012-05-17,6970,7170,6770,6810,8770,88326.0,12970100.0
2012-05-18,6760,6760,6360,6550,28654,84954.0,12970100.0
2012-05-21,6360,6850,6360,6850,13961,88845.0,12970100.0
2012-05-22,6900,6900,6600,6760,32567,87678.0,12970100.0
2012-05-23,6830,6830,6420,6690,9732,86770.0,12970100.0
2012-05-24,6530,6670,6420,6550,17426,84954.0,12970100.0
2012-05-25,6580,6630,6450,6470,9880,83917.0,12970100.0
2012-05-29,6480,6500,6410,6500,8003,84306.0,12970100.0
2012-05-30,6560,6600,6450,6480,12456,84046.0,12970100.0
2012-05-31,6550,6560,6350,6560,9231,85084.0,12970100.0
2012-06-01,6570,6600,6520,6570,5896,85214.0,12970100.0
2012-06-04,6400,6400,6090,6250,16922,81063.0,12970100.0
2012-06-05,6250,6600,6170,6310,10403,81841.0,12970100.0
2012-06-07,6390,6650,6390,6450,19170,83657.0,12970100.0
2012-06-08,6400,6530,6400,6460,7350,83787.0,12970100.0
2012-06-11,6460,6680,6460,6590,9290,85473.0,12970100.0
2012-06-12,6590,6590,6450,6510,6126,84435.0,12970100.0
2012-06-13,6660,6660,6500,6620,16989,85862.0,12970100.0
2012-06-14,6600,6600,6480,6600,5506,85603.0,12970100.0
2012-06-15,6690,7290,6620,6900,65345,89494.0,12970100.0
2012-06-18,6940,7930,6930,7930,180715,102853.0,12970100.0
2012-06-19,8100,8870,8050,8450,285261,109597.0,12970100.0
2012-06-20,8450,8560,8300,8530,74776,110635.0,12970100.0
2012-06-21,8530,8530,8180,8180,58196,106095.0,12970100.0
2012-06-22,7930,8150,7860,8000,34897,103761.0,12970100.0
2012-06-25,8120,8450,7770,8290,42978,107522.0,12970100.0
2012-06-26,8820,9530,8810,9530,98636,123605.0,12970100.0
2012-06-27,10000,10750,9380,9400,608076,121919.0,12970100.0
2012-06-28,9510,9510,9010,9070,137881,117639.0,12970100.0
2012-06-29,9070,9600,8800,9300,136004,120622.0,12970100.0
2012-07-02,9370,9800,9000,9800,61904,127107.0,12970100.0
2012-07-03,9690,10000,9590,9850,128570,127755.0,12970100.0
2012-07-04,9970,9970,9360,9480,73014,122957.0,12970100.0
2012-07-05,9550,9880,9360,9380,58523,121660.0,12970100.0
2012-07-06,9500,9500,9000,9180,72790,119066.0,12970100.0
2012-07-09,9260,9260,8800,8900,63026,115434.0,12970100.0
2012-07-10,8810,8970,8690,8820,57879,114396.0,12970100.0
2012-07-11,8750,9070,8710,8900,41407,115434.0,12970100.0
2012-07-12,8810,9870,8800,9200,151365,119325.0,12970100.0
2012-07-13,9200,9220,8530,9000,57390,116731.0,12970100.0
2012-07-16,9020,9020,8250,8250,82676,107003.0,12970100.0
2012-07-17,8300,8900,8250,8390,110480,108819.0,12970100.0
2012-07-18,8380,8440,7780,7780,48150,100907.0,12970100.0
2012-07-19,7850,8230,7850,8020,31614,104020.0,12970100.0
2012-07-20,7880,8060,6850,7650,82079,99221.0,12970100.0
2012-07-23,7770,7770,7000,7290,26629,94552.0,12970100.0
2012-07-24,7290,7450,7130,7450,21330,96627.0,12970100.0
2012-07-25,7270,7400,7130,7130,27483,92477.0,12970100.0
2012-07-26,7380,7380,6960,7030,23710,91180.0,12970100.0
2012-07-27,7060,7380,7060,7250,22680,94033.0,12970100.0
2012-07-30,7340,7570,7270,7550,25477,97924.0,12970100.0
2012-07-31,7610,7860,7350,7850,59546,101815.0,12970100.0
2012-08-01,7840,7840,7570,7670,21810,99481.0,12970100.0
2012-08-02,7750,8490,7720,8350,100957,108300.0,12970100.0
2012-08-03,8210,8420,8010,8290,40223,107522.0,12970100.0
2012-08-06,8350,8640,8100,8550,40307,110894.0,12970100.0
2012-08-07,8500,8980,8470,8720,52751,113099.0,12970100.0
2012-08-08,8720,8950,8610,8610,36875,111673.0,12970100.0
2012-08-09,8610,8840,8610,8720,27544,113099.0,12970100.0
2012-08-10,8630,8940,8630,8820,36395,114396.0,12970100.0
2012-08-13,8820,8830,8530,8630,20670,111932.0,12970100.0
2012-08-14,8570,8690,8330,8480,30742,109986.0,12970100.0
2012-08-16,8600,8700,8500,8690,16836,112710.0,12970100.0
2012-08-17,8690,9170,8690,8950,34660,116082.0,12970100.0
2012-08-20,8950,9080,8750,8850,15390,114785.0,12970100.0
2012-08-21,8850,8890,8600,8700,12259,112840.0,12970100.0
2012-08-22,8690,8800,8550,8680,16726,112580.0,12970100.0
2012-08-23,8560,8710,8510,8510,15916,110376.0,12970100.0
2012-08-24,8550,8550,8200,8300,30292,107652.0,12970100.0
2012-08-27,8300,8300,8000,8030,23294,104150.0,12970100.0
2012-08-28,8460,8990,8400,8400,84688,108949.0,12970100.0
2012-08-29,8400,9140,8400,8950,100459,116082.0,12970100.0
2012-08-30,9250,10250,9240,10250,533377,132944.0,12970100.0
2012-08-31,10300,10450,10000,10350,324590,134241.0,12970100.0
2012-09-03,10350,10550,10150,10400,163931,134889.0,12970100.0
2012-09-04,10400,10500,10000,10000,129563,129701.0,12970100.0
2012-09-05,9890,10050,9560,9640,203008,125032.0,12970100.0
2012-09-06,9660,9720,9490,9520,89574,123475.0,12970100.0
2012-09-07,9550,9680,9340,9340,71597,121141.0,12970100.0
2012-09-10,9470,9740,9340,9740,116338,126329.0,12970100.0
2012-09-11,9800,10150,9600,10050,344353,130350.0,12970100.0
2012-09-12,10050,10250,9770,10150,130647,131647.0,12970100.0
2012-09-13,10250,10450,9970,10000,120549,129701.0,12970100.0
2012-09-14,10150,10150,9580,9610,77415,124643.0,12970100.0
2012-09-17,9620,9950,9460,9790,50747,126977.0,12970100.0
2012-09-18,9930,11250,9930,11250,647928,145914.0,12970100.0
2012-09-19,11450,11650,10850,11550,454933,149805.0,12970100.0
2012-09-20,11450,11550,11000,11050,219741,143320.0,12970100.0
2012-09-21,11000,11850,10650,11500,359000,149156.0,12970100.0
2012-09-24,11950,13200,11850,12850,719614,166666.0,12970100.0
2012-09-25,12950,13000,12200,13000,239796,168611.0,12970100.0
2012-09-26,12750,13550,12650,12750,277911,165369.0,12970100.0
2012-09-27,12550,13150,12400,13000,141405,168611.0,12970100.0
2012-09-28,13000,13100,12800,12900,87922,167314.0,12970100.0
2012-10-02,12750,12850,12450,12650,103153,164072.0,12970100.0
2012-10-04,12700,12950,12400,12550,69261,162775.0,12970100.0
2012-10-05,12650,13500,12450,12950,170548,167963.0,12970100.0
2012-10-08,13100,14850,12650,14850,842505,192606.0,12970100.0
2012-10-09,15150,15800,14500,14950,556848,193903.0,12970100.0
2012-10-10,15050,16600,14350,14750,896301,191309.0,12970100.0
2012-10-11,14800,15450,13700,14050,374942,182230.0,12970100.0
2012-10-12,14200,14700,13950,14300,223583,185472.0,12970100.0
2012-10-15,14700,14850,13300,13300,313432,172502.0,12970100.0
2012-10-16,13300,14150,12900,14150,172232,183527.0,12970100.0
2012-10-17,14300,14300,13450,13800,129245,178987.0,12970100.0
2012-10-18,13600,14300,13450,13450,145046,174448.0,12970100.0
2012-10-19,13100,13200,12150,12400,207375,160829.0,12970100.0
2012-10-22,12000,12450,11850,12300,129719,159532.0,12970100.0
2012-10-23,12200,13000,12050,12700,107739,164720.0,12970100.0
2012-10-24,12750,14100,12200,12350,212609,160181.0,12970100.0
2012-10-25,12500,12550,11750,11750,94121,152399.0,12970100.0
2012-10-26,11700,12200,11350,11950,117810,154993.0,12970100.0
2012-10-29,12100,12200,11000,11650,57961,151102.0,12970100.0
2012-10-30,11600,11900,11550,11700,25423,151750.0,12970100.0
2012-10-31,11800,13100,11650,13000,224161,168611.0,12970100.0
2012-11-01,13050,13700,12650,13350,199167,173151.0,12970100.0
2012-11-02,13700,13700,13400,13550,64548,175745.0,12970100.0
2012-11-05,13850,14100,13350,13900,71069,180284.0,12970100.0
2012-11-06,14000,14000,13450,13500,46526,175096.0,12970100.0
2012-11-07,13500,13650,13100,13150,53304,170557.0,12970100.0
2012-11-08,12850,13500,12850,13150,34118,170557.0,12970100.0
2012-11-09,12950,13100,12500,12850,29951,166666.0,12970100.0
2012-11-12,12850,13600,12550,13500,44740,175096.0,12970100.0
2012-11-13,13350,13550,12550,12550,40435,162775.0,12970100.0
2012-11-14,12650,12650,11750,11900,58156,154344.0,12970100.0
2012-11-15,11600,12750,11600,11900,36780,154344.0,12970100.0
2012-11-16,11900,12250,10350,11500,68339,149156.0,12970100.0
2012-11-19,11600,11800,11400,11650,16472,151102.0,12970100.0
2012-11-20,11800,12000,11050,11200,35543,145265.0,12970100.0
2012-11-21,11650,11650,11050,11050,54881,143320.0,12970100.0
2012-11-22,12150,12150,10900,11550,92836,149805.0,12970100.0
2012-11-23,11700,11750,11250,11750,35977,152399.0,12970100.0
2012-11-26,11650,12300,11650,12150,60468,157587.0,12970100.0
2012-11-27,12150,12150,11650,11650,44000,151102.0,12970100.0
2012-11-28,11850,11850,11400,11500,46877,149156.0,12970100.0
2012-11-29,11600,11750,11500,11750,21471,152399.0,12970100.0
2012-11-30,12000,12350,11850,12150,61180,157587.0,12970100.0
2012-12-03,12300,12650,11850,12200,73141,158235.0,12970100.0
2012-12-04,12200,12500,12000,12450,63825,161478.0,12970100.0
2012-12-05,12650,12650,12050,12350,36030,160181.0,12970100.0
2012-12-06,12350,12350,11700,12050,37835,156290.0,12970100.0
2012-12-07,11950,12650,11950,12350,89003,160181.0,12970100.0
2012-12-10,12350,12600,12200,12550,45339,162775.0,12970100.0
2012-12-11,12600,13350,12600,12950,119136,167963.0,12970100.0
2012-12-12,13200,13200,12800,13050,34346,169260.0,12970100.0
2012-12-13,13100,13100,12850,13000,27012,168611.0,12970100.0
2012-12-14,13000,13150,12850,13050,24683,169260.0,12970100.0
2012-12-17,13050,13100,12200,12800,31309,166017.0,12970100.0
2012-12-18,12650,12750,12050,12300,52223,159532.0,12970100.0
2012-12-20,12150,13100,11800,13100,77657,169908.0,12970100.0
2012-12-21,12950,13250,12500,12800,65729,166017.0,12970100.0
2012-12-24,12850,13800,12800,13600,101306,176393.0,12970100.0
2012-12-26,13650,13950,13450,13450,57418,174448.0,12970100.0
2012-12-27,13450,14200,13450,14200,105630,184175.0,12970100.0
2012-12-28,14050,14200,13850,14000,56201,181581.0,12970100.0
2013-01-02,13950,14400,13950,14250,78476,184824.0,12970100.0
2013-01-03,14400,15450,14100,15150,165976,196497.0,12970100.0
2013-01-04,15200,15450,14750,15400,108395,199740.0,12970100.0
2013-01-07,15250,15250,14700,14800,126958,191957.0,12970100.0
2013-01-08,14550,14900,13700,13700,363480,177690.0,12970100.0
2013-01-09,13700,14250,13450,13700,221066,177690.0,12970100.0
2013-01-10,13850,13850,13200,13550,131129,175745.0,12970100.0
2013-01-11,13550,13750,13300,13400,140807,173799.0,12970100.0
2013-01-14,13400,13700,13300,13300,67365,172502.0,12970100.0
2013-01-15,13450,13450,12800,12800,119630,166017.0,12970100.0
2013-01-16,12900,13100,12350,12700,86861,164720.0,12970100.0
2013-01-17,12700,13100,12550,12750,34544,165369.0,12970100.0
2013-01-18,13050,13050,12700,12800,52788,166017.0,12970100.0
2013-01-21,12750,13100,12350,12950,56875,167963.0,12970100.0
2013-01-22,12750,13000,12750,13000,50536,168611.0,12970100.0
2013-01-23,13050,13050,12500,12600,44037,163423.0,12970100.0
2013-01-24,13000,13700,12950,13700,691670,177690.0,12970100.0
2013-01-25,13750,13800,13350,13600,107574,176393.0,12970100.0
2013-01-28,13600,13650,13300,13550,71319,175745.0,12970100.0
2013-01-29,13600,13700,13350,13550,77876,175745.0,12970100.0
2013-01-30,13750,14050,13550,13650,142921,177042.0,12970100.0
2013-01-31,13650,13750,13150,13550,120130,175745.0,12970100.0
2013-02-01,13450,13500,13150,13500,60996,175096.0,12970100.0
2013-02-04,13450,13750,13250,13600,51850,176393.0,12970100.0
2013-02-05,13550,13550,13100,13400,37751,173799.0,12970100.0
2013-02-06,13300,13450,13050,13100,30703,169908.0,12970100.0
2013-02-07,13400,14050,13300,13850,233961,179636.0,12970100.0
2013-02-08,13950,14150,13800,14000,124581,181581.0,12970100.0
2013-02-12,14050,14200,13600,14200,106637,184175.0,12970100.0
2013-02-13,14200,14300,14000,14150,116209,183527.0,12970100.0
2013-02-14,14200,14250,13800,14250,129900,184824.0,12970100.0
2013-02-15,14350,14400,14050,14150,81750,183527.0,12970100.0
2013-02-18,14050,14150,13850,14100,63229,182878.0,12970100.0
2013-02-19,14200,14950,13950,14950,241906,193903.0,12970100.0
2013-02-20,14850,15150,14600,15000,279977,194552.0,12970100.0
2013-02-21,14750,15050,14100,14400,235347,186769.0,12970100.0
2013-02-22,14050,14800,14050,14650,166401,190012.0,12970100.0
2013-02-25,14650,14800,14350,14750,88572,191309.0,12970100.0
2013-02-26,14450,15300,14450,15300,261773,198443.0,12970100.0
2013-02-27,15150,15150,14150,14500,476364,188066.0,12970100.0
2013-02-28,14650,14900,14400,14900,239738,193254.0,12970100.0
2013-03-04,15100,15100,14450,14600,198958,189363.0,12970100.0
2013-03-05,14600,14650,14250,14450,129994,187418.0,12970100.0
2013-03-06,14500,14550,13850,14150,137543,183527.0,12970100.0
2013-03-07,14250,14250,13500,13550,138828,175745.0,12970100.0
2013-03-08,13550,13950,13500,13900,91932,180284.0,12970100.0
2013-03-11,13900,13900,13450,13550,77771,175745.0,12970100.0
2013-03-12,13500,14000,13500,14000,60586,181581.0,12970100.0
2013-03-13,14050,14100,13650,14050,92430,182230.0,12970100.0
2013-03-14,14300,14750,14250,14700,280942,190660.0,12970100.0
2013-03-15,14800,14850,14500,14700,111704,190660.0,12970100.0
2013-03-18,14700,14850,14050,14050,126291,182230.0,12970100.0
2013-03-19,14150,14700,14050,14400,108639,186769.0,12970100.0
2013-03-20,14900,15400,14450,15350,428978,199091.0,12970100.0
2013-03-21,15450,15850,15250,15350,294126,199091.0,12970100.0
2013-03-22,15350,15700,15200,15500,189055,201037.0,12970100.0
2013-03-25,15500,15600,15250,15550,157832,201685.0,12970100.0
2013-03-26,15500,16200,15500,15650,308487,202982.0,12970100.0
2013-03-27,15650,15650,15050,15250,217042,197794.0,12970100.0
2013-03-28,15150,15450,14550,15350,467665,199091.0,12970100.0
2013-03-29,15450,15600,15150,15600,183000,202334.0,12970100.0
2013-04-01,15550,15650,15250,15500,61144,201037.0,12970100.0
2013-04-02,15700,16000,15400,15600,156588,202334.0,12970100.0
2013-04-03,15700,15950,15450,15700,101460,203631.0,12970100.0
2013-04-04,15700,15700,14850,15400,142302,199740.0,12970100.0
2013-04-05,15350,15450,14550,14550,159446,188715.0,12970100.0
2013-04-08,14650,14650,13750,13800,165211,178987.0,12970100.0
2013-04-09,13750,14350,13500,14000,95960,181581.0,12970100.0
2013-04-10,14150,14200,13900,14200,40543,184175.0,12970100.0
2013-04-11,14250,14650,14100,14650,67043,190012.0,12970100.0
2013-04-12,14600,14850,14450,14600,74677,189363.0,12970100.0
2013-04-15,14100,14700,13450,14600,258887,189363.0,12970100.0
2013-04-16,14600,14800,14100,14500,105803,188066.0,12970100.0
2013-04-17,14700,15200,14550,15000,250323,194552.0,12970100.0
2013-04-18,14800,15350,14800,15300,160911,198443.0,12970100.0
2013-04-19,15200,15550,15000,15100,128846,195849.0,12970100.0
2013-04-22,15400,15600,15050,15600,92952,202334.0,12970100.0
2013-04-23,15700,16450,15450,16450,278005,213358.0,12970100.0
2013-04-24,16700,16900,16250,16650,217961,215952.0,12970100.0
2013-04-25,16800,17350,16450,16900,212601,219195.0,12970100.0
2013-04-26,17000,17700,16600,17600,217365,228743.0,12996741.0
2013-04-29,17600,17800,17350,17750,136759,230692.0,12996741.0
2013-04-30,17850,18250,17500,18050,203180,234591.0,12996741.0
2013-05-02,18050,18050,17550,17600,121336,228743.0,12996741.0
2013-05-03,17600,18000,17100,17600,132206,228743.0,12996741.0
2013-05-06,17500,17500,17100,17350,127367,225493.0,12996741.0
2013-05-07,17200,17400,16900,17200,142797,223544.0,12996741.0
2013-05-08,17150,17800,17150,17650,144654,229392.0,12996741.0
2013-05-09,17750,18300,17600,18300,145055,237840.0,12996741.0
2013-05-10,18300,18700,17900,18450,190843,239790.0,12996741.0
2013-05-13,18700,18700,17800,17800,104283,231342.0,12996741.0
2013-05-14,17950,18150,17000,17350,141867,225493.0,12996741.0
2013-05-15,17500,17500,17050,17400,73535,226143.0,12996741.0
2013-05-16,17400,17450,17050,17250,53782,224194.0,12996741.0
2013-05-20,17050,17300,16650,16950,84609,220295.0,12996741.0
2013-05-21,17050,17450,16850,16850,82467,218995.0,12996741.0
2013-05-22,16850,17350,16800,17350,82791,225493.0,12996741.0
2013-05-23,17350,17450,16450,17000,173630,220945.0,12996741.0
2013-05-24,16750,17000,16600,16850,53073,218995.0,12996741.0
2013-05-27,16650,16950,16600,16800,28137,218345.0,12996741.0
2013-05-28,16700,17350,16700,17000,47278,220945.0,12996741.0
2013-05-29,16900,17400,16900,17250,62184,224194.0,12996741.0
2013-05-30,17050,17300,16800,16850,26076,218995.0,12996741.0
2013-05-31,17100,17100,15850,16500,122255,214446.0,12996741.0
2013-06-03,16450,16750,15950,16050,73916,208598.0,12996741.0
2013-06-04,16250,16300,15350,15850,60358,205998.0,12996741.0
2013-06-05,15650,16050,14750,14750,95838,191702.0,12996741.0
2013-06-07,14900,15800,14450,15550,81304,202099.0,12996741.0
2013-06-10,15450,15600,15150,15350,40960,199500.0,12996741.0
2013-06-11,15800,16150,15400,15600,112950,202749.0,12996741.0
2013-06-12,15500,15800,15400,15600,33047,202749.0,12996741.0
2013-06-13,15350,15600,14950,15350,55559,199500.0,12996741.0
2013-06-14,15550,15550,14950,15200,22435,197550.0,12996741.0
2013-06-17,15100,15450,14600,15250,75174,198200.0,12996741.0
2013-06-18,15250,15250,14800,15200,68118,197550.0,12996741.0
2013-06-19,15450,16000,15250,15850,84455,205998.0,12996741.0
2013-06-20,15550,15850,14950,15100,36172,196251.0,12996741.0
2013-06-21,14500,15100,14300,14900,59116,193651.0,12996741.0
2013-06-24,14950,15100,14200,14200,38822,184554.0,12996741.0
2013-06-25,13850,14150,13050,13450,106258,174806.0,12996741.0
2013-06-26,13600,13800,13050,13800,76100,179355.0,12996741.0
2013-06-27,14150,14700,14100,14400,91223,187153.0,12996741.0
2013-06-28,14300,14400,13900,14350,72120,186503.0,12996741.0
2013-07-01,14500,14850,14300,14850,40951,193002.0,12996741.0
2013-07-02,14850,14850,14350,14600,24775,189752.0,12996741.0
2013-07-03,14600,14750,14300,14500,13970,188453.0,12996741.0
2013-07-04,14650,14650,14100,14300,47288,185853.0,12996741.0
2013-07-05,14250,14250,13450,13650,91768,177406.0,12996741.0
2013-07-08,13300,13750,13050,13200,43020,171557.0,12996741.0
2013-07-09,13350,13900,13050,13800,47400,179355.0,12996741.0
2013-07-10,13700,13950,13450,13600,17440,176756.0,12996741.0
2013-07-11,13900,14050,13650,13850,17176,180005.0,12996741.0
2013-07-12,14100,14100,13750,13800,49155,179355.0,12996741.0
2013-07-15,13800,13900,13500,13700,23539,178055.0,12996741.0
2013-07-16,13900,14550,13700,14550,110532,189103.0,12996741.0
2013-07-17,14650,15050,14350,14650,104771,190402.0,12996741.0
2013-07-18,15000,15700,14800,15600,111845,202749.0,12996741.0
2013-07-19,15600,15850,15450,15650,41630,203399.0,12996741.0
