카카오(035720),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2000-03-30,85800,102249,80910,102249,588454,1380012.0,12000100.0
2000-03-31,99137,108473,90691,91135,655624,1230010.0,12000100.0
2000-04-03,93358,95581,81533,85800,369369,1158010.0,12000100.0
2000-04-04,81799,83133,76109,78065,525347,1053609.0,12000100.0
2000-04-06,78243,86067,77354,79309,688677,1070409.0,12000100.0
2000-04-07,83578,88823,81799,88823,413924,1198810.0,12000100.0
2000-04-10,96025,99137,94247,99137,104221,1338011.0,12000100.0
2000-04-11,89357,104027,88468,88912,822622,1200010.0,12000100.0
2000-04-12,86245,88912,83578,86244,297372,1164010.0,12000100.0
2000-04-14,80021,81799,75931,75931,236537,1024809.0,12000100.0
2000-04-17,66862,66862,66862,66862,7533,902408.0,12000100.0
2000-04-18,68551,73708,58860,59926,631180,808807.0,12000100.0
2000-04-19,62416,66595,58771,60460,649251,816007.0,12000100.0
2000-04-20,59571,60727,53347,55836,424136,753606.0,12000100.0
2000-04-21,57437,62505,54592,62505,789166,843607.0,12000100.0
2000-04-24,62061,63839,55126,55125,460887,744006.0,12000100.0
2000-04-25,52547,56548,50947,54414,475086,734406.0,12000100.0
2000-04-26,57171,58504,52814,53347,415691,720006.0,12000100.0
2000-04-27,51125,52903,46946,46945,261597,633605.0,12000100.0
2000-04-28,48013,49257,44901,46678,416303,630005.0,12000100.0
2000-05-02,48102,52280,47301,52280,332684,705606.0,12000100.0
2000-05-03,53259,56459,52636,55125,558891,744006.0,12000100.0
2000-05-04,55748,60816,53881,56459,444634,762006.0,12000100.0
2000-05-08,58771,60460,55570,55748,430612,752406.0,12000100.0
2000-05-09,53436,53792,50947,52102,262254,703206.0,12000100.0
2000-05-10,52014,53347,49791,51035,343443,688806.0,12000100.0
2000-05-12,49702,50769,45879,46234,299407,624005.0,12000100.0
2000-05-15,44456,45790,40722,40766,302507,550205.0,12000100.0
2000-05-16,40766,45612,39121,45612,437778,615605.0,12000100.0
2000-05-17,47212,48013,40188,40899,629814,552005.0,12000100.0
2000-05-18,40011,45167,36899,41966,946746,566405.0,12000100.0
2000-05-19,44012,46946,40989,46945,887775,633605.0,12000100.0
2000-05-22,48013,52547,43567,45434,1720376,613205.0,12000100.0
2000-05-23,47124,50858,45879,50857,615444,686406.0,12000100.0
2000-05-24,53259,56904,52014,56903,1163564,768006.0,12000100.0
2000-05-25,57793,63661,55126,61882,915709,835207.0,12000100.0
2000-05-26,59482,68907,56104,58682,1274576,792007.0,12000100.0
2000-05-29,58682,61350,55570,57170,744024,771606.0,12000100.0
2000-05-30,58682,64017,57882,64016,837302,864007.0,12000100.0
2000-05-31,68818,71663,67396,71663,911870,967208.0,12000100.0
2000-06-01,71663,75487,68729,69885,1171028,943208.0,12000100.0
2000-06-02,73619,75753,66951,69440,769922,937208.0,12000100.0
2000-06-05,73886,77709,72464,77709,613921,1048809.0,12000100.0
2000-06-07,79132,86956,78243,86956,825567,1199865.0,12268555.0
2000-06-08,92469,97359,87668,97359,1214861,1343407.0,12268555.0
2000-06-09,93358,105361,85800,88556,1432711,1221948.0,12268555.0
2000-06-12,88023,92024,80910,84822,816050,1170420.0,12268555.0
2000-06-13,84467,91135,77798,80732,1032702,1113985.0,12268555.0
2000-06-14,83844,85800,77976,80821,697344,1115212.0,12268555.0
2000-06-15,79132,80021,71130,71129,474702,981484.0,12268555.0
2000-06-16,68463,79665,66684,79665,1330680,1099263.0,12268555.0
2000-06-19,80910,85978,71397,73797,1523690,1018290.0,12268555.0
2000-06-20,77087,79132,72552,74864,710312,1033012.0,12268555.0
2000-06-21,75664,81799,75131,78509,1012569,1083313.0,12268555.0
2000-06-22,80021,82155,75576,77264,665756,1066137.0,12268555.0
2000-06-23,73797,80999,73619,78687,747297,1085767.0,12268555.0
2000-06-26,78243,88112,77354,88112,1247345,1215814.0,12268555.0
2000-06-27,91135,95136,85000,88912,2112011,1226856.0,12268555.0
2000-06-28,88912,99582,87134,99581,1329988,1374078.0,12268555.0
2000-06-29,104027,107139,92469,93357,2329785,1288198.0,12268555.0
2000-06-30,91580,102694,88379,94247,1747762,1300467.0,12268555.0
2000-07-03,94247,98693,92913,94247,732626,1300467.0,12268555.0
2000-07-04,90691,95581,86423,87045,689029,1201092.0,12268555.0
2000-07-05,85356,86245,76642,77353,798666,1067364.0,12268555.0
2000-07-06,75576,79843,71397,79131,837620,1091901.0,12268555.0
2000-07-07,80110,81710,77443,78331,436625,1080860.0,12268555.0
2000-07-10,76642,79577,73797,75486,440176,1041600.0,12268555.0
2000-07-11,76020,77176,69529,70240,596275,969216.0,12268555.0
2000-07-12,71219,78599,69174,78598,1299111,1084540.0,12268555.0
2000-07-13,80021,84645,75576,76464,1626246,1055096.0,12268555.0
2000-07-14,79932,81088,76020,77709,933559,1072272.0,12268555.0
2000-07-18,78243,80021,71130,72908,956518,1006022.0,12268555.0
2000-07-19,70330,73353,64461,64817,934901,894378.0,12268555.0
2000-07-20,62416,67129,59749,64016,1467906,883336.0,12268555.0
2000-07-21,63217,66151,61261,61705,483325,851438.0,12268555.0
2000-07-24,59660,61616,58149,60015,594324,828127.0,12268555.0
2000-07-25,59927,67218,57615,67217,687125,927503.0,12268555.0
2000-07-26,68996,71574,64106,64728,1155235,893151.0,12268555.0
2000-07-27,65351,65528,61438,62683,473923,864933.0,12268555.0
2000-07-28,60905,61350,56104,56726,462238,782734.0,12268555.0
2000-07-31,54237,63483,53614,63483,1114759,875975.0,12268555.0
2000-08-01,64106,65262,61350,62594,1159988,863706.0,12268555.0
2000-08-02,62594,67840,60905,63127,1024464,871067.0,12268555.0
2000-08-03,63750,67662,63661,64194,1116165,885790.0,12268555.0
2000-08-04,64906,65351,61350,61971,408324,855118.0,12268555.0
2000-08-07,60905,62505,58415,58859,295285,812178.0,12268555.0
2000-08-08,59393,62150,58238,59482,474712,820766.0,12268555.0
2000-08-09,59838,63128,59216,62060,595953,856345.0,12268555.0
2000-08-10,61705,61705,59749,59926,317115,826901.0,12268555.0
2000-08-11,59571,60994,58327,59126,259615,815859.0,12268555.0
2000-08-14,58860,60460,57348,58237,243691,803590.0,12268555.0
2000-08-16,58149,59927,58060,58415,216450,806044.0,12268555.0
2000-08-17,57882,58771,55126,55659,299512,768012.0,12268555.0
2000-08-18,56015,56815,52903,53614,303672,739794.0,12268555.0
2000-08-21,52458,52725,48368,48812,255786,673544.0,12268555.0
2000-08-22,49880,54592,49880,54592,1016666,753289.0,12268555.0
2000-08-23,55303,55837,50147,51924,800108,716484.0,12268555.0
2000-08-24,53347,57526,50769,52991,958987,731206.0,12268555.0
2000-08-25,53347,58860,51836,55748,1423124,769238.0,12268555.0
2000-08-28,59305,62416,58949,62416,409032,861253.0,12268555.0
2000-08-29,65528,66862,61794,62594,1569440,863706.0,12268555.0
2000-08-30,62505,64017,60905,61794,642358,852665.0,12268555.0
2000-08-31,62683,62950,56459,61527,566904,848984.0,12268555.0
2000-09-01,61527,67396,61527,63750,1502348,879655.0,12268555.0
2000-09-04,62683,64373,61794,62238,433359,858799.0,12268555.0
2000-09-05,62683,63572,60105,63394,463339,874748.0,12268555.0
2000-09-06,62239,65439,61616,61705,590092,851438.0,12268555.0
2000-09-07,61616,62594,59660,60193,388859,830581.0,12268555.0
2000-09-08,61350,62772,60105,62416,464557,861253.0,12268555.0
2000-09-14,62328,63217,60105,63127,448487,871067.0,12268555.0
2000-09-15,62239,64461,60549,60638,497480,836715.0,12268555.0
2000-09-18,58060,58682,53436,53436,569891,737340.0,12268555.0
2000-09-19,52547,55570,50591,53614,550436,739794.0,12268555.0
2000-09-20,56459,57526,54414,54681,473475,754516.0,12268555.0
2000-09-21,53347,56015,50858,52813,635229,728752.0,12268555.0
2000-09-22,51569,52280,46501,46501,595510,641645.0,12268555.0
2000-09-25,47657,51569,46946,49168,698663,678451.0,12268555.0
2000-09-26,47924,50947,47746,48723,724547,672317.0,12268555.0
2000-09-27,49080,54414,48991,53258,931186,734886.0,12268555.0
2000-09-28,53614,54059,51125,51835,609897,715257.0,12268555.0
2000-09-29,53347,53703,51569,51746,485606,714030.0,12268555.0
2000-10-02,50680,51214,48991,50235,337383,693173.0,12268555.0
2000-10-04,48013,50858,47746,49079,395401,677224.0,12268555.0
2000-10-05,50591,53881,50324,51569,831103,711576.0,12268555.0
2000-10-06,49969,54325,49969,51569,1011776,711576.0,12268555.0
2000-10-09,52547,52903,48013,48990,748599,675997.0,12268555.0
2000-10-10,49791,51836,48635,51124,929059,705442.0,12268555.0
2000-10-11,49346,49702,45523,46056,646513,635511.0,12268555.0
2000-10-12,43567,45790,42722,43567,487882,601159.0,12268555.0
2000-10-13,40011,40900,38366,39521,483805,545337.0,12268555.0
2000-10-16,42233,44012,41789,43478,555518,599932.0,12268555.0
2000-10-17,41389,42100,38277,38276,430981,528161.0,12268555.0
2000-10-18,36276,38054,34231,36365,771855,501784.0,12268555.0
2000-10-19,36899,37610,34809,35431,418977,488902.0,12268555.0
2000-10-20,37788,38143,35609,35920,615289,495650.0,12268555.0
2000-10-23,34765,36410,33164,33164,403408,457617.0,12268555.0
2000-10-24,32275,34187,31564,32275,737459,445349.0,12268555.0
2000-10-25,32008,33164,31475,31786,398775,438601.0,12268555.0
2000-10-26,30897,31386,28141,28852,595591,398115.0,12268555.0
2000-10-27,29341,30141,27118,27207,616208,375418.0,12268555.0
2000-10-30,26051,26852,23962,24095,578563,332478.0,12268555.0
2000-10-31,23651,26985,21784,26984,1661459,372351.0,12268555.0
2000-11-01,27785,28630,25785,25962,1282974,358242.0,12268555.0
2000-11-02,27118,29074,26096,29074,1415905,401182.0,12268555.0
2000-11-03,29963,32186,29875,30230,1595340,417131.0,12268555.0
2000-11-06,29786,30853,29030,29696,733374,409770.0,12268555.0
2000-11-07,29608,31519,29163,29207,1055219,403022.0,12268555.0
2000-11-08,29252,30008,27652,27785,813908,383392.0,12268555.0
2000-11-09,26852,28897,26496,27651,762024,381552.0,12268555.0
2000-11-10,27563,28852,27207,27696,670270,382165.0,12268555.0
2000-11-13,26852,27118,25073,25473,373098,351494.0,12268555.0
2000-11-14,25029,26585,25029,25962,475916,358242.0,12268555.0
2000-11-15,27118,29074,26896,28274,1422158,390140.0,12268555.0
2000-11-16,28719,28808,26718,27118,494057,374191.0,12268555.0
2000-11-17,26585,27474,26274,26762,416006,369284.0,12268555.0
2000-11-20,26407,27296,26229,26673,308313,368057.0,12268555.0
2000-11-21,25962,26229,24762,26184,345133,361309.0,12268555.0
2000-11-22,25340,26674,25296,25340,297547,349654.0,12268555.0
2000-11-23,24807,24807,22450,23072,382909,318369.0,12268555.0
2000-11-24,23251,23829,22050,23206,381425,320209.0,12268555.0
2000-11-27,24006,25251,23740,24628,525912,339839.0,12268555.0
2000-11-28,23562,23873,22539,22761,310097,314075.0,12268555.0
2000-11-29,21339,21695,20361,20761,344297,286471.0,12268555.0
2000-11-30,20894,23251,19916,22317,949126,307941.0,12268555.0
2000-12-01,21339,23829,20628,22583,1429792,311621.0,12268555.0
2000-12-04,22584,22584,22584,22583,0,311621.0,12268555.0
2000-12-05,20894,23473,20894,22761,868308,314075.0,12268555.0
2000-12-06,24140,24362,21206,21516,1127004,296899.0,12268555.0
2000-12-07,21339,21695,20494,20805,387392,287084.0,12268555.0
2000-12-08,20450,22228,20316,21338,655738,294445.0,12268555.0
2000-12-11,21606,22317,20983,21427,788792,295672.0,12268555.0
2000-12-12,21606,21784,20450,20538,396901,283404.0,12268555.0
2000-12-13,20139,21250,20139,20761,347851,286471.0,12268555.0
2000-12-14,20272,20583,20094,20316,230975,280336.0,12268555.0
2000-12-15,19650,20139,19116,19249,263480,265614.0,12268555.0
2000-12-18,18449,20094,18405,18938,584311,261320.0,12268555.0
2000-12-19,18672,18805,16760,17071,448067,235556.0,12268555.0
2000-12-20,16138,16760,15026,15026,529663,207339.0,12268555.0
2000-12-21,14226,14404,13248,13247,716734,182801.0,12268555.0
2000-12-22,13381,13781,11781,12047,821317,166239.0,12268555.0
2000-12-26,12314,13470,12314,13070,1050159,180348.0,12268555.0
2001-01-02,13070,14626,13070,14626,452100,201818.0,12268555.0
2001-01-03,14937,16360,14493,16359,1475454,225741.0,12268555.0
2001-01-04,18316,18316,18316,18315,94269,252732.0,12268555.0
2001-01-05,19427,20494,18672,20494,1289635,282790.0,12268555.0
2001-01-08,19605,22762,19472,22228,1704770,306714.0,12268555.0
2001-01-09,22317,24895,21517,24895,1858025,343520.0,12268555.0
2001-01-10,25073,27874,21917,21916,2320481,302420.0,12268555.0
2001-01-11,22984,24540,21961,24539,1924219,338612.0,12268555.0
2001-01-12,26763,27474,26763,27473,435729,379098.0,12268555.0
2001-01-15,30764,30764,30764,30763,119028,424492.0,12268555.0
2001-01-16,31119,34454,30408,34453,4249477,475407.0,12268555.0
2001-01-17,32008,36232,30675,33875,4291393,467432.0,12268555.0
2001-01-18,33698,34587,29830,29830,2905295,411610.0,12268555.0
2001-01-19,29875,32453,26896,28540,3533854,393821.0,12268555.0
2001-01-22,28541,31964,28052,31963,2921818,441055.0,12268555.0
2001-01-26,32453,34231,29875,31030,4194476,428173.0,12268555.0
2001-01-29,30230,31564,28007,28318,1714310,390753.0,12268555.0
2001-01-30,28719,29786,26585,26851,1206019,370510.0,12268555.0
2001-01-31,26274,30052,25162,30052,1570157,414677.0,12268555.0
2001-02-01,30764,33653,30675,31030,2583755,428173.0,12268555.0
2001-02-02,32186,32853,29786,30585,2304018,422038.0,12268555.0
2001-02-05,29741,29786,26940,27118,1091554,374191.0,12268555.0
2001-02-06,27563,29741,27029,29741,1846549,410383.0,12268555.0
2001-02-07,28630,30141,27207,27562,1400171,380325.0,12268555.0
2001-02-08,28096,29519,27963,28496,1023848,393207.0,12268555.0
2001-02-09,28407,28808,27918,28185,622865,388913.0,12268555.0
2001-02-12,27118,29875,27118,28718,1040720,396274.0,12268555.0
2001-02-13,29608,30230,28096,29207,687575,403022.0,12268555.0
2001-02-14,28897,29786,28585,28896,504518,398728.0,12268555.0
2001-02-15,29786,32364,29208,32364,1740902,446575.0,12268555.0
2001-02-16,33342,35787,32142,32808,3098586,452710.0,12268555.0
2001-02-19,32542,34187,32097,33786,1321770,466205.0,12268555.0
2001-02-20,34498,34542,31608,32453,1159437,447802.0,12268555.0
2001-02-21,30764,31920,30230,30274,700075,417744.0,12268555.0
2001-02-22,28941,29519,27296,28274,997242,390140.0,12268555.0
2001-02-23,28007,29963,28007,29963,959989,413450.0,12268555.0
2001-02-26,30675,30941,28185,28985,1110161,399955.0,12268555.0
2001-02-27,29341,29652,26540,26629,807736,367443.0,12268555.0
2001-02-28,25518,26940,25162,25917,689659,357628.0,12268555.0
2001-03-02,25340,25785,22939,22939,605810,316529.0,12268555.0
2001-03-05,22184,25651,21117,25651,1387779,353948.0,12268555.0
2001-03-06,25651,26451,23295,24050,1438085,331864.0,12268555.0
2001-03-07,24895,25251,23562,23872,583582,329411.0,12268555.0
2001-03-08,24895,26718,24451,26718,1630397,368670.0,12268555.0
2001-03-09,26674,27741,25251,25473,2491531,351494.0,12268555.0
2001-03-12,24273,24451,22850,23072,767112,318369.0,12268555.0
2001-03-13,21428,23873,20894,22272,1657533,307327.0,12268555.0
2001-03-14,23829,24362,23295,23561,1125012,325117.0,12268555.0
2001-03-15,21872,24984,21872,24006,1149155,331251.0,12268555.0
2001-03-16,24273,24273,22762,23250,524895,320823.0,12268555.0
2001-03-19,22495,23784,22495,23117,478264,318982.0,12268555.0
2001-03-20,24006,24807,23206,23739,1011741,327570.0,12268555.0
2001-03-21,23162,23651,22762,23606,573777,325730.0,12268555.0
2001-03-22,23740,23829,22673,22850,332534,315302.0,12268555.0
2001-03-23,23562,23562,22495,22628,288682,312235.0,12268555.0
2001-03-26,22762,23562,22762,23561,282431,325117.0,12268555.0
2001-03-27,23206,23517,22495,22494,217749,310394.0,12268555.0
2001-03-28,22806,23339,21695,21694,296308,299353.0,12268555.0
2001-03-29,21339,22050,20717,20983,220426,289538.0,12268555.0
2001-03-30,20850,21606,19650,20538,350649,283404.0,12268555.0
2001-04-02,21250,22984,20717,22361,1985965,308554.0,12268555.0
2001-04-03,21606,21872,20450,20672,702058,285244.0,12268555.0
2001-04-04,20139,20628,19294,19605,452490,270522.0,12268555.0
2001-04-06,21917,21917,20717,20894,748195,288311.0,12268555.0
2001-04-09,20183,20628,19427,19694,461518,271748.0,12268555.0
2001-04-10,20450,20539,19472,19738,366504,272362.0,12268555.0
2001-04-11,20805,20983,20094,20494,576191,282790.0,12268555.0
2001-04-12,21117,21695,20405,20716,829193,285857.0,12268555.0
2001-04-13,21206,21472,20316,20538,343709,283404.0,12268555.0
2001-04-16,20717,21206,20361,20405,318255,281563.0,12268555.0
2001-04-17,20450,20805,20272,20672,257937,285244.0,12268555.0
2001-04-18,21383,23117,21383,23117,1024798,318982.0,12268555.0
2001-04-19,25873,25873,25873,25873,488887,357015.0,12268555.0
2001-04-20,26674,28452,26051,27118,2380662,374191.0,12268555.0
2001-04-23,27474,30364,26852,30363,1593621,418971.0,12268555.0
2001-04-24,30408,33787,30141,33742,3815656,465592.0,12268555.0
2001-04-25,33609,34409,30853,32052,2035989,442281.0,12268555.0
2001-04-26,33164,33787,30541,30808,2016988,425105.0,12268555.0
2001-04-27,30275,30897,28808,29607,1041113,408543.0,12268555.0
2001-04-30,30408,33120,30408,33119,891918,457004.0,12268555.0
2001-05-02,37076,37076,36143,37076,1703202,511599.0,12268555.0
2001-05-03,36721,37076,34809,36142,2058965,498717.0,12268555.0
2001-05-04,35120,40455,34854,40455,2615380,558219.0,12268555.0
2001-05-07,43122,45256,42011,45256,2518283,624469.0,12268555.0
2001-05-08,44012,45968,41433,42677,2505425,588891.0,12268555.0
2001-05-09,42056,46412,41344,41610,2771739,574168.0,12268555.0
2001-05-10,42233,43122,40544,42766,1468074,590117.0,12268555.0
2001-05-11,41789,42856,41255,41610,1026530,574168.0,12268555.0
2001-05-14,40900,43923,40677,41610,1716832,574168.0,12268555.0
2001-05-15,41789,43300,41122,41788,1447366,576622.0,12268555.0
2001-05-16,41789,42500,38721,38765,984591,534909.0,12268555.0
2001-05-17,41789,42367,40722,41966,1328880,579076.0,12268555.0
2001-05-18,40544,41433,39255,39699,726750,547791.0,12268555.0
2001-05-21,40099,42411,40055,40321,929851,556379.0,12268555.0
2001-05-22,42233,42678,40500,40855,973728,563740.0,12268555.0
2001-05-23,40188,41567,39210,39432,782296,544110.0,12268555.0
2001-05-24,38677,39121,37565,38410,589220,530002.0,12268555.0
2001-05-25,39121,40722,38855,39743,916332,548404.0,12268555.0
2001-05-28,38810,39166,38410,38765,282836,534909.0,12268555.0
2001-05-29,38232,39966,38054,39921,507039,550858.0,12268555.0
2001-05-30,38588,39299,38321,38587,322046,532455.0,12268555.0
2001-05-31,37343,37654,36632,37076,392487,511599.0,12268555.0
2001-06-01,37210,37521,35298,35520,447193,490129.0,12268555.0
2001-06-04,34898,35698,34231,34542,401475,476633.0,12268555.0
2001-06-05,34765,36765,34320,34497,736893,476020.0,12268555.0
2001-06-07,34231,35031,33253,34675,380221,478474.0,12268555.0
2001-06-08,35832,38499,35120,37076,1042266,511599.0,12268555.0
2001-06-11,35698,36365,35165,35209,351482,485835.0,12268555.0
2001-06-12,35209,37165,34854,35520,543779,490129.0,12268555.0
2001-06-13,36010,36454,35254,35564,313040,490742.0,12268555.0
2001-06-14,34809,35832,34809,35298,243214,487062.0,12268555.0
2001-06-15,34320,35876,34320,35209,259875,485835.0,12268555.0
2001-06-18,34720,34943,34320,34320,193774,473566.0,12268555.0
2001-06-19,33787,34765,33653,34409,243714,474793.0,12268555.0
2001-06-20,33965,34231,32320,32897,248275,453937.0,12268555.0
2001-06-21,33876,35298,33164,33475,952699,461911.0,12268555.0
2001-06-22,33476,33653,32586,32764,302308,452096.0,12268555.0
2001-06-25,32186,32364,31386,31474,301077,434307.0,12268555.0
2001-06-26,31475,32097,30408,30763,284572,424492.0,12268555.0
2001-06-27,30764,32453,30452,31386,550902,433080.0,12268555.0
2001-06-28,31564,31920,30230,30408,285488,419585.0,12268555.0
2001-06-29,31742,32275,31030,31386,376604,433080.0,12268555.0
2001-07-02,31831,31875,31208,31563,168573,435534.0,12268555.0
2001-07-03,31564,32764,31208,31563,529045,435534.0,12268555.0
2001-07-04,31386,31875,30719,31208,185457,430626.0,12268555.0
2001-07-05,30853,31431,30408,30408,178482,419585.0,12268555.0
2001-07-06,29430,29786,28719,28763,270880,396888.0,12268555.0
2001-07-09,27385,27474,26096,26851,306766,370510.0,12268555.0
2001-07-10,27296,27741,26496,26584,265075,366830.0,12268555.0
2001-07-11,25073,27118,24629,26006,452464,358855.0,12268555.0
2001-07-12,28852,29119,28141,29118,445700,401795.0,12268555.0
2001-07-13,31431,32231,27830,28274,1669592,390140.0,12268555.0
2001-07-16,29163,30230,28230,30230,870196,417131.0,12268555.0
2001-07-18,30230,30497,28319,28407,537547,391980.0,12268555.0
2001-07-19,27341,31030,27341,30496,1442594,420811.0,12268555.0
2001-07-20,29919,32631,28897,29385,1538431,405476.0,12268555.0
2001-07-23,29875,30808,28897,29652,994754,409156.0,12268555.0
2001-07-24,29652,31431,28230,30230,1320497,417131.0,12268555.0
2001-07-25,29430,30497,29030,29074,575551,401182.0,12268555.0
2001-07-26,29341,30408,28319,28629,503410,395047.0,12268555.0
2001-07-27,29163,29563,28541,28718,414698,396274.0,12268555.0
