현대일렉트릭(267260),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-11-03,60468,60468,59079,59333,12807,871875.0,3710107.0
2017-11-06,59458,59585,57944,59585,12745,875585.0,3710107.0
2017-11-07,58953,58953,57438,57818,93150,849615.0,3710107.0
2017-11-08,57312,57312,56807,57061,10694,838484.0,3710107.0
2017-11-09,57186,57944,56176,56177,12692,825499.0,3710107.0
2017-11-10,56302,56428,55797,56177,8674,825499.0,3710107.0
2017-11-13,56302,56302,54913,56177,13382,825499.0,3710107.0
2017-11-14,56302,57060,55671,56808,16220,834774.0,3710107.0
2017-11-15,57060,57312,56428,56934,7473,836629.0,3710107.0
2017-11-16,56933,57944,56302,57944,12826,851470.0,3710107.0
2017-11-17,58947,59449,57442,58947,27780,435938.0,3710107.0
2017-11-20,59198,59699,57191,57693,20197,426662.0,3710107.0
2017-11-21,57944,58696,57191,57693,9443,426662.0,3710107.0
2017-11-22,57191,58194,56188,57442,15268,424807.0,3710107.0
2017-11-23,57442,59198,56689,59198,15484,437793.0,3710107.0
2017-11-24,57693,58696,57442,57944,26511,428517.0,3710107.0
2017-11-27,57944,58696,57191,58697,13061,434083.0,3710107.0
2017-11-28,57944,58445,57191,57693,18373,589962.0,5130107.0
2017-11-29,57191,58194,57191,57944,14956,592527.0,5130107.0
2017-11-30,57693,59449,57191,59198,24802,605353.0,5130107.0
2017-12-01,60201,62208,59449,61205,52944,625873.0,5130107.0
2017-12-04,61706,61706,59950,60954,15500,623308.0,5130107.0
2017-12-05,60954,61204,59699,60703,22817,620743.0,5130107.0
2017-12-06,60954,61204,59449,60703,21552,620743.0,5130107.0
2017-12-07,59699,60201,58194,58947,23640,602788.0,5130107.0
2017-12-08,57944,59449,57944,58446,15892,597657.0,5130107.0
2017-12-11,57693,57944,54933,56439,65777,1148151.0,10205783.0
2017-12-12,56940,57442,55686,56439,27540,1148151.0,10205783.0
2017-12-13,56188,57442,55937,56941,31420,1158356.0,10205783.0
2017-12-14,56940,57442,56188,56188,34531,1143048.0,10205783.0
2017-12-15,56188,57944,56188,57442,40641,1168562.0,10205783.0
2017-12-18,57191,57944,56188,57693,27808,1173665.0,10205783.0
2017-12-19,57442,57442,56188,56439,27737,1148151.0,10205783.0
2017-12-20,56438,57191,55686,56690,14481,1153253.0,10205783.0
2017-12-21,56438,56940,54683,55937,31516,1137945.0,10205783.0
2017-12-22,55937,56689,54683,55436,30226,1127739.0,10205783.0
2017-12-26,55937,55937,53930,54181,70361,1102225.0,10205783.0
2017-12-27,52927,55937,51923,55185,75939,1122636.0,10205783.0
2017-12-28,55184,57944,54683,57191,54769,1163459.0,10205783.0
2018-01-02,56689,58194,56438,57944,35901,1178768.0,10205783.0
2018-01-03,57693,59198,57191,58697,40536,1194077.0,10205783.0
2018-01-04,59198,59699,58194,58697,33800,1194077.0,10205783.0
2018-01-05,58696,60452,58194,59951,61627,1219591.0,10205783.0
2018-01-08,59699,60452,58445,58947,66344,1199180.0,10205783.0
2018-01-09,58947,58947,57944,58697,262829,1194077.0,10205783.0
2018-01-10,58696,62208,58194,61957,113420,1260414.0,10205783.0
2018-01-11,61455,61957,59699,60452,50990,1229797.0,10205783.0
2018-01-12,60954,60954,59198,60452,28881,1229797.0,10205783.0
2018-01-15,59449,59950,58445,59449,57083,1209385.0,10205783.0
2018-01-16,58947,59449,57693,58697,36782,1194077.0,10205783.0
2018-01-17,58194,58696,56188,57944,41111,1178768.0,10205783.0
2018-01-18,57693,57944,56438,57693,31107,1173665.0,10205783.0
2018-01-19,57693,58445,56438,57944,30242,1178768.0,10205783.0
2018-01-22,57191,57693,56438,56941,29857,1158356.0,10205783.0
2018-01-23,56940,58696,56188,57944,35407,1178768.0,10205783.0
2018-01-24,57944,59699,57191,59449,59300,1209385.0,10205783.0
2018-01-25,59699,60201,59198,60202,59204,1224694.0,10205783.0
2018-01-26,60201,60954,59449,60954,58743,1240003.0,10205783.0
2018-01-29,61455,64967,60452,64215,201675,1306340.0,10205783.0
2018-01-30,64465,65720,62208,62710,159129,1275723.0,10205783.0
2018-01-31,62709,63462,60703,61707,96156,1255311.0,10205783.0
2018-02-01,61957,65218,61957,64466,104929,1311443.0,10205783.0
2018-02-02,64967,64967,62459,62710,48622,1275723.0,10205783.0
2018-02-05,61455,62709,60452,61957,38412,1260414.0,10205783.0
2018-02-06,59699,60703,58445,60703,55796,1234900.0,10205783.0
2018-02-07,61957,62208,56689,58195,40724,1183871.0,10205783.0
2018-02-08,58445,58947,56689,57693,60700,1173665.0,10205783.0
2018-02-09,53178,53428,48060,48312,547501,982817.0,10205783.0
2018-02-12,48662,49515,47759,49265,112411,1002208.0,10205783.0
2018-02-13,49766,49816,48060,49165,63668,1000167.0,10205783.0
2018-02-14,47910,48562,47559,47810,81136,972611.0,10205783.0
2018-02-19,47709,48763,47709,47961,38675,975673.0,10205783.0
2018-02-20,48111,48562,48060,48111,33459,978735.0,10205783.0
2018-02-21,47910,50920,47910,50419,132454,1025681.0,10205783.0
2018-02-22,49917,50920,48512,49616,50400,1009352.0,10205783.0
2018-02-23,49666,49816,48060,48412,124704,984858.0,10205783.0
2018-02-26,48662,48662,47659,47810,53075,972611.0,10205783.0
2018-02-27,48211,48211,46555,46757,82488,951179.0,10205783.0
2018-02-28,46756,47107,44699,45402,90630,923623.0,10205783.0
2018-03-02,45201,45703,43646,43847,109027,891985.0,10205783.0
2018-03-05,43846,44147,42592,43044,79412,875656.0,10205783.0
2018-03-06,43244,43896,42090,42392,83996,862389.0,10205783.0
2018-03-07,42391,42793,41890,42442,45727,863409.0,10205783.0
2018-03-08,42191,43044,41990,42843,51801,871574.0,10205783.0
2018-03-09,42893,44097,42843,42994,51776,874636.0,10205783.0
2018-03-12,43746,43947,43194,43947,40773,894027.0,10205783.0
2018-03-13,43545,44348,43144,44348,48098,902191.0,10205783.0
2018-03-14,43896,43997,41238,41589,161493,846059.0,10205783.0
2018-03-15,41539,42341,40786,41940,39970,853203.0,10205783.0
2018-03-16,41940,42291,40987,41489,62762,844018.0,10205783.0
2018-03-19,41789,41789,41037,41088,31993,835854.0,10205783.0
2018-03-20,40836,41388,39783,40335,136606,820545.0,10205783.0
2018-03-21,40686,41037,39933,40636,47564,826668.0,10205783.0
2018-03-22,40636,40886,39682,39733,66519,808298.0,10205783.0
2018-03-23,38980,39231,38077,38328,100717,779722.0,10205783.0
2018-03-26,37876,39983,37876,39683,48084,807277.0,10205783.0
2018-03-27,40134,43044,40134,42392,124122,862389.0,10205783.0
2018-03-28,42391,43395,41137,41890,64527,852183.0,10205783.0
2018-03-29,41187,42291,40937,41238,34747,838915.0,10205783.0
2018-03-30,41639,41639,40786,41389,20607,841977.0,10205783.0
2018-04-02,41388,41689,40184,40586,27989,825648.0,10205783.0
2018-04-03,40034,40636,39933,40034,35372,814421.0,10205783.0
2018-04-04,40284,40284,38378,38981,55317,792989.0,10205783.0
2018-04-05,39131,39482,38729,39282,34472,799113.0,10205783.0
2018-04-06,39281,39532,38629,38680,37705,786866.0,10205783.0
2018-04-09,38729,39381,38027,38077,53170,774619.0,10205783.0
2018-04-10,38077,38177,37124,37325,48805,759310.0,10205783.0
2018-04-11,37525,38980,37375,38730,43281,787886.0,10205783.0
2018-04-12,38779,39432,38428,39382,38251,801154.0,10205783.0
2018-04-13,39482,39783,38980,39482,17291,803195.0,10205783.0
2018-04-16,39733,39833,38880,39081,14874,795030.0,10205783.0
2018-04-17,39131,39131,38478,38529,15455,783804.0,10205783.0
2018-04-18,39080,39231,38478,38830,23457,789928.0,10205783.0
2018-04-19,38930,42993,38830,42542,176105,865450.0,10205783.0
2018-04-20,43345,45151,43194,43797,178178,890965.0,10205783.0
2018-04-23,46154,46555,42993,43797,247467,890965.0,10205783.0
2018-04-24,44197,45803,42993,44399,155153,903212.0,10205783.0
2018-04-25,44147,45101,43495,44248,103368,900150.0,10205783.0
2018-04-26,44298,45502,43244,43395,121789,882800.0,10205783.0
2018-04-27,43646,43846,41087,41088,195313,835854.0,10205783.0
2018-04-30,41890,49164,41840,47158,376372,959344.0,10205783.0
2018-05-02,48913,51422,48010,49817,393535,1013434.0,10205783.0
2018-05-03,46305,48662,46204,46656,281557,949138.0,10205783.0
2018-05-04,46706,51673,45602,50168,282238,1020578.0,10205783.0
2018-05-08,49666,50669,47107,47710,164243,970570.0,10205783.0
2018-05-09,47709,47960,44850,46656,156984,949138.0,10205783.0
2018-05-10,47910,47960,45402,45854,95262,932809.0,10205783.0
2018-05-11,45652,47107,44649,47108,103956,958323.0,10205783.0
2018-05-14,49164,52927,47709,51673,281799,1051196.0,10205783.0
2018-05-15,52927,55435,50669,52175,269850,1061401.0,10205783.0
2018-05-16,49164,50669,46505,46506,276120,946076.0,10205783.0
2018-05-17,46656,49264,45903,47007,179850,956282.0,10205783.0
2018-05-18,47208,47509,45402,46757,131992,951179.0,10205783.0
2018-05-21,46204,46305,45301,45402,87298,923623.0,10205783.0
2018-05-23,45151,45301,43896,44098,115273,897088.0,10205783.0
2018-05-24,44800,45050,42692,42944,80042,873615.0,10205783.0
2018-05-25,38679,41689,38679,41338,245383,840957.0,10205783.0
2018-05-28,44398,52425,44398,48914,474283,995064.0,10205783.0
2018-05-29,48662,48763,45351,45553,175664,926685.0,10205783.0
2018-05-30,45853,48111,44348,47810,164994,972611.0,10205783.0
2018-05-31,47157,47609,45903,46054,97544,936891.0,10205783.0
2018-06-01,46405,46405,44649,44649,98303,908315.0,10205783.0
2018-06-04,46204,46204,43495,44399,104204,903212.0,10205783.0
2018-06-05,44498,45552,43395,45352,65677,922603.0,10205783.0
2018-06-07,45351,45552,44248,44850,63774,912397.0,10205783.0
2018-06-08,44599,44649,43144,43144,71859,877697.0,10205783.0
2018-06-11,43495,44649,42993,44649,71340,908315.0,10205783.0
2018-06-12,44448,44649,42241,42643,111348,867492.0,10205783.0
2018-06-14,41689,41990,39682,39683,124349,807277.0,10205783.0
2018-06-15,39682,41137,39030,39382,70839,801154.0,10205783.0
2018-06-18,39281,40184,39281,39633,61452,806257.0,10205783.0
2018-06-19,39231,40084,37776,37927,61908,771557.0,10205783.0
2018-06-20,37525,38428,37525,38278,50760,778701.0,10205783.0
2018-06-21,38278,38679,36773,36873,62362,750125.0,10205783.0
2018-06-22,36923,37274,34916,36623,133276,745022.0,10205783.0
2018-06-25,36873,37475,36371,36572,27553,744002.0,10205783.0
2018-06-26,36522,37876,35920,36271,27537,737878.0,10205783.0
2018-06-27,36572,36572,34967,35017,45157,712364.0,10205783.0
2018-06-28,34515,35518,34164,34164,52949,695014.0,10205783.0
2018-06-29,34365,35418,34114,35118,66129,714405.0,10205783.0
2018-07-02,35117,35217,32559,32710,73266,665417.0,10205783.0
2018-07-03,33060,33161,31405,31806,68523,647047.0,10205783.0
2018-07-04,31455,32408,30853,31405,46062,638882.0,10205783.0
2018-07-05,31304,31655,30201,30853,67453,627656.0,10205783.0
2018-07-06,31104,32759,31003,32459,46822,660314.0,10205783.0
2018-07-09,32207,32207,29900,30703,112583,624594.0,10205783.0
2018-07-10,30752,31856,30602,30753,39152,625614.0,10205783.0
2018-07-11,30502,30803,30000,30653,51577,623573.0,10205783.0
2018-07-12,30502,30652,29298,29398,131622,598059.0,10205783.0
2018-07-13,29448,29599,28997,29449,95008,599079.0,10205783.0
2018-07-16,29599,30251,29498,29699,50681,604182.0,10205783.0
2018-07-17,30100,31104,29749,30051,72155,611326.0,10205783.0
2018-07-18,30301,30401,29097,29398,36603,598059.0,10205783.0
2018-07-19,29398,29599,28746,29097,30852,591935.0,10205783.0
2018-07-20,28796,29197,28495,28847,26600,586833.0,10205783.0
2018-07-23,28896,29298,28094,28194,35352,573565.0,10205783.0
2018-07-24,27843,30050,27843,29699,51735,604182.0,10205783.0
2018-07-25,29900,30100,29298,29800,57219,606224.0,10205783.0
2018-07-26,30301,30752,29097,29248,41003,594997.0,10205783.0
2018-07-27,29548,29548,28946,29198,32615,593977.0,10205783.0
2018-07-30,29197,33311,29197,33061,164493,672561.0,10205783.0
2018-07-31,33411,33411,31003,32108,123842,653170.0,10205783.0
2018-08-01,32107,32659,31455,32208,45090,655211.0,10205783.0
2018-08-02,32057,32207,31104,31455,34691,639903.0,10205783.0
2018-08-03,31806,32809,31756,32208,38995,655211.0,10205783.0
2018-08-06,32157,32609,31856,32358,33320,658273.0,10205783.0
2018-08-07,32358,33060,31505,32810,41448,667458.0,10205783.0
2018-08-08,32809,33110,32258,32810,23386,667458.0,10205783.0
2018-08-09,32559,32809,32057,32108,23438,653170.0,10205783.0
2018-08-10,32659,32709,32057,32609,30958,663376.0,10205783.0
2018-08-13,32609,32759,31304,31305,30987,636841.0,10205783.0
2018-08-14,31354,31655,31003,31305,13098,636841.0,10205783.0
2018-08-16,30903,32609,30903,32258,51156,656232.0,10205783.0
2018-08-17,32007,33060,31655,32258,46123,656232.0,10205783.0
2018-08-20,32609,32910,32157,32559,23815,662355.0,10205783.0
2018-08-21,32960,32960,31706,32358,46675,658273.0,10205783.0
2018-08-22,32508,33060,32107,32409,20301,659294.0,10205783.0
2018-08-23,32458,32508,31605,31656,31518,643985.0,10205783.0
2018-08-24,31405,32057,31354,32057,18038,652150.0,10205783.0
2018-08-27,31505,31505,30502,30954,59561,629697.0,10205783.0
2018-08-28,31204,31505,30602,30803,26023,626635.0,10205783.0
2018-08-29,30702,30752,30050,30502,39932,620512.0,10205783.0
2018-08-30,30502,31104,30301,30552,32841,621532.0,10205783.0
2018-08-31,30602,30602,29649,29699,46276,604182.0,10205783.0
2018-09-03,29849,30150,29097,29549,31596,601121.0,10205783.0
2018-09-04,29247,30050,29147,30000,24103,610306.0,10205783.0
2018-09-05,30301,30752,30000,30051,21883,611326.0,10205783.0
2018-09-06,30050,31455,30050,30703,68472,624594.0,10205783.0
2018-09-07,30903,31405,30251,31154,24754,633779.0,10205783.0
2018-09-10,31254,32107,31104,31706,45107,645005.0,10205783.0
2018-09-11,32057,32157,31304,31857,34184,648067.0,10205783.0
2018-09-12,32157,32358,30953,31656,31476,643985.0,10205783.0
2018-09-13,31455,32960,31354,32208,64859,655211.0,10205783.0
2018-09-14,32258,32809,31806,32158,31954,654191.0,10205783.0
2018-09-17,32157,32358,31655,31957,23194,650108.0,10205783.0
2018-09-18,31906,32508,31104,32208,53252,655211.0,10205783.0
2018-09-19,32107,32809,31405,31405,38926,638882.0,10205783.0
2018-09-20,31856,33813,31605,33813,83487,687870.0,10205783.0
2018-09-21,34013,35067,34013,34566,155649,703178.0,10205783.0
2018-09-27,35318,36020,34064,34867,90812,709302.0,10205783.0
2018-09-28,35067,35067,34013,34666,49107,705220.0,10205783.0
2018-10-01,34666,35518,34264,35419,43186,720528.0,10205783.0
2018-10-02,35167,36070,34916,35268,72759,717467.0,10205783.0
2018-10-04,36120,37074,35669,36071,94476,733796.0,10205783.0
2018-10-05,35819,36773,34365,36322,88923,738899.0,10205783.0
2018-10-08,36622,36622,35518,35519,29527,722569.0,10205783.0
2018-10-10,35518,35819,34214,34817,37959,708281.0,10205783.0
2018-10-11,33612,34365,32107,33261,69201,676643.0,10205783.0
2018-10-12,32207,34866,32207,34215,47200,696034.0,10205783.0
2018-10-15,34615,35468,34164,35218,40668,716446.0,10205783.0
2018-10-16,35619,35619,34114,35067,41637,713384.0,10205783.0
2018-10-17,35518,35518,34264,35118,30235,714405.0,10205783.0
2018-10-18,34666,35167,34164,34265,26462,697055.0,10205783.0
2018-10-19,34264,34515,33763,34365,22224,699096.0,10205783.0
2018-10-22,34164,34565,33411,33512,27413,681746.0,10205783.0
2018-10-23,33512,33863,33010,33211,29723,675623.0,10205783.0
2018-10-24,33110,33662,32308,32659,22090,664396.0,10205783.0
2018-10-25,31706,32458,30903,31154,29679,633779.0,10205783.0
2018-10-26,31154,31706,30100,30402,25366,618470.0,10205783.0
2018-10-29,29749,30953,29548,29549,35653,601121.0,10205783.0
2018-10-30,28445,29247,26187,27542,110756,560297.0,10205783.0
2018-10-31,27391,27391,23528,23629,278607,480692.0,10205783.0
2018-11-01,23553,23804,22073,22275,236864,453137.0,10205783.0
2018-11-02,22450,24231,22400,23504,245264,478141.0,10205783.0
2018-11-05,23177,23202,22450,22626,99696,460281.0,10205783.0
2018-11-06,22701,23328,22124,22375,98933,455178.0,10205783.0
2018-11-07,22675,23177,19791,20268,503044,412314.0,10205783.0
2018-11-08,20819,21145,20267,20393,271194,414865.0,10205783.0
2018-11-09,20719,23779,20719,22049,598832,448544.0,10205783.0
2018-11-12,22224,22500,21948,21948,131934,446503.0,10205783.0
2018-11-13,21572,22324,21471,22249,104448,452626.0,10205783.0
2018-11-14,22224,22500,21396,21748,104308,442421.0,10205783.0
2018-11-15,21672,21948,21070,21547,89855,438338.0,10205783.0
2018-11-16,21547,22199,21371,22199,89412,451606.0,10205783.0
2018-11-19,22400,22876,22149,22776,110085,463343.0,10205783.0
2018-11-20,22726,22901,21396,22726,75614,462322.0,10205783.0
2018-11-21,22475,22876,22374,22877,75604,465384.0,10205783.0
2018-11-22,22901,23177,22400,22400,104853,455688.0,10205783.0
2018-11-23,22900,23000,21300,22150,191426,226058.0,10205783.0
2018-11-26,22300,24950,22050,23800,208518,242898.0,10205783.0
2018-11-27,23800,25100,23600,25100,116249,256165.0,10205783.0
2018-11-28,25150,29800,25150,27400,385959,279638.0,10205783.0
2018-11-29,27400,29150,26750,27500,126054,280659.0,10205783.0
2018-11-30,27500,27600,26400,27450,60258,280149.0,10205783.0
2018-12-03,27900,27900,27150,27600,44683,281680.0,10205783.0
2018-12-04,28000,28300,27650,27850,52796,284231.0,10205783.0
2018-12-05,27150,27900,27000,27650,40258,282190.0,10205783.0
2018-12-06,27650,27650,26200,26200,58006,267392.0,10205783.0
2018-12-07,26700,26850,26150,26750,40441,273005.0,10205783.0
2018-12-10,26500,26850,25700,26600,34491,271474.0,10205783.0
2018-12-11,26150,26450,25600,25800,31274,263309.0,10205783.0
2018-12-12,25250,26650,25250,26500,53442,270453.0,10205783.0
2018-12-13,26350,26850,26000,26550,34989,270964.0,10205783.0
2018-12-14,25550,26400,25550,26050,54119,265861.0,10205783.0
2018-12-17,26000,26050,24500,25000,58681,255145.0,10205783.0
2018-12-18,23900,24100,23150,23650,181195,481446.0,20357135.0
2018-12-19,23950,24050,23400,23900,100207,486536.0,20357135.0
2018-12-20,23950,24550,23600,24150,77844,491625.0,20357135.0
2018-12-21,23900,24250,22800,22800,153476,464143.0,20357135.0
2018-12-24,22600,22800,21700,21800,145358,443786.0,20357135.0
2018-12-26,21350,21950,21100,21500,78507,437678.0,20357135.0
2018-12-27,22050,22250,21600,22000,50419,447857.0,20357135.0
2018-12-28,22050,22650,21900,22200,56180,451928.0,20357135.0
2019-01-02,22350,22700,21600,22000,61738,447857.0,20357135.0
2019-01-03,21900,23100,21900,22450,106998,457018.0,20357135.0
2019-01-04,22250,22550,21400,22200,126905,451928.0,20357135.0
2019-01-07,22450,23300,22300,22850,125878,465161.0,20357135.0
2019-01-08,23300,23850,22850,23300,127535,474321.0,20357135.0
2019-01-09,23700,24650,23300,24500,193843,498750.0,20357135.0
2019-01-10,24350,25000,23800,23900,142988,486536.0,20357135.0
2019-01-11,23900,24250,23850,24100,42069,490607.0,20357135.0
2019-01-14,24250,24250,23650,23700,42061,482464.0,20357135.0
2019-01-15,23500,24050,23500,23800,73221,484500.0,20357135.0
2019-01-16,23900,24850,23850,24650,114850,501803.0,20357135.0
2019-01-17,24650,24700,24050,24250,73507,493661.0,20357135.0
2019-01-18,24200,24350,23950,24100,38115,490607.0,20357135.0
2019-01-21,24100,24400,24050,24300,49188,494678.0,20357135.0
2019-01-22,24300,24750,24000,24050,59131,489589.0,20357135.0
