삼성화재해상보험(000810),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-02-25,33421,33597,32981,33420,99590,1393004.0,3665800.0
1999-02-26,33861,34388,33861,34300,74900,1429662.0,3665800.0
1999-03-02,33421,34212,33421,33684,130400,1404001.0,3665800.0
1999-03-03,33641,33861,33465,33684,117500,1404001.0,3665800.0
1999-03-04,33685,33685,33421,33420,101930,1393004.0,3665800.0
1999-03-05,33465,34300,33421,33508,87500,1396670.0,3665800.0
1999-03-08,33861,35180,33861,35179,108600,1466320.0,3665800.0
1999-03-09,35312,37379,35180,36059,304300,1502978.0,3665800.0
1999-03-10,36015,36323,34300,34300,160650,1429662.0,3665800.0
1999-03-11,35268,36059,34740,36059,72600,1502978.0,3665800.0
1999-03-12,35708,36015,35356,36015,164880,1501145.0,3665800.0
1999-03-15,37203,37203,34828,36938,503920,1539636.0,3665800.0
1999-03-16,36939,36939,35224,36718,185620,1530472.0,3665800.0
1999-03-17,36719,36719,35708,35795,124400,1491981.0,3665800.0
1999-03-18,35752,36059,35356,35443,608850,1477317.0,3665800.0
1999-03-19,35620,36763,35444,36191,559430,1508477.0,3665800.0
1999-03-22,36587,39489,36323,38697,403900,1612952.0,3665800.0
1999-03-23,38654,39577,38522,39577,287820,1649610.0,3665800.0
1999-03-24,39577,39577,38434,38697,72900,1612952.0,3665800.0
1999-03-25,38522,39929,37818,39577,227000,1649610.0,3665800.0
1999-03-26,39577,39577,38874,39137,124100,1631281.0,3665800.0
1999-03-29,39094,39753,38434,39577,362000,1649610.0,3665800.0
1999-03-30,39577,42656,39577,41688,447400,1737589.0,3665800.0
1999-03-31,41688,41688,40897,41160,636600,1715594.0,3665800.0
1999-04-01,41424,43975,39665,43095,160400,1796242.0,3665800.0
1999-04-02,43095,44854,42744,44854,100300,1869558.0,3665800.0
1999-04-06,44942,46525,44942,45294,222400,1887887.0,3665800.0
1999-04-07,45030,50571,44239,48372,310900,2016190.0,3665800.0
1999-04-08,47845,49955,46613,46877,223700,1953871.0,3665800.0
1999-04-09,46613,48284,45910,48108,203500,2005193.0,3665800.0
1999-04-12,48372,48372,46525,47053,111900,1961203.0,3665800.0
1999-04-13,44854,47493,44854,46613,200800,1942874.0,3665800.0
1999-04-14,46437,46965,45910,46965,302900,1957537.0,3665800.0
1999-04-15,46877,47229,45998,47140,153430,1964869.0,3665800.0
1999-04-16,47229,52682,47141,51714,402150,2155490.0,3665800.0
1999-04-19,54353,54353,51275,51626,171100,2151825.0,3665800.0
1999-04-20,51890,54265,51275,52769,222200,2199480.0,3665800.0
1999-04-21,48460,52770,48460,51186,139600,2133496.0,3665800.0
1999-04-22,49340,50923,49076,50834,147920,2118832.0,3665800.0
1999-04-23,49428,52330,49340,51890,120870,2162822.0,3665800.0
1999-04-26,51890,53649,51890,52769,184000,2199480.0,3665800.0
1999-04-27,48636,53473,48636,52769,139770,2199480.0,3665800.0
1999-04-28,52770,53210,52330,52505,295600,2188483.0,3665800.0
1999-04-29,50131,52330,49779,49779,151600,2074843.0,3665800.0
1999-04-30,50131,50131,47669,48372,204460,2016190.0,3665800.0
1999-05-03,50483,52330,48724,51010,156200,2126164.0,3665800.0
1999-05-04,52770,58662,52770,58662,307060,2445089.0,3665800.0
1999-05-06,67457,67457,62004,64203,645280,2676034.0,3665800.0
1999-05-07,65083,65083,57167,59805,311360,2492744.0,3665800.0
1999-05-10,64115,64203,59806,59805,560700,2492744.0,3665800.0
1999-05-11,60685,61477,58047,58046,252380,2419428.0,3665800.0
1999-05-12,55584,57959,54529,56287,201020,2346112.0,3665800.0
1999-05-13,54529,56728,54529,54616,191130,2276462.0,3665800.0
1999-05-14,54617,56903,53122,55496,198500,2313120.0,3665800.0
1999-05-17,54529,55232,51538,51890,226740,2162822.0,3665800.0
1999-05-18,51890,54441,51451,52417,164190,2184817.0,3665800.0
1999-05-19,52594,53561,52418,53385,224550,2225141.0,3665800.0
1999-05-20,53649,56024,52946,54089,241180,2254467.0,3665800.0
1999-05-21,52770,55320,52770,54528,136300,2272796.0,3665800.0
1999-05-24,54529,54881,51011,51890,205150,2162822.0,3665800.0
1999-05-25,51890,54089,51890,52505,180040,2188483.0,3665800.0
1999-05-26,52770,54001,52506,53209,423600,2217809.0,3665800.0
1999-05-27,53649,56728,53385,54089,246500,2254467.0,3665800.0
1999-05-28,55848,55848,52770,53561,205170,2232472.0,3665800.0
1999-05-31,53649,54529,53297,53297,143440,2221475.0,3665800.0
1999-06-01,53297,56112,52770,55848,286600,2327783.0,3665800.0
1999-06-02,56552,58662,55584,58486,260800,2437757.0,3665800.0
1999-06-03,58486,58662,56024,57255,361610,2386436.0,3665800.0
1999-06-04,57959,62004,57607,59365,484420,2474415.0,3665800.0
1999-06-07,58926,63324,58926,62268,367390,2595386.0,3665800.0
1999-06-08,61565,61741,59806,60773,190820,2533068.0,3665800.0
1999-06-09,60685,60685,57167,57431,239930,2393767.0,3665800.0
1999-06-10,57431,59102,56376,57255,232960,2386436.0,3665800.0
1999-06-11,57431,58399,57167,57431,358500,2393767.0,3665800.0
1999-06-14,57167,57343,53210,54440,604750,2269130.0,3665800.0
1999-06-15,54441,57255,53737,56111,471700,2338780.0,3665800.0
1999-06-16,56112,59806,56112,59102,317050,2463418.0,3665800.0
1999-06-17,59102,60245,58223,58222,298680,2426760.0,3665800.0
1999-06-18,60685,60685,58047,58926,141410,2456086.0,3665800.0
1999-06-21,59278,62444,59190,61564,585120,2566060.0,3665800.0
1999-06-22,62444,64115,60861,61476,300960,2562394.0,3665800.0
1999-06-23,62444,65962,61389,65962,497850,2749350.0,3665800.0
1999-06-24,63763,66314,63500,64906,437720,2705360.0,3665800.0
1999-06-25,65083,72998,65083,71239,635530,2969298.0,3665800.0
1999-06-28,72119,72558,68689,70535,540790,2939972.0,3665800.0
1999-06-29,71239,77308,70184,75636,412510,3152588.0,3665800.0
1999-06-30,74757,75197,68161,71678,354570,2987627.0,3665800.0
1999-07-01,71679,71679,71679,71678,0,2987627.0,3665800.0
1999-07-02,71679,71679,71679,71678,0,,
1999-07-05,80034,81705,72207,72206,869160,3009622.0,36658000.0
1999-07-06,69480,71943,66930,68512,960380,2855658.0,36658000.0
1999-07-07,71239,73526,68689,69656,797962,2903314.0,36658000.0
1999-07-08,70272,70360,65171,66841,574727,2786008.0,36658000.0
1999-07-09,68161,70360,65522,67721,400705,2822666.0,36658000.0
1999-07-12,67897,68601,61653,62883,407150,2621047.0,36658000.0
1999-07-13,61125,62884,59982,61564,416030,2566060.0,36658000.0
1999-07-14,60333,61477,56288,56287,368931,2346112.0,36658000.0
1999-07-15,57167,62004,57167,62004,623220,2584389.0,36658000.0
1999-07-16,61565,65083,60861,65082,399680,2712692.0,36658000.0
1999-07-19,65083,66402,61653,64730,245570,2698029.0,36658000.0
1999-07-20,64203,64203,61213,61476,306320,2562394.0,36658000.0
1999-07-21,60685,60685,56728,57607,330685,2401099.0,36658000.0
1999-07-22,57167,57959,53297,57958,323755,2415762.0,36658000.0
1999-07-23,55408,57783,52770,53209,280675,2217809.0,36658000.0
1999-07-26,51011,52242,49252,50571,372152,2107835.0,36658000.0
1999-07-27,51451,55320,50571,54528,413545,2272796.0,36658000.0
1999-07-28,54089,57079,52330,55232,376630,2302122.0,36658000.0
1999-07-29,55408,59718,55232,58838,610110,2452420.0,36658000.0
1999-07-30,58486,58838,54177,55056,497860,2294791.0,36658000.0
1999-08-02,53737,55232,52946,54089,258660,2254467.0,36658000.0
1999-08-03,55936,62180,55408,62180,865720,2591721.0,36658000.0
1999-08-04,64731,64995,58399,59805,490130,2492744.0,36658000.0
1999-08-05,58047,59190,54177,55232,338550,2302122.0,36658000.0
1999-08-06,56288,57079,54529,54528,224000,2272796.0,36658000.0
1999-08-09,54529,56728,53737,54792,117190,2283793.0,36658000.0
1999-08-10,54793,55848,54089,54968,200095,2291125.0,36658000.0
1999-08-11,55408,59806,54969,55848,297070,2327783.0,36658000.0
1999-08-12,54969,57871,54969,55848,141780,2327783.0,36658000.0
1999-08-13,55408,55848,50747,53297,326060,2221475.0,36658000.0
1999-08-16,53385,54705,52770,53649,163840,2236138.0,36658000.0
1999-08-17,53385,54441,51011,51010,233680,2126164.0,36658000.0
1999-08-18,48372,50571,48372,48724,266460,2030853.0,36658000.0
1999-08-19,48724,51011,48724,49867,108040,2078509.0,36658000.0
1999-08-20,49252,49428,47581,48899,209580,2038185.0,36658000.0
1999-08-23,49428,54617,49252,52857,297910,2203146.0,36658000.0
1999-08-24,53649,55408,53210,54001,244640,2250801.0,36658000.0
1999-08-25,55408,58223,53210,57431,309530,2393767.0,36658000.0
1999-08-26,58047,58047,55672,56375,182120,2349778.0,36658000.0
1999-08-27,56288,56288,53561,54440,182180,2269130.0,36658000.0
1999-08-30,53649,54969,52330,52769,132774,2199480.0,36658000.0
1999-08-31,52682,53210,51099,51274,146320,2137161.0,36658000.0
1999-09-01,52682,52682,51011,51626,208900,2151825.0,36658000.0
1999-09-02,50923,51890,49516,49867,191040,2078509.0,36658000.0
1999-09-03,49252,50131,47933,48548,198580,2023522.0,36658000.0
1999-09-06,49692,51714,48900,51010,238510,2126164.0,36658000.0
1999-09-07,51011,52594,49955,51186,241690,2133496.0,36658000.0
1999-09-08,51363,52506,48548,49251,242750,2052848.0,36658000.0
1999-09-09,50571,50659,49340,49691,172030,2071177.0,36658000.0
1999-09-10,50131,55144,50131,54089,551900,2254467.0,36658000.0
1999-09-13,54529,55408,52506,53473,248318,2228806.0,36658000.0
1999-09-14,52858,55056,52858,52857,250370,2203146.0,36658000.0
1999-09-15,52858,55408,52858,53825,121691,2243470.0,36658000.0
1999-09-16,54969,55232,52858,52857,219110,2203146.0,36658000.0
1999-09-17,52330,53649,51978,52857,126160,2203146.0,36658000.0
1999-09-20,52330,53649,52330,53209,97320,2217809.0,36658000.0
1999-09-21,52770,53649,52770,52769,166520,2199480.0,36658000.0
1999-09-22,52770,53210,51011,51714,122760,2155490.0,36658000.0
1999-09-27,51714,52594,48988,49163,125730,2049182.0,36658000.0
1999-09-28,49164,50923,49164,49691,109020,2071177.0,36658000.0
1999-09-29,50483,50483,48372,48372,129130,2016190.0,36658000.0
1999-09-30,48372,49604,47053,47140,283690,1964869.0,36658000.0
1999-10-01,47053,47493,43975,45294,228080,1887887.0,36658000.0
1999-10-04,44239,46437,43975,43974,215620,1832900.0,36658000.0
1999-10-05,44063,44415,39665,40280,253320,1678936.0,36658000.0
1999-10-06,40897,42656,38698,42215,358130,1759584.0,36658000.0
1999-10-07,43271,44766,41776,43886,388350,1829234.0,36658000.0
1999-10-08,43271,44151,42656,42919,286040,1788910.0,36658000.0
1999-10-11,43975,44766,43007,43359,142960,1807239.0,36658000.0
1999-10-12,43095,45822,43095,45294,165950,1887887.0,36658000.0
1999-10-13,45206,45206,44063,44854,106100,1869558.0,36658000.0
1999-10-14,44415,46086,44239,45733,172160,1906216.0,36658000.0
1999-10-15,46613,48284,46262,47492,275441,1979532.0,36658000.0
1999-10-18,44415,46613,44151,45118,106310,1880555.0,36658000.0
1999-10-19,45734,46789,44063,44502,155480,1854895.0,36658000.0
1999-10-20,46525,50835,45734,47756,660390,1990529.0,36658000.0
1999-10-21,49076,49516,45294,46437,268850,1935542.0,36658000.0
1999-10-22,45998,46613,45294,46437,110660,1935542.0,36658000.0
1999-10-25,45998,46437,44151,44766,110630,1865892.0,36658000.0
1999-10-26,43183,45646,43183,44678,139430,1862226.0,36658000.0
1999-10-27,44854,45558,44415,44678,153300,1862226.0,36658000.0
1999-10-28,44063,46262,43535,46085,155510,1920879.0,36658000.0
1999-10-29,46613,47757,46437,46613,238250,1942874.0,36658000.0
1999-11-01,47581,49779,47493,49515,222280,2063845.0,36658000.0
1999-11-02,49516,50483,48460,49603,182490,2067511.0,36658000.0
1999-11-03,49692,51187,48724,50395,161130,2100503.0,36658000.0
1999-11-04,50835,51626,49779,51010,211900,2126164.0,36658000.0
1999-11-05,52330,53561,51011,51186,280370,2133496.0,36658000.0
1999-11-08,51187,53473,50835,51538,241910,2148159.0,36658000.0
1999-11-09,51890,55408,51714,54968,704400,2291125.0,36658000.0
1999-11-10,55320,57343,52946,54176,554823,2258133.0,36658000.0
1999-11-11,54617,55232,51890,54528,312020,2272796.0,36658000.0
1999-11-12,54529,57519,52946,54968,435550,2291125.0,36658000.0
1999-11-15,54529,56288,53122,54001,278873,2250801.0,36658000.0
1999-11-16,54265,55320,53034,53209,225000,2217809.0,36658000.0
1999-11-17,54265,54265,51275,52681,401950,2195814.0,36658000.0
1999-11-18,51538,52594,50659,51098,266770,2129830.0,36658000.0
1999-11-19,50659,53122,50571,53121,283530,2214143.0,36658000.0
1999-11-22,52770,54881,52066,52417,243442,2184817.0,36658000.0
1999-11-23,51626,52770,51451,51890,107650,2162822.0,36658000.0
1999-11-24,51363,51451,50659,51186,114880,2133496.0,36658000.0
1999-11-25,50131,51802,50131,50219,189160,2093172.0,36658000.0
1999-11-26,49779,49779,46965,47492,186130,1979532.0,36658000.0
1999-11-29,48284,48284,43975,45294,240000,1887887.0,36658000.0
1999-11-30,45294,46701,44766,45294,395696,1887887.0,36658000.0
1999-12-01,45558,46437,41600,41907,607670,1746754.0,36658000.0
1999-12-02,43095,43975,41072,41072,538380,1711929.0,36658000.0
1999-12-03,42128,42919,41776,42435,323940,1768748.0,36658000.0
1999-12-06,42216,42436,40633,40896,360936,1704597.0,36658000.0
1999-12-07,40457,40633,37818,37818,499880,1576294.0,36658000.0
1999-12-08,37906,38610,35708,36499,565588,1521307.0,36658000.0
1999-12-09,36059,37730,35708,37686,434550,1570795.0,36658000.0
1999-12-10,38170,42656,38170,41160,612250,1715594.0,36658000.0
1999-12-13,43799,43799,41336,41336,414140,1722926.0,36658000.0
1999-12-14,41336,41776,39665,40632,343130,1693600.0,36658000.0
1999-12-15,40017,41160,39226,39665,210520,1653276.0,36658000.0
1999-12-16,39577,40017,37642,38521,182600,1605620.0,36658000.0
1999-12-17,38786,38786,37115,37290,254930,1554299.0,36658000.0
1999-12-20,39138,39313,37818,38346,204010,1598289.0,36658000.0
1999-12-21,37994,38170,35971,36499,236990,1521307.0,36658000.0
1999-12-22,35620,36059,33861,35707,461313,1488315.0,36658000.0
1999-12-23,35189,35613,33302,33301,482958,1294027.0,36658000.0
1999-12-24,33585,34623,32642,33349,355430,1295860.0,36658000.0
1999-12-27,33962,35094,33585,34150,281570,1327020.0,36658000.0
1999-12-28,33774,35283,33019,34150,268910,1327020.0,36658000.0
2000-01-04,34151,39245,34151,38207,255900,1484649.0,36658000.0
2000-01-05,38208,38679,36321,36320,252900,1411333.0,36658000.0
2000-01-06,36887,37217,33019,33396,202350,1297693.0,36658000.0
2000-01-07,33679,34717,33679,34716,245660,1349014.0,36658000.0
2000-01-10,36792,39906,35943,39905,744820,1550633.0,36658000.0
2000-01-11,40094,40566,38208,39056,949760,1517641.0,36658000.0
2000-01-12,37642,38208,35472,35566,520370,1382007.0,36658000.0
2000-01-13,36792,38679,36132,37641,564980,1462654.0,36658000.0
2000-01-14,38113,38396,36321,36367,293750,1413166.0,36658000.0
2000-01-17,35943,37075,35377,36981,265330,1436994.0,36658000.0
2000-01-18,36132,36368,34670,36132,653190,1404001.0,36658000.0
2000-01-19,35377,35472,34245,34339,254410,1334351.0,36658000.0
2000-01-20,33396,35283,32925,33962,357970,1319688.0,36658000.0
2000-01-21,33491,35189,33208,35188,372880,1367343.0,36658000.0
2000-01-24,34434,34906,33443,33490,376790,1301359.0,36658000.0
2000-01-25,33019,33302,31981,31981,318700,1242706.0,36658000.0
2000-01-26,32075,32925,29906,30660,519830,1191385.0,36658000.0
2000-01-27,30189,33302,29811,32075,692200,1246372.0,36658000.0
2000-01-28,32170,34340,31698,33066,678410,1284863.0,36658000.0
2000-01-31,32264,36792,32123,36792,700970,1429662.0,36658000.0
2000-02-01,37736,38585,35991,36462,612980,1416832.0,36658000.0
2000-02-02,36321,41415,36321,40566,1367590,1576294.0,36658000.0
2000-02-03,41226,45519,40849,44245,1727550,1719260.0,36658000.0
2000-02-07,42547,44811,41604,42452,881460,1649610.0,36658000.0
2000-02-08,42358,44245,41509,42264,504010,1642278.0,36658000.0
2000-02-09,43113,43113,41557,42264,614250,1642278.0,36658000.0
2000-02-10,40849,41509,38208,39150,501650,1521307.0,36658000.0
2000-02-11,38774,40472,37264,38207,465440,1484649.0,36658000.0
2000-02-14,38113,38113,35943,36226,419870,1407667.0,36658000.0
2000-02-15,36226,37642,35425,35849,575050,1773004.0,46658000.0
2000-02-16,37358,40566,36415,37547,1225450,1856988.0,46658000.0
2000-02-17,37736,37736,35943,37358,384120,1847657.0,46658000.0
2000-02-18,36038,37075,35943,36132,390680,1787001.0,46658000.0
2000-02-21,36132,36132,33774,33773,325190,1670356.0,46658000.0
2000-02-22,33868,35000,31887,32075,514940,1586372.0,46658000.0
2000-02-23,33774,36274,32642,33962,718160,1679688.0,46658000.0
2000-02-24,32925,33491,32075,32735,310590,1619033.0,46658000.0
2000-02-25,31792,33019,31604,32358,325740,1600369.0,46658000.0
2000-02-28,31226,31604,30708,30707,348320,1518718.0,46658000.0
2000-02-29,31226,31981,29670,30330,355160,1500055.0,46658000.0
2000-03-02,29858,32453,29858,30849,420690,1525717.0,46658000.0
2000-03-03,31132,31792,30283,30943,346900,1530382.0,46658000.0
2000-03-06,31226,33019,30991,33018,527210,1633030.0,46658000.0
2000-03-07,32170,32642,28066,31509,424080,1558377.0,46658000.0
2000-03-08,30943,32453,30660,31132,403200,1539714.0,46658000.0
2000-03-09,31321,31557,30660,31132,398530,1539714.0,46658000.0
2000-03-10,31132,31509,30000,30047,593180,1486057.0,46658000.0
2000-03-13,30047,30660,28208,28584,555030,1413737.0,46658000.0
2000-03-14,28774,29528,27830,28207,437390,1395074.0,46658000.0
2000-03-15,27830,28585,27453,27500,335300,1360081.0,46658000.0
2000-03-16,28208,28774,27406,27594,444130,1364746.0,46658000.0
2000-03-17,28679,30660,28113,28867,799480,1427735.0,46658000.0
2000-03-20,29057,29245,28113,28207,310760,1395074.0,46658000.0
2000-03-21,28113,28491,27170,27452,355800,1357748.0,46658000.0
2000-03-22,27736,28585,27170,28066,645750,1388076.0,46658000.0
2000-03-23,28302,28396,27358,27405,490160,1355415.0,46658000.0
2000-03-24,27453,27783,26887,27264,369260,1348416.0,46658000.0
2000-03-27,27972,29245,27406,29245,783410,1446398.0,46658000.0
2000-03-28,29245,29858,28962,29622,661820,1465061.0,46658000.0
2000-03-29,29528,30566,29057,30000,886280,1483724.0,46658000.0
2000-03-30,30000,30700,28500,28700,474660,1339085.0,46658000.0
2000-03-31,28000,28700,27100,27100,386980,1264432.0,46658000.0
2000-04-03,27000,28000,26000,26500,519400,1236437.0,46658000.0
2000-04-04,26800,27300,25000,25000,414670,1166450.0,46658000.0
2000-04-06,24000,24600,23000,23300,449310,1087131.0,46658000.0
2000-04-07,23550,23800,22300,22700,1419730,1059137.0,46658000.0
2000-04-10,23200,24900,22200,24100,1431850,1124458.0,46658000.0
2000-04-11,24500,24500,23100,23650,545890,1103462.0,46658000.0
2000-04-12,23200,25400,22900,24750,1113020,1154786.0,46658000.0
2000-04-14,24600,27500,24300,27000,1875310,1259766.0,46658000.0
2000-04-17,24150,25700,23200,23300,1147050,1087131.0,46658000.0
2000-04-18,25600,26750,24800,25950,2535340,1210775.0,46658000.0
2000-04-19,26600,27700,25550,26000,1527720,1213108.0,46658000.0
2000-04-20,26150,26700,25000,25100,525750,1171116.0,46658000.0
2000-04-21,25200,25700,24300,25100,483240,1171116.0,46658000.0
2000-04-24,24500,24800,23800,24100,311340,1124458.0,46658000.0
2000-04-25,23100,23600,22700,23000,324730,1073134.0,46658000.0
2000-04-26,24000,24000,20350,20700,839230,965821.0,46658000.0
2000-04-27,21000,21800,20600,21350,1004330,996148.0,46658000.0
2000-04-28,21500,23750,21500,22700,1434510,1059137.0,46658000.0
2000-05-02,23000,23500,22250,22800,750060,1063802.0,46658000.0
2000-05-03,23000,23400,22900,23050,498820,1075467.0,46658000.0
2000-05-04,23100,23950,22500,22850,939220,1066135.0,46658000.0
2000-05-08,22950,23300,22500,22500,530670,1049805.0,46658000.0
2000-05-09,22600,22750,22100,22500,333020,1049805.0,46658000.0
2000-05-10,22700,23500,22400,22700,955720,1059137.0,46658000.0
2000-05-12,22800,22950,21850,22100,405810,1031142.0,46658000.0
2000-05-15,22200,22350,20550,20900,447840,975152.0,46658000.0
2000-05-16,20900,21950,20900,21950,476020,1024143.0,46658000.0
2000-05-17,22450,22450,21000,21000,697560,979818.0,46658000.0
2000-05-18,21000,21400,20300,21100,694000,984484.0,46658000.0
2000-05-19,22600,22750,21200,22600,532290,1054471.0,46658000.0
2000-05-22,22600,23800,22100,22700,673170,1059137.0,46658000.0
2000-05-23,22700,23700,22050,22700,636050,1059137.0,46658000.0
2000-05-24,23000,26100,22300,25500,1611150,1189779.0,46658000.0
2000-05-25,25800,27500,24300,24800,1586200,1157118.0,46658000.0
2000-05-26,24800,24900,22500,22500,788190,1049805.0,46658000.0
2000-05-29,22500,24450,22300,23800,943960,1110460.0,46658000.0
2000-05-30,24500,26500,24100,25200,1067050,1175782.0,46658000.0
2000-05-31,25200,26900,25200,25700,1196060,1199111.0,46658000.0
2000-06-01,26000,26100,24700,25400,623970,1185113.0,46658000.0
2000-06-02,26300,28400,26000,26300,1515160,1227105.0,46658000.0
2000-06-05,27800,29500,27100,29200,1672430,1362414.0,46658000.0
2000-06-07,28700,31950,28600,30400,1918670,1418403.0,46658000.0
2000-06-08,29900,31250,27900,28500,1121030,1329753.0,46658000.0
2000-06-09,28500,32750,28100,32750,1673580,1528050.0,46658000.0
2000-06-12,34150,34300,32100,33700,1520820,1572375.0,46658000.0
2000-06-13,33000,33700,31000,31750,1018760,1481392.0,46658000.0
2000-06-14,31750,32300,29350,29800,624370,1390408.0,46658000.0
2000-06-15,29800,30200,27100,27100,671300,1264432.0,46658000.0
2000-06-16,27100,28550,26500,27400,547470,1278429.0,46658000.0
2000-06-19,27400,28200,26800,27300,384140,1273763.0,46658000.0
2000-06-20,28050,28950,26800,28950,678590,1350749.0,46658000.0
2000-06-21,28950,30900,28150,28550,1649600,1416218.0,49604837.0
2000-06-22,29400,29400,27950,28300,504570,1403817.0,49604837.0
2000-06-23,28300,29500,27450,29500,438210,1463343.0,49604837.0
2000-06-26,29500,30100,28800,29300,423720,1453422.0,49604837.0
2000-06-27,29800,31900,29400,31800,1176410,1577434.0,49604837.0
2000-06-28,31800,32800,30800,31150,1068850,1545191.0,49604837.0
2000-06-29,32000,32000,30200,30550,765950,1515428.0,49604837.0
2000-06-30,30550,31350,30150,31000,689870,1537750.0,49604837.0
2000-07-03,31000,31000,30200,30950,745120,1535270.0,49604837.0
2000-07-04,31000,34000,30500,31500,2195920,1562552.0,49604837.0
2000-07-05,31500,31850,30000,31600,751050,1567513.0,49604837.0
2000-07-06,31600,33200,31000,32300,963590,1602236.0,49604837.0
2000-07-07,32700,33300,31700,32200,986940,1597276.0,49604837.0
2000-07-10,32500,32650,32050,32550,839020,1614637.0,49604837.0
2000-07-11,32650,33300,31000,31000,988450,1537750.0,49604837.0
2000-07-12,31000,31300,29500,30300,604100,1503027.0,49604837.0
2000-07-13,30300,30700,29400,30400,356890,1507987.0,49604837.0
2000-07-14,29700,30200,28300,28750,485910,1426139.0,49604837.0
2000-07-18,28100,28500,26700,27100,408270,1344291.0,49604837.0
2000-07-19,27100,28300,26800,27500,455180,1364133.0,49604837.0
2000-07-20,27500,28350,27000,27000,639060,1339331.0,49604837.0
2000-07-21,27500,27500,26100,26850,301030,1331890.0,49604837.0
2000-07-24,26850,26850,25200,25200,378990,1250042.0,49604837.0
2000-07-25,25200,25800,24300,25500,279820,1264923.0,49604837.0
2000-07-26,25500,25800,24800,25600,239700,1269884.0,49604837.0
2000-07-27,25600,25600,24800,25000,274400,1240121.0,49604837.0
2000-07-28,25000,25100,23750,23900,409930,1185556.0,49604837.0
2000-07-31,23900,26000,23900,25900,291190,1284765.0,49604837.0
2000-08-01,25100,26700,25100,26300,489810,1304607.0,49604837.0
2000-08-02,26350,27150,25800,26950,302870,1336850.0,49604837.0
2000-08-03,26900,27500,26850,27000,260310,1339331.0,49604837.0
2000-08-04,26450,27300,26350,27000,136980,1339331.0,49604837.0
2000-08-07,26500,27050,26300,26500,148630,1314528.0,49604837.0
2000-08-08,26600,27200,26100,26100,158610,1294686.0,49604837.0
2000-08-09,26200,27550,26200,27550,348230,1366613.0,49604837.0
2000-08-10,27600,29700,27200,29500,720280,1463343.0,49604837.0
2000-08-11,29000,30700,28750,29500,727040,1463343.0,49604837.0
2000-08-14,30400,30500,29050,29050,359220,1441021.0,49604837.0
2000-08-16,29000,29850,29000,29500,342440,1463343.0,49604837.0
2000-08-17,29500,29800,29100,29400,358600,1458382.0,49604837.0
2000-08-18,29000,29500,28300,28600,263090,1418698.0,49604837.0
2000-08-21,28200,28850,28000,28800,255570,1428619.0,49604837.0
2000-08-22,28400,29850,28300,29850,424780,1480704.0,49604837.0
2000-08-23,29800,29850,29000,29000,189600,1438540.0,49604837.0
2000-08-24,29150,29500,28000,29000,144440,1438540.0,49604837.0
2000-08-25,29300,29400,28750,29400,126660,1458382.0,49604837.0
