이건산업(008250),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-03-08,12250,12450,12150,12400,16799,92260.0,7440336.0
2010-03-09,12550,12800,12500,12700,29069,94492.0,7440336.0
2010-03-10,12800,12800,12500,12650,17962,94120.0,7440336.0
2010-03-11,12700,13150,12650,13050,35716,97096.0,7440336.0
2010-03-12,13150,13150,12700,12850,15036,95608.0,7440336.0
2010-03-15,12900,13200,12700,13100,18448,97468.0,7440336.0
2010-03-16,13000,13250,12950,12950,7625,96352.0,7440336.0
2010-03-17,13150,13200,12800,13000,20178,96724.0,7440336.0
2010-03-18,13000,13000,12750,12900,21466,95980.0,7440336.0
2010-03-19,13000,13400,12900,12900,25150,95980.0,7440336.0
2010-03-22,13000,13150,12700,12800,13532,95236.0,7440336.0
2010-03-23,12800,13150,12800,12900,21750,95980.0,7440336.0
2010-03-24,13150,13150,12700,12750,31669,94864.0,7440336.0
2010-03-25,12600,12750,12400,12500,21992,93004.0,7440336.0
2010-03-26,12700,12750,12500,12500,21130,93004.0,7440336.0
2010-03-29,12350,12600,11900,12400,48962,92260.0,7440336.0
2010-03-30,12450,12700,12200,12200,15884,90772.0,7440336.0
2010-03-31,12250,12500,12150,12400,24293,92260.0,7440336.0
2010-04-01,12400,12500,12350,12350,20297,91888.0,7440336.0
2010-04-02,12550,12550,12000,12050,57060,89656.0,7440336.0
2010-04-05,12200,12200,11400,11450,78740,85192.0,7440336.0
2010-04-06,11650,11700,11300,11500,24645,85564.0,7440336.0
2010-04-07,11500,11600,11350,11450,40996,85192.0,7440336.0
2010-04-08,11500,11700,11200,11700,36510,87052.0,7440336.0
2010-04-09,11700,11700,11400,11650,17120,86680.0,7440336.0
2010-04-12,11700,11800,11500,11550,15850,85936.0,7440336.0
2010-04-13,11550,12000,11550,11900,18491,88540.0,7440336.0
2010-04-14,12000,12100,11750,11850,8432,88168.0,7440336.0
2010-04-15,12000,12050,11750,11750,12235,87424.0,7440336.0
2010-04-16,11700,11950,11650,11950,16925,88912.0,7440336.0
2010-04-19,11500,11900,11500,11800,8758,87796.0,7440336.0
2010-04-20,11750,13550,11600,12800,295543,95236.0,7440336.0
2010-04-21,12800,12800,12450,12600,49341,93748.0,7440336.0
2010-04-22,12600,12600,12200,12500,42421,93004.0,7440336.0
2010-04-23,12500,12600,12250,12250,26803,91144.0,7440336.0
2010-04-26,12300,12600,12150,12300,29451,91516.0,7440336.0
2010-04-27,12350,12400,12150,12200,19791,90772.0,7440336.0
2010-04-28,11800,12100,11700,12000,27797,89284.0,7440336.0
2010-04-29,12050,12050,11650,11650,21989,86680.0,7440336.0
2010-04-30,11800,11900,11600,11700,26207,87052.0,7440336.0
2010-05-03,11700,11800,11450,11500,9555,85564.0,7440336.0
2010-05-04,11600,11650,11250,11400,25222,84820.0,7440336.0
2010-05-06,11000,11250,11000,11250,16511,83704.0,7440336.0
2010-05-07,11150,11900,10700,11400,83875,84820.0,7440336.0
2010-05-10,11600,11650,11300,11600,23260,86308.0,7440336.0
2010-05-11,11800,11800,11500,11650,16781,86680.0,7440336.0
2010-05-12,11700,11700,11200,11600,27614,86308.0,7440336.0
2010-05-13,11700,11700,11350,11400,34142,84820.0,7440336.0
2010-05-14,11300,11500,11050,11300,40145,84076.0,7440336.0
2010-05-17,11100,11350,10750,10800,24980,80356.0,7440336.0
2010-05-18,10950,10950,10200,10450,31621,77752.0,7440336.0
2010-05-19,10450,10450,9910,10300,39211,76635.0,7440336.0
2010-05-20,10200,10200,9200,9700,31165,72171.0,7440336.0
2010-05-24,9500,9910,9380,9720,17450,72320.0,7440336.0
2010-05-25,9690,9700,8810,9190,23851,68377.0,7440336.0
2010-05-26,9380,9380,9000,9310,7250,69270.0,7440336.0
2010-05-27,9310,9580,9200,9570,13165,71204.0,7440336.0
2010-05-28,9650,9940,9600,9850,17165,73287.0,7440336.0
2010-05-31,9900,10150,9900,9990,19755,74329.0,7440336.0
2010-06-01,10050,10350,9920,10000,9300,74403.0,7440336.0
2010-06-03,10150,10200,9950,10050,12701,74775.0,7440336.0
2010-06-04,10150,10150,9750,9750,21145,72543.0,7440336.0
2010-06-07,9320,9630,9320,9410,27180,70014.0,7440336.0
2010-06-08,9410,9760,9340,9450,13499,70311.0,7440336.0
2010-06-09,9460,9520,9300,9420,18894,70088.0,7440336.0
2010-06-10,9520,9620,9320,9430,42620,70162.0,7440336.0
2010-06-11,9530,9570,9240,9350,97250,69567.0,7440336.0
2010-06-14,9450,9460,9310,9380,34590,69790.0,7440336.0
2010-06-15,9350,9390,9180,9200,58742,68451.0,7440336.0
2010-06-16,9300,9300,9090,9090,33436,67633.0,7440336.0
2010-06-17,9120,9260,9100,9250,19976,68823.0,7440336.0
2010-06-18,9300,9300,9080,9100,35150,67707.0,7440336.0
2010-06-21,9100,9210,9050,9120,40781,67856.0,7440336.0
2010-06-22,9180,9180,9020,9050,37685,67335.0,7440336.0
2010-06-23,9030,9190,8950,9080,73252,67558.0,7440336.0
2010-06-24,9030,9200,9030,9110,27778,67781.0,7440336.0
2010-06-25,9100,9130,8920,9000,35366,66963.0,7440336.0
2010-06-28,9000,9050,8850,8870,41961,65996.0,7440336.0
2010-06-29,8850,8890,8680,8710,62312,64805.0,7440336.0
2010-06-30,8500,8820,8500,8780,19804,65326.0,7440336.0
2010-07-01,8780,9180,8750,9100,34460,67707.0,7440336.0
2010-07-02,9060,9300,8990,9090,31000,67633.0,7440336.0
2010-07-05,9030,9090,8810,8810,31431,65549.0,7440336.0
2010-07-06,8780,8900,8760,8830,19658,65698.0,7440336.0
2010-07-07,8830,8860,8750,8860,39990,65921.0,7440336.0
2010-07-08,8890,8970,8860,8940,27190,66517.0,7440336.0
2010-07-09,9100,9310,8950,9290,54370,69121.0,7440336.0
2010-07-12,9310,9370,9200,9280,22826,69046.0,7440336.0
2010-07-13,9340,9340,9250,9290,16960,69121.0,7440336.0
2010-07-14,9300,9390,9270,9320,26620,69344.0,7440336.0
2010-07-15,9320,9360,9270,9350,16335,69567.0,7440336.0
2010-07-16,9250,9350,9220,9290,35066,69121.0,7440336.0
2010-07-19,9210,9270,9130,9250,21020,68823.0,7440336.0
2010-07-20,9170,9460,9170,9350,17790,69567.0,7440336.0
2010-07-21,9350,9480,9190,9300,19300,69195.0,7440336.0
2010-07-22,9300,9300,9100,9150,24981,68079.0,7440336.0
2010-07-23,9170,9240,9080,9150,12463,68079.0,7440336.0
2010-07-26,9270,9270,9090,9170,14170,68228.0,7440336.0
2010-07-27,9170,9250,9010,9160,22430,68153.0,7440336.0
2010-07-28,9160,9190,9000,9020,8921,67112.0,7440336.0
2010-07-29,8940,9020,8910,8980,29323,66814.0,7440336.0
2010-07-30,8850,8960,8830,8950,16410,66591.0,7440336.0
2010-08-02,8950,8990,8800,8820,13820,65624.0,7440336.0
2010-08-03,8830,8890,8790,8820,19373,65624.0,7440336.0
2010-08-04,8850,8850,8720,8800,16430,65475.0,7440336.0
2010-08-05,8800,8900,8740,8830,10980,65698.0,7440336.0
2010-08-06,8940,8940,8790,8840,7470,65773.0,7440336.0
2010-08-09,8890,8890,7520,8740,20419,65029.0,7440336.0
2010-08-10,8790,8790,8660,8720,16770,64880.0,7440336.0
2010-08-11,8720,8720,8500,8550,15420,63615.0,7440336.0
2010-08-12,8310,8340,8240,8270,30100,61532.0,7440336.0
2010-08-13,8120,8320,8080,8100,67190,60267.0,7440336.0
2010-08-16,8210,8210,8070,8180,12910,60862.0,7440336.0
2010-08-17,8090,8200,7760,7890,54896,58704.0,7440336.0
2010-08-18,7830,7940,7680,7780,58940,57886.0,7440336.0
2010-08-19,7800,8480,7710,8280,69230,61606.0,7440336.0
2010-08-20,8110,8330,8100,8160,23650,60713.0,7440336.0
2010-08-23,8170,8310,8120,8130,13680,60490.0,7440336.0
2010-08-24,8050,8160,7820,8000,23270,59523.0,7440336.0
2010-08-25,8040,8040,7650,7660,36850,56993.0,7440336.0
2010-08-26,7670,8000,7660,8000,16470,59523.0,7440336.0
2010-08-27,8010,8010,7750,7760,12351,57737.0,7440336.0
2010-08-30,7760,7850,7680,7730,20451,57514.0,7440336.0
2010-08-31,7680,7720,7490,7540,47331,56100.0,7440336.0
2010-09-01,7680,7680,7340,7400,53570,55058.0,7440336.0
2010-09-02,7450,7570,7370,7430,29050,55282.0,7440336.0
2010-09-03,7470,7470,7300,7380,38790,54910.0,7440336.0
2010-09-06,7380,7430,7310,7380,22016,54910.0,7440336.0
2010-09-07,7350,7560,7350,7500,37000,55803.0,7440336.0
2010-09-08,7480,7790,7480,7650,34749,56919.0,7440336.0
2010-09-09,7900,7960,7720,7780,55420,57886.0,7440336.0
2010-09-10,7850,7850,7550,7600,36261,56547.0,7440336.0
2010-09-13,7650,7770,7540,7700,35590,57291.0,7440336.0
2010-09-14,7700,7750,7430,7530,23550,56026.0,7440336.0
2010-09-15,7530,7540,7270,7320,47051,54463.0,7440336.0
2010-09-16,7400,7460,7310,7390,16451,54984.0,7440336.0
2010-09-17,7400,7460,7290,7330,22080,54538.0,7440336.0
2010-09-20,7330,7390,7300,7340,12420,54612.0,7440336.0
2010-09-24,7300,7430,7290,7380,10681,54910.0,7440336.0
2010-09-27,7450,7930,7390,7770,83730,57811.0,7440336.0
2010-09-28,7650,8100,7650,7900,59760,58779.0,7440336.0
2010-09-29,7860,7960,7750,7760,13161,57737.0,7440336.0
2010-09-30,7760,7860,7570,7600,24910,56547.0,7440336.0
2010-10-01,7700,7900,7600,7870,25013,58555.0,7440336.0
2010-10-04,7970,8040,7770,7960,29732,59225.0,7440336.0
2010-10-05,7880,7970,7870,7950,17640,59151.0,7440336.0
2010-10-06,8000,8040,7900,7930,28515,59002.0,7440336.0
2010-10-07,8000,8000,7840,7860,25426,58481.0,7440336.0
2010-10-08,7900,7940,7850,7900,18900,58779.0,7440336.0
2010-10-11,7970,7970,7820,7880,27280,58630.0,7440336.0
2010-10-12,7840,7860,7730,7740,31131,57588.0,7440336.0
2010-10-13,7730,7830,7730,7800,5220,58035.0,7440336.0
2010-10-14,7820,7980,7820,7920,47435,58927.0,7440336.0
2010-10-15,7980,7980,7840,7930,23185,59002.0,7440336.0
2010-10-18,7970,8710,7900,8600,126953,63987.0,7440336.0
2010-10-19,8600,8670,8410,8500,60315,63243.0,7440336.0
2010-10-20,8400,8630,8360,8590,41352,63912.0,7440336.0
2010-10-21,8610,9050,8500,8940,121157,66517.0,7440336.0
2010-10-22,8940,9140,8830,9000,60376,66963.0,7440336.0
2010-10-25,8990,9120,8740,8790,51980,65401.0,7440336.0
2010-10-26,8820,8970,8450,8470,89760,63020.0,7440336.0
2010-10-27,8500,8520,8370,8470,27651,63020.0,7440336.0
2010-10-28,8590,8590,8400,8400,35520,62499.0,7440336.0
2010-10-29,8490,8490,8330,8340,28720,62052.0,7440336.0
2010-11-01,8340,8480,8310,8380,13160,62350.0,7440336.0
2010-11-02,8410,8430,8330,8410,15131,62573.0,7440336.0
2010-11-03,8470,8490,8340,8440,20591,62796.0,7440336.0
2010-11-04,8420,8550,8400,8510,26213,63317.0,7440336.0
2010-11-05,8550,8850,8420,8420,54959,62648.0,7440336.0
2010-11-08,8520,8690,8430,8680,23760,64582.0,7440336.0
2010-11-09,8680,8700,8400,8490,23821,63168.0,7440336.0
2010-11-10,8500,8500,8180,8230,40910,61234.0,7440336.0
2010-11-11,8230,8280,8120,8150,17000,60639.0,7440336.0
2010-11-12,8160,8200,7650,7850,47794,58407.0,7440336.0
2010-11-15,7830,7890,7700,7720,9400,57439.0,7440336.0
2010-11-16,7670,7670,7420,7500,30020,55803.0,7440336.0
2010-11-17,7400,7500,7360,7430,8740,55282.0,7440336.0
2010-11-18,7570,7580,7470,7550,14340,56175.0,7440336.0
2010-11-19,7560,7560,7410,7550,15068,56175.0,7440336.0
2010-11-22,7490,7730,7490,7660,12682,56993.0,7440336.0
2010-11-23,7700,7700,7600,7660,24577,56993.0,7440336.0
2010-11-24,7180,7600,7060,7500,28556,55803.0,7440336.0
2010-11-25,7440,7630,7440,7550,3690,56175.0,7440336.0
2010-11-26,7500,7580,7200,7300,16750,54314.0,7440336.0
2010-11-29,7300,7450,7200,7240,9995,53868.0,7440336.0
2010-11-30,7240,7380,7220,7220,19460,53719.0,7440336.0
2010-12-01,7320,7360,7220,7340,8235,54612.0,7440336.0
2010-12-02,7530,7530,7380,7400,6432,55058.0,7440336.0
2010-12-03,7490,7490,7340,7440,9910,55356.0,7440336.0
2010-12-06,7550,7550,7410,7410,7650,55133.0,7440336.0
2010-12-07,7490,7500,7370,7480,9805,55654.0,7440336.0
2010-12-08,7520,7520,7390,7500,6700,55803.0,7440336.0
2010-12-09,7500,7520,7360,7470,5995,55579.0,7440336.0
2010-12-10,7410,7520,7400,7480,9230,55654.0,7440336.0
2010-12-13,7610,7610,7400,7550,10070,56175.0,7440336.0
2010-12-14,7610,8190,7550,7910,41800,58853.0,7440336.0
2010-12-15,8040,8040,7850,7890,11760,58704.0,7440336.0
2010-12-16,7920,7950,7710,7780,12790,57886.0,7440336.0
2010-12-17,7810,7950,7650,7730,11383,57514.0,7440336.0
2010-12-20,7560,7740,7470,7560,21893,56249.0,7440336.0
2010-12-21,7630,7870,7630,7860,15947,58481.0,7440336.0
2010-12-22,7950,7950,7640,7830,11098,58258.0,7440336.0
2010-12-23,7960,7960,7700,7800,3682,58035.0,7440336.0
2010-12-24,7660,7880,7660,7860,10990,58481.0,7440336.0
2010-12-27,7760,7890,7760,7790,2240,57960.0,7440336.0
2010-12-28,7750,7900,7700,7840,9730,58332.0,7440336.0
2010-12-29,7890,8060,7800,8030,16000,59746.0,7440336.0
2010-12-30,7930,8110,7900,8050,13720,59895.0,7440336.0
2011-01-03,8170,8170,8000,8100,14690,60267.0,7440336.0
2011-01-04,8020,8140,7960,7990,26070,59448.0,7440336.0
2011-01-05,8090,8170,8010,8060,13460,59969.0,7440336.0
2011-01-06,8240,8240,8050,8170,20120,60788.0,7440336.0
2011-01-07,8200,8280,8020,8020,21550,59671.0,7440336.0
2011-01-10,8000,8120,7960,8020,21690,59671.0,7440336.0
2011-01-11,8020,8100,7900,8100,22901,60267.0,7440336.0
2011-01-12,8200,8240,8110,8200,34391,61011.0,7440336.0
2011-01-13,8200,8270,8060,8140,23680,60564.0,7440336.0
2011-01-14,8080,8240,8080,8220,21950,61160.0,7440336.0
2011-01-17,8150,8200,8080,8080,23630,60118.0,7440336.0
2011-01-18,8150,8150,8020,8070,21640,60044.0,7440336.0
2011-01-19,8070,8070,7970,8050,24980,59895.0,7440336.0
2011-01-20,8040,8060,7910,8000,27670,59523.0,7440336.0
2011-01-21,7990,7990,7700,7750,31540,57663.0,7440336.0
2011-01-24,7750,7750,7630,7630,19730,56770.0,7440336.0
2011-01-25,7630,7730,7580,7650,8940,56919.0,7440336.0
2011-01-26,7650,7650,7440,7470,30870,55579.0,7440336.0
2011-01-27,7500,7630,7400,7600,14570,56547.0,7440336.0
2011-01-28,7590,7590,7420,7510,10840,55877.0,7440336.0
2011-01-31,7470,7550,7400,7400,8740,55058.0,7440336.0
2011-02-01,7400,7540,7400,7500,10420,55803.0,7440336.0
2011-02-07,7520,7600,7420,7520,13200,55951.0,7440336.0
2011-02-08,7460,7600,7460,7490,11820,55728.0,7440336.0
2011-02-09,7490,7500,7370,7450,7482,55431.0,7440336.0
2011-02-10,7400,7430,7270,7280,28230,54166.0,7440336.0
2011-02-11,7250,7260,7070,7130,23711,53050.0,7440336.0
2011-02-14,7150,7150,6900,7060,18540,52529.0,7440336.0
2011-02-15,7110,7110,6730,6890,38015,51264.0,7440336.0
2011-02-16,6890,6890,6700,6740,17577,50148.0,7440336.0
2011-02-17,6700,7020,6680,6710,14568,49925.0,7440336.0
2011-02-18,6710,6740,6650,6710,12980,49925.0,7440336.0
2011-02-21,6660,6710,6620,6690,12460,49776.0,7440336.0
2011-02-22,6700,6800,6670,6740,13623,50148.0,7440336.0
2011-02-23,6660,6740,6600,6700,22950,49850.0,7440336.0
2011-02-24,6600,6790,6600,6660,11940,49553.0,7440336.0
2011-02-25,6550,6650,6540,6610,11550,49181.0,7440336.0
2011-02-28,6790,6790,6460,6580,12371,48957.0,7440336.0
2011-03-02,6570,6570,6250,6280,20370,46725.0,7440336.0
2011-03-03,6280,6340,6160,6190,16118,46056.0,7440336.0
2011-03-04,6300,6320,6190,6300,14301,46874.0,7440336.0
2011-03-07,6350,6360,6200,6270,14160,46651.0,7440336.0
2011-03-08,6280,6280,6150,6200,18030,46130.0,7440336.0
2011-03-09,6200,6330,6150,6200,30380,46130.0,7440336.0
2011-03-10,6260,6260,6130,6240,24660,46428.0,7440336.0
2011-03-11,6200,6320,6180,6230,6620,46353.0,7440336.0
2011-03-14,6210,6290,6130,6180,10010,45981.0,7440336.0
2011-03-15,6130,6350,5940,6050,14170,45014.0,7440336.0
2011-03-16,6160,6950,6150,6420,377504,47767.0,7440336.0
2011-03-17,6350,6420,6050,6100,61573,45386.0,7440336.0
2011-03-18,6110,6110,5810,5950,57205,44270.0,7440336.0
2011-03-21,5950,6100,5950,6100,16940,45386.0,7440336.0
2011-03-22,6100,6250,6100,6190,13994,46056.0,7440336.0
2011-03-23,6210,6600,6200,6600,38480,49106.0,7440336.0
2011-03-24,6500,6700,6400,6450,30346,47990.0,7440336.0
2011-03-25,6450,6690,6360,6690,18103,49776.0,7440336.0
2011-03-28,6790,6790,6500,6510,12453,48437.0,7440336.0
2011-03-29,6420,6560,6260,6350,13908,47246.0,7440336.0
2011-03-30,6670,6670,6260,6330,24155,47097.0,7440336.0
2011-03-31,6500,6600,6350,6490,23810,48288.0,7440336.0
2011-04-01,6590,6690,6460,6610,24955,49181.0,7440336.0
2011-04-04,6670,6670,6470,6550,16005,48734.0,7440336.0
2011-04-05,6600,6650,6490,6600,19420,49106.0,7440336.0
2011-04-06,6600,6800,6590,6760,16591,50297.0,7440336.0
2011-04-07,6710,6800,6670,6750,6650,50222.0,7440336.0
2011-04-08,6790,6850,6730,6820,16040,50743.0,7440336.0
2011-04-11,6800,6880,6700,6710,15359,49925.0,7440336.0
2011-04-12,6810,6850,6640,6790,14924,50520.0,7440336.0
2011-04-13,6800,6900,6570,6840,22246,50892.0,7440336.0
2011-04-14,6770,6880,6720,6800,14280,50594.0,7440336.0
2011-04-15,6790,6790,6590,6730,30990,50073.0,7440336.0
2011-04-18,6730,6810,6480,6520,9045,48511.0,7440336.0
2011-04-19,6310,6480,6280,6400,27330,47618.0,7440336.0
2011-04-20,6310,6550,6310,6440,8422,47916.0,7440336.0
2011-04-21,6540,6540,6300,6380,24437,47469.0,7440336.0
2011-04-22,6450,6700,6250,6280,17356,46725.0,7440336.0
2011-04-25,6210,6280,6200,6240,12764,46428.0,7440336.0
2011-04-26,6240,6260,6140,6220,7984,46279.0,7440336.0
2011-04-27,6220,6430,6160,6300,16142,46874.0,7440336.0
2011-04-28,6300,6430,6260,6360,6281,47321.0,7440336.0
2011-04-29,6330,6450,6250,6370,26680,47395.0,7440336.0
2011-05-02,6280,6400,6280,6300,8330,46874.0,7440336.0
2011-05-03,6280,6470,6280,6460,11040,48065.0,7440336.0
2011-05-04,6470,6860,6400,6850,19060,50966.0,7440336.0
2011-05-06,6890,6890,6670,6670,11290,49627.0,7440336.0
2011-05-09,6550,6810,6550,6640,8560,49404.0,7440336.0
2011-05-11,6800,6800,6550,6680,11460,49701.0,7440336.0
2011-05-12,6450,6660,6300,6300,18840,46874.0,7440336.0
2011-05-13,6320,6420,6290,6350,6750,47246.0,7440336.0
2011-05-16,6200,6350,6110,6120,14912,45535.0,7440336.0
2011-05-17,6160,6830,6020,6750,76819,50222.0,7440336.0
2011-05-18,6620,6800,6560,6570,25861,48883.0,7440336.0
2011-05-19,6570,6910,6270,6710,54092,49925.0,7440336.0
2011-05-20,6740,6970,6640,6800,22620,50594.0,7440336.0
2011-05-23,6800,6950,6730,6850,34040,50966.0,7440336.0
2011-05-24,6800,7290,6700,7000,54576,52082.0,7440336.0
2011-05-25,7010,7050,6720,6810,33097,50669.0,7440336.0
2011-05-26,6830,6990,6700,6800,18170,50594.0,7440336.0
2011-05-27,6790,6880,6700,6830,15330,50817.0,7440336.0
2011-05-30,6920,6940,6800,6880,19660,51190.0,7440336.0
2011-05-31,6810,6900,6760,6820,13600,50743.0,7440336.0
2011-06-01,6900,6970,6770,6800,10400,50594.0,7440336.0
2011-06-02,6850,6850,6670,6670,11370,49627.0,7440336.0
2011-06-03,6680,6740,6530,6640,15350,49404.0,7440336.0
2011-06-07,6640,6640,6500,6510,12412,48437.0,7440336.0
2011-06-08,6580,6850,6400,6790,31011,50520.0,7440336.0
2011-06-09,6690,7040,6690,6930,25740,51562.0,7440336.0
2011-06-10,7040,7040,6630,6790,14991,50520.0,7440336.0
2011-06-13,6630,6950,6560,6570,6700,48883.0,7440336.0
2011-06-14,6610,6730,5660,6550,8680,48734.0,7440336.0
2011-06-15,6300,6750,6300,6710,4400,49925.0,7440336.0
2011-06-16,6460,6660,6440,6560,11386,48809.0,7440336.0
2011-06-17,6570,6570,6370,6460,5836,48065.0,7440336.0
2011-06-20,6590,6590,6400,6450,6374,47990.0,7440336.0
2011-06-21,6450,6450,6280,6370,9980,47395.0,7440336.0
2011-06-22,6370,6420,6310,6370,5723,47395.0,7440336.0
2011-06-23,6280,6400,6280,6360,10260,47321.0,7440336.0
2011-06-24,6360,6470,6290,6430,7800,47841.0,7440336.0
2011-06-27,6470,6470,6340,6400,8561,47618.0,7440336.0
2011-06-28,6380,6430,6300,6300,12031,46874.0,7440336.0
2011-06-29,6310,6420,6280,6310,9920,46949.0,7440336.0
2011-06-30,6400,6750,6400,6540,28450,48660.0,7440336.0
2011-07-01,6630,6630,6450,6510,10660,48437.0,7440336.0
2011-07-04,6590,6610,6360,6470,33269,48139.0,7440336.0
2011-07-05,6470,6520,6350,6360,20533,47321.0,7440336.0
2011-07-06,6390,6480,6320,6400,23510,47618.0,7440336.0
2011-07-07,6400,6580,6310,6530,22467,48585.0,7440336.0
2011-07-08,6470,6600,6470,6490,20894,48288.0,7440336.0
2011-07-11,6560,6560,6450,6450,10455,47990.0,7440336.0
2011-07-12,6480,6480,6250,6400,5730,47618.0,7440336.0
2011-07-13,6570,6570,6290,6340,9510,47172.0,7440336.0
2011-07-14,6420,6520,6270,6370,20220,47395.0,7440336.0
2011-07-15,6370,6450,6350,6430,15380,47841.0,7440336.0
2011-07-18,6460,6500,6370,6410,11580,47693.0,7440336.0
2011-07-19,6410,6750,6410,6690,43526,49776.0,7440336.0
2011-07-20,6820,7250,6660,7000,52295,52082.0,7440336.0
2011-07-21,7000,7100,6900,7030,17102,52306.0,7440336.0
2011-07-22,7140,7140,6940,7040,7133,52380.0,7440336.0
2011-07-25,6970,7100,6910,6990,14680,52008.0,7440336.0
2011-07-26,7090,7100,6900,6990,21690,52008.0,7440336.0
2011-07-27,7310,7310,6950,7030,14047,52306.0,7440336.0
2011-07-28,6960,7200,6920,7170,17950,53347.0,7440336.0
2011-07-29,7120,7280,7120,7200,21750,53570.0,7440336.0
2011-08-01,7270,7500,7250,7450,19823,55431.0,7440336.0
2011-08-02,7480,7520,7200,7220,19940,53719.0,7440336.0
2011-08-03,7140,7350,6900,7350,28508,54686.0,7440336.0
2011-08-04,7350,7430,7100,7180,12050,53422.0,7440336.0
2011-08-05,6800,7000,6570,6900,43902,51338.0,7440336.0
2011-08-08,6900,6900,5880,6200,46325,46130.0,7440336.0
2011-08-09,6080,6080,5270,5730,75821,42633.0,7440336.0
2011-08-10,5910,6160,5730,5730,60494,42633.0,7440336.0
2011-08-11,5320,5940,5320,5700,18600,42410.0,7440336.0
2011-08-12,5810,6160,5810,5970,25900,44419.0,7440336.0
2011-08-16,6010,6360,6010,6270,16431,46651.0,7440336.0
2011-08-17,6400,6400,6050,6150,15601,45758.0,7440336.0
2011-08-18,6230,6250,5900,5910,19930,43972.0,7440336.0
2011-08-19,5880,5880,5400,5660,20540,42112.0,7440336.0
2011-08-22,5940,5940,5440,5440,18299,40475.0,7440336.0
2011-08-23,5450,5650,5450,5650,16633,42038.0,7440336.0
2011-08-24,5770,5770,5530,5600,9670,41666.0,7440336.0
2011-08-25,5600,5810,5600,5680,7631,42261.0,7440336.0
2011-08-26,5750,5760,5600,5690,5630,42336.0,7440336.0
2011-08-29,5850,5900,5700,5800,8680,43154.0,7440336.0
2011-08-30,5850,6090,5820,5890,17560,43824.0,7440336.0
2011-08-31,5840,5930,5800,5870,3400,43675.0,7440336.0
2011-09-01,5900,6000,5810,5810,16640,43228.0,7440336.0
2011-09-02,5820,6090,5670,5780,9615,43005.0,7440336.0
2011-09-05,5750,5750,5410,5430,14790,40401.0,7440336.0
2011-09-06,5330,5390,5200,5330,18060,39657.0,7440336.0
2011-09-07,5320,5550,5320,5500,7240,40922.0,7440336.0
2011-09-08,5520,5600,5400,5500,9494,40922.0,7440336.0
2011-09-09,5400,5500,5340,5500,5681,40922.0,7440336.0
2011-09-14,5500,5600,5330,5400,6110,40178.0,7440336.0
2011-09-15,5450,5560,5340,5370,5410,39955.0,7440336.0
2011-09-16,5380,5530,5370,5480,10391,40773.0,7440336.0
2011-09-19,5400,5600,5400,5530,1701,41145.0,7440336.0
2011-09-20,5580,5580,5360,5530,5582,41145.0,7440336.0
2011-09-21,5450,5560,5450,5550,2440,41294.0,7440336.0
2011-09-22,5560,5560,5340,5400,4737,40178.0,7440336.0
2011-09-23,5220,5220,5000,5100,16897,37946.0,7440336.0
2011-09-26,4985,5110,4340,4340,40340,32291.0,7440336.0
2011-09-27,4420,4700,4420,4635,10392,34486.0,7440336.0
2011-09-28,4790,4790,4420,4590,13525,34151.0,7440336.0
2011-09-29,4465,4590,4465,4580,8873,34077.0,7440336.0
2011-09-30,4580,4695,4575,4590,11730,34151.0,7440336.0
2011-10-04,4555,4555,4025,4330,9282,32217.0,7440336.0
2011-10-05,4360,4495,4030,4030,19870,29985.0,7440336.0
2011-10-06,4235,4390,4145,4245,14753,31584.0,7440336.0
2011-10-07,4395,4395,4265,4350,9200,32365.0,7440336.0
2011-10-10,4490,4875,4400,4580,14200,34077.0,7440336.0
2011-10-11,4735,4850,4700,4765,6981,35453.0,7440336.0
2011-10-12,4760,4760,4500,4605,12780,34263.0,7440336.0
2011-10-13,4630,4690,4625,4665,4953,34709.0,7440336.0
2011-10-14,4720,4720,4610,4620,3301,34374.0,7440336.0
2011-10-17,4620,4900,4620,4880,11100,36309.0,7440336.0
2011-10-18,4770,5080,4600,4840,12721,36011.0,7440336.0
2011-10-19,4950,4970,4850,4860,3410,36160.0,7440336.0
2011-10-20,4990,4990,4710,4710,6180,35044.0,7440336.0
2011-10-21,4710,4870,4685,4820,5690,35862.0,7440336.0
2011-10-24,4895,4995,4750,4980,17490,37053.0,7440336.0
2011-10-25,5000,5100,4860,4860,7522,36160.0,7440336.0
2011-10-26,4900,4960,4735,4950,5410,36830.0,7440336.0
2011-10-27,5000,5030,4860,4970,7330,36978.0,7440336.0
2011-10-28,5110,5110,4900,4950,10340,36830.0,7440336.0
2011-10-31,5000,5000,4900,4915,9420,36569.0,7440336.0
2011-11-01,4860,4920,4810,4850,8191,36086.0,7440336.0
2011-11-02,4710,4930,4620,4880,3980,36309.0,7440336.0
2011-11-03,4985,4985,4700,4710,12110,35044.0,7440336.0
2011-11-04,4925,4925,4720,4795,9072,35676.0,7440336.0
2011-11-07,4740,5090,4735,5070,11620,37723.0,7440336.0
2011-11-08,5050,5060,4925,5010,5960,37276.0,7440336.0
2011-11-09,5000,5070,4915,4975,7860,37016.0,7440336.0
2011-11-10,4810,4895,4655,4700,5431,34970.0,7440336.0
2011-11-11,4810,4900,3995,4760,12720,35416.0,7440336.0
2011-11-14,4890,4895,4700,4815,18400,35825.0,7440336.0
